participant_age,income_level,property_value,homeowner_status,previous_loan,job_stability,loan_grant,successful_repayment
34,21,1,0,0,1,1,91.30678172139778
32,23,6,1,1,1,1,96.60713932002774
13,20,7,0,0,0,0,71.25145674034195
17,26,7,0,0,1,0,78.84160613921931
33,32,5,0,0,1,0,96.43010073426169
12,23,3,0,1,0,1,77.90487797204209
25,30,8,0,0,1,0,89.95188554716839
41,25,4,0,0,1,0,96.45013129540254
31,26,7,1,0,1,0,92.5198198564182
14,29,2,0,1,0,0,73.8889934338174
23,22,8,0,1,0,0,81.58047074683388
35,26,2,1,0,0,1,96.86079562227144
22,31,5,1,1,0,0,85.87694099677513
4,17,3,0,0,1,1,66.97755593469314
18,16,6,1,1,0,1,82.38657537248376
54,29,5,0,1,1,1,115.3340589840878
35,28,7,0,1,1,0,96.5918963911306
30,18,2,0,0,1,1,87.53527306190894
32,31,-1,0,0,0,0,86.81414926710711
25,21,3,1,1,1,0,81.83691419422283
37,24,7,1,1,0,1,102.7054705485132
37,25,6,1,0,0,0,97.67060569024704
21,19,7,1,1,1,0,82.11425221023882
38,21,6,0,1,1,0,95.74494430011268
31,19,4,1,0,1,0,83.62556766385205
17,32,8,0,0,0,1,90.94493972385015
37,17,4,0,0,1,0,88.70400326929867
27,21,6,0,0,1,1,92.27344683618514
26,25,5,0,0,0,1,89.77224142267161
9,30,4,1,0,0,0,72.36826559428648
31,18,6,1,0,0,0,87.37071313357683
17,23,5,1,1,0,0,78.04284218840544
11,15,4,0,1,1,1,71.71034512248379
5,26,2,1,0,0,0,65.693614186817
33,20,8,1,1,0,1,100.51186893190852
31,19,6,1,0,1,1,91.36994411940069
31,26,5,1,0,1,1,95.79740670823212
26,20,9,1,0,1,1,93.77673790740096
27,15,0,0,0,1,1,82.61534776596913
36,27,3,1,0,1,1,98.38070698533258
32,28,4,1,1,0,1,97.27348239167132
24,19,8,0,0,0,1,90.46179617619444
22,23,9,0,1,0,1,90.39844233812828
23,21,3,0,1,1,0,79.4217600487562
14,24,9,1,0,0,1,86.1670911699373
23,24,8,1,1,0,1,93.44277920794404
33,29,5,1,1,1,1,98.66384023962856
16,30,5,0,0,0,1,85.00308890122986
22,27,4,0,0,0,1,88.0732264251577
37,28,3,1,0,1,1,100.01046437719302
16,23,2,0,1,0,1,80.49712266399642
18,17,6,0,0,0,0,75.38737220631756
24,22,2,0,1,1,0,78.33077232050414
37,23,4,0,1,0,0,91.46435685756788
7,20,0,0,1,0,0,61.91640007990461
12,24,7,0,0,0,1,80.97034641350152
14,15,7,0,0,1,1,78.5846053102608
38,32,8,0,1,1,0,101.63698735288963
22,23,8,0,0,0,0,82.97312189790331
32,30,9,1,1,1,1,104.66096709385695
22,25,4,1,0,1,0,81.5103274573543
29,23,5,1,1,1,0,88.07335616588722
24,26,6,1,1,0,1,92.49666161574018
11,27,5,0,0,0,0,72.69766247078465
16,25,5,1,0,0,0,78.24580478396945
7,27,5,1,1,0,1,77.9292189243722
31,27,7,1,1,0,1,98.87584697259132
38,22,7,1,0,0,1,102.1491321678172
21,21,11,1,0,0,1,91.73478195345974
21,26,4,0,1,0,0,80.0444287045744
18,26,4,1,0,1,0,78.28896270793015
25,26,4,1,0,0,0,84.95520845582624
45,27,6,1,1,1,0,104.4307074803256
27,25,6,0,1,0,1,93.5753837461482
34,25,4,1,1,1,0,91.67109234590788
22,29,6,1,1,1,0,86.64868652001034
25,22,6,0,1,1,0,82.263825672166
14,21,5,0,1,0,0,73.91910926970552
26,21,5,1,0,1,1,88.32706649198454
24,19,9,0,0,1,0,83.56726481478488
24,18,9,0,1,0,1,89.01274908544585
14,22,7,0,1,0,1,82.10120615440701
22,18,3,0,1,1,1,82.78423999584142
31,25,6,1,0,1,1,97.65830046059622
20,22,6,0,1,0,1,87.18760658496299
24,17,5,1,0,0,1,86.39534558092024
23,26,2,0,0,0,0,79.25463205570297
25,24,6,0,0,1,1,91.08390705016656
19,18,9,0,0,0,0,78.65484381428453
35,18,5,1,1,1,1,98.06910952683825
35,27,5,1,0,1,0,93.65315876030267
15,29,2,0,1,1,0,76.25746074959227
20,27,6,1,0,0,1,88.18630256287929
37,26,3,0,0,0,1,98.02674402504952
29,28,7,0,0,1,0,91.15260283852592
21,21,0,0,1,1,1,81.49913794487122
14,22,6,0,0,0,0,72.91040351462156
45,24,6,0,1,0,1,108.6770193043456
36,19,6,1,0,0,0,91.52652514219668
0,22,11,0,0,1,0,68.39621279736926
13,20,8,0,0,0,1,80.19177748135341
26,26,6,1,0,0,1,93.91887109336967
9,25,3,1,0,1,1,74.81879583518636
32,31,3,0,1,1,0,92.11442271822092
26,19,7,0,1,0,0,83.32510624763854
26,26,1,0,0,0,0,79.37028852043628
9,26,6,0,0,0,1,78.54906153581243
26,29,3,1,1,1,1,92.89841441017704
19,18,8,0,0,0,1,83.70173726746218
36,22,4,0,0,1,1,97.55265660048548
13,30,7,1,0,0,1,84.03060829890167
4,24,5,0,1,1,1,72.39334036967719
18,19,6,1,0,1,1,83.34620193135223
12,17,6,0,1,0,1,76.45412835221373
33,25,7,0,0,1,1,98.8063784301086
-5,23,6,1,0,0,1,65.09269418584707
25,25,6,0,1,0,0,86.25294318191362
29,29,5,0,0,0,0,89.5788378179744
30,22,5,1,0,1,0,88.14868679692974
37,28,4,0,0,0,1,100.2047994758979
31,23,5,0,0,1,0,87.54427358009461
12,18,6,0,0,1,1,78.1529944877409
22,20,6,0,0,0,0,79.08604688308888
24,17,2,0,1,0,1,82.44170285862798
31,14,4,0,0,0,0,81.26086304622513
28,26,7,0,1,1,1,96.26846857409546
14,26,2,1,1,0,1,78.88394725593487
-10,18,9,0,1,1,1,60.603347815135926
8,20,5,0,0,0,1,74.61448262502527
41,23,6,0,1,0,1,105.43075520916308
25,29,4,0,0,0,1,90.20388727737348
26,29,9,0,0,0,0,90.9845401085926
12,21,6,1,1,0,1,79.84081876597249
34,23,4,0,0,1,1,94.91258618955128
34,31,6,0,0,1,0,96.13203084983309
27,23,8,0,0,0,1,93.39326816871925
25,21,5,1,0,1,1,88.91260418002012
22,23,4,0,0,0,0,78.12742624441108
33,25,7,0,0,0,1,99.79846324176562
19,26,5,1,1,0,0,80.31289634923735
31,27,4,1,1,0,1,95.0630878702392
33,23,6,1,0,1,1,98.22584596146363
44,20,8,1,1,0,0,101.10821008892388
30,25,6,1,0,0,0,89.2820829425824
30,27,7,1,0,1,0,91.64347974529764
14,17,6,1,1,0,0,73.31443755122153
28,30,4,1,0,0,1,94.31023935395952
41,19,5,0,1,0,0,95.50881065747156
4,19,3,0,0,1,0,60.43565894297524
26,26,4,1,1,1,1,93.31090557089465
1,25,7,0,0,0,1,73.34598424124457
21,23,8,0,1,1,0,82.65858044863066
33,23,8,1,0,0,1,99.8082823089256
13,21,10,1,0,0,1,82.86787350944324
3,18,9,0,0,0,1,74.21863438261812
19,22,2,1,0,0,1,82.32007287926875
18,28,5,1,0,0,1,86.28163969052001
35,24,5,1,0,0,0,94.82094190045976
26,22,5,0,0,1,0,82.37947635499164
35,23,6,0,1,1,0,93.135377119245
17,26,5,0,1,0,1,84.89812209067834
35,18,4,1,0,0,1,94.24861272138044
38,26,6,1,1,1,1,102.35678164440353
16,21,8,1,1,0,0,77.54275453852914
26,17,8,0,0,1,1,90.15493540934844
30,33,3,0,0,0,0,90.3705762807889
30,22,9,1,0,0,1,95.3986513970158
22,25,5,0,0,0,0,81.81728923054241
28,18,7,0,1,0,0,85.11585840369327
28,24,6,0,1,1,0,86.46304920654963
16,26,4,0,0,1,0,74.81122217914
26,22,5,0,0,1,1,89.57309893673424
30,18,5,1,0,0,1,89.1514035280525
17,30,5,1,1,1,0,80.39813436715444
18,25,9,1,1,0,0,82.38255951136004
11,25,9,1,0,1,0,76.83760806055737
1,20,3,1,1,1,0,61.59073222650536
21,25,5,0,0,1,0,81.0261590996814
9,25,7,0,0,1,1,79.3930285098387
6,23,3,0,0,1,1,69.04964904584173
11,20,7,0,0,1,1,79.44254175300804
34,19,7,1,0,0,1,96.69318401266636
19,23,8,0,0,1,0,81.28231270554261
19,27,6,0,0,0,0,78.88107630238005
17,33,3,0,0,1,0,79.93089013363407
25,23,7,1,0,1,1,91.46846441840496
38,25,3,0,0,1,1,97.8031955357232
23,27,7,0,1,1,0,86.92061765032373
31,15,2,0,1,1,0,79.87923277241727
4,24,8,1,0,0,0,70.1204470983088
13,30,3,0,0,1,1,79.6036004183034
2,26,8,1,1,0,1,75.93354505208359
26,14,6,0,1,1,0,81.29892031334487
23,19,3,0,1,0,0,76.70335809900713
30,24,4,0,1,0,0,85.46645888702895
40,26,2,1,1,0,1,100.4575350006348
47,24,5,0,0,0,0,102.82730748896824
23,29,8,1,0,0,1,95.26406325016896
34,24,7,0,0,1,1,100.30125619595285
12,33,3,0,0,0,0,74.73959136015311
28,23,4,0,0,1,0,84.48373862184891
16,23,5,1,0,0,1,82.52439438089766
27,27,4,1,0,0,0,85.14164670892464
3,23,4,0,1,1,0,63.31944568814425
22,20,6,0,0,1,1,85.60986380878445
18,24,9,1,0,0,0,83.23645186652776
20,25,8,0,0,1,0,82.36787143478118
18,24,6,0,1,0,0,78.92697637730386
27,19,6,0,0,0,1,90.59328391597364
13,25,6,0,1,1,1,81.9948882963561
31,25,4,1,1,1,0,88.24190203645286
7,18,9,0,0,0,1,76.269402392775
47,22,8,0,0,0,0,102.71178575370912
35,34,5,1,0,0,1,102.17705286604226
40,18,2,0,0,0,0,91.61173966508971
21,23,6,0,1,1,0,82.2715949300499
19,17,7,0,0,0,0,76.5466755559947
28,20,5,0,1,0,0,84.11995720565041
5,23,6,0,1,1,1,73.60570263744249
22,26,5,1,1,0,1,90.94432794973964
18,19,5,0,0,0,0,73.91613676584534
42,21,8,0,0,1,0,99.21833858391604
-2,21,7,1,1,0,1,70.02559025389186
38,22,7,0,1,1,0,96.09453587656218
16,23,6,1,1,0,0,77.01799756230108
12,22,9,0,0,1,1,81.87559523237496
20,23,4,1,1,1,0,79.40367983333233
27,23,6,0,1,1,1,93.89489262160748
40,21,5,0,1,1,1,100.7934848106356
31,25,5,0,0,0,0,87.05649438426023
21,27,8,0,1,1,1,90.92463441307692
34,17,6,1,1,1,0,90.52282645694648
3,27,4,0,0,0,0,65.24929917536255
25,18,6,0,1,0,0,81.86018792002847
42,25,8,0,0,1,1,106.96618675753588
34,18,9,0,0,0,0,92.61791529886776
33,29,3,1,1,1,0,92.2574380135563
21,24,4,0,0,1,0,79.4169047014074
38,29,0,1,1,0,0,92.9770847567476
30,19,6,1,0,1,0,86.67147740826307
27,21,6,1,1,0,1,93.23217287325444
25,18,3,0,1,1,0,78.86844954892365
33,26,10,0,0,1,1,100.2811294899806
16,24,5,1,0,1,0,74.71486873446067
31,16,6,1,0,0,1,91.33661904230344
19,27,2,0,0,1,0,74.66990335785842
22,21,6,0,1,1,1,87.330971739006
28,24,3,0,0,1,0,85.36451466428292
15,29,7,1,1,0,1,87.44039352191
16,20,4,0,0,1,1,79.92488075898511
15,26,6,1,0,1,1,84.07970831583803
31,25,6,0,0,0,0,90.4257231145229
33,24,10,1,1,1,0,97.02335766850588
27,19,8,1,1,1,1,93.2788494897241
31,24,1,1,0,0,0,84.12041915452576
32,27,4,0,0,0,0,89.80309255579697
21,22,6,1,1,0,1,87.7701700965936
25,22,9,0,0,0,0,85.97280183134413
17,25,7,1,1,0,1,87.3995765582904
22,27,5,0,0,0,0,80.48423854841069
23,27,2,0,0,0,0,79.84011016762705
46,30,4,0,0,0,1,106.01546632647587
33,23,5,0,0,0,1,95.42489626443673
29,21,4,0,0,0,1,91.0833605462836
22,30,6,1,0,1,1,93.54881646987228
36,22,7,0,0,1,0,93.54205699284626
21,31,5,1,1,1,0,84.2659425247793
25,27,1,0,0,1,0,79.42754918757551
17,26,7,1,1,1,1,87.49215591322701
22,31,6,1,0,1,1,92.46177046451744
9,29,4,0,0,0,1,79.61344690824133
40,20,6,0,0,1,0,94.78145251053844
37,22,6,1,1,0,0,92.32148976561204
6,29,6,0,1,1,0,71.75853262455237
31,24,3,0,0,1,0,85.62745134338194
30,22,8,1,0,1,0,91.5884704847327
12,28,6,0,1,0,1,82.87364568022048
35,29,6,1,1,1,1,103.8898085343737
32,21,2,0,0,0,1,90.11942314839531
24,22,4,1,0,1,1,85.54399242377336
31,28,10,0,0,0,0,94.7717162504722
26,24,9,1,1,1,1,95.58740898973714
8,35,4,0,0,0,1,79.50495068729185
36,22,3,1,0,1,0,89.10249133738299
33,27,9,0,0,0,0,96.21862064779704
39,25,4,1,0,1,1,102.27204822607528
25,24,7,0,1,1,0,84.91596456448553
17,24,6,1,1,0,1,84.90848523189139
29,30,6,0,1,1,0,92.05404295959056
17,22,10,1,0,0,1,86.85294283506393
27,22,6,1,0,1,1,92.20070538079818
40,21,8,1,1,1,0,99.34657850163067
19,20,7,1,0,0,0,78.56635300083374
24,23,8,0,0,0,1,92.63194050742617
35,30,2,1,0,1,1,96.67113917595763
24,22,5,1,0,0,1,89.47878229347425
30,19,9,0,0,1,1,93.24057141804838
18,29,4,1,0,1,0,78.82873509306572
6,29,7,1,0,0,1,79.09156186894685
42,20,7,1,0,0,1,103.386408796348
23,21,11,1,0,0,0,85.38662507002071
35,22,4,1,0,0,1,96.88355751081777
6,24,6,0,0,0,0,68.67422010652463
11,18,5,1,0,1,1,77.0388151425499
24,29,4,1,1,0,1,93.14544243189856
19,24,5,0,0,0,1,82.95143969856642
22,26,7,0,1,0,0,86.15774142772452
22,24,6,1,0,0,0,82.5012064232258
28,16,5,0,1,0,0,81.82980199756155
18,27,3,0,0,0,1,84.52716910368531
25,26,8,0,0,1,0,85.4265408942116
22,22,3,0,0,1,1,85.57474780589804
22,29,5,1,0,0,1,89.84395003308896
20,23,7,1,1,0,0,83.72262146398995
7,30,6,0,0,1,0,74.66994146046287
30,24,7,0,1,1,1,96.38389692136796
14,29,8,0,0,0,0,78.85745763336006
28,29,1,1,0,0,1,90.58863726154088
37,15,6,1,0,1,0,89.3191040544955
35,23,5,0,1,0,0,91.07613321693552
23,23,3,0,1,1,0,79.1827184637226
19,21,6,0,0,1,0,77.47845790156408
35,31,9,0,0,0,1,105.72497388506608
30,25,5,0,1,0,0,88.4671842973533
29,21,6,1,1,1,0,89.60633357916392
21,26,6,1,0,0,1,88.69489644989459
23,23,6,0,0,0,1,88.84110520223031
22,19,4,0,0,1,0,77.76867302204056
29,22,11,0,0,0,0,90.096952152198
9,27,7,1,1,0,0,76.19185326331379
35,29,7,0,0,0,1,103.24496406061677
35,24,5,1,0,0,0,92.65647493413108
28,15,8,1,1,0,1,91.7999784956169
13,24,12,0,1,1,1,88.86146242070879
5,22,8,0,1,0,1,75.40890823415327
23,22,5,0,1,0,1,86.86491339946019
34,23,5,1,1,0,1,98.2320363853472
28,22,3,0,0,0,0,81.72151635928832
10,24,7,0,0,0,0,72.95310936355504
14,25,7,0,0,0,0,76.64167562391953
25,20,10,1,1,0,0,85.84165827871004
29,14,6,1,1,0,0,82.45127649215843
23,21,9,1,0,1,0,84.18780305257698
21,25,2,0,0,1,0,79.03842067975238
27,23,8,0,0,1,1,91.0965936641731
27,19,6,0,1,0,0,82.5494103340469
26,29,6,1,0,0,0,88.44197921545198
30,20,3,0,0,0,1,89.40947531304231
27,33,9,0,0,0,1,100.2220323069549
16,25,2,0,1,0,0,72.62115372297812
35,22,0,1,0,0,1,93.53091503930608
35,21,5,0,0,0,0,89.58708919536654
32,27,2,1,0,1,0,87.54946325847136
36,30,0,0,1,1,1,98.2522948850634
14,26,6,1,1,0,1,83.76878178912398
8,29,4,0,0,1,0,71.84735309305987
22,21,6,1,0,1,1,85.33511511064444
29,24,9,0,1,0,1,97.59497478795672
20,23,4,0,1,0,0,78.85252059256082
19,29,5,0,1,0,0,81.95085735556226
23,27,4,0,1,1,1,86.69495241954289
28,23,3,0,1,1,1,90.86547412745507
23,27,7,0,0,1,1,92.89776603202068
24,28,7,0,1,0,0,87.34533345168964
33,26,6,0,0,0,0,90.0162968487084
32,20,6,0,1,0,0,87.12967962920337
21,22,6,1,1,0,1,87.48842302270937
26,24,1,0,1,0,1,87.3900194989867
