age,family_income,num_children,years_education,economic_shock_index,participation_in_program,rural_residence,tax_credit_received,annual_spending
35,28,8,17,2,1,0,1,89.05270584187336
24,18,8,19,0,0,1,1,81.30759775348689
21,23,5,14,3,0,0,0,69.2710774097401
27,21,6,18,2,1,0,1,81.62498223530878
36,31,6,15,3,1,0,0,82.36711226178795
32,22,8,16,1,1,1,1,84.96195912505213
19,20,4,16,2,0,1,1,72.6730654581418
15,21,2,17,3,1,1,1,71.03767045024007
28,24,8,11,3,1,0,1,82.95585198240693
10,29,8,6,3,0,1,0,66.08645645230408
14,19,5,19,0,1,0,0,67.60884061164975
27,18,10,13,1,0,1,1,82.02685051613182
23,30,3,14,1,1,1,0,74.7332292745563
26,24,5,9,2,1,1,0,71.46618130637584
12,21,5,16,2,1,1,0,66.59791781130079
11,17,7,17,0,0,0,0,66.63376374907891
29,20,5,17,0,1,1,1,80.29969668564361
15,13,8,17,2,1,0,1,74.46088237439854
29,26,6,19,2,1,1,0,78.69251124633136
27,28,9,8,3,1,1,0,76.41700294701594
28,29,5,22,1,1,0,1,84.72144392548392
2,22,7,15,3,1,1,1,69.86723303615746
23,22,6,15,0,1,1,0,72.80587997910807
26,27,1,15,2,1,0,1,77.90290057007702
11,22,7,15,0,1,1,1,72.51977304758327
14,27,10,18,3,0,0,1,77.53694511597149
37,21,8,19,4,1,1,1,89.46458541464744
34,21,8,15,0,1,0,0,79.56646726846638
35,25,6,13,1,1,0,0,79.0550335307131
25,22,3,8,2,1,0,0,71.15732131835411
27,21,6,14,1,1,1,1,79.847387045667
23,26,7,19,2,0,1,1,80.48396002051513
17,18,6,20,3,1,0,1,77.29041503110732
29,38,3,13,2,0,1,0,77.65669714805125
16,19,5,14,1,0,1,1,72.96179699771977
29,27,6,17,0,1,1,0,79.75667097051596
23,22,3,17,1,0,0,0,72.8349617268201
32,22,8,17,0,1,0,0,80.43715440692552
22,26,7,16,2,1,0,1,79.08947727931657
24,24,4,15,1,1,1,1,77.33657905852266
40,22,6,14,4,1,1,1,87.33392692618264
25,19,8,15,1,1,0,0,74.84104165940789
23,23,4,13,3,0,0,1,75.78834266278132
21,26,6,16,4,0,0,1,79.6485295127745
18,17,7,13,3,1,0,1,73.59770358076999
23,24,5,13,2,1,1,1,77.99660186154618
4,26,6,15,0,0,1,1,69.10945863551348
36,22,5,18,0,1,1,0,80.4018941027823
41,17,6,14,2,1,0,1,84.87265061995333
21,21,7,15,1,0,0,0,73.66352826728058
14,18,4,13,1,0,1,0,66.07251164097427
34,29,2,8,2,0,0,0,75.66820093227815
7,18,4,9,1,1,0,0,60.00987932448661
32,19,9,13,1,1,1,0,79.742017342907
18,17,5,21,3,0,1,0,69.25499102273378
42,23,6,13,1,1,1,0,82.94853691765582
32,22,5,5,2,1,0,0,73.80342507579225
2,25,3,17,2,1,1,1,65.81649653907168
30,18,5,15,2,1,0,0,75.89008124250168
8,30,6,13,2,1,1,0,67.03602667261536
36,20,12,17,2,1,1,0,84.07129967881474
18,28,7,16,1,1,1,0,71.71469219864962
18,23,7,5,1,0,1,0,66.13411467610912
18,22,3,21,0,0,1,1,75.84015410059304
22,21,5,15,4,1,1,0,70.36697502262949
18,27,2,7,3,1,1,0,66.70252621623203
22,26,8,17,1,0,0,0,74.81850794297907
22,20,9,12,0,0,0,1,77.99470193336086
22,21,4,16,1,1,1,1,80.19185469407728
27,23,4,14,2,1,1,0,74.30520859098237
40,27,4,7,4,0,1,0,79.79393053723173
16,21,1,16,2,1,1,0,66.1514566011018
32,30,11,18,2,0,0,0,83.66028788936345
43,25,4,9,1,1,1,1,88.40239165133518
14,19,4,18,2,1,1,0,67.92656571604635
19,19,4,23,1,1,1,1,76.79872085192912
32,24,10,22,2,0,1,1,87.66841423131731
13,18,4,17,2,1,0,0,66.12801828700643
22,22,10,12,3,1,0,1,80.05718150757376
17,22,5,14,0,1,1,0,67.93823222969527
19,25,7,23,1,1,1,0,76.39986220198432
34,26,5,9,1,0,0,1,81.78073633609038
29,18,5,23,1,1,0,1,81.9496430357877
41,22,3,14,0,1,0,0,79.47955370738238
25,25,4,19,2,0,0,1,79.75496300038819
23,27,9,7,2,0,1,1,80.54868264583682
26,26,3,16,1,0,1,1,79.07391580686779
36,20,8,18,0,0,1,1,86.81673002565437
18,19,3,20,2,0,1,1,76.19675014381232
10,20,3,19,1,0,1,0,64.18643613192542
2,18,4,24,4,1,1,1,69.4098881216141
26,24,4,14,0,1,1,1,78.42113769592176
6,30,10,11,2,1,1,0,66.40094396256373
31,26,5,13,1,1,0,1,81.02599916582642
21,24,7,13,4,1,0,1,79.91522976055747
18,28,8,12,0,1,0,1,74.95832807907901
30,25,8,12,1,1,0,1,83.08649316541042
30,11,5,14,1,0,0,0,72.31582388850036
29,27,3,25,1,1,1,1,84.65864536516685
30,24,2,12,3,0,1,0,72.71786543351838
16,33,4,7,2,0,1,0,67.6518072026386
27,21,8,19,2,1,0,1,83.41495574555441
14,26,4,18,2,1,1,1,74.37913210569461
16,19,5,10,3,0,0,1,71.83699300581762
29,23,6,13,2,1,1,0,77.76273644145608
12,26,3,18,2,1,1,0,66.82100203127085
15,17,5,17,0,0,0,1,74.35896978704504
30,32,6,25,1,1,0,1,87.46036676016116
30,29,2,17,1,0,1,0,74.80500751258641
31,20,8,11,2,0,0,0,76.18010929573944
27,38,5,19,2,1,0,0,80.28930737023084
16,34,7,28,0,0,1,1,83.67043933322648
36,18,5,19,2,1,1,0,81.55603744480524
53,20,4,13,3,1,0,1,92.64069144330196
38,29,2,21,0,0,0,1,85.88736593001425
36,23,8,18,2,0,0,1,86.49440935903166
28,26,8,13,1,1,1,1,82.13492354444206
20,21,7,14,2,1,0,0,72.98241615876303
38,29,5,23,4,0,0,0,85.23205562763467
26,27,3,15,2,0,0,1,78.0128414741465
51,29,6,15,3,0,0,0,88.13822122693705
28,26,6,15,3,0,1,0,77.01631336301628
39,30,4,11,0,1,0,1,85.28457477714687
14,23,5,13,2,0,0,0,66.71353122948378
25,20,5,17,2,0,0,1,77.93697577691586
22,25,7,9,3,0,1,0,71.68783719921898
37,22,2,11,3,1,0,0,76.98109393250772
31,31,7,18,0,0,1,0,80.94743811675058
35,25,6,13,2,1,0,1,84.49916179435853
25,26,12,20,2,1,1,1,86.60406248612345
30,24,7,16,1,0,1,1,82.56929110047403
34,26,5,12,2,1,1,0,79.806251158522
25,28,9,15,2,1,0,1,84.68218956119992
33,16,11,16,1,0,1,1,86.09362323158531
15,19,4,15,2,1,1,1,72.52176482144986
30,21,7,19,-1,1,0,0,77.83150761508632
38,22,9,16,1,0,0,0,82.46996487166719
28,26,3,19,2,1,1,0,76.50462392888208
22,28,2,15,0,0,1,0,70.92130180897621
17,21,5,13,2,1,0,0,70.94003523331949
14,22,4,13,3,0,1,0,66.60772717172318
38,23,5,16,2,1,1,0,80.92900301190602
27,26,1,26,1,0,0,0,76.77718604773997
30,26,5,15,3,1,0,1,82.78236455932155
26,30,3,18,3,1,0,0,75.39281013935025
3,25,3,21,2,1,1,0,63.98248246058259
29,19,2,14,2,0,1,0,72.22426784709626
11,22,5,16,3,0,0,1,71.08136957487497
26,20,5,22,1,0,0,0,75.4479230468463
10,18,2,20,2,1,0,1,71.84703821614012
33,28,7,19,1,1,0,1,85.8954015370349
20,20,5,10,1,1,1,0,69.5094456987981
16,22,4,16,1,1,1,0,66.72731168024558
18,21,3,20,3,1,1,1,74.18323360286794
21,18,7,13,2,0,0,1,76.18706831319139
30,28,5,17,0,1,1,0,79.18829323688512
37,22,1,9,2,0,1,1,80.71784485866637
28,23,8,10,3,1,0,0,74.71212913237139
15,24,4,14,1,1,1,1,72.83936884569238
20,21,3,14,1,1,1,0,70.77957222630032
38,25,8,13,2,1,1,1,88.0278650240884
32,27,6,14,1,1,0,1,81.96684299515167
21,21,9,11,1,0,0,0,71.50913720259781
34,22,5,22,2,0,1,0,81.75440748689815
47,33,6,12,2,0,0,0,85.88000665930605
19,23,3,19,1,0,0,1,73.79594017096979
28,18,0,19,1,1,1,1,78.78530563199658
2,20,7,17,2,0,0,0,61.65808471727082
19,20,9,17,1,0,1,1,79.62038140992193
9,20,6,14,2,1,0,0,65.44434704373525
20,25,4,15,2,1,1,1,76.89098708980056
12,17,3,15,0,0,0,1,70.63540596699983
48,20,2,11,2,0,0,1,86.65477460615317
25,20,10,9,4,0,1,1,80.41888878364563
32,23,6,9,2,0,1,0,75.95775456854507
29,23,8,12,1,1,1,1,81.7690163503998
39,21,4,21,1,0,1,0,82.46210350699121
16,22,2,20,1,1,1,1,73.75614961477196
38,21,1,20,1,1,1,1,84.51477654686673
30,28,5,19,2,1,1,1,85.71538883090146
10,21,5,21,2,0,1,1,71.33841839242224
29,22,5,29,0,1,0,1,85.45080077658903
28,29,6,17,1,1,0,0,79.05504821166383
39,30,6,11,2,0,0,1,87.40307809575332
17,20,10,23,2,1,0,0,76.3684294762074
18,18,6,14,1,0,1,0,70.97211887738513
43,18,1,17,1,1,0,1,84.81941207235548
31,23,1,13,1,1,1,1,78.92596997857741
39,21,8,21,0,0,1,1,90.46017832038795
22,20,6,20,1,0,1,1,79.95681204592121
11,33,5,10,0,1,1,0,66.88767061122003
28,22,8,7,2,0,1,1,79.3172011393242
30,20,7,13,0,1,1,0,76.1280283131289
33,30,6,14,1,0,1,1,83.3750151201297
35,25,8,14,1,1,1,1,86.59252845015214
10,27,7,8,1,0,1,1,70.54771541277083
14,17,8,26,1,1,0,0,71.22259694920248
14,22,7,18,1,0,0,0,69.13060949323206
23,28,3,24,0,1,0,0,75.58586500080249
26,26,6,20,2,1,0,0,75.58851000797391
37,24,7,16,3,0,1,0,80.4426228372566
28,26,6,11,2,0,0,0,74.42814971287993
38,33,7,9,3,1,1,0,82.5537886376699
9,22,4,14,1,0,1,0,64.45888539653552
15,19,9,9,1,1,1,0,68.84398344297361
20,18,5,13,3,1,1,1,74.49809570533799
22,29,4,13,1,0,1,0,72.21964542406846
16,20,5,15,1,0,1,0,70.31310019270215
26,25,6,14,2,0,0,1,78.22256334504569
31,27,4,14,2,0,1,0,76.97436410972412
28,26,7,20,1,0,0,0,78.83823317208528
36,23,2,17,1,1,0,0,78.18200497969427
16,25,6,18,0,1,0,0,70.99107110482309
22,19,7,13,1,0,0,0,71.48738532508368
24,21,1,14,2,0,1,1,74.47618703899745
28,21,6,14,2,0,1,1,81.22889979040635
28,22,8,17,0,0,0,1,83.12004073453777
33,18,6,10,2,1,1,1,82.82573841069451
4,27,5,18,2,1,0,1,70.63725751679647
22,18,6,19,3,0,1,0,72.7115633059428
19,22,6,23,3,0,0,0,72.30022487015029
33,21,5,17,1,1,1,0,77.04491752383169
24,20,4,18,4,1,0,1,78.30532811295501
40,20,4,12,1,1,1,1,83.91038462530041
19,25,8,21,1,1,0,1,78.57475628893027
37,23,2,14,1,1,0,0,78.95853241419579
39,25,6,9,0,0,0,1,84.37647384605441
12,28,3,15,2,0,0,1,71.9082358197665
32,30,7,21,1,0,1,0,81.48464854182957
26,22,6,18,1,0,0,0,73.31517003868805
36,24,8,15,0,1,1,0,82.25906701214352
33,30,2,13,2,1,0,0,76.63002503924658
24,21,5,17,3,1,1,1,79.69090216712277
1,16,7,11,2,0,1,0,60.4734861559109
37,20,4,13,1,1,1,1,84.37809969705191
30,28,8,13,1,1,0,1,82.43106196293188
43,25,6,21,1,1,1,0,86.51653702707847
21,27,5,24,0,1,0,1,80.51436337197661
40,21,8,19,3,1,1,1,92.15476956946308
15,24,5,15,2,1,1,0,68.92894586663772
17,33,7,16,1,1,1,0,73.23672226793934
30,22,6,13,1,1,1,0,75.88198321228187
39,31,6,11,3,0,1,0,82.18106716294315
31,25,5,20,1,1,1,0,78.04550947542145
26,24,3,16,2,0,1,1,80.80992495116347
27,17,5,10,1,1,0,1,77.72951952243795
23,22,5,18,2,1,0,0,74.15271378875165
28,19,4,11,1,1,1,0,72.19605841872378
23,17,7,20,2,0,0,1,79.9146065372917
25,26,2,16,3,0,0,0,72.34299391209642
10,22,3,18,1,0,1,0,65.2520595006502
19,27,5,23,0,0,1,1,78.09863651327375
20,21,4,20,1,0,1,1,76.61987828063184
4,26,9,20,0,1,0,0,68.30544910008993
14,23,5,13,1,0,1,0,67.59270078706517
17,28,8,9,1,0,1,1,75.24513468561601
22,21,2,19,2,1,1,1,79.06705798819114
22,13,4,16,2,1,0,0,70.78755809057806
31,15,5,12,3,0,0,1,79.65385972607825
28,27,5,20,4,0,0,0,77.84917501778446
26,23,8,5,1,0,0,0,72.45009045058042
28,21,7,15,1,0,1,1,82.30750884399664
22,18,7,11,1,1,1,1,78.83782818122761
30,25,6,18,3,0,1,0,79.52405242007946
21,27,4,17,4,0,0,1,76.41568628612347
10,20,10,15,1,1,0,0,67.77299356546342
16,23,5,10,4,1,1,0,67.61139185104518
8,22,5,8,2,1,0,0,61.96996047251614
25,17,1,18,2,1,0,0,71.53478197808408
29,29,5,21,1,1,1,0,79.02522378465393
32,25,7,20,2,0,1,0,80.10436276299752
40,22,5,18,0,0,1,0,82.9754854349097
36,22,10,17,2,0,1,1,88.56901220071998
25,30,7,22,1,0,1,1,84.53326522210419
39,25,3,18,4,0,1,0,81.03462358655293
25,27,6,13,1,1,0,1,78.9662924207593
14,21,9,10,1,0,0,0,69.26547921542367
25,19,4,12,3,0,1,0,71.1408684030848
26,31,8,11,0,0,0,1,81.481243034128
17,22,4,11,3,0,1,0,66.65745337935886
20,29,5,12,1,1,0,0,72.99467616720187
16,18,6,8,2,0,1,1,72.31897249790497
15,19,7,14,2,1,0,1,74.77580413445558
16,12,6,24,0,1,1,0,69.7283236240025
34,27,5,14,1,1,1,1,85.24241710522705
26,22,8,21,2,0,0,0,79.4677598534629
14,20,8,10,2,1,0,1,72.6468284458237
18,22,9,15,0,1,1,0,70.75312653774769
22,27,6,16,2,1,1,1,78.17165344194272
11,19,4,22,1,0,1,0,66.18425837333378
28,19,6,16,2,1,1,0,76.46104810709275
28,29,5,18,2,1,1,0,76.05360334376986
13,21,4,13,0,1,1,1,71.20886212543644
20,22,4,17,0,1,1,0,70.18688653617903
26,25,5,22,1,1,1,1,82.08589371845905
-4,23,3,16,1,1,0,1,64.00468725317482
17,15,5,7,2,1,0,1,69.75919023660512
22,25,1,17,0,0,0,1,76.33446972618752
32,18,8,12,2,0,0,1,83.12075425531354
17,21,7,11,2,0,1,1,73.88212263668504
7,25,7,11,1,0,0,1,69.68412475854814
31,19,7,18,3,1,1,0,79.39024458229042
6,26,3,26,0,1,0,0,68.74459799854175
7,23,5,19,3,0,1,1,70.66469371399131
11,27,6,13,0,1,0,0,66.64295188557182
42,17,4,20,2,1,1,0,81.63617600749937
23,21,7,12,1,1,0,1,76.82135697061999
27,22,4,13,2,1,1,0,72.15367001347677
40,24,7,16,3,0,1,1,88.62697610403214
42,27,5,14,1,1,0,1,88.86800589530323
32,19,4,13,1,0,0,1,80.3724219055622
21,26,8,23,1,1,1,1,82.64240704254264
45,28,5,14,1,1,0,0,84.60291641467565
32,21,6,20,0,0,1,1,85.85369199141189
25,22,5,17,1,1,1,0,74.71354966748886
19,31,2,14,3,1,0,1,74.93477219303412
31,19,4,20,0,0,1,0,77.77575520624012
33,30,3,23,3,1,0,1,84.76791036822988
35,24,3,17,2,1,1,0,78.69916891670182
25,23,5,14,2,1,1,1,79.37384822112973
37,28,3,16,3,0,0,0,79.11809646699378
25,33,9,19,2,0,0,1,86.05586669052951
17,21,4,12,2,1,1,1,73.46925416118462
23,24,5,13,1,1,1,0,73.22861505559126
39,21,5,15,2,0,1,0,79.50545896588626
37,20,11,18,3,0,1,1,88.93528637664059
25,23,7,3,3,0,1,1,73.9047866324583
26,22,5,11,1,0,1,0,73.67939057299174
22,14,8,17,1,0,0,0,75.1483817019302
19,22,5,19,0,1,1,0,70.13076083466521
32,26,0,28,1,1,0,0,78.11255856329593
27,28,2,19,1,1,0,0,76.29818111587535
25,23,8,22,1,0,1,0,77.58524605557422
12,26,1,16,2,0,1,1,68.86597727464022
36,27,8,8,0,0,1,0,79.34515177512199
21,36,8,23,0,1,1,0,77.49455787285626
24,26,6,16,2,1,1,0,75.16064892884758
42,21,6,16,3,1,1,0,82.93350453614335
21,21,7,22,1,0,1,0,72.30671189763933
27,30,2,21,2,1,0,1,83.71311296853496
29,19,7,21,0,0,0,1,83.02389930788749
33,24,7,16,1,1,1,1,85.94733451494197
23,20,6,16,2,1,1,1,80.52997378505628
14,25,6,14,1,1,0,1,74.13184770912618
25,23,5,25,-1,1,0,1,82.57353903505248
49,19,6,21,2,0,1,0,88.72906561444404
10,19,7,18,2,1,1,1,74.73773042423605
10,26,3,11,3,0,1,0,63.645265534448136
26,23,8,14,0,0,0,0,77.1408069782435
26,22,10,8,3,1,0,0,74.1677042469625
28,22,10,24,2,0,0,1,86.06116570367526
34,21,9,19,2,1,0,0,82.81025698146794
17,20,6,17,0,0,1,1,74.54484830294128
21,23,5,21,2,0,1,1,77.32728032730823
28,26,6,8,4,1,1,0,74.10284933166227
11,29,6,6,0,1,0,1,70.27995754349749
26,24,6,14,1,1,0,1,78.64125117114929
26,22,5,9,2,1,0,0,71.92252686978334
23,24,4,11,2,1,1,0,71.01679409285306
31,16,4,21,2,1,0,1,80.52920941205882
21,22,2,8,2,1,0,1,72.339152143483
36,35,6,9,1,1,1,1,86.55338787684113
14,27,7,9,2,1,1,1,73.88523048276612
29,25,5,15,3,1,1,0,76.00845431832535
29,24,8,9,2,0,1,1,81.3949132986305
21,27,2,16,2,1,0,0,71.04773375771629
34,35,5,15,0,1,0,1,86.06561616268462
39,27,1,4,2,0,1,0,76.22610020857897
8,26,5,12,0,1,1,1,69.98522828966043
14,23,5,15,1,1,1,0,66.8148973607221
34,24,4,11,1,0,0,1,82.38451393293346
25,23,4,17,2,1,0,1,78.17014858444239
8,22,5,22,1,0,0,1,72.07467179405664
24,30,6,18,0,1,0,1,80.5715624815335
34,21,6,18,1,1,1,1,87.09166520367654
20,26,3,16,3,1,0,0,70.2526758656853
7,25,10,9,2,1,0,1,72.4613893997593
41,24,8,15,1,1,0,0,82.85323119944974
33,22,6,17,0,1,0,1,87.34834857621578
35,26,4,10,2,0,1,1,81.56723973250848
5,20,6,14,0,0,1,1,67.32464902347432
29,19,3,21,0,0,1,0,75.23887376815979
19,19,5,13,2,0,0,0,70.20139372219907
6,21,5,15,1,1,1,0,64.19328773048193
19,23,2,12,3,0,0,0,66.4623122839246
44,27,2,10,0,1,1,1,85.86711240185365
22,25,5,13,0,1,0,0,72.55637766927073
22,19,5,14,2,0,1,1,76.85576890011782
16,17,5,10,2,0,1,0,65.45539936662094
16,20,8,14,1,0,1,1,75.60169205952384
18,21,8,15,0,1,1,1,76.64172514493313
37,22,8,18,2,1,1,0,80.22797895883167
20,22,6,7,3,0,1,1,73.47484336089035
7,26,2,12,4,0,1,1,67.86399789094295
26,17,6,13,2,1,0,0,71.56344018684375
19,21,7,16,0,0,0,1,76.81526286662125
11,22,6,14,1,0,1,0,66.23112200572373
39,29,8,17,1,0,1,0,85.32127640121006
16,31,7,20,3,0,1,0,74.3052693658801
16,34,5,13,1,1,1,1,76.46236073569625
14,23,6,16,2,1,0,0,68.88163361815344
43,23,6,19,3,1,0,0,84.31409305531852
24,30,4,17,2,1,1,1,81.05432803247633
25,23,5,15,0,1,1,0,74.51480461266154
38,21,6,13,4,1,1,1,85.00495695054403
21,31,8,10,2,0,1,1,78.41606675766744
-1,20,8,14,1,1,1,1,65.37658714387516
34,24,4,13,3,1,1,1,82.23236726719924
38,25,4,9,2,1,0,0,76.75404945892562
38,18,5,17,3,1,1,1,85.71827853606284
11,29,9,14,1,1,0,1,75.5948198652141
36,20,7,18,3,0,1,0,81.81620391117491
23,23,2,24,1,1,0,0,74.0969149574583
25,25,1,13,2,1,0,1,75.21933576929925
16,21,9,19,2,1,0,1,77.31372637372604
9,24,4,13,2,1,0,1,70.56910021076334
22,22,7,19,1,0,0,0,74.70903677608179
42,26,6,18,1,0,1,1,90.02248541631485
33,23,6,12,1,0,1,0,77.27147081837347
30,22,5,17,2,0,1,0,78.05428048834318
20,28,6,14,0,1,1,0,73.6584004167446
