participant_age,education_years,household_income,gender,internet_access,social_media_use,political_participation
18,19,6,1,1,0,65.10987523552838
17,29,5,1,1,0,65.58237284721692
8,21,4,0,1,1,63.79678856947978
28,20,6,1,1,1,73.93921001179203
11,28,3,1,1,0,63.224338965419406
20,27,5,1,0,1,70.22580770975816
17,22,8,0,1,1,68.75763568996305
34,23,9,1,1,0,72.98620205154509
20,29,2,1,1,1,71.95044690412072
40,23,2,1,1,0,74.5949723532071
23,21,4,1,1,0,66.68396478578326
20,28,5,0,0,0,65.83823464764963
26,22,4,1,1,1,75.0815117356817
5,25,5,1,1,0,57.88408669360009
25,23,2,1,0,0,67.54097158198763
23,19,7,0,0,1,73.45870594589191
27,20,6,0,1,0,68.22646558663958
18,27,8,1,1,0,66.24822175433684
35,25,5,1,0,0,72.6214481173849
27,26,5,1,1,0,69.21981615300422
33,31,8,1,1,1,79.80962820260874
8,23,8,0,1,1,63.73511140025066
27,21,2,1,1,0,69.3526095322087
18,25,5,1,1,1,72.1233649419381
28,20,9,1,0,0,68.02844644934234
22,27,8,1,0,0,68.2851667367761
24,29,7,1,1,1,75.13374885988388
26,21,7,1,1,1,73.01348659801118
32,25,7,1,1,0,73.25706458311168
13,16,4,1,1,1,68.29992231185986
23,26,4,1,0,1,73.28381877835156
24,22,6,0,1,1,72.99559368648487
28,21,6,1,1,1,75.29532379706458
8,24,1,0,1,0,59.08190544479052
18,24,8,0,1,0,64.44803270876558
21,24,4,0,1,1,70.01077666700586
19,22,10,1,0,0,64.90483278155303
46,19,4,1,1,1,82.87411312100049
17,26,6,1,0,1,71.8097664244374
22,29,6,1,1,1,74.52958653329539
2,25,6,1,0,1,61.44429037430479
25,30,3,1,0,1,74.48774456019183
41,26,6,0,0,1,80.34094202127724
3,20,9,1,1,0,57.236007022332494
-4,22,8,0,1,1,59.449714333730334
12,27,3,1,1,1,67.60978368850802
40,22,6,1,1,1,83.00711262967812
21,23,9,1,1,1,70.83806773354044
23,20,10,1,1,0,66.19434656775876
16,26,6,1,1,0,65.8459133202644
31,22,6,1,1,1,77.03451033129966
30,24,9,0,1,0,70.35422366114638
25,24,4,0,1,0,68.06904319575933
49,24,9,0,1,1,85.89394742766098
29,25,7,0,1,1,75.3213105386602
16,21,7,0,1,0,62.7016009494147
41,22,9,1,1,1,83.19544560802848
17,24,6,0,1,1,69.44072626367041
21,20,7,0,1,1,70.55298788693861
41,25,6,0,0,1,79.04675830029443
22,29,6,0,1,0,68.55289886716645
5,22,5,1,1,1,63.01605858233497
34,24,2,0,0,1,78.01462552625686
41,20,7,0,0,0,75.4950454314651
29,21,8,1,0,1,74.96394158297161
41,16,7,1,1,0,75.52473832610625
34,27,7,1,0,1,77.92301522449381
31,28,1,0,1,1,75.92699574660982
11,28,6,1,1,0,63.67718108568028
28,24,4,1,1,0,70.7189027973929
20,25,3,0,1,0,66.42651279504145
7,17,6,1,1,0,59.39625658673484
23,24,7,1,1,0,68.73054151393681
21,23,5,1,1,0,68.83571680923333
0,23,2,0,1,1,59.373841738650725
27,15,2,0,1,0,67.49953074673215
25,26,6,0,1,1,71.99006895020268
23,16,8,1,0,0,64.69935475581899
32,27,7,1,0,1,78.74430290125208
25,25,8,1,0,1,73.81789176909231
24,22,4,1,1,0,67.33558955990094
28,15,2,1,1,1,74.57866969356077
19,26,5,1,1,0,66.51294595406236
20,27,3,1,0,1,74.17806061798684
31,24,7,1,0,0,70.62671444542772
32,24,6,1,1,0,72.93813008632732
21,28,8,0,1,1,73.59848569094801
19,23,4,1,1,1,72.33601480296426
19,21,9,1,1,0,64.49173171689377
29,25,1,1,1,0,71.30072702602834
25,17,5,1,1,1,69.69288505396888
9,24,7,1,1,0,60.39508425752647
27,20,8,0,1,0,67.63988581809986
24,18,4,1,0,0,66.39602320032715
41,23,5,0,1,0,75.8784597898161
30,26,4,1,0,1,74.96272357291735
20,22,7,1,1,0,67.13350127202682
29,20,6,0,0,0,68.37244585226007
7,20,5,1,0,0,56.57605464261479
37,20,8,1,0,0,71.89120471572664
12,22,9,1,1,1,69.15511076275942
53,20,-1,0,0,0,80.96684676196442
24,26,6,1,1,0,68.96855828517738
30,22,3,1,1,1,76.75236329305035
29,26,6,0,1,0,70.49745528827852
7,23,7,0,0,0,57.508660648441335
20,26,10,1,1,0,66.41321092639718
24,28,3,1,0,0,69.99924947442132
16,17,5,0,0,0,60.98642049691929
17,30,9,1,1,1,72.59023964188879
33,20,11,1,1,0,72.0113150440374
36,21,5,0,1,0,72.73074995171527
22,23,6,1,0,1,72.89431083748977
4,23,4,0,1,0,56.83962891434877
34,24,5,1,1,0,73.70137753951853
7,25,8,1,1,0,60.69056438922437
28,24,11,1,0,1,76.03050369507959
22,27,6,1,0,1,71.91054226590828
34,25,6,0,1,1,78.93982652672732
16,23,7,1,0,0,62.93024556979557
17,24,1,0,1,0,62.919640849256304
15,23,9,1,0,1,68.8813398004373
11,28,3,1,0,0,61.33295117368069
18,26,5,1,0,1,71.83012504498981
12,23,7,0,0,0,60.10189968792677
30,20,3,0,1,0,70.74995913270021
39,22,3,1,0,1,79.85139921071675
29,24,7,1,1,1,77.93435126955512
34,26,9,0,1,0,74.57137177195271
9,25,5,0,0,1,65.15375431565626
22,28,6,0,1,1,73.74491231259817
18,21,8,1,1,0,64.7798374455168
35,25,5,1,0,0,74.50535481581609
11,29,7,1,0,1,67.24300724322157
32,24,6,1,0,1,78.14758080819675
34,21,6,0,1,0,73.19854932647469
10,29,3,1,1,1,67.54130778219644
26,25,6,0,1,0,68.6521862686122
7,29,8,1,1,0,62.49446520724826
5,24,1,1,1,0,59.40712260135685
20,25,7,1,1,0,65.60987209771385
42,25,6,1,1,0,77.85094742271087
19,30,7,1,1,1,72.92424594082398
24,21,3,1,1,0,68.59568548676506
24,27,2,0,1,1,75.14304122438624
14,20,7,1,0,0,63.02191510190329
29,24,3,1,1,0,74.0918911547408
32,22,7,1,1,1,77.4538412548077
2,25,7,1,1,1,62.62250127055478
15,28,8,1,0,1,69.65181454045421
32,19,9,1,0,0,69.67051393030113
38,23,4,1,1,1,79.75180882979932
8,35,6,0,1,1,65.72045750349204
19,20,5,1,0,0,64.47436526097418
35,23,7,1,0,1,77.5683190914739
19,25,4,0,1,0,66.09549105764984
10,30,2,1,1,1,65.18917268357161
17,24,7,1,0,1,70.05666042235406
16,19,5,0,1,0,62.208498652703554
26,25,6,1,1,1,75.20632789132917
36,24,6,1,1,1,80.19322526412579
22,31,4,0,1,1,73.65516600787466
31,29,6,1,0,1,78.0436563243279
4,26,5,1,1,1,61.21258772765907
48,21,5,0,1,1,83.90884250208546
31,18,8,1,1,1,76.0708662253058
26,22,6,1,1,1,75.97923283097727
20,17,6,0,1,1,69.21342042417201
26,25,6,1,1,1,73.44963470518778
27,28,4,1,1,1,78.33849437845933
4,24,5,0,1,0,57.22993308155025
36,16,3,1,1,1,77.96569664442818
27,16,4,1,0,1,71.25025359233615
23,24,6,1,1,1,73.18869343314825
34,20,3,1,0,1,75.62442344456377
28,28,7,0,1,1,76.26390044943365
20,19,5,1,0,1,68.07519526094721
11,27,7,1,1,1,67.58532035472173
23,24,4,1,0,0,67.05580972687555
28,24,8,1,0,0,69.63451930624197
28,21,5,0,1,1,73.91987732400479
25,15,5,0,1,0,66.8090839125458
27,25,3,0,1,0,67.43363748470937
36,27,6,0,0,1,79.6754216655803
35,27,6,1,0,0,72.68028703880712
32,24,5,1,1,1,78.14411372012917
27,24,6,1,1,1,73.83234543775806
32,18,6,0,0,1,73.81259295622489
28,26,8,1,0,1,74.76343031295214
22,20,6,0,0,0,64.68083505731673
25,24,5,1,1,0,68.30155740296595
24,26,5,1,0,1,75.5570419623979
9,26,2,1,1,0,60.26576915048492
36,25,5,1,1,1,80.20451290713739
33,25,10,1,1,1,81.90834388897427
11,27,5,0,0,1,66.95007734063523
30,20,9,1,1,0,71.2009715516097
14,27,6,1,0,1,68.34850234797868
11,25,9,1,1,1,67.9735793775788
28,23,4,0,1,0,70.10926002812323
23,24,9,0,0,0,66.32806144453173
30,31,7,0,1,1,77.0717588457583
33,22,5,0,1,0,70.17175793104364
14,21,8,1,1,1,68.75269565624474
28,25,3,0,1,1,75.55511391114536
22,28,6,1,1,0,68.74241363473868
21,16,4,1,1,1,71.31013736914585
30,26,9,0,0,0,69.63587172759478
26,25,3,1,0,1,74.89013207657474
20,28,7,0,0,1,72.62831263204451
18,26,4,0,0,0,62.56511752277943
31,17,5,1,0,1,74.37148629268937
38,28,5,0,1,1,81.94365631135237
33,25,6,1,1,1,79.43663352530507
21,22,7,1,1,0,67.49882309806976
38,25,5,0,1,1,79.21436333539457
27,22,7,1,0,0,68.90983352026639
24,21,9,0,0,1,71.48947097300722
38,26,1,1,1,0,76.92217599550038
55,23,6,1,1,1,89.48435398576575
22,25,8,1,0,0,67.2075783344971
17,26,4,1,0,0,64.19790346070087
37,28,6,1,1,0,74.45770847269819
30,24,6,1,1,1,77.11930482097016
23,16,7,1,1,1,71.47466199996342
4,27,6,0,1,1,64.13661750492918
39,25,9,0,1,0,77.1480593006902
18,27,3,0,1,1,70.65650340803951
40,28,6,1,1,0,78.27099404773246
24,25,5,0,0,1,73.74231637421533
29,22,5,1,1,1,75.6922623812235
15,32,4,0,0,0,63.61446633139371
36,22,5,1,1,1,78.62126732565291
12,27,7,1,1,0,63.44192294986281
35,14,4,1,1,0,71.24172778859963
19,25,7,1,1,0,66.98489262019335
29,27,3,0,1,0,72.31787283677497
26,21,4,1,0,0,68.45020086114774
12,17,1,1,1,1,67.58036395544221
45,16,5,0,1,0,74.78477164345327
19,25,8,1,0,1,71.13184646122588
28,23,5,0,1,1,74.67199971214727
28,24,7,1,1,1,73.90922785847259
29,25,7,1,0,1,76.79682207133517
33,28,5,1,0,1,79.11876331468784
19,16,5,1,1,1,68.53589006512877
34,27,7,1,1,0,75.22574331262376
38,25,2,1,1,0,77.55511875261635
32,21,4,1,1,1,77.90070646853927
11,21,6,1,1,0,62.15124588736899
41,25,11,0,1,0,78.49109720224239
18,23,5,0,1,1,69.6837469155875
30,19,7,0,0,0,67.47173795730643
17,22,3,1,1,0,65.07947565487206
28,20,6,0,0,1,73.33772401180165
48,31,5,1,1,1,88.28962206312706
26,23,5,1,1,0,69.14444994802419
25,21,7,1,0,0,66.44681256637097
4,23,5,1,1,0,58.76499646395811
19,29,7,1,0,0,66.8686651848617
22,23,5,0,1,0,65.18733124171916
16,16,8,0,0,0,61.10444214516296
10,24,5,0,0,0,58.23524849593456
8,16,3,1,1,1,62.085765585056095
23,22,6,1,1,1,73.38335270583039
8,30,6,0,1,0,60.66665900129166
20,22,1,0,1,1,71.92853155573319
40,23,3,0,1,1,81.46819614136537
44,21,6,0,1,1,82.64970911658546
38,26,4,1,0,0,75.55081424804845
20,32,6,1,0,1,71.60985378763192
5,27,7,1,1,0,57.593230625213934
20,25,5,1,0,0,65.22851890362915
8,12,9,0,0,1,60.52651123301141
23,27,6,1,0,1,73.4167263241983
27,21,3,1,1,0,69.64353434638913
23,28,5,1,1,1,75.35746810626065
28,30,0,1,0,0,72.15871654270893
21,19,6,1,0,0,62.00520249130284
8,21,4,1,1,0,59.21066867903744
16,21,5,1,0,0,63.474263332484426
20,23,3,1,1,0,66.05037913627727
23,24,6,1,1,0,67.16208303003908
44,17,7,1,1,0,74.90617518117644
30,25,5,1,0,0,71.2316716464594
26,15,7,1,1,0,65.72391867850293
35,25,2,1,0,1,79.563576722686
47,22,1,1,1,1,84.31384347033438
37,22,8,1,0,1,78.03282176328646
10,26,5,1,1,0,61.81811774724303
19,25,5,1,0,1,70.83821460241381
32,30,3,0,1,1,77.93800701206553
30,22,6,0,1,0,68.63116490840166
12,20,9,1,1,0,62.79019970561089
21,20,9,1,1,0,67.48879154455116
32,16,7,0,1,1,74.4423464955583
9,28,1,1,0,0,60.51385109275317
13,21,5,1,1,1,67.74964174381815
23,28,7,1,1,1,73.7102783443792
6,25,9,1,1,0,58.8078734351992
31,23,4,1,1,0,70.95496338621236
22,27,4,0,1,0,66.5390601854569
28,19,2,1,1,1,74.14586527316578
28,18,2,0,1,0,69.1706595753469
