defendant_age,trial_length_days,pretrial_detention_days,prior_convictions_count,legal_representation_hours,violent_crime,gender,minority_status,alternative_sentencing,recidivism
36,18,6,17,3,1,1,0,1,44.975024956832094
28,6,10,17,5,1,1,0,1,50.708962521321546
31,17,3,12,8,0,1,0,1,50.05581066524416
33,12,9,18,5,0,1,0,1,49.90381056008751
31,17,7,13,5,0,0,0,1,49.2666300337488
27,16,9,4,4,1,0,0,1,53.06403683875645
30,24,9,15,6,0,1,1,0,49.7649840743961
28,21,11,16,4,1,1,0,0,48.60919621718054
35,5,9,18,5,1,0,0,1,47.681698762586585
28,23,4,9,3,1,0,0,1,48.38716197023116
21,12,10,23,4,1,0,0,0,50.2927086634532
30,26,7,13,5,1,0,0,1,49.69193541797277
32,18,12,17,3,0,0,1,0,45.5229835949037
27,14,9,21,4,0,0,0,1,49.147047077262535
21,21,2,12,5,1,1,1,1,49.76671256750369
28,28,10,14,1,1,0,1,0,46.961463295024686
37,22,7,12,5,0,0,0,1,45.85066992187792
27,16,8,15,3,0,1,0,1,48.30948603684232
39,15,15,9,3,1,1,0,1,51.19283544183823
25,22,11,10,5,1,0,1,0,49.84193589304366
36,19,8,12,1,1,0,0,1,45.371417915599686
29,33,10,14,7,1,1,1,0,51.22354884699693
33,26,15,13,5,1,1,1,0,48.6979612687026
29,21,12,13,4,0,0,1,1,52.25465757257624
27,22,9,5,7,0,0,0,1,54.69263876580398
19,22,8,18,2,0,0,1,0,47.98191969536753
25,23,8,14,6,0,1,0,0,51.19068742695601
44,34,15,23,3,1,0,0,1,44.19805947491169
13,16,10,7,1,0,1,0,0,51.45436509506815
17,21,12,14,2,1,0,1,0,54.09687174810366
33,20,8,11,1,0,0,1,0,42.78432605174492
22,16,7,20,0,0,0,1,0,45.30724258658724
33,27,8,15,5,1,1,1,1,49.71586006708224
22,28,10,10,3,1,1,0,1,53.27256362792458
25,21,10,13,0,1,1,0,0,48.141718542011226
39,21,16,25,4,1,1,0,1,49.32181476683582
18,26,9,26,5,1,1,0,0,50.28984501385021
11,12,9,15,0,1,0,1,1,57.69213823561599
32,20,8,10,5,1,0,0,1,51.500328752261765
16,12,11,9,5,0,0,0,1,58.70154094139903
16,13,11,17,4,1,1,1,0,53.76641513665144
23,36,5,15,5,0,1,0,0,47.60706279163223
47,7,11,13,9,1,1,0,1,46.8247788450046
28,22,9,16,3,1,0,1,0,45.33398154165522
36,16,9,16,2,0,1,0,0,42.39694145180231
35,18,8,6,3,1,1,0,1,45.855747056684095
21,23,13,16,4,1,1,1,1,56.9895778309478
36,17,8,11,4,0,1,0,1,47.64958628415573
27,18,6,17,1,0,0,0,0,42.36082656284501
18,20,12,17,1,0,1,0,0,50.73496116185168
31,22,5,11,5,0,0,1,1,49.45811517247068
40,12,7,12,3,0,0,1,1,42.7071063891877
33,20,9,13,-1,0,1,0,0,40.36705035554189
27,16,12,15,2,0,1,1,1,50.993902475022615
30,22,10,15,5,0,0,0,0,46.62677962490097
43,16,9,13,7,0,0,1,1,46.28650910747263
37,29,8,9,6,0,1,0,0,44.17032117589728
33,23,12,21,4,0,1,0,0,44.32549382727857
12,31,9,15,3,0,1,0,0,53.45115917473001
47,15,6,15,3,0,0,1,1,38.710844806250414
37,8,8,21,4,1,0,1,1,47.899280531659805
42,29,12,15,3,1,0,0,1,45.996242540927895
29,20,7,17,4,1,1,0,0,43.992051094087984
9,14,8,7,4,0,1,1,0,57.62667613069056
32,19,9,14,5,1,1,1,1,48.40828573647943
27,13,8,-1,3,0,0,1,1,51.29159148896562
39,1,4,7,3,1,1,1,1,43.10453926854747
30,18,12,10,4,0,0,0,1,52.80660772113885
35,26,10,17,4,1,1,0,0,43.43252903870152
41,25,9,9,0,0,1,1,0,40.08876950314374
33,21,11,14,2,0,0,0,1,48.00811582069465
30,27,12,6,4,0,0,0,0,50.76045084118067
36,20,3,16,4,0,0,0,1,44.70691924842773
27,22,12,11,3,1,0,0,1,52.56125808622402
41,24,7,16,4,0,0,1,0,39.2159874151606
31,13,9,22,8,0,1,1,1,52.60492504905559
23,12,8,11,4,1,1,1,0,50.046806179401415
30,21,12,14,6,1,1,0,1,55.412120882904446
25,24,6,13,4,0,0,1,1,50.15236104435195
44,19,5,4,8,0,0,0,1,45.98978044360448
44,38,8,3,0,0,1,0,0,39.36499881903468
13,10,13,11,3,1,0,1,0,56.62642203356566
27,17,9,10,6,0,1,1,1,53.14152834143373
34,20,11,14,5,1,1,1,0,45.52460734712924
41,15,13,15,6,0,1,1,1,48.53396689419271
31,16,9,19,7,1,0,0,1,51.86439665578499
48,18,7,17,0,0,1,0,0,33.943006226681376
37,18,16,14,2,1,1,1,0,45.72594079298442
33,25,13,16,6,0,0,0,0,49.1154483556516
31,23,11,26,7,1,1,0,0,47.49878056635715
31,13,10,13,4,1,1,1,1,50.44625992579448
52,21,15,7,5,0,1,0,0,41.98603744824395
29,22,9,21,4,0,0,1,0,45.05684870255675
23,29,15,13,4,0,1,0,0,51.868124790515445
13,25,11,16,4,0,1,0,0,54.34657362271732
34,22,7,7,4,0,1,0,1,47.769763945536326
10,22,8,20,7,1,1,0,1,60.51980492162637
33,12,12,11,2,0,0,0,1,49.09261500647438
34,19,10,16,3,0,0,0,1,47.98180854636821
21,21,8,16,6,0,1,0,1,54.20089121169541
18,13,11,7,7,0,1,0,1,58.837190393326864
21,26,7,8,3,1,1,0,1,54.3795418248389
24,26,6,14,7,0,1,1,0,50.428360039676825
33,14,12,12,3,1,0,1,1,49.9215922182625
21,18,8,10,0,0,1,1,0,48.28362865477855
47,21,11,22,4,1,0,0,0,37.84319282991393
26,21,3,13,2,0,0,0,1,45.98254839640712
38,24,13,14,2,1,1,1,1,46.090367761604185
35,29,12,20,6,0,0,0,0,44.99423205936032
32,20,11,15,5,1,1,0,1,49.92948622907914
37,14,9,10,7,0,0,0,1,48.66549293925978
27,18,10,16,3,1,1,1,0,46.90711315169023
30,14,7,15,5,0,0,0,0,43.53374165964458
26,33,4,12,4,1,0,0,1,48.26502572644995
32,13,16,8,4,0,0,0,1,54.64729006034132
30,15,12,13,4,0,0,0,1,52.02615605279071
9,23,7,10,3,0,1,0,0,53.95334572514175
25,17,6,7,4,1,1,0,0,46.23831897003719
36,16,8,22,1,0,1,0,1,42.43453199459334
9,19,10,8,2,0,0,1,1,61.23013603343782
30,24,5,6,4,1,0,0,1,49.09126440069637
38,23,8,2,1,1,0,0,1,44.71945733049344
32,19,8,19,6,1,0,1,1,51.5528334675714
19,20,7,9,6,1,1,0,1,56.73370646235696
33,10,10,17,1,1,1,0,0,43.59059442447491
30,20,11,8,3,0,1,0,1,51.49858827398067
32,15,17,12,3,1,0,0,1,51.8864663556043
30,11,12,18,2,0,0,0,1,47.643964893888295
25,22,10,21,6,0,0,1,1,52.5871084065872
24,24,15,7,6,1,0,0,0,53.3783375280956
30,18,5,19,5,1,0,1,1,47.06284593846456
16,13,11,28,3,1,1,0,0,52.30086285901472
24,16,9,16,1,1,0,0,1,49.9441670162258
31,10,5,12,4,0,1,0,0,43.17642573038751
27,22,14,1,5,1,0,0,0,51.61004741882137
36,18,9,10,1,0,1,1,0,42.66667018544104
29,19,11,12,2,0,1,1,0,47.68644592935225
37,19,10,16,2,1,1,0,0,40.99381093308948
16,18,10,10,3,0,1,1,0,54.203935079687874
25,25,11,14,6,0,1,0,1,53.70673787083901
16,24,8,25,5,0,1,1,0,51.40428956243
19,23,7,9,3,1,0,1,1,54.96077684996068
44,25,7,15,8,1,0,0,1,45.33968026290925
26,14,10,10,3,1,0,1,0,49.11477134923844
44,23,7,16,4,0,0,1,1,42.29394969803036
28,22,8,12,2,0,1,0,0,43.709979236356254
22,22,7,10,5,1,1,0,1,55.27846161802198
37,21,6,19,4,1,0,0,1,44.32366270321613
33,15,9,13,1,1,1,0,1,47.43152956380026
27,17,16,15,2,1,0,0,0,51.01131918087037
23,21,11,14,5,0,0,0,1,54.111952953667945
22,19,9,13,6,0,0,1,1,55.66324986740111
54,23,10,14,2,1,1,1,0,35.208861283907204
28,18,8,8,2,1,0,1,0,46.4469932211073
26,15,12,5,2,0,1,0,1,52.2461486497897
33,11,8,7,3,1,0,0,1,47.491013351219074
25,30,9,14,2,0,0,1,0,48.208556584316376
22,17,9,11,5,1,0,0,0,50.9573569125651
23,22,11,13,5,1,1,0,0,51.12029224351623
33,17,7,4,5,0,1,0,1,49.026121665684265
24,22,11,14,1,1,1,1,0,49.461239261554894
22,21,19,21,4,0,0,1,0,54.50392690764564
36,20,13,15,1,1,0,1,0,45.79370744346551
22,21,7,18,2,0,0,0,0,48.10435459787289
45,28,14,10,2,0,0,0,0,42.01457386964783
26,17,10,21,3,1,0,0,1,50.51178428085298
31,21,11,16,3,1,1,1,0,46.16576790396118
29,18,13,30,3,0,1,1,0,46.91694610141381
38,16,7,14,3,0,0,0,1,44.87202129076663
30,19,8,12,5,0,1,0,1,50.98820791694149
20,22,8,13,4,1,1,0,0,49.11905462224126
44,20,11,14,3,1,1,1,0,42.275662304217406
33,16,11,21,0,1,1,1,0,42.12670257956832
23,20,8,15,2,1,0,1,1,50.46408050925697
29,14,13,18,3,1,1,1,0,47.715879316994055
28,26,3,17,2,0,1,0,0,42.88269181122767
30,11,15,10,8,0,1,0,0,54.22472212685455
36,13,12,15,6,1,0,0,1,50.55375016598529
33,22,16,8,1,1,1,1,0,47.64832223531248
32,29,12,15,1,0,0,1,0,44.3589198364261
36,18,4,18,2,1,0,0,1,43.404290019115855
6,16,10,6,4,0,1,0,0,56.8790156981717
34,20,10,13,6,0,0,0,1,51.40986574941642
21,15,11,11,6,1,1,0,1,56.84186538031262
35,14,10,13,2,1,1,0,1,44.60264331257161
25,12,10,2,3,1,1,1,1,53.61745226086463
22,12,8,23,4,0,1,0,1,52.921220375763234
26,13,9,19,5,0,0,1,0,47.45661144165296
24,10,8,20,3,1,0,1,0,48.16698670174014
27,22,10,15,2,1,1,1,0,46.8791561669445
27,20,10,9,2,1,0,0,1,50.92112211887329
29,20,8,12,2,0,0,1,0,45.88288996523661
18,12,8,11,6,1,1,0,1,57.74690428213487
30,22,11,18,4,0,0,0,1,51.1294771367053
33,16,15,17,5,1,0,1,0,47.83610171134915
35,18,11,3,6,0,0,1,1,54.39557769485931
27,12,9,11,3,1,0,1,1,48.89506285421239
38,21,10,13,5,0,1,0,1,47.48743207528861
25,22,7,19,1,1,1,0,1,48.97787824300151
42,23,8,16,1,0,1,0,0,36.52121789321124
28,11,12,14,5,0,1,0,0,46.64044555152837
33,7,9,24,3,1,0,0,1,46.98846588319383
36,15,12,13,5,0,0,0,1,50.18893962618297
31,9,9,8,6,1,1,0,0,47.67626258013537
23,8,9,13,2,1,1,0,0,49.29115864262476
23,8,7,24,6,1,1,1,0,48.04195676636854
44,11,15,12,2,0,1,0,1,44.7316282850649
20,31,16,14,1,1,0,1,0,51.7745125978245
33,30,5,19,2,1,1,0,1,44.799864935040986
35,15,13,6,3,0,0,1,1,52.24849460842056
29,19,10,14,4,0,0,0,1,50.52823449736885
46,20,13,17,2,0,0,1,0,40.83325005212769
30,14,9,7,1,0,0,0,1,48.55249545592105
22,15,14,26,6,0,1,0,0,49.54775571820553
38,12,8,16,6,1,0,1,1,47.74042876315398
45,12,6,11,5,1,1,0,1,43.134274520844734
26,10,11,3,3,1,1,0,1,52.820096424623245
22,19,12,11,3,0,0,0,0,51.62391870401937
24,22,9,15,2,1,1,1,1,51.19615906888107
29,16,10,9,2,0,0,0,0,46.43923100143565
44,12,9,23,4,0,0,0,1,41.74624978719719
24,13,11,12,4,1,1,0,1,54.544297875439526
27,28,9,10,2,1,1,1,0,47.81631033641003
39,16,8,10,2,1,1,0,1,43.61589185493441
32,20,15,10,3,1,0,1,1,50.552463933764
42,25,11,19,6,0,1,0,0,42.89988279177383
36,28,12,8,3,1,0,1,1,49.65435812978623
23,28,10,7,4,1,1,1,1,54.14236521411166
24,21,9,17,1,1,1,1,1,49.88406410790483
25,18,6,19,1,0,0,1,1,47.67218145698154
34,19,13,12,0,0,1,1,0,44.64079323825074
33,18,10,13,5,1,1,0,0,47.36559669060402
32,18,13,16,3,0,1,0,0,46.242711849118095
39,22,8,16,2,0,0,0,1,43.582857961272246
31,27,16,15,3,1,1,1,0,50.00701568072811
21,21,11,12,4,1,0,1,1,56.409217361609926
28,17,11,20,2,1,1,1,0,46.3078232029156
34,22,12,12,3,0,0,0,0,45.05990257027055
17,26,14,11,3,0,1,1,0,55.49358141327572
41,23,12,10,3,1,0,0,1,47.24707927195716
20,17,10,20,3,0,0,0,0,51.43808743915568
28,36,9,16,5,0,0,1,1,52.65988577800418
34,22,9,7,2,1,1,0,1,47.94612927796759
28,14,8,19,5,1,1,0,0,47.20641345526639
27,19,9,22,4,0,1,0,0,44.79204533832456
34,28,17,13,3,1,0,1,0,48.44942186880665
33,22,8,11,4,0,0,1,0,45.09775271883059
28,25,7,6,0,0,1,0,1,47.76676008068881
30,12,10,25,5,0,0,1,1,50.55869153166982
21,17,12,16,2,1,1,1,0,50.811232793477096
46,19,6,14,4,1,1,0,1,41.87909691747731
38,18,8,15,5,1,0,0,1,46.390462110072335
27,15,7,20,1,1,0,0,1,47.516653762925294
41,25,11,18,3,1,1,1,0,41.606728563785055
45,20,11,16,2,0,1,1,0,41.22805885280186
33,20,6,19,4,0,1,0,0,43.43138475985913
20,12,10,9,4,0,1,0,0,51.59114342108849
38,18,10,5,5,0,0,0,1,48.057457532767856
28,22,12,21,2,0,0,0,0,45.306759964338966
12,11,9,8,6,0,0,0,1,59.59473313240382
25,19,13,10,4,1,1,1,0,52.53064655170296
32,20,6,14,3,1,0,0,1,44.772813666678594
34,27,10,16,3,1,1,0,0,43.90005873613014
42,23,8,14,6,0,1,1,0,40.1708176696522
47,16,11,15,3,1,0,1,0,40.88746431852711
39,16,13,7,4,0,0,1,0,46.59308889924839
19,20,10,13,5,1,0,1,0,52.49312995709436
40,10,6,7,3,0,1,0,1,42.11396052655773
19,11,7,18,3,1,1,1,0,47.00723443855241
26,13,9,2,4,1,1,1,1,53.12025513936974
30,30,6,23,5,0,0,1,0,45.90780612063994
21,21,6,9,5,0,1,1,0,50.82567728991921
25,15,7,15,3,0,1,0,0,43.97801613634376
18,20,9,17,2,0,0,1,0,49.90866353587517
28,18,12,6,4,1,1,1,0,49.2318079229818
30,22,11,9,5,1,1,1,0,47.901331525118216
26,24,13,4,3,0,0,1,0,52.801055517845846
20,6,11,11,6,1,1,1,0,55.619400462729615
29,25,7,12,4,1,1,1,0,47.25791531445646
20,24,14,16,5,0,1,0,0,52.13690628716156
28,18,6,10,3,0,1,0,0,44.97414253070617
55,14,7,13,1,0,1,1,0,31.72723703099987
27,22,3,19,4,1,0,0,1,47.34393346849078
36,28,9,20,2,0,1,0,0,41.94773033838785
35,31,10,1,2,1,0,1,0,46.36283479474591
26,10,9,18,6,0,1,1,0,49.50320087188345
25,12,11,9,5,1,1,1,1,56.18324498792952
32,20,11,10,5,0,0,0,0,46.43196463053197
23,20,10,9,4,0,0,1,0,48.77515847136871
33,20,11,14,4,1,0,0,0,47.13210509734868
25,24,11,3,3,1,0,0,0,50.83173843841132
20,21,9,19,7,1,0,1,0,52.32114665153394
32,8,3,17,5,0,1,1,0,42.94230767648217
34,20,11,19,2,0,0,1,0,44.77463568902628
29,17,11,23,4,1,0,0,1,50.2041666268525
23,21,11,18,4,1,0,1,0,51.342182620369634
17,10,10,14,9,1,1,0,1,62.16062927319537
18,13,6,9,7,0,0,0,0,53.44734019959203
7,22,10,14,6,0,0,1,0,58.79874814242269
17,14,6,20,6,0,1,1,1,55.16651324759556
39,15,6,23,3,1,1,0,1,41.44635430800064
25,21,12,19,3,1,0,1,1,51.55410991564644
29,20,8,18,4,0,0,0,0,44.35591759489127
35,19,10,9,4,1,0,0,1,49.17157957364606
26,25,6,10,3,1,1,1,0,46.27373141791813
41,13,16,6,5,1,0,1,1,49.80785204757088
33,13,7,8,6,0,0,0,0,45.448825451694326
22,16,10,10,3,1,0,1,1,53.91847195401755
15,8,9,10,6,0,1,1,1,59.07234517862515
17,20,6,16,6,1,1,1,0,51.39181010343543
15,13,10,14,1,1,0,1,0,52.32539352459501
27,11,4,8,5,1,0,0,1,49.98465857971024
35,23,11,8,2,0,1,0,1,47.65883556185776
33,28,11,16,4,1,0,0,1,50.48864954019671
28,21,6,19,5,1,0,1,1,51.00789218606553
16,19,11,12,5,0,0,1,1,58.62170520382092
25,27,12,13,6,1,0,1,0,50.7139036694854
33,30,8,11,5,0,1,0,0,43.15857521639048
16,16,13,19,6,1,0,0,0,55.69692431906572
13,16,3,20,3,1,1,0,1,53.07821378749279
23,19,11,14,2,0,1,0,1,51.16832660415047
38,16,12,20,3,1,0,0,0,42.37173888544056
41,20,9,11,4,0,0,1,1,45.05837461467026
28,23,5,16,6,1,1,0,0,46.12327702604109
31,18,9,18,4,1,0,0,1,49.10819397945675
28,23,10,10,2,1,0,0,0,47.08172229473625
39,24,8,17,5,1,0,0,1,45.17566566701072
26,25,14,8,1,0,1,0,0,48.171825046784
41,15,14,9,1,0,0,0,1,46.09777207601549
40,17,10,14,2,1,1,1,1,43.51415855521864
36,18,10,8,2,1,0,0,1,47.05688977095038
34,34,13,17,3,1,0,1,0,45.36076646574304
27,13,9,14,3,0,0,0,0,45.57418900410706
24,20,6,17,6,0,1,1,0,47.18702743500412
26,19,10,23,3,1,0,1,1,51.21964627320406
24,21,8,15,4,1,0,0,1,50.887480783282335
33,12,10,18,5,0,0,1,0,45.39310407324793
30,1,9,30,4,1,0,1,1,48.20786141526126
24,15,8,12,3,1,0,1,1,52.81402874744023
27,17,4,19,5,1,1,1,1,48.87332452832147
22,24,7,11,4,0,1,0,0,48.01515511112768
30,16,4,4,1,0,0,1,1,45.53743444161938
21,28,12,12,6,1,1,1,0,54.86331480944702
38,19,14,13,6,1,1,1,1,49.808736219922
9,21,10,7,6,0,0,1,0,58.55398777451767
25,22,8,18,2,0,0,0,1,48.786893194853775
20,22,6,8,4,0,0,0,1,54.40559586173293
38,26,12,11,4,0,0,0,0,43.7704635148294
19,16,8,9,3,1,0,0,0,51.49317745757384
40,23,10,12,5,1,1,0,1,48.97534155931025
14,27,13,12,3,0,0,0,0,54.81015271202045
26,12,11,10,2,1,0,0,1,52.07458113718133
26,18,12,10,5,1,0,0,1,54.51885979369703
39,17,6,24,4,0,0,1,0,39.83376478142576
22,15,7,15,3,1,1,1,0,48.84411429673897
37,16,7,21,1,1,1,0,1,44.24907983052285
34,11,7,9,7,1,0,0,1,49.68778494453983
28,21,10,18,3,1,0,0,1,49.84022920721741
33,17,5,10,1,1,0,1,1,45.19605382529103
32,23,9,14,1,0,1,0,0,43.74966820059791
26,22,13,16,0,1,1,1,0,48.16760929797162
38,14,13,18,5,0,0,1,0,45.02660447985411
23,27,8,14,4,1,0,0,1,52.92290039170173
33,22,4,15,6,1,0,0,1,46.2651168406816
25,9,6,15,0,1,1,0,0,44.91255202121165
19,27,19,6,1,1,1,0,0,54.67012184577901
14,11,13,17,6,0,1,0,1,59.676136502155394
28,17,9,10,1,1,1,0,1,48.71699509077225
28,22,14,22,4,0,1,0,0,48.81771268719497
28,22,10,18,2,0,0,1,0,46.58865478722075
25,7,8,12,4,1,0,1,1,51.908028492111306
35,20,11,15,3,1,0,0,0,43.3504152790139
15,20,9,13,5,1,0,1,0,53.17903666467095
21,23,10,12,2,1,1,1,1,53.956396746097006
23,14,8,20,6,0,1,0,1,51.95704954023722
33,19,14,2,5,0,1,1,0,50.17359111532559
16,16,12,8,4,1,1,0,1,58.25236318212617
30,21,8,9,5,0,0,0,1,51.096353404831525
33,12,14,20,1,1,0,1,1,47.04852515103681
25,17,9,12,4,1,0,0,1,53.26485449532834
28,19,7,19,1,0,0,0,0,42.88599690531705
22,30,8,9,7,1,1,1,0,51.52746031590341
23,8,6,9,4,0,0,1,1,52.25508546316835
26,17,12,21,3,1,1,0,0,48.90486634932981
28,15,9,11,3,0,1,0,0,47.21724081810049
25,15,6,17,4,0,0,1,0,47.04592526360681
23,5,9,17,5,1,1,0,1,52.07989466566241
22,16,7,16,5,0,1,1,0,51.121454727414616
32,16,12,9,4,0,0,0,1,51.76114778730121
24,17,12,20,3,0,0,1,0,47.97817363665995
22,22,16,11,2,0,0,0,0,51.42752299923051
28,30,13,10,6,0,1,0,0,51.92202525959693
25,18,9,18,7,1,0,0,0,49.73606243069792
22,14,9,19,5,1,1,1,0,50.59343252296717
28,26,9,19,6,1,0,1,0,47.62642772874296
26,19,11,7,4,1,1,1,1,53.65967500982663
30,25,12,17,2,1,0,0,1,50.50841555728174
28,12,11,19,1,0,1,1,0,45.79757542970346
31,11,13,16,5,0,0,0,1,51.307936116328506
16,27,8,14,1,0,1,0,0,48.729722602854736
29,25,15,12,6,0,0,1,0,52.23268696596077
32,19,3,14,4,0,1,1,0,42.66607488851238
40,23,9,16,4,0,0,1,0,41.84519721492437
36,22,8,16,3,0,0,1,0,42.56460189997026
34,16,11,11,7,1,0,1,0,48.44690003403946
27,13,9,17,4,1,1,1,0,48.26552785496936
37,19,13,9,0,1,1,1,1,47.53942775687874
34,13,13,10,4,0,1,1,0,47.93352667324795
20,19,8,4,6,0,0,0,1,55.68645568499937
21,12,17,16,2,0,0,0,0,51.83689909581487
43,21,6,15,5,1,1,1,1,44.63279688750784
32,16,12,18,4,0,1,0,0,47.20626329514245
25,22,5,13,4,1,0,1,0,46.69824031510813
40,21,8,19,5,1,1,0,1,46.00437943960462
48,12,6,5,1,1,0,1,1,40.12537745663137
34,30,9,9,4,1,0,0,1,47.96565521548524
27,7,12,1,1,1,0,1,0,48.33779730244213
36,24,8,14,6,1,1,0,1,46.25079409761302
29,24,10,9,5,1,0,0,1,51.14684437853438
27,30,6,12,1,1,0,0,1,47.84119636758841
28,17,8,14,2,0,0,0,0,44.796871670772674
33,19,10,11,6,1,0,0,1,49.27377782464368
34,28,8,16,3,0,1,0,0,43.70416306754451
41,19,10,13,3,1,0,0,0,41.46605440385959
24,11,12,16,3,0,0,1,1,54.10108362326392
25,22,12,9,3,0,0,0,0,51.18014752958878
25,20,8,5,4,0,0,1,1,52.94710672704918
48,15,13,16,3,1,0,1,0,38.28438981779079
33,27,8,24,6,1,0,0,1,48.01255707799758
30,27,9,9,8,1,1,0,0,48.921569955434286
34,31,8,12,6,1,0,0,1,48.78425409779637
26,19,4,23,3,1,0,1,0,43.0811633092648
32,28,11,15,7,1,1,1,0,49.443873649110856
34,25,7,14,4,0,0,0,1,45.449776071436055
11,32,6,13,3,1,0,1,0,52.95951148059228
35,28,10,23,1,0,0,0,1,44.83565063276684
16,18,3,14,1,1,0,0,0,46.00074944326094
23,14,10,16,2,1,1,1,1,53.57940933197148
33,16,10,20,2,0,0,0,1,48.16211828254355
18,27,9,10,5,1,0,1,0,54.38605097718565
17,15,10,21,4,0,1,1,0,50.78876278188996
23,32,16,9,2,1,0,1,1,55.64927325606703
23,19,6,18,5,0,0,1,1,52.768236893152405
32,19,12,17,3,0,1,0,1,48.75547183760045
21,27,9,14,6,1,1,0,1,55.75343366165553
33,30,10,15,3,1,1,1,1,50.354744311069226
31,17,8,12,4,1,1,1,1,50.420178442633095
35,17,10,5,3,0,1,1,1,47.06031065408673
35,20,10,24,2,1,1,0,0,42.38473622613356
23,16,10,7,2,0,0,0,1,51.49939271514315
40,14,11,7,2,0,0,0,1,47.43251698223956
22,19,8,19,2,1,1,1,1,51.68944328353378
11,19,9,15,6,0,0,1,0,57.04682398325375
24,26,6,17,2,0,0,0,0,45.15135147416672
34,10,6,9,4,0,0,0,1,47.45278036692677
41,21,9,9,6,0,0,1,0,42.34926750607004
26,26,9,12,3,1,1,1,0,48.31233399749911
21,25,12,21,0,0,0,0,0,50.26533782370045
41,14,6,10,0,0,0,1,1,41.63452659376666
26,5,10,4,5,0,1,0,1,53.29619121368485
31,22,8,13,3,0,0,1,1,47.21161234325022
31,30,11,15,3,0,0,1,0,45.90763914526124
45,26,13,16,5,0,0,0,0,40.25796129264265
34,7,14,12,5,0,0,0,1,51.83889227452418
37,23,12,8,1,0,1,1,0,43.38981119734824
26,30,10,8,0,0,1,0,0,44.649552284722056
26,24,16,17,2,1,1,1,0,51.86973856710832
