years_experience,job_satisfaction,gender,postgraduate_degree,job_performance_score,training_program,monthly_income
13,5,1,1,4.749487135756356,0,3.96654876965024
6,7,0,1,6.029643089953292,0,8.003973845913047
9,6,1,1,6.581118171892265,0,6.826235576823471
12,6,0,1,7.939696989095217,1,10.794888753607893
13,4,1,1,5.623625120383982,0,5.153533003031014
7,8,0,1,6.619675197628508,0,7.082893027279836
8,5,1,1,5.379698822054807,0,6.03048634700773
4,5,1,0,5.226371128716093,0,6.338890437250241
10,6,1,0,5.027176363648302,0,4.456962587044194
6,4,0,1,3.826924806971117,0,4.363287719328022
8,4,0,0,8.488168417443788,1,12.548106740083584
5,4,0,1,6.901119810654175,0,8.597393007379296
10,3,0,0,5.542319722485664,0,4.857014051926496
7,4,1,1,6.652753850975708,0,6.653888405927439
0,7,1,0,3.861323216081016,0,5.300374240160056
4,7,0,1,8.852419842946928,1,12.46390139963498
10,7,1,0,8.385528606114775,1,11.54426641841146
3,5,1,0,7.400054412580042,1,11.66489199361368
6,7,1,1,3.616219854333095,0,4.148347151420474
8,6,0,1,5.751428332478483,0,6.906657512802748
8,3,0,1,8.086210127010522,1,11.87964012049312
4,8,0,0,6.528455862553373,0,8.720725993423567
8,3,1,0,8.938372267696812,1,12.000289897858496
7,6,0,0,7.436436295519292,1,10.257718517768426
4,5,0,1,5.391701404468638,0,7.054115437262041
13,5,1,0,7.030338527243641,1,9.850218851056626
2,6,0,0,4.019664413699503,0,4.870190170024983
6,6,0,1,7.548470052585587,1,10.658792476932268
8,5,1,1,10.46554473201058,1,12.731111673666714
5,9,1,1,9.152968322241993,1,12.163692038596734
9,5,1,0,6.322775641448464,0,7.2233149072810034
12,4,1,1,8.680353963731338,1,10.837921098499898
11,6,0,1,7.02991735033625,1,9.747534138154268
10,4,0,0,1.2161491453574271,0,-1.182285891496959
12,4,0,0,6.3362902548268325,0,6.206537116368259
5,7,1,0,5.694493755623921,0,6.521256563764489
10,4,0,0,9.061655980180056,1,12.05808371259709
7,2,1,0,5.880707132124416,0,7.359310944615106
7,6,0,0,6.611436568587683,0,7.6160264588612465
6,6,0,1,1.7841883027187562,0,1.2058200631995488
10,7,0,1,5.12181448668116,0,5.131718977830413
7,6,0,1,8.032705417487064,1,12.493514152163838
7,6,1,1,5.65134871104796,0,6.283511005855842
5,3,0,1,6.168550285615279,0,7.048723735616955
5,5,1,0,8.888970614820552,1,12.48129453833091
5,6,0,1,7.785214982362376,1,11.57448586891705
8,6,0,0,5.891175795197308,0,7.602638318220139
6,6,1,0,5.881868945934189,0,6.752975376313156
7,8,0,0,7.795183180942822,1,10.766515159185872
8,7,1,1,4.659582624031865,0,4.669296564659662
12,6,0,1,5.557530939142165,0,5.732361596310866
5,5,1,1,4.922770739260835,0,4.323538136129336
6,4,0,0,7.486555039036739,1,11.817766559950508
6,5,0,1,7.188604166588482,1,11.446337833062472
8,7,0,1,5.588777368166373,0,5.61447748288222
5,3,0,0,3.8941744103161535,0,3.745818023916242
14,4,1,1,5.510567881243206,0,5.311363794735526
7,7,1,1,6.524326167322252,0,7.612517187155184
9,6,0,1,5.949366565691765,0,6.65450533637713
13,7,0,0,6.220742526055593,0,6.391227738235429
11,6,0,0,10.458546727289008,1,12.706979690321877
1,4,0,0,10.67088567741444,1,14.380210441003223
10,8,1,0,7.183309466021995,1,9.897062061867242
9,6,1,0,4.474723238577221,0,4.316640221869924
11,9,0,0,7.408500970567414,1,11.227243473782622
8,5,0,0,6.392830295836903,0,7.028104418291306
3,6,0,0,4.745166744243569,0,4.653196674961373
11,5,0,0,5.276068994139719,0,5.714746513508305
11,3,0,0,4.1521263044292525,0,3.489177964079984
3,7,1,0,10.473012404286164,1,13.636876988486035
7,7,0,0,5.364779947386863,0,5.694821031962759
7,6,0,0,5.5303663097034494,0,6.903289392326296
3,8,0,0,6.4092897349285,0,8.500595761480477
11,3,1,0,5.239866922874729,0,6.143598726160548
7,4,0,1,9.507386649439235,1,12.90620269455
11,7,0,0,8.374031852405622,1,10.47216837455894
12,8,0,0,9.027254668765256,1,12.104430178251285
8,5,0,0,3.620861554088132,0,2.654424366605238
10,5,0,0,8.324641196066617,1,11.764695394601445
9,5,0,0,6.767999517523365,0,7.875427837737016
4,4,0,0,9.692814919636922,1,13.142591619886328
5,6,1,0,8.24565541500334,1,11.49409962772484
-1,5,0,1,9.483868932489026,1,14.216194210195331
10,4,1,0,7.08983557902321,1,11.367907918830396
6,6,0,1,5.02096814308454,0,6.378777043215062
3,4,0,0,6.520268284645766,0,8.440641697898215
7,7,1,1,8.032156355952136,1,11.527639400972534
10,6,0,0,5.446725335678357,0,5.73392835551586
9,5,0,0,2.4325789047032744,0,1.3448179203045891
13,5,1,0,5.506439023036306,0,5.133160978686727
3,5,0,0,4.160880462201688,0,4.183619463400925
6,4,0,1,9.741068012960262,1,13.251801576820975
11,8,1,0,4.35026293001995,0,3.347577449482732
11,6,1,0,6.566095852227332,0,7.1755430299177165
7,7,1,1,1.1635975285272666,0,-0.4829722724473099
13,5,1,1,3.4436166449881758,0,2.68049939319982
1,6,1,1,5.001434730198167,0,5.762227252376354
6,5,0,1,8.235557626767894,1,11.352752927649664
2,4,1,1,6.982531239172434,0,8.998009414929031
12,6,0,1,6.174336463015912,0,5.795049155170659
3,6,1,1,8.032402768953574,1,12.721604825526056
9,4,0,0,2.9700311670249717,0,1.7526313656928014
9,5,1,1,8.311963387229385,1,10.919254604099615
6,4,0,0,6.641357768843372,0,8.841643898097516
6,5,1,1,5.728799946773046,0,7.085605847025731
6,6,0,1,4.156923622186156,0,4.448251823632217
4,6,1,0,9.17617884048386,1,13.083788076014692
12,4,0,1,3.933876423837254,0,2.1569706717687707
4,4,1,1,9.703857174612548,1,12.751102891209756
0,3,1,0,8.63336490333913,1,14.569581694283828
10,6,0,1,7.844583789590521,1,10.819092084008163
3,7,0,1,6.723261452731739,0,8.722040884332321
12,5,1,0,5.7668646057653135,0,5.504244001363878
4,8,1,0,6.176140759398061,0,7.929556075198555
12,6,1,1,6.935009009019463,0,7.349844990018781
7,4,0,0,8.141188960860426,1,11.573095047478128
7,6,0,0,7.337610050940421,1,10.749816090372263
10,6,1,0,8.563215355359159,1,11.615014441847467
4,4,0,0,4.415778731664265,0,5.21937924281902
0,3,1,0,6.746773432315564,0,8.216151460288021
6,5,1,1,5.874516142055222,0,6.64553213353877
9,8,0,0,8.660526883857829,1,11.903605733728426
7,6,0,0,7.00923941385144,1,12.011379494308695
11,3,1,0,6.56529938092299,0,7.613869971711346
5,5,1,1,4.94771137564323,0,5.364090127709113
12,3,0,0,6.979619945859023,0,7.801496730827108
5,7,1,0,5.387780180644658,0,6.371396699912876
5,6,0,1,5.727068171928563,0,7.183067335534584
8,5,1,1,5.661353911295795,0,6.3084230677676665
4,5,0,0,7.037920398314951,1,10.59322969342415
6,3,1,0,5.9183593436894935,0,7.52898758799373
3,4,1,0,5.50720269465698,0,6.457468793809851
11,7,0,1,5.831030734686533,0,6.772537451894757
6,6,1,0,9.78133104449656,1,13.344662494832097
9,4,0,0,11.594620081088513,1,14.441177205409346
11,6,1,0,6.892149691011089,0,7.402777827914761
6,4,0,1,3.398508938342494,0,2.589919076614569
16,7,0,0,9.39485044581408,1,11.456043007423352
6,4,1,0,6.882139276710948,0,8.22148676910953
6,8,0,1,8.929748045762237,1,11.94374533019267
11,4,0,1,10.424295396301387,1,13.090576356370642
7,9,1,0,7.52857776369258,1,10.50474404449
0,6,0,0,7.138065360334997,1,12.37348403489238
4,4,0,0,8.916641171954488,1,13.236201077218803
11,5,0,1,9.253653032377548,1,11.617752808288248
6,5,1,0,8.460605427532704,1,11.87330548141105
7,5,0,1,5.088199258840078,0,4.938768149836935
11,6,0,1,6.348166192090322,0,6.791066635887502
7,6,0,0,7.968722644298538,1,11.743152713142049
8,4,1,0,3.765671814627095,0,4.251416125262352
10,2,0,0,7.233421492899624,1,10.24875360465936
6,8,0,1,10.632668592655651,1,14.30666165086315
12,7,1,0,6.685984889368756,0,6.884538256388595
5,7,0,0,4.849651189821041,0,5.095727168937649
10,4,1,1,3.823532871536573,0,2.6504990423255084
7,5,1,1,7.057588352854257,1,11.536715960642145
7,5,1,0,7.3315391431110974,1,11.202747332985355
6,5,1,1,8.766963554479508,1,11.854330885209816
16,1,0,1,5.064371345720458,0,4.005421666082104
2,5,1,0,2.6801139556465685,0,3.005818543788448
13,4,0,1,3.4448101896457826,0,1.8581582834837351
9,4,0,0,5.560259652045476,0,6.34593833682895
9,7,0,1,8.18439909894314,1,11.307676901747094
7,3,0,0,6.029279626866429,0,6.746292539603713
6,6,0,0,8.43286606587394,1,12.095865231586828
11,4,0,1,6.282707480939052,0,6.285152468225191
3,5,1,0,4.99724844199246,0,6.151143670947887
11,5,0,0,11.010734596925474,1,13.287646557522894
12,4,0,1,8.232207639023262,1,10.392724257712157
6,4,1,1,7.090358120528185,1,11.477998297408035
9,6,1,0,11.26294514511642,1,13.265020963013209
11,7,1,1,2.263075158136066,0,0.5264193806616666
6,6,1,0,6.154072820257406,0,7.445150878913038
9,8,1,1,8.794957589540664,1,12.31546695946503
7,5,0,1,6.523964984648888,0,8.290620714880552
5,4,0,0,4.2997053367218605,0,4.515472567359756
10,8,0,1,7.30354609274599,1,10.776167299447014
2,4,1,1,6.211871455451908,0,7.414140424493938
4,6,0,1,7.370043879296255,1,10.697758243090476
12,3,0,0,8.789018564316414,1,11.013946414663604
5,5,0,0,2.810528456231535,0,1.929930726600092
7,6,0,1,3.3316109536099257,0,2.908229751462599
13,6,1,1,7.691669410821964,1,9.6684966355848
13,4,0,0,6.402739206745763,0,7.55222353202351
9,7,0,0,7.406803574906838,1,10.579532444740062
12,6,0,0,5.091762226097309,0,4.860444140772283
6,7,1,0,8.5117838384548,1,12.197034315370374
11,6,0,0,4.955624889970581,0,5.277781557324379
11,2,0,0,8.608786410369802,1,11.2057997709175
11,6,0,1,7.581082641781381,1,11.065246363555415
11,4,0,0,7.39342372622076,1,9.929299593241376
6,3,1,0,6.915075437589494,0,8.222592443799007
8,7,0,0,6.849708429328488,0,8.469396033636158
12,7,0,1,8.655219144852051,1,10.753835752059372
12,6,1,0,6.048607150025467,0,5.851760132316129
10,4,0,0,5.90433089324728,0,6.231785563266048
4,9,0,0,7.516676431742306,1,12.559880558840485
11,5,1,0,6.399967799134883,0,6.9470321805747215
9,7,0,1,10.70619280460764,1,12.84775531839651
5,5,0,0,10.772641135831666,1,14.603302170032071
5,5,0,0,5.515494743593598,0,7.679963456551424
4,4,0,1,6.702195493809378,0,8.336706170609775
5,6,0,0,7.156959059292169,1,11.827550321617409
8,5,1,1,8.053269070330117,1,12.016946712747025
12,8,0,1,8.22731959760434,1,10.762214407248454
9,5,1,1,6.56975578044586,0,8.36461016524484
7,5,0,0,5.980533122089991,0,7.04976473341276
5,4,0,1,9.462001955808054,1,13.574704128231993
5,5,1,0,7.81531496990413,1,10.659912854316024
10,3,0,1,7.528413313336338,1,10.325819098019794
6,7,1,0,9.903937299553917,1,13.50417320023888
9,4,0,0,10.943061954475288,1,13.699453569972354
3,8,1,0,5.997592404869833,0,7.941834255300439
8,6,0,0,6.140419583659626,0,6.818278022549914
8,7,0,1,2.86048698957951,0,2.223829218418943
4,7,0,1,10.069668677936711,1,14.001140037041267
10,4,1,1,8.484456373845891,1,12.242345803636484
5,5,1,0,5.465001003623788,0,6.456849333996166
4,6,1,0,5.039955614234824,0,6.074868831808228
11,4,0,1,6.891851527212231,0,6.975888288471613
8,5,1,1,7.3945156141597295,1,10.166848419356592
8,4,0,0,6.201147484053806,0,7.569660478542373
10,2,0,0,6.353077019239923,0,7.526834659637417
5,3,0,1,5.421648427941658,0,6.335020290939733
6,3,0,0,9.21018704083737,1,12.78147385374784
14,6,1,1,5.998644961776854,0,5.512091122442122
0,6,1,0,7.667521887393278,1,12.781562995007672
11,8,0,1,5.191451629343746,0,5.495067760649221
10,6,0,1,7.502992404797687,1,11.087660940808904
9,6,1,0,7.073383490981807,1,10.537875500117382
5,5,1,0,10.53543318312093,1,13.278646244878075
6,9,1,1,9.677887107292644,1,12.9085275653179
12,5,1,0,7.348977071576906,1,10.109018479936118
5,5,0,0,6.424251986414514,0,8.228459382961573
7,4,0,1,7.477764727393765,1,10.65361430928253
4,5,1,0,7.67110496285325,1,11.634187701131136
2,5,0,1,5.717380161088385,0,7.984010855860769
9,6,0,0,10.02106187096401,1,12.949576927260251
8,6,0,0,3.626007818287362,0,3.0067528978571025
6,3,0,0,3.713952834390123,0,3.853485729891424
1,6,0,0,10.805349280696118,1,15.026009815641473
8,6,1,1,2.8551062899497035,0,3.2286775577820466
-1,5,0,1,7.993729765884895,1,12.225650653285468
13,3,0,1,1.4147787310914337,0,-0.0472236316467585
7,4,0,0,10.41370454361715,1,13.944083060239576
7,6,1,0,7.739529118238715,1,10.822658695204288
0,3,1,1,8.759825030995152,1,13.308501598760026
5,5,0,0,7.835879105743497,1,12.140875427593397
3,3,1,0,9.783706211648944,1,14.063940664300178
7,3,1,1,9.088354281834745,1,12.888163923898142
2,6,0,0,6.716996088459843,0,9.353244052537256
6,6,1,1,9.60507034537419,1,12.915017628337818
6,4,1,0,7.007549721132227,1,10.796348188638666
6,7,1,0,7.602239127463073,1,11.210056425657136
11,6,1,0,6.220289090346409,0,6.846788030058448
13,9,1,1,9.290460852223305,1,10.704940732009916
7,4,0,0,12.206472695518022,1,13.97549992038055
9,6,0,0,10.901097241419652,1,12.80237838869009
9,4,1,0,7.445540661944674,1,11.13412908079278
10,6,1,0,5.618634534114808,0,5.637650913430016
12,6,0,1,9.571567823237777,1,12.571747471461748
9,6,1,1,6.697312925165056,0,7.451688485009688
11,6,0,0,8.972359378842064,1,12.034306635067171
6,9,0,0,5.926224835926751,0,7.277244088674418
14,3,0,1,7.050416970531473,1,9.89814742095779
17,5,1,0,8.37410349051252,1,9.745957769013216
8,3,1,1,5.281615127594782,0,6.04833405596697
7,4,0,0,7.789866415554885,1,10.907774189225645
10,6,1,0,5.336858320240925,0,5.346898243796328
10,6,0,1,6.417134125463134,0,7.425608290511838
10,5,1,0,8.63042189522455,1,12.705763208966568
10,7,1,1,6.510486842338119,0,7.255965131496911
13,6,0,1,11.42953888328024,1,13.260368293565152
9,4,0,0,9.046846629127234,1,13.133221118163933
8,5,1,1,11.590001597185822,1,14.221233785735864
0,4,1,1,10.536319577011827,1,13.94873233938191
6,7,0,0,6.99436480813111,0,8.511234103826286
7,5,1,1,6.271901303137184,0,7.650899936542608
13,7,1,0,7.448356460877519,1,9.597254785248314
8,8,1,0,5.432115870124701,0,6.00941826145734
10,5,0,1,7.402371467203381,1,10.437908409537233
-1,6,0,1,5.523370465801027,0,6.996331629425288
1,5,1,1,4.856611339191446,0,6.610675921753902
7,4,0,1,10.327952591961123,1,12.76721538220078
7,6,0,0,9.220494258054416,1,12.76376402046327
3,8,0,1,3.9413844955928186,0,3.352685897226996
9,6,0,1,8.640659464003448,1,11.40787975625204
6,7,0,0,8.395106808548269,1,12.325692228848371
6,5,1,0,8.439086399773231,1,12.287895005038312
8,7,0,0,9.135155924145762,1,12.233923987642754
8,8,0,0,8.107143058478258,1,11.470512893380924
12,6,0,1,6.904829406465022,0,7.463668917618674
8,10,0,1,8.70851853847335,1,11.591197885683956
8,7,1,0,10.092507735068075,1,12.561969417265257
9,5,0,0,4.186817519898787,0,3.7037227838518847
3,6,1,0,4.680492097502874,0,6.721863193785853
11,8,0,0,4.667007149209219,0,4.025730914685653
10,6,0,0,7.052440582894692,1,10.584518101017318
6,9,1,0,7.741084145342819,1,12.302756448344237
8,4,1,1,8.443166871207298,1,11.71660434071885
6,7,0,0,2.3213862628087307,0,1.545456314832449
4,3,0,0,6.799521469573961,0,9.05293476727743
7,8,1,0,7.629114301580712,1,11.437491670389312
8,7,0,0,5.645523060834638,0,6.117904499702154
10,6,0,0,4.530545760161701,0,4.4833595257067165
6,6,1,1,4.687452198163456,0,5.190857118548313
3,3,1,1,5.629010146983087,0,6.765544364355603
10,7,0,1,7.6599842819266035,1,10.495549843803536
1,4,0,1,6.26647076111554,0,8.783210500414297
13,4,1,0,8.070879344627764,1,10.91515541747831
5,2,0,1,5.9452210499002565,0,7.438403561528494
13,3,0,0,8.239814028683643,1,11.09084933440838
6,5,1,0,8.979014466222058,1,11.82103301013143
2,3,1,0,8.619546116275748,1,12.942047967641594
8,3,1,0,6.321563870496205,0,6.828420851958599
6,4,0,1,7.308631525047769,1,11.53587884536424
8,3,0,0,6.602797447194788,0,8.063425740949986
4,6,0,0,6.319207702803421,0,8.019747486828793
11,4,0,0,5.522141030837821,0,6.7135890653224
6,5,0,0,10.15019146503455,1,13.67633119589824
7,6,1,1,8.091014855299836,1,11.395957570092484
4,6,1,0,5.5729474058402,0,7.111324460845366
8,5,1,0,7.8116585804118674,1,11.375118679064546
5,6,0,0,5.5781846361493255,0,7.018355342410702
9,5,1,1,8.85626835552178,1,12.188469796980325
8,4,0,1,4.706038268894969,0,4.321521340970871
4,5,0,0,6.301810090649774,0,8.202404952577838
3,6,0,0,9.829868368782694,1,15.013789894697547
10,3,0,0,5.02909885918894,0,5.658103568390432
3,3,1,1,3.482600988013455,0,4.668629601677743
6,8,0,1,10.67409652848922,1,14.307557355034517
13,8,0,0,5.871430011150591,0,5.937798104607817
7,6,0,1,8.48117922524237,1,12.468521138290027
6,5,0,0,2.9975344468908185,0,2.058801826320429
8,4,0,1,8.832463822666103,1,12.256050426624048
7,5,0,0,8.059214409922738,1,12.06725321635752
10,6,1,1,6.843554162565017,0,8.021945653570423
8,3,1,1,8.101507798742999,1,11.673566044704003
4,7,0,0,6.9064781791938925,0,8.376756805863568
8,7,0,0,5.6404761143094095,0,6.835037615898302
6,7,1,0,11.465992553849514,1,14.69680040851644
6,7,0,0,7.125217309597436,1,12.12263813954147
6,5,0,1,5.615256810662413,0,7.013853916504896
9,5,1,0,4.837498058254836,0,4.739419695212782
7,5,1,0,7.201152212624157,1,10.958067905262771
14,6,1,1,7.867329457089034,1,10.170433445524786
3,6,0,0,11.195186246930453,1,14.46431997135349
9,8,0,0,1.959744305634362,0,-0.2320265994250023
6,5,0,1,2.1206883950957645,0,2.0786424716881653
8,8,1,0,7.8067159439340275,1,11.403053899085254
7,3,1,0,6.996176953074063,0,8.10719326025881
11,3,0,1,9.435859753142331,1,12.865462847456124
12,7,1,1,6.790129169285207,0,7.948535214542869
7,5,1,0,6.476839756548731,0,7.809982430602364
11,8,1,1,10.274885346978152,1,13.311918217959835
10,3,1,0,10.5733015104148,1,13.705127113816024
4,6,0,0,5.7223804981054345,0,6.86074597844997
7,6,0,1,9.718792687748438,1,12.483428294816528
7,4,0,1,8.506073746355803,1,12.193988996674827
10,5,0,1,4.857658174847899,0,5.225989183868861
3,5,1,0,8.942140351096247,1,13.186916151175827
3,5,0,0,5.266483711376295,0,7.108574152980964
6,4,1,0,4.780910306503513,0,6.011751666706413
6,5,0,1,8.72885615802149,1,12.6266529525926
11,4,1,1,5.31749344341793,0,4.015107232101045
7,6,0,1,7.253958136387384,1,11.983084322389995
16,4,0,0,8.338686832283443,1,11.20096335120881
12,5,0,0,6.066523095742741,0,6.939208682576102
4,7,1,1,6.356359775609014,0,8.068338507094388
9,7,1,0,5.8600027447632135,0,6.788311287046819
6,5,1,1,6.4475060187051305,0,7.918510980325407
6,6,1,1,6.738138720546048,0,7.465002476650504
3,8,0,0,8.53428646559864,1,13.358659174065604
9,8,1,0,13.43042223493038,1,16.46196095320365
7,4,1,0,4.989664688363494,0,5.386295795887627
8,4,1,0,8.221141708764783,1,10.723806543227214
7,5,0,0,6.586354862317916,0,7.312395181562261
6,6,0,1,5.1847279868198815,0,6.577389488528623
5,4,1,1,9.961047112452473,1,13.151398754636862
5,6,1,0,8.00977285610549,1,11.978842146556117
5,6,0,0,7.832182597950885,1,11.422737893745571
3,6,0,0,9.401612083609251,1,12.862826204855232
4,7,1,0,10.631284951598468,1,13.98647617286172
5,7,0,1,3.663999969399186,0,3.080585231465701
5,5,1,1,8.170495053386007,1,13.399967242337867
9,7,1,0,4.215886269407166,0,4.342469583203735
10,4,1,1,7.435965501657454,1,11.08482210789129
8,7,1,0,7.600812279737002,1,10.50774436496494
10,4,0,0,7.652760499812854,1,11.096195471957296
11,3,1,1,7.998537351946331,1,11.340888333726731
4,4,0,0,4.8593728685591255,0,5.567771931901797
9,3,1,0,6.986825019469756,0,8.253487045741908
6,4,0,0,4.639481303038695,0,5.000162938321892
9,6,0,0,14.386743933733255,1,16.845846836605816
5,4,1,0,6.20000266479422,0,7.258604879452783
7,4,0,1,8.273061904099475,1,10.483403554679311
13,5,0,1,9.137130616894783,1,11.418723112973389
6,8,0,0,2.9097946279205957,0,2.558214821461619
9,5,0,1,4.155545957337995,0,4.074578833570313
9,4,0,1,7.817233057028535,1,11.556181881791726
9,5,1,1,4.10015724850183,0,3.8449917717596818
7,6,0,1,9.265294921657752,1,13.029927090456916
3,7,0,1,9.787765808477548,1,13.67326948345865
11,7,1,0,8.816755463269107,1,10.752415572510715
6,6,0,1,2.650892700056321,0,0.915231560339384
6,6,1,0,8.247205772279708,1,11.167838669791845
12,6,1,1,7.077631195838588,1,9.589784146148054
14,5,1,1,8.070740511726191,1,10.7084473058419
8,5,0,0,10.49072842871825,1,12.923815155764265
10,4,0,0,9.154052088572431,1,12.192697443951005
11,4,0,0,7.530951353629051,1,9.537008951875103
7,6,1,0,10.069284283252417,1,13.0769840880795
8,6,0,0,7.89837375401057,1,12.262844714858012
10,7,0,0,6.8257171566361015,0,7.7020721380653345
12,9,1,1,6.42408779675606,0,7.081574228888138
7,5,0,0,6.288042206515178,0,8.006329940893076
12,8,0,0,5.872858758441586,0,6.377664466062666
6,9,0,0,7.404519541478332,1,10.58490075592327
8,6,0,0,6.859622227354052,0,8.098823656121969
13,6,0,1,5.3612157023258025,0,4.404227143378874
2,5,0,0,8.702089931897298,1,12.61494772240437
6,5,1,0,3.938718081330538,0,3.584089476061844
8,5,0,1,3.249250965526931,0,3.1750761841426574
9,7,1,1,6.678482657923923,0,7.991586944137985
16,5,0,0,9.066925345501192,1,11.6049745606131
5,6,0,0,9.490570359411414,1,13.43616038955692
6,5,1,0,6.1571552883591085,0,8.720387645508596
13,7,0,0,6.551269167906692,0,7.477270098605617
11,6,0,1,7.024856698526055,1,10.446280251731013
7,7,1,1,6.141291659869973,0,6.840580658072161
13,5,0,0,8.172141361164336,1,11.557950863577418
2,7,0,1,6.916961921116129,0,9.099664720358971
9,5,1,0,7.571217473165495,1,10.27811380681034
7,5,0,0,6.3897164564509135,0,7.731482000056007
7,7,1,0,6.25743408503068,0,8.126721050098809
10,6,0,1,8.51337850779187,1,11.981550012153743
11,5,1,0,2.971966748577624,0,2.5070264022447506
4,4,0,0,6.238424704898453,0,8.144929286725336
12,4,1,0,4.429180755243343,0,3.56781643750022
10,6,0,0,6.1641463850064095,0,7.239738278848154
7,6,0,1,8.00467527910967,1,11.584695368425814
10,5,0,1,5.9332291948671205,0,6.456431503794642
15,7,0,0,9.751701227292076,1,11.212405261761448
6,7,0,1,6.207377636099715,0,7.784907069121941
10,5,1,1,4.09556203222588,0,3.296425576484903
7,8,0,0,4.485739608895627,0,4.62868275408572
5,5,1,0,7.329428062005898,1,11.76609524608497
7,3,0,0,8.849092379308479,1,11.579676477075807
3,6,1,0,9.24432168827287,1,13.030744938363894
3,7,0,0,9.230896712609686,1,12.92856214527692
5,6,1,1,3.839813015338263,0,2.915398303604043
12,5,1,0,6.730071856121138,0,6.8278012452894
8,7,1,0,5.296878221322703,0,5.562642423437344
8,5,0,0,5.329516120479264,0,5.471358430828137
9,8,0,1,5.175874220622815,0,5.56654784196785
5,4,0,1,7.789174461586446,1,11.766945244804234
6,8,1,0,3.648974603421125,0,3.816673762817676
8,7,1,0,8.893280570447972,1,11.94320565081563
5,4,1,0,8.223929468708777,1,11.972072447940247
6,3,0,1,10.208110804345262,1,13.62346812161355
6,5,1,1,5.777149323423734,0,6.618885683528275
11,7,0,1,9.916341133073232,1,13.123381677545389
10,6,0,1,4.735584680810877,0,5.69345911831491
6,6,1,0,3.396479507204244,0,3.1600071529299285
10,8,0,0,5.445851164464393,0,6.5945955447107565
8,6,0,1,5.26071707599544,0,5.227220667716221
10,5,1,0,8.563766606392516,1,11.201134288505452
10,5,0,0,9.375138539752808,1,12.396414772032816
