defendant_age,prior_convictions,charge_severity,legal_representation,bail_status,diversion_program_enrollment,sentencing_length,recidivism
23,16,5,1,1,1,39.22448763712119,158.08609516234444
19,20,13,1,0,1,50.01272862897491,188.73188708840985
45,24,6,0,0,1,57.11242220714835,218.2579702485063
25,25,14,0,0,1,60.483185481153626,217.72709150532788
25,24,11,0,0,1,55.10087853679624,205.2298715250879
29,21,6,1,0,1,47.33076120538967,183.8033098997402
27,15,6,1,0,1,39.92024476870464,168.37444426734712
25,15,5,1,1,1,38.86946966704743,161.7212772524491
38,17,9,1,0,1,53.98128344520693,204.83413085734935
20,23,4,0,1,1,42.07227838793119,170.60183793752017
21,17,8,1,1,1,42.67233079301117,171.23371628068475
33,23,14,1,1,1,64.38550724030543,230.61688156370343
21,29,9,0,0,1,53.20540744700309,199.68029792145063
26,16,12,1,1,1,50.97461665221913,192.46440267420124
16,15,10,0,1,1,40.71964145942564,163.23815634636657
24,21,12,1,0,1,53.470843614610665,199.25002455855355
27,25,11,1,1,1,58.17456899434335,216.3139048069801
26,17,14,0,0,1,53.09753854474405,198.16764296177584
35,26,7,0,0,1,55.71173874363417,213.77619715709184
13,27,11,1,0,1,50.69910830914888,188.45758201328303
17,29,8,0,1,1,51.75271947405151,194.95493428062105
32,18,14,0,1,1,58.59243948166727,213.8762678941884
32,17,10,0,0,1,49.87443286564844,189.60216328714736
32,30,5,1,1,1,57.49331077717508,214.38189158666117
31,18,11,0,1,1,51.89344194366655,196.95034412899983
35,7,15,1,1,1,51.97891055382165,196.82599134585632
37,23,14,0,0,1,64.78887344894694,231.1895380579313
34,21,14,1,0,1,61.84741000580284,222.92770357271863
42,14,12,0,1,1,57.65455908891646,212.55964438116044
25,12,12,0,0,1,44.25507829253719,172.84883763269633
32,15,9,0,1,1,47.12433065511441,184.6413080293144
29,21,12,1,0,1,56.17951999520432,209.37771349819783
27,16,5,0,1,1,41.02389589050458,168.38235660938028
21,14,7,1,0,1,39.43244019585709,159.14222520440202
24,20,8,1,1,1,47.36452327326789,185.7137606481965
31,27,14,1,1,1,66.85081957281129,237.84181289564503
35,14,7,0,1,1,45.71454120427045,180.9755352611794
37,17,8,1,1,1,53.04457532347779,198.86122684912564
34,12,9,1,0,1,45.41560061445373,179.25428925535587
35,16,13,1,1,1,58.12060608846591,214.36655272579267
23,20,3,1,0,1,39.44011226332261,160.74092631615832
48,9,8,0,0,1,49.8308107056566,192.52416367737976
31,20,11,0,1,1,55.53623803302094,205.60196560745075
31,17,7,1,1,1,46.78578510104926,185.8516281522604
24,23,13,0,1,1,55.94460189588989,205.7154453158855
31,26,10,0,0,1,57.658405578877925,214.2786787519294
18,10,3,0,1,1,25.56121099620173,120.21754051273254
22,29,7,0,1,1,53.44162884206624,203.0763689281544
24,23,10,0,0,1,53.34246049286428,195.45607841728912
15,14,11,1,1,1,42.36512483226206,165.65355534498528
36,8,10,0,0,1,44.267012455495255,174.86126271991785
26,11,9,0,0,1,39.28380978520519,159.8432595170387
33,18,9,1,1,1,51.048566883822446,194.9170161665477
26,10,12,0,0,1,42.18791377803274,165.0365110732165
34,19,8,1,0,1,49.92913137427469,193.30346983480797
34,23,8,0,1,1,57.65025522350929,209.4727694196156
28,10,10,1,1,1,43.85010851397623,172.582735817901
30,16,10,0,0,1,48.22560987466334,188.97193874348895
34,24,5,0,0,1,51.27945342478277,196.9464990249887
24,27,13,0,0,1,58.75229927727159,212.9438898059952
26,22,15,0,1,1,60.81025667597127,217.05491512942737
27,10,10,1,0,1,40.117931492545885,165.35054652146542
30,19,12,1,0,1,55.13073651386289,205.3289505737363
24,11,9,1,0,1,40.54344131234956,163.6082432000994
30,19,10,0,0,1,52.46854687088396,198.18600619145383
23,18,10,1,1,1,47.86517751185576,184.7526482647245
24,10,12,1,0,1,40.90028276450091,165.92988930021195
35,22,5,0,1,1,51.14965886762625,197.2415120812769
27,28,12,1,0,1,62.19686393949489,225.40107884579209
39,20,7,0,0,1,54.40359318975776,207.54552590411535
27,32,9,0,1,1,61.93778520401372,221.7520999484352
35,23,9,1,0,1,56.39318134327953,212.07921374813787
22,26,8,1,1,1,53.63511780879514,201.15933884254449
20,20,7,1,1,1,43.83864676171223,174.47105676913392
25,30,8,1,0,1,56.77658564641038,212.6928570805989
24,4,4,0,1,1,25.972977358657868,122.54156710607026
32,18,9,1,1,1,52.10078858922108,196.9970580992148
31,25,11,0,1,1,59.86665103068312,216.07763052874185
47,16,7,0,1,1,54.658055212992565,206.69670727251
29,17,5,0,1,1,42.559852564334776,171.73567412191144
32,2,8,1,1,1,36.01567491124481,154.2019904801607
22,24,14,0,1,1,56.12920131489764,206.27586194552487
42,20,11,1,0,1,60.84359203221907,223.88161251673063
28,12,6,1,1,1,39.19796420286384,164.06165356955967
29,24,5,0,1,1,47.66710176266696,186.31006679553573
30,16,8,1,1,1,48.15151569348779,187.83080508329328
21,19,6,1,1,1,39.877259844265495,166.26039059444977
17,21,6,0,0,1,39.9702307412901,159.8716211863649
43,14,2,1,1,1,45.4060157346395,182.4407380717438
43,23,13,1,1,1,68.43115604981581,245.06538534925855
32,16,14,0,1,1,57.65578784449254,208.75021133353616
26,15,9,0,0,1,43.31936016904427,169.04899669150157
38,23,9,0,1,1,59.38488329061095,219.44361790180807
27,22,6,1,1,1,48.76830232065616,189.11875967472088
35,12,7,0,0,1,43.27012794233725,172.3132401639165
43,23,12,1,0,1,65.75770172104738,238.2854038495373
41,14,12,0,1,1,57.73510293509851,214.4155751787976
12,26,10,1,1,1,49.15521528787916,183.44528397671272
29,15,12,1,1,1,51.159894918529545,193.8026538460228
27,13,11,1,0,1,46.18033128999066,178.4329418147248
39,13,5,1,0,1,44.366797645518126,177.70992001841088
30,10,9,1,0,1,41.87224702759365,170.0374888377835
34,21,10,1,0,1,54.83494098083045,207.85949657280992
22,15,10,1,1,1,44.68636403555088,173.27174642915065
25,7,16,1,1,1,45.898582973318575,176.6699695870511
20,22,13,1,1,1,55.16062049980721,202.5135490840769
24,19,11,0,1,1,49.73808840591895,190.45076523445496
36,20,10,1,0,1,56.288100315138536,211.6307955392968
19,27,11,1,1,1,56.92119007625174,205.9752000392564
30,9,7,0,0,1,37.905921103436434,156.29329253935057
18,25,7,0,0,1,44.119869197105245,176.2518083506255
30,12,10,0,1,1,44.28092331128302,173.81586233891792
26,1,7,1,1,1,28.021954889119645,131.84155890265498
32,13,5,1,1,1,41.25137702432588,169.07595800372027
18,13,9,1,1,1,40.08703920590785,159.30133275495044
22,6,6,0,0,1,28.53636399113697,129.76781014432706
32,21,8,0,0,1,50.93521650460364,193.36981451879
32,25,14,0,1,1,64.79152243572102,229.7361490425417
28,20,11,1,1,1,53.88194247373544,198.314882142237
24,28,9,1,0,1,55.14712462170024,206.44717904268623
9,22,8,1,1,1,42.65497149175046,165.8923369583178
27,21,9,1,0,1,50.07988836366994,190.06926595582723
15,18,11,1,0,1,41.54547181987656,165.92298590624856
40,21,13,1,1,1,62.87715750158034,229.05979652889377
42,14,8,1,0,1,50.47691196378075,199.1577434352583
26,15,5,1,1,1,39.65533346764443,162.1858722116305
33,19,7,1,1,1,52.241410847358445,197.59452815808964
23,20,15,0,1,1,55.43987437172933,203.44046197310013
41,15,9,0,1,1,54.51342095192993,203.9368638869759
38,28,6,0,1,1,60.92800381818439,223.02809498115465
25,24,7,1,0,1,48.47228305668106,188.159284639172
37,18,12,1,0,1,58.675239035591645,213.64325719041983
39,24,13,1,1,1,67.64552710821974,241.74240610383455
25,16,11,1,0,1,48.68234811176738,183.75344219338933
31,25,14,1,1,1,64.44146160293677,230.57234213077524
36,20,9,0,0,1,54.032014360515184,205.05292977888263
22,10,10,1,1,1,38.591944453829015,156.91118203082408
33,24,14,1,1,1,64.99960052897436,234.68863746377036
33,23,8,0,1,1,53.70382884375287,204.29398505156087
26,14,6,0,0,1,36.84125909461445,155.03876733696558
22,22,11,1,0,1,51.08948808469946,193.50576930471925
13,25,4,1,1,1,39.53270960276413,160.1846263121189
29,18,3,0,1,1,42.38847076174419,170.00401471945747
45,14,7,1,1,1,51.944134490140215,201.5680162050353
10,20,7,0,0,1,36.23281656481188,151.97923380740173
37,29,10,0,1,1,64.28913955040369,234.7637750483598
32,11,9,1,1,1,45.902979921964366,178.8612885931655
24,19,15,1,1,1,58.3333325664824,211.41743966360892
23,21,12,0,1,1,54.54796824153474,201.60264201774055
36,14,10,0,1,1,51.557722284462365,195.3850498611799
26,14,13,1,0,1,49.18312318390381,188.50321046487335
36,24,9,0,1,1,58.1428792771621,215.14497670911177
33,16,3,1,1,1,42.39425836816354,170.7314031424998
28,22,13,0,1,1,57.460049596285714,211.8701905482144
26,27,9,1,0,1,54.4668685244103,206.49544358661575
25,20,8,1,1,1,48.02412494303889,184.9118745928352
27,12,10,1,1,1,44.77787162026426,172.8004078102448
32,7,13,1,1,1,47.11902363971903,180.2467596018907
33,15,9,1,1,1,49.52204360962119,188.7926999926541
36,17,10,1,1,1,55.75888753314848,205.84197966897315
29,22,7,0,1,1,49.883842900559216,193.83034418365023
34,16,3,1,1,1,41.61372176913161,172.89279801258863
27,29,12,0,1,1,64.04995613303531,226.98037388864623
16,23,9,0,0,1,45.71227603200169,174.8536577789321
25,10,6,0,0,1,35.49876553118059,150.70811376186393
36,16,11,1,1,1,53.87863632250464,203.32695664672687
38,22,11,1,1,1,59.7921265974493,221.88748646999812
27,20,12,0,0,1,52.40902795675852,197.2091218460216
31,17,10,0,0,1,50.30710119722887,187.6730735553517
23,26,15,0,0,1,61.49815312626915,218.43712932894368
28,29,8,1,1,1,58.20242232211569,215.40714294130052
29,21,9,1,1,1,53.12415038283596,199.8111314657484
35,19,10,1,1,1,54.33787975300868,207.31550414325253
35,14,10,0,0,1,50.26280898561423,192.1667499659278
31,25,12,0,1,1,62.69892645369162,223.2318174598205
29,24,12,0,0,1,58.515182552786605,213.31703460239063
28,12,12,1,0,1,46.752105738149226,179.75086319536678
40,6,11,1,1,1,48.11638469041255,185.32555146942696
34,20,10,1,1,1,57.01111024815137,214.60510061243528
29,28,4,0,0,1,48.77919647979328,189.5424099692477
33,16,10,1,0,1,50.51984134491223,193.17481207365412
42,20,9,1,1,1,58.33253272669723,217.6513810349783
29,17,8,0,1,1,46.99985354345812,180.79662170133304
37,18,10,1,0,1,55.40535035380718,206.03511754439972
15,13,5,0,1,1,30.76382547074977,136.12051753764123
36,18,10,0,0,1,53.121901953402826,202.2919448397504
5,30,10,0,1,1,49.05825495851652,180.92042719867484
33,23,6,1,1,1,53.10128310435758,200.5455459121808
22,15,8,1,1,1,43.08447334386717,170.82189976328647
19,26,8,1,1,1,50.25644045526865,191.6316519870544
41,20,8,0,0,1,54.87304981366683,207.036361830826
27,19,10,0,0,1,48.38934067474741,187.92965862023368
24,24,5,0,0,1,46.31088433657939,183.27946387129157
35,16,10,1,0,1,52.05055151924401,198.0868797042359
34,25,7,1,0,1,54.65106257323155,209.5250764457077
13,22,11,1,1,1,48.65504725489914,179.94038205536367
36,14,9,0,1,1,50.808243126378585,191.6550185257796
27,15,11,0,1,1,46.9383095574382,184.80156873525948
31,26,9,0,0,1,55.305953247090805,206.9678260834836
31,17,11,1,0,1,53.72378735031189,202.82543366136105
23,24,15,0,1,1,58.77878207216121,213.69150761400093
30,19,14,1,0,1,57.46837293357133,209.11137111180835
31,16,12,0,1,1,51.11602763513384,194.16449773798024
21,6,14,0,1,1,38.8454374086351,154.5571411948592
39,19,9,1,1,1,57.12442629861651,212.26215183657013
24,17,8,1,0,1,43.02294919007177,170.39437662129583
27,16,9,0,0,1,44.194977364405965,175.2407442506282
29,23,9,1,1,1,55.38869131619806,207.96402263163503
29,21,15,1,1,1,63.43171386270347,225.12059790350176
43,15,12,0,0,1,58.07955748501314,212.59981480754476
26,17,4,0,0,1,36.28473754770373,160.25156568390577
21,12,9,0,1,1,40.82019586970949,160.181399672591
34,18,11,0,1,1,53.14968785544024,201.75631262734825
37,28,17,0,1,1,76.2557127599076,262.7396869057779
42,19,8,1,0,1,55.33404555028826,209.2903138861029
26,16,13,0,0,1,49.77708899225389,188.7920374207318
33,20,9,1,1,1,53.49411138953025,200.79092011272945
17,16,13,1,0,1,45.46023114995921,176.47332561779203
25,10,11,1,1,1,43.54759000918764,170.33473401976968
35,24,11,0,1,1,61.12869953181625,226.85123079470364
39,33,11,0,0,1,73.0944676246207,256.8155059630619
16,11,11,1,1,1,39.806776191892816,158.77366245278756
23,15,9,1,0,1,41.87095485677262,170.63779866569095
35,20,9,1,0,1,53.68923474449941,202.2867680239472
28,17,13,1,1,1,54.17284490798527,200.9167016939144
44,28,9,1,0,1,68.05672998055168,244.6595276053754
36,16,9,1,0,1,49.09539459017853,191.7255963685874
41,25,8,0,1,1,61.70329751574767,226.64811666852543
32,16,10,0,1,1,49.39846441113004,191.93172167246271
43,31,12,0,1,1,73.45675203776133,258.8263220928033
34,18,6,0,0,1,45.20697618243111,180.58806527133
44,20,10,1,0,1,59.05709087918563,217.73369811519512
39,15,12,0,1,1,56.00258820580022,209.1526132424373
27,20,8,1,1,1,48.35755612763053,190.11343493981232
32,28,6,1,0,1,55.989412003888944,213.98158133303585
35,23,3,0,1,1,48.45634272944472,190.2930211565685
31,6,13,1,1,1,44.601500761102606,174.2236316656418
22,19,9,0,0,1,44.82633029275576,176.56845500842186
22,19,11,1,1,1,49.10356470121116,186.203072105563
14,22,7,1,1,1,42.70709824717588,168.06795215715482
38,16,8,1,0,1,51.04390359126417,195.70423844177583
25,3,11,0,0,1,34.059610370286244,144.62809971204328
26,14,6,0,0,1,38.910264161909446,160.43659650883274
37,18,11,0,1,1,57.20970630541846,211.64073494990828
43,22,15,1,1,1,70.52308820689203,247.87440929550868
44,11,10,0,0,1,51.22902420097238,195.0637867801454
35,28,11,1,0,1,65.17598677637405,234.1854184717476
24,12,6,0,1,1,35.1158949638805,149.3145778906691
8,14,13,0,1,1,39.761523505133866,156.65898273957603
25,16,9,0,0,1,44.765030391975465,173.85336327127376
39,25,10,0,0,1,63.02444303436631,227.76281941262425
29,17,7,0,0,1,41.76305211592873,170.33494139765503
29,20,5,1,0,1,44.2197178872736,179.09836607676826
21,15,10,1,1,1,44.28443266155807,173.21239453626228
28,20,11,0,1,1,53.50847625714486,198.66339084148737
32,18,8,1,1,1,51.02372311032512,196.9170027416345
32,22,10,0,0,1,55.87340461769704,208.582313880175
22,12,13,1,1,1,45.77686644205324,176.98355873716278
31,17,10,1,1,1,51.59353262803114,195.6536873126281
30,20,4,1,1,1,45.573862361370274,180.45511515681284
29,17,9,1,1,1,47.72559440438169,184.1208146824617
36,28,8,1,0,1,61.68337793034774,226.92422284406223
41,23,11,0,0,1,64.17676174959655,232.08305276691976
18,20,10,1,0,1,45.78213379052753,176.65690760887273
30,32,8,0,0,1,62.14129496800579,226.9178497544463
29,21,10,0,1,1,53.89670616529663,200.3993849856913
29,30,11,1,0,1,64.64559411132672,233.59774005120155
15,18,8,0,1,1,39.27710289059762,158.88382792914877
43,24,4,1,1,1,55.95839800387058,213.1758372440151
38,14,11,1,1,1,53.89345203907215,201.8193902235527
13,14,9,0,1,1,38.29764695625265,154.3440624614597
42,30,8,0,1,1,67.13861633386527,241.2269640381193
35,13,5,1,1,1,42.674160064760045,174.18783337875502
16,21,8,1,0,1,41.79478360209028,164.60693769947065
36,20,11,1,1,1,58.85830386737864,216.02641816847648
22,12,11,1,1,1,42.509597438621846,169.4239570610314
26,17,0,0,0,1,31.72249230453672,145.59134873702698
27,22,22,1,1,1,71.01259979975283,244.2685639478952
37,20,9,0,0,1,54.93978283890507,203.8938327976912
25,19,7,0,0,1,42.79758608919682,172.6421872098935
34,18,15,0,0,1,59.55876839793301,217.90015920977848
34,21,15,1,1,1,65.58664580942937,233.6231451523533
31,14,11,1,0,1,49.36312231622704,189.19393821667336
30,15,6,1,0,1,41.18553885358438,168.23481542383436
29,19,13,1,1,1,56.80359493418512,208.4915151664261
27,34,14,0,1,1,71.21344687020895,248.48782824199355
26,24,9,1,1,1,53.9205135432912,202.8130257823329
38,22,7,1,0,1,54.36649883405017,204.76559327591008
26,23,11,1,0,1,54.83468871347808,204.67284406597284
25,15,8,1,1,1,42.95863061691105,170.7310750218441
28,12,7,1,1,1,39.2360568447292,161.37445717368885
31,31,4,0,0,1,53.800767480897726,204.1558807805213
30,25,9,1,0,1,55.93806465757568,209.56053068699865
32,19,12,0,0,1,56.3127438593718,205.72423982150403
31,19,6,0,0,1,46.42677459565535,180.58327453682224
24,17,13,0,1,1,51.29065752712937,192.3514336328525
31,21,9,1,1,1,53.55146461272709,201.4885983304346
25,30,12,0,0,1,63.16444565630725,225.34163938624584
26,20,10,1,0,1,50.08624027347317,189.05686469595824
31,22,7,0,1,1,49.59854211567628,196.07577699448828
4,20,13,0,0,1,42.18892319228479,162.16315748850576
25,24,16,0,1,1,62.16845026582869,222.58609296739928
4,12,8,0,1,1,26.44326955765822,121.13147734181683
29,28,10,0,0,1,57.261967832143846,214.66909416866008
25,21,14,1,1,1,58.71565482278985,211.1202810052875
15,8,8,0,1,1,31.282825296825266,137.30054143381795
15,20,11,0,1,1,45.90975345504769,175.80923102295347
28,13,12,0,0,1,47.10707504395741,182.9991571366579
23,23,8,1,1,1,50.80564312846954,192.97405348673223
32,21,12,0,0,1,54.20445312516743,201.54712052157493
29,21,9,1,1,1,52.65665624060127,198.7795579499534
52,23,13,1,1,1,73.87561434654279,261.12490142625285
30,13,7,1,1,1,42.409088196865966,173.27906445073842
24,17,12,1,0,1,49.89702529134481,190.0673978994701
18,22,4,1,0,1,41.31995152687484,166.3354896759532
33,22,4,1,1,1,48.38225456368946,188.7982944576381
35,8,10,1,0,1,43.43847074444077,172.2559617640448
21,26,4,0,0,1,44.12623429325895,176.58238027618285
23,19,12,1,1,1,51.91069325342092,193.71668228098895
36,17,5,0,1,1,45.40686960778992,183.8212631136927
33,19,7,1,1,1,51.28315656476384,196.0479746911893
34,20,7,0,1,1,51.31046856624256,198.05193893823315
23,18,13,0,0,1,52.31840652310368,194.481110542843
27,28,10,0,0,1,58.75968511561008,214.41779138123127
33,20,10,1,0,1,54.0152663424118,203.8487430393991
33,17,10,0,1,1,49.709075506396736,192.3010428221615
26,18,8,0,1,1,46.27911801216037,179.8759155217078
39,17,13,1,1,1,59.59081304450301,217.68127471360853
23,25,12,1,1,1,57.00564370740568,207.9153091169513
44,19,5,1,0,1,52.99290110907444,205.22754167199523
31,16,6,0,1,1,44.42814641091065,173.8820027120683
37,9,8,1,1,1,44.460655797518136,175.5321790651692
28,30,11,0,0,1,61.6040048172995,221.8768471747753
30,21,9,1,0,1,51.31761379379604,196.41266819965236
18,14,10,0,0,1,41.40828232398937,164.1214141181507
32,16,3,1,0,1,39.97924638060251,167.40315090964813
24,11,8,1,1,1,40.02481182841802,161.83816050400702
23,17,13,1,1,1,52.21090269812243,194.15963513023036
31,17,11,0,1,1,52.16171245535848,196.01747053473957
33,14,9,1,0,1,48.54884723214887,186.42066589346084
29,23,8,1,0,1,51.53669846519468,197.82361447595463
27,17,9,0,0,1,46.06238163527336,180.5826047395652
42,18,11,1,1,1,59.88512615878366,219.9396458621648
37,10,14,0,1,1,54.28558747581691,201.62527712907465
20,10,12,0,0,1,39.71578681932728,157.57061723023432
18,20,8,0,0,1,42.32283230961652,168.2445296732849
35,32,14,1,1,1,73.79513463881204,255.66979505255364
24,26,6,0,1,1,49.64129034830805,190.9350870689108
36,20,14,0,0,1,61.13600965459906,223.102898624822
30,25,6,1,0,1,52.27803929756108,199.7944834744843
28,22,8,1,1,1,50.91367488249548,195.28912746694223
15,20,6,0,1,1,38.64893024520222,157.97403553383984
25,16,7,1,1,1,42.04786103043443,168.48603820301713
20,22,11,1,0,1,53.06979565531522,195.01971410597716
14,27,9,1,0,1,48.64033368457528,186.06048539450572
32,22,13,1,0,1,59.96816217282045,220.06747792452555
27,13,7,0,1,1,41.588124272000194,165.76455473700648
33,23,13,1,0,1,61.70547624238022,223.33149867270808
27,15,15,1,1,1,54.55432916736701,200.39272236697457
36,26,5,0,1,1,53.80149287032344,206.79127497059264
21,18,11,1,0,1,47.3128765012488,180.78039311631468
35,11,14,1,0,1,54.93296362818075,198.8764563395837
29,20,12,1,1,1,55.864315535977376,207.22325122774112
27,17,11,0,1,1,48.952924206912776,187.3192353749256
32,27,12,0,1,1,63.42157311235984,227.3154704373773
28,14,4,0,1,1,36.003370910394366,154.52316267331645
16,16,12,1,1,1,44.22433763329732,169.87659030242452
38,23,12,1,0,1,64.92921928422524,231.38530436322404
13,24,14,0,0,1,53.06388539223503,192.87942561976143
30,22,4,1,1,1,45.94412246715492,184.190917945072
17,17,6,1,1,1,37.84448382777302,156.30727538226915
29,14,9,0,1,1,46.0027985312432,178.1648246918137
20,14,12,1,0,1,44.35954958528242,171.1290351537264
31,24,4,0,1,1,48.36427513384963,190.00852498937985
29,17,6,0,0,1,44.917873239489246,176.2126056291369
43,7,10,0,0,1,45.46122042246964,180.7416607442341
21,24,14,0,1,1,55.537589817436896,207.187735592658
39,26,8,0,1,1,61.88448698712244,225.3122586711876
31,19,8,1,0,1,49.50729344843385,189.60325375693407
27,20,9,1,1,1,50.01586687743298,190.5931453815704
18,25,13,1,1,1,58.051606654617,209.05466602922468
26,21,8,0,0,1,49.59065898760967,189.7508178608128
26,17,6,0,0,1,41.24410576351177,167.61236326755622
44,20,9,1,0,1,59.885325411421945,223.42597001981545
41,19,7,0,1,1,55.534140844295095,208.12067737716984
22,23,9,1,1,1,50.934289061581325,191.12528336611427
25,21,9,1,1,1,52.87957567916559,195.62922915090576
28,27,13,1,0,1,64.01803424413139,228.8129105493273
16,22,7,1,1,1,42.11684977478395,168.15684762441524
36,12,9,0,1,1,47.60377746933636,182.90182547279943
43,17,11,0,1,1,58.97135858847114,218.06382683344205
22,19,12,0,0,1,49.993142198893786,189.423404635745
39,18,14,1,1,1,63.04563095522796,227.36339126051257
27,26,15,0,1,1,64.35577782906392,227.16566885976317
27,21,4,0,1,1,44.95475334509999,176.35841060677086
19,28,10,1,1,1,53.74279298680295,202.07857555044205
17,21,10,0,1,1,47.8278900526104,182.78276471693516
43,20,16,0,1,1,67.34368797983886,240.62404553595184
17,27,7,0,0,1,46.17564898506714,182.6067388791049
7,20,10,1,0,1,40.73489232230269,159.64112383854652
27,26,13,0,0,1,60.69936808702754,220.81302595901477
27,14,7,1,1,1,40.67297032490716,169.64047923618307
16,22,10,0,0,1,46.09507397747863,177.02302536112077
23,13,3,0,0,1,32.424758220243746,141.51544685987835
25,19,7,0,1,1,45.56695929494549,177.85526599311626
28,23,12,0,1,1,57.363935221581066,211.28330241299813
45,15,11,0,0,1,56.946371509509966,211.224300995018
27,25,8,1,1,1,54.26559449393226,203.380429354372
30,17,7,0,1,1,44.47545486456962,176.1637432509407
28,22,14,1,0,1,58.60331160275037,214.92113701545816
57,17,6,1,0,1,60.00707505502117,226.03853194238357
46,27,9,1,1,1,69.34569058546914,248.0771052479677
30,22,9,1,0,1,52.77941071053159,199.8858081140413
31,19,16,0,0,1,61.9752572501893,223.2840344708829
27,21,12,1,0,1,53.64603859717664,198.18287965578568
47,23,3,1,1,1,56.67687362128615,215.6754476137808
15,25,10,0,0,1,49.30023215444409,184.75238888344333
27,17,11,1,1,1,52.67896148790352,195.40532298121775
54,17,9,0,1,1,60.0184009775878,224.8557967503524
34,9,9,0,1,1,43.31113701384282,172.51164526540455
46,25,9,1,1,1,66.26160645664642,241.2799621867884
23,20,5,1,1,1,42.18472279661098,168.32438479838535
34,23,2,1,0,1,45.64935036335349,184.0178088344476
26,26,14,1,1,1,64.3181163414339,228.32656015548008
24,23,8,0,1,1,49.34363585072688,190.7785646430847
24,25,8,1,0,1,52.65578985759193,198.2757798303432
30,14,5,1,1,1,39.59982758895715,167.08902469668377
45,27,11,1,1,1,70.96569050562942,250.92746663930816
27,16,13,0,1,1,52.31121472634763,193.431836841319
19,28,6,1,0,1,47.002164145497446,183.47762578260367
32,23,12,0,1,1,61.11854413684777,223.2872721083167
34,20,9,1,1,1,54.5564727195648,205.3921727117855
32,3,11,1,0,1,38.37371130497333,158.59502922318427
36,9,8,1,1,1,43.22736953681744,173.701275029224
28,15,13,0,1,1,50.58514189958082,193.28208467876715
39,20,3,0,1,1,48.53875361254281,192.81450550758987
33,17,12,0,1,1,54.70719098159644,201.0821776135249
36,22,9,1,1,1,57.016988875594166,213.21928346529157
20,21,7,0,1,1,43.55569064285657,171.58794412450877
27,8,5,1,0,1,31.469388754341235,141.39869945058763
24,18,16,1,1,1,58.12717249151515,207.96732166924
15,16,3,1,0,1,30.34012263745465,138.12523577034386
21,13,9,0,1,1,40.37372444577354,161.5069483897661
37,22,7,1,0,1,55.34892826241547,207.1071867053679
30,9,10,0,0,1,42.820120605017024,168.5763057581321
28,12,6,1,0,1,37.31784314307753,156.96636190094753
33,8,8,1,1,1,40.066373393098175,163.19372835226184
21,22,12,1,1,1,54.58276469607739,198.61634134843632
35,26,4,0,1,1,52.94082029172318,203.7341962620557
39,6,11,0,0,1,46.07160431977143,177.98421640739306
22,26,14,0,1,1,60.61393840887551,216.34548038168435
26,31,15,1,0,1,69.1849863964594,243.20692514179328
39,20,9,0,0,1,54.81503181523426,207.8313597793757
22,19,8,0,1,1,46.12358661072246,177.3884710515286
24,24,14,1,0,1,60.48199010318715,212.31781245301363
21,27,7,0,0,1,48.45877079722781,187.64888185076936
27,20,9,1,0,1,50.29457258896549,190.3719574703101
35,9,7,0,1,1,41.31162063946831,168.65940104660734
20,15,5,1,1,1,36.80085931590477,154.45943875445778
20,29,7,0,1,1,50.255064275632165,193.99320748615548
27,16,16,1,0,1,56.42233553204932,206.32072717360717
21,30,6,1,0,1,51.46632615799026,195.468682694272
39,32,7,1,0,1,65.08034138217619,237.75951516296652
28,23,6,1,0,1,49.49607973564158,189.23972879668224
24,26,4,1,1,1,48.75197693189691,187.2805306931645
36,24,9,1,0,1,57.03937268661384,214.0326232205889
40,29,14,0,1,1,74.89466855956275,260.8764542179261
21,13,7,1,0,1,37.26144079706367,152.2953695991327
21,23,9,1,0,1,49.91688303070145,190.3075434934121
27,25,4,0,1,1,47.72166534351826,187.0955986969644
19,24,11,0,1,1,52.26189967707503,193.5069357138014
29,18,12,1,1,1,54.70511117263538,204.41331734905987
19,30,11,0,1,1,57.10986600006514,209.159148809144
37,19,10,1,0,1,56.396303609193325,211.04143707502223
21,15,9,1,1,1,43.90910122780613,171.40044734704858
36,15,5,0,0,1,41.76934384162388,173.15902826438412
32,11,7,0,1,1,39.982865982541554,164.93708787809638
21,27,10,1,0,1,55.580749420522565,204.83353540329165
26,17,9,1,1,1,50.12679360523161,187.25912040092905
30,14,6,1,0,1,40.99469585987461,167.09457464924398
28,18,6,1,0,1,42.836407890934176,170.4100780284396
33,18,10,1,0,1,51.57411939491286,195.78790627442885
28,26,11,0,1,1,59.910280306532535,217.09289813722464
38,22,13,1,1,1,65.90572178201053,237.61574619398004
33,19,11,0,1,1,53.98779649573396,202.72932589787652
26,12,12,0,0,1,45.39936492104557,176.00422716902696
21,33,14,0,1,1,67.09715969056697,236.05918401391327
15,16,13,1,1,1,46.25306154062656,175.886952908416
45,12,14,0,0,1,57.24738169099714,215.32620284826905
22,15,8,1,1,1,41.492101828289314,169.0778563231859
40,23,15,1,0,1,70.1809235794819,247.3334165746025
41,19,9,0,0,1,55.60439030270938,207.377880156532
25,20,11,1,0,1,51.56911210549339,192.73702708901703
37,16,10,1,0,1,53.667241843805286,201.59462924949432
31,19,9,0,0,1,51.090214952515566,195.41983159870935
35,26,10,1,0,1,60.49999200893969,221.95744419325652
23,12,12,0,0,1,43.09054761515722,163.9370337759977
24,19,9,1,0,1,47.44580084682817,182.1555470728422
25,21,17,1,1,1,63.295431331035,222.36604954023457
