age,education_years,average_monthly_income,gender,minority_status,job_training_program,employment_status
32,27,8,0,1,0,94.97684757265884
55,12,11,0,0,1,113.5147578225407
27,28,4,0,0,1,84.22211141157511
18,22,5,1,0,0,77.80686312006456
33,14,11,1,0,0,94.77074861599638
24,8,9,1,0,1,85.36225893653193
30,20,11,0,1,0,94.54471469366128
24,14,9,1,0,1,86.19605322642326
34,19,8,1,1,0,93.08594783039132
25,7,13,1,0,1,91.86727868064722
18,19,11,0,1,1,88.30573419166757
24,25,11,1,1,1,94.49055062060398
39,26,7,1,1,1,100.20349571509342
30,21,9,0,1,0,91.80717808053544
24,18,11,1,1,1,93.27304352219372
41,23,7,1,1,0,100.80686740513372
41,16,11,0,0,1,102.9089673012092
32,17,9,0,1,1,92.99133149928204
32,16,8,0,1,0,92.5131329209844
33,10,9,0,0,1,90.62990655574636
22,21,5,0,1,0,81.55430047462966
40,2,10,1,1,1,97.4853435924405
32,18,5,0,0,1,88.38643014623656
37,19,10,0,0,0,96.46810036367302
40,19,10,1,0,0,100.79596630327616
28,11,13,1,0,0,92.94801802265629
24,14,10,1,0,0,87.34298430271822
38,18,6,1,1,0,95.06586852731114
20,16,9,0,1,0,83.9387303161706
13,15,13,1,0,1,83.952451279859
26,24,11,1,1,0,94.4447600840519
25,21,13,1,0,0,93.02455046711584
24,17,9,1,1,0,86.5183234607574
33,26,6,1,0,1,94.27198498235262
16,15,5,0,1,1,75.32452408770831
20,22,11,0,1,1,90.56696592309416
41,13,9,1,0,0,98.86560802971916
23,18,7,0,1,0,84.30673083945277
31,16,4,0,0,1,86.39049401928636
34,24,12,0,0,0,100.1514466752832
31,25,8,1,1,0,91.7688807587882
35,19,7,1,1,0,93.57736972803168
28,22,10,0,1,1,92.85574733733291
45,14,15,0,1,0,110.1593018478466
25,19,10,0,0,1,89.08707524428807
34,23,7,1,0,0,94.02431913864436
20,25,10,0,1,0,86.11502864272579
25,12,9,1,0,0,86.62362374301043
25,21,7,0,1,0,86.96611579277642
15,21,9,1,1,1,83.24277096590708
9,20,5,0,1,1,69.86422992448898
22,16,7,0,1,0,81.77481623345233
19,15,13,1,1,0,88.50564013422762
25,16,11,1,0,0,88.73841298163968
21,30,11,0,0,0,91.55540888600082
36,11,5,1,0,1,90.2910355198878
26,22,9,1,1,0,91.64158094240952
36,19,6,0,1,0,93.62303982673224
38,20,7,0,0,0,94.88052006059831
21,18,10,0,1,1,89.27011771816464
25,21,10,1,0,1,89.75614646416973
38,24,11,0,0,1,102.43277970563652
20,19,14,1,1,0,92.41008561618206
15,14,11,0,1,1,83.28982714673808
25,37,10,1,0,1,96.81459410798404
27,15,6,0,1,0,84.9128326084643
25,23,12,0,1,1,95.05298953720342
28,26,17,0,0,1,104.3646114938388
22,15,10,0,0,1,88.68032348469318
25,23,11,0,1,1,93.65676103273964
37,15,3,0,0,1,89.1211079108391
25,2,12,0,1,1,90.3619876413835
34,10,11,0,0,1,94.67399407331725
38,21,10,1,1,0,100.58658579015588
27,14,11,1,0,1,91.54509688474538
31,27,4,1,0,1,90.77496072503334
10,18,6,0,1,0,72.97313382340961
28,13,12,1,1,1,94.52177941842704
27,12,7,0,1,1,87.06663169717682
29,30,7,0,1,1,91.74563873266608
21,14,12,0,0,1,89.30559252713054
26,33,9,1,0,0,90.93800244451408
27,6,14,1,0,1,93.97463376716009
27,21,11,1,1,1,96.07066177738228
36,17,5,1,1,0,91.18747025610236
39,17,8,1,1,0,96.42803845528256
24,11,9,0,0,1,86.43029833223379
36,17,5,0,0,1,94.73764236709204
25,17,10,0,0,1,90.58137420515158
20,23,9,1,1,0,85.89511002116473
40,17,6,1,1,0,95.06781931180026
30,19,13,1,0,1,97.73161763409362
24,20,11,1,1,0,88.80691916319354
23,11,7,1,1,1,84.55040945085295
32,22,8,0,1,0,95.03037529620826
35,28,16,1,0,0,106.58235348859574
28,14,5,1,0,1,84.26456321216916
42,10,5,1,1,0,92.86375044828011
34,31,8,1,1,0,95.59477953204257
23,16,12,1,0,1,92.0868938753198
26,23,10,1,0,1,92.35259106690594
18,20,8,0,1,0,81.90277457273571
18,9,7,0,1,0,78.48135932274099
38,19,8,1,1,1,99.35344978143468
27,12,9,1,1,0,88.63410895993064
30,9,12,0,0,1,93.15608506004097
24,12,9,0,1,1,86.35051231560064
31,24,11,1,1,0,101.02076633723615
22,21,6,0,0,0,82.44360584676157
30,18,13,1,0,1,97.00967297441436
18,25,17,1,0,1,97.26049473763749
11,33,10,0,0,1,82.81068511722988
36,18,10,1,1,1,99.66733260725918
23,21,7,0,1,1,85.52205918593758
27,14,2,0,1,1,80.24763305280267
21,19,8,0,1,0,83.98018052367452
35,16,7,1,1,0,93.1868501754065
35,23,13,1,0,0,104.10017656397125
37,20,9,0,1,0,98.9308451918139
29,31,10,1,1,0,93.48413987183352
16,21,11,0,1,1,85.12265426368586
36,4,5,0,0,0,86.30736325015764
17,15,11,1,0,0,83.25237953930262
23,21,7,0,0,0,85.31407548650286
41,9,9,0,1,1,97.2467520133077
55,12,15,0,1,1,118.68208929517856
36,25,10,1,1,0,101.00072104617348
19,21,9,1,0,0,83.15146931780853
38,23,5,0,0,0,94.00468707065356
30,27,15,0,1,1,107.01392322816211
31,22,8,0,1,1,93.7025081267536
39,27,14,1,0,0,107.52487072883008
36,24,8,0,1,1,98.77390986058248
27,15,10,0,1,0,87.15551377496678
22,26,14,1,1,1,97.36668385768212
29,23,10,1,0,0,94.73920571870669
40,24,8,0,1,1,101.2400761781768
23,23,7,1,0,1,87.01166465830954
32,19,9,1,0,1,95.75481577396047
22,21,11,0,1,1,90.73934985581856
30,20,8,0,1,1,93.5866920844255
30,28,7,0,1,1,92.85610256362789
28,9,12,1,0,0,92.80859823218384
23,14,6,0,0,1,81.040892541557
38,31,16,0,1,1,113.37151445111915
42,20,12,0,0,1,108.03281959726436
40,21,13,1,1,1,106.51982662519126
10,20,16,0,1,1,89.04671574962407
32,23,12,1,1,1,101.01437265312607
38,28,10,1,0,0,100.32151132690726
36,19,11,0,0,1,101.11408267486604
26,14,9,1,0,1,90.03908014410077
37,18,9,1,1,0,96.73326020030308
56,9,10,1,0,1,111.7833718381366
18,20,11,0,1,0,86.46707509194253
23,30,10,0,1,0,90.03799071839063
34,22,16,0,0,1,105.09679502449268
22,17,8,1,1,1,85.30875912910871
34,20,10,0,0,0,96.4070184136491
34,12,8,0,0,0,90.6790502352133
28,22,7,0,1,1,90.36668914522345
41,26,8,1,1,0,102.59040418128872
29,9,4,1,1,0,81.47430467279221
39,26,10,1,0,0,103.09759289457496
34,30,8,0,1,0,96.5271805351948
39,16,4,1,1,1,93.31414591401604
41,22,10,1,0,0,102.50488920205323
30,14,12,1,1,0,93.59277599435264
20,16,9,1,1,1,85.26089406679871
28,29,9,1,0,0,91.98324790422828
29,22,11,1,0,0,93.79431223670151
33,7,11,1,0,0,94.39634624999896
33,15,10,0,0,1,97.3557267886248
30,22,10,0,0,1,94.87563962212712
17,13,4,1,0,0,72.60688332414041
30,28,10,1,1,0,97.4342437928186
44,28,14,0,0,0,112.30110741196162
29,24,11,1,0,1,96.2473493350807
23,24,7,1,0,0,84.45166002175951
27,14,10,1,1,1,93.10202599859048
38,21,7,0,0,0,95.09953202044328
32,20,10,0,1,0,93.90715132321104
30,20,9,0,0,0,90.80107038973252
32,22,13,1,0,1,102.02050481434908
36,18,9,1,1,1,99.525669950613
41,24,12,0,0,1,106.7770897579448
37,27,5,1,1,0,95.80363284830142
14,23,11,1,1,0,82.36536414455225
27,18,4,0,1,0,82.5770216176935
32,27,11,0,0,1,99.69687667302098
32,14,13,1,1,1,99.61522253870386
27,25,2,0,1,0,81.46957342339886
44,29,9,0,1,1,107.75645724646218
41,21,9,0,0,0,99.78525176714564
23,22,7,1,1,0,85.4368281396825
42,27,14,0,1,1,112.80574884495672
31,22,9,0,0,1,93.95820735470777
37,19,5,0,0,1,93.89038484280329
24,22,5,0,1,0,84.54559665544735
36,13,11,0,0,1,100.03599086736084
29,28,7,0,1,0,90.21576764783572
22,15,12,1,1,0,87.2366616014132
29,24,11,0,0,1,94.91863201121312
16,14,18,0,0,1,93.15689188778796
33,25,6,0,0,0,90.86295564245728
28,22,16,0,0,1,101.68912984370688
18,20,9,0,0,0,82.71892262060045
23,28,13,0,0,1,94.91635225599072
29,23,6,0,1,1,88.87417544769184
29,20,8,0,1,0,90.55887302682002
21,24,15,0,1,0,97.26771055715986
22,14,9,0,1,0,83.8733621608275
25,25,6,1,1,1,87.13269207895256
21,19,12,0,1,1,88.72999569884152
23,21,7,1,1,1,88.14313693224167
22,28,11,0,0,1,92.27311983182749
44,20,13,0,1,1,109.90021487252432
26,10,14,0,0,1,93.86302823908518
33,24,13,0,1,1,104.92688153073922
24,26,12,1,0,0,91.90095995796408
11,23,5,0,1,0,73.21491911823982
26,17,6,0,1,0,82.23907417398638
43,16,4,1,0,0,96.3577307207337
25,30,7,0,0,0,87.66428070118079
22,13,12,0,0,1,89.42607012267935
40,22,12,0,0,1,107.31887377333234
21,19,10,1,1,0,86.55160676363532
38,20,9,0,1,1,99.96486484642124
31,21,9,0,1,1,95.34647019099604
36,19,9,1,1,0,98.23801346714504
28,9,11,0,1,0,90.84080896740986
28,15,11,1,0,1,93.33157746135709
33,29,10,0,1,0,101.15254130804212
19,11,11,0,1,0,83.60195779899756
23,16,11,0,1,1,91.61217502438816
21,17,9,0,1,1,85.96453511363707
23,25,10,1,1,0,90.99121766321278
28,26,12,0,0,0,96.0608428390004
19,22,11,1,0,1,86.4360458875495
36,23,10,0,1,0,99.36369169884216
28,10,5,0,0,1,83.90292019830544
32,12,12,1,1,1,98.91174066640572
26,11,6,0,0,1,83.07476526401071
30,26,8,0,1,0,94.39562293773778
28,18,8,0,0,1,89.8358243284926
33,15,4,1,1,1,88.39412776702835
34,20,8,1,0,0,93.8563817299914
28,16,9,1,0,1,90.48037601550706
39,23,9,0,1,1,103.3258398135703
34,32,16,0,1,1,109.31064944791584
27,22,8,1,1,0,89.8860419932701
38,16,10,0,1,0,98.51336468159872
12,20,13,0,1,1,86.80381400106383
39,20,10,1,0,0,99.10128930622972
35,21,11,0,1,0,99.76752317705966
27,12,9,0,0,1,88.5167611754146
17,22,15,0,1,0,92.92917260963162
20,26,9,1,1,0,86.45611142009845
29,18,7,1,1,0,89.22843666831302
35,16,11,0,1,1,99.01517905278288
35,17,8,0,0,1,92.35838702429218
43,26,9,0,0,0,102.77196681927644
23,23,6,1,0,0,81.86994179947698
39,19,14,1,1,1,106.37880700873414
23,15,12,1,0,1,90.29007228984662
19,21,15,0,0,1,94.65007144832012
25,26,7,1,0,0,88.57977642135462
31,21,9,0,1,1,94.74789146010372
23,18,9,0,0,0,86.88505675804008
44,22,15,0,1,1,114.67214422799684
34,13,12,0,1,1,99.18966295985264
24,24,11,0,1,0,90.88947870313514
39,28,7,0,1,0,98.73799562886155
44,12,9,1,1,1,102.76939754129718
30,27,8,0,1,0,92.86939662156584
36,20,8,0,1,1,97.61211243580236
27,20,8,0,1,1,91.2581086717929
17,23,10,0,0,0,84.0537676853739
36,5,11,0,0,1,97.19070473192107
31,6,16,0,0,1,98.9887468304005
28,30,6,1,1,1,91.36702988829154
40,17,11,0,0,0,100.83747891924168
35,36,11,0,0,0,103.71960229697191
20,19,9,0,0,1,86.48491306313355
32,20,7,0,0,0,91.5096469796909
39,27,6,0,0,0,96.42603176543864
25,18,8,0,1,1,87.8703556195625
26,23,9,1,1,0,90.38495590975936
28,28,10,1,0,1,96.82372831366928
33,8,8,1,0,1,91.60287276927107
34,13,8,0,1,0,91.09176408551588
21,21,11,0,0,0,87.05580236384773
32,23,3,0,1,0,86.53133581598829
46,23,9,0,0,1,106.50173799278429
22,35,5,0,0,0,84.19634234310749
38,22,5,0,0,1,94.32497086482228
23,16,5,0,1,1,80.20773089305641
25,19,12,0,1,1,93.88718826308096
23,21,13,0,0,1,94.15035830802772
21,18,11,1,0,0,89.6610285130175
23,28,6,1,1,0,85.24635242560333
17,9,13,0,1,1,86.44656805098029
23,22,9,1,1,1,88.95551329183415
