age,education_years,income_level,gender,minority_status,district_wealth,campaign_spending,vote_share
10,31,7,0,0,8,59,578.7709114629176
12,28,4,0,0,9,59,578.1990724513126
10,28,7,0,0,7,55,538.3832617748905
4,31,3,0,0,7,59,579.5958395998492
12,31,4,0,0,8,58,562.626346377593
14,27,9,0,0,10,58,571.9348817851003
8,29,9,1,1,8,59,578.8181705211493
4,29,8,1,0,12,59,581.0167647278462
9,33,9,0,0,8,62,609.163612412404
9,32,9,1,0,11,59,574.3037483001558
15,28,6,0,1,7,58,568.110109291857
11,31,12,0,0,10,62,609.5250359443871
10,30,12,0,1,8,59,577.3208885642874
6,31,13,0,0,11,61,597.7251740911324
8,30,6,0,1,7,59,576.3886969998462
12,30,12,0,1,12,62,605.8579388883755
10,30,-5,0,0,12,65,629.2477597706718
16,30,2,0,0,9,62,603.7823470579937
7,30,11,0,0,12,59,576.5554646491498
9,32,7,0,1,7,62,606.6932475459344
13,29,4,0,0,10,64,629.4325960474714
8,30,5,0,0,8,59,575.7935894730497
10,28,6,0,0,9,58,569.6768382041731
4,31,4,0,0,7,57,554.3229158345379
15,29,12,1,1,9,60,588.719704075544
9,28,11,0,0,6,56,550.8773609864363
7,27,0,1,1,9,55,539.9692388027975
10,32,5,0,0,7,58,563.9921997485139
14,30,6,0,0,8,62,607.2553538926101
10,29,11,0,1,9,58,570.719205293503
12,30,13,0,0,11,60,589.8565794759963
10,34,7,0,0,13,63,610.0719446204625
10,29,8,1,0,7,60,586.082420836284
7,29,8,0,0,12,60,585.79023843773
12,25,10,1,1,9,57,562.3872264687291
16,31,7,0,0,11,66,642.4351902303855
6,29,4,1,0,6,57,557.2900258706379
11,28,6,1,1,9,59,578.1009405302412
10,28,6,1,0,8,56,547.7666850256871
7,29,12,1,1,13,57,556.8400683304773
9,28,7,0,1,6,56,552.0384909413532
14,28,11,0,1,7,59,582.4834246798964
12,29,10,0,1,7,58,569.0674705785596
5,29,5,0,0,13,59,576.4170818066231
13,27,5,1,1,4,55,540.779350530634
8,27,10,0,1,9,58,572.7334293321533
5,28,5,0,1,10,59,577.1927917695048
13,31,1,1,1,8,62,599.2875742017278
10,31,3,0,0,9,60,583.6087973391574
9,32,2,1,0,10,61,588.3980529129524
13,27,5,0,1,8,59,578.4679081062501
10,35,14,0,1,8,63,612.7131571827208
16,31,9,0,0,6,60,586.5976347050607
10,29,1,0,0,8,60,586.4548982460616
11,29,7,0,0,9,62,610.073110391825
9,29,11,0,1,11,60,589.6498611550567
6,31,5,0,0,10,60,584.707461321077
10,30,5,1,0,11,60,582.5449969344301
12,28,4,1,0,12,61,598.0313614417436
5,30,11,1,1,5,54,531.596904120903
7,34,7,0,1,8,61,594.4965152699338
8,29,13,0,1,8,58,570.3156282821973
11,29,8,1,0,10,61,596.8885408757766
11,30,11,0,1,7,58,566.2925130997327
6,32,5,1,0,6,57,555.7718689107768
12,28,7,0,0,5,57,558.9893221932045
10,28,5,0,0,7,55,534.5011773658745
8,30,11,0,0,11,60,588.769299519743
11,28,7,0,0,8,58,569.2270748559499
4,31,5,0,1,7,58,569.2391545183671
10,30,10,0,0,8,56,546.661832462111
9,29,10,0,0,9,57,561.1986652491532
2,27,11,1,0,9,53,524.3820464143848
8,29,9,0,0,9,59,579.7302338499302
11,31,5,0,0,8,61,594.1775411913815
4,25,4,1,0,7,53,526.2028214397554
12,27,12,0,1,9,58,573.4080620554976
11,31,3,0,0,9,60,582.8509346057454
11,32,11,0,0,9,60,585.9727153046565
8,29,13,0,1,11,59,579.6133534775706
8,32,9,1,0,9,58,567.4541807029765
14,25,4,1,1,7,57,561.8382941296593
7,28,7,0,0,9,55,541.8449059818603
8,29,4,0,1,9,57,558.4920248673257
9,29,5,0,1,10,59,576.0294108920438
8,29,7,0,0,7,56,549.948186278047
5,26,9,0,0,11,57,565.0759593874725
7,27,14,0,0,12,57,562.9132537340927
8,30,7,1,0,10,59,576.0143796247379
5,29,7,0,1,11,58,568.6044152248661
11,29,13,0,0,10,59,581.7977729835237
14,29,6,1,1,8,59,575.2098996715237
12,31,6,0,0,9,62,602.929096779413
14,24,5,0,0,7,57,563.7491411902624
8,32,9,0,0,10,60,582.7128496987772
9,29,10,1,1,8,56,552.1057217332867
7,28,12,1,0,4,52,514.0428838390629
8,27,14,1,1,6,56,556.2501880443299
9,24,9,0,0,5,55,546.3430547333923
10,27,5,0,0,10,59,581.4023334735826
8,32,2,0,1,10,62,602.3056485079411
6,31,8,0,0,7,59,578.5060372859954
14,30,10,0,0,10,64,628.3802661147569
9,31,6,0,1,10,61,596.0457364795872
6,29,3,0,0,6,59,579.8223409505887
13,32,9,1,1,5,61,595.6007760692494
11,28,9,0,0,9,59,580.150095085258
12,32,6,0,0,9,64,624.5005457201905
6,25,13,0,1,2,54,540.111038939568
3,29,1,0,1,9,60,586.9221635796065
14,35,9,0,1,6,63,611.540671723856
10,30,5,1,0,4,54,528.6101407881514
9,31,0,1,1,8,59,570.3406522899636
5,30,10,0,1,8,58,568.2819724260595
11,30,3,1,1,8,59,573.9542391610617
13,26,9,1,1,9,56,551.062070937328
4,28,9,0,0,9,58,572.7399674259469
10,29,6,0,1,7,59,578.3978838345224
13,24,9,0,0,9,58,575.1711348729883
5,28,7,0,1,8,56,549.212564505309
15,30,10,0,0,7,60,585.5922461980414
11,33,2,1,0,6,62,602.3530556791311
17,31,11,0,0,9,61,596.9837556100066
11,28,12,0,1,7,59,579.9674887238067
11,29,6,0,0,5,57,559.5593722170421
6,30,6,0,0,11,60,587.9343365406534
6,31,8,0,0,8,60,587.8039712372926
10,31,9,0,1,7,61,597.7642992604925
13,29,10,1,1,11,61,597.9165862999878
12,34,7,0,1,7,61,594.1519874135902
10,30,11,1,1,6,59,579.660524616438
9,30,10,0,0,9,58,570.0728552864715
9,27,7,0,0,9,58,572.6820806363075
6,31,5,0,0,7,60,586.5729570427891
10,29,7,0,0,6,60,590.0255309931948
9,30,8,0,0,6,58,569.7807257911805
5,26,7,0,0,8,55,543.9779932881726
14,30,7,1,0,7,60,586.9499161669794
12,30,0,1,0,8,61,593.7182668747221
10,32,3,0,0,10,62,604.747602679396
11,31,10,1,0,9,61,596.8183136192994
12,31,8,0,1,8,58,563.5060032256384
9,27,11,0,1,9,57,564.2152187154643
3,30,5,0,1,11,58,565.4168077901195
11,30,9,0,0,9,59,577.4164256105654
7,31,5,0,0,3,57,555.5364202281446
6,27,7,1,1,9,56,551.2239574218212
8,31,9,1,0,10,61,595.0887205830087
16,27,3,1,1,11,62,606.6393392398498
9,28,12,0,0,12,60,592.9736473479645
16,28,6,0,0,5,56,548.1187127230594
9,28,12,0,0,9,58,572.0591627947358
13,29,1,1,0,10,60,581.7214753512525
9,25,7,1,0,11,57,561.0175992846309
8,29,9,0,0,8,57,560.7934532906921
8,30,6,0,0,10,61,597.6877094179703
6,31,12,0,0,9,58,571.01623038472
9,32,13,0,1,8,60,587.3126941904815
6,27,5,0,0,8,53,521.322961995777
5,24,4,0,0,10,55,540.8661738835685
11,27,12,1,0,11,59,581.5597801424057
11,28,6,1,0,8,57,557.2870045047694
11,29,6,0,0,5,57,556.4158869354658
12,27,5,0,0,8,57,558.5819548706828
12,30,14,1,1,10,58,570.0964906212869
7,29,7,0,0,10,59,578.1230217804642
9,30,10,1,0,7,58,568.2188332263427
11,32,8,0,0,10,63,614.2593460621496
13,31,8,0,0,6,59,573.4014046613456
10,28,10,0,1,11,59,579.1634178564921
8,30,7,0,0,7,58,567.5280291473459
6,29,7,1,1,12,58,565.409455953004
7,30,6,0,0,12,57,556.5147836806624
14,27,8,1,0,9,59,581.839572514125
11,29,8,0,0,8,59,579.8822610352374
8,32,10,0,1,12,62,603.1377449270516
11,28,8,0,1,9,58,570.9366195819506
10,31,6,0,0,7,60,586.3874273219515
5,29,13,0,0,9,57,564.4363768909501
10,31,7,1,1,7,59,576.2432360277307
8,30,6,1,0,7,59,577.956010192541
13,29,7,0,1,9,60,586.0779233905729
5,33,10,0,0,8,62,606.2477277307461
11,35,7,0,0,5,61,591.403817312949
6,27,9,0,1,9,56,549.1249266242111
4,29,13,1,0,8,57,561.2925257641806
7,30,6,0,0,10,57,554.8334504010761
9,27,8,0,1,10,59,581.7560905823077
6,29,8,1,0,9,58,569.569963594712
5,30,6,0,1,5,55,537.5776242020528
14,33,9,1,1,5,60,584.8452700444326
12,26,5,0,0,10,58,569.1383854828966
11,30,8,0,0,8,59,578.8553787536265
12,22,2,0,0,9,57,568.0193723007574
8,28,7,1,0,7,56,551.6908176002769
8,31,6,1,1,10,59,577.331953835422
17,32,7,0,0,6,64,624.7180219289429
6,27,4,0,1,5,54,531.8448901721165
9,28,8,1,0,9,59,580.6250347088793
9,32,10,0,0,11,65,634.4142216334249
7,29,3,1,0,9,60,587.9133799171865
10,29,10,1,0,10,63,619.3934830104035
4,33,4,0,0,9,57,555.1054316391405
9,27,0,0,1,11,59,577.1372277080252
9,28,8,1,1,7,58,568.1339857358001
3,26,7,1,1,10,55,539.6082735138789
10,33,5,0,0,10,62,600.8919679653578
10,26,6,0,1,10,56,549.740078098232
11,32,14,0,1,9,62,607.8200888390248
8,31,5,1,1,6,58,562.9613320043821
10,28,10,0,0,10,58,570.8402621957392
11,31,11,0,1,12,63,615.3201737210012
11,28,5,1,0,8,58,569.0894434526982
12,31,6,0,0,7,61,596.6910787780857
13,26,8,1,0,8,57,562.2500849713342
13,27,7,1,1,9,57,558.2218554640151
6,27,10,0,1,8,56,550.6429081110919
6,33,7,0,1,9,63,615.2493037967454
14,28,7,1,1,11,63,619.1431787902924
6,28,9,1,0,8,53,521.0763452624586
10,30,0,0,1,8,61,593.8018468448657
10,29,9,1,0,9,57,558.576736006007
6,31,3,0,1,6,56,545.9289669967758
13,31,8,1,0,10,63,614.2552467803924
10,30,11,0,0,7,59,580.4360952544117
9,32,11,0,1,3,57,557.344511107749
8,28,10,0,0,10,60,591.398571625711
13,34,8,0,0,12,66,639.6643470281971
9,33,10,0,0,7,62,606.9492937321171
15,33,12,0,0,8,61,595.7327885222039
12,30,4,0,1,9,59,572.3646192647128
9,30,8,0,1,9,59,575.8360893019913
10,32,10,0,1,7,58,565.8690003518974
13,30,10,1,1,9,59,576.7394667779414
7,32,7,0,0,9,59,573.6234202444118
8,29,13,0,1,6,56,549.5717617110795
6,32,11,1,1,10,62,608.2016049899829
5,31,11,1,0,7,55,537.9909828842106
11,29,5,1,1,8,60,585.726828187229
8,31,9,1,0,4,57,558.6651654824938
11,28,6,0,1,7,56,549.0207289750117
11,29,6,0,1,5,59,578.0452133537686
9,30,9,0,0,9,60,588.8882298007605
11,30,3,1,0,8,57,553.2615086737446
16,30,3,1,1,7,61,592.4944493525261
14,29,6,0,1,6,56,547.6412842862119
12,30,9,1,1,7,57,554.8622712863908
4,22,3,1,1,9,54,538.1162613711274
12,32,8,1,0,9,62,604.3575665127146
11,31,5,1,0,9,59,572.8472393046505
10,30,9,0,0,6,57,560.4442069113231
11,25,9,0,0,9,58,578.574156391898
12,31,11,0,1,8,61,597.4302064051252
11,29,5,1,0,7,56,550.7313555653947
9,32,6,0,0,10,62,602.8982835221569
12,28,8,0,0,6,57,560.9939052416671
8,31,8,0,0,12,60,585.0457636735056
8,28,5,1,1,6,55,539.7304018416093
10,28,8,0,0,7,58,570.8849975142268
11,29,4,0,1,4,55,536.507895252662
12,29,5,0,0,4,60,590.952234826232
9,31,7,0,0,10,60,587.5671003543098
11,29,9,1,0,5,57,559.1206903289616
12,29,10,0,0,8,58,569.9660502799202
7,31,8,0,1,12,58,568.4713903334991
12,35,7,1,0,7,61,590.6123002285651
6,34,6,0,0,9,62,601.9103973461196
10,30,10,1,0,8,61,599.7074038702484
4,31,8,1,0,10,61,600.5039647764744
12,27,9,1,0,8,59,582.3249637272314
8,34,9,1,1,8,60,581.3994768174454
9,27,15,1,0,11,57,563.5396736156675
9,30,4,0,0,11,61,595.0644191780967
3,29,9,0,1,7,56,552.1705860456408
14,28,13,1,1,5,59,583.3328137900687
7,29,11,0,0,10,59,580.9831001822276
7,29,8,1,1,8,56,550.342097377563
12,27,6,0,0,8,58,570.8250624184942
13,35,5,0,0,10,65,625.4670225859627
7,32,9,1,1,11,61,594.1117685394117
7,28,9,0,0,6,55,541.6483920188838
11,31,11,0,0,10,60,586.6669015957619
7,29,6,0,1,15,61,596.2988406966434
12,30,6,0,1,8,60,585.8488832632376
13,31,9,0,1,6,61,595.92001674015
8,28,8,0,0,8,54,530.0634794089672
8,29,15,0,0,8,59,582.8162551139088
5,28,5,0,1,10,57,558.8358312156325
14,30,4,0,1,8,59,575.928578846146
13,33,8,1,0,12,63,613.0759772734871
8,28,8,1,0,8,57,560.2121388528675
7,30,6,0,0,8,58,564.9518669626855
8,31,9,0,0,9,61,596.0102230975905
14,29,4,0,0,8,59,575.1080744280279
5,29,11,0,0,8,59,581.5209774119782
11,29,7,1,0,10,59,577.0367809607607
9,30,5,1,0,11,61,593.6407465332704
10,29,11,1,0,10,60,589.329834205952
14,28,5,1,0,6,58,570.7232269291195
9,30,10,0,0,8,58,568.8696411789556
7,26,11,0,0,6,56,556.514125584079
10,30,7,0,0,9,61,597.8965105385464
11,29,9,0,1,7,59,578.3531637714472
16,31,5,1,0,11,63,610.272461805761
14,33,0,1,0,13,66,635.8606097369722
12,26,10,0,0,8,57,562.7376266854094
15,29,6,0,0,13,61,594.9684644434892
8,32,9,1,1,8,61,594.0711832990676
10,29,5,0,0,9,59,578.8884681285125
9,31,9,1,1,10,58,564.7786729361013
10,31,10,0,1,8,61,599.201591254292
13,26,5,0,0,10,58,568.3711387394632
9,29,5,1,0,10,60,586.8797306505936
4,29,12,0,1,7,55,541.6372107739738
11,30,5,1,0,10,58,565.7473828079745
13,32,12,1,0,10,62,605.4484818929576
11,30,7,0,0,8,58,565.9876889984835
8,30,8,0,1,8,58,567.6970140111994
6,29,11,1,0,8,58,570.8415694505387
9,31,9,1,1,10,61,597.3315025228028
8,27,8,0,0,10,58,571.4859645306987
10,26,5,0,0,6,55,543.6162224577915
12,28,6,0,0,7,57,556.5638472502355
5,32,8,1,1,11,60,586.0341289267709
4,30,5,0,1,9,57,555.1552576734039
8,30,2,0,0,10,58,563.4415042989586
10,29,8,0,0,7,57,560.3466549640315
11,29,7,0,0,8,63,616.2204386551435
6,27,10,1,1,6,55,545.0995957137177
12,32,4,1,0,9,62,602.1531541915554
10,31,9,1,1,6,58,566.536268461379
10,29,8,1,0,10,56,550.7777117031362
11,29,7,0,0,12,61,597.9665977584107
6,30,11,0,1,10,57,556.6219252391668
8,32,10,1,1,12,61,592.8775108434781
5,33,8,0,1,10,62,602.4746838136998
10,30,3,0,1,10,59,573.4459363713643
12,30,8,0,0,7,60,586.8400862926902
9,28,3,1,0,7,55,538.3832058114433
9,30,7,0,0,9,62,608.2478218421815
8,26,4,0,1,9,55,540.5210190684948
7,31,3,1,0,8,60,583.7075295500839
12,31,9,0,0,10,63,616.2661961712939
9,31,13,0,0,6,58,569.0792646435353
9,29,10,0,0,9,59,580.2935893278515
13,29,11,0,0,8,62,611.7532097628138
7,30,12,1,0,7,56,549.8652964962718
12,30,3,0,0,9,62,605.6741333410623
9,29,4,0,1,7,58,570.2301189516044
14,32,8,1,0,10,64,624.258426726447
11,31,11,1,1,9,61,596.6591810906881
15,29,5,1,1,8,60,587.5719326494955
7,29,6,1,1,5,57,556.7149024946552
7,31,6,0,0,4,58,569.1558914685213
8,24,12,1,1,8,52,516.0097833668719
5,28,5,0,1,11,57,557.2474893600033
9,31,6,1,1,8,61,596.7838309523006
12,28,9,0,0,11,60,590.5138675321782
12,32,7,1,1,8,60,580.3072065715785
5,32,10,0,0,9,60,584.6373485878752
14,27,5,0,0,9,58,569.3589793306963
9,32,6,0,0,8,59,575.3872793141475
11,31,12,0,0,8,60,586.6343937363274
8,30,10,1,0,9,61,599.0133665018164
