education_years,job_tenure_years,is_union_member,has_dependents,received_training_invite,attended_training,annual_income
1,3,0,1,0,0,44.307330993221846
0,3,1,1,0,0,44.99996358146237
0,2,1,1,1,1,47.92497958726677
0,3,0,1,1,0,44.57226461924864
8,2,1,1,1,0,40.62111885529939
3,2,1,0,1,1,46.30657805819204
4,2,1,1,1,0,42.82898808109153
0,2,0,0,1,1,47.21518756221233
4,3,0,0,1,1,45.33975834556377
5,3,0,1,1,0,44.35040827392045
5,3,0,0,1,1,45.60101289793114
2,3,1,0,1,1,45.20104264035037
6,3,1,0,1,1,43.89423852054369
-1,2,1,1,1,1,50.10448881441879
0,2,1,0,0,0,43.39098412157843
6,2,1,0,1,1,42.51396657869991
1,2,1,1,1,1,46.78807934963231
4,2,1,0,1,0,41.12619475893207
1,3,1,0,1,0,45.02587185927357
8,2,1,1,1,0,40.88696110218406
6,2,1,0,1,0,40.00819595776615
3,2,1,1,0,0,42.4449955630769
4,2,0,0,1,0,41.04009170801288
5,3,0,1,1,1,44.77543556868254
7,2,1,1,1,1,45.569987842441
4,3,1,0,1,0,42.33461179797503
6,2,1,0,0,0,41.91647233734958
3,3,0,1,1,1,46.22202660863782
5,3,1,0,1,0,40.950718170107805
6,3,0,1,1,0,41.83273299596173
2,3,0,1,1,0,44.12742946019791
7,2,0,1,1,0,41.225114343022014
2,2,0,1,0,1,47.78763007466685
2,3,0,1,0,1,47.505210443965865
7,2,1,1,1,0,39.5284711138654
5,3,1,0,1,0,40.79911326878833
7,2,1,0,1,0,40.22634139790827
0,2,0,0,0,1,47.12407377360263
6,3,1,0,0,0,39.29100128703593
7,2,1,0,1,1,43.4927015477738
2,4,1,1,1,1,45.04879366301186
4,2,1,0,0,0,43.47852394184508
6,3,0,1,0,0,42.62006329503393
2,3,1,0,1,1,46.2459674676817
3,3,1,0,1,1,44.08429151592616
0,2,1,1,1,1,47.71819264411076
6,3,0,0,1,1,43.50979059458966
2,2,0,0,1,1,45.68810924494527
2,2,1,1,1,1,48.78795718253571
3,1,1,0,1,1,46.7345571381021
0,3,1,1,1,0,44.62684912717093
6,3,1,1,1,0,41.93753322713563
5,2,1,0,1,1,45.13929358936816
5,2,1,1,0,0,43.30643839510296
3,3,1,1,1,0,42.48685089687724
8,3,0,0,0,1,41.96008221396233
7,3,1,0,1,0,39.89013176638239
5,2,1,1,0,0,40.99787236483749
0,2,0,0,1,1,47.57648165699087
1,2,0,0,1,1,47.04273264492378
6,2,1,1,1,1,45.1929741595306
5,3,1,0,1,0,40.43424887638192
1,3,0,0,1,1,46.32324248288793
1,3,0,0,0,0,43.03681739792804
4,3,1,0,0,1,45.865036797292845
2,2,0,0,0,1,49.45190523269603
1,3,0,1,1,0,45.690607439840704
8,2,1,1,1,0,39.34688683818741
2,3,1,1,1,1,45.18810765388074
4,3,1,0,1,0,42.16730668623749
4,2,0,1,0,0,43.34332108771257
1,2,1,0,1,0,44.257474991230495
4,3,1,1,0,0,40.26167381055963
3,3,1,0,1,0,39.54428076736889
0,2,1,1,1,0,44.456921021143046
4,3,0,0,1,1,43.93630097237048
4,1,0,0,1,1,49.702513836072846
2,2,0,0,0,1,47.87667460850077
5,2,1,0,1,0,40.866341611290615
3,1,1,1,1,0,44.405725451566106
8,2,1,1,1,0,39.4334924311061
6,3,0,0,1,1,42.4511541998294
2,2,0,1,1,0,45.08517153721415
3,1,0,1,1,1,49.14440420598501
7,3,0,1,0,0,40.478401614533546
2,3,0,0,1,0,41.436594505176046
5,3,1,1,1,0,41.51448160095153
5,3,0,1,1,0,40.40959761087294
4,3,1,0,0,0,40.93206429159847
0,2,1,0,1,1,47.258384852766845
5,2,0,0,0,0,41.76199567712715
4,3,0,1,1,1,45.407317671241486
5,1,1,1,0,1,47.29738892510493
2,2,1,1,1,1,48.13771529673717
5,3,1,1,0,0,41.33898249442424
5,3,1,0,0,0,40.01848371049148
2,3,0,1,1,0,43.40538808240103
6,3,1,1,1,0,41.45652398628585
2,2,0,0,0,1,46.9330638577903
7,3,1,1,1,0,41.40649764882278
4,2,0,0,0,1,46.580260424208014
1,3,0,0,0,1,47.702296301878334
2,3,0,0,1,1,46.496068179995085
5,3,0,1,0,1,45.41375782254579
2,2,0,0,1,1,47.91077768265868
5,3,0,0,1,0,41.456698088588055
3,3,0,1,1,1,44.40063502267631
6,2,0,0,1,1,46.26692347646442
4,2,0,0,1,1,47.90928452234876
4,3,1,0,1,0,39.266547759135655
2,2,0,0,0,0,44.71459039693847
2,3,1,1,1,0,43.88953803909375
3,2,0,0,1,1,48.05053692293468
1,3,0,1,1,1,46.27285429718629
2,2,1,1,0,0,42.81502743837307
1,2,0,1,1,0,45.70907837585892
4,2,1,0,1,0,42.284240794531854
5,3,1,0,0,0,40.19929058696884
4,2,0,0,0,1,46.47526726068495
4,2,1,1,1,1,45.1476848764114
4,3,1,0,1,0,40.18769095583997
5,3,0,0,1,1,43.84855953972319
0,2,1,1,1,1,46.92308210262463
-2,3,1,0,1,1,48.12510193752222
9,2,0,1,1,1,44.09933811455955
0,2,1,0,0,0,44.22031697035713
2,3,1,0,1,1,48.62359277092235
2,2,0,1,0,1,47.68413666496745
4,3,0,1,1,0,43.92022146301365
3,2,1,0,1,1,47.86468431327782
3,1,0,0,1,1,47.0959220679585
4,2,1,0,1,1,45.56170895467481
3,3,0,1,1,0,42.33040279873968
6,3,1,0,0,0,38.39459348140299
3,2,0,1,1,0,44.91792143360336
3,2,1,0,1,1,45.73381438512427
3,2,0,1,1,1,45.25525194137729
1,4,1,1,0,0,41.42396545291746
4,4,0,0,0,0,40.37304886463369
4,2,1,1,1,1,44.715918406911314
5,2,0,0,1,1,44.74768296517562
2,1,1,1,1,1,46.64633309863592
2,1,0,1,0,1,48.72120696870785
3,3,0,0,0,0,42.915894093393646
8,3,1,1,0,0,39.53543031400553
3,3,1,1,0,0,43.21761835199335
3,3,1,1,1,1,44.71653633883238
6,3,1,1,0,0,41.63205822417269
7,3,1,1,0,0,39.53689874301018
3,3,1,1,1,0,41.69451231367117
2,4,1,1,0,0,41.85399251595647
8,3,1,0,1,1,44.17460024206829
4,3,1,1,1,0,41.44183844753432
4,3,1,0,1,0,41.20193286486624
1,2,0,0,0,1,46.4298550315383
3,3,0,0,0,1,45.456211660787375
6,3,0,1,1,1,45.60551583276476
2,2,0,0,1,1,47.72295245967711
3,2,0,1,1,1,47.47454758821878
4,3,0,1,0,1,45.440108414097146
3,3,1,1,0,0,40.66020905053932
4,2,0,0,0,1,46.99081705270218
1,2,0,0,1,1,46.65884032563582
4,3,0,0,1,0,43.093704663129394
1,3,0,1,0,1,48.16833797215016
1,2,0,0,1,1,48.78429558615138
1,2,1,1,1,0,43.13210217872721
5,3,0,1,1,1,45.48034417307556
3,3,0,0,1,1,45.92467574478983
1,3,1,1,1,1,48.59142661054032
3,2,1,1,1,0,43.35440281952216
5,2,0,0,1,1,45.70502000931947
2,4,0,0,1,1,44.90954069602417
4,2,1,1,1,0,42.50719809519551
1,2,1,1,1,0,44.72510409216373
4,3,0,1,1,0,41.562982433111024
5,3,1,1,1,0,40.46746288279518
9,2,0,1,1,0,41.84595982286091
5,3,1,1,0,0,41.90154672357202
1,3,0,1,0,0,42.34224343512321
3,4,0,1,1,0,41.62708949096451
4,3,1,0,0,0,40.58488938461737
3,3,1,1,1,0,42.92545701105546
7,2,0,0,1,1,45.29748424331876
4,2,1,0,1,1,46.22218547739349
4,3,0,1,0,0,43.382318023469445
4,3,0,0,0,0,41.09243704820649
7,4,0,1,0,0,41.60993080846263
4,3,0,1,1,0,42.31068660796337
4,2,0,1,0,1,46.32711374935022
5,3,0,1,0,1,46.01853686238735
4,3,0,0,1,1,45.46268319271804
5,2,1,0,1,1,44.39449914029776
4,3,1,1,1,0,40.280701515626326
5,2,1,0,0,0,41.82311636316512
3,2,1,1,0,0,43.75102720785266
7,3,0,0,1,1,44.77460185392096
2,3,1,1,1,0,41.64016145376134
3,2,1,0,1,1,45.94108204424477
0,3,0,0,1,1,48.24092310395633
6,3,0,0,1,1,43.47850563703477
6,2,1,1,0,0,41.52508508903352
4,3,0,0,1,1,46.29446742709974
1,3,1,0,1,0,42.46813054541598
2,2,1,0,1,1,47.78730678822803
3,2,1,1,0,0,43.23820122418662
5,3,0,0,0,1,45.75306574040219
5,3,0,1,0,0,43.4747919658003
2,3,1,0,1,0,44.19629883172701
5,3,0,0,1,1,45.26232322873765
5,2,1,0,0,1,46.03392121506074
3,3,1,0,1,0,42.9562983883173
7,2,1,0,1,0,39.8220993609186
2,2,1,1,0,0,46.82648180730763
4,3,0,0,1,1,45.28919447125819
9,2,0,1,1,1,43.75565205425941
4,2,0,0,1,1,47.43023544823349
6,3,1,0,0,0,38.89605307468632
3,3,1,1,1,0,41.93139503458321
7,3,0,1,1,0,41.788934813985335
4,3,0,1,1,1,45.88010516978897
0,2,0,1,1,1,46.77587025268591
4,3,0,1,1,0,43.38125490128658
3,3,0,1,1,1,45.73845708395682
6,2,0,0,1,1,46.18876289880982
2,3,1,1,1,0,42.57867705869877
5,3,0,0,1,1,47.14407011240797
4,2,0,0,0,1,46.772989018383065
1,3,0,1,1,0,43.006159489849495
1,2,0,0,0,1,47.13577892228824
4,4,0,1,0,1,44.21058927756584
1,2,1,0,1,0,43.902234405696944
1,2,1,0,1,0,43.90705836811724
5,2,1,1,1,0,41.46358782760223
6,2,0,1,1,1,44.95327215663468
5,2,1,0,1,0,42.3717564763209
6,2,1,0,1,1,44.974198353760855
0,2,0,1,1,1,46.83212530202235
3,1,1,0,0,0,42.56656676872873
0,2,0,1,1,0,45.148236537546175
0,2,0,1,1,1,49.62622408899591
8,3,0,1,1,0,39.11906569911073
1,4,1,1,1,1,45.2357871982203
4,2,0,0,1,0,42.93352505972384
5,3,0,0,1,1,43.94179807118857
4,3,0,1,1,0,42.15252301248498
5,3,1,1,0,0,40.085727392724266
4,3,1,0,1,0,40.34226671607167
6,2,1,1,1,0,42.21202982886327
5,3,0,1,1,0,43.55987334143093
0,3,0,1,0,1,47.25413532170825
4,3,0,0,0,1,45.603949034756354
1,2,1,1,1,1,48.113076501495854
2,3,1,1,1,1,45.73414102972515
3,3,0,1,1,0,42.67424677651423
2,3,1,0,1,0,42.94927643032918
4,3,0,0,1,1,44.17320780297021
6,4,1,0,1,0,40.104531944182845
4,3,1,0,1,1,42.40405597695153
1,3,0,1,1,0,45.90873207678331
0,2,1,0,1,1,46.660202614552325
5,2,0,1,1,0,40.6191886106252
0,2,0,0,1,1,48.81510136381181
5,2,0,1,0,0,43.32700145789977
6,1,1,1,1,0,41.354046452006166
3,2,1,1,1,0,41.99519059979057
0,2,1,1,1,0,44.17982643801879
1,2,1,1,1,0,43.865933390804734
3,2,1,1,1,1,46.46187333499319
9,3,0,0,0,0,38.902974995061086
3,2,1,0,1,1,46.41299828558119
4,3,0,0,1,1,44.28188345233498
3,3,0,1,1,1,46.14571116683885
3,3,1,0,1,0,40.8959966114861
3,2,0,1,1,1,47.01478221521802
3,2,1,1,0,0,42.54561581789884
2,3,0,0,1,1,47.73489419634721
3,3,1,0,1,0,42.81666232610049
5,2,1,0,1,1,45.242904705425794
2,3,0,0,1,1,46.2413406642363
5,3,1,1,1,0,41.16538486827663
3,2,1,0,0,1,45.67390563386931
3,3,0,0,1,1,46.8791301167648
5,2,0,1,1,1,44.75686044569812
4,1,1,1,1,1,47.381913573682745
1,3,0,1,1,1,49.15335786343402
3,3,1,1,0,0,40.122179437423696
4,3,0,0,1,1,45.58351112739633
3,2,1,1,1,0,42.82569649040526
0,3,1,1,1,1,46.87722975936487
2,2,1,1,1,1,47.98872041097844
10,3,0,1,1,0,37.89392061813243
2,2,0,0,1,1,47.60692548109893
5,2,1,1,1,1,46.36617126717119
2,3,1,1,1,1,46.41041864788828
0,3,0,0,1,1,46.1540471284092
5,3,1,1,1,0,40.393337614527006
2,3,1,0,0,0,40.22067027179516
2,1,1,0,1,0,44.847037219906966
5,2,1,1,1,0,43.5373495208798
7,3,1,1,0,0,39.91321375219567
2,3,0,1,1,1,46.035758682368446
2,2,1,0,0,1,46.65147471037132
5,2,1,0,1,0,40.79340770369135
2,3,1,0,1,0,41.31746082343898
