individual_age,individual_income,gender,minority_status,credit_score,housing_subsidy,home_ownership_rate
12,6,0,0,25.18648624185403,1,17.56806124146725
10,7,0,1,23.86535277784478,0,7.87076194437148
9,9,0,0,22.497249167334648,0,6.4301792570108764
4,4,0,0,24.781526204135336,0,9.95873660206031
8,6,0,0,22.81492694575321,0,6.540669410019727
12,3,0,0,26.82613711159951,1,18.35784792976698
10,4,0,1,26.544502981870263,1,18.111390266313503
6,4,1,0,22.74934871960429,0,6.486284479594133
-2,5,0,0,24.69299323321488,0,8.61551739585446
6,5,1,0,22.25642899768255,0,6.732457520980576
8,7,0,0,25.202437907748912,1,15.851513036975106
10,6,1,0,24.27613542139549,0,9.08890809566939
4,6,0,1,22.004819911677785,0,5.690294394308598
5,5,1,0,23.46107391625413,0,8.118268391359134
12,5,0,0,26.905364240187453,1,18.348800920770827
0,9,1,0,23.352916252485198,0,7.513178937810865
4,5,0,0,21.23492761133708,0,3.5857990502774992
9,5,0,0,28.47873887081174,1,18.791956142056684
6,4,0,0,24.542130566083745,0,8.772304028693453
13,2,0,0,27.799660284937488,1,19.43834623336198
7,6,1,0,22.3830848237667,0,6.541381866797983
1,5,1,0,29.26205456331758,1,19.591362864001194
11,7,0,0,24.718252060030174,0,10.9885786757499
7,8,1,0,26.92596683302354,1,17.563479129822266
5,4,0,0,25.16152649048194,1,17.145738232948844
6,6,0,0,23.32058137243009,0,7.994045686950862
10,4,0,1,26.09653893698475,1,17.451222479218984
9,5,0,0,24.58456400972738,0,9.875512509847882
6,7,0,0,25.71621915635576,1,16.72490398326504
7,8,0,0,28.4423251834119,1,19.1091649125807
8,4,0,1,25.702856125765635,1,16.749613277533456
5,4,0,1,25.873604008669144,1,16.18890390025639
6,2,0,0,25.28714322062304,1,16.847758771403655
10,3,0,0,22.26800224746855,0,5.971743277324815
11,5,0,0,25.12488436098558,1,16.65288310856463
6,8,0,0,27.77321841542051,1,18.63691296679261
6,8,0,0,22.773019761556583,0,6.549306322646474
8,5,0,0,24.93976155317312,0,10.334100961084918
10,5,0,0,22.60129768380684,0,7.136954708276504
8,4,0,0,25.169373295574168,1,17.400577714456542
6,6,1,1,24.56608172252458,0,8.582314008750886
9,6,0,0,22.117808196489637,0,5.7713967914065325
6,7,0,1,28.88108710530248,1,19.30827362906236
7,5,1,0,23.65394004989628,0,7.826561658860225
9,6,0,0,24.259592773060994,0,9.222601652418154
3,4,1,1,27.84845959411292,1,18.08749900731098
4,7,0,0,23.883911735591997,0,8.746077447500738
7,7,0,0,24.546844696253935,0,9.83293557546281
11,6,1,0,24.150144159232084,0,8.470938651099411
13,6,0,1,22.648792064403327,0,7.304688592951562
12,5,0,1,26.258292726722463,1,17.465212635633055
6,6,0,1,24.279050553124968,0,8.913100918861417
10,4,0,0,23.928684397842567,0,9.286870858289063
9,8,0,0,24.86613919910916,0,9.588401562417594
4,6,0,0,21.938960403747508,0,5.338047077949221
8,5,1,1,26.092972593964472,1,17.254937684930425
10,7,0,1,21.990450360969007,0,5.256607688054075
13,5,1,0,24.483646971039114,0,9.652479821746166
6,4,0,1,24.991450243653095,0,9.867773786096738
9,5,0,0,23.6320722516124,0,7.832750074683258
5,4,1,0,22.33428929303707,0,5.606705001813176
6,6,1,0,24.43606635090496,0,9.528326196563071
4,6,0,0,24.252128530480974,0,8.667559536569645
10,5,0,0,22.868208144708305,0,7.003032189235308
2,6,0,1,24.458613828367277,0,9.534881550569386
10,6,0,0,22.45936244109639,0,5.858053175368497
2,5,0,0,23.802164323122188,0,8.11289664952837
5,6,0,0,26.378957094158668,1,16.88278294017253
4,5,0,1,24.17439137191434,0,8.320904664167134
11,4,0,0,23.312148021064736,0,8.073758351168047
10,6,0,0,21.858157861544544,0,5.9845164598043485
0,8,1,0,26.393974485928915,1,17.429058481529427
5,5,1,0,23.758801573853432,0,8.691599067570413
5,6,0,0,22.81724506636971,0,8.537038322928613
8,5,0,0,21.840560057394185,0,4.432441227597204
5,4,1,0,24.74186948087563,0,9.821925832094228
9,5,1,0,27.584720180016237,1,18.74988734642745
13,7,1,0,28.88387098973325,1,19.58129143709296
7,5,1,0,25.30823856904196,1,17.738836310052275
9,4,0,0,22.497058877608257,0,6.1250678246703405
10,5,0,1,23.304834014563777,0,7.807883381069573
10,7,0,0,25.712111490703595,1,18.32344063290748
5,6,0,0,28.10123770927053,1,18.504699260450053
3,4,0,1,21.47846614609937,0,5.027601364522517
8,3,0,1,25.90245753687844,1,16.83497881607743
3,3,0,1,26.821728908635382,1,18.60568167249249
5,4,0,0,26.85871268663046,1,18.723214098285517
10,9,1,1,27.39491350614811,1,19.38768154135641
12,6,0,1,23.487245466690165,0,8.212088021316635
7,6,1,0,25.737535666457678,1,16.284008068475632
9,5,1,1,24.51705942386011,0,10.436010226493568
5,5,0,0,25.94380714831245,1,18.001407095659804
7,2,0,0,27.27610287352204,1,18.84134545849978
12,7,0,0,23.71249816281549,0,7.868639335338173
5,4,0,1,28.8827198501856,1,19.170442439458803
0,6,0,0,25.91361180412498,1,16.25002329446222
6,5,1,0,25.51831072098672,1,16.246901228394567
7,7,1,0,25.450959446006312,1,16.611428559273655
6,4,1,1,25.77309984244609,1,17.32466412745462
13,6,0,1,23.63932815502707,0,7.984009393006133
2,4,1,0,27.311214621009903,1,18.34762491187517
7,6,1,0,25.285827148955637,1,16.51057484772982
9,6,0,0,26.288342504484483,1,17.870207707509806
9,3,1,0,25.227848912329723,1,16.69010180356905
6,4,0,0,23.97021910317027,0,8.872042507319508
7,5,0,0,22.65206543652899,0,6.5471072286673
15,5,0,0,27.18440189367716,1,18.301654748098283
6,6,0,1,27.044715227644225,1,18.05030364087337
9,7,0,0,22.80097388695925,0,7.570947890813016
8,4,0,1,26.818632054146263,1,17.519626381679046
2,5,0,0,25.11937217506889,1,16.002753322073765
1,5,0,0,24.47009693474125,0,8.879815919921386
6,2,0,0,25.81187351690781,1,17.439135904643766
7,6,1,1,24.95342496055289,0,10.014500505085898
7,4,1,0,27.942160094288365,1,19.487673294034224
9,7,0,0,28.861494492594755,1,19.25094807889305
7,3,0,0,22.990922055893627,0,6.274922182232801
7,2,1,1,26.427767100246054,1,18.213368603452192
5,8,0,0,23.961909906235675,0,8.063386748682241
5,6,0,0,24.51613321601464,0,9.420550031194278
4,4,1,0,22.753184407562767,0,6.402472581468672
7,8,0,0,27.33344676724536,1,18.37738307047553
9,5,0,0,22.133275898967952,0,6.461715818363055
13,5,1,0,24.86289027651676,0,9.976191700783843
7,5,0,0,26.56148772891185,1,17.72988885736303
6,7,0,0,25.290117611260012,1,16.920843926163677
6,3,0,0,26.23094642308148,1,16.940694489410447
11,4,0,0,22.2884422430304,0,5.873164730174935
7,5,0,1,27.158904546976476,1,18.065155624993725
9,6,0,0,28.355603499147804,1,18.69715252766239
5,6,1,1,24.008440941758543,0,8.860850623109098
2,5,0,0,28.240513827395738,1,18.85105307688151
8,5,0,0,24.737289263193556,0,10.127063482040729
8,5,0,1,24.7703317639925,0,9.810522488743043
6,6,0,0,24.219812791464676,0,8.945030217481845
6,6,0,0,29.98610140391391,1,20.65745001711986
7,6,1,1,23.24672095767071,0,7.218213156448435
10,7,0,0,24.492928786167194,0,10.006127661545248
14,5,0,1,24.30521486245432,0,10.063237860740184
6,5,0,1,26.03702433065079,1,16.947148416044435
3,7,1,0,21.197945835254377,0,4.674706637697228
2,4,0,1,30.459209543802007,1,20.664205496979356
6,6,0,0,27.906042355028024,1,19.00681209786879
6,5,0,0,26.03862717800625,1,16.808193925510228
3,4,0,0,21.969800371448382,0,5.225684026280454
9,5,1,0,19.398900888653355,0,1.8645639046757
7,3,0,1,25.235941136768798,1,16.153252018895618
0,5,0,0,25.10513396948036,1,16.54413012976398
8,5,0,0,25.63322447051731,1,17.31734367900012
5,5,1,0,26.08176937348996,1,16.368500652117213
10,7,0,0,25.165627902398917,1,16.91824033812725
6,4,0,1,23.82607066623808,0,7.479549617846512
7,5,0,1,25.543332987454267,1,16.409570646057784
11,5,0,1,25.14762691692121,1,16.754415300476353
7,3,0,1,27.335264179190595,1,18.44547633386284
9,6,0,0,26.195167304045924,1,17.90179065701533
4,5,0,0,25.09291369500689,1,16.637647986344184
6,6,0,0,26.519181921603103,1,17.63190324262434
9,3,1,0,22.994420604712147,0,7.569662789335867
6,5,1,0,22.763326227678427,0,7.660641257850102
7,6,0,0,28.28933726073599,1,18.86406000572988
6,4,0,1,24.75303406089092,0,9.126669519744189
5,8,1,1,26.0516166912444,1,16.828793582461266
10,5,0,0,25.041247379289207,1,17.133062028008766
5,5,1,0,24.553952554492493,0,9.122835128581798
6,4,1,0,22.0013162173128,0,5.789928131328696
7,5,1,1,23.789771765795507,0,9.400697653659712
5,6,1,1,24.70747955428143,0,9.205330915679122
8,5,0,0,24.368149087774395,0,9.667655999719187
10,4,0,1,27.35412179394988,1,18.227608011187087
8,3,0,1,25.076464413614172,1,15.716277984573686
18,8,0,0,24.80199278807885,0,10.356625979968332
9,10,1,1,24.576135208983885,0,9.12549694370731
7,6,0,1,23.804112499157185,0,9.077341272451337
3,7,0,1,20.74075127517805,0,3.682113492998466
4,7,0,0,24.55597709482943,0,9.004070107314597
4,6,0,0,20.87498881165395,0,3.9646665948020834
1,4,1,1,28.79817980868184,1,18.90128038014084
7,9,1,1,22.08226297945793,0,4.943542016687708
9,5,0,0,23.31577409749785,0,7.8109942401984735
8,6,0,1,25.182813419021223,1,16.699883301975294
6,6,0,1,21.123665497082182,0,3.9259183855831328
6,8,0,0,26.13306073499272,1,16.738064871930206
9,7,1,0,24.083884949653847,0,9.31427724268274
5,5,0,1,22.899221131922307,0,6.607880103038878
11,4,1,1,22.3741880426288,0,5.8272114837344375
9,4,0,0,23.06852169646657,0,7.122699926390383
2,7,1,0,24.247985038394965,0,8.7989053988857
10,7,0,0,24.09019617354208,0,8.782542334307355
7,5,0,1,26.59749291369557,1,17.894069845684825
10,5,0,0,26.395411653399396,1,17.80108034154671
5,8,0,0,25.22376757653072,1,16.20186756948568
9,5,0,1,23.596686397983063,0,8.405328710161228
6,8,0,0,23.997950703164157,0,8.294805546734066
9,6,1,0,25.30140869056505,1,16.294912685800977
10,5,0,1,28.71522443777951,1,18.819124817256817
4,5,1,0,22.84074248548836,0,6.853641276772566
10,3,0,1,26.506743533304974,1,17.559393877164624
4,7,0,1,20.14015096477643,0,2.965682872150908
-1,5,0,0,24.082235710236876,0,8.653671197533116
7,4,0,0,29.41400904533138,1,19.79466339572261
7,8,0,0,23.681362829513137,0,8.45751903316975
4,6,1,0,25.35775646200228,1,16.156844582179417
11,7,0,0,22.708409527169675,0,6.778794303526686
9,6,1,1,24.55042323662521,0,9.509811914932047
6,5,0,1,26.3017015393069,1,17.57943580611161
8,3,1,0,25.947855272878293,1,16.63435673511745
11,6,0,1,25.45590714398035,1,17.011264685974357
10,4,0,0,26.74853932596004,1,17.06981604449505
6,4,1,0,26.66679756727953,1,16.890228769926694
4,6,1,0,24.178763761482283,0,7.925028688013214
5,3,1,0,26.26444870195095,1,17.46214615154432
5,3,1,0,22.72135461747137,0,6.890467313244942
13,8,1,1,26.89941636041722,1,18.648674815548315
9,7,0,0,28.076113650729024,1,18.495440060889575
8,5,1,0,24.079197213617825,0,8.535298799932871
4,7,0,0,27.00399451832638,1,17.400953586836053
5,3,0,1,25.55699139970475,1,15.676450207771277
6,6,0,0,25.49840055042238,1,16.70304732588519
5,6,0,0,22.31859855389053,0,5.836086439956529
11,5,1,1,23.594749091240725,0,8.734633240683648
9,7,0,1,26.08126262601172,1,17.981428684150426
10,7,1,1,23.87354840967169,0,8.534198459347207
7,4,1,1,25.38414874848385,1,16.85765247571577
6,7,0,0,24.81183653652661,0,9.97757451301288
14,6,1,1,24.41818067073194,0,9.92344816833439
10,2,0,0,22.241331778422577,0,6.407693620313573
8,4,1,0,22.16313732257311,0,5.912515053049152
3,7,1,0,24.12554703967001,0,9.02009681452771
0,8,0,0,23.6428923288441,0,8.49790214576277
11,6,1,0,27.94986882544859,1,18.559766900677356
7,5,1,0,24.36519344187097,0,8.477074318250612
10,3,0,0,26.92336232247288,1,18.54209870867089
8,6,1,0,29.28783026092742,1,20.927986759371247
11,8,0,1,24.11470066348837,0,8.61699295904655
6,6,0,0,21.65582928798466,0,5.024562141584532
4,6,0,1,22.71583033026841,0,6.169752902735372
7,7,1,0,23.66962810759352,0,8.091269466957696
5,7,0,1,26.592885646270886,1,18.10685587545039
7,6,0,0,26.03265234729132,1,16.38278787826453
4,9,0,0,25.51200658855745,1,16.548932566402705
11,5,1,0,29.01544324244502,1,19.901125049476025
12,9,0,0,25.85809325236708,1,17.588650722302596
11,9,1,0,27.21157776773445,1,18.49426801129363
6,7,0,1,26.192777975001967,1,17.147001220420133
5,5,0,1,28.21282953593219,1,19.395264561515475
8,5,0,0,25.446607707010088,1,17.179330108453296
7,4,0,0,26.33777488993045,1,17.263140666003164
2,6,1,1,25.321864183043385,1,15.667605113253112
4,4,1,0,25.557020219476996,1,17.195767513587963
4,8,0,0,27.73227809122429,1,18.089824734184795
12,3,0,1,24.71743504913522,0,9.821579758957872
5,1,0,0,25.519818479289544,1,16.180422814338794
5,5,0,0,27.63801421822769,1,18.945232948832636
8,5,1,1,22.784896041957914,0,6.2750804067922505
9,6,0,1,23.60168079211608,0,8.232509334507808
4,7,0,1,26.91312647508185,1,16.728729779883864
4,6,1,1,25.386028525263413,1,16.836448159482828
11,6,0,0,24.533100837728277,0,9.431804047059792
7,6,0,1,23.60919105228901,0,8.457041697463058
7,4,0,1,23.761149377422942,0,8.589611822775073
8,8,0,0,24.57926274775568,0,9.82651788280797
13,6,0,0,23.612691265633764,0,9.36995243458628
9,5,0,0,20.810997625029984,0,3.250257349845457
7,5,0,0,24.02277498044265,0,8.394166540599775
6,5,0,0,25.07838588684185,1,16.442363376492395
6,6,1,0,22.557955779505235,0,6.469777712410159
2,6,0,1,24.07890300285224,0,8.061180381460753
3,6,0,0,23.67047324826541,0,8.955316501480173
11,4,0,0,22.886692080579486,0,6.600093220273324
8,4,0,1,23.981548238787862,0,9.021187303429306
4,6,0,0,28.72529031341086,1,19.05510205805562
3,6,0,0,24.14699919534708,0,9.427768900272364
8,5,1,0,23.54901513013203,0,8.19180024210586
7,6,0,0,24.58743682638213,0,9.102050388124434
1,8,1,1,23.0597727436444,0,6.781430057464259
12,5,0,0,22.843890943120037,0,6.784197470570849
6,6,1,0,26.1147536713148,1,16.74679749647568
6,5,0,1,26.982193958364583,1,18.878254134703344
9,4,1,0,24.63195020430772,0,10.513937593207514
10,6,0,0,28.320943043552937,1,19.478599127681207
4,3,1,0,23.005121241059253,0,6.17105108742419
7,7,0,1,26.140326644002386,1,17.287982262887475
9,6,1,0,24.12672104422281,0,9.562827322010042
8,7,0,1,24.731611950183662,0,9.810279800254822
7,6,0,0,24.74783014046452,0,10.153250229302266
3,5,0,0,23.978889345317587,0,8.252695972147173
7,7,1,1,26.39282476121809,1,17.380279422786092
8,2,0,1,26.03437038081697,1,17.524782654322166
4,5,0,0,24.87636334666894,0,8.94102284629286
4,7,0,1,26.459714056478173,1,17.301210770809632
5,5,0,0,27.265135235546712,1,18.09094438728258
8,6,0,0,25.753187249708933,1,16.235885649539515
12,7,0,0,24.560411866392432,0,10.491412830879462
9,7,0,0,24.0800892868992,0,9.077581525919834
8,3,0,0,25.526895499232054,1,16.848407915887464
6,7,1,1,23.23476623613657,0,6.506742483583849
2,3,1,0,29.56623435892495,1,19.487993164040216
7,7,1,0,22.78357798121457,0,6.276108852092945
5,6,1,0,25.4140511675376,1,15.93330954141595
7,3,0,0,26.926830501329484,1,18.02232745358152
10,3,0,0,26.336295461134103,1,18.700219972844344
11,8,1,0,23.323699924521264,0,8.400173445110518
10,4,1,0,22.374362550653373,0,6.860841894157892
6,6,0,1,25.582385636455296,1,17.111413249075884
10,5,1,0,26.87451397144949,1,18.541352714290056
1,6,1,0,24.95317752013989,0,9.584291818301612
0,6,1,1,22.82571920551502,0,6.329161349888415
4,5,0,1,22.52268945211383,0,7.037087424782014
13,4,0,0,23.39548353387364,0,7.560709461875514
4,7,1,0,23.539889078727185,0,7.983838060387119
10,5,1,1,24.497526726905917,0,8.979046618956847
1,6,0,1,26.626326422161146,1,17.116320128800297
5,4,0,1,26.22884289820679,1,17.419955814918836
10,7,0,0,24.362255310024214,0,9.07581266277567
6,5,0,0,23.55252029654628,0,8.610647678873832
6,6,1,0,24.346152328522564,0,9.562543168516648
6,6,0,0,20.948297185109585,0,3.6587616728547143
4,6,0,0,26.84765845551194,1,18.77797219903576
0,5,0,0,25.81425230627323,1,16.26051986259329
12,4,0,0,26.876133417879164,1,18.03921564944144
3,7,0,0,26.178737137787948,1,17.01913147759979
7,6,1,1,24.843185924779508,0,9.676238829310249
8,5,0,0,27.656108629458508,1,19.14886154759835
0,6,0,1,25.790791049373283,1,16.680312207857714
2,5,1,0,23.80840913686,0,7.665158955131201
6,5,0,0,29.253452451656024,1,19.182007562107792
12,6,1,1,24.472279633484053,0,10.322872823592313
9,4,0,0,24.42973411483406,0,9.397525479374522
5,4,0,0,24.170529391225624,0,9.941169180340454
7,6,1,1,23.027043578639667,0,7.65782308833748
4,6,1,0,24.03501081150664,0,8.456717409317427
7,7,0,0,26.425920131734568,1,16.95983450560609
11,4,1,0,22.81113177303275,0,7.665799146284982
10,5,0,0,24.368244676967446,0,9.07228720216779
5,6,0,0,26.89588460883297,1,17.50104214623602
13,6,0,1,24.80680744769237,0,10.5224725549839
6,4,0,1,21.640429976262247,0,5.777429791388091
8,5,0,1,23.93547388898428,0,8.419059404386154
14,4,1,1,25.22297258609657,1,16.249346580334343
10,5,0,1,28.12862352061611,1,19.610166405656106
8,7,0,1,26.02248763092452,1,16.670936125586497
11,5,0,0,27.439804234122256,1,18.049082819091826
13,3,0,0,24.298958151584827,0,9.124583741090834
7,6,0,0,27.212566627884787,1,18.531992822884085
3,4,0,0,25.79153740776364,1,17.15356246862022
8,5,0,1,25.895920792491463,1,16.562502268095237
5,4,0,0,28.800311749388143,1,19.8932147687532
12,8,0,0,23.696510905186496,0,8.386560570592364
7,4,0,1,25.955648231415417,1,16.807294417711685
6,6,0,0,28.180946378520638,1,19.197720550235505
15,7,1,0,26.87305149101528,1,18.32312275868321
12,5,1,0,21.901445014059547,0,5.714363493188442
12,4,0,0,21.6094172458203,0,5.458331058651692
9,6,1,1,25.57967150769469,1,17.068786364468938
6,7,1,1,24.206776380786103,0,8.390653943828932
10,9,1,0,25.96474640232151,1,16.46479689486765
12,6,0,1,25.543712325636168,1,17.706184981727503
11,5,0,0,20.887786281614805,0,3.8647188078127455
5,3,0,0,22.682207179953785,0,7.477791619226321
5,7,1,0,26.942684272629105,1,18.000483078131538
5,6,0,0,23.04442538204731,0,7.376416816663263
7,5,0,1,23.316089986466043,0,7.055051205103008
7,5,1,0,23.40963931856129,0,7.7840797057130064
7,5,0,0,26.724879943290635,1,17.934189521580127
9,6,0,0,26.427273631570607,1,17.536027995235195
7,6,0,1,23.17982739584619,0,7.29783975596113
8,7,0,1,24.9473282722312,0,10.602456478994815
11,4,0,0,24.641977515256546,0,10.506313437848116
7,5,1,0,24.22618900196785,0,9.137821715538571
5,8,1,0,28.98094548827225,1,19.772621699531896
6,8,1,0,20.81534668005439,0,3.4369705289072257
7,7,1,1,23.75541526578,0,8.04576850025801
2,5,0,0,27.89492472793481,1,17.778645785021613
4,7,0,0,23.58587808150504,0,8.249495449756973
7,10,0,0,27.982528371394192,1,18.32265581173316
6,7,0,0,21.94714382698075,0,5.1430823542020105
6,6,0,0,23.47376749313438,0,7.698855206538262
5,6,1,1,26.50803720104169,1,16.821638440474192
10,5,1,1,24.457324503847733,0,9.676007793358378
12,6,1,1,27.933067244434373,1,18.794735439862382
9,4,1,0,24.693145687348,0,10.717380849161191
3,7,1,0,26.335621946213596,1,17.722377494527493
4,5,0,1,26.62298712449073,1,17.923297117724776
5,5,0,0,25.857449663211785,1,17.260311739925005
8,6,0,0,23.26248675796189,0,7.211211456137141
5,6,0,1,24.77822057617142,0,9.153888597640645
7,7,0,0,25.09415081314589,1,15.699782579966918
4,10,0,0,24.14686127414101,0,9.061830929344987
7,7,0,0,23.817923255087944,0,7.828149170298835
7,5,0,1,26.433301213977884,1,17.57341154378303
2,5,0,0,24.10711937916315,0,8.82133712758601
6,6,0,1,23.90760911835705,0,8.972690247056203
7,7,0,0,23.05714740454976,0,6.604516120725099
1,5,1,1,22.554641986974516,0,6.933561339297349
6,8,1,0,24.339275364608422,0,8.655538344704862
6,4,1,0,25.79791116503839,1,17.27646856098604
4,4,1,0,24.41201432739432,0,9.05172656030098
7,6,0,0,24.82445347371253,0,9.64518656019651
5,8,1,1,21.93764158314626,0,5.069781453269184
14,5,0,0,26.90760803067785,1,18.74103030112845
5,6,0,1,28.95123039501785,1,18.9165477908528
13,4,1,1,28.289900159291317,1,19.14909164244845
7,3,1,1,28.07146516806632,1,18.43834794499189
9,7,1,0,26.90943558773025,1,18.544103277993976
9,6,1,0,25.53687294086853,1,16.62477723268851
7,5,0,0,24.78472983924576,0,9.710060824650508
4,7,1,0,25.607625471324265,1,16.826048708560034
7,7,0,0,26.3201283977728,1,18.075349761335826
8,6,1,1,23.40944773733055,0,7.728624460852552
11,6,0,0,24.98839015548962,0,10.322952907025403
8,9,0,1,23.55512219616725,0,7.8598997976826945
12,5,0,1,28.45381990774441,1,19.942678405030048
0,8,0,1,24.97770512297808,0,10.240043284433357
12,5,0,0,22.408540042552733,0,7.027790701767628
5,4,1,0,26.734158507933067,1,17.625170414972548
1,4,1,0,23.053006212970995,0,8.004687396555953
4,6,0,0,29.23146612792503,1,19.133421271894044
6,7,1,1,24.418174504044305,0,9.872695285804795
10,3,1,1,26.69285628949616,1,18.473273521716035
3,7,1,0,24.06335132711349,0,9.114685975965878
4,4,0,1,26.73745289636247,1,17.89559971576916
4,7,0,1,24.355580328380334,0,8.88072311927858
9,6,1,1,22.27442958916668,0,6.484032828594262
13,6,0,1,22.423252578370636,0,6.980259303205047
9,6,0,0,25.572884142397008,1,16.348022843414352
12,7,0,0,22.72774233787143,0,6.808894884992753
8,3,1,1,23.7575067640035,0,8.27194905082266
8,8,0,1,24.314490135363688,0,9.82060118446672
7,3,1,1,21.713072391826387,0,5.347508299072863
5,8,0,0,25.42939983796137,1,16.963039743573656
9,6,0,0,27.586768262542904,1,19.265679873155165
0,5,0,1,25.89006407649846,1,16.54168658853542
2,5,1,0,27.919072633616118,1,18.92440931134829
10,5,1,1,25.67905586222018,1,16.689659593420366
4,4,0,0,26.736653093969903,1,17.45289869992134
9,6,1,1,20.39758739398444,0,2.907317113494008
15,6,0,0,25.061568674588464,1,17.460838864544236
12,6,0,0,25.773108577460427,1,17.45353566261477
8,5,0,1,29.363395645439955,1,20.28995913508425
10,4,0,0,25.71819817878769,1,17.077913939786438
9,5,0,0,24.79706511365884,0,9.658119066154883
7,5,1,1,27.672111517122723,1,18.97752728142269
10,4,0,1,27.08007362090982,1,17.99782292658624
11,4,0,1,21.536188698512927,0,4.490017646631059
6,6,1,0,26.20310219695041,1,18.531963349389773
9,4,1,1,28.3707118628068,1,18.716067880304763
4,8,1,1,20.426328022093166,0,2.985794259965571
4,5,0,0,24.389561674193796,0,9.465127442971966
6,6,0,1,27.789237569822323,1,18.82502300363697
2,6,1,0,26.09618035821586,1,16.364853029029106
4,5,1,0,23.418893522056536,0,6.783833404629664
4,8,0,1,24.88784962877177,0,10.313407861149129
7,5,0,0,24.798487463571124,0,10.685489472432002
6,4,0,0,25.76833546419164,1,17.414403682967244
4,5,0,1,25.624482311993205,1,16.781866289847475
4,6,1,1,26.95271286061281,1,17.86289503357624
8,5,0,0,25.07036537858916,1,15.588778373020304
7,8,1,0,20.582305472120456,0,4.03584280138998
6,7,1,0,25.489616428381453,1,16.15109165137202
6,6,0,1,24.308874765579528,0,8.940772105808625
9,3,0,1,26.71587884339095,1,17.835960266051377
15,4,0,0,22.672742109417754,0,6.301906755069718
11,5,1,1,25.21249190233639,1,16.74184248002272
8,5,0,0,25.528508613903668,1,16.471575273895684
