employee_id,post_policy_period,minimum_wage_policy,monthly_income,education_years,job_experience,urban_residence,full_time_status
632,0,1,47.22322408486996,2,5,1,1
633,0,1,49.225448499235455,1,7,0,0
634,0,1,47.78893818710943,3,5,0,0
635,0,0,50.68772837149827,4,7,0,1
636,0,1,49.39957834720855,2,10,0,0
637,0,0,49.27501623419825,3,7,0,0
638,0,0,46.55785921392323,2,7,1,0
639,0,1,49.24518671017087,2,6,0,1
640,0,0,49.71085845990448,3,8,1,0
641,0,1,49.56474333981533,5,11,1,0
642,0,1,47.22837565798507,3,8,1,0
643,0,0,47.61905923882881,3,8,0,1
644,0,1,48.13725975614382,2,7,0,1
645,0,1,49.03800067978055,4,5,0,0
646,0,1,49.712823960118136,2,8,0,1
647,0,1,48.35981648252646,2,6,0,1
648,0,1,47.2849772863229,3,8,1,1
649,0,0,49.58720445008736,3,8,1,0
650,0,1,47.951907047720205,3,8,0,0
651,0,1,47.90057072399201,3,9,0,1
652,0,1,48.60760665671005,5,6,0,1
653,0,1,47.77463974362665,2,7,1,0
654,0,0,47.86964802235151,4,5,1,1
655,0,0,48.66134754439771,2,8,1,0
656,0,0,48.336225764566414,2,7,1,1
657,0,0,50.81306339614066,3,6,0,0
658,0,1,50.05442636984336,2,6,0,0
659,0,1,47.72702584974272,2,8,1,1
660,0,0,47.91307311484483,4,6,1,1
661,0,1,46.9575439593187,3,7,1,1
662,0,0,49.578720625892736,4,6,0,0
663,0,1,47.45140071429135,4,5,1,0
664,0,0,46.57134228876037,1,7,0,1
665,0,0,48.96282919643597,3,7,0,1
666,0,1,48.88515744018422,2,7,0,1
667,0,1,48.56161590402866,2,5,0,0
668,0,0,49.42545809225915,3,7,0,0
669,0,1,47.36781712511611,4,8,1,0
670,0,1,46.91038988515417,3,9,0,0
671,0,0,47.338508308822114,2,6,0,1
672,0,0,49.10099691653054,1,8,0,1
673,0,1,47.14792830421014,3,5,1,0
674,0,1,48.41986484278237,2,7,0,1
675,0,1,46.71898501804718,3,6,1,1
676,0,1,46.123216761604496,3,5,0,1
677,0,0,48.12468604628643,4,7,0,0
678,0,0,50.182034415911765,0,2,0,1
679,0,0,48.975236349839896,3,10,0,0
680,0,1,48.96195417355742,1,8,1,1
681,0,1,47.07586128769111,1,8,1,0
682,0,1,45.77928953561912,1,7,1,0
683,0,1,47.32742738984405,2,6,1,1
684,0,1,49.29612421425408,1,4,1,1
685,0,1,47.4512538870259,1,10,0,0
686,0,0,47.59849742206821,4,7,0,1
687,0,1,46.98976952018383,3,3,1,0
688,0,1,47.56327828751444,4,7,1,1
689,0,1,47.57106347097223,2,4,0,0
690,0,0,48.9757882508716,3,5,0,0
691,0,1,47.7997179225188,2,5,0,0
692,0,0,49.13901636743451,3,4,0,0
693,0,0,47.6497364182688,1,5,1,1
694,0,1,47.714954262089016,3,4,0,0
695,0,1,47.5539337168581,2,6,0,1
696,0,1,45.66586854389824,2,6,0,0
697,0,1,46.701139943115706,2,7,0,1
698,0,1,48.37423637904171,4,7,1,0
699,0,1,47.41494778426033,2,7,0,0
700,0,1,46.53881965672598,3,6,1,1
701,0,0,48.6239703904632,1,8,0,0
702,0,0,48.1715520550235,2,8,1,0
703,0,0,48.12928680900436,2,6,1,1
704,0,1,50.11814045580841,1,6,1,1
705,0,1,47.49969657377482,3,7,0,0
706,0,1,47.49769555357869,4,9,1,1
707,0,1,49.3367348427945,2,8,0,1
708,0,0,49.46167667263437,2,8,0,0
709,0,0,49.759905315229496,4,5,1,1
710,0,1,48.74081336275055,1,7,0,0
711,0,0,46.99970865354669,2,5,0,1
712,0,1,47.37868227090538,4,6,1,1
713,0,1,49.315851249755084,3,6,0,1
714,0,1,48.669625750628384,2,6,1,0
715,0,0,49.57873035569742,3,9,0,0
716,0,1,45.99415632001312,1,5,1,0
717,0,1,48.20160941460729,3,4,1,0
718,0,1,48.50718157465625,2,11,1,1
719,0,1,48.91620059669659,1,8,0,1
720,0,0,48.30968839296269,2,7,0,1
721,0,1,48.30549867630484,4,3,0,1
722,0,0,49.15400813290261,0,3,1,1
723,0,1,48.0007645358462,4,5,0,0
724,0,0,49.240933156685074,2,5,0,1
725,0,1,47.69405340971059,4,5,1,0
726,0,0,48.780983930106,0,4,1,0
727,0,1,47.77666583320675,0,8,0,0
728,0,1,45.613629777354326,2,3,0,1
729,0,1,47.08837178453982,1,8,1,1
730,0,1,47.38764719840742,2,4,0,1
731,0,1,47.42623620478688,1,6,0,0
732,0,1,45.92815941754265,2,5,0,0
733,0,1,46.471179092651965,3,5,1,1
734,0,0,49.188962956230014,3,8,0,0
735,0,1,48.61101042293223,2,7,0,1
736,0,0,48.73553774004543,4,7,0,1
737,0,1,48.492056193590045,4,9,0,1
738,0,1,48.83817418729857,2,8,1,1
739,0,1,48.21874825558319,3,5,0,0
740,0,1,47.08477258134317,3,4,1,0
741,0,0,48.24890242885369,2,4,0,1
742,0,1,47.77721232294844,1,7,0,1
743,0,1,48.52905468199589,1,10,0,0
744,0,0,49.58522276904698,4,5,1,1
745,0,0,48.77192721643125,4,8,1,0
746,0,1,47.94180538662692,3,8,1,1
747,0,0,48.71343232364918,2,7,0,1
748,0,0,48.72683944563954,0,5,1,1
749,0,1,47.50165479629167,1,7,0,0
750,0,1,48.35515621954647,4,5,0,0
751,0,1,47.626996287649206,1,5,1,0
752,0,0,48.226670339193625,1,5,0,0
753,0,0,50.212015571217705,2,3,1,0
754,0,0,49.49715200062103,3,4,0,1
755,0,0,48.881004419318735,5,10,1,1
756,0,0,49.79306379325883,3,5,0,0
757,0,1,45.4868588159286,3,8,1,1
758,0,1,47.79494828490665,0,7,0,0
759,0,0,48.6824875100597,4,7,1,0
760,0,0,48.63962241694602,3,2,1,0
761,0,0,48.83986796031337,3,6,0,1
762,0,0,47.94030321295591,5,6,1,0
763,0,1,47.4917916685761,3,6,1,0
764,0,1,46.93333306499583,3,7,1,0
765,0,0,49.1122824685905,2,7,1,1
766,0,0,49.21634248183453,2,3,1,1
767,0,0,48.8405944932782,3,5,0,1
768,0,1,48.49504869706672,1,8,0,1
769,0,1,46.6705936843188,3,7,1,0
770,0,0,47.09908627618858,1,5,1,1
771,0,1,49.68657362432125,4,7,1,1
772,0,0,49.86260737615446,2,8,1,0
773,0,0,50.48867185028607,3,4,1,0
774,0,1,47.96774429732756,2,5,1,1
775,0,1,48.91598921546991,2,7,0,1
776,0,1,48.1598346823796,2,3,1,1
777,0,1,47.662816641202696,3,7,1,1
778,0,0,47.44623128904036,2,6,0,0
779,0,0,50.0137829739081,2,6,1,0
780,0,1,48.47030804402983,1,7,0,1
781,0,1,48.19276628001298,3,7,0,0
782,0,1,47.09088831412403,4,5,0,1
783,0,0,47.66800441472633,2,6,0,1
784,0,1,48.222319752964985,5,7,1,0
785,0,1,49.37080188321095,3,9,0,1
786,0,0,47.659766578849535,2,7,0,1
787,0,1,48.24898893818636,3,6,0,0
788,0,1,47.84505088150338,1,6,1,0
789,0,1,49.68916185825613,3,10,0,0
790,0,1,48.32839335022598,2,6,0,1
791,0,1,47.09287005312013,2,6,1,0
792,0,0,49.24859811969596,3,5,1,0
793,0,1,48.16050850944627,4,10,1,1
794,0,1,47.56752015536917,5,5,1,0
795,0,0,48.60517012655284,0,5,0,0
796,0,1,47.6112609495918,3,6,1,0
797,0,1,48.39045827700724,1,4,1,1
798,0,0,48.61146265352745,1,8,0,0
799,0,1,48.3172532491447,2,6,1,1
800,0,1,47.690422067505,2,8,0,1
801,0,1,48.938291282075454,4,7,1,1
802,0,1,48.21001839498033,2,8,1,1
803,0,1,48.70139630420928,3,11,0,1
804,0,0,48.49753293230504,2,5,0,0
805,0,1,48.76639855631067,3,6,0,0
806,0,1,46.60893564652287,2,5,1,0
807,0,1,48.86060381954116,2,8,0,1
808,0,1,49.129222847132624,4,6,1,1
809,0,1,49.14338555364926,2,5,0,1
810,0,1,47.60008021068584,4,6,1,0
811,0,0,48.77202485302662,3,7,1,1
812,0,0,48.375320316415774,4,9,0,0
813,0,0,48.39052357623497,2,8,0,0
814,0,1,48.90260764621375,1,7,1,1
815,0,0,47.584440298007614,2,8,0,0
816,0,1,48.19257627732815,3,8,0,0
817,0,0,47.9488278321054,0,5,1,1
818,0,0,49.96293092496067,2,5,0,0
819,0,1,48.07568594908415,3,7,0,1
820,0,0,48.38734442593277,2,2,0,0
821,0,0,49.99804284348159,3,9,1,0
822,0,0,50.601743781584304,2,10,1,0
823,0,1,48.27853253537196,2,7,0,0
824,0,1,47.11617131326253,3,7,1,0
825,0,1,49.67540752729239,3,10,0,1
826,0,1,48.800104379240544,2,8,0,1
827,0,1,47.19784539583285,3,8,0,1
828,0,1,48.60175649041791,4,6,0,0
829,0,0,49.41965020666175,2,6,1,1
830,0,0,48.26051210775304,2,8,1,1
831,0,1,47.252823478607226,3,7,1,0
832,0,1,49.060444422850814,3,9,0,0
833,0,1,48.372733072279765,1,6,0,1
834,0,0,48.90395025717173,3,8,1,0
835,0,1,47.16266751496414,2,5,0,1
836,0,1,45.846965935375984,2,7,0,1
837,0,1,47.75211168449032,2,6,0,0
838,0,1,48.06138290214344,2,5,0,0
839,0,1,49.83987411018877,1,8,1,1
840,0,0,47.94211150317543,1,9,0,1
841,0,0,48.541209450298346,1,9,1,1
842,0,1,47.39191051934251,4,7,0,0
843,0,1,48.02894268066314,3,8,0,0
844,0,1,49.29446397908958,2,9,1,1
845,0,1,48.01698950724106,1,6,0,0
846,0,0,49.73503500864203,3,8,0,1
847,0,1,48.09336379074482,3,6,0,0
848,0,1,48.69649012507868,3,9,1,1
849,0,0,47.99886669872102,4,7,1,1
850,0,1,49.29260271396903,1,4,1,0
851,0,1,47.65154633574628,3,6,0,1
852,0,1,47.72482993526452,2,7,0,0
853,0,1,48.88005031094442,3,3,0,1
854,0,0,50.26705552715551,3,9,1,1
855,0,0,48.11318429610166,2,3,0,1
856,0,1,47.31791164378296,1,6,0,1
857,0,0,49.50570001947722,3,6,1,0
858,0,0,49.710326782574754,3,7,0,1
859,0,1,47.59483193651961,1,8,0,0
860,0,1,46.873484378860994,3,5,0,1
861,0,1,47.319984717087664,3,4,1,1
862,0,1,48.77961066587089,3,4,0,1
863,0,1,49.847436383166254,2,8,1,1
864,0,1,49.00133111564806,0,6,0,1
865,0,1,47.70953742105103,4,3,1,1
866,0,0,49.47372145857605,4,8,1,0
867,0,0,50.23833549229702,3,6,0,0
868,0,1,48.01991235429734,3,6,1,1
869,0,0,48.510853162049536,3,5,1,1
870,0,1,49.08795007422604,2,7,0,0
871,0,1,48.29736187470636,2,6,0,0
872,0,0,49.36984129251732,3,5,0,1
873,0,1,46.58429655181271,1,8,0,0
874,0,0,49.98173977360506,1,7,1,0
875,0,1,47.39830490104468,4,8,1,1
876,0,1,48.94741719341608,2,9,1,1
877,0,0,49.44316896264115,4,9,0,0
878,0,1,48.24791229138744,1,6,1,0
879,0,1,50.505352640839696,2,8,0,0
880,0,1,47.69807527376329,4,7,0,0
881,0,0,49.05354545681305,4,8,0,0
882,0,0,50.89622268159898,5,9,1,1
883,0,0,48.83174256841991,3,9,1,0
884,0,1,46.95970839126837,2,3,0,0
885,0,1,48.31259094652898,1,8,1,1
886,0,1,47.031024354601726,1,6,1,0
887,0,1,48.28936873563643,2,6,1,1
888,0,1,47.03894150054573,3,5,1,1
889,0,1,48.09994757781684,4,6,0,0
890,0,0,48.14101023570459,4,7,0,0
891,0,1,50.44914760923525,1,9,1,0
892,0,1,48.160433991194175,2,7,1,0
893,0,1,47.72503858037402,2,6,0,1
894,0,1,47.49150166999648,1,8,0,0
895,0,0,48.695424593423006,0,5,0,0
896,0,1,48.5316279148858,3,3,1,0
897,0,1,48.8589913079893,3,4,0,0
898,0,0,48.34869581851433,2,5,1,0
899,0,1,48.93519474322533,2,7,0,1
900,0,1,48.9737447892925,3,6,1,1
901,0,1,47.59456573217411,5,7,1,1
902,0,0,48.591528215255714,4,8,1,1
903,0,0,48.56350546087725,3,6,0,1
904,0,0,48.757469057004506,5,6,1,0
905,0,0,47.60884508460828,3,7,0,1
906,0,1,47.9402190199003,2,5,0,1
907,0,0,51.590518107604254,2,7,1,1
908,0,1,48.33984503489582,4,5,0,0
909,0,1,50.02604763081963,3,4,0,0
910,0,1,48.06269957693802,4,8,1,1
911,0,0,49.2535417851984,3,6,1,0
912,0,1,48.97669274622464,2,8,1,1
913,0,0,48.3666811776144,4,7,1,1
914,0,0,48.70273461016905,3,7,0,1
915,0,0,49.41261618452873,2,7,1,1
916,0,0,49.25429968541291,2,4,1,1
917,0,0,50.13660015905981,3,7,0,0
918,0,0,49.00720660785486,1,7,0,0
919,0,1,47.81523875705211,2,6,1,1
920,0,1,48.60069758065109,3,7,0,1
921,0,0,49.58613439390725,5,9,0,0
922,0,1,47.98102204251715,1,6,1,1
923,0,0,50.47406053115525,3,9,0,0
924,0,1,48.10434766174825,3,6,1,1
925,0,0,47.90694624843797,2,9,1,1
926,0,0,48.83153823256275,2,4,0,0
927,0,0,49.50165473846232,3,4,0,1
928,0,0,47.32059921317459,2,4,1,0
929,0,1,48.506220521592105,2,3,1,0
930,0,0,48.43786394077407,2,6,0,1
931,0,0,49.480890507557945,2,7,0,0
932,0,0,49.13043088930228,2,3,0,1
933,0,0,49.33746995852953,1,11,0,1
934,0,0,48.60543846766712,2,8,0,1
935,0,0,46.81232194609604,2,6,1,0
936,0,1,48.27517912667464,5,7,0,1
937,0,1,46.27008357109475,3,8,1,0
938,0,0,47.31905407050387,1,9,0,0
939,0,0,48.557564657567184,3,7,1,1
940,0,1,47.288858353538274,3,8,1,1
941,0,1,49.28539528340474,5,4,0,1
942,0,1,48.37978418107608,0,6,0,0
943,0,0,47.93215790500681,3,6,0,0
944,0,0,50.810492637317815,3,5,1,1
945,0,1,49.96990351095645,2,8,0,0
946,0,1,47.19074280983857,2,6,0,1
947,0,1,48.21183211619972,1,6,0,0
948,0,1,47.95387873492078,2,8,1,1
949,0,0,50.516283129581936,3,6,0,1
950,0,1,46.22723769357904,2,6,0,1
951,0,0,49.407776783584296,2,7,1,1
952,0,1,49.99628035994873,2,7,1,0
953,0,0,47.06767975632996,4,3,1,0
954,0,1,48.12161542610891,3,7,0,1
955,0,1,47.4076767717524,3,8,1,0
956,0,1,45.18236037653291,4,7,1,1
957,0,0,48.5954367966016,3,6,0,0
958,0,1,48.77208100324355,3,8,1,0
959,0,0,47.96160183128613,1,7,1,1
960,0,1,47.594582314517474,2,4,0,0
961,0,1,46.00243390137412,2,2,1,1
962,0,0,48.86256711853074,3,5,0,1
963,0,1,48.55856123818875,3,4,1,0
964,0,1,49.61930456171906,2,9,0,1
965,0,1,46.842542511789695,4,7,0,0
966,0,0,48.931745110595045,3,7,0,0
967,0,1,49.56759674356395,2,8,1,1
968,0,1,47.04006210969668,0,7,0,1
969,0,1,49.39407600567793,3,7,1,1
970,0,1,47.24154611638445,2,7,1,0
971,0,1,46.76295251325152,1,5,0,0
972,0,0,49.96894442949576,3,8,0,1
973,0,1,46.744724828664005,2,10,0,1
974,0,1,47.922001379857534,2,6,0,0
975,0,0,49.48670768710245,2,5,1,0
976,0,1,48.31080262707484,4,5,1,0
977,0,1,48.07348788833872,2,5,0,1
978,0,1,47.70193258986196,2,10,1,0
979,0,0,47.486265963280914,3,6,0,0
980,0,1,48.01260486337713,3,7,1,1
981,0,1,47.2322587601037,3,7,1,0
982,0,1,47.797558692616015,2,9,1,0
983,0,0,47.7246740198121,2,9,0,0
984,0,1,47.03941074501279,1,9,0,1
985,0,1,47.168066715094,3,5,0,0
986,0,1,49.78954168583331,2,8,0,0
987,0,1,48.36980106686235,2,6,1,1
988,0,1,47.66775445871804,3,8,1,1
989,0,0,49.94908710544623,3,4,1,1
990,0,1,48.04845476759181,3,4,1,0
991,0,1,48.8667653271733,2,5,0,1
992,0,1,48.64972855277941,2,4,0,1
993,0,1,49.20129771239519,0,5,1,0
994,0,1,46.48738843367816,1,10,1,1
995,0,0,49.07846680580808,4,6,0,0
996,0,1,48.0385359424796,3,11,1,1
997,0,1,49.42068101456504,3,6,0,1
998,0,1,48.33485716979908,2,7,1,1
999,0,1,48.0330334764328,3,7,0,0
0,1,0,49.53965145620795,3,6,0,1
1,1,1,59.106568554606376,3,8,1,1
2,1,1,58.14684091517038,2,6,0,0
3,1,1,58.02876687608877,2,5,1,0
4,1,1,60.56008157300593,2,6,1,1
5,1,1,59.02890851009565,3,7,1,0
6,1,1,59.31909081554094,4,8,0,1
7,1,1,57.71260875883038,2,5,1,1
8,1,0,49.843051320635816,4,6,1,1
9,1,1,56.66423901814815,2,5,1,0
10,1,0,50.21946015955064,2,5,1,1
11,1,0,50.52638423328455,2,6,0,0
12,1,1,59.09026399775662,4,10,0,0
13,1,1,58.21008404323904,4,11,1,1
14,1,1,59.67133569688485,4,6,1,1
15,1,1,58.92136729732278,3,5,0,1
16,1,1,56.94997528313939,1,5,1,0
17,1,0,52.273119728635216,3,6,0,1
18,1,1,58.976403711928256,3,6,1,1
19,1,0,52.486913946863545,4,7,0,1
20,1,0,52.22099008423373,2,6,0,0
21,1,0,50.5374489498486,2,3,0,1
22,1,0,50.42981098018042,2,6,1,0
23,1,1,60.68544297896409,5,4,0,0
24,1,1,57.40211467784451,3,6,1,1
25,1,1,59.7679094689923,4,8,1,1
26,1,0,50.228394237095294,2,5,1,1
27,1,1,57.35848644576361,2,6,1,1
28,1,1,58.733624799130986,2,3,1,1
29,1,1,61.78992815291164,3,8,0,0
30,1,1,57.2294511904226,3,6,1,0
31,1,1,57.69940833852143,2,5,1,0
32,1,0,50.83680324567137,4,2,0,1
33,1,0,50.27572807730258,2,7,0,0
34,1,1,59.38411725056879,4,4,1,0
35,1,1,57.010505789112784,2,6,0,0
36,1,0,50.96981362401619,2,9,1,0
37,1,0,51.53892317814186,1,5,0,1
38,1,1,60.15970847374332,3,8,0,1
39,1,0,49.957026125275576,4,4,0,1
40,1,0,51.602569911459554,2,8,1,1
41,1,0,51.23839127875405,3,9,0,0
42,1,1,59.50599767050333,4,5,0,1
43,1,0,49.55698464090907,2,5,0,0
44,1,0,50.66399568468358,3,7,1,1
45,1,0,52.19312897011644,2,8,0,0
46,1,1,58.49341989621446,2,9,0,1
47,1,0,47.39190192033463,2,7,1,0
48,1,0,50.161248541220026,3,6,1,1
49,1,0,49.922423328283486,3,4,1,0
50,1,1,58.433562015803865,3,8,1,1
51,1,1,58.77015868570256,2,9,0,1
52,1,0,50.996421454951616,1,5,0,0
53,1,0,51.09527371714606,5,5,0,1
54,1,0,50.070088203175466,3,6,0,0
55,1,0,50.44176570299014,2,7,1,0
56,1,1,58.97781916922193,1,7,0,0
57,1,1,59.1143086212025,1,6,1,0
58,1,1,58.88243170515975,3,6,1,0
59,1,0,49.68289392869512,1,6,1,0
60,1,1,59.03803069511344,2,6,0,1
61,1,1,57.37574710486384,3,4,0,0
62,1,1,57.84399468652027,3,6,1,0
63,1,1,59.70627388252926,4,5,1,0
64,1,1,57.26903240297172,0,6,0,1
65,1,0,50.9411014540477,2,5,0,0
66,1,1,58.3552586407813,3,4,1,1
67,1,1,58.48719249147846,2,7,1,0
68,1,1,58.57206670835622,3,8,0,1
69,1,0,50.42608260872486,3,10,1,1
70,1,0,49.94733297144026,3,6,1,1
71,1,0,49.65545771355373,4,7,1,0
72,1,0,47.92482122527277,2,6,0,0
73,1,1,58.86727666191625,2,9,0,1
74,1,1,56.69308109324185,4,7,1,0
75,1,1,59.725417179298624,3,10,1,0
76,1,1,59.26679533066884,3,5,1,0
77,1,0,51.38752048350501,3,11,1,0
78,1,1,57.82939215388417,2,5,0,1
79,1,1,58.37521316541366,3,3,0,0
80,1,0,51.36729129040513,2,10,0,0
81,1,0,49.30060988009294,2,7,0,0
82,1,1,59.34220685199267,3,6,1,1
83,1,1,58.40580783792743,3,8,1,0
84,1,1,59.591675308471146,2,7,1,0
85,1,1,60.86360305916085,2,8,1,1
86,1,0,50.29094350721853,3,4,0,1
87,1,0,50.9495949469684,3,6,1,1
88,1,1,59.28973400746539,3,4,0,1
89,1,1,59.65763104915219,4,8,1,0
90,1,1,57.79995953912539,0,6,0,1
91,1,0,50.15520496832848,1,5,0,1
92,1,1,62.21555963724315,2,7,1,0
93,1,1,57.75156826042319,3,2,1,0
94,1,1,60.79196549527348,2,8,1,1
95,1,0,49.64838599999933,3,6,1,0
96,1,1,58.92345607060863,3,6,0,0
97,1,1,58.96078461774079,3,9,0,1
98,1,1,58.100935216181945,2,6,0,0
99,1,1,58.35638939751891,2,6,1,0
100,1,1,57.858801873206815,4,6,1,1
101,1,1,58.40403658175246,0,5,1,0
102,1,1,56.70208484698735,0,3,0,0
103,1,0,51.9894131611186,3,8,1,0
104,1,1,59.40419127752883,3,3,0,0
105,1,0,50.58119518327953,2,5,0,0
106,1,0,48.59572726173296,3,8,1,1
107,1,0,49.83275659094492,4,4,1,0
108,1,1,58.72277236509088,3,5,0,0
109,1,1,58.85380983450634,1,6,0,1
110,1,1,58.47201828331501,2,7,1,1
111,1,0,49.505654190304085,2,6,0,1
112,1,0,49.31225239594161,3,6,1,1
113,1,1,58.42938954932909,2,5,0,1
114,1,1,57.98903974003269,2,7,0,1
115,1,0,50.96195450712181,4,6,0,0
116,1,0,51.21744826205492,3,7,0,0
117,1,1,56.42654948911945,3,6,1,0
118,1,0,51.172145191928415,3,4,0,1
119,1,1,57.45848282171242,2,6,1,1
120,1,0,49.15925707494788,1,7,1,0
121,1,1,58.25379552407675,2,5,0,0
122,1,1,60.57834674048336,0,8,0,1
123,1,1,59.54744215445305,2,8,0,0
124,1,1,56.98770121538567,2,6,0,0
125,1,0,51.20805937031962,3,6,0,1
126,1,1,58.85742611725001,3,4,0,1
127,1,1,57.96260848771018,1,6,0,1
128,1,0,50.37331468392154,2,5,0,0
129,1,1,58.94567469296128,4,7,0,1
130,1,1,58.4022874072915,4,8,0,1
131,1,0,50.87784084082754,3,6,0,0
132,1,0,50.98625290389701,4,5,0,0
133,1,0,49.94174864098331,4,7,0,0
134,1,1,60.27889050995151,4,8,1,1
135,1,0,49.73169401450459,3,5,1,1
136,1,1,57.541059543418,3,9,1,1
137,1,0,50.24784170327264,2,3,1,0
138,1,1,58.54279298024122,1,6,1,1
139,1,1,57.60131713477427,3,4,1,1
140,1,1,58.98877758734419,3,9,1,0
141,1,0,49.842048157492805,3,7,0,1
142,1,0,51.15457133026546,4,7,1,1
143,1,0,52.00302486574637,2,6,0,1
144,1,1,58.64026121676234,2,7,1,1
145,1,0,51.46104049452751,4,8,0,0
146,1,1,57.22452856077639,2,6,1,0
147,1,0,51.12244758461021,3,10,1,1
148,1,1,58.76532322657066,2,7,1,0
149,1,1,58.013002753237664,2,6,0,0
150,1,1,60.21931876906324,2,8,0,1
151,1,1,59.55167915729415,0,10,0,0
152,1,1,57.2702222702991,1,5,1,1
153,1,0,49.95992872716916,2,6,0,1
154,1,0,51.65057527654529,4,7,1,0
155,1,1,57.36768945956942,2,6,0,0
156,1,1,59.28581846625378,2,7,0,0
157,1,1,58.108326821207456,2,8,1,0
158,1,1,58.03800591386494,3,5,0,0
159,1,1,59.44779765926715,2,5,0,0
160,1,0,50.00707290012559,2,6,0,0
161,1,0,51.3094765440963,4,7,0,1
162,1,0,50.32085385549948,1,5,1,0
163,1,1,58.9040058169642,3,5,0,1
164,1,0,50.30161520239733,3,5,0,0
165,1,1,58.6855090864543,5,7,1,1
166,1,1,59.31589092525696,2,5,1,0
167,1,1,59.00293785084801,1,6,0,1
168,1,1,59.602288767827474,0,5,0,1
169,1,1,61.41290031603265,4,8,0,1
170,1,0,49.45523770964593,3,9,0,0
171,1,1,58.55272215708408,2,7,0,1
172,1,0,49.85396034457326,2,9,1,0
173,1,0,49.00927540089248,4,6,0,1
174,1,1,57.60288863790438,2,10,1,0
175,1,0,49.71216887081702,3,7,0,1
176,1,0,51.40987700973688,2,6,1,0
177,1,1,60.101908934774286,3,8,0,1
178,1,0,51.49136299338271,2,8,1,0
179,1,1,59.43261628563112,3,8,1,0
180,1,1,58.75341335977708,2,4,1,1
181,1,1,58.86659505768532,2,7,1,0
182,1,1,57.86380306221479,2,6,0,0
183,1,0,51.81842140150918,2,7,0,1
184,1,0,49.84786224861146,3,6,0,1
185,1,1,59.319656160373846,2,9,0,0
186,1,0,49.067912128682615,4,8,0,0
187,1,1,57.857084728572936,3,7,1,0
188,1,1,59.08455963904914,3,5,0,1
189,1,1,58.2492562262582,2,7,0,1
190,1,1,60.75545692006413,2,6,0,1
191,1,0,49.734840978381925,4,6,1,1
192,1,0,51.52863491332537,4,5,0,1
193,1,1,56.93307110121114,3,6,0,0
194,1,0,48.16679150562523,2,5,0,1
195,1,0,50.07158077572858,2,5,1,1
196,1,1,60.1093199441632,3,4,1,1
197,1,1,57.87642241724229,2,7,0,1
198,1,0,51.96102360745813,3,8,0,1
199,1,0,50.46313246790653,1,5,0,1
200,1,1,58.20417410482147,1,8,1,1
201,1,0,50.56019486961945,3,5,1,1
202,1,1,58.29037491632254,2,7,1,1
203,1,1,56.35614719593872,2,8,0,1
204,1,1,59.15522169809687,1,9,1,0
205,1,0,51.391391165059765,1,7,1,0
206,1,1,59.42204396033607,3,7,1,0
207,1,0,50.022362767780045,4,9,1,1
208,1,1,56.96216626974013,2,6,0,0
209,1,1,59.29970088147206,2,5,1,1
210,1,0,51.06412683278138,1,5,0,0
211,1,1,59.75362409578519,0,7,1,0
212,1,1,57.70781875727181,3,6,1,0
213,1,1,59.706797587534965,3,8,0,1
214,1,0,50.97772798835988,2,3,0,1
215,1,0,48.836349724207295,5,6,0,1
216,1,0,50.79499089217447,2,8,0,1
217,1,1,60.62710338472475,3,8,0,0
218,1,0,50.17574767388821,2,9,1,1
219,1,0,51.22855439316515,1,7,0,1
220,1,1,58.28242063853259,3,11,0,0
221,1,0,50.309026685670936,4,7,1,0
222,1,1,58.07935832772405,4,9,1,1
223,1,1,57.941745294040615,0,8,1,1
224,1,1,59.36655957300075,2,3,0,1
225,1,0,50.370796472116766,2,9,1,1
226,1,1,56.35551723940818,3,5,1,1
227,1,0,52.05628567536437,2,5,0,0
228,1,1,58.83345546022733,4,9,0,0
229,1,1,59.40025717928245,3,7,0,1
230,1,1,58.44365715304679,5,3,1,1
231,1,1,56.63144299442611,3,7,1,0
232,1,1,58.199305287953486,1,8,0,0
233,1,1,58.32030761001214,2,6,0,1
234,1,0,51.93727874402644,3,8,0,0
235,1,1,60.15645714104024,4,6,0,1
236,1,1,58.65737701400011,4,7,1,1
237,1,0,49.66588180057254,2,5,1,0
238,1,0,51.32019314498624,3,6,0,1
239,1,1,58.18689658497502,4,7,0,0
240,1,1,57.9368185638712,4,6,0,1
241,1,1,57.28502620542895,5,7,1,0
242,1,1,59.79891255384327,3,6,0,1
243,1,1,56.04199284690918,3,5,1,0
244,1,1,59.61070658729789,3,7,0,1
245,1,0,49.602340837991946,1,2,0,0
246,1,1,58.12791947030474,1,5,0,1
247,1,1,59.54284656100501,4,5,1,1
248,1,0,49.858449078414345,2,9,1,1
249,1,1,59.96558975206192,3,5,1,0
250,1,0,48.15249624957364,2,5,1,0
251,1,0,48.02442932151913,0,4,1,0
252,1,0,50.435674388551085,1,7,0,1
253,1,1,58.72832780031956,3,8,1,0
254,1,1,59.40402179408607,3,7,1,0
255,1,1,59.53178631575164,2,7,0,1
256,1,0,50.35918827907964,4,8,1,0
257,1,1,58.90290159897123,2,7,1,1
258,1,1,58.99140295761607,1,7,1,1
259,1,0,49.52028063510204,3,4,1,0
260,1,1,58.65954081816663,1,4,0,0
261,1,1,60.48176627889307,4,6,0,0
262,1,1,57.01407717313463,2,7,0,0
263,1,0,48.12051365788568,3,4,1,1
264,1,1,58.50862940338659,2,7,1,0
265,1,0,49.94437177621181,2,8,0,0
