student_age,parental_education_level,gender,low_income_status,pre_treatment_score,intervention_status,post_treatment_score
9,4,0,0,24.59492814046546,1,13.879959748653777
9,8,1,0,23.481832716115456,1,13.742545564811747
9,4,0,1,22.883588836451047,0,10.753189105317832
4,7,1,1,20.529155786279425,0,7.566142302525342
6,5,0,0,25.100695277340343,1,13.853688317277031
10,7,0,0,25.114865596507524,1,15.457628756239163
7,6,1,0,22.73794788519179,0,10.548160961629447
7,5,1,0,22.023216838160835,0,9.133469617343586
8,7,0,0,20.221013809483978,0,6.093530347523465
3,5,1,0,22.81229878515365,0,10.645712748187536
3,4,0,1,20.30031676123529,0,6.95976803028696
9,4,0,0,23.455703523250424,1,13.138760852090504
9,6,0,0,21.375244914064123,0,8.267821198165244
7,4,0,1,22.230168681937773,0,9.342807822516452
6,8,0,1,24.50562197118353,1,13.723834577595126
6,8,0,0,23.555746167343933,1,12.885519501362776
3,5,1,0,20.92884089045076,0,7.8609508173579
9,7,0,0,20.63983441652431,0,8.391728983607932
7,5,1,0,26.836479781615218,1,16.010561443026475
7,8,0,0,21.78486960805726,0,9.578666115970684
1,6,1,0,19.219275536831034,0,5.018452471560111
7,5,0,0,21.70044828703336,0,9.063417902833466
3,7,0,0,20.176879877218653,0,6.261248459817818
9,9,1,1,19.908553246849543,0,7.315870086431845
3,6,1,0,26.728645394237837,1,15.623881258228074
7,7,0,0,22.505466105712003,0,9.87502715476172
6,3,0,1,26.918199241851195,1,16.168158488063327
13,3,0,0,27.59750099600343,1,17.026132106959402
6,5,0,0,25.4157513940982,1,14.156757220974503
8,3,1,0,21.51172622477686,0,8.540771338188748
9,5,0,0,23.63447113222531,1,14.262790722939773
8,7,0,1,19.930955238839736,0,5.107065602037762
3,6,1,0,19.56536370524213,0,5.498907171382042
6,8,1,0,24.146401557170265,1,14.230050870785462
10,5,0,0,20.76158740976268,0,7.161867487786633
1,4,0,1,25.363552172600023,1,14.12780984426956
10,7,0,1,24.662652381765355,1,14.21367065761174
5,8,1,1,26.68085453665012,1,15.497125133084594
1,4,0,0,23.016047260116856,1,12.19956419563201
2,7,0,0,25.103950874847797,1,14.350989965752564
7,6,0,0,22.65362926748566,0,9.894274962919424
2,5,1,0,23.212330232542744,1,12.651153094150011
7,5,0,1,20.861684669979663,0,8.085383656724202
8,7,0,1,21.53338472468706,0,8.994524608391437
4,3,0,1,20.027117225003835,0,6.405438959863177
10,4,0,0,25.098180569251603,1,14.272530028189882
10,8,0,0,19.714190756971192,0,4.858676147084249
4,4,1,0,22.587830266233297,0,10.165657635308763
8,6,1,0,20.172115872920543,0,7.341123075587739
9,6,0,0,23.805177596298076,1,13.613647375764224
7,7,0,1,22.602167374785942,0,11.606470702217509
5,4,0,0,23.70785454914376,1,13.8326635624487
10,6,0,0,22.129730936502543,0,9.657840517415393
10,5,0,0,23.40345732104417,1,12.949400474860967
2,5,0,0,20.914891694079287,0,6.602627821153705
10,6,0,0,22.577085467183988,0,10.199801505701943
7,4,0,0,26.140699975935405,1,14.92715448550866
8,5,1,0,25.19494066352529,1,14.921580956052694
8,4,0,0,25.403463143678813,1,14.70579114500238
7,4,1,0,24.97759961255798,1,14.77901238187311
9,9,1,0,23.31158954842861,1,14.275349705975913
5,4,0,0,24.00545374683983,1,13.03795491297789
4,5,0,0,23.758286397171094,1,12.68990170209906
6,9,0,1,23.056079924539254,1,13.4556664558359
6,5,0,0,23.92464266317748,1,13.492565862444142
5,6,0,0,20.368951248820355,0,7.8865771443482515
3,6,1,1,20.200286478683903,0,6.800878218468025
9,6,1,0,20.6459974613319,0,8.70818626644495
4,4,1,1,26.774966696978844,1,15.26550965765558
6,5,0,1,24.61299198769228,1,14.614059838686783
5,7,1,0,23.568466693540245,1,13.466470638314863
10,6,1,1,23.57846541092271,1,14.426529553535104
11,5,0,0,20.64097425690353,0,8.035015386640481
4,6,1,0,26.11364056292839,1,15.870243662414284
10,6,0,0,19.708710565690083,0,5.525462676282569
6,4,0,1,25.11212802920178,1,14.916046666624013
5,5,0,0,23.62363679216845,1,13.521558762323208
7,7,0,0,21.756692274904648,0,9.507561606131466
9,5,0,1,23.567197604621168,1,13.436087335353488
5,4,0,1,22.80339030681833,0,10.866722736649889
3,7,0,0,26.478224519560765,1,15.627226276868754
3,7,1,1,23.901358600267933,1,13.603239341131491
8,6,0,0,22.42010918028285,0,10.293397209272634
8,6,0,0,19.893530729936675,0,5.774573975013529
8,6,0,1,20.75756212953411,0,7.386309309897993
9,5,1,0,23.248073097134977,1,12.983521635410298
10,5,0,0,20.964370784246647,0,8.362958751041006
3,7,0,0,24.53039428571997,1,14.35580204282989
9,5,0,1,22.329708791635376,0,10.002748366714671
2,5,0,1,22.913593866116585,0,10.271690563393284
4,7,1,1,23.386410183876457,1,13.702952552792132
8,4,1,0,25.719854785323257,1,14.454840473298638
6,7,0,1,21.024217132285997,0,7.945342671462344
7,8,0,0,21.52624957771555,0,8.891086650893206
3,6,1,0,19.931111130316065,0,6.181604977479827
4,5,0,0,23.31620387040182,1,12.756782292732202
6,7,0,1,20.03518659756509,0,7.058471530786604
5,4,1,0,22.31546867134936,0,9.642749040624786
5,8,0,0,21.27939575060505,0,8.77237781181865
6,6,0,1,22.654145699661917,0,10.260229722822649
8,3,0,1,28.57909538549702,1,17.77575598406732
13,6,0,0,22.693060540207323,0,11.110118089961553
12,8,0,0,26.196710995878647,1,16.056790168778054
8,4,0,1,21.068452435068824,0,8.376180265881125
5,7,0,0,20.89899575921044,0,7.887302715787134
7,6,0,0,20.913369967620103,0,7.539335362867231
2,3,0,0,24.393751357971897,1,13.34086610994768
16,5,0,0,27.34137449025215,1,16.384281956824832
10,5,0,1,23.73088492222851,1,13.571054572894768
8,3,0,1,23.00917114620818,1,12.86280816551174
8,5,0,0,23.161637113065108,1,12.990166743584096
11,7,0,0,24.595992034420103,1,14.435830740623995
9,4,0,1,22.234062083132496,0,9.527082192221911
6,6,0,0,18.83519751546157,0,4.378330390881608
7,5,0,0,24.997266910099142,1,14.072915301112465
10,7,0,1,21.76861659262729,0,9.91693113234133
2,7,0,1,24.422619093722844,1,14.020169186212357
11,6,0,1,23.440166577401424,1,14.33409702097542
2,4,0,0,27.47406460041431,1,15.899888345267302
8,5,0,0,26.804945792381236,1,15.814109925699835
10,5,0,0,22.296239366816355,0,10.523350219144875
10,7,1,1,22.295772166980687,0,10.473458190975371
7,7,0,0,23.791079578000403,1,13.343461421222456
9,6,1,1,22.16009281564549,0,10.080389974654835
12,7,0,1,20.102593009769038,0,7.102860933250887
9,7,1,0,21.361381587046004,0,9.12543784043616
6,6,1,1,23.743794793446654,1,13.738536285983413
7,7,0,0,20.568375496940224,0,7.487711601712724
8,5,1,0,21.650861797131896,0,8.81046146916858
6,5,1,1,24.73640442112685,1,14.563452670780894
7,5,0,1,23.537677737500108,1,12.69668805770702
7,4,1,0,22.470618201613775,0,10.636284658041571
11,7,0,0,26.106700339211688,1,16.426062187827654
4,6,0,0,20.37390086192717,0,6.383458942808562
4,6,0,1,25.236289047954955,1,14.794557324850317
9,6,1,1,22.109062036032544,0,10.344696159702607
6,8,1,1,19.85427382875485,0,6.31933488045357
6,4,1,0,26.82542163622121,1,15.569243145011532
8,5,0,1,24.089968894447228,1,14.03780707608887
9,6,1,0,20.398327149053426,0,6.638096056519225
5,4,0,1,24.02159707985149,1,13.363509815908326
14,6,0,0,23.76336913014633,1,13.53634088012762
12,6,0,1,23.935369963653912,1,14.320053672272495
9,4,0,0,24.93144392183529,1,14.91078800481039
2,4,0,0,20.44994803024187,0,5.738367589624609
10,5,0,0,21.462206510910438,0,8.047655490892339
8,6,0,0,20.38356534118062,0,7.491168270521299
7,4,0,1,22.64934497040405,0,9.59485326034796
3,6,0,1,23.193198702211838,1,12.741795839559702
7,5,0,0,19.64580729487922,0,6.251900237166242
8,2,0,1,24.08896436238603,1,14.198744972689466
6,4,0,1,22.992558718861343,0,11.06270552908354
8,7,0,0,21.52631146971871,0,8.792129785865678
8,5,1,0,24.67750592930538,1,14.48584514809684
12,6,0,0,23.59858692894101,1,13.816353947867617
10,6,0,1,23.894209997066053,1,14.055813747372214
12,7,1,0,21.32756490036375,0,9.439962593400097
11,4,1,1,22.97262654281063,0,10.898522975995432
8,7,0,0,20.944660566971912,0,7.9763307361691
5,8,0,1,22.206203737190265,0,10.332911144703386
5,4,1,1,22.496802685976263,0,9.893974037295449
4,7,0,0,22.913863756905958,0,10.56629331752642
11,5,1,0,24.851194683371567,1,14.70225120720592
7,7,1,0,20.94535328496609,0,8.495577865090942
8,4,0,1,25.04380330675989,1,13.695376611561391
6,7,1,1,19.550082965717152,0,7.176401888403891
10,5,1,0,24.7322071921181,1,14.089544010702664
0,7,0,0,23.11242850336329,1,13.2240711782921
7,8,0,0,24.3955603476426,1,14.13446690178392
12,5,0,0,25.02113304748868,1,14.642632892364237
10,4,0,0,22.20651091598111,0,10.02529673679778
7,7,0,1,23.0379620379406,1,13.239409398130942
9,5,0,0,21.172915733239627,0,8.488304601175049
8,5,0,1,23.272480199090275,1,13.421284236075785
12,3,0,1,24.53500878377368,1,14.107670730626351
9,7,0,0,22.277622415154863,0,10.15708109490152
9,6,0,1,23.21838160456548,1,13.931522957391286
6,6,1,0,22.601750069024757,0,10.396935183450136
10,6,0,0,23.113663627731366,1,14.12312311864975
2,5,1,0,23.316464935706303,1,13.11516958982022
5,8,0,1,21.87906189352054,0,9.550870296078122
13,4,0,0,22.89746651176162,0,10.935678253077048
0,5,1,0,26.431318615981816,1,14.73066359288482
5,6,0,1,20.538441244734297,0,6.874449240512373
7,7,0,1,23.73120425871043,1,13.332205206516
6,3,0,0,23.22425805312056,1,12.73643970133802
11,4,1,0,23.44530240545889,1,13.041048974344475
11,7,1,1,20.790752915071792,0,8.177605123934923
6,6,1,0,25.04538544131448,1,14.686580458119971
6,8,1,1,24.565543531649077,1,14.69291525798688
7,5,0,0,23.5804848852782,1,14.312562854001456
6,5,1,0,22.590508942022453,0,11.023361767329469
7,6,0,0,19.883386628983907,0,5.229753633816539
6,4,0,0,25.220841412647975,1,14.234751179511893
5,6,0,0,25.6102845634932,1,15.4888569039406
9,7,0,1,22.57036958313809,0,10.648841670109658
11,6,1,0,22.491626989047397,0,10.893421731415796
14,7,0,0,23.192284907345357,1,13.819717945785497
6,6,0,1,17.162421282988326,0,2.8622926953297334
9,7,0,0,22.567980524350897,0,10.75525711872818
4,7,0,1,23.01548501182801,1,12.29973576798707
7,5,0,0,26.78603480869092,1,15.437332061195924
4,4,0,1,23.268080145470773,1,13.497871464792349
8,5,1,1,25.32922035355963,1,14.843138081622566
11,4,0,0,22.708434320613534,0,10.005102160163354
7,7,0,0,21.85476482833516,0,9.549241166161949
9,6,0,1,25.38489206394623,1,15.971756217087416
2,5,1,0,25.034378536196296,1,13.974961229832594
11,4,0,0,19.35716200764105,0,5.0034725482621765
9,5,1,1,22.479255176181184,0,10.613689078531529
9,6,1,0,24.789922922240414,1,14.094973687831914
9,6,0,1,21.8482478707894,0,9.376914976157124
4,5,0,0,24.068890360658223,1,13.024876657613811
5,6,0,0,22.136850554094565,0,9.884062630335468
11,4,0,0,22.271379383908904,0,10.229975265567536
4,6,0,1,23.0084713633932,1,13.042006527731075
3,6,1,0,24.02997384904372,1,15.032259230269892
6,5,0,0,21.46302762223902,0,8.486792495859165
8,3,0,0,23.90151949093983,1,13.733715714459198
11,3,0,0,20.694406013661062,0,7.916702985036537
4,4,1,1,23.980285126379677,1,13.4351233192367
10,7,0,0,21.2310034978066,0,9.131352280766938
8,7,0,0,22.00469476321772,0,9.592728653948226
2,5,1,0,24.18744906258173,1,13.251766337303431
9,3,0,1,23.99292434470063,1,14.471832073606128
8,5,0,1,23.42577325961693,1,14.090530711549336
7,6,0,0,24.079434166360397,1,14.2090078513366
12,6,0,1,21.481196512436032,0,9.622801529059412
10,6,1,0,22.85763941575476,0,11.466516070708511
6,6,0,0,22.581468738790388,0,10.745090484920622
9,3,0,0,24.163249727424304,1,13.834194285747309
4,6,1,0,19.63339942268741,0,4.323508265850486
7,6,0,1,24.233693720174468,1,14.722577294537604
10,5,0,0,25.66562352922525,1,15.269189994488793
7,5,0,0,25.97246557976528,1,15.008798795167827
6,3,0,0,23.3423256606347,1,12.361292483571068
6,5,0,0,24.37415727762796,1,13.547068638944664
13,4,0,1,22.86202397977958,0,11.347301784848373
8,5,0,0,25.05363518147133,1,14.212139937036527
1,7,0,0,25.080981613640983,1,14.634229036415002
3,5,0,0,26.094301632586404,1,14.605350574477932
10,5,0,1,24.844836600393734,1,15.080664759477177
7,6,0,0,25.10640369460061,1,14.08500671998687
11,3,1,0,19.33410466257452,0,4.911358590452102
8,6,0,0,20.47592999381039,0,6.400222963099381
6,5,1,0,24.588533162875105,1,14.586770717890452
2,6,0,1,25.218432831735495,1,13.337559642883082
8,6,1,1,21.68930996880789,0,10.177246206946853
9,4,0,1,18.50948994485838,0,4.623171502130159
6,7,0,1,19.67606243820953,0,5.831350971162883
6,6,0,0,22.239752635054536,0,9.306699423403463
6,4,0,0,24.77410928092252,1,13.587801043916466
10,8,1,1,20.951927240024855,0,8.237015797248423
12,7,1,1,22.56669956398572,0,11.09883107459135
3,5,0,1,22.13307166055832,0,9.625282479999155
9,9,0,0,18.310907516153478,0,4.184200976909102
8,6,1,1,23.128609226492017,1,13.901181144370783
6,8,1,0,23.785845593344163,1,13.421338263381902
7,6,0,0,23.519776258852637,1,14.154329445059796
8,5,1,1,26.85927538265017,1,16.70318639406183
8,5,0,0,20.87790666420883,0,7.886268400690934
5,4,0,0,24.68083278240419,1,13.459415692919544
8,4,0,1,27.45518198861152,1,16.77854168713794
3,7,0,0,23.73036980139029,1,13.034379864697168
12,4,0,1,25.395113909802244,1,14.696400788715303
2,5,1,0,22.20326313001598,0,9.09410829768236
5,6,0,0,20.43772242140157,0,7.263016910225634
5,6,0,1,21.69627247256508,0,8.128857146273809
0,6,0,0,23.89978655319732,1,13.51672535763494
6,4,1,1,20.690482928699844,0,8.367637650304657
11,6,1,1,21.76753294776779,0,9.723680355567303
8,5,0,1,20.954030979966312,0,7.689762038288154
2,7,0,0,20.611249856425875,0,7.0691278983619386
8,5,0,1,26.39768281312813,1,14.468454994099885
10,8,0,1,22.86058168918268,0,11.843104819465651
6,7,1,0,22.656186326353332,0,11.46453357935102
8,5,0,1,24.312550417731416,1,14.313429944309451
8,7,0,1,20.364976486251265,0,6.706510297115247
11,3,0,0,19.161501485081835,0,4.553121110943824
7,6,0,0,23.9015016232072,1,13.923370411021198
10,6,1,0,19.482836512568472,0,6.40499243192178
8,8,0,0,25.86494118400987,1,15.513339945674645
12,6,0,1,23.499776420206228,1,13.830733135927614
8,5,1,1,23.32633036493201,1,12.998755758978842
8,6,0,1,27.70098673924263,1,16.28560892394905
9,8,1,0,20.850929015179297,0,7.55174302164033
3,7,1,0,20.90922289668791,0,7.90667437256193
7,5,1,0,24.451429316737023,1,14.172012375942176
7,7,0,1,24.673915250646044,1,14.318175125876436
7,3,0,1,21.81735071398322,0,9.032999252652496
4,6,1,0,23.687631444898845,1,13.53254434757446
4,9,1,0,20.25723746138686,0,7.2219142544807955
10,6,1,1,24.50134708039122,1,14.459819624594656
11,4,0,1,24.9759280487308,1,14.19500079162395
7,6,0,0,23.997343234153345,1,13.817086380306376
8,6,0,0,24.368902068471243,1,15.44018287522001
8,6,0,0,22.14660784601506,0,9.323422768582146
13,3,1,0,26.03065000767699,1,14.8748242105238
1,7,0,1,20.69058336251217,0,7.980572015780055
11,6,0,1,25.293867338196133,1,15.397782115538272
8,8,0,1,25.45379591411424,1,15.820310917367053
8,4,1,1,27.006917352445797,1,16.265194591294243
6,6,1,0,21.498324133282697,0,8.652144246622274
0,4,1,0,19.099645398095504,0,4.705753274269639
7,6,0,0,25.940080707426848,1,15.639375435309978
6,7,0,1,22.38428909347192,0,9.919472864095772
9,5,0,1,23.96358072351935,1,14.656844523000276
10,4,0,0,21.74721501896854,0,8.988737069296983
6,6,1,1,23.68124488485329,1,13.005343514683918
10,8,0,0,23.407054681183983,1,13.359950227274794
5,5,0,1,25.402374735308783,1,14.110753120273232
8,5,1,1,23.867356178310395,1,14.250681498715805
5,5,0,0,25.210512940196164,1,14.615008723106142
5,5,0,0,22.81116910555019,0,11.197007615767738
4,4,0,0,24.5711845144994,1,14.11327192687516
11,3,0,1,22.686923704955408,0,10.55826981629183
7,5,1,0,25.304261987743622,1,14.23442165678842
12,8,0,1,21.372333464998945,0,9.05850796649608
11,7,1,0,24.3393290319776,1,13.969505204291934
6,5,1,1,21.01711813196582,0,8.029183776199234
6,5,0,1,25.124430052010634,1,14.239213730210809
5,5,0,0,21.18533144646204,0,8.687491469486773
11,4,0,0,21.27395730474723,0,8.49680878414315
8,9,0,0,23.683573782739284,1,14.009595807449555
11,6,0,0,22.30364157411728,0,10.263778913082216
4,4,0,0,19.16745485377185,0,3.9545719867124713
6,3,0,0,26.278094336707525,1,15.756114214901746
8,6,0,0,24.64621075712196,1,14.756084790780507
1,7,1,0,22.5942392669773,0,9.85516799790228
7,6,1,0,20.861412849769945,0,7.945142664960874
8,6,1,0,24.45040733451291,1,14.271758494907736
8,5,0,1,22.376562232986437,0,10.485312299969106
7,6,0,0,22.406207560992254,0,10.468740928145795
6,3,0,0,22.99147801452064,0,11.627631649709382
6,7,1,0,23.73943330217354,1,13.886054251564024
13,5,0,0,22.91044658234776,0,10.967573803800438
3,7,0,1,21.55702126732938,0,8.751817091182147
7,1,0,1,25.425836648841205,1,13.528789271581108
6,7,1,1,22.82132354156583,0,10.681470022604415
1,7,0,0,21.36319463055021,0,8.691855623212577
12,7,1,0,23.083954751504024,1,13.854758205161742
5,5,0,1,23.599437849775335,1,13.186243088456331
9,5,0,0,28.20339442618174,1,18.168517487034983
6,5,0,0,24.888759894676223,1,14.631976231392724
9,6,1,0,24.47626340311432,1,15.06719353286286
9,5,0,0,20.52234073835896,0,6.642702928128413
9,7,0,1,23.398644292258204,1,13.272231638146229
11,5,0,0,26.12949179807356,1,15.243865867210044
9,4,0,0,23.048797590461703,1,12.659882520716852
11,6,1,1,25.0434912413218,1,15.027770690671838
8,5,0,1,23.510561833673528,1,13.586008788363475
8,7,0,0,21.280631641507963,0,8.170552381902585
8,6,0,0,22.809725988141924,0,10.284426856521852
7,7,0,0,18.77113227522134,0,5.298671732924172
8,7,0,1,20.757156746811773,0,8.146970993635723
5,4,0,0,22.014408884604176,0,9.654826564686235
12,5,0,1,21.966993886125152,0,9.501198272400623
7,4,0,0,22.651305300911314,0,10.106364408595905
8,1,1,0,26.6891776997054,1,15.36997176680098
12,8,0,1,20.438192346893477,0,7.881233526201332
10,4,0,0,21.48300448867085,0,8.232694834512674
5,5,0,1,24.722498878608256,1,14.304895867325024
11,8,1,0,22.97382495794252,0,11.585235057895844
5,5,1,0,20.98608280627137,0,7.965006727135008
6,6,1,1,20.415902750095437,0,7.314598011045826
6,7,0,0,21.522553633376628,0,8.44839123219445
7,5,1,0,20.855926584796723,0,7.260705570221318
10,4,0,0,22.857074812853984,0,11.691001585793623
13,6,0,0,23.98205554869998,1,12.931715511200812
8,4,0,0,24.94046990277469,1,15.833970256057796
5,7,0,1,23.659205894171247,1,13.000155659886769
10,6,0,1,25.198037951770715,1,16.136336749891413
7,5,0,0,22.48313687242473,0,10.274643930408528
10,7,1,0,21.822534525955195,0,10.0599298875298
9,4,0,0,21.96356753591226,0,8.497472213747121
0,5,1,1,24.67684289834999,1,14.45951132191666
5,7,0,0,23.943804052729146,1,13.048547471254372
8,3,0,1,23.26792514752498,1,13.639518300457087
7,6,0,0,24.93932361696352,1,14.80283186596461
8,5,0,0,27.18837464363244,1,16.340918985427948
10,6,1,1,21.425785101326387,0,10.14247719298226
5,6,0,0,24.55336870884577,1,14.478039459167324
10,6,1,0,20.365598518769566,0,6.979993630578623
10,5,0,0,20.968516396738877,0,8.461208102980796
5,7,1,1,22.84628892218633,0,11.174816455401157
8,4,1,0,20.670449169692528,0,7.433507255829578
5,6,1,0,24.10532618719904,1,13.62508114563098
8,4,0,0,20.30459694389473,0,6.842054361987047
9,7,0,1,23.893091861534607,1,13.634788944135178
11,5,0,0,25.03390867669051,1,14.585958602744386
5,5,1,0,19.55475958998406,0,4.99451516017758
3,5,1,0,24.26217058585672,1,13.53241130663937
11,4,0,0,22.374587498665623,0,9.977550986699416
9,4,1,0,22.953812258702104,0,12.099760264447152
10,4,0,0,25.58009462803757,1,14.516126788660674
9,5,0,1,23.39145764405042,1,14.376743124418097
5,4,0,0,24.958303023236525,1,14.059428041533966
4,4,1,1,23.39094873441414,1,14.075434984025035
9,5,1,1,20.710016662534716,0,7.75935735097204
8,5,1,0,20.91620951420755,0,7.4693113429670195
9,8,1,0,24.022684462810183,1,13.50512038324483
9,6,0,0,20.681431802377308,0,8.097333816760363
9,5,1,1,24.59173776064809,1,14.315520401394776
6,5,1,0,23.648755481136284,1,14.50640657077157
5,8,0,0,23.225955210983404,1,12.884118178730857
6,4,0,0,24.04230189571233,1,12.395867491558825
8,6,0,0,24.41939572380396,1,14.088771237538644
5,6,1,1,22.43431985790584,0,10.050224998825582
11,7,0,1,21.927230896284662,0,9.7069825955944
8,4,1,0,24.984317574666296,1,13.59188498022604
9,6,0,0,22.875533120071147,0,9.848145756683422
12,4,1,0,24.984316572092037,1,15.23142491201419
3,6,1,1,26.15797236378901,1,15.731743129278671
3,5,1,1,24.41138567666671,1,13.689276578852413
6,5,0,0,18.13028579277278,0,3.239554574876343
8,5,1,0,20.493635013698142,0,6.56241734370378
4,5,0,0,22.801829266455467,0,9.90539888754769
11,7,0,0,23.49224323639551,1,13.803879665164969
10,3,1,1,24.66068962556556,1,14.519887625556022
12,6,0,1,22.9093467136874,0,11.322534581828654
6,6,0,0,24.07576144923448,1,13.952528609509384
5,7,1,1,22.778255101552247,0,10.963864104734787
7,5,1,1,22.822949031527678,0,10.861282518929212
14,7,0,1,21.151123211163025,0,7.987651359076597
4,6,0,1,22.061665668464236,0,9.725636147821731
5,5,0,0,20.47593383035768,0,6.484117342459521
2,4,0,0,20.07085723667327,0,6.432367455790928
10,8,1,0,25.28263831945069,1,15.282770288387594
6,7,1,0,22.8714087577917,0,10.207847269735884
12,5,0,1,25.070717783376203,1,14.668714845207084
3,6,0,0,25.329024748370763,1,14.133256590432971
6,1,0,0,20.07059920560744,0,6.288951335195268
10,5,0,0,20.266220973587696,0,6.5947820438882205
7,4,0,1,24.9172406125347,1,14.905800494682072
3,5,0,0,21.27540120648767,0,8.45770901724667
9,6,0,1,24.377041304257187,1,14.641287443857715
10,4,0,1,25.86242037482036,1,15.45448259357403
8,7,0,0,24.782890072548444,1,13.872994435533087
12,4,0,0,24.97544958066331,1,14.15890913650892
6,6,0,1,25.34257777396015,1,14.710936443288931
7,7,0,0,22.56829200471336,0,9.85359590254842
9,5,1,1,25.630002541187903,1,15.281367864122783
10,2,1,0,22.64821685569232,0,9.79883212610346
8,7,1,0,24.305160951505037,1,14.171400601357542
11,6,0,0,19.74853389149712,0,6.379537929567382
6,6,0,1,22.131061273363294,0,9.216164539952802
8,8,0,0,20.94464582549557,0,7.702262531477504
3,5,0,1,24.229521230953253,1,13.57780003033619
6,5,1,0,22.95644654096121,0,11.17533038554683
4,6,0,1,29.31938616504593,1,18.21428502237576
5,4,0,1,20.870239219714936,0,7.535066883752233
4,7,0,0,23.88865838737996,1,14.658617022762046
11,5,0,0,22.52373398171612,0,10.475711766866633
0,6,1,0,23.08895313692828,1,13.08141492957898
2,2,1,0,26.72934253530328,1,15.867875130225332
6,7,0,0,25.40282634592865,1,13.922073363849073
11,6,0,1,21.67721806467639,0,10.357841241022054
7,5,0,0,19.65113860321535,0,6.890582142411821
15,4,0,0,25.31218442907984,1,15.568421854620764
5,2,0,1,19.57450696855998,0,5.16325289688923
10,6,0,1,24.52806017340145,1,14.909712188735902
7,7,0,0,22.99124879375835,0,10.660473235788432
5,6,0,0,21.939228041998,0,8.724302539018165
9,6,0,0,25.133590750164785,1,15.875294629226952
6,5,0,1,25.268814121721903,1,14.81067231218658
