student_age,parent_education_level,school_quality_index,socioeconomic_status,gender,minority_status,single_parent,tutor_availability,tutoring_sessions_count,student_performance_score
12,32,8,8,1,1,0,11,27,275.98487089069346
8,28,9,8,0,0,0,12,28,285.55884867916984
10,29,9,17,1,1,1,11,23,238.04243262478988
9,29,6,14,1,0,1,10,22,227.0751422106237
12,30,8,16,1,1,0,15,24,244.8851586274718
13,28,8,19,1,0,1,10,19,197.90447798107925
11,30,8,11,1,1,0,10,27,275.7554248526254
9,32,11,11,1,1,1,10,24,247.77498853781165
7,29,6,14,1,0,1,12,22,228.1533150544523
8,34,6,12,1,0,0,15,26,261.1724920505768
7,25,11,13,1,0,1,12,28,287.6079869916791
11,29,9,15,0,1,1,12,27,275.4275576810399
11,35,7,16,1,1,1,11,20,202.0893337564281
13,32,12,11,1,0,1,9,23,239.98169770981588
11,28,6,16,0,1,1,8,24,247.61287005864284
8,31,5,14,0,0,1,15,24,242.90151764967203
11,30,8,15,1,0,1,12,21,218.5075599324113
11,29,6,16,1,0,1,14,21,216.54237567075583
8,27,11,14,0,1,1,12,24,248.6254582394984
16,27,7,9,1,0,0,16,28,286.50913539255663
9,28,7,13,1,1,1,13,24,249.266044266564
11,33,9,19,1,1,0,10,18,182.9875034226561
8,32,4,16,0,0,0,13,21,211.26386090348183
8,30,8,18,1,0,1,8,19,197.82467918843
10,29,9,10,1,1,0,10,26,265.957763108053
16,29,8,19,0,0,1,13,20,204.56464989666785
4,29,1,16,0,1,0,10,21,213.26365702617625
11,28,8,11,1,1,1,11,27,277.51042252080833
12,27,3,15,0,1,0,12,26,264.60301287321613
12,29,11,13,0,0,0,13,26,262.6669226725966
16,32,7,12,0,1,0,12,27,273.78539713472674
4,31,9,16,1,1,1,14,24,246.86726836140875
8,29,1,14,1,0,1,8,17,177.18569129147102
13,27,7,14,1,0,0,9,23,239.5196210240236
13,27,13,14,0,1,0,8,25,258.3717164821148
7,31,11,14,1,1,0,10,22,226.52542128942008
11,27,10,15,1,0,1,15,27,277.487334177975
9,28,6,16,1,0,0,6,18,189.54928041436767
7,27,3,13,1,1,0,9,22,225.3035713787251
8,31,10,16,0,0,1,10,21,215.99325235833123
7,27,9,14,0,0,0,13,27,278.3684879701282
9,32,6,13,0,1,0,10,24,244.56465404957092
8,27,13,18,0,0,0,11,22,225.69978435035503
11,28,6,12,1,0,0,10,22,226.17164141620336
13,31,9,15,1,0,1,12,22,225.8147057141126
8,29,14,18,1,0,0,14,25,254.9534637406981
7,30,5,17,1,0,1,14,20,203.5790517991883
7,30,10,11,1,0,1,13,23,235.6726674508492
9,27,8,7,1,0,1,11,26,269.5998727986149
9,30,11,11,1,0,0,13,24,245.0880924252353
9,29,7,14,1,1,0,10,23,237.11692669499703
9,29,9,14,0,0,1,12,21,215.94521629744872
10,32,9,14,0,0,0,14,25,251.49627503624788
8,27,4,9,1,0,0,10,25,256.9131741132202
6,34,10,15,1,1,0,15,22,221.2111517903636
11,31,4,12,1,1,1,13,25,257.2586674732472
8,31,4,11,1,1,1,11,24,245.1489269137652
6,30,1,12,1,0,1,8,19,196.0729561365822
8,24,7,10,0,1,0,9,23,240.9292902407448
7,32,6,12,1,0,0,11,23,235.94808447997107
14,28,5,11,1,0,1,11,23,238.5496445761925
10,29,7,10,0,0,0,9,26,266.88540834649393
6,31,7,12,0,0,1,10,20,206.10147973404517
10,30,12,14,0,0,0,13,24,243.61044213032417
12,27,5,15,0,1,1,10,22,223.2053192218312
10,30,5,17,1,1,0,8,16,166.61159862571606
10,32,8,11,1,0,0,12,24,247.27441499923268
9,28,10,12,1,0,1,12,24,250.1784135608013
11,31,7,12,1,1,0,11,25,255.25103924481488
5,31,7,12,1,1,1,13,24,244.9555860103033
6,29,10,11,0,0,1,12,24,247.76560314792297
11,29,8,12,1,0,1,11,23,237.87938246633703
14,32,6,14,1,0,1,13,21,215.49794749445192
14,30,9,19,0,1,0,11,20,204.66541233931608
12,27,7,16,1,1,1,14,22,226.12436346464727
8,26,14,12,0,0,0,13,30,309.14311103721843
8,28,3,10,1,1,1,13,24,247.23122900688543
8,32,6,18,0,0,1,12,20,202.7572047435816
13,35,7,13,1,0,0,12,23,234.82105571471797
7,29,4,11,0,0,0,13,25,254.01418699147663
5,31,12,18,1,1,0,13,22,223.60056605950788
7,31,5,14,0,0,1,12,20,204.04568116887603
7,31,1,16,1,0,1,14,22,223.57125278930584
11,29,8,10,0,0,1,13,27,275.8037236537613
11,31,6,11,1,0,1,12,24,246.83105609904555
0,27,4,11,1,0,0,14,24,245.9107152103456
4,27,10,17,0,0,0,15,23,235.36986858205572
6,28,10,15,0,1,1,10,25,257.4283859736219
9,33,5,13,0,1,1,11,24,242.37326726504384
10,31,4,13,0,0,0,10,22,225.8064248929396
3,32,1,13,0,0,1,12,19,194.6845553891124
7,27,4,10,0,0,0,11,23,236.32040662869912
6,30,5,11,0,1,1,14,27,276.3609406032986
13,29,4,12,1,0,1,15,26,265.2366748014778
7,28,6,18,1,0,1,11,21,214.7244287706244
8,30,8,10,1,0,1,11,24,247.7126290689647
9,30,9,20,1,0,1,14,20,202.50462055397696
6,27,6,15,1,1,0,15,26,264.85043161848165
12,30,11,14,0,1,1,15,26,264.59897412586633
14,30,6,12,1,1,1,13,25,254.13060715552504
8,31,6,10,1,1,0,12,25,255.41870302611736
9,28,11,16,1,0,0,8,20,207.14162653457427
11,28,6,18,0,1,0,12,24,243.21206386532876
10,32,8,11,1,0,0,11,21,215.09281425531745
14,28,8,17,0,1,1,15,25,252.6148677434611
16,29,12,13,1,0,1,12,25,258.9200394957296
10,27,9,13,1,1,0,14,26,265.5355397690447
12,34,9,11,1,1,0,8,24,245.48320465545024
7,31,4,13,0,1,0,10,24,245.03830092229475
14,26,13,18,0,1,1,10,26,269.0234476097089
12,26,6,14,1,1,0,10,21,216.09277985361967
10,29,9,19,1,0,0,11,18,186.99100747348055
9,30,10,17,0,1,0,12,24,245.38629098596448
10,31,7,13,0,1,0,14,25,252.1011585977939
5,31,8,13,1,1,1,10,21,215.08099993965493
14,31,5,9,1,0,1,10,26,271.0252707311252
10,31,10,11,1,1,1,12,27,278.99905283806453
10,31,8,15,1,1,1,9,22,225.5829864629968
9,30,2,13,1,0,1,13,23,236.865856234452
8,30,9,14,0,1,1,13,24,242.86299265094075
8,28,9,15,0,1,0,10,22,226.97527473066708
16,33,7,12,1,0,0,13,23,234.51275878199007
9,31,10,9,1,0,1,11,25,255.34323578618665
8,29,12,12,1,0,0,8,24,249.0324011475332
11,30,12,13,1,0,1,11,24,248.2728691235549
10,27,9,12,1,0,1,10,26,270.1795936346905
8,31,6,13,1,0,0,15,24,244.2254849550304
9,31,11,15,1,0,1,7,20,208.383210390294
9,25,9,13,0,0,0,12,26,268.75150768424675
12,33,10,14,1,1,1,11,25,256.17031146090204
5,28,10,16,1,1,0,10,23,235.47708276807185
7,34,10,10,0,0,0,11,23,234.2398966127671
12,29,20,13,1,0,1,10,29,302.1736867133736
11,32,4,14,1,0,0,13,21,215.71181529166105
8,31,2,18,0,1,0,12,15,153.10482152554425
12,28,13,16,0,0,1,14,24,249.41955516867705
14,32,7,14,1,1,0,10,23,236.9033256878795
6,31,4,13,0,1,1,13,24,244.1315437321748
8,29,9,12,0,1,1,11,25,256.6579329206135
11,27,6,13,0,0,1,11,27,280.1642004814152
7,31,6,14,0,0,1,11,19,194.2598317552056
10,29,9,13,0,0,0,10,23,239.12226218288524
8,30,9,10,0,1,0,10,27,274.9917590292794
9,32,5,15,1,1,1,11,21,214.97075580411783
11,27,15,19,0,0,1,12,23,238.15342709263183
10,30,6,12,1,1,0,10,23,235.1662489120016
7,32,11,16,1,0,1,12,21,215.10136537690408
11,29,10,14,1,1,0,13,25,258.0356534514339
9,29,8,7,0,1,1,9,26,268.0390642234624
11,31,8,13,0,1,1,14,26,264.6257041960068
15,28,4,13,0,0,0,12,22,226.34859504296716
10,27,6,16,0,0,1,13,24,247.10674818787547
9,28,9,14,1,0,0,12,23,239.23098073406635
9,28,11,15,1,1,0,12,24,247.4857800202744
13,32,6,14,1,1,0,7,20,206.4019932538065
4,29,8,9,1,1,0,12,25,255.9059171631837
9,28,7,13,1,1,1,8,23,238.0027702714736
8,32,10,12,1,1,0,12,24,245.22168078629525
9,27,4,14,1,0,1,11,19,197.93601750017203
7,30,6,15,0,0,0,11,21,215.48688847373407
12,29,10,13,1,0,1,12,23,236.6297557900276
12,32,5,14,0,1,1,14,22,221.5765242716502
11,28,10,17,0,1,1,7,23,239.19777553228403
12,35,8,17,0,0,1,11,17,169.806403132894
10,28,8,16,1,1,1,13,24,247.04862290428247
10,28,13,10,1,1,1,13,31,319.0586238682812
3,34,4,10,0,0,1,11,22,223.173030890543
9,29,7,14,0,1,1,10,23,239.4485349485393
6,31,7,19,0,0,1,13,20,204.24453154158968
11,31,8,15,1,0,1,14,22,226.10552331836823
9,32,7,14,1,1,0,11,22,224.8639501645264
10,31,13,15,1,0,0,15,24,249.05574323015776
12,29,3,12,0,1,0,12,27,274.09635255068787
10,30,5,14,0,0,0,11,21,213.5377274918888
6,32,13,15,0,0,1,14,24,246.15711740511475
3,32,10,14,0,1,1,13,24,243.4873708417086
10,29,2,15,0,1,1,10,21,214.9432898707139
6,29,4,17,1,0,1,14,20,207.8450020106484
7,32,10,20,0,0,0,14,18,183.4037217554093
12,27,10,13,0,1,0,7,24,245.874773920923
8,31,8,15,1,1,1,11,22,226.99576482905772
12,29,6,13,1,0,1,12,23,236.63367157567387
8,27,4,14,0,1,1,10,24,243.33055910397752
13,29,6,13,1,0,1,10,19,199.27121642852663
11,33,11,16,0,0,1,10,22,224.20774168922864
9,28,5,13,1,1,1,12,23,237.2898696430864
11,28,7,15,1,1,0,12,23,235.7340558853946
8,25,14,18,1,0,0,8,21,221.6653692854984
9,35,5,10,1,0,0,15,23,231.12455685433127
8,28,4,15,1,0,0,11,21,217.48652448475485
11,30,12,16,0,1,1,12,24,244.2120068572169
10,24,7,16,1,1,1,9,23,239.0125946769132
5,29,13,14,1,1,0,11,23,236.7803126143908
12,31,5,15,0,1,0,10,23,232.31138899394423
10,29,3,11,0,1,1,16,29,295.51138828054707
9,27,7,12,0,0,1,14,26,266.8789788120172
8,31,10,8,0,1,1,12,27,275.2272121634682
13,25,0,10,1,0,1,11,23,239.11521583493425
12,32,7,11,1,1,1,7,23,237.84035207580143
9,29,17,16,0,1,1,11,26,265.96555897511314
6,31,2,12,0,0,0,14,24,240.35257558789547
8,28,6,15,0,0,1,11,24,246.6939723366919
9,26,7,11,0,1,1,7,25,262.53744720058364
9,27,10,11,0,0,1,12,24,248.5699258644981
6,26,11,14,1,1,0,14,26,267.0430191425266
13,30,12,13,0,0,1,9,24,248.89761855618767
13,29,7,11,0,1,0,10,26,266.2238230275313
11,30,5,15,0,0,1,11,19,195.74823657590983
6,28,6,14,0,0,0,12,24,246.37049350057808
7,31,14,14,0,1,0,9,24,248.5360918724063
6,34,0,13,1,0,0,13,19,192.28210942750397
10,28,9,11,0,1,1,11,26,268.32991697572265
8,28,8,11,1,0,0,14,26,265.36659860603504
12,28,8,16,0,1,0,12,24,244.56681965377803
8,27,7,20,1,1,1,12,22,226.09633478236995
6,29,6,13,1,0,0,12,24,244.65234495933785
9,29,11,12,1,1,0,9,27,277.7098318252704
8,32,2,13,1,0,0,9,19,194.1122577674001
9,31,8,12,1,1,1,13,27,274.04900885149823
13,33,8,11,0,0,1,12,23,234.8974682425763
11,28,1,12,0,0,1,11,25,255.43130888316003
12,25,5,17,1,1,1,12,24,247.81411490926715
8,32,8,14,1,1,0,11,22,226.18075620574652
8,30,9,14,1,1,1,13,24,245.7617992460102
14,29,2,13,1,0,0,11,22,225.6694302444521
7,29,6,10,1,1,0,12,22,225.59780330336864
10,32,6,11,0,1,0,11,25,253.3091130411737
7,27,11,12,0,1,1,11,29,299.42404671788614
4,26,2,14,0,1,1,11,21,216.51799899048075
13,29,12,11,0,0,1,13,29,297.7415195024043
17,30,8,12,1,0,1,12,27,273.692699933705
9,31,6,14,1,1,1,15,26,267.0184039776766
9,27,6,17,1,0,0,14,22,229.0483949160489
6,29,11,14,0,0,0,13,26,262.7360250004882
7,28,6,11,1,0,1,9,24,248.5883530743546
8,29,13,10,0,0,1,10,26,268.6523708795107
9,29,11,13,1,1,0,10,24,248.2877124007269
7,33,7,12,1,1,0,10,23,234.41106543374465
11,29,12,10,1,0,0,11,25,257.2298538011827
9,28,11,10,0,1,1,11,27,277.7812152526195
10,30,10,20,1,0,1,13,20,207.257758034353
4,28,8,11,0,0,1,11,23,238.5032868318939
12,29,4,10,0,1,1,12,24,249.65352722622652
10,30,9,16,0,0,1,15,23,234.78640680992305
11,30,5,14,0,1,1,11,24,244.0473529820494
9,27,8,10,1,1,1,9,25,261.53440894351246
11,31,9,13,1,1,1,13,24,245.1336466566288
13,27,10,10,1,0,0,10,28,290.30403526064936
11,31,7,12,1,0,1,13,25,257.3860357643744
10,33,13,12,0,1,1,13,30,302.30174853849775
8,33,6,12,1,1,1,12,23,237.179403987918
6,28,8,14,0,0,1,9,23,236.5411129094596
9,32,4,14,0,1,0,9,18,183.4027571526865
14,32,10,12,1,0,1,9,24,246.38063859342736
10,31,6,10,0,0,1,13,26,264.8879411446797
9,34,6,10,0,0,0,12,23,235.45001139368475
9,31,5,13,1,0,1,14,22,224.52805203420624
9,29,13,13,1,1,0,8,24,247.2670754837388
10,31,9,13,1,0,0,9,20,204.1078855611683
9,30,14,14,1,1,0,14,25,254.17774104252305
14,22,10,16,1,0,0,10,26,269.27033600835586
11,29,10,10,1,0,0,16,25,253.3662435246977
6,31,11,15,0,1,0,11,23,232.6478548051279
12,28,5,15,1,1,1,11,20,206.75087344151768
4,30,12,11,1,1,0,12,26,264.0057087969304
7,30,10,16,0,0,0,8,20,208.59860280677444
9,29,3,15,0,1,0,11,23,234.05024148774945
12,28,6,14,1,1,1,10,21,215.3871280395186
5,28,7,10,1,1,1,12,25,258.29651826160347
8,28,2,12,0,1,1,12,28,285.79216769514073
15,29,13,17,0,1,1,11,25,257.39316540716595
7,32,5,15,0,0,1,10,18,186.3485195613536
10,32,10,17,1,0,1,12,20,208.429310040702
9,29,4,14,0,1,0,12,25,253.77826902647328
10,30,8,12,1,1,0,11,26,266.2815372382011
12,31,6,11,0,1,0,13,26,266.68072393328094
10,28,14,15,1,1,0,12,25,256.87548613835133
9,33,4,12,0,1,1,13,23,235.57246472944783
11,31,4,16,0,1,1,11,18,182.7784076802312
8,32,11,13,1,1,0,13,25,254.17597415644696
15,28,8,15,1,0,0,10,24,246.18182066251035
11,27,7,12,1,1,1,10,24,249.09996835902467
9,29,8,14,1,1,0,10,21,217.1443729334914
11,27,3,11,0,0,1,11,25,259.1922866918851
10,30,4,11,1,1,0,13,27,273.7139651087681
5,30,10,11,1,1,1,12,27,278.38429594438577
13,29,12,10,1,0,1,11,26,270.2053909049354
7,32,14,19,1,0,1,11,20,205.476355682543
9,28,12,13,1,0,0,11,24,244.9715932860614
12,33,7,8,0,0,1,13,25,255.48570983999983
7,29,13,14,1,0,1,11,22,225.84863620870067
10,31,4,8,1,1,0,11,25,254.01642061844723
9,27,8,14,0,1,1,10,23,234.7877802344076
8,32,9,17,0,1,0,9,18,183.1071721474319
11,33,13,14,0,0,0,13,26,262.0244534982932
12,27,13,16,1,1,0,10,25,256.0270884264016
11,28,7,9,0,0,0,11,26,269.143337110612
10,31,4,12,0,1,0,11,24,243.92026549054464
5,32,9,16,0,0,0,12,22,223.87688555901124
11,32,7,14,1,0,1,12,21,216.533956944348
15,23,3,12,1,0,1,8,25,264.47941695889654
7,29,7,18,0,1,1,8,19,197.5515993297175
10,30,10,18,1,1,1,7,19,198.77676929516352
9,27,7,12,0,0,0,10,24,244.350743571535
9,29,8,14,0,1,1,13,26,265.5901551761102
10,31,7,16,1,0,1,11,19,197.98109642693464
10,29,6,16,0,1,0,14,25,253.81592369745732
9,26,8,15,1,0,0,11,21,218.0082762293829
11,28,10,14,1,0,0,9,24,247.6451050811716
7,33,2,16,1,1,1,11,20,206.7367312542764
11,27,3,15,1,0,1,11,24,250.0314372939769
8,30,3,9,1,0,1,12,24,248.30869791416143
7,31,6,14,0,1,1,12,22,225.1343381531408
10,26,4,12,0,0,1,13,27,278.1434454267445
15,29,2,16,1,1,1,10,18,184.7864695535846
11,27,6,16,1,1,0,11,23,237.33135887704375
12,29,6,12,1,0,0,15,27,275.2275822776814
7,27,10,17,0,0,1,12,18,190.41575443424844
17,28,8,15,0,0,0,7,22,230.0677983002564
11,28,7,16,1,1,0,13,25,254.7808378676289
14,27,5,11,1,1,1,13,26,270.3605613758901
8,29,9,13,0,1,0,11,25,253.54307231120487
10,29,4,15,1,1,0,13,25,256.5982043481017
12,29,9,16,1,0,1,10,22,227.723520364796
6,26,9,13,0,0,1,13,27,278.3698377768795
11,32,10,13,1,1,1,11,25,259.1311079836847
13,29,10,17,1,1,0,11,23,237.36226770629133
15,32,4,13,1,0,1,12,22,224.56483675619228
9,32,1,12,1,0,1,11,19,195.36680857168605
5,29,8,14,1,0,1,15,23,235.32962558209
12,29,7,17,1,0,1,13,21,219.23811725306035
12,25,10,14,1,1,1,11,25,261.2639536243339
15,29,11,11,1,0,1,12,28,288.4917767084158
13,32,7,17,1,0,0,12,16,164.65327072180176
8,26,10,16,1,0,0,12,24,248.01350779403856
7,30,9,11,0,0,1,15,28,286.2568053240633
10,28,7,14,1,1,1,11,21,216.3730547221525
14,31,7,9,1,1,0,9,26,266.0858768635396
11,28,10,14,1,1,0,9,22,227.6325927543749
12,31,11,12,1,0,0,12,24,245.88813421466605
5,31,7,15,0,1,1,17,24,243.11261311713136
8,32,8,19,0,1,1,13,20,203.580176510659
15,33,8,17,1,0,0,10,20,204.87971666169983
8,31,4,11,0,1,0,7,18,186.39845635385683
6,29,5,11,0,0,0,15,26,264.2330915612061
10,32,11,13,0,1,0,12,27,277.15215110665474
8,31,8,20,1,1,0,13,20,205.71490138680272
11,30,8,15,0,1,0,12,27,273.2896647715259
10,33,4,9,1,1,0,10,23,235.9642000165316
12,23,11,15,0,0,1,9,26,272.3559364461586
14,29,9,15,1,0,0,10,22,225.98187068579853
12,29,7,13,1,1,1,11,24,245.5806307449917
13,35,10,15,0,1,1,10,24,245.91768184915384
13,28,10,13,0,1,0,9,26,268.4685898096872
10,33,8,14,1,0,1,12,21,214.89606068762845
10,26,16,17,1,0,1,13,25,259.0656165581678
13,27,7,16,0,1,1,8,21,217.5862358871142
5,32,7,15,1,1,0,14,22,224.76478224756715
12,31,8,10,0,1,0,12,29,293.23358794066627
14,35,9,11,1,1,0,12,26,261.6268333653908
9,28,10,13,0,1,1,12,26,267.43366199353846
9,28,7,12,1,1,0,6,25,257.9381960622813
15,29,9,14,1,1,1,8,23,237.2070512481736
12,26,9,13,1,1,0,10,27,277.0441073798687
11,29,7,15,0,1,1,15,25,254.52136192919733
11,28,6,14,1,1,0,15,28,285.5578100492772
5,31,8,16,1,1,1,9,20,206.9519741463643
14,31,5,14,0,1,1,17,25,253.72122214969676
5,30,3,18,1,0,0,12,16,163.1363920233803
15,29,13,11,1,1,0,12,26,266.5316947537606
12,30,1,15,0,0,1,12,22,224.2008226806105
10,32,8,10,1,0,0,18,29,292.20910501245663
11,30,10,13,0,1,0,11,28,285.70002813319314
11,31,14,18,0,1,1,11,22,224.75797876886423
19,32,4,10,1,0,0,17,25,254.04088550972057
7,28,17,11,0,1,0,10,29,296.16523637468623
8,29,10,15,0,1,1,15,26,264.381831369405
8,34,2,11,0,1,1,11,24,242.5945064919804
12,26,6,14,0,1,0,11,27,275.82210232524284
12,29,8,11,1,1,1,9,28,287.3473428674397
16,27,0,10,1,1,1,14,29,296.2428113238087
6,25,11,13,1,1,0,15,27,278.06295449285494
7,33,8,11,1,1,1,13,24,245.4909654256116
12,29,9,13,1,0,1,13,24,250.44896348195013
13,30,8,14,1,0,1,8,20,208.59185189035867
7,31,5,12,0,1,0,10,23,234.92785396480895
7,25,4,15,1,0,0,12,22,225.95536748805765
8,28,10,16,1,1,1,14,26,267.5232240911702
10,30,9,13,1,1,0,13,27,276.2238061323524
14,34,6,13,1,1,0,12,21,213.49253442166275
14,28,8,18,0,0,0,10,24,245.75129912300648
8,29,2,17,0,0,0,14,19,194.0184263344095
11,30,3,15,0,0,1,9,20,204.6709345373319
10,36,5,10,1,1,1,6,21,217.83226276875968
10,26,7,15,0,1,0,10,23,233.25838836905368
11,31,8,11,1,0,0,9,20,204.94296518091767
5,31,11,14,1,1,0,15,23,234.5634953796216
9,31,13,9,1,1,0,12,28,286.5430310755938
14,31,4,14,1,1,0,12,21,214.6409204195812
9,30,7,12,1,0,0,9,24,247.0408365710936
11,26,3,17,1,0,0,11,21,219.2895057418508
8,34,8,9,0,1,0,13,27,271.9768597171586
8,33,8,11,0,1,1,11,25,254.77006675526505
9,27,8,11,1,1,0,14,27,276.6299570351478
10,31,6,15,1,1,1,11,21,216.8933780544141
10,29,9,13,1,1,1,11,23,238.9760060228305
10,35,6,16,0,1,0,12,19,191.57664777420985
7,33,6,9,1,0,1,10,24,247.52424826718283
8,30,9,16,1,0,0,10,22,226.6544053483599
13,27,0,16,1,0,0,17,25,255.26818938812136
13,26,3,13,0,1,0,10,22,226.7416428574583
15,27,11,9,1,0,0,14,31,318.7968726135645
8,31,6,11,1,1,0,9,22,227.0708682941406
9,28,9,16,0,1,1,12,21,214.7907338177633
13,33,9,16,0,1,0,11,25,251.8061085898744
8,27,8,19,0,1,0,10,18,183.58763918470976
9,29,2,13,1,0,0,8,19,198.87262041087496
9,35,10,17,0,1,1,12,21,212.3187848164232
9,27,12,14,0,1,1,12,29,298.86842842410056
14,29,10,15,1,1,1,9,25,256.16070257403044
13,29,9,16,0,0,1,13,22,225.51719875858456
14,35,8,15,0,0,0,13,21,210.85796857277413
12,32,8,10,1,1,1,11,25,255.13117483239125
6,28,8,11,1,1,1,10,26,268.04372702776163
13,30,9,16,1,0,0,10,21,215.9546176705368
10,31,8,14,1,0,1,11,21,214.0032213815868
15,28,11,14,0,1,0,11,24,245.80020602258108
10,27,11,11,1,0,1,13,28,287.8721432506349
11,29,6,16,0,1,1,12,24,245.53790627788035
9,34,7,10,1,1,0,9,23,236.1390130904879
9,29,3,16,1,0,1,12,19,193.0883910540439
13,34,11,12,0,0,0,13,24,243.9306447759988
7,32,2,18,1,1,1,15,19,190.91792160151272
7,32,5,10,1,0,0,16,24,242.43641063481297
12,26,10,17,0,1,1,14,26,266.44989430718573
12,29,8,19,1,0,0,12,20,205.5885791635652
9,28,4,12,1,1,1,10,25,257.82573643727693
8,31,6,15,0,1,0,13,23,235.3777946882101
7,30,8,16,0,0,0,14,23,231.9819884872724
13,28,7,11,0,1,0,11,28,285.2694925365728
7,28,6,10,0,1,0,10,24,247.62936518755484
8,33,7,14,1,0,1,12,22,223.0780020087652
12,30,8,11,1,0,1,15,25,256.16950313188374
7,33,11,9,0,1,1,9,23,235.39399934218875
12,25,11,13,1,0,0,12,27,279.770407792898
11,30,14,8,1,1,0,10,31,317.6101159741793
8,31,8,15,1,0,1,10,17,176.58259178510804
16,30,7,15,1,0,1,11,22,229.0161691512731
9,28,8,14,1,0,0,12,20,208.83034722645849
8,28,6,11,0,1,1,10,26,267.6855907703486
9,30,3,13,1,1,1,11,23,234.09804054527905
15,28,5,12,1,0,1,12,24,246.70822718298868
15,28,5,17,0,1,1,13,24,245.65159947201144
10,25,6,16,0,1,0,12,24,245.39942048999268
8,27,12,15,1,0,1,9,25,256.8806419738761
11,34,6,13,0,0,0,10,21,212.9002818406928
10,29,9,15,1,0,0,11,24,247.0825709443189
5,33,9,15,1,0,1,12,21,212.77063762317687
7,31,8,16,0,1,0,14,22,220.79170090295236
10,28,4,12,0,0,0,11,25,256.2787922987051
12,29,4,15,0,0,1,10,20,206.9947260000181
8,30,7,16,0,1,0,8,19,195.1171012145831
9,34,7,15,1,1,1,15,22,222.811412853758
8,28,5,17,1,0,0,12,19,196.84698373666868
4,29,5,16,1,0,1,13,22,224.4358238883743
9,25,7,14,0,1,1,12,24,247.19858905172796
