age,education_years,past_month_income,unemployment_duration,number_of_dependents,gender,previous_beneficiary_status,rural_residence,universal_basic_income,current_month_income
16,10,14,16,4,0,0,0,1,40.77979249794392
30,19,8,14,5,0,1,1,1,31.803749947774293
35,28,13,15,3,0,0,0,1,30.00717634666003
31,14,9,13,6,1,1,0,0,29.16408116882315
16,18,9,14,7,1,1,0,1,37.61853263348317
25,20,8,18,2,0,1,0,0,30.867204565402265
34,20,9,13,2,0,1,1,1,33.079765403638696
25,29,6,11,2,1,0,0,1,34.71539609508568
28,27,12,15,2,0,1,1,0,25.30711971129611
17,16,7,19,2,1,0,1,1,36.683503369587015
37,13,7,9,3,0,1,0,0,29.672519763443976
30,23,12,18,2,0,1,1,1,30.687903782349007
33,24,15,6,4,0,1,0,1,30.97052083305116
23,19,10,7,5,0,1,0,0,33.14272609482872
26,19,7,21,3,0,1,0,1,34.49802208148262
43,14,8,9,1,0,0,1,0,29.292459751375244
52,26,9,26,3,1,0,1,1,24.12959908300586
29,24,11,1,1,0,0,0,1,36.451581935308326
31,26,11,12,4,0,1,1,1,31.675792504048022
21,21,4,3,1,1,0,0,0,34.82478896100769
22,26,12,12,6,1,0,1,1,32.973764808867244
41,14,8,10,6,0,0,0,1,33.72536304856435
19,17,9,4,4,1,1,1,1,37.70984160702087
34,22,7,14,2,1,0,1,1,33.294871810799066
14,27,9,15,2,1,1,0,0,29.920912810394128
26,16,12,14,6,0,1,1,0,29.249975467180185
40,24,10,10,3,1,0,1,0,24.68278941896483
40,19,8,25,3,1,0,0,1,30.22157075116978
23,17,13,14,2,0,1,1,1,35.51698183844134
29,26,11,7,5,0,1,1,0,27.77284861293586
36,16,10,16,5,1,0,1,1,31.661922422788543
19,23,11,12,5,0,1,0,1,35.58155572702765
37,16,13,11,3,1,1,1,0,25.47065784384908
39,16,9,13,3,0,0,0,0,27.126736993710335
49,26,15,7,7,1,1,0,0,19.91020872221417
18,22,9,7,7,1,1,1,1,35.50749591340231
23,15,8,15,4,0,0,1,1,37.75416430466221
38,18,10,7,3,0,0,1,0,29.29606082103094
33,22,11,17,5,0,1,0,0,27.69992513156537
44,17,13,10,2,1,0,1,1,30.512815623820973
37,20,12,15,4,1,0,1,1,30.086587112116856
37,17,15,8,2,0,1,1,1,31.936102948740995
29,25,5,10,2,0,0,1,0,30.60080850552776
49,10,12,13,1,1,1,0,0,24.83787507544151
30,29,9,17,4,1,0,1,0,25.334824451764025
45,12,6,13,5,0,0,0,0,29.266758736597765
31,18,13,16,1,0,1,0,1,33.611610458692226
16,20,5,6,4,1,0,0,0,35.435341859880936
24,8,10,14,1,0,1,1,0,35.75145937942405
16,24,11,12,7,0,1,0,0,31.98823546119444
28,12,9,6,6,0,0,1,1,37.280692737145785
18,23,10,12,3,1,1,1,1,35.696916943898444
30,26,7,12,3,0,1,0,0,28.236173156530807
38,17,10,13,1,1,1,1,0,27.616479461940152
31,27,7,15,4,0,0,0,0,28.901357662819947
27,21,12,9,4,1,0,0,1,33.55815736373953
38,24,13,14,4,1,0,0,1,31.381985773439933
37,24,12,21,3,0,1,1,1,27.88458771222881
14,23,9,18,5,0,1,1,0,31.767464382144304
30,13,6,23,7,1,1,1,0,30.450068834851084
25,15,1,12,2,1,0,1,1,38.18450847106456
33,16,10,11,3,1,0,1,1,35.000759360424915
29,17,11,14,5,0,1,0,0,29.661157444721173
29,10,10,15,3,0,0,1,1,36.31310208597147
39,17,12,10,2,1,0,0,0,27.690129034349606
26,8,11,17,3,1,0,1,1,37.270206477695545
26,17,10,19,4,1,0,0,1,34.49017597423565
39,15,10,15,5,0,1,0,1,31.942810429073266
25,21,12,6,7,0,0,1,0,30.745626678567973
33,26,12,20,1,0,0,1,1,28.84369363390499
32,14,9,15,4,1,0,0,0,28.923886508340043
19,25,11,18,5,1,1,0,0,27.86164001048108
28,18,14,23,4,0,0,1,1,33.8328377950285
36,8,8,18,3,1,1,1,1,32.423450369701634
40,18,9,13,5,1,0,0,0,24.756158873510955
28,10,9,20,3,0,1,1,1,36.405410029592645
46,20,13,21,6,0,0,0,0,23.33935171660653
39,22,8,23,7,1,1,1,0,23.762845186758145
20,30,10,17,2,1,1,0,0,26.98934981897945
31,25,10,16,5,0,1,0,0,26.54810203623981
27,19,11,10,2,0,1,1,0,31.289466557792306
23,27,9,13,6,1,0,0,1,32.50305930064148
27,19,13,11,5,1,1,0,0,28.92736351161599
24,30,10,6,3,0,1,0,1,34.049065068394505
22,18,8,10,0,1,1,0,0,32.516508564053495
16,21,10,14,1,1,1,0,1,34.99070423732952
24,26,11,17,4,1,1,1,0,27.287066631524013
36,19,12,25,5,0,1,1,0,24.392481358004336
44,11,12,16,4,1,0,0,1,30.01062155769212
40,6,13,9,2,1,1,0,0,31.656879538300856
38,25,10,14,4,1,1,1,1,27.72005388599894
39,24,6,8,3,1,1,0,0,26.038785031777085
38,9,12,18,3,1,1,0,0,28.40681763465548
38,25,12,15,0,1,0,0,1,28.806676628372003
14,20,10,5,4,1,1,0,0,35.340112182169904
30,19,7,17,0,0,1,0,0,29.26371798803049
35,22,8,12,2,1,0,1,1,32.44628246876283
28,20,7,17,2,0,1,0,0,29.58785950284432
19,21,9,9,0,0,1,0,0,32.658635597235325
19,29,10,11,2,1,1,0,0,29.315124545664997
35,24,15,4,2,1,1,0,1,30.564864975244536
27,30,13,6,3,1,1,1,0,27.65926015720571
35,17,8,19,5,1,0,1,1,31.75327688347556
22,12,14,17,3,0,1,1,0,31.165233200308545
24,19,11,16,4,1,0,0,1,35.795607051813626
26,22,11,19,1,1,0,1,1,30.97982796161133
34,22,9,6,2,1,1,0,0,27.816262204088645
10,29,8,14,4,1,0,1,0,30.58926609221765
41,15,14,10,5,1,1,0,1,29.3464274146598
21,34,11,12,0,0,1,0,0,28.89755817615588
23,8,12,14,1,0,1,1,0,33.399096803269074
38,15,11,5,5,0,0,0,1,33.19646416368935
26,19,10,7,4,1,1,0,1,35.983226916068766
36,16,15,19,6,0,1,1,1,29.57200485276891
22,24,11,18,4,0,0,1,1,34.13690542130911
20,21,10,14,3,1,1,1,1,33.47723598918002
30,25,10,21,6,0,1,1,0,25.040978363975118
44,19,13,14,4,1,1,0,0,24.566742524320205
42,21,8,16,6,1,0,1,0,23.067205938199223
49,11,15,11,4,0,0,1,1,29.66888504591327
30,18,6,14,4,1,0,1,0,29.958255517316157
16,23,11,10,5,1,0,1,1,36.07189842574482
21,4,9,14,3,1,1,1,1,39.26246052495166
37,9,11,21,4,1,0,0,1,32.89430778841813
31,25,7,13,3,1,0,0,1,31.57059303102576
13,17,17,11,6,0,1,1,1,36.942488064601065
27,25,8,6,3,1,0,1,1,31.750232532169896
45,23,8,18,6,0,1,0,0,21.75735799462449
19,17,11,6,0,0,1,1,0,35.39986203183943
44,16,13,14,4,0,0,0,1,31.32844661443209
42,16,6,7,2,0,1,1,0,28.33389917683693
29,21,6,17,6,1,1,1,0,28.24612047565272
41,17,7,17,2,0,0,1,0,25.04169122569473
13,16,7,3,6,0,1,0,0,34.762595392285405
44,18,7,11,2,0,0,0,0,26.591266368441925
19,21,10,14,4,0,1,0,1,36.01691927151501
31,19,8,11,0,0,0,1,0,30.208550753393705
23,18,7,17,0,1,1,0,0,31.50589719033051
19,18,6,4,4,0,1,0,0,35.214243972027944
37,17,7,16,4,0,1,1,0,27.53353695920195
34,16,13,13,1,1,0,0,1,32.27291153394647
36,15,13,11,3,1,1,1,0,27.298040042758146
20,23,11,19,1,1,0,1,1,34.19953308714347
23,11,11,14,3,0,1,0,1,38.67721268620394
44,16,14,5,3,1,0,1,1,31.648868981042515
28,28,7,11,2,0,1,1,0,27.40186695597681
16,23,9,17,4,0,0,1,0,31.772663121960477
11,16,15,16,3,1,1,0,1,39.36194032605223
41,17,8,4,4,0,1,0,1,33.41324018090158
30,20,11,21,3,1,1,1,0,25.055629427671747
30,20,9,12,1,0,1,0,1,33.593679011530234
27,4,12,19,5,0,0,1,0,31.846819030704932
33,13,11,6,3,0,0,1,1,36.45025446054107
19,12,13,16,3,0,1,0,0,33.92202536624212
27,19,7,5,4,1,1,0,0,32.37601515026937
40,18,9,16,5,0,1,0,0,27.19178976914001
33,29,9,21,3,1,1,0,0,23.70530067000851
24,25,5,18,3,1,1,0,0,30.6132291986654
35,18,11,16,4,1,1,0,1,29.995544014833023
15,23,10,5,1,1,0,0,1,37.64710399124386
29,9,9,17,3,1,1,1,1,36.19048733607314
18,20,10,28,2,0,0,1,1,33.37637255879508
42,18,4,8,4,0,0,0,0,29.03642221449611
39,14,11,18,1,1,0,1,1,30.13049887655812
21,17,16,18,4,0,1,1,1,33.15625143691761
32,15,12,13,3,0,0,0,1,33.21905887584385
36,19,11,11,4,0,1,1,0,25.04456496509043
36,25,12,20,5,0,1,0,1,28.15748320196196
30,29,8,13,0,0,0,0,1,30.691218558997683
29,24,11,15,4,0,1,0,1,30.763078077747977
43,23,14,13,6,1,1,1,1,26.247791568255963
28,17,7,11,4,0,0,0,1,36.66527191234317
41,25,14,18,5,0,0,1,1,27.061907108133944
25,11,10,4,7,0,0,1,0,32.25285312535961
33,26,8,13,0,1,1,0,1,30.589211778313462
30,23,7,24,7,0,0,1,1,28.390484592880654
29,23,11,21,5,1,1,1,1,29.4688631002097
24,24,12,16,4,0,0,1,1,33.470745159216385
25,19,8,8,1,0,0,0,1,38.23996174384719
11,22,9,12,3,1,0,0,1,40.14418239610961
44,12,12,14,4,1,1,0,0,25.915234071027754
36,12,11,12,3,1,0,1,0,29.72107871786371
50,9,14,13,6,0,0,1,1,29.06876207213024
28,18,16,16,3,0,1,1,1,31.77844267839905
27,26,7,9,1,0,0,0,0,27.52112573696757
44,33,8,20,4,1,1,0,0,20.246177663797138
33,25,11,6,2,0,0,1,1,32.23650389588132
43,19,10,11,4,1,0,1,1,29.84701630222731
45,26,10,17,3,1,0,0,1,26.37149401132128
28,19,13,14,2,1,0,0,1,33.97429668826865
11,17,10,5,4,0,1,0,1,41.57959965415687
23,14,4,13,6,1,1,1,0,32.7156695667381
36,22,10,3,2,1,1,1,0,27.58872401361314
45,23,8,22,5,1,1,0,0,21.053414810284355
34,15,11,16,0,0,1,0,0,27.426975729937315
16,25,14,6,1,1,0,0,1,36.26933742684581
30,13,12,13,4,0,0,0,1,37.31717597522542
26,20,6,7,5,1,0,0,1,36.7605950823128
19,22,7,9,4,1,0,1,0,33.48087480836214
28,21,13,19,3,1,1,0,1,32.74564332114903
34,8,11,19,3,1,0,1,1,34.01982525921089
30,12,13,5,3,0,0,0,1,37.6617629778466
42,21,10,21,6,0,1,0,0,24.13501128642352
39,35,6,9,3,0,1,1,0,23.006951214107325
41,22,15,16,4,1,1,0,1,27.893870093959205
44,8,7,15,3,0,0,1,1,33.32913659378739
24,12,10,11,5,0,0,1,0,32.43221189139973
10,22,11,12,5,0,1,0,0,34.86835198521959
26,24,8,10,6,0,0,0,0,32.310295545833355
37,20,7,15,3,0,0,0,0,28.24978230446225
42,17,13,20,5,1,1,1,1,27.415421808034697
25,17,7,20,3,1,0,0,0,30.8294446345774
21,18,2,13,3,0,1,0,0,34.20293799393937
29,21,13,15,3,1,0,0,1,32.786527183332815
35,21,9,12,3,0,1,1,0,25.94538118914749
36,18,11,19,4,1,0,0,1,30.51514817854405
24,26,9,21,0,0,0,1,1,33.183104606079965
28,27,10,7,4,0,0,1,1,32.7352680148784
24,17,0,16,1,0,1,0,0,34.16900465752886
16,24,9,18,2,0,0,1,0,31.930310629970887
16,5,15,9,3,0,0,1,1,40.92234341834492
39,21,12,17,4,0,1,1,0,25.40973085942206
30,26,14,17,2,0,1,1,1,28.62621975994991
28,17,11,11,4,0,1,1,0,29.049587381993355
25,18,8,15,5,0,0,0,0,29.865700644400167
34,16,10,12,3,1,0,1,1,31.82799034103665
39,25,9,10,4,1,0,1,1,30.523593296262824
20,20,11,12,3,0,1,1,0,31.1487586643971
28,24,14,13,4,0,0,0,1,33.435091316153375
25,19,6,9,2,0,1,0,1,35.756825923294514
40,9,9,7,6,0,1,0,0,30.766372978183263
35,21,11,15,2,0,0,0,1,32.34331296729655
27,20,4,18,2,0,1,1,0,28.743220553619857
30,25,5,11,0,0,0,0,1,30.67689604697301
26,28,15,15,4,0,1,1,1,30.738403726122087
31,7,6,16,5,1,0,0,0,32.488937714253915
23,17,7,6,5,1,0,0,0,34.39477482441805
35,23,7,20,1,1,1,0,0,25.887877412019783
33,6,9,19,4,0,0,1,0,29.015252351338194
23,16,12,7,0,1,1,1,0,31.703327815138195
37,5,10,23,3,1,0,1,1,33.86927439277844
35,16,11,12,6,1,0,0,0,27.41227096110792
10,11,6,9,3,1,0,1,0,39.579174418696255
27,22,14,3,1,1,1,0,1,33.627070169239055
39,27,8,16,4,0,0,1,1,28.10321292364087
53,15,14,14,3,1,1,1,1,25.130629090504616
11,10,6,16,4,0,0,1,1,43.35339980440877
27,17,9,13,5,0,0,0,0,32.011918280756305
36,31,11,20,6,0,1,1,1,26.47174077902999
32,7,12,14,4,1,0,1,1,34.54761140082981
15,19,11,20,5,1,0,0,1,37.89956507344439
23,19,8,13,4,0,1,0,0,32.35054944013279
27,17,7,16,3,1,0,0,1,35.7561835287703
32,23,8,17,4,0,0,0,0,27.92331382497039
43,18,10,14,4,0,1,1,0,24.60785326764482
24,17,11,10,3,0,1,0,0,32.33943446464492
46,19,10,10,3,0,0,1,1,29.815018288412038
32,8,11,5,4,0,1,1,0,32.92075400502006
33,15,3,14,5,1,0,0,0,30.514819567920316
34,21,10,13,6,0,0,0,0,26.67557336598515
20,10,10,16,0,0,0,0,0,35.74972950746013
34,22,13,17,3,0,0,0,0,26.655813320323578
48,21,8,3,2,1,0,0,1,30.008810652344497
33,12,9,14,6,0,0,0,1,36.15098659889322
21,21,5,8,4,0,0,1,0,32.29544970618649
38,21,8,7,6,0,1,1,0,25.660891757785983
26,12,10,25,6,0,0,0,1,36.09541347014807
28,16,9,22,3,0,0,0,0,30.46500686365692
29,16,7,10,4,1,1,1,1,35.891048706566366
19,9,6,14,2,0,0,0,0,37.6109709220736
21,22,12,17,3,0,0,1,1,34.98566166251341
46,14,12,14,1,0,1,0,0,25.652077347796222
20,34,7,6,2,0,0,1,0,29.05486396270575
35,28,7,20,3,1,0,1,0,21.667637745901477
30,11,9,17,3,0,0,0,1,36.418041457752906
40,28,6,20,5,0,1,0,0,23.44096176911791
41,14,14,10,3,0,0,1,1,30.66845568420254
22,27,6,15,5,0,1,1,0,29.26790295526272
39,16,14,10,4,0,0,0,0,28.07014555481789
38,26,11,13,4,1,0,0,1,29.891398203312757
27,22,5,15,3,0,1,0,0,30.265439697885217
45,17,7,14,4,0,0,1,0,26.1553537617081
25,22,7,11,1,0,1,1,0,29.799560051910348
39,23,15,6,6,0,0,1,1,30.181548789080697
18,22,8,16,4,1,1,1,0,31.43666808907797
37,28,9,11,4,0,1,0,0,24.07918488773884
16,28,7,16,3,1,0,0,0,32.11252685884807
31,19,8,8,1,1,1,1,1,33.39359337836685
31,13,14,18,6,0,1,0,1,34.17783826481304
29,20,10,11,4,0,0,0,0,30.36649445920387
29,17,9,8,6,1,1,1,0,29.492568771862945
30,25,10,22,5,0,1,1,0,25.07781828360188
28,7,11,5,9,1,1,0,0,34.04998217239295
23,12,9,9,2,0,0,1,1,38.26157301534843
31,13,10,15,0,0,0,0,1,34.59426120635314
43,30,12,18,3,0,0,0,1,26.242599587105765
27,20,9,19,3,1,1,0,1,34.63055216757715
25,11,6,9,5,1,0,0,1,38.98663768937258
19,11,14,6,5,1,0,0,1,39.11046941294279
28,10,11,16,6,0,0,1,1,35.49561803315069
34,29,8,18,6,1,0,1,1,29.215634719936794
12,27,9,13,3,0,1,1,0,31.677358213016277
42,27,9,27,4,1,1,1,0,20.510766434361603
16,35,10,10,2,0,1,0,1,34.86766729560283
26,26,8,18,4,1,0,0,1,32.794418526602264
39,4,10,12,4,1,1,0,1,36.2911296615261
28,15,9,18,5,0,0,0,0,30.44893297154133
33,21,14,14,2,1,1,1,0,27.10987788933988
20,17,5,8,3,0,1,1,1,37.382056238814805
39,14,11,14,4,1,0,1,1,31.564085043523924
20,11,4,19,2,1,1,1,0,34.169556973926014
36,12,8,16,3,1,0,1,0,27.743698515793568
16,16,12,10,4,0,0,0,1,39.6724844188693
36,23,8,7,4,1,0,1,0,27.61756611269176
28,15,9,14,6,1,1,0,1,36.25126429780707
28,11,12,4,5,0,0,0,0,34.24798052684794
35,29,6,8,5,0,0,1,0,26.029401659397063
35,31,10,16,5,0,1,1,1,26.74054128501332
29,22,11,4,1,0,0,0,1,34.204922436055746
30,23,16,14,5,0,0,1,1,30.422009267427388
38,25,8,12,6,0,1,1,0,26.204284043464455
34,5,12,5,4,0,0,0,1,39.20569204336677
35,31,6,23,3,0,1,0,0,23.12224247478409
31,30,9,10,4,0,0,1,0,25.253171948800738
12,17,13,10,2,0,1,1,1,38.37587211249208
38,17,13,17,4,0,1,1,1,31.09683050074732
39,21,8,13,3,0,0,1,0,25.53794235455105
37,19,11,7,3,0,1,1,1,30.335101332436498
20,19,9,15,4,0,0,0,1,36.70649117610805
17,16,12,15,3,1,1,1,1,36.27694731835918
22,27,14,13,2,0,1,1,0,27.361049443691662
34,21,6,9,5,0,1,0,0,29.071064541771435
33,32,14,21,4,1,0,1,1,27.6050497776912
28,15,6,5,3,1,1,1,0,31.85002812229385
11,15,8,11,3,1,0,1,1,39.83613246610481
18,24,12,13,3,0,1,0,1,33.326023996329894
39,24,3,9,6,0,0,0,0,30.0522319470402
39,19,8,13,2,1,1,0,1,32.89717535944733
23,9,11,19,6,0,0,0,0,33.70144815867387
37,19,9,12,4,1,1,1,0,25.34324613635097
33,15,12,14,4,1,0,0,1,32.893735585380846
20,23,8,14,5,0,0,0,0,30.56273860027089
33,14,11,11,4,0,0,0,1,35.743852914736095
27,25,6,14,2,0,1,1,0,28.286026557632532
31,18,10,26,5,0,1,1,0,25.42026664823773
33,19,11,15,2,1,1,0,1,33.212254870172714
40,14,6,14,0,1,1,0,0,29.16235311401516
32,16,9,7,5,1,1,1,0,28.93408240831932
30,26,7,17,1,0,1,0,0,26.265423696179955
39,17,7,14,7,0,0,0,0,27.249367818602156
43,26,12,10,2,0,1,0,1,28.375286374564336
32,21,14,7,4,0,1,1,1,30.522799414872765
47,17,4,22,1,0,0,0,0,25.153380615008665
21,23,10,23,2,0,1,0,0,27.78559728816669
23,29,11,25,1,1,1,1,1,31.096318645924416
22,21,9,18,3,0,1,1,0,29.85979268482436
39,22,10,18,3,1,1,1,1,26.7200808017238
35,9,14,20,3,0,0,0,0,30.080853734243625
28,15,12,12,4,0,0,0,1,33.72721156291838
23,21,3,19,4,0,1,1,1,35.11925177090248
32,13,14,12,2,1,1,1,1,34.88666887611025
40,30,11,17,6,1,1,0,1,25.80618868985133
12,10,12,9,4,1,1,0,1,40.45126191762278
32,23,10,4,3,1,0,1,1,31.376327519308145
24,35,14,15,3,0,0,0,1,31.070874199196297
23,17,9,10,2,0,1,0,0,33.33207064149783
21,28,0,18,4,0,1,1,0,28.804151933836632
28,23,9,10,4,0,1,1,0,28.679440136159723
25,26,9,13,2,0,0,1,1,33.38598010445641
28,16,11,16,1,0,0,0,1,33.56003503307858
27,25,9,20,5,1,0,0,1,32.76949651833059
29,20,10,19,3,1,1,0,0,28.37677194778832
18,26,8,17,0,0,1,1,0,30.864787313485937
18,21,8,20,4,0,0,1,1,35.590744386326314
29,27,6,5,3,1,1,0,1,32.80362774744394
27,14,2,14,3,0,0,0,0,32.6033583603363
23,19,10,5,7,1,1,0,0,30.88026148567228
26,25,13,1,2,0,0,0,1,35.24542607075736
28,16,12,11,5,0,1,0,0,29.680864129421614
22,13,6,20,6,0,0,1,0,31.744300582230323
36,24,7,13,4,1,0,1,1,29.084312917860007
27,30,13,17,2,1,1,0,0,25.85948102679137
31,14,11,10,6,0,1,1,1,33.95666767457748
36,20,9,17,3,1,1,0,0,24.75328695247091
37,15,8,14,3,0,0,1,0,26.671158343724706
58,21,13,14,5,0,0,0,0,19.330654669816173
23,22,7,25,7,1,1,1,1,32.57113284183818
31,21,5,14,4,0,1,1,0,28.418049973535904
34,23,5,5,1,0,0,1,0,28.925970286262302
25,22,9,12,3,1,0,0,1,36.45616411328871
28,27,6,15,2,0,0,1,0,27.55932928973488
33,27,12,13,2,1,0,0,1,30.29785355910678
28,19,14,15,3,0,0,1,1,32.85014247082537
25,15,8,13,2,0,1,1,0,33.67027260704887
24,10,10,31,3,0,0,1,0,29.71743027897084
32,10,9,11,3,0,1,0,0,31.161377589314576
37,15,14,19,4,0,1,0,1,30.71772100717309
12,17,13,13,6,1,1,0,1,37.42624456161681
30,10,14,13,5,0,1,0,1,33.5617310769746
26,32,13,4,1,1,1,0,1,33.82244800273971
18,22,8,16,1,0,0,0,0,31.189771377355697
33,17,6,5,6,1,1,0,0,29.478241246395463
24,21,11,18,-1,0,1,1,1,35.63637031726737
42,23,3,5,2,1,1,1,1,31.99502116846992
39,14,12,21,5,0,0,0,1,30.49721067924552
29,13,12,24,6,0,0,0,1,33.427871844299794
27,23,6,20,2,1,1,1,0,27.598406175157827
31,5,8,6,5,1,1,0,0,33.665595562535586
30,33,9,13,3,1,1,1,0,24.201520456679948
26,13,19,16,0,0,1,0,1,35.82803592716378
24,18,8,6,5,1,1,0,0,33.07903865084203
23,17,2,15,3,1,1,1,0,33.106201322927035
33,31,9,11,4,1,1,0,0,26.23251363808359
21,10,12,17,4,1,1,1,0,31.31246003344524
27,28,11,18,3,1,0,0,1,29.730178827680437
19,26,8,14,2,1,0,0,1,36.80309051001432
21,18,16,9,4,1,0,0,1,35.779941669445826
21,20,12,11,5,1,1,1,0,30.55000687476986
23,23,9,7,5,1,1,0,1,36.76332799894461
14,24,6,8,2,0,1,0,0,33.7126301048739
42,14,9,13,7,1,0,1,0,24.376552902368324
46,24,8,13,2,0,0,1,0,22.33713723753796
32,9,6,3,3,0,0,0,0,35.23432342279146
25,24,7,18,2,0,1,0,0,29.06209087653156
10,18,13,7,3,0,1,1,1,39.65266650889892
25,17,7,13,3,0,1,0,0,31.95231109355869
21,15,2,11,4,0,0,1,0,33.42956529462113
26,32,11,16,4,1,1,1,1,28.5773317316774
40,20,14,15,3,0,1,0,0,24.16905099930758
32,15,9,14,3,0,1,1,1,34.741453771277364
48,29,7,7,0,1,1,1,1,25.57981044669137
26,15,2,5,4,0,1,0,0,35.28038339419795
26,21,6,8,6,0,1,0,0,31.6834825323098
19,18,10,19,5,0,1,0,0,29.95327402972277
24,13,9,16,2,1,0,1,1,34.93940474042522
21,25,8,14,4,1,0,1,1,35.23065035820458
35,19,10,9,3,1,1,0,0,27.89059930013016
29,18,12,15,4,1,1,0,1,33.21171359982146
31,15,4,13,4,1,1,0,0,29.62880496971124
8,10,11,11,6,0,0,0,1,42.72265436006325
15,12,9,11,0,0,0,0,1,43.226235959139736
38,10,6,12,3,0,1,0,0,31.793553544134888
26,17,12,11,4,1,1,0,1,34.896672504219936
19,25,5,14,6,0,0,0,0,31.104088075813703
18,23,7,18,1,1,0,1,0,31.644364913443862
22,13,7,11,6,0,0,1,0,33.483084693797785
25,16,9,0,5,1,0,1,1,38.70113204421111
35,23,10,23,3,0,1,1,1,28.483144675210827
12,24,10,18,7,0,0,0,1,36.58746549753274
40,16,6,12,0,1,0,1,0,27.00258907201192
29,25,6,9,3,1,0,0,1,34.77972903481005
31,16,8,15,4,1,0,0,1,34.23598724815
34,12,10,18,2,0,0,1,1,33.65916070049554
29,23,6,13,0,0,1,0,0,28.843187805245847
21,32,9,22,4,0,0,0,1,30.431199892879143
28,25,12,19,3,0,0,0,1,33.31333813821521
29,21,10,16,4,0,1,1,0,28.13532393385023
22,7,8,11,3,0,0,0,1,41.26028448630097
26,25,5,10,4,0,1,0,0,30.130658167169035
29,16,15,7,4,0,1,1,1,34.62421529810432
41,19,9,6,2,0,0,0,1,32.38286092956445
33,24,10,13,3,0,1,1,0,27.179878491261267
29,23,11,14,0,1,1,0,1,32.74409442819379
28,12,9,14,5,0,1,0,1,35.74054776212864
32,19,13,13,2,1,0,0,1,32.76508358179591
26,24,10,19,3,1,0,0,1,33.90126779116337
37,18,10,12,3,0,1,1,0,26.189336865188896
