age,political_engagement_score,income,gender,minority_status,campaign_exposure,voting_behavior
37,15,17,1,1,1,36.045238087693015
23,26,13,1,0,1,49.53175090833441
30,19,4,0,1,1,40.636918455172015
12,20,10,1,1,0,48.238129392885966
25,21,14,1,1,0,36.46626758812325
17,25,12,0,0,1,51.943292420269344
31,23,9,0,0,0,34.94709028203236
14,16,13,0,0,0,46.41825721239681
40,26,4,1,1,1,34.958715347971165
31,20,11,0,0,0,34.85882257146691
32,15,8,0,0,1,38.389247543687176
46,27,4,1,1,1,32.28665077510581
48,22,7,0,0,1,29.83080492342924
24,26,11,1,0,1,48.75384926163723
30,28,7,1,0,1,42.61809863886215
23,26,10,0,1,1,49.47640814580949
23,22,6,0,1,0,41.00323300345622
34,17,9,0,1,0,29.426087783933127
24,30,10,0,0,1,47.62277231620631
32,26,7,0,0,1,41.45478000375682
28,24,13,1,0,1,46.36047354591763
34,20,7,1,0,0,29.19469781177287
43,10,9,1,1,1,29.50746364955197
24,23,11,0,1,1,48.33412580619412
26,12,10,1,1,0,34.360456321454286
45,18,16,0,0,1,31.3028683333558
37,14,12,0,1,0,29.32561384725571
29,17,12,1,0,0,34.13526772060092
39,24,6,0,1,1,36.01925726871351
23,17,7,1,1,1,44.743596184193855
26,26,12,1,1,1,47.75610169618066
13,13,12,1,0,0,43.643203367715415
21,19,10,0,0,0,39.77531661916815
39,23,7,0,0,1,36.46496824983516
34,28,9,0,0,1,40.3144032630772
26,23,13,1,0,0,38.525788046278905
42,12,8,1,0,0,24.366056512490445
22,21,8,0,0,1,47.95750762190197
19,18,11,0,0,0,42.67909914190976
33,18,8,1,1,0,28.76386001501829
26,24,8,0,0,1,45.78961371351993
44,16,7,0,0,0,24.13218093602563
27,23,9,0,1,1,45.76937855172085
40,36,8,1,0,1,38.05646515884549
31,24,8,0,1,1,41.31912639282543
36,18,9,1,0,1,35.53641076942934
26,14,8,0,0,0,34.97241276550108
44,18,9,1,0,1,30.092781663128783
40,20,17,0,0,1,34.130651660224345
22,15,3,0,0,1,44.46340964744372
21,6,12,1,0,0,35.87658929251058
22,19,9,0,1,0,39.141159853137566
54,14,6,0,1,0,13.54339930075512
15,23,14,1,0,1,56.26997850277825
27,10,6,1,1,0,33.25685956779335
38,19,15,0,1,1,37.11252668055923
20,21,12,0,1,1,50.36369622155692
29,21,5,0,1,1,42.55550520385388
42,26,10,0,1,0,26.69019475138403
30,18,8,0,1,1,40.93385330168723
33,29,8,1,0,1,41.48826322946934
23,18,8,1,0,1,46.13146771059725
32,11,7,1,0,1,38.90392842327624
23,26,9,1,1,1,48.86897609259191
32,21,9,0,0,1,42.14147564291005
23,15,8,0,0,0,37.22797508765828
15,17,10,1,1,0,44.446173044110274
38,16,12,1,0,0,28.21850316294556
13,16,7,0,1,0,43.96585773888682
33,19,11,1,1,0,32.469344185214375
40,20,11,1,1,1,35.094314379006065
33,21,11,1,0,0,32.12616778735417
43,22,3,0,1,1,33.39669832860905
13,16,4,1,1,1,50.59138264148213
29,19,7,1,0,1,40.79068795098132
32,23,3,1,0,1,38.0398409661103
35,24,8,1,0,1,39.366619328094245
30,14,8,1,0,1,41.33105278031748
31,14,9,0,0,0,30.116742958565823
20,20,7,0,1,1,49.14044702132204
20,19,8,1,1,1,48.73856060366323
36,24,5,1,0,1,37.18102541288751
34,32,14,0,0,1,41.12169564935843
37,26,4,1,0,0,31.03881551673904
26,23,14,0,0,1,46.45671449273316
21,21,11,0,0,0,40.568888598461314
39,29,8,0,0,1,35.733611762942225
24,18,10,0,1,0,40.192938634032416
29,23,9,0,0,0,35.34501104421551
30,23,8,1,0,0,34.082524086539664
39,19,3,0,0,1,35.54945095192943
29,27,12,0,0,0,38.30201435211023
31,29,14,1,1,1,42.70051029128341
29,16,8,0,0,0,34.53038038456357
25,22,4,0,0,1,43.318499220705256
15,16,8,1,1,0,43.92268514505645
35,28,9,0,0,1,41.63718120990291
35,14,3,1,1,0,27.51601859456402
32,23,10,0,0,0,33.37336271980631
45,15,6,1,0,1,27.26106868056678
25,23,9,0,0,0,39.45240811822729
30,14,7,0,0,0,33.107713116365176
30,19,10,0,1,1,41.12051856302165
24,22,2,1,1,0,39.65397684051139
38,21,10,0,0,1,35.36029783552661
40,15,13,1,1,1,32.67012506650263
25,9,11,0,1,0,35.16385705461104
24,19,10,1,0,0,37.568414739457225
39,6,12,1,1,0,24.70168953929845
31,17,15,1,1,0,34.83370392000007
27,23,11,1,0,1,44.94960037992416
29,15,10,0,1,0,32.71298683378959
36,22,11,0,1,1,37.77652172742015
26,27,7,0,1,1,44.5308306461542
22,21,11,1,1,0,41.81542563899601
36,16,10,1,0,1,34.89485219670527
25,11,5,1,1,1,40.47152647497362
28,19,10,0,1,1,44.4933839763153
22,26,6,0,0,0,42.11557396873656
28,25,11,0,1,0,36.29281057810998
33,15,13,1,0,0,28.641292302474888
13,21,6,1,0,1,53.99741720248308
26,13,12,1,0,0,35.841771597526325
14,23,12,0,0,1,55.19836958814952
19,22,8,1,0,1,49.81189793400226
21,28,15,1,0,1,52.30307236267295
19,28,15,0,1,1,52.061561113267
37,24,9,0,0,0,30.655420019359376
37,18,13,1,1,1,37.26421930351139
24,17,11,1,0,1,46.2388350034112
42,22,4,0,0,1,31.355694937448234
16,13,7,1,0,0,43.99025229944055
35,15,11,0,0,0,31.884910315294004
38,26,4,0,0,0,29.580342958975248
18,22,6,1,1,1,50.7626826048712
31,18,18,0,0,1,40.92852167144212
11,21,8,1,0,1,54.773094158243616
34,19,6,0,0,1,36.46933573103679
36,35,13,0,1,1,43.07535377298728
16,22,10,1,0,1,52.04035543680758
11,23,4,0,1,1,55.763630144817625
24,14,12,1,1,0,35.18218300764701
30,24,14,0,0,0,35.74366454966596
28,35,9,1,1,1,48.451204316824686
25,19,13,0,0,1,45.85082874704288
26,21,7,1,1,1,44.48513422420309
32,21,7,0,0,1,39.18117301016523
26,14,11,1,0,1,43.98912968729375
30,15,8,0,1,0,32.230179231366144
38,23,12,0,0,0,31.45233885199003
23,21,10,1,1,1,48.25720851810092
19,31,11,1,0,1,54.372561572366685
33,23,10,0,0,1,40.38496949261376
37,14,15,0,0,1,34.329060883988625
26,16,8,1,0,0,35.91162131303125
21,18,8,0,0,0,38.3453483245535
28,9,11,0,0,0,33.281925359243324
32,12,9,0,1,1,38.16346422438833
17,22,11,1,1,1,52.04506675259561
27,11,7,1,1,0,32.67250701083958
20,33,9,1,0,1,51.93751301376514
36,28,6,0,0,1,39.54829236937713
20,15,11,1,0,1,48.19601624413817
25,20,9,0,0,0,36.81953243093679
33,16,9,1,0,0,29.66651722404078
36,17,14,1,0,0,29.071450300165704
46,9,8,0,1,0,20.255810538624885
31,27,10,1,0,1,42.78586402876767
29,19,9,1,0,1,41.10950317427999
40,15,9,0,0,0,25.896838313812225
33,23,12,0,0,1,40.37507820389362
31,19,6,0,0,1,40.61952177760363
26,16,11,0,1,0,35.57171352411426
21,22,10,0,0,1,48.71075439828432
25,20,9,0,1,1,46.74637267696291
16,23,10,0,0,1,54.13279977747722
38,24,6,0,0,0,28.995415995732067
49,25,8,1,1,1,27.532452442669488
5,22,6,1,0,0,54.02704512418452
15,21,3,0,0,0,45.1766450339682
30,22,9,0,0,1,43.87453529425914
32,28,7,1,0,1,42.98401564982262
35,19,13,1,0,1,37.799542768530806
49,19,4,0,1,1,28.00435599943433
25,24,13,1,0,1,47.00904434854044
33,7,12,0,0,0,28.42410637186613
21,12,9,1,0,0,37.36481950909808
26,15,12,0,1,1,44.59735548912009
30,22,13,0,0,1,43.242228142006965
34,15,7,0,1,0,29.33426820680788
26,26,9,1,0,1,45.47295444530507
63,13,6,1,0,0,6.379819945641727
33,17,10,0,1,0,32.48455274376
29,26,13,0,1,1,43.82365282803634
27,21,12,0,0,1,46.28008792629559
28,20,9,0,0,0,36.30493527078386
35,17,7,0,0,0,30.263053858772743
40,23,11,1,0,1,35.23682865063065
35,17,14,1,0,1,35.962050109329816
34,21,10,0,1,0,32.0928881101548
41,18,8,1,0,1,32.35062407632075
33,14,14,1,0,0,30.626453618182246
38,19,9,0,1,1,36.0854858303401
34,4,10,1,0,0,26.369898330743112
13,22,6,0,0,0,47.17564007602088
24,22,3,1,0,1,46.1304069476233
35,19,13,1,1,1,37.06557560635551
41,20,9,1,0,1,34.106995816775374
32,10,7,0,0,0,31.11734375009652
25,17,9,0,1,1,44.602653328764674
34,23,9,1,1,1,38.84202006441773
33,23,8,1,0,0,32.642518834052844
20,17,13,1,0,1,46.9136470438928
36,20,11,1,0,1,36.65581032095277
48,33,8,1,0,1,30.867807418653737
20,26,7,0,0,1,50.1278620867561
28,14,12,0,1,1,42.62307127352404
36,18,6,0,1,0,29.49038735510898
18,33,9,0,1,1,54.62172500902792
21,8,12,0,0,0,38.92991874519373
23,24,11,0,1,1,48.67596563584716
34,24,9,0,1,1,38.48733088899424
33,33,10,1,0,1,42.275259281748255
35,28,14,0,1,1,41.79344474063447
24,19,9,0,1,0,39.72156401009322
35,26,7,0,1,1,41.21758048770994
33,23,5,1,0,1,40.07536232872594
37,9,11,1,0,1,34.28874054522192
32,9,7,1,1,0,27.817806518143662
25,17,9,1,0,1,43.70676747196266
21,20,9,1,0,1,48.86444615803428
31,16,12,0,0,0,31.51375932477972
45,13,8,1,0,0,20.79568428619953
23,26,6,1,0,1,48.98452480438004
24,24,14,1,1,1,48.72886354879685
41,25,14,1,1,1,37.20457814962133
29,11,6,0,0,0,32.850804772941515
22,2,8,0,0,0,34.21127266150652
39,19,3,1,1,0,27.16567888404849
26,15,6,0,1,0,34.05627685649908
42,23,13,1,0,0,26.207998498609225
25,13,12,1,1,1,45.21740957478439
32,14,12,1,1,1,40.53346404292492
35,21,11,1,0,0,30.417581213958464
26,3,10,0,1,0,34.41624068966017
18,18,12,0,0,1,49.684800712363646
29,12,8,1,0,0,32.76536865374721
24,20,7,0,0,0,38.34953163530253
24,14,7,0,1,0,36.43722511179298
20,22,7,1,0,1,50.62077094977544
18,19,11,1,0,0,42.672052263798015
28,24,10,1,0,0,36.52439405651357
34,20,14,1,1,1,42.32476541587541
29,18,3,0,0,1,42.4445452563702
35,29,12,1,0,1,40.32554196497704
24,14,15,0,0,0,37.24164209189313
35,18,11,1,1,1,38.20317616186074
26,20,14,1,0,1,46.5311350318435
29,25,10,0,0,1,43.82958163123966
27,17,9,0,1,1,45.66123648514172
32,13,6,1,1,1,37.02473138471705
18,12,12,0,1,0,42.576154186952586
25,24,13,0,1,1,46.544827263035145
34,13,15,1,0,0,30.85668655217342
34,21,12,0,1,0,30.976011946595754
23,26,5,0,0,1,47.17205224056181
38,25,6,0,0,1,38.54612128133923
32,23,15,0,1,1,43.46216253767744
25,16,8,1,0,1,45.04404778284045
39,34,7,1,0,1,39.21248196430385
31,26,9,0,1,1,43.64533039434988
29,23,4,0,0,0,35.41167687929184
30,16,10,0,0,1,42.08898183462573
35,15,9,0,0,0,29.148220655886345
33,26,6,0,1,1,41.0423075464464
24,17,8,0,0,0,38.038650388904
43,23,6,0,0,1,34.01082318720409
25,30,8,1,1,1,47.79863242473347
26,15,5,1,0,1,43.0346233084928
26,31,9,0,0,1,48.83408753623036
19,13,12,1,0,0,41.337506783765306
24,14,9,0,0,0,35.97397704885416
23,14,9,0,1,1,45.50602846840462
21,28,8,0,0,1,48.915795269655405
48,14,7,1,0,0,17.709194089631513
34,18,7,1,0,1,38.19198865109258
36,18,14,0,1,1,36.92529437394169
41,17,8,0,0,1,31.8030778985633
40,12,10,1,1,1,34.282741976635315
30,38,10,0,1,1,46.47205216557712
40,14,4,1,1,0,23.97923115750145
29,14,12,1,1,0,35.23568189099614
40,19,8,1,0,0,27.245553521282236
22,9,11,0,1,0,36.09079214253902
36,20,15,0,0,1,38.03568676271927
27,7,8,1,1,0,32.68879729786236
23,11,15,1,0,0,36.75168631443907
35,18,12,0,0,0,29.084148575442587
28,13,9,1,0,0,33.498695387807864
35,18,7,1,0,1,35.411531540688536
17,16,7,1,0,1,49.92940430877739
31,26,12,0,1,1,44.87428038902557
25,22,9,0,1,1,45.85274144577084
27,28,8,0,0,1,48.25513821623725
