age,education_years,personal_income,price_index,gender,rural_residence,trade_agreement_participation,presence_of_trade_agreement,tariff_reduction,import_volume
7,30,12,7,0,0,0,4,33,76.40662706252509
8,30,6,12,1,1,0,10,45,91.5584876452346
6,29,5,15,0,0,1,7,43,90.67337261219087
8,27,10,15,0,1,1,11,42,88.50899584095613
10,32,8,16,0,1,1,8,41,84.9273229118975
10,32,5,12,1,0,1,10,46,91.03454702821983
11,29,7,12,1,0,1,6,42,88.26157488185419
10,30,9,10,1,1,1,5,40,90.65920927282342
15,26,11,14,1,1,1,10,40,87.00625074210595
10,27,11,15,1,0,0,7,41,88.49656753415528
8,27,11,13,1,0,1,3,39,86.59173882694012
14,30,8,16,1,0,0,8,46,94.16695901912058
12,31,10,12,0,1,0,10,40,80.01650634599345
10,30,5,15,0,1,1,11,46,92.3505674159201
5,26,12,20,1,1,0,5,39,83.12062105795347
13,29,4,16,1,1,0,9,47,92.854376934883
5,29,5,10,1,0,0,11,46,96.2992314767077
9,26,13,9,0,0,0,9,37,84.20294769783769
13,33,2,12,1,1,0,10,48,95.25743623899623
10,33,9,14,0,1,1,9,44,88.53866031548466
8,29,8,13,1,1,1,8,42,90.15940276718808
11,29,6,15,0,1,1,8,43,85.60045577476862
9,34,3,8,1,0,1,9,44,89.8341065404352
9,30,6,12,1,1,1,12,44,91.58586364664666
8,30,11,15,1,0,1,7,43,93.9892031291438
12,28,10,15,0,1,0,9,41,85.52640340497081
11,26,11,15,1,1,0,4,39,86.85697082412895
3,31,5,16,1,1,0,7,44,89.48423888522457
11,27,11,14,1,0,0,9,44,93.38131434829693
10,29,1,17,1,0,1,8,48,96.77369570229658
7,27,7,12,1,0,0,9,43,91.31163099080804
10,27,10,13,0,1,0,7,39,86.08052152548824
6,29,13,12,1,1,1,7,35,77.41468759149373
10,30,6,13,0,1,0,10,45,89.77570241711597
9,29,9,11,0,0,1,12,44,93.23810760662528
10,32,5,12,0,1,0,12,44,89.91528399914397
15,31,5,17,0,1,1,14,51,98.4414265381662
9,31,2,14,1,1,0,12,48,92.9699603585028
12,29,10,18,1,1,1,7,43,92.97625075521196
6,26,10,13,1,1,1,7,39,85.50574117148707
11,28,12,13,0,0,0,5,38,83.68519308950381
11,28,6,13,1,1,1,10,43,88.25405042235764
12,29,3,17,0,0,0,10,48,94.62346458789256
15,27,4,18,1,1,1,9,48,95.22814165659534
6,30,3,13,1,0,1,6,41,86.15500149987501
12,29,9,12,1,0,0,7,43,90.05272824704335
10,28,5,16,0,1,0,8,46,91.6254085055945
15,27,5,16,1,1,1,10,45,91.97708638588456
9,27,8,15,0,1,1,8,41,88.7506509647256
7,28,10,12,1,1,1,10,39,84.48909699954683
12,32,3,10,1,0,0,12,46,92.37789502477152
8,30,10,9,1,1,0,6,37,82.02705295881142
7,29,10,16,1,1,1,8,39,82.26673992453766
12,27,4,13,1,1,0,8,44,89.26690847521074
6,31,7,20,0,1,1,7,45,90.1992185312678
9,30,6,19,1,1,0,10,47,92.40637651908168
11,31,8,15,0,0,0,10,45,91.80275662159806
8,31,9,14,1,0,0,7,41,85.7226794039287
12,27,12,14,1,1,1,9,41,86.72931317266163
11,30,5,16,1,1,1,7,44,90.86331070795602
12,31,9,13,0,1,0,6,37,79.96829681354875
12,33,10,8,0,1,1,4,36,81.34370798378048
5,28,5,16,1,1,1,4,39,82.61681600267563
11,31,3,16,1,1,0,7,47,95.69077963069718
11,32,7,16,1,1,1,7,42,86.14548524458513
7,28,0,11,1,1,1,12,49,98.99564076389234
7,29,4,13,1,1,0,8,42,87.17029394189744
11,35,7,11,1,0,1,11,45,92.49101142356136
7,29,5,15,1,0,0,9,45,94.6905022228305
11,28,9,9,0,1,1,7,39,88.33296023159681
6,25,6,17,0,0,0,10,42,85.67074173293537
7,27,5,20,1,1,1,12,46,90.4303185302224
8,28,7,12,1,1,0,8,39,82.59635699232565
13,32,6,14,0,1,0,10,44,90.5206249726806
5,31,6,13,1,1,0,12,42,85.40074628099346
10,29,13,13,1,1,1,10,40,85.45338533097856
16,29,10,12,1,1,1,6,37,82.41474696186108
13,34,5,15,1,1,0,7,46,92.69055128242712
8,30,7,14,0,1,1,12,43,85.81447001063012
6,30,4,12,1,1,1,9,44,90.71539543462212
15,29,3,12,1,0,0,8,49,99.6354803417469
13,31,11,15,0,1,1,7,40,83.46499053455018
9,32,9,14,1,1,1,11,42,86.64784498911182
6,27,1,9,1,0,1,7,39,82.17129810916762
12,30,10,7,1,1,1,9,37,82.48632622827154
11,31,7,17,1,0,1,9,44,87.84868221219425
11,30,10,17,1,1,0,9,44,91.71077761869336
9,27,8,8,0,0,0,7,36,82.40552072226218
14,30,3,11,1,1,1,5,43,88.26115909946148
7,30,11,13,1,0,1,9,40,84.06925138015556
10,29,2,15,1,0,1,8,46,93.09139808445624
9,27,5,13,1,1,1,7,40,86.26126347670191
12,27,5,14,1,0,1,13,48,99.89554673695476
8,30,7,14,1,1,1,11,44,91.8284847567196
12,31,11,16,1,0,1,9,44,94.80688936630636
8,32,5,11,1,0,0,8,41,84.85367850307094
10,32,8,20,0,1,1,9,45,89.93357668246877
12,31,8,14,0,1,1,6,40,84.89010639921203
9,25,12,13,1,1,1,8,37,81.6522138880025
11,31,8,14,0,1,0,9,41,85.82400795427115
7,28,2,12,1,1,1,7,45,94.27041988045744
11,33,8,11,1,0,1,7,40,86.23534942948069
13,31,11,16,1,0,1,7,40,85.22898373938388
11,27,11,11,1,1,0,9,39,87.60478210683131
9,26,7,9,1,1,1,11,42,88.75968574588612
4,29,8,11,1,1,0,8,39,83.81046344665587
4,29,-2,12,1,1,1,4,43,90.6717620455536
9,27,0,13,1,0,0,12,48,95.17388661355864
14,29,0,13,1,1,0,6,46,93.10354940878148
12,30,7,13,1,1,0,11,44,88.03795128300122
10,27,4,15,1,1,0,9,42,86.23414707835803
14,31,3,13,1,1,1,5,44,90.75332839077656
7,30,20,19,1,1,1,8,34,74.10820833012114
11,30,11,17,1,1,1,9,44,91.28363009570504
8,27,10,14,0,1,1,9,39,84.0117560171717
6,31,9,16,1,1,0,9,45,92.65142059891568
8,27,11,11,1,1,1,9,37,81.73389959172849
9,28,8,12,1,0,0,12,42,88.19683841072671
8,30,4,15,0,1,0,7,43,88.91474667220578
9,33,11,18,0,1,1,12,43,87.91181629542479
8,28,3,12,1,1,0,8,44,91.32032916222056
7,31,8,12,1,1,0,13,44,90.2638361563044
14,30,8,12,0,1,1,9,45,96.5780234901664
6,34,2,10,0,0,1,9,46,95.94112514403456
10,28,7,9,1,0,0,8,44,92.38860373563648
12,28,0,14,1,1,1,9,50,104.16837571173244
8,30,13,17,1,1,1,9,39,82.93245957894861
12,30,8,15,0,1,1,6,42,91.0053515936993
6,31,5,10,1,0,1,4,39,85.45449945730209
13,30,8,14,1,1,0,9,44,92.91608821650024
7,28,3,12,0,1,1,8,43,91.99528604957692
8,32,10,14,0,1,0,12,41,86.13862596758707
9,29,11,11,0,1,1,11,41,90.04571743233426
7,33,6,12,1,0,1,10,46,92.57331998331937
9,28,9,15,1,1,0,6,38,82.24621635884544
8,31,7,17,1,1,1,11,46,93.83547485211074
5,29,3,16,1,0,1,6,46,91.97238508002016
6,26,9,14,0,0,0,10,41,88.99782063234994
11,29,9,16,1,1,0,10,42,90.2081554744706
8,32,9,11,1,0,0,8,42,89.55230421587244
10,31,8,14,1,1,1,10,44,90.62202382828664
11,27,5,16,0,0,1,8,44,91.02136638017608
10,29,8,11,1,1,0,11,43,90.11242366021465
13,26,7,16,0,1,1,10,43,89.86470395463787
6,26,7,17,1,0,0,11,44,90.61577338178816
11,29,5,11,0,0,1,9,44,92.22494778123792
10,31,5,10,1,1,1,4,42,88.15964083135114
6,30,9,15,0,0,1,8,40,84.40283215540083
15,27,0,13,1,1,0,8,49,101.4630169261107
8,29,7,16,1,1,1,8,42,89.64936923206582
11,33,7,15,1,0,1,11,47,94.68426514131816
12,29,13,16,1,1,1,9,37,78.24798304635195
10,27,8,14,1,0,0,10,43,89.20334599412837
9,27,11,15,1,0,1,8,39,85.91230002674172
11,26,5,16,1,1,1,10,46,94.73441231893884
5,30,3,17,1,1,1,9,46,94.81735433413492
11,31,10,13,0,1,0,4,38,84.24390990893926
8,28,8,11,1,0,0,8,40,83.83375928048952
10,27,5,10,1,1,1,10,43,92.72426483263214
10,30,4,16,0,0,1,8,47,94.92716681766298
9,32,8,13,1,1,0,8,41,84.85898201834422
7,27,11,11,1,0,1,10,39,83.32824060892375
7,29,10,18,0,1,0,9,42,88.33900040562098
12,30,8,12,1,1,1,8,40,84.01700261375774
8,26,9,17,1,1,1,9,42,88.57496201850876
6,30,5,16,1,1,0,8,44,89.13650391796523
10,30,1,12,0,1,1,9,44,91.55333699587928
5,34,6,14,1,1,1,4,39,81.65057093986113
12,32,8,13,0,1,1,10,44,91.58324543208988
11,26,3,13,1,0,1,8,45,93.10057548854446
9,26,5,11,1,1,0,8,42,88.57946315853731
11,33,13,14,1,1,0,8,41,85.08778659089361
13,30,9,11,1,1,1,10,43,90.02853512639699
9,27,9,11,0,1,0,9,38,81.30265840646884
13,29,9,20,0,1,1,7,44,90.09446836434152
12,31,6,12,1,1,1,7,42,87.7102058686199
9,29,3,12,0,1,1,6,44,95.8931552878198
7,27,4,14,1,1,1,9,43,88.3196525156168
9,31,15,13,1,1,1,10,39,84.81301227683875
8,28,2,14,0,1,1,11,44,89.54129514309643
5,25,4,10,1,1,1,6,38,81.54620494478523
7,27,11,15,0,0,1,8,42,90.57880740956644
11,33,11,7,0,0,1,11,41,89.85599314779404
12,33,10,12,1,1,0,12,44,87.95698226817922
11,29,6,13,0,1,0,9,44,88.39660758122385
10,32,6,16,0,0,0,10,47,93.84466229103096
12,29,7,14,1,1,1,7,43,89.0715870405775
6,29,14,17,1,0,1,10,41,90.5641766419865
12,29,10,13,1,1,0,7,40,83.35988288436106
13,29,9,21,1,0,1,11,47,94.32551068103304
9,28,6,9,0,1,0,6,39,87.68648688597584
10,32,7,8,1,0,0,11,43,88.42532702629231
7,27,7,14,1,0,1,7,44,94.04600302998615
8,33,3,12,1,1,0,10,48,94.3402810928536
6,32,9,10,0,1,1,8,39,87.2389360402525
9,28,3,12,1,1,1,10,46,97.49025718740192
8,34,3,8,0,0,1,12,46,92.71427651998437
5,31,6,12,1,1,0,5,41,88.79063155456004
9,28,3,13,1,1,0,9,46,93.1871529146775
11,29,8,16,1,1,1,10,45,93.4377972590592
5,27,2,13,1,0,0,6,44,92.85882801060372
14,27,7,12,1,0,1,10,46,95.65312866115276
10,32,18,14,0,0,1,6,35,78.30559752340616
7,32,5,14,1,1,0,10,44,88.0711106236104
7,29,16,12,1,1,1,9,33,78.1466537402364
11,27,6,15,1,1,0,8,45,93.18807938160737
13,27,8,10,1,0,0,9,44,92.25176600997698
8,29,9,11,1,1,0,9,39,83.44826599069017
10,28,13,14,0,1,0,7,37,81.87560711122256
11,26,8,12,1,0,1,10,42,87.76032869391162
6,28,10,17,1,0,1,6,41,89.67204846150926
8,27,8,6,0,0,0,6,36,81.4803422424193
9,28,5,20,1,1,1,9,46,92.66258560710136
7,32,8,13,1,0,0,10,44,88.76971342636678
5,30,9,12,1,1,1,8,40,87.18691123542838
6,32,7,9,1,0,1,8,40,86.91000021046827
5,27,11,12,1,1,1,9,36,82.5561398883917
14,33,10,18,1,0,1,9,44,91.40062735684695
10,29,6,15,1,1,0,6,43,88.31134716440587
13,31,11,13,1,1,0,10,43,89.17433769452694
7,31,5,10,1,0,0,9,42,86.82278461311182
16,28,12,10,1,0,0,6,41,89.8777399534438
7,30,5,14,1,0,1,6,43,91.1198562432088
17,28,7,13,0,0,0,10,46,95.07787750100027
5,32,8,15,1,1,0,4,40,85.8106403613198
12,29,6,14,0,0,1,8,46,91.037161915783
9,26,9,15,1,1,0,8,42,90.66724606101788
6,26,9,13,1,1,1,10,43,89.3862942145026
10,28,12,14,1,0,1,9,41,92.2996732208103
11,28,8,12,1,1,1,10,44,96.34099418318348
11,28,7,17,1,1,1,7,43,88.20638262140615
12,29,8,12,1,0,1,4,41,86.69596609862963
2,32,10,13,1,1,1,9,39,81.3424293612871
10,28,7,16,1,0,1,5,44,89.29907344973782
11,24,6,16,0,1,1,7,41,85.79309098634627
5,26,9,13,0,1,1,7,40,88.6255875421114
10,31,6,20,1,0,1,7,48,98.879466012803
12,29,6,15,1,0,0,8,45,93.71756870805504
9,31,13,11,1,1,1,7,39,85.43380573956779
8,28,7,14,1,1,1,11,42,89.16106118141512
6,30,13,12,1,0,1,10,36,81.64377080462059
10,28,8,12,1,0,1,6,41,90.02290213284616
8,26,4,15,1,1,1,7,45,92.85206731057048
5,33,11,12,1,0,1,7,37,82.72099705595892
9,27,7,12,1,1,1,10,42,90.05447543578117
7,32,11,16,0,1,0,8,41,87.10540912970058
7,29,6,14,1,1,1,9,44,91.37001349368008
9,32,7,18,0,1,0,8,44,90.06335625089875
8,32,6,11,0,1,1,10,42,88.59839556198501
10,28,6,19,1,1,0,8,44,91.54327220219804
9,29,7,10,0,0,0,6,42,91.63641989569298
4,27,6,16,0,0,1,9,44,91.74552090672223
14,28,7,13,1,1,1,7,42,89.24320735540286
9,31,7,14,1,0,0,5,43,93.90993074536252
13,30,11,15,0,1,1,9,43,88.70458019335327
7,32,10,10,0,1,0,9,39,82.32266531034809
7,33,6,17,0,1,1,9,44,85.40011388074538
5,30,7,14,1,1,1,11,43,90.42974980396104
11,31,5,13,1,1,0,8,43,89.62814309342174
7,27,13,11,1,1,0,11,38,82.69783801232818
9,26,3,11,1,1,1,9,45,94.17150416826556
14,29,6,21,1,0,0,9,49,93.70734585262367
8,27,9,16,1,1,1,5,39,83.67489778190266
11,26,11,13,1,1,1,10,41,88.68050743578097
14,27,4,11,1,1,1,11,46,95.96292400115996
10,30,6,16,1,0,0,9,47,93.61347571243743
10,29,7,11,1,1,0,7,41,89.82982875046393
8,29,11,14,0,1,0,10,40,85.86297634393826
7,32,2,13,1,0,0,8,46,90.86209508220624
6,29,6,14,0,1,1,11,43,87.21813422947935
11,28,7,9,0,1,1,10,43,88.25034597398371
8,31,6,18,0,0,1,10,45,90.14874947200944
10,29,12,13,0,1,0,9,40,83.741376840732
13,32,7,15,1,0,1,10,47,98.5529277696337
15,28,8,14,1,1,1,8,44,92.14127284039785
7,31,7,16,1,1,1,8,43,85.96094114738872
11,32,8,8,1,1,1,8,41,87.31315315982208
3,29,7,12,1,1,1,7,40,82.84590200047438
9,29,4,12,0,1,0,9,42,86.37962279282662
9,30,6,10,0,0,1,12,42,88.28444228733014
12,31,12,18,1,1,0,11,42,86.3728295340612
5,29,13,13,1,1,1,10,38,85.07267932060728
13,26,2,15,1,1,0,10,48,92.3155988994999
12,30,4,11,1,1,1,11,46,94.73780822821334
1,30,6,11,1,0,1,9,41,88.96691878490044
8,28,3,14,1,0,0,5,43,89.98256609959894
11,28,8,12,1,0,1,9,44,93.15866033218192
7,30,9,13,0,0,1,10,43,93.41799370405067
12,31,7,13,1,0,1,5,43,91.1955949231808
9,29,9,14,0,1,1,9,40,83.4197848341466
8,28,11,10,1,1,1,7,37,81.79082618846223
9,25,4,15,0,1,0,7,43,90.21131096413352
7,29,7,16,1,1,0,5,41,87.81178502457769
8,28,17,11,0,0,1,11,36,84.07323365545285
8,27,14,13,0,0,0,11,39,87.65122295205654
7,30,8,11,0,1,1,7,37,80.21418697666354
7,27,5,14,1,1,0,11,45,92.67396428879968
13,27,8,14,0,0,1,8,42,88.66277352917075
16,28,8,16,1,0,1,6,40,84.84049398987266
6,32,8,15,1,0,1,10,44,92.14107773547413
8,31,5,13,0,0,0,9,44,89.89903674466261
4,28,10,14,1,1,1,9,40,86.00102652808131
3,26,7,14,1,1,1,9,39,85.26250956756517
8,29,7,11,1,1,1,11,44,93.32701617031798
11,28,7,16,0,1,1,8,41,85.85013842760343
9,30,15,8,1,1,0,9,34,78.40212465478457
5,33,3,11,1,1,1,7,44,90.24442646150692
6,31,7,13,1,0,1,11,41,83.9833623174163
10,28,11,15,0,1,0,8,40,85.39698015633869
12,28,6,12,1,1,0,9,42,90.20843031783606
7,31,5,11,1,0,1,6,42,89.9934078909078
8,28,12,14,0,1,0,9,40,84.59012501370918
8,26,12,12,0,0,1,7,36,83.97030323606246
9,30,6,9,0,1,1,5,37,82.2193666860031
9,23,8,12,1,0,1,9,40,89.67477215800434
12,30,9,15,1,0,0,9,44,89.21546367144131
10,30,2,16,1,1,1,6,45,90.11162842611289
11,30,9,9,1,1,1,7,39,84.9515335746243
11,29,9,11,0,0,0,6,39,85.78319837684693
7,29,10,18,1,1,1,12,44,89.44241008416451
8,33,10,14,1,0,1,4,43,89.78569905840483
12,30,9,15,0,1,1,11,45,92.69430847800255
15,28,0,13,1,1,1,6,47,93.800336050459
8,29,11,14,1,1,1,12,42,85.44275993707099
6,30,8,12,0,1,1,7,39,83.33768539333421
3,28,7,13,1,0,1,7,38,82.84317477119149
9,29,7,12,0,0,0,9,40,84.7570604174428
12,26,8,12,1,0,0,10,44,92.76144699481392
13,29,10,8,1,1,1,7,37,81.14233633030294
8,29,5,13,0,1,1,8,44,90.8942789437248
3,30,6,13,0,1,1,9,42,89.71306578386448
4,31,5,15,0,1,0,9,42,85.35629284191914
8,29,9,15,1,1,1,9,41,86.19009921471363
7,30,5,10,0,1,0,7,39,82.19920250121898
10,29,6,15,1,1,1,9,46,95.1853512840514
10,27,7,15,1,1,1,9,42,89.48082496676898
6,29,10,10,1,1,1,5,39,90.23256277819164
7,29,10,15,1,1,1,8,38,82.89311756641432
8,28,8,12,0,0,1,10,45,95.27842368451174
12,33,5,14,1,1,1,9,44,87.60584227859668
6,30,12,11,0,0,1,11,37,80.7884336920875
6,34,7,17,0,1,0,11,43,85.87076202482793
19,32,9,17,1,1,0,7,45,92.21101243184329
10,33,6,11,1,1,1,7,42,87.5742591423207
11,32,3,13,0,0,0,9,45,89.43742285080111
12,28,11,11,0,1,1,8,40,88.06419127572458
8,30,9,10,1,1,1,10,40,88.01393672073041
16,30,8,14,1,1,1,7,44,90.678979059464
11,33,4,11,1,1,0,5,41,86.26574124386997
9,29,11,10,1,1,0,9,42,89.655726791023
13,32,4,15,0,1,1,5,45,93.960320265353
14,28,8,13,0,0,1,9,43,90.57677683009813
12,28,5,16,1,1,1,9,45,92.9408271530079
11,28,9,14,1,1,0,10,42,87.29005579390513
13,32,7,14,1,1,0,9,45,89.3909752402532
5,32,6,16,1,0,0,11,45,90.00650905585478
13,29,5,19,0,1,0,9,47,92.13317706079036
12,27,11,5,1,0,1,5,37,87.19749019689729
13,31,11,9,1,1,0,7,38,83.85841115989233
3,33,8,11,1,1,1,10,40,82.79605750140593
9,36,10,9,1,1,1,8,40,80.54625293688244
8,28,6,13,0,0,0,9,45,94.80752440867128
6,30,9,14,1,0,1,8,42,89.91524685015945
3,28,4,9,0,1,1,9,40,85.93478572604704
12,29,7,12,0,0,0,9,45,92.16921332848284
11,28,6,14,1,1,0,9,45,92.07297639175972
9,27,1,13,1,1,1,6,45,93.2423704778145
13,29,9,16,0,1,1,9,44,89.90156682920481
6,29,4,10,0,1,0,7,41,88.29499804521699
9,27,6,14,1,1,1,11,45,92.91559386337843
14,30,13,16,0,1,1,9,41,85.79800171376937
6,31,4,16,1,0,1,6,46,94.7331213940401
9,31,5,11,1,1,1,9,44,90.80739377885322
7,30,6,15,1,0,0,7,42,85.22708491238721
9,29,5,13,1,1,0,7,43,90.55479367317017
13,26,7,17,0,0,1,11,46,95.23048125183035
10,29,11,12,1,1,0,9,38,84.33355769252154
10,31,8,15,1,1,1,6,40,84.9991318815746
15,32,5,15,1,0,0,12,50,99.37376665662596
12,30,6,16,0,1,1,5,43,89.38816084877551
10,30,9,10,0,0,1,5,40,85.42459496879736
10,29,3,13,0,1,0,6,41,85.97040569722893
10,31,10,18,0,0,0,8,44,88.87463936350044
7,28,9,16,0,1,0,4,39,84.405298193439
10,29,6,16,0,0,0,6,44,90.26392436631204
13,25,9,13,1,1,1,10,40,86.56353847253938
12,33,12,13,1,1,0,8,40,83.08331215135726
6,29,8,9,1,1,0,11,39,82.81627896622145
8,27,8,14,0,1,1,8,40,86.62884625677422
5,35,9,15,0,1,1,11,44,86.84596366168125
6,30,9,17,1,1,1,7,43,87.90082539479103
8,28,11,17,0,1,0,7,40,85.11905138884522
4,29,7,13,0,1,1,11,41,87.02231292133764
11,31,9,13,1,0,1,9,41,84.98436382812284
7,30,5,17,1,0,1,5,42,87.87238983652797
10,33,2,13,1,1,1,11,48,96.39729172438535
12,30,6,12,1,1,1,7,41,86.20272564968204
11,31,11,6,0,1,0,10,38,83.38011568207841
9,27,7,14,0,1,1,3,40,87.54314593170504
11,30,8,14,1,1,0,6,44,92.20988370892032
10,31,14,17,1,0,0,7,38,80.05557840442002
12,29,9,17,1,0,0,12,50,99.61992580371978
14,27,6,14,1,0,1,7,43,91.22598658602396
10,26,6,14,0,1,0,10,46,99.07905770924266
13,29,1,17,0,1,1,6,49,99.10889251757442
8,31,4,13,0,1,1,9,43,89.370713296038
15,28,8,15,1,0,1,10,44,90.02754696907962
8,32,9,17,1,1,1,10,43,89.60548678475539
12,31,10,16,0,1,0,11,46,92.51385919985894
10,30,10,11,1,1,1,5,37,82.54865679380823
7,29,8,12,0,0,1,10,42,88.99472734655032
8,30,12,12,1,0,1,8,38,83.9570388856513
9,32,7,12,1,0,1,8,39,83.02523922097613
12,27,7,13,1,1,1,7,42,90.46240719349036
7,27,11,14,1,1,1,7,40,88.44958620859649
6,29,6,16,1,0,0,7,44,89.87213439298279
10,30,4,12,1,0,1,9,45,93.37045499595912
6,28,7,15,1,1,0,6,42,90.37873978569128
10,28,6,14,0,1,1,6,42,90.2504454224352
7,29,3,13,0,0,1,6,42,91.167596973551
10,30,7,15,0,1,1,6,40,83.48262119238561
10,30,8,14,0,1,0,7,42,86.74075978265884
5,30,7,16,1,0,1,9,44,87.96013810473701
9,28,6,10,1,1,1,8,44,92.20847609684692
8,29,4,13,1,1,1,10,44,92.22089496567044
12,29,13,18,1,1,1,7,43,92.27338321545912
9,28,2,11,1,0,0,10,44,90.7200538803267
7,29,8,11,1,1,0,10,41,86.89838701191901
11,23,2,13,0,1,0,13,45,92.23004182413808
11,32,10,9,1,0,1,9,40,87.05565867167317
7,30,8,11,1,0,1,9,39,83.66370719738696
10,31,14,21,1,0,0,8,41,83.49430171467395
9,29,9,12,1,1,1,8,43,91.02139435966292
11,27,2,9,0,1,1,10,41,89.02278241820471
18,33,8,14,1,1,0,7,44,89.68157403111276
8,29,4,8,0,0,0,9,42,87.2328703499712
11,27,7,14,1,1,1,9,39,87.23811891949109
11,29,3,14,1,0,1,9,46,94.4015115310856
3,31,5,16,0,0,1,4,43,88.59649073000696
6,35,5,9,1,0,1,6,42,89.44437262361971
11,26,8,12,0,1,1,5,40,88.86328212774771
10,26,13,14,1,1,1,5,37,84.17179081682747
6,24,8,15,1,1,1,11,45,93.32565001645226
10,26,5,14,0,1,0,9,42,84.52830065072284
9,29,8,15,1,1,1,7,42,84.85974206722494
9,29,7,14,1,1,0,8,41,85.2093342524271
6,28,7,15,1,1,1,8,42,89.99855300297537
6,30,5,13,1,1,1,6,42,87.95887476883858
12,30,12,12,1,1,1,9,39,85.99251890431186
9,30,6,15,0,1,1,8,42,85.06535257250277
6,33,10,15,1,1,0,8,41,86.7566308775664
9,32,7,13,1,1,1,7,44,90.94596305431452
7,29,7,14,1,1,1,12,43,90.63805688560814
8,29,5,14,1,1,1,6,43,89.30710610603433
17,28,2,13,0,1,1,11,48,97.2402153024106
10,33,8,18,1,1,1,6,42,86.20705734276025
11,30,7,13,1,1,0,9,44,91.73903850720332
7,28,10,14,1,0,0,10,42,91.20304686067117
9,28,9,12,1,1,0,10,41,87.81323784741234
9,29,7,17,1,0,0,10,45,92.09125305373396
8,29,10,14,0,1,0,7,39,83.83613904972836
11,28,9,17,1,0,1,8,44,92.60923499907284
8,29,5,14,1,1,0,10,46,93.61382686830372
3,27,7,12,1,1,1,5,39,85.80478029107788
11,30,11,12,0,0,0,4,37,82.69533800279697
9,30,6,18,0,0,0,8,46,92.62850515869022
