student_age,parent_education,school_quality,household_income,gender,minority_status,rural_residence,tutoring_budget,tutoring_hours,student_performance
6,28,4,8,0,0,1,6,48,131.0107203858145
10,29,8,20,1,0,1,8,50,118.4210998508604
9,25,7,17,0,1,0,9,47,117.69584199769513
8,29,10,14,1,1,0,6,46,117.05749892492854
9,35,2,16,1,1,0,6,48,120.52187288714796
13,30,8,12,1,0,0,10,51,127.74924657194002
9,30,14,10,0,0,1,5,49,122.66713331555204
12,32,3,17,1,0,0,7,50,122.31106810371968
18,30,7,13,1,0,1,7,52,121.28728846391014
6,31,7,13,0,0,1,10,50,126.61007991006323
9,27,9,17,1,0,0,8,46,112.27039978976508
10,31,10,15,0,1,0,8,48,118.39888499531996
10,29,5,11,1,1,1,6,49,124.1458813159427
11,26,9,10,0,1,1,9,48,120.42840518226708
13,31,9,11,0,1,1,10,49,116.88756946664192
6,32,4,15,1,1,0,10,50,128.18402012774473
8,30,10,11,0,0,0,10,50,127.83664923326194
10,27,2,15,1,1,0,6,47,121.72268102625908
11,33,5,8,1,0,1,6,53,136.82385725410094
11,31,10,11,0,0,0,7,48,117.85350380492775
10,31,3,14,0,0,0,5,47,119.86105424976972
10,30,6,15,1,0,0,7,48,121.89408944724516
16,26,4,11,0,0,0,9,51,129.7791687964744
12,32,6,13,1,1,1,10,51,126.17031742577004
8,26,6,14,0,1,0,9,47,124.03765042656303
8,31,5,20,0,0,1,5,44,106.04061720587202
8,27,10,16,1,1,0,11,45,111.58936210854124
6,34,9,12,1,0,1,8,53,132.66391651288046
16,31,6,14,0,0,1,9,52,124.85668023397538
14,30,7,12,0,0,1,9,54,132.91026427570347
3,29,5,18,1,1,0,8,46,120.87520627098824
12,31,13,15,1,0,1,10,53,126.4895557132476
9,27,7,14,1,1,1,12,50,126.7304169845792
3,28,2,15,0,0,0,9,46,125.74872783575302
9,31,8,15,1,0,1,10,52,128.59689845874504
12,33,6,16,1,1,0,9,52,125.97622709436028
7,29,6,18,0,1,0,9,48,120.0611962838612
9,34,13,18,1,1,0,9,50,114.55880104549443
7,33,4,13,0,0,0,9,51,130.95829662649257
10,28,14,17,1,0,0,12,50,113.50601825289932
4,30,12,17,0,0,1,6,46,113.15878985311063
8,28,11,14,0,1,1,10,50,122.74663927235932
9,33,12,14,0,1,0,8,49,118.9115095735863
7,26,8,14,0,0,1,6,46,117.24475296677046
9,29,8,15,0,0,1,9,49,119.73645844170107
14,27,12,16,0,1,0,4,46,105.70933894140552
13,35,0,13,0,0,0,8,50,126.58414907425926
10,26,14,14,0,0,0,9,47,110.82269393629
8,28,14,14,0,1,0,5,46,111.35268872424402
11,26,11,16,1,0,1,6,46,108.64710448612308
9,29,9,14,0,1,0,9,49,119.42432188034606
8,29,8,13,0,1,0,6,47,122.1945735830922
6,27,5,15,1,0,1,6,43,111.5692379227908
9,28,9,9,0,0,0,8,49,128.40492698684926
3,30,16,11,0,0,1,9,47,119.9261065393494
8,29,8,11,0,0,1,4,46,119.03871888687452
6,29,7,14,0,0,0,10,48,123.21887578732412
7,28,5,11,1,1,1,9,51,135.2906773055973
6,29,4,12,0,1,1,8,49,129.81563743402302
7,28,9,13,0,0,1,10,50,126.25584389220244
9,29,7,14,0,0,0,11,49,120.3018372519962
8,29,12,14,0,0,0,6,46,114.46033111177012
10,27,6,17,1,1,1,13,49,119.67170891915973
10,26,4,17,0,0,0,11,48,121.4473725193703
8,29,9,17,0,0,0,7,46,113.71891286041148
13,28,7,9,1,1,1,11,54,133.34064576076176
7,30,10,10,1,0,0,12,47,122.20334406942864
3,28,5,10,1,0,0,10,48,130.2401263906774
14,28,8,16,1,0,0,10,48,113.93853147986258
8,29,11,14,0,1,1,9,49,124.0809219659549
13,27,12,11,0,0,1,8,51,123.14089727466548
9,27,10,16,1,1,0,9,47,116.79536996483728
9,31,11,9,0,0,1,10,51,127.10216273417018
7,28,9,9,1,0,0,12,49,129.3412322552267
7,28,5,16,1,0,0,9,48,125.15110735351142
5,30,9,10,0,1,0,11,52,136.02750765175878
16,32,8,10,0,0,0,7,55,133.15844591286478
9,31,12,13,0,0,1,8,51,126.22690368152192
13,31,7,15,0,0,1,8,51,121.2159854830014
11,33,8,15,0,0,0,9,52,127.39753173961876
6,30,11,16,0,0,0,7,48,121.84911994846264
9,26,4,11,0,0,1,6,48,126.20109065561113
10,30,9,14,1,1,1,5,47,117.2920418924518
6,28,8,17,0,0,1,9,45,109.713143866838
12,30,11,13,1,0,1,11,50,116.25554391448584
12,31,12,13,0,1,1,16,54,126.66054055121442
3,29,9,12,0,0,0,9,49,130.92856552490332
8,29,10,13,0,0,0,7,45,110.9969284403455
8,29,10,16,0,1,0,3,44,106.91530580356702
7,31,10,14,0,0,0,8,48,116.99875495102197
7,29,14,13,0,1,0,9,46,111.4440369099706
9,28,5,10,0,1,0,7,49,130.25579445811968
11,32,10,12,0,1,0,10,52,127.0137351491539
7,32,4,12,1,0,1,11,53,139.05967641768953
8,31,9,16,0,0,1,9,50,123.3854859897587
8,25,10,11,0,1,1,9,47,121.4182524463406
10,26,8,14,0,0,0,9,46,114.33935625102316
6,32,7,14,0,1,1,5,50,130.12938153009986
12,30,13,16,0,1,0,12,54,124.34310038326234
11,33,9,16,1,0,0,6,51,123.82090825752807
8,30,8,11,0,0,1,8,48,121.63663260923155
8,30,9,13,1,1,0,8,48,123.45312424323387
8,29,9,15,0,0,0,11,50,126.1375696621633
15,32,6,14,0,0,1,8,53,126.27636718253189
10,28,2,16,0,0,0,11,49,125.41412144725903
5,25,9,9,1,1,0,11,46,121.94255153006948
8,31,7,19,0,0,1,8,47,114.6278546503396
11,30,5,20,1,1,0,8,47,113.10094017657228
9,28,8,17,0,1,0,9,47,114.88908000929064
8,30,7,10,1,1,1,8,51,132.63469474987687
8,26,5,11,0,1,0,8,48,126.0160006636311
4,28,8,12,0,1,0,8,46,121.39797755397758
7,27,3,14,0,0,0,10,48,127.28050205694224
8,33,8,20,1,0,0,8,49,117.30760932257012
5,29,8,16,0,0,0,7,47,120.54823978641429
10,31,2,12,0,0,1,9,48,123.64776294580405
8,30,5,12,0,1,1,9,49,127.58354871027832
15,26,7,19,1,0,0,6,47,113.23760782309871
8,30,8,9,0,1,0,7,49,127.34756435464274
7,31,8,16,1,1,0,9,52,133.2182388669308
5,30,9,16,0,0,0,8,44,111.6605863204352
10,30,6,12,1,0,0,9,49,125.30025654852852
9,31,11,14,1,1,1,5,46,112.0252387894656
8,30,7,16,0,1,0,9,49,120.34727392178384
9,29,16,16,1,1,0,13,53,124.08472168498795
11,31,10,13,0,1,1,8,50,118.67182483980208
8,28,7,16,1,1,0,5,47,117.950486134545
7,27,5,16,0,0,1,9,48,123.83340719421336
9,30,1,15,0,1,0,11,51,133.64789301941929
10,27,7,16,1,1,0,4,42,104.0187529559598
11,28,7,17,1,0,0,7,48,115.56514998515956
10,30,2,13,0,0,1,11,51,128.58822834156825
12,32,9,18,1,1,0,7,50,118.2312660256824
4,31,7,14,0,1,1,5,47,125.30324209956926
7,32,9,14,0,0,1,5,44,110.25554306615496
11,30,4,11,0,0,0,5,48,124.53107789831996
9,25,7,17,1,0,0,7,46,115.59652104015233
12,28,2,14,0,0,0,12,49,123.48399967732992
10,27,10,11,1,0,0,6,49,123.44857274806536
10,31,6,11,0,1,1,6,50,126.47151595345888
13,31,11,16,1,1,1,7,50,116.34290634135576
8,32,2,14,0,1,0,7,47,121.17881152402806
8,26,7,13,0,1,1,9,47,120.4009471753882
11,28,8,7,1,0,0,4,50,128.6659570427505
7,31,11,17,1,1,1,12,49,117.67127142809689
7,28,9,18,1,0,0,6,47,117.01116440340968
12,29,12,12,1,1,1,7,51,124.0438200154344
8,27,7,16,0,1,0,5,46,117.4916440101488
13,29,5,14,0,1,1,10,50,119.94181033072248
9,33,11,13,0,0,1,8,50,122.6508707491
14,25,6,16,0,1,0,10,48,115.11386951966124
10,32,9,13,0,0,0,7,49,121.69835759449278
10,25,16,14,1,0,1,11,47,112.31527204266658
11,31,13,12,0,1,0,9,51,121.41689253039029
9,30,0,7,1,1,0,10,53,145.53136059213645
8,32,7,11,0,1,0,5,50,128.70162904838125
10,26,9,16,1,1,0,10,47,112.3125389873152
7,28,9,10,0,0,0,7,48,124.8971619800436
7,34,4,16,1,0,1,9,50,125.27549981022524
12,27,7,19,0,1,1,5,46,109.35019130101144
8,31,5,11,1,0,1,10,54,140.7878680095298
10,31,8,12,0,0,0,7,53,135.5230578427053
11,29,6,16,1,1,1,7,51,128.2643937692919
8,28,8,11,0,0,0,8,49,124.105963387229
17,30,13,13,0,0,1,5,50,112.52305209261073
11,31,9,10,0,0,0,7,51,129.26680221420875
8,33,4,17,0,1,0,4,46,116.46148560725456
9,28,1,13,1,0,1,11,51,134.93638685030143
11,27,11,14,1,0,1,9,49,118.19095206057844
8,32,5,11,1,0,1,10,52,133.30139545093544
10,29,11,12,0,0,0,6,47,117.30294769416147
10,28,14,12,0,0,1,10,51,124.41465826304416
13,31,3,13,1,0,0,12,54,132.5700780252104
6,30,3,15,0,0,0,8,48,126.47043827376018
7,32,2,9,1,0,1,6,48,129.78809566081526
10,27,5,10,1,0,0,6,48,123.4316482677718
8,29,4,10,0,1,1,12,49,130.15744311701516
12,31,10,9,0,0,0,11,55,135.42715198219676
4,28,8,13,0,1,0,8,45,119.1640458795973
5,33,11,11,1,1,0,10,52,131.58695893734514
5,30,8,13,0,0,0,6,46,121.32470184985864
3,30,9,11,1,0,1,7,46,121.25176265856464
8,29,6,12,1,0,0,13,53,138.44965687786964
8,30,3,14,1,1,1,8,51,132.75026971874772
10,29,12,17,1,0,0,7,48,113.68388503540146
7,29,4,13,0,1,0,7,46,120.86540878234844
9,30,9,16,1,0,1,8,47,114.3158136778714
9,27,6,16,1,0,0,6,42,106.02760432315432
2,31,8,12,0,0,0,10,50,132.7739059891485
9,29,6,10,0,0,1,8,51,130.00835049071986
8,25,5,15,0,1,0,12,49,126.71489690901286
12,27,4,17,0,0,0,9,49,121.19497585350578
8,31,11,15,0,0,0,6,48,119.38557103228403
8,27,8,11,0,1,0,10,47,119.81012560946324
12,28,6,16,1,0,0,8,49,121.82878878542806
5,28,9,13,1,0,0,11,50,129.5510971658624
12,30,7,10,0,0,1,6,51,128.50735392842753
7,31,8,13,1,0,0,11,49,121.7551198345416
12,29,6,15,1,0,0,6,49,119.84489661014732
8,28,10,13,0,0,0,8,48,119.4991543071133
12,32,9,12,0,0,1,9,51,125.22190815848953
12,30,8,12,0,1,0,8,48,118.5095026393488
11,29,8,11,1,0,1,5,49,125.70772682530988
9,29,8,12,0,0,0,11,50,124.93549583579411
9,26,11,13,1,0,0,7,50,126.86600648968928
7,32,9,22,1,0,0,10,49,116.50009601621343
10,29,14,13,1,0,1,8,50,120.69181939247046
3,29,9,15,0,1,0,9,47,124.81036349278035
5,30,10,11,0,1,1,7,47,121.6576142594382
8,35,5,15,0,1,0,10,53,132.23855155238587
7,29,4,14,0,1,0,7,47,125.02551865355235
14,27,8,14,0,0,1,6,47,111.57993562490904
12,30,5,16,0,0,0,13,55,136.12159255260465
9,31,8,11,1,1,1,9,50,124.95443836102574
12,30,12,11,1,0,0,6,47,113.93574583304682
8,30,2,7,0,1,1,7,51,140.39712527721127
12,31,2,17,0,1,0,7,49,118.51496218881152
9,28,6,14,0,0,0,3,44,109.6594733046431
8,28,7,12,1,0,1,8,49,124.69968615748743
5,31,6,16,1,0,0,11,50,127.36212031006356
13,33,8,16,1,0,0,7,49,116.6558612837788
10,33,9,12,1,0,0,7,52,128.46305709831404
6,31,3,14,0,0,0,6,48,128.47165999508306
7,26,11,18,0,0,1,12,48,115.87783095902168
5,29,10,13,0,0,0,7,48,122.63240448478489
6,29,9,13,0,0,1,11,49,124.13644468275736
14,28,10,13,1,0,0,8,49,116.41656708103208
10,30,2,14,0,0,0,9,47,120.61456284685148
10,32,14,13,0,1,1,11,52,123.56601323913152
13,30,11,13,1,0,0,7,48,113.623093108365
8,25,6,14,1,0,1,7,48,124.15926454885258
12,30,12,12,0,1,0,10,52,123.93788037484164
11,30,10,14,1,0,0,11,52,123.63969476623072
10,28,6,11,0,0,1,9,49,125.711469525106
11,31,13,14,1,0,0,10,53,126.13174124072088
4,28,11,13,0,1,0,5,46,119.1999966799097
11,31,12,9,1,1,0,5,49,121.32237713695235
10,30,6,23,0,0,0,6,46,109.7559919190192
6,28,11,9,1,0,0,6,46,120.03916715601018
15,33,5,16,1,1,1,6,51,119.70301490349516
8,27,10,15,1,0,0,7,45,110.71650670110716
12,30,3,14,0,0,0,12,51,124.5092547959082
11,31,7,17,0,1,0,6,47,112.40242501153112
12,30,8,13,1,0,0,8,52,127.5047844180632
8,30,4,16,0,1,0,8,49,126.84633249460472
10,32,5,15,1,1,0,7,50,123.9176568638866
7,31,9,14,0,1,1,10,52,131.68573353015145
10,30,11,14,0,1,1,9,49,117.48234801543104
14,31,5,18,1,1,0,8,49,116.10385232437224
12,28,7,14,1,1,1,13,52,127.75301907102627
7,29,4,13,1,0,0,11,49,130.8034031565663
10,30,9,12,1,0,1,8,49,122.28648355303892
9,27,6,11,1,0,1,8,47,122.43556776938132
13,27,14,9,1,0,0,8,51,124.55920400905032
9,26,9,14,1,0,0,9,46,113.3874148177654
5,29,6,16,0,0,1,7,49,128.76036896328574
6,31,9,15,0,0,1,10,50,124.33684339478393
14,30,7,12,1,0,1,9,51,122.59957271628429
5,31,7,14,0,1,0,9,49,128.8608280984328
10,31,6,14,1,0,1,6,51,127.50619473833922
9,27,16,14,0,1,0,9,48,113.48126802496488
5,34,7,16,1,0,0,8,49,126.22465957871366
3,25,5,6,1,0,1,8,46,132.79140901797288
6,29,13,14,0,1,0,6,45,111.45820319413365
10,29,9,23,0,1,0,5,47,109.62352040614806
6,29,6,7,0,0,1,8,50,134.48315367780057
6,29,3,11,0,0,0,11,50,134.57593157535106
7,31,11,22,1,1,0,7,47,110.15866181082156
14,28,11,15,1,1,0,10,50,117.56379923640132
14,29,11,8,1,1,1,10,51,122.32643243302071
10,30,13,14,1,1,0,8,49,117.17463263282804
9,27,1,10,0,0,0,7,48,130.07481838450894
12,30,9,10,1,0,1,10,52,128.0467691226728
13,30,12,16,1,1,1,9,47,107.6756679273732
6,31,8,13,1,1,1,9,47,119.40530439936128
11,31,10,13,1,1,1,11,51,122.04142704622964
8,27,3,15,0,1,0,9,48,126.2472791050973
8,30,7,18,1,1,1,10,45,108.02940328715648
10,32,9,11,0,0,0,9,52,128.25245649882532
10,30,6,12,1,1,0,7,49,123.95911283539364
12,27,10,12,0,1,1,9,50,119.7286222866648
6,34,8,14,0,0,0,10,53,132.5750057509536
12,31,10,13,1,1,0,8,51,124.139398858446
8,26,10,11,0,0,0,13,49,122.54524890456516
9,29,10,9,0,1,0,6,48,124.60594024566451
11,28,9,9,0,0,0,10,51,129.51246276984358
6,26,7,16,1,0,1,6,43,110.72526976796058
8,31,8,15,1,1,0,9,53,134.61522764531924
2,30,4,13,1,0,0,7,49,136.05269688424676
12,28,8,15,1,0,0,10,51,124.30877524332008
7,35,6,18,0,0,1,10,50,118.18822336272022
9,34,3,17,0,0,0,5,50,126.86721642149504
10,30,10,16,1,0,1,10,50,118.19143452809143
12,29,4,16,0,0,0,7,47,114.79815838720307
11,28,12,15,0,1,1,8,48,114.61579962297124
13,27,5,16,1,0,1,13,48,114.16108349564468
8,28,8,14,0,0,1,11,50,126.06553119101552
12,31,13,12,1,0,1,8,53,126.0842595403964
8,26,8,10,1,1,1,14,48,120.567513310885
13,32,10,9,0,0,0,7,53,128.74501749205376
15,23,9,16,0,0,0,7,46,107.49230951331631
9,27,12,17,0,0,1,9,46,108.74709261582296
14,31,10,15,1,0,1,4,48,112.052645926679
13,28,8,12,1,1,0,11,54,135.5820909008487
6,28,9,9,0,1,0,9,50,132.75313357851877
8,27,6,17,0,0,0,11,47,117.02122691298536
14,31,12,15,0,0,1,9,51,113.42160469942604
10,34,9,18,0,0,0,7,51,120.92145694088182
10,29,9,16,0,0,0,7,47,114.97809292496775
7,35,11,17,1,0,0,8,50,118.91321003451536
10,32,9,11,0,0,1,8,52,128.9298972807248
11,29,2,15,0,0,1,6,46,117.46861477894214
9,30,9,10,0,1,0,10,51,129.8829518117243
10,30,8,16,1,0,1,7,48,114.99989374210033
9,32,9,17,0,1,1,7,50,119.64853288372784
4,28,8,11,0,1,1,2,45,122.94066420531624
6,30,9,14,1,1,0,5,49,126.33876901692666
8,28,3,17,0,1,0,8,47,120.08207699887416
9,27,5,14,1,0,0,8,48,124.20247584652898
11,33,9,16,1,0,0,6,52,124.18092583168207
8,29,12,15,1,1,1,7,50,123.63962336161332
9,28,5,13,0,0,0,7,48,127.00549445859347
7,32,9,13,0,1,0,11,49,121.95455470033532
10,26,10,16,1,1,1,11,47,113.6807576349972
5,29,9,12,1,0,1,9,48,124.63611544248369
13,30,8,13,0,0,1,11,49,117.5786819534982
5,31,4,15,0,1,0,7,47,121.8418801011891
8,33,12,11,0,0,0,7,48,118.35523529847572
5,33,8,17,1,0,1,9,48,117.99812326659546
14,30,10,15,1,0,0,5,52,123.13602374750512
6,28,3,14,0,0,0,9,45,118.68026518330852
10,32,0,11,0,0,0,11,52,135.15017833395305
6,32,10,15,1,0,1,8,50,123.67257265903308
8,28,10,10,0,0,1,9,48,123.81309559997882
7,28,5,8,0,0,0,10,53,141.11211516950075
15,31,5,14,0,0,0,9,53,129.37539429226166
10,24,10,13,0,0,0,9,47,117.43187551048
10,25,6,18,0,0,1,8,43,105.3020160922408
10,28,10,12,0,0,0,9,48,119.0218093729942
10,29,6,15,1,0,0,12,48,117.44468016230084
11,30,8,11,1,0,0,4,49,123.33572623782884
13,32,8,14,0,0,1,11,53,125.70326868593992
9,27,8,14,0,1,1,10,46,116.18375242348498
11,31,8,14,0,0,1,10,49,119.1739322776416
12,26,8,12,1,1,0,8,48,120.14267832053903
9,25,9,11,0,0,1,6,47,120.3360615084248
12,30,6,15,0,0,0,10,51,125.69885984628054
8,30,5,17,1,0,0,8,48,122.69684960257013
12,33,4,15,0,0,0,11,55,135.50745273970622
10,32,10,14,0,0,1,8,49,117.52556611922236
10,33,12,13,0,0,1,12,55,131.1538727724468
7,30,7,14,0,1,1,12,50,125.89472556823188
8,27,8,15,1,1,0,11,46,116.0728181230994
11,32,8,13,0,0,1,10,51,124.37803228180928
11,31,9,17,0,1,1,11,52,122.93571098550028
14,28,16,15,1,1,0,8,50,115.58138436637296
9,30,5,12,1,1,1,9,49,125.02003855938146
10,29,13,12,0,1,1,10,50,121.59689371837216
1,29,8,12,1,0,0,7,47,132.64081526624983
9,29,10,16,1,1,0,13,52,126.92659609330806
12,27,12,14,0,0,0,9,48,114.13223372672162
10,36,4,13,0,0,0,10,55,139.98667443372435
6,28,7,9,0,0,0,9,50,133.54914194458496
12,29,10,16,1,0,1,6,49,116.32023200485624
9,34,5,15,0,0,1,9,52,126.23803728634948
9,27,3,14,0,0,0,9,49,129.2367071864202
8,32,14,10,1,0,1,7,50,125.61670209446018
2,27,6,14,0,0,0,8,44,123.1298017951737
10,31,10,17,0,1,0,10,51,119.35851347263656
5,28,7,12,1,1,0,9,45,121.22465045322798
10,31,9,14,1,1,1,8,51,122.16015436762238
7,29,10,12,0,1,0,5,47,121.54930742501764
11,28,11,11,0,0,0,7,50,120.52763511597848
11,27,5,12,1,0,1,7,51,131.2586700374452
7,31,6,14,0,1,1,6,51,129.42720396492882
8,31,15,16,0,0,0,12,52,122.8609322439846
10,32,9,13,1,0,0,9,50,122.83658210885842
3,31,8,13,0,0,1,7,49,131.82689431241707
10,29,6,14,1,1,1,10,47,116.5951118150843
6,27,6,12,1,1,0,8,45,122.11893592688232
16,32,0,14,1,0,0,10,53,128.7688692863055
7,30,12,13,1,1,0,15,54,136.5270275552673
13,32,10,17,0,1,1,9,50,117.63440947727314
9,31,8,13,1,0,0,10,51,126.51673033080088
12,32,1,11,0,1,1,7,53,135.42211360701654
10,30,11,12,0,1,0,9,52,130.95153212050582
4,27,12,18,0,1,0,11,43,104.94996899903684
7,31,6,15,1,0,0,11,51,128.76182809828626
3,28,8,16,0,1,1,10,46,118.72927707317672
9,27,4,14,0,0,0,9,47,122.49934796798776
9,29,12,15,0,0,0,12,50,121.5978652152086
9,27,8,16,0,1,1,11,48,117.5604452772576
9,29,6,13,0,0,1,10,50,125.2296508569306
10,32,11,16,1,1,0,9,50,119.61475164970052
9,32,7,14,0,1,1,8,49,122.4460072079662
8,28,13,6,1,0,1,5,49,126.18746008312606
11,31,10,11,0,0,0,9,51,127.36315036429188
6,28,8,14,0,1,0,12,49,122.98341866979813
11,26,10,9,1,0,0,10,48,121.94229637616075
14,25,7,13,0,1,1,7,46,110.61466811865604
12,29,6,15,0,0,1,8,50,123.32306769248896
10,31,5,13,1,1,0,9,52,132.13456540927857
10,30,9,17,1,0,0,12,52,126.06833753159708
13,31,8,15,1,1,0,11,54,131.8278541773027
5,25,2,10,1,0,0,9,48,131.81445122705964
9,25,8,14,1,1,1,6,46,115.19622671198525
4,29,4,20,1,0,0,9,47,121.6032466279327
6,35,4,13,1,0,1,7,51,135.06507402570844
8,33,2,12,0,0,1,8,50,129.9797431022702
9,27,10,13,0,0,1,8,49,120.22928146273485
13,32,10,18,1,0,1,9,52,117.59988109216414
13,31,5,11,0,0,1,10,56,138.8840856144782
11,29,6,16,1,0,0,6,49,121.16234585618372
13,28,5,8,0,0,1,7,50,125.8584097357848
6,27,14,13,0,1,1,6,50,126.13218571696166
10,34,8,9,1,1,1,9,52,130.32192141269329
14,31,9,14,1,1,0,7,52,126.61908976231452
8,32,10,13,0,1,0,10,52,128.99436125134926
9,31,6,15,0,1,0,11,51,129.42824639053234
13,28,3,13,0,1,0,8,48,119.7924812515247
8,31,7,12,0,0,0,7,49,126.5234678450796
11,30,10,18,1,1,0,10,53,125.2054388094924
11,31,7,12,1,0,0,9,54,136.0329639447558
5,34,10,13,0,0,1,9,51,130.83123661785322
7,27,4,13,0,1,1,7,45,117.2267285609046
11,29,8,16,0,0,0,11,52,125.17492364926564
8,29,4,15,0,0,1,9,49,125.71052735678887
12,31,12,15,1,0,1,4,49,114.8311047581054
9,29,4,15,1,0,1,4,49,126.24082281456036
5,33,7,16,0,0,0,9,49,124.78684767574894
7,32,8,12,0,0,0,8,49,125.5608229720558
14,28,10,12,0,0,0,12,52,123.8054269705532
10,29,5,19,0,1,0,10,48,115.4035497966856
5,27,7,17,1,0,0,7,46,118.26941906463476
9,32,10,17,0,0,1,10,51,123.31049074470464
8,30,3,15,1,0,0,10,50,129.49133738355437
10,33,7,7,0,1,0,10,54,137.1481207180779
11,31,3,10,1,0,1,9,52,135.08022043725296
12,23,7,12,1,1,1,10,48,122.85350643681562
10,33,9,19,1,0,0,10,52,124.19526476801472
11,28,7,13,1,0,1,10,48,119.22168820789764
9,29,11,12,1,0,0,7,48,120.17757763801696
13,30,13,14,0,0,1,9,52,122.57969364094176
8,29,15,10,0,1,0,12,49,120.67514597095904
5,28,11,15,0,0,0,8,46,118.97031543806467
15,26,6,10,1,0,1,6,49,121.0257206776689
9,30,10,15,0,0,0,6,47,113.94194495378906
11,32,7,11,0,1,1,8,51,127.7672655405692
11,29,10,11,0,1,1,7,49,122.3018959716791
13,31,8,17,1,0,1,6,49,118.23900083501272
12,30,9,12,0,1,0,8,52,127.43409559189782
9,28,11,11,1,0,0,10,49,123.26363002446868
7,27,8,13,1,1,0,8,48,125.16626832980523
12,28,12,13,0,1,0,8,48,116.9068932937398
11,34,9,9,1,0,0,11,56,140.6162390697675
10,30,4,16,0,1,1,10,50,120.60186803713752
11,32,7,12,1,0,0,7,51,127.53815937511048
13,29,5,16,0,1,1,8,50,121.40773955684575
10,29,4,11,1,0,0,9,50,129.1039237960511
7,31,7,12,0,0,1,9,49,126.79568239488448
14,29,7,12,0,0,1,9,51,124.014356880316
6,30,12,15,0,0,1,7,48,119.82514195174942
10,31,4,14,0,0,1,7,49,122.357962429472
14,26,8,13,1,1,0,13,53,125.68575248526652
9,24,6,15,0,1,0,12,46,114.78643841584916
