participant_age,annual_income,homeownership_status,previous_loan_history,employment_stability,loan_granting_policy,loan_repayment_status
25,27,0,1,1,0,77.65508712301418
2,21,1,1,1,0,69.98136281070497
28,25,1,0,1,0,75.4194850115781
13,24,0,0,1,0,73.14047701032645
26,19,0,0,1,0,70.39990674685393
40,30,1,0,1,0,80.6579350364532
26,24,0,1,1,0,73.72231802804467
13,23,0,1,1,0,71.79199988531647
14,34,1,0,0,0,80.4742711966324
15,30,1,1,1,0,78.76617746158072
22,29,1,1,0,0,77.84247612176296
14,20,1,0,0,0,68.77503033309596
0,25,0,1,1,0,73.36292648374854
3,20,1,0,1,1,71.89774614298578
25,23,1,0,0,0,70.28499860937464
50,24,1,1,1,0,74.73164456199414
11,22,1,1,1,1,74.95719853020698
18,22,1,1,1,1,75.5615898404034
27,17,1,1,1,0,70.69565195264919
25,26,1,1,1,1,80.64828094539892
47,31,1,0,0,0,79.03732513879858
21,20,1,1,1,0,70.68313180183381
31,18,0,1,0,0,68.66499064580644
18,24,1,1,0,1,77.14336346363405
25,23,1,1,1,1,78.61765191772798
40,27,0,1,1,1,80.62800681063314
45,23,1,1,1,0,75.57899104396785
37,20,1,1,0,1,76.3481760161794
24,24,1,0,1,0,73.80519282451615
28,28,0,0,1,1,81.45329286209291
34,22,1,1,0,1,78.72257376615465
40,30,0,0,1,1,82.5258130770097
12,19,1,1,0,0,69.63617704588877
38,27,0,1,0,1,81.38149984877813
44,28,1,0,1,1,82.4128708840986
21,33,1,0,0,0,80.42017265967829
50,28,1,1,1,0,80.01104577849057
19,26,1,1,1,1,79.10864479773313
33,25,1,1,0,1,80.19191420421681
23,26,1,1,0,1,81.19199129219149
23,21,1,0,0,0,70.69249441306683
21,29,1,1,1,1,81.0816231120852
11,22,0,1,0,0,70.37376424576348
21,25,1,1,1,0,76.3055528564536
21,15,1,0,1,1,69.11393526094872
6,26,1,1,0,0,73.28083588202594
38,27,1,1,1,1,81.51625399628718
11,20,0,1,0,1,72.6956330911154
18,34,1,1,1,0,82.9128475140547
17,20,1,1,1,0,69.79470810754196
20,19,1,1,1,1,75.54560451248499
45,22,1,1,1,1,76.35597266222462
16,24,1,1,1,1,76.74643935175979
26,20,0,1,1,0,71.1830617148006
17,26,0,1,0,1,79.47577759314434
40,23,1,1,1,1,78.81300520304735
26,24,1,1,1,1,80.03853616826213
13,21,1,0,1,1,76.58551886493008
31,29,1,1,1,0,77.77761185215181
30,16,0,1,0,1,71.31156069411598
12,21,0,1,1,0,70.26352542246124
14,22,1,0,1,1,74.43289788629019
25,24,1,1,1,1,78.12830638122189
24,18,1,1,1,1,75.48306355125018
9,25,1,1,1,1,76.72665114466855
23,17,0,0,0,0,68.28032464575277
28,21,1,0,1,1,76.44276843834342
19,26,1,1,1,1,79.90852338223824
42,24,1,1,1,0,75.10815438408946
14,32,0,0,1,1,83.55010689623586
20,22,0,1,1,1,76.68620591368912
18,24,1,0,1,1,78.85182851674665
29,19,1,1,0,0,70.00466070037534
19,17,0,1,0,0,65.71645987739733
38,25,1,1,0,1,79.87995149527308
6,28,0,1,1,1,80.89445295795714
24,29,1,1,1,1,85.00202518282622
24,20,0,1,0,0,70.12211395788157
21,27,1,0,0,1,79.06638769525006
0,20,0,0,1,0,69.02557563494094
18,25,1,1,0,0,75.26669002094573
16,29,1,0,1,1,82.56282410537288
6,15,1,0,1,1,68.83303496581445
28,25,0,1,1,1,80.35890243504086
17,23,1,1,1,1,76.62185306935717
35,24,0,0,0,0,73.81064369836359
14,25,1,1,1,0,73.54248421297085
33,24,1,1,0,1,79.7134284666722
17,17,1,1,0,1,71.56932434731755
19,22,1,1,1,0,74.05885849171615
30,23,1,1,1,0,73.53298663461025
8,19,0,1,1,0,70.20254036992701
17,34,1,1,1,1,87.05917040300471
29,24,1,1,1,0,75.40664364938223
17,31,1,1,1,0,80.44884542599722
18,27,1,1,1,1,80.50869547469568
31,19,1,0,1,0,68.61821395214334
28,25,1,1,0,0,73.62824190686277
17,18,1,1,1,0,68.4638788654852
16,22,1,1,1,0,72.81760505704786
23,22,1,1,1,1,76.41533791861814
3,21,0,1,1,1,74.73779998530344
32,22,1,1,1,1,77.83637486315634
31,20,1,0,1,1,75.39491842783498
22,21,0,1,1,0,70.83178073775467
39,13,1,1,1,0,65.21855095393347
27,18,1,1,1,1,75.14337908579786
17,18,0,0,0,0,66.19399953483737
29,26,0,0,0,0,74.43529220473398
36,24,1,0,1,1,77.97053024923794
23,22,1,0,1,0,70.39896479643308
37,20,1,1,0,0,71.40044831694918
27,15,0,1,1,1,71.61247244175127
23,22,1,1,0,0,72.18056109000702
14,21,1,1,1,1,75.46194862564184
24,19,1,1,0,0,69.65005998140805
28,27,0,0,1,0,74.37908001123313
44,23,1,1,1,1,80.08974511855229
50,21,1,0,0,0,70.9890606932706
25,22,1,1,1,1,78.61982318702367
6,23,1,1,0,1,75.070186775177
21,20,1,1,1,0,69.31166983023324
27,26,1,1,1,1,81.36564523767025
20,23,0,1,1,0,74.54322691361637
23,24,1,1,1,1,80.56713001832523
24,30,0,0,0,1,81.83094032407577
20,26,1,1,0,0,74.13519495967533
35,22,1,0,1,1,75.13171395517877
37,24,1,1,0,1,79.40602497735264
33,25,1,0,1,0,73.46934034125147
19,23,0,1,1,1,77.54495645274945
33,27,1,0,1,1,79.85073932117515
7,25,1,1,1,1,78.80781332376851
28,26,1,1,1,1,80.87978069087016
38,22,1,1,1,0,75.64280106604721
26,28,0,1,0,1,80.89295141346658
32,25,1,0,0,1,79.40656994114073
34,18,0,1,1,0,69.30849159662608
20,27,0,1,1,0,75.59066313166373
24,22,1,1,1,0,72.78359730034556
28,22,1,0,1,1,75.59580653671723
34,28,1,1,1,0,78.0581334754506
15,19,0,1,1,0,68.72591888652875
29,21,1,0,1,0,71.98005407108194
16,23,0,0,1,1,76.73089340797786
17,27,1,1,1,1,82.33297941127267
29,25,0,0,1,1,80.61005621155986
22,28,0,0,1,0,77.35659115106345
31,25,1,0,0,1,79.1988228537176
-6,30,1,1,1,0,77.81209961016063
34,29,1,1,0,1,83.75593564700955
23,20,1,0,1,0,70.7644464096802
45,25,1,1,1,1,81.80382435613771
34,23,1,1,1,1,79.69454717612636
36,25,0,0,1,0,75.23146005234781
13,26,1,1,1,1,79.62545314132446
24,37,1,1,1,0,85.38435573844257
7,28,1,1,1,0,77.72936064536742
13,26,1,1,1,1,80.50992302793516
19,24,1,0,1,1,77.76608532856821
40,19,0,1,1,1,76.2378147188824
23,25,1,1,1,0,76.0895036083929
19,21,1,0,1,1,76.04158029437923
40,26,1,1,1,0,75.70622256807162
20,21,1,1,0,0,70.61935860583927
17,27,1,0,1,0,76.86255598343558
26,20,1,1,0,1,73.00023748353156
28,27,1,1,1,1,80.48496507205975
14,29,0,1,1,0,77.61513749883295
9,23,1,0,1,0,72.19565075292888
39,16,1,0,1,1,73.25701221817576
28,19,1,1,1,1,74.85476279870359
27,28,0,1,1,1,81.3172182908988
32,26,0,1,1,0,76.75474496897894
26,20,0,0,0,1,73.62840452143226
19,30,0,0,1,1,82.48412151126749
21,20,1,0,1,1,75.38193442995873
38,22,1,1,1,1,78.99010766046571
29,25,1,1,0,1,79.02636326445064
29,16,1,1,1,1,71.82746224365313
46,24,1,0,0,1,78.47043716480437
2,27,0,0,1,1,76.41453684897809
29,27,0,1,0,1,80.55243309300803
24,23,1,1,1,1,78.28688213610603
31,18,1,0,0,1,71.57337338025292
27,24,0,1,1,1,77.95146369877308
23,26,1,1,0,0,75.30485214448807
18,23,0,1,0,1,76.83455404191518
36,23,0,1,1,1,77.81418053630429
38,22,1,1,1,0,75.52888965576409
26,19,1,0,1,1,72.2267177758603
37,23,1,0,1,0,74.53276481666599
36,18,1,0,1,0,68.70541200774194
17,30,0,0,0,1,82.79145082077927
13,23,1,1,0,0,72.88011548766583
33,25,1,1,0,0,74.6625153276347
30,26,1,1,0,1,80.27920521327492
32,31,1,1,1,1,85.12891169296867
25,26,1,0,0,0,76.26054200718019
16,22,1,0,1,0,72.8803138104603
24,28,0,0,1,0,76.54434645924383
8,16,1,1,1,0,66.85034483217633
26,23,1,0,0,0,72.84702645126363
31,25,1,0,1,0,75.79515989124876
36,25,1,1,1,0,77.3227052110929
6,24,1,1,0,1,76.81440429342894
31,29,1,1,1,0,78.17286940122612
7,29,1,1,1,0,75.66622051899984
29,26,0,1,0,1,80.8790778339737
37,18,1,0,0,0,68.64075656200586
29,25,1,1,1,1,79.66099208820765
21,21,1,1,0,1,77.19767615318146
31,26,1,1,1,1,79.7374777729171
19,22,0,1,1,1,75.32510029816767
9,19,0,1,1,1,71.75691853215172
23,27,0,1,0,0,76.03481267880427
37,23,0,1,1,0,72.48911874949565
36,20,0,1,1,1,76.88671963201675
20,23,1,1,0,1,78.08405245123382
23,24,0,1,1,1,79.83939510890947
39,26,1,0,1,0,75.79928682002482
25,21,1,1,1,0,71.37891582309385
30,26,0,1,0,1,81.52340646659773
22,23,1,0,1,0,72.06464523200485
22,25,0,0,1,1,78.93181584514842
10,23,0,1,1,1,76.86900394649538
23,27,0,0,0,1,78.6758491365324
29,21,1,0,0,0,70.78198033600636
23,31,1,1,1,0,80.23140308853166
36,20,0,0,0,1,75.87668981187353
29,37,0,0,1,1,89.23780113721357
10,18,1,1,1,1,73.75193555315748
9,23,1,0,0,1,76.1290947356505
41,20,0,1,1,0,71.67583757673115
34,32,1,0,0,1,86.04189324526216
19,23,0,1,1,1,76.69444192965415
19,22,1,1,1,0,74.50217028386349
32,21,0,1,1,1,75.83456369890858
27,26,1,0,1,0,75.24845468578273
37,24,1,1,1,0,75.87969129669077
19,19,1,0,1,0,70.03613887946358
28,23,0,1,1,1,77.98145447022739
48,15,0,0,1,0,66.77432031558287
17,20,1,1,1,0,70.97250797240427
9,21,0,1,1,0,69.91862506199952
28,23,1,0,1,1,77.58588606575547
29,19,1,1,0,1,76.20301743360399
38,22,0,1,1,1,77.11212840704857
6,24,0,0,1,0,71.92321876779563
36,32,1,1,1,1,86.22700433781503
20,20,0,1,1,0,71.13300258085616
10,28,1,1,0,1,80.62603343647497
53,22,0,1,1,0,75.92880696920311
39,23,1,0,1,1,78.14648984059738
34,27,1,1,1,0,77.04421399419617
25,18,1,0,1,1,72.5198572382437
39,31,0,0,1,1,84.72750390674462
31,23,1,1,1,1,78.02701124359851
5,25,1,0,0,1,77.29649848105994
29,20,0,1,0,0,70.30036555857495
26,32,1,1,0,1,84.75854166450097
35,20,0,1,0,0,70.26253709188585
26,21,1,1,1,1,76.43706686000365
17,26,1,1,1,1,80.23745739936827
25,25,1,1,1,1,80.75714696997302
32,28,1,1,0,1,81.2965291446512
27,26,0,1,0,1,78.23247750051301
11,27,1,0,1,0,74.11921325181291
26,18,1,1,1,1,75.37931963518199
16,21,1,1,1,1,75.38505888163797
10,26,1,0,1,0,71.97579621667862
3,21,0,1,1,1,73.76569773309826
17,25,0,0,0,0,70.8015831404187
29,29,0,0,0,1,80.1527526977296
24,17,1,1,1,1,72.76049335220046
28,23,1,1,1,0,72.56058078376883
15,31,1,1,0,0,78.31359368703669
44,18,0,1,0,1,74.81195568661795
13,22,1,1,0,1,76.54648781475764
45,25,1,0,1,1,80.39764048591003
16,17,1,0,0,0,67.32555985429053
32,31,1,1,0,1,85.42681432749147
3,26,1,0,0,1,77.62054441334087
26,19,1,1,1,1,73.5736417678847
35,24,0,0,1,1,78.78731689752362
20,20,1,0,0,1,74.74226019179268
24,26,0,1,0,0,74.82664159083069
29,27,1,0,0,0,77.413812911937
20,15,0,1,1,1,72.42545675003247
6,28,0,0,1,0,75.70202416149752
39,24,0,1,0,1,78.11180392551155
14,29,1,1,0,1,82.33538722369507
13,21,1,1,0,1,73.89049461705383
27,28,1,1,0,1,80.95601367604128
25,20,1,1,1,1,75.94078275043991
12,25,1,1,1,0,75.27919570168858
23,24,1,1,1,0,73.62823039221449
17,26,1,1,1,1,81.33270209996459
20,26,1,1,0,1,79.54010232271655
38,30,1,1,1,1,86.2837373732168
32,27,0,1,1,1,78.74448481624744
14,15,1,1,1,0,64.93956804339116
32,18,1,1,1,1,73.48414989834792
28,22,1,1,1,1,78.1704301053415
25,16,1,0,1,0,68.61699067089832
