household_id,post_policy,new_subsidy,housing_affordability,age,income_level,gender,previous_subsidy
633,0,1,45.81754528514292,3,8,0,0
634,0,0,45.748862117053456,2,7,0,1
635,0,0,45.94479520797415,2,5,0,0
636,0,0,47.02273133118871,1,6,1,0
637,0,0,44.86148806382712,3,9,0,0
638,0,1,44.19651756006583,2,9,1,0
639,0,1,44.87947564285273,3,6,1,0
640,0,1,45.16492254018356,2,7,1,0
641,0,0,45.4250577709944,2,8,0,1
642,0,0,46.01963244669582,4,7,1,1
643,0,0,44.004580573453445,3,8,1,1
644,0,1,44.50752521890139,4,10,0,1
645,0,0,44.64375530546447,3,6,1,1
646,0,0,46.841285160828,3,4,1,0
647,0,1,45.1185405145119,3,9,0,0
648,0,1,45.3848267366093,1,5,1,0
649,0,1,45.70120636331328,2,9,1,1
650,0,1,43.54966073870256,4,8,1,1
651,0,0,46.67776390255485,1,8,0,0
652,0,0,46.66726789921936,3,4,1,0
653,0,1,45.23540820809154,3,6,0,1
654,0,0,44.84636622175862,2,8,0,0
655,0,1,46.19537215545749,2,7,0,0
656,0,1,44.59802002385002,2,8,1,0
657,0,0,45.98810562341901,2,6,0,1
658,0,1,44.5583366030645,2,6,1,0
659,0,1,46.281368957623776,3,7,1,0
660,0,1,44.87221326495746,2,7,0,0
661,0,1,44.437943897323336,3,9,0,0
662,0,0,45.148613183043615,2,5,0,1
663,0,0,44.081116558080105,3,6,1,0
664,0,1,46.58623135940914,2,5,0,1
665,0,1,46.23671037354606,1,6,0,1
666,0,0,46.95069736123941,2,6,0,0
667,0,1,45.5984835658587,2,4,0,1
668,0,0,47.01242478611552,4,3,0,0
669,0,1,44.096558726564446,4,8,0,0
670,0,0,45.67626718396555,3,8,1,0
671,0,0,46.334473637741446,3,6,1,0
672,0,1,44.20823252178048,2,6,1,0
673,0,1,44.99300741932352,2,9,0,1
674,0,0,45.018238985165134,2,5,1,1
675,0,1,43.6766998645579,2,10,0,1
676,0,1,44.12166020051629,1,8,1,0
677,0,0,45.26522402398989,3,6,1,1
678,0,1,43.27547588427433,3,9,0,1
679,0,1,44.92585765987939,1,3,0,0
680,0,1,44.85539789010859,3,6,1,0
681,0,1,44.18319723830776,3,8,0,0
682,0,1,44.64473871679132,3,9,0,1
683,0,0,44.57517636016724,1,9,1,0
684,0,1,45.39184785075668,1,5,1,1
685,0,1,44.31090039178449,2,10,0,1
686,0,0,46.06239331116321,2,8,0,0
687,0,0,45.46459593995341,1,7,1,0
688,0,1,45.46523146964605,3,7,0,1
689,0,1,46.29229291401727,1,5,0,0
690,0,1,44.31582925025963,2,7,1,0
691,0,0,44.151119321422655,2,9,0,0
692,0,1,43.895516069785074,4,7,1,0
693,0,0,43.91650340221215,3,8,1,0
694,0,1,46.125495329162845,3,3,1,1
695,0,1,43.564934633666574,3,6,1,0
696,0,0,46.5425189015362,4,3,1,1
697,0,1,45.64237533588816,3,9,1,0
698,0,0,44.41287941474484,1,6,1,1
699,0,1,44.58969139912506,4,8,1,0
700,0,1,44.8642401570048,2,6,0,1
701,0,1,44.11564763636893,4,9,0,1
702,0,0,45.42084462704501,3,8,0,1
703,0,1,44.91700329666104,2,7,1,1
704,0,0,44.82553059260343,3,3,0,1
705,0,1,45.441420952660685,3,7,0,0
706,0,1,44.48089257450468,3,9,0,0
707,0,1,44.85649136436325,2,8,0,0
708,0,0,45.54354093447592,2,5,0,0
709,0,1,44.64181629143996,3,8,0,1
710,0,0,46.75756962329432,3,6,0,1
711,0,0,45.36420599876036,0,8,1,0
712,0,0,45.63331494330944,2,5,0,0
713,0,0,46.662634376059806,1,6,0,1
714,0,1,45.640526111253344,4,8,0,0
715,0,1,43.03064598350694,2,11,1,1
716,0,1,42.36793802429887,2,8,0,1
717,0,0,45.088259753701095,1,8,0,0
718,0,1,45.13803252501471,2,8,1,1
719,0,0,46.41131515232281,2,7,0,1
720,0,1,47.13947210767687,3,5,1,0
721,0,0,43.91099957445744,2,9,1,0
722,0,0,43.817574646773096,3,6,0,1
723,0,1,43.95859249797456,3,6,0,1
724,0,0,44.69098739104268,4,7,1,0
725,0,1,43.16635676414049,3,6,1,1
726,0,0,44.75720700600907,4,8,1,0
727,0,0,44.85047923958279,4,7,1,1
728,0,0,46.57998166484085,2,4,0,1
729,0,1,44.3716929778492,4,2,0,0
730,0,1,46.27426503493179,2,2,1,1
731,0,0,45.61638523532768,2,6,1,1
732,0,0,46.609391426422754,3,9,1,0
733,0,0,45.38965694007889,3,7,0,1
734,0,0,42.97340609097802,3,6,0,0
735,0,0,45.538645116367206,1,3,1,0
736,0,0,47.44171187705614,4,6,0,0
737,0,0,46.254338043968765,2,8,0,0
738,0,1,44.84036561767599,3,6,0,0
739,0,1,44.92188710159412,1,8,1,0
740,0,1,44.954799009646166,1,6,0,1
741,0,1,45.67223905675953,2,7,1,1
742,0,0,43.42978840129711,1,10,0,1
743,0,1,44.694570893066754,3,7,0,0
744,0,0,43.123260159520015,3,6,1,0
745,0,1,44.1200311870095,5,6,0,0
746,0,0,46.2727586861999,2,5,0,1
747,0,0,44.514165529462296,1,9,1,0
748,0,1,46.19935436090954,1,5,1,0
749,0,0,46.09059874452071,3,7,0,1
750,0,1,46.75023812194057,1,3,1,1
751,0,0,46.26833565754372,2,7,1,0
752,0,0,46.59359831568148,4,5,1,1
753,0,1,46.20675112478771,2,5,0,1
754,0,1,43.8148227370815,2,7,1,0
755,0,1,44.59539644142887,3,10,1,1
756,0,0,43.53116801751791,4,6,1,1
757,0,0,45.67406580331816,2,5,0,1
758,0,1,45.92051898195371,3,8,0,0
759,0,0,46.52390178917777,4,9,0,1
760,0,1,46.21246379198468,3,4,1,1
761,0,0,45.300664345595365,3,7,0,1
762,0,0,46.84876408788686,3,7,1,0
763,0,0,43.51192537561944,2,4,0,0
764,0,1,45.52652780255456,3,9,1,0
765,0,1,44.44916151380054,3,6,1,0
766,0,1,46.14862491850727,2,6,1,1
767,0,0,46.62296558760718,2,7,0,0
768,0,0,46.96448367920421,2,5,1,0
769,0,1,43.38646128525398,3,7,1,0
770,0,1,44.94003533929223,2,6,0,1
771,0,0,42.47326512101184,4,6,0,0
772,0,1,44.01239283249006,2,7,0,0
773,0,1,45.39523604565051,2,6,0,0
774,0,1,45.57383487480927,2,6,1,1
775,0,1,45.69275125497477,3,3,0,1
776,0,0,45.71240909948367,1,4,1,0
777,0,0,44.90729046291765,4,8,1,1
778,0,0,45.89601122455591,1,7,1,0
779,0,0,44.89045080624817,2,6,0,1
780,0,1,45.52551179076989,1,7,0,1
781,0,1,45.840450578800855,3,7,0,0
782,0,0,42.80053662458495,2,8,0,1
783,0,1,45.15206261097698,2,8,0,0
784,0,0,47.385007327529735,2,5,0,1
785,0,1,42.16249209609418,2,11,0,1
786,0,1,46.04928451955929,3,8,0,0
787,0,1,44.17809974036604,1,10,1,1
788,0,0,46.058396705679705,1,5,1,0
789,0,1,44.38184103372927,3,7,0,0
790,0,0,45.25234513532675,2,8,1,0
791,0,1,44.11767872155633,3,5,0,1
792,0,1,46.32698590070122,2,6,1,0
793,0,0,46.64656752078151,2,6,0,0
794,0,1,45.25131476136668,3,8,0,1
795,0,0,45.03246487342401,0,5,0,1
796,0,0,46.789748043222005,2,6,0,0
797,0,1,45.34537830774299,3,4,0,0
798,0,1,44.68853985225599,1,7,1,1
799,0,1,45.106124896920136,2,7,1,0
800,0,0,45.00735601261671,3,8,1,1
801,0,0,46.75773152372864,3,7,0,0
802,0,1,46.7018406745733,1,7,1,0
803,0,0,44.10989046119065,3,9,0,0
804,0,1,46.96773547409785,0,4,1,0
805,0,0,45.87226504796045,3,7,0,0
806,0,1,43.71839595710871,2,9,0,0
807,0,1,45.89765676117484,3,8,0,0
808,0,1,44.26233656325447,4,6,1,0
809,0,0,44.394743400603126,2,6,0,0
810,0,0,45.39770375680612,3,8,0,0
811,0,1,46.610757259204426,4,6,1,0
812,0,1,44.406602897253634,1,8,0,0
813,0,0,45.23381443368491,3,5,0,0
814,0,0,46.58805404062159,1,9,1,1
815,0,0,45.07970450940851,3,8,1,0
816,0,1,46.23196264608866,1,8,0,1
817,0,1,44.96875004416125,4,7,0,1
818,0,1,44.4428472594759,2,8,0,0
819,0,1,46.2856929878556,1,5,0,0
820,0,0,45.260844886550345,3,9,1,0
821,0,0,46.58050107685549,3,7,0,0
822,0,0,43.540917118331926,3,9,0,1
823,0,0,47.32078429066617,4,5,1,1
824,0,1,45.21394569104292,3,7,0,0
825,0,0,46.21046987194734,4,6,0,0
826,0,1,45.87848926990619,0,4,0,1
827,0,0,46.13141262878119,2,8,1,0
828,0,0,45.25531181968777,1,6,1,0
829,0,1,46.09362561406978,2,4,0,0
830,0,1,44.56381358718364,4,7,0,0
831,0,0,46.19685483036801,3,7,1,0
832,0,1,43.8856425554426,4,9,0,0
833,0,0,45.54133850480039,2,5,0,0
834,0,0,44.9148530640883,3,8,1,1
835,0,1,45.41150395901653,4,7,0,1
836,0,1,43.35884390958423,2,5,0,0
837,0,0,46.26672764221874,2,9,1,0
838,0,1,45.41946429106289,0,9,1,1
839,0,1,44.49576192928273,5,6,0,0
840,0,0,45.47530259614496,2,6,0,0
841,0,0,45.97636257677219,1,9,0,1
842,0,0,46.747515384180666,3,9,0,0
843,0,1,45.49904218585945,3,8,1,0
844,0,0,44.970949727261065,4,3,1,0
845,0,1,46.56941996639982,4,7,0,1
846,0,1,45.6748646235924,2,7,0,1
847,0,0,46.23159596092231,1,8,0,1
848,0,1,44.38795942664516,1,10,0,0
849,0,1,45.43268920197455,3,4,0,1
850,0,1,46.69667211925319,3,5,0,1
851,0,0,46.7915407689468,5,9,1,0
852,0,1,44.69262871136214,3,8,1,0
853,0,1,44.99700840010809,3,8,1,0
854,0,1,45.153192845343625,5,6,0,1
855,0,1,45.12427914996408,3,9,0,0
856,0,1,45.3997793834122,1,4,1,0
857,0,1,44.55543627008108,2,8,0,0
858,0,1,45.21270973749828,3,6,1,0
859,0,0,46.00479821379354,2,7,1,0
860,0,0,47.171996145702025,2,4,1,0
861,0,0,46.57938916669799,2,3,0,0
862,0,0,45.157829729681744,2,5,0,0
863,0,1,43.43120217832018,3,7,0,1
864,0,0,46.16732874649247,2,5,0,0
865,0,1,44.83242212949005,2,4,0,1
866,0,1,47.13723598464509,3,5,0,0
867,0,0,45.70220107401381,2,4,0,1
868,0,1,46.54202854107536,3,3,1,1
869,0,1,46.7344901361453,2,4,1,0
870,0,0,45.815346666803656,3,7,1,0
871,0,1,44.42574532546727,3,6,1,1
872,0,0,43.69261196885479,4,11,1,0
873,0,1,44.60820556299685,5,9,1,0
874,0,0,45.03261310374658,4,10,1,0
875,0,1,47.03685500189104,0,5,1,0
876,0,1,45.72905801211084,5,7,0,0
877,0,1,44.09153712892307,4,5,1,0
878,0,0,44.18223545078205,3,5,1,0
879,0,0,46.20708930412982,3,7,0,0
880,0,1,44.92376520317229,2,2,1,0
881,0,0,45.3374776520495,2,10,1,0
882,0,0,44.77455972057135,2,6,0,1
883,0,1,45.73616540017149,4,5,0,1
884,0,0,46.26328062486758,1,4,0,1
885,0,0,46.645082361679314,3,7,1,0
886,0,0,46.25929442314633,1,8,1,0
887,0,1,46.57617764676517,1,4,0,0
888,0,1,45.54246138408044,3,9,0,1
889,0,0,46.42710155800583,1,7,1,1
890,0,1,44.554437512077854,4,6,0,1
891,0,0,47.57072359003279,2,4,0,1
892,0,1,45.99485545060557,3,8,1,1
893,0,0,43.61164527662706,3,10,0,1
894,0,1,45.46652676218966,2,6,0,1
895,0,0,46.25632197750608,5,4,0,0
896,0,0,44.99542514909668,3,7,1,0
897,0,1,44.17854841107065,1,8,0,0
898,0,1,44.36385371024013,3,8,1,0
899,0,0,45.3685537926605,4,7,0,1
900,0,1,44.40196162906504,3,8,0,0
901,0,0,46.21450448024172,2,5,0,1
902,0,0,46.22264645521373,3,8,0,1
903,0,1,43.580213885106815,3,5,0,1
904,0,1,45.60485989027841,4,5,1,0
905,0,1,44.92255371155035,2,6,0,0
906,0,0,47.32366220456951,1,6,1,0
907,0,1,46.05467470118123,3,4,1,1
908,0,1,47.084915966433925,0,6,1,0
909,0,0,44.409071554882566,2,8,0,0
910,0,0,43.87366612036752,4,7,1,0
911,0,1,45.86559428068679,2,10,1,1
912,0,0,44.95808727935936,4,7,1,0
913,0,1,45.94758314857124,3,6,0,1
914,0,0,45.63849035234643,4,7,1,0
915,0,0,44.24180019771395,2,9,1,0
916,0,1,46.076579483378026,4,4,1,0
917,0,1,46.46640522623457,3,4,1,1
918,0,1,41.44643027575093,3,10,1,1
919,0,1,46.31104383500094,4,6,0,0
920,0,1,43.00257945612649,3,6,1,0
921,0,0,47.095325870182656,0,8,0,0
922,0,1,45.33094357389357,3,5,1,1
923,0,0,46.936311048667925,1,8,1,0
924,0,1,43.01118176011194,3,6,1,0
925,0,0,45.42818864148863,3,9,1,0
926,0,0,45.48170405389256,3,6,1,0
927,0,0,45.39931531181385,3,8,1,0
928,0,0,45.6949205045369,3,6,0,1
929,0,0,45.77614521633367,0,5,0,1
930,0,0,44.86971051450394,4,7,0,1
931,0,0,44.5988219786705,4,6,1,0
932,0,1,44.40430825604636,2,5,0,0
933,0,1,44.88027053154512,1,4,0,0
934,0,1,48.56568986704782,2,4,0,0
935,0,0,46.091092323158335,3,6,0,0
936,0,1,43.61017965283317,2,6,1,0
937,0,0,46.276490658595456,2,6,1,1
938,0,0,45.43528874873433,3,7,0,1
939,0,1,44.7219052978003,3,8,1,0
940,0,1,45.50308703774882,3,6,0,1
941,0,1,44.29005559847464,4,7,0,0
942,0,0,45.28289776807264,3,7,0,1
943,0,1,47.156198967851,3,4,1,0
944,0,1,45.329081728549184,2,9,0,0
945,0,0,44.64831280093023,1,7,0,1
946,0,0,47.83137338741892,2,4,0,0
947,0,1,45.881256076348514,1,6,0,1
948,0,0,45.51954576730771,3,6,1,0
949,0,1,45.407345109016,3,8,0,0
950,0,1,44.87375497628575,3,6,0,0
951,0,0,45.03194126133781,3,8,1,0
952,0,1,45.28047702073568,1,5,0,0
953,0,0,43.96424518239809,1,6,1,1
954,0,0,46.79691240927628,3,3,1,0
955,0,0,45.55540369701695,3,5,0,0
956,0,1,43.26955414480568,5,6,1,0
957,0,0,47.889313388833024,2,5,0,1
958,0,0,46.01976984783126,3,6,0,1
959,0,0,46.97358445681738,3,5,0,1
960,0,0,44.79425112581521,1,6,1,0
961,0,0,45.53658806924914,2,7,0,0
962,0,1,44.24605116639475,3,7,0,0
963,0,0,45.70467957487619,4,8,0,0
964,0,0,45.870967706891456,2,9,1,0
965,0,1,44.88070586328568,3,6,1,1
966,0,1,44.21478352760392,5,5,1,0
967,0,0,44.60476877278743,3,6,1,0
968,0,0,44.35803141720602,1,8,0,1
969,0,1,45.87185290913049,3,6,1,0
970,0,1,44.07290472160315,4,6,0,0
971,0,1,45.35439169270299,3,7,1,0
972,0,0,44.31140715461515,4,7,0,0
973,0,1,43.90859456193064,3,7,0,0
974,0,1,45.82374016278876,4,7,0,0
975,0,0,44.05566226851409,4,7,1,0
976,0,0,46.96739549767665,1,6,1,0
977,0,0,48.22231223568957,2,6,0,1
978,0,0,46.8631660545442,1,3,1,1
979,0,1,44.89902360077345,4,4,0,0
980,0,0,45.59523747900269,0,9,0,1
981,0,1,46.64141981321036,2,8,1,0
982,0,0,45.99940241708227,2,7,1,1
983,0,1,44.83035781806171,4,9,0,0
984,0,0,47.64886651846904,2,6,1,1
985,0,1,46.19901934645039,2,7,0,1
986,0,0,44.80701588336648,1,11,0,1
987,0,0,45.91177892349554,3,6,1,0
988,0,0,46.31895966729946,1,7,0,1
989,0,0,45.838797615665335,3,7,0,0
990,0,1,46.43477467428799,1,7,0,1
991,0,1,45.28613414538515,3,7,1,0
992,0,1,46.28129575959694,0,4,0,0
993,0,0,43.4748519058988,3,7,1,0
994,0,1,45.19371311183343,1,6,0,0
995,0,1,45.05448931489856,2,7,1,1
996,0,0,47.62298162260172,1,4,0,0
997,0,0,44.98187203911797,2,5,1,0
998,0,1,46.1244002262988,4,6,0,1
999,0,1,46.75650144321919,1,1,1,0
0,1,1,54.42861089704203,2,6,1,0
1,1,0,46.494477787783175,4,5,0,0
2,1,1,53.54363487279435,1,9,0,1
3,1,1,54.62426008029533,2,5,1,1
4,1,1,56.16154528418988,3,5,1,0
5,1,0,46.15404259659981,2,8,1,1
6,1,1,51.32357267729279,3,10,0,0
7,1,1,54.139768755165385,1,7,1,0
8,1,0,48.215447804498965,3,8,1,1
9,1,0,46.16963546780073,3,8,1,0
10,1,1,53.35203945161785,2,8,0,1
11,1,1,53.986718331536544,3,5,1,1
12,1,1,53.31078722314877,4,3,0,0
13,1,1,56.132390338323866,2,5,1,1
14,1,1,54.57236382850458,1,6,1,0
15,1,1,54.45296198848485,1,8,0,0
16,1,0,45.91405509161617,2,6,0,0
17,1,0,47.158010606323714,3,7,0,1
18,1,1,52.56513517292343,2,9,1,0
19,1,0,48.300207571088805,3,3,0,0
20,1,1,53.472750455205,3,7,1,0
21,1,1,55.177406118845774,2,7,1,1
22,1,1,52.42533054294383,2,8,1,0
23,1,1,53.3021246216675,1,9,0,0
24,1,1,53.28483137220468,1,6,0,1
25,1,0,48.6444349432919,2,5,1,0
26,1,0,45.73572288241079,3,4,0,1
27,1,1,54.03461267662653,1,7,1,0
28,1,0,45.14476025162124,4,8,0,0
29,1,1,53.365135728811865,3,7,0,1
30,1,0,45.38186788100482,3,11,1,0
31,1,0,47.13775648865235,1,6,0,0
32,1,1,54.696577646762094,4,7,0,1
33,1,0,47.339786243492405,2,6,0,1
34,1,1,53.2423530437598,3,7,1,0
35,1,0,47.057503400477536,4,6,0,0
36,1,0,47.6297810984437,2,8,0,0
37,1,0,49.095008309558295,1,6,1,0
38,1,1,54.3922001629608,2,5,0,1
39,1,1,52.29833411654916,3,9,1,1
40,1,0,46.27918341094213,4,9,1,1
41,1,0,48.50708048478155,2,6,0,1
42,1,0,47.10378451938843,2,7,0,0
43,1,1,54.96368268243344,3,7,0,1
44,1,1,54.46113099464006,3,3,0,0
45,1,1,53.06577835273124,2,3,1,0
46,1,1,56.15463768685954,2,5,1,0
47,1,0,47.75608825991901,2,3,0,1
48,1,1,55.10058535200714,1,8,0,0
49,1,0,48.342168972913846,1,5,0,1
50,1,1,54.788289089960585,1,4,0,0
51,1,1,53.67664791527079,3,8,0,0
52,1,1,54.05090794971102,3,9,0,0
53,1,0,46.55902239819466,3,5,1,1
54,1,1,54.1199829721424,2,10,0,0
55,1,1,55.43883156709205,2,8,1,0
56,1,0,47.7519372957288,4,6,0,1
57,1,1,53.3171984583903,1,6,0,0
58,1,1,53.703898710000175,2,5,0,1
59,1,1,55.057054833408806,5,7,0,0
60,1,0,48.40141312015392,2,4,0,1
61,1,1,54.71832054165508,3,4,1,1
62,1,1,52.51386492726744,4,6,1,0
63,1,1,52.79761815359056,2,8,0,0
64,1,1,53.62915114076387,3,6,0,0
65,1,0,48.09895078177964,2,8,1,0
66,1,0,47.76514548104951,2,6,1,1
67,1,1,53.11067462356671,2,8,1,0
68,1,1,53.21082532031333,4,6,0,1
69,1,1,55.376297137077344,3,3,1,0
70,1,1,54.37700670286753,1,9,1,0
71,1,1,53.52321067400483,3,8,0,0
72,1,1,54.643726316340064,3,6,1,0
73,1,0,46.6519249191279,3,4,1,0
74,1,1,53.90018572945195,1,7,0,0
75,1,0,45.95339946203615,4,9,0,1
76,1,1,52.34284281189613,3,7,1,0
77,1,1,52.24396540802327,2,7,1,0
78,1,1,51.99271658589156,3,2,1,1
79,1,0,45.8009496190942,3,5,0,1
80,1,1,52.01371642988055,4,7,0,0
81,1,0,45.78957642833303,1,5,0,0
82,1,0,47.72955401710407,2,4,0,0
83,1,1,52.590122100568365,3,4,1,0
84,1,1,52.68467586811847,1,10,0,0
85,1,0,48.16072225504028,1,4,0,1
86,1,0,45.74204686753217,4,6,0,1
87,1,0,46.27169934983856,2,6,0,1
88,1,1,51.17382439710381,3,7,1,0
89,1,1,53.2100091012861,3,7,1,0
90,1,0,46.980005437948535,3,4,1,0
91,1,1,52.72843406814273,2,10,0,0
92,1,1,53.77670512285659,3,8,0,0
93,1,1,53.829624346277605,4,7,1,1
94,1,1,54.50353869868621,3,6,1,0
95,1,0,47.738704711395215,1,7,1,1
96,1,0,48.04444296833114,2,6,0,0
97,1,1,52.27362458069528,3,7,0,1
98,1,1,52.27062757643255,5,7,1,1
99,1,1,54.2228101934397,2,6,0,0
100,1,0,46.82955307504528,5,6,0,1
101,1,1,55.26680070675823,2,5,0,0
102,1,1,54.98715850692076,2,9,0,0
103,1,0,48.26096761592056,2,8,0,0
104,1,1,54.34655752553648,1,6,0,0
105,1,0,46.41888156829745,2,6,1,0
106,1,1,53.18732959006081,3,4,0,0
107,1,0,46.92303840504999,2,7,1,1
108,1,1,54.39833714755554,1,6,1,1
109,1,1,54.21119084918606,2,9,0,0
110,1,0,46.30661282142624,3,5,0,1
111,1,1,53.19414304552589,4,8,0,0
112,1,0,47.84846847033642,3,6,0,0
113,1,0,46.610384295216456,3,7,1,1
114,1,1,55.30446387168082,3,6,1,0
115,1,0,46.52572814109719,4,4,0,1
116,1,1,54.22836741329581,4,6,1,1
117,1,1,54.40741736776359,1,8,1,1
118,1,1,54.83404130074932,3,4,0,1
119,1,1,53.12707498693973,3,7,0,1
120,1,1,52.80202995171486,4,8,1,0
121,1,1,53.40413905666125,1,7,0,0
122,1,1,54.36413151826521,3,6,1,1
123,1,0,45.79914165660728,4,7,0,0
124,1,0,49.6768054068569,1,8,1,1
125,1,1,55.28418051824584,1,5,0,0
126,1,0,46.27673842420968,2,4,1,0
127,1,1,53.67914585635301,3,7,1,0
128,1,0,47.63407816123165,1,8,0,1
129,1,1,51.431602088551706,4,8,1,1
130,1,1,53.45521052592859,4,7,1,0
131,1,1,56.837503174031184,3,5,0,1
132,1,1,54.32167392883601,3,10,0,0
133,1,1,51.94300463414397,3,6,0,0
134,1,1,52.94783263446972,3,7,1,1
135,1,1,54.16330933525764,4,6,0,1
136,1,1,54.83716407222002,3,6,0,0
137,1,1,53.81714601799357,4,5,1,1
138,1,1,53.61393779908451,4,7,0,0
139,1,1,53.29377222004485,1,7,0,0
140,1,0,47.137022781402905,4,4,0,0
141,1,0,47.44902402365256,1,6,0,0
142,1,1,55.59314634755531,1,6,0,0
143,1,0,44.515366513701466,2,9,0,0
144,1,1,53.93830143857748,3,5,0,0
145,1,1,54.367974027111536,1,7,0,1
146,1,0,47.67414499342865,3,7,1,0
147,1,0,48.01138923964152,4,5,0,0
148,1,0,47.60744400326743,2,5,0,0
149,1,1,54.03282748030002,1,7,1,1
150,1,1,56.12929516204933,3,5,0,0
151,1,1,53.79256115383059,3,7,1,0
152,1,1,54.84147788616868,4,4,1,0
153,1,1,53.06096053021433,4,10,0,0
154,1,1,54.33937359818432,1,5,0,1
155,1,1,52.979777825114255,3,7,0,0
156,1,0,44.85884698156046,3,10,1,0
157,1,0,46.061911704088345,3,9,1,0
158,1,1,54.18786006079053,3,8,0,1
159,1,1,54.4295277221333,3,7,0,0
160,1,1,54.068406293885616,2,7,0,0
161,1,0,46.047901288281125,2,8,0,1
162,1,1,54.05469948075729,3,7,1,1
163,1,0,47.20776450053933,3,10,0,1
164,1,0,45.826918088635445,3,7,0,0
165,1,0,47.89188252579432,2,6,1,0
166,1,0,47.63901256917246,3,8,1,0
167,1,0,47.626804665126855,2,6,1,1
168,1,1,55.15264956250395,2,5,0,0
169,1,0,46.69427956175742,4,5,0,0
170,1,0,48.06228871215313,1,4,0,0
171,1,0,46.59004349845203,4,8,0,1
172,1,1,52.31033614384601,1,8,1,0
173,1,1,56.3396531366105,3,7,0,1
174,1,1,53.92216906577616,4,5,0,0
175,1,1,54.31380755969256,3,4,0,0
176,1,1,53.96907031451055,2,7,0,0
177,1,0,45.99066148237736,4,6,0,1
178,1,1,54.68592261502252,3,5,0,0
179,1,0,46.652740502544845,3,6,0,0
180,1,1,52.02371494429394,3,7,0,1
181,1,0,45.96711223601265,2,7,0,0
182,1,1,55.20987284728076,3,7,0,1
183,1,0,45.94817307552825,2,6,0,0
184,1,1,53.325205049094656,3,9,0,0
185,1,0,46.4818168984939,3,7,0,0
186,1,1,54.05487844927133,3,4,1,0
187,1,0,47.60098080674666,3,7,0,1
188,1,0,47.579180659132746,2,5,1,1
189,1,0,46.59732729699135,2,10,0,0
190,1,1,54.18463580644555,3,6,0,0
191,1,1,54.61511608359718,3,7,1,0
192,1,0,47.93641038179384,3,5,0,0
193,1,0,46.79791949555369,1,6,0,0
194,1,1,52.93053855562432,2,10,1,1
195,1,1,53.942808553477455,3,7,0,0
196,1,1,55.4707987148725,2,7,0,0
197,1,0,46.321799101978975,3,8,0,0
198,1,0,47.21646089190913,4,10,1,0
199,1,0,46.930752683772965,2,6,0,0
200,1,0,46.14460806447629,3,5,0,1
201,1,0,47.02605312261497,1,8,0,0
202,1,0,46.66027327532893,2,9,1,0
203,1,1,56.284699927992456,3,3,0,0
204,1,0,47.74890464306753,4,8,1,0
205,1,1,52.79818597268523,3,7,1,0
206,1,0,46.239527912901394,4,9,1,1
207,1,0,44.7742830212632,5,9,1,0
208,1,0,47.412464547146975,3,4,1,0
209,1,1,55.805746557699145,3,7,0,0
210,1,1,55.69353287936585,2,5,0,1
211,1,1,55.68699168413925,0,2,0,0
212,1,1,55.11240864571803,1,7,1,1
213,1,1,54.24677761400787,1,7,1,1
214,1,1,53.02178403555653,3,6,0,0
215,1,1,54.93271443061408,1,5,1,1
216,1,1,53.14720264302534,3,7,1,1
217,1,0,47.26479877101461,3,4,0,1
218,1,1,54.41621247045588,3,9,0,1
219,1,1,54.91856634521062,2,5,0,0
220,1,0,48.03296065958221,2,7,1,1
221,1,1,52.58231485992835,2,7,0,1
222,1,1,53.5055344029506,0,9,0,1
223,1,0,46.749091459431625,3,4,1,1
224,1,1,54.21971666500603,2,3,0,0
225,1,1,53.61662013508798,5,7,1,0
226,1,0,46.63361650488444,2,9,0,0
227,1,0,45.91318794596984,4,7,1,0
228,1,0,47.17026911711613,3,5,1,1
229,1,0,48.78723767869267,3,8,1,1
230,1,0,47.86142388622659,3,7,1,1
231,1,1,52.11546152191949,3,9,0,1
232,1,1,52.32706144402885,4,9,0,0
233,1,0,47.94198192275165,2,8,1,1
234,1,0,46.42053857256772,3,6,0,0
235,1,1,52.876304726242665,3,6,0,0
236,1,1,53.1081850199546,2,8,1,1
237,1,1,53.98331579135834,2,5,1,1
238,1,0,46.456150739267926,3,7,0,0
239,1,0,47.84453164107442,2,6,1,0
240,1,0,46.66634670643525,1,8,1,1
241,1,1,54.82644141338624,3,8,0,0
242,1,1,55.03543425136669,4,6,0,0
243,1,1,54.05438007662881,2,6,0,1
244,1,1,53.07326365064475,2,6,1,0
245,1,1,55.19148574521995,2,5,1,1
246,1,0,45.598661308958455,3,8,0,0
247,1,0,47.91560146127783,5,5,0,1
248,1,0,48.33601702117031,4,7,0,0
249,1,1,56.346693715184415,2,5,1,1
250,1,0,46.58744171855839,2,6,0,1
251,1,1,53.897487325174566,3,7,0,0
252,1,0,47.32111177428913,2,4,0,1
253,1,0,44.803597213309445,4,8,0,0
254,1,1,52.59541216151502,2,9,0,0
255,1,0,45.08048663642955,4,8,1,0
256,1,1,54.00057981120575,4,6,0,1
257,1,0,48.09634193701935,3,4,0,0
258,1,0,45.96685325911868,1,6,0,1
259,1,0,47.13156444989448,2,8,0,0
260,1,0,44.37402127227044,4,6,0,0
261,1,0,47.875415725778254,1,6,0,1
262,1,0,47.09013394055109,2,7,0,0
263,1,0,45.05528614199939,5,7,0,1
264,1,0,47.12630089518661,5,6,0,0
265,1,1,54.19922708034063,2,7,1,0
266,1,0,47.9897159655932,0,3,0,1
