worker_age,income_level,gender,minority_status,job_satisfaction_score,on_the_job_training,promotion_rate
9,2,0,0,20.952377237498613,0,8.62300219615552
9,6,0,1,23.642852893058517,1,17.911042817586075
10,7,1,1,27.340344301612102,1,21.10042631390883
10,4,1,0,17.444331809763806,0,3.1103368793025803
1,3,0,1,23.29228839966709,1,16.681278426544537
7,5,0,0,21.66118892138274,0,8.941794954889122
7,6,0,0,20.80984759959445,0,7.858241685772086
9,4,0,0,18.38142290427947,0,3.9634501173440206
6,1,1,1,22.759555605055898,1,16.98038770969748
5,6,0,1,23.26706251879977,1,16.860059777761336
6,5,0,0,22.99413681995562,1,17.21266540298636
0,4,0,0,22.2407172184455,1,15.60939267195286
11,7,0,1,22.787474335227017,1,17.417319752910778
2,3,0,0,18.77847715639409,0,3.793090599286271
6,7,0,0,22.734299980623323,1,16.482949615018732
5,5,1,1,24.9360458896546,1,18.680737856360288
12,5,1,0,23.024957478857218,1,17.44218664488507
10,5,0,0,20.743357061619992,0,8.972752441184312
13,3,0,1,19.83889773754392,0,7.323879116731272
4,6,0,0,22.009734510654024,1,16.068010431511322
11,5,0,1,21.06837596231556,0,8.292511544377893
13,5,0,0,21.83820924368699,0,10.46678359539392
10,3,1,0,23.903433398722413,1,17.732092875248807
9,6,0,0,22.01689826932572,1,16.225842172735003
12,7,1,0,21.895873154427065,0,10.33572759067048
3,9,0,1,22.328331310924305,1,15.21848904351401
5,6,0,0,16.078218486872476,0,0.9821313602240428
6,5,0,0,22.58618702517948,1,17.3445533369423
10,6,1,1,20.464683660959903,0,7.885032589670854
9,5,0,0,23.933920187377517,1,17.793646080350282
3,3,0,0,22.92974198383503,1,17.13185520967798
8,6,0,0,21.40068114198336,0,8.926813364403314
4,5,0,0,21.412682868961078,0,8.79091574468483
9,7,0,1,24.847431202895887,1,17.895285879281943
8,4,1,1,24.600680478128208,1,18.335608419156703
11,6,0,0,19.67354237337421,0,7.50392498327696
2,5,0,1,21.997406949183755,0,10.380054439572838
12,5,1,0,25.197550725714944,1,18.87452908588312
7,6,0,0,24.568775454860347,1,18.48011336520187
7,4,1,1,21.62431235424297,0,9.546017907405506
0,6,1,1,24.529123909034784,1,18.29627494478986
11,5,0,0,19.76279099146852,0,7.955755679323219
8,4,1,0,25.37037442395593,1,19.06471871194785
4,4,0,0,24.1996041214466,1,18.360864053614016
8,5,0,0,21.345597472688137,0,9.048936368845643
4,5,0,1,21.92896130836097,0,9.787341940265174
8,6,1,0,23.3664744621585,1,17.081293604773133
3,5,1,1,23.55787462759268,1,17.15313800431517
9,7,1,1,16.540518631551876,0,1.9129985484225696
9,8,1,1,23.87934770666155,1,18.295386278215677
4,6,0,0,21.004924891664118,0,8.084300359666523
5,6,0,0,20.157148374305294,0,6.39535960684945
7,4,0,0,21.62089731159664,0,9.973685150473832
10,7,1,1,19.26312748993016,0,5.988725130658508
9,5,1,0,17.53303795291709,0,3.730849415984277
8,7,0,0,23.560775487431936,1,17.001892539936154
12,6,1,0,22.478220443839938,1,16.890154465646702
4,6,0,0,24.989001575262915,1,18.184239750777827
12,6,0,1,21.5085845881345,0,9.3181198395988
10,6,1,0,23.46361552166232,1,17.687162620102544
5,4,1,0,20.622704293586164,0,7.94609274952596
3,4,0,0,21.663582485995136,0,9.389394739089184
10,7,0,0,21.707331219356195,0,10.489418503470702
4,7,1,0,22.124690979591023,1,14.885466541949498
8,6,1,0,20.9306358780994,0,8.854872693258779
5,4,1,1,21.58041938947451,0,10.037349722255556
7,3,0,1,24.823930607624977,1,18.5459770538187
9,5,0,1,24.005262910028925,1,18.235204543546867
10,5,1,1,22.70724572638338,1,16.780709796417415
12,5,0,1,23.51524039754117,1,16.95448172628848
13,7,1,1,24.14089465802239,1,18.577439166702693
8,6,0,0,22.729998416006104,1,17.091359984697565
7,7,0,0,19.646526768387197,0,6.916863544575079
7,7,1,1,17.661361975155096,0,3.0990119088907018
8,6,0,0,21.5539296194834,0,8.662452160214816
7,8,0,0,21.816096591089373,0,9.783387007069532
7,5,1,1,20.844206613423516,0,8.491788596844092
6,6,0,0,24.245911338197217,1,17.839794478914108
7,4,0,0,19.74895290891176,0,7.056140992304671
11,7,1,1,22.59435975473736,1,17.934911381539013
9,6,0,0,23.77750265808661,1,17.71796599168725
9,5,0,1,17.887964556984294,0,4.22043312340168
3,5,0,0,21.618341316567196,0,8.863467824482798
9,4,0,1,20.254463350085025,0,8.51646760396127
11,6,0,1,21.48799521617616,0,9.111002079820276
11,4,0,0,20.18189955026937,0,7.782853429948671
13,6,0,0,17.804424962138068,0,4.174415428095315
6,7,0,0,21.111102444515563,0,8.067628346156022
6,7,1,0,21.744258736936484,0,10.670941390290016
7,5,0,0,21.659453471954084,0,9.840376456941604
3,5,0,0,18.99951285117181,0,5.035352921104413
6,4,1,1,22.02603658734752,1,16.15024080371251
4,6,1,0,20.45988552831692,0,7.760188745419048
7,3,1,0,20.721533751494505,0,9.121675686943716
14,5,0,1,21.234962262280835,0,9.441197090512237
2,8,0,0,19.87518273594629,0,6.397467460265437
9,6,0,1,19.633313426164623,0,7.886196975645582
9,7,1,0,24.31536700819874,1,17.52397056046642
7,6,0,1,20.23616028115124,0,7.414180072824783
13,5,0,1,19.364702647527324,0,6.601096647618606
2,5,0,0,20.498367643042908,0,7.541773805549135
4,5,0,0,22.54108353936569,1,17.219345316552744
10,6,0,0,21.30125502015675,0,9.563070412033628
7,7,0,0,24.24592615286359,1,17.815820503416656
6,8,1,0,19.4921610095798,0,6.1236763248793
6,7,0,1,22.301130909644765,1,16.095779323945706
8,5,0,0,23.147942025190684,1,17.371027327878174
7,5,1,0,23.38349554443701,1,17.381065033269877
8,4,0,0,24.86186261454993,1,18.210142768103903
9,7,0,1,24.962690635021648,1,20.18847339639069
9,5,0,0,21.91111900665711,0,9.579205435230026
10,7,0,1,19.60330321708948,0,6.990340588663858
10,5,0,1,21.84868164368236,0,9.455693760406984
1,7,0,1,24.52908656806072,1,17.602702375786933
1,5,1,1,23.95014465019809,1,16.57609416184663
6,7,1,0,24.136656649942505,1,17.542175782145087
14,6,0,0,26.682221718312864,1,21.065175042004167
6,4,0,0,21.03980305626002,0,8.073811704696261
8,5,0,0,26.49294402587073,1,19.83684706456684
7,6,1,1,22.436207531761884,1,16.31928372158036
10,5,0,0,22.79908579119019,1,17.605061683149252
9,4,0,1,21.869216858721707,0,11.098455488565182
10,5,0,0,22.63287026968784,1,16.71639111398394
9,6,0,1,22.119761529218803,1,16.546095910004723
12,5,1,0,21.54403547273049,0,9.804723200135898
8,8,0,0,22.87563156531556,1,17.783470425987616
3,5,0,0,21.62726556767517,0,8.769107667228836
7,6,1,0,26.41927794851326,1,20.54520253779258
7,8,1,0,19.723753524806504,0,6.174401786071598
9,7,0,0,21.102105302966688,0,9.081279551236069
5,6,0,1,19.807616698514536,0,7.155441758398741
8,4,0,1,23.21621724290336,1,17.36815304459008
10,7,0,1,19.72871249762087,0,7.19780853081627
2,6,0,0,22.92122833571538,1,16.509630970995715
5,7,1,1,21.06138300473873,0,8.989535521869588
5,8,0,0,19.61570376609881,0,6.8990348949599305
15,5,0,0,20.60316833375791,0,8.739224209949947
9,6,0,0,20.44008875147339,0,7.642510952285855
7,3,0,0,22.86592097653319,1,17.547244998660815
0,8,0,1,21.01457742786709,0,7.342411863115672
7,4,0,0,21.56013058248121,0,9.503763967610388
10,7,1,1,22.39428155012669,1,16.75662687606644
10,6,0,1,20.51001467516359,0,7.493719968555556
10,7,0,0,22.937128174127224,1,17.090749077947546
13,6,0,0,23.6140468094354,1,17.99630922903085
4,4,0,0,20.37092114383868,0,7.990469175804807
8,5,0,0,24.83299174718772,1,18.267813298598647
5,6,0,0,24.96378133204715,1,17.725348694388778
5,8,0,0,21.253670044216356,0,8.493784316409004
10,8,0,1,20.80663541177664,0,8.068816546769048
5,4,1,1,23.47697768822573,1,17.239232060833974
10,7,0,0,20.297450265368468,0,7.515499226743013
12,5,1,0,23.378188223133048,1,18.33315358566095
6,3,1,0,21.72230957123508,0,10.301924272880244
13,7,0,0,21.25049928815755,0,9.461917184072847
1,7,1,1,20.452963387865125,0,6.297793388603439
4,7,0,0,22.338538487033716,1,15.288023718860549
7,3,1,0,19.819939430708963,0,6.64194923356932
10,6,0,0,25.08933770762449,1,18.430180983199246
4,5,1,0,17.496950215084073,0,3.245185630337992
13,4,0,0,21.635178179655316,0,9.754264924899736
10,5,0,0,22.96295451672822,1,17.06195432971667
6,6,1,0,19.06851179756238,0,6.426466814678232
7,6,1,1,21.052478790689804,0,7.879107181631345
4,6,0,0,21.567717250141964,0,9.06716353334106
8,7,1,0,22.73895526458676,1,16.77293343080198
7,4,1,1,19.63094735876001,0,6.182348147938156
6,5,0,1,22.07517524305847,1,16.504988930714244
10,5,1,0,24.7033078539783,1,18.775876685381547
3,6,0,1,21.25848339889804,0,7.811471394944781
15,5,0,0,21.046861920244528,0,9.396141583616686
9,4,0,1,23.51611008001932,1,17.333115618061807
11,6,0,0,21.28674012099432,0,8.917795331349309
4,6,1,1,24.909639186677893,1,18.282391292574516
7,3,1,0,18.426919484477253,0,3.7490931954136992
8,7,0,1,20.80791980506668,0,8.300185782004329
9,4,0,1,21.523310898145173,0,9.233461341289267
9,5,0,0,21.06270124010039,0,8.77344455995205
9,8,0,0,19.857601624019637,0,6.389627556635386
11,3,0,1,22.80641690732299,1,17.943016720047567
3,8,0,0,22.82536532018573,1,17.00507784879767
7,4,0,1,19.71772023453559,0,6.685910360414605
2,3,0,0,23.199969175995783,1,16.436806231202773
9,6,0,0,22.96398692056423,1,17.837897367047884
9,7,0,0,21.06055457400945,0,8.59151722712911
5,8,0,0,23.86684734177282,1,16.765609893707847
9,7,0,0,22.36286024068048,1,17.05022976127176
5,5,0,1,26.02230808794764,1,18.577286489330117
-1,4,0,0,20.168517665643037,0,7.435490267772178
8,3,1,0,19.831793195943817,0,7.134829666115516
7,7,1,1,18.79306946526457,0,4.905778194061627
7,8,0,0,22.55294682038747,1,16.017159833137594
4,5,0,0,22.52390308704756,1,16.768181843411345
6,7,0,0,20.349871801527264,0,7.330417246327305
7,5,1,0,21.10923642448965,0,8.264898054754871
6,7,1,0,21.173135184755576,0,8.912678829569828
3,4,0,1,19.277440913416903,0,5.995432768037422
7,7,0,0,22.49864915149812,1,16.69329020905423
7,5,1,1,21.137982419144063,0,8.407972563210656
10,6,0,1,22.39243039398013,1,16.645841495203555
7,5,0,0,21.933207952741267,0,10.154329091663987
7,3,0,0,27.70973919715468,1,21.307201329571917
8,5,0,0,24.213288323132318,1,18.4672427412878
12,6,1,0,18.015430809649448,0,4.332101202362109
11,5,0,0,22.87830315903417,1,16.825660229551122
10,6,0,0,21.237551112981876,0,8.786617149170032
6,5,0,1,17.650101156798417,0,3.2378008250211563
3,5,0,1,19.511589519587154,0,4.893405555405762
13,6,1,1,23.320965081130424,1,18.46547793586976
8,5,0,1,21.515242123147125,0,9.481441973759136
5,4,0,0,23.178007459745707,1,18.418211988770828
6,6,1,1,21.035453715336004,0,7.912690024109175
6,6,0,0,18.22882031721072,0,3.865955803722153
4,4,0,0,19.4660128329516,0,6.323157258361619
5,9,0,0,21.61935892931728,0,8.933694466160208
10,6,0,0,21.40539480402868,0,8.745087695838874
7,4,0,0,23.910686151151253,1,18.436096056685603
4,7,0,0,18.579528160702253,0,4.202291127093614
5,7,1,1,20.24258043310726,0,7.274912784995821
11,6,0,0,22.90253548888851,1,17.25963409037566
11,6,1,0,20.685243948423565,0,8.43473173000584
8,6,0,1,22.557262397437107,1,17.094183191051798
11,5,1,0,22.39218765272141,1,15.879342386473551
-1,6,0,0,22.47875583132185,1,15.804985384203585
12,8,1,0,25.49948576694293,1,18.41022796743005
13,5,1,0,24.74048191834926,1,18.631453737218774
7,7,0,0,20.42972473965941,0,7.740261755317464
9,4,0,1,19.783422165061666,0,7.277726679565283
9,7,0,0,20.80955610510953,0,8.571591790502515
13,5,1,0,25.57381639968908,1,18.47476783376976
4,6,0,1,22.256124729303103,1,16.553317588701503
5,10,0,0,19.837991619373117,0,6.980640785973172
13,7,0,0,20.723969531268573,0,9.021745211280848
6,6,1,0,23.701112866516336,1,16.602685109768768
12,6,1,1,21.626228383775683,0,11.071552878461151
5,6,1,1,21.1704440029012,0,9.320473068184294
6,8,0,0,25.18293249518605,1,18.84588589910305
7,6,0,0,19.70369216796876,0,6.893118756579493
13,8,0,0,23.343163651382834,1,17.47276702626965
12,4,0,0,22.55371421059967,1,16.956897554899452
4,5,0,0,23.483673740720604,1,17.18088452999078
3,4,1,0,21.463253407580915,0,9.027682094794596
13,6,0,0,19.8588658482469,0,6.803230128826769
13,5,1,0,19.06496698367635,0,6.313664999667534
8,6,1,0,20.935178318853865,0,8.66839169489133
7,6,0,1,24.10168946389836,1,18.072165241860677
4,8,0,0,22.129811210261177,1,15.84832489693052
13,7,0,1,18.4700826368017,0,4.71785394510182
8,6,0,0,24.47776735546326,1,18.203505529635475
2,3,1,0,23.81434571452917,1,17.200465754908492
5,4,0,0,21.628967111133267,0,9.098404483623822
7,5,0,1,18.2485168943775,0,4.7863386690743095
14,5,1,1,20.024575766445597,0,8.377886630808973
8,6,0,0,22.849951767509207,1,17.256525323157458
13,6,0,1,23.18782087492455,1,17.897738895917296
6,5,1,1,19.58535042295371,0,6.415602122151338
7,7,0,1,20.780122326920928,0,8.250169588661374
7,6,0,1,24.79978052980131,1,17.72472992985182
12,5,1,0,24.32933337885829,1,18.436994748488846
2,6,1,1,25.318127767791303,1,18.37218820639625
5,4,1,0,22.26440573671237,1,16.54512466262582
4,6,0,0,20.474507556538697,0,8.092136834861915
10,4,0,1,23.603827132289656,1,17.55325067776087
7,6,1,0,20.720892641169563,0,8.401633420261685
8,6,1,0,22.52004575899089,1,16.169008914531883
6,5,0,1,22.67025088989703,1,16.511951952418322
7,6,0,0,20.214582003039823,0,6.776601715562612
6,6,1,0,21.84796277253477,0,9.660651931843748
12,4,0,0,23.460700637418604,1,18.345919246957354
5,5,0,0,24.43148571855514,1,18.653019589067757
12,5,0,0,18.803805320313657,0,6.500473460042908
6,6,0,0,22.65702548526028,1,17.212590201172127
12,6,0,0,24.66997677005783,1,18.718047267613876
5,7,1,0,20.642060775817797,0,8.57347415684174
5,7,1,0,17.9567122247446,0,3.893053068949608
9,8,1,0,21.1537991527646,0,7.656381941766229
5,6,1,0,22.37268718218829,1,15.58598493654881
8,8,0,1,24.314936260741472,1,17.598261795848785
10,6,1,1,21.106492939208334,0,9.122050778068136
9,7,1,0,24.37423657737894,1,18.93610123377048
11,6,0,0,22.134945928440075,1,16.452356360907196
1,4,0,0,24.1802104688908,1,17.75368983183771
8,2,0,0,22.232491058735224,1,16.831665403158908
8,7,1,0,24.21396217265573,1,18.190585109516736
8,4,0,1,23.741381641996817,1,17.564413392363814
11,6,0,1,24.53991270100982,1,18.55643386110878
11,6,0,0,20.163472684303557,0,7.097127375488062
4,6,0,0,22.11018745774567,1,17.038955377332574
2,6,1,0,21.929619662234497,0,9.92030338427106
7,5,0,0,21.289675663191247,0,8.323591205736813
7,6,0,0,23.451157036277653,1,16.823206575850094
11,6,0,0,20.3119484602248,0,8.288919908986163
4,5,0,1,20.88290200840902,0,7.623576957870415
8,5,1,0,21.98319154947485,0,10.336631737882149
7,5,0,0,24.216145162986265,1,18.546699066114
6,4,1,0,17.53601946246377,0,2.998975252732241
7,9,0,1,24.14175085605603,1,17.715047269485794
6,6,0,1,22.94411896648073,1,17.05455673069571
6,6,0,0,21.70570794455384,0,9.88279849882219
7,7,0,0,24.99073510259506,1,18.15034264073983
5,7,0,1,24.321583674532903,1,18.13459740053331
7,6,0,1,22.12794144459385,1,16.690286633851546
5,6,0,0,24.89517752253654,1,18.78906016944892
7,6,0,1,18.971409241962288,0,5.178146792243978
4,5,0,1,22.49431320218752,1,16.27280042164681
7,5,0,0,21.80891175121005,0,9.93394051250861
8,8,1,0,23.370968539676344,1,17.194180888861514
7,5,0,0,19.81138256978805,0,7.073611065843586
15,5,1,1,22.786252238593164,1,17.83667744934575
5,5,0,0,21.878305193849556,0,10.020692751602535
3,7,1,0,24.062231835176792,1,17.768272882348995
7,4,0,0,22.432913781869814,1,15.940760896428417
5,5,0,0,22.1151908585276,1,16.350805720216286
-1,6,0,1,26.263939617478968,1,18.770445246280627
8,7,0,0,22.176514896240644,1,15.749575129626663
10,5,0,0,21.51277464129564,0,9.289941839602848
13,6,0,0,25.630605409563312,1,19.257443793215533
8,7,0,0,20.66036495595077,0,8.402409961846226
12,6,0,0,22.02499005184336,1,15.895226533300391
10,7,0,1,22.289106215998444,1,16.91042318057187
7,5,1,1,22.49356882643859,1,16.192817414215995
5,3,1,0,23.088349842580964,1,17.335473170116277
9,5,0,0,22.314308608504668,1,16.37659915817717
11,8,0,0,25.840483046744883,1,18.97011210465949
7,5,0,1,20.3601583147476,0,7.909607964178342
2,5,0,1,21.50901823362967,0,8.581868904441412
11,5,1,0,24.202230599312397,1,17.749094004474106
2,6,0,1,23.36510693932842,1,16.62203290541827
9,5,1,0,21.84419500080987,0,8.5309770061976
3,5,0,0,24.376001672271023,1,17.462738464739104
5,7,0,1,23.34196088566182,1,17.209516879314723
10,7,0,1,22.674917833636023,1,17.09335242241254
6,6,0,0,20.97556897976227,0,7.593204278761103
4,4,0,0,21.37777897472455,0,8.591162243726917
9,8,0,0,23.50662295701188,1,17.105314052869566
9,7,0,0,18.00972343856905,0,3.9708640567253934
8,4,0,1,20.725673534018117,0,8.084947003426045
10,5,0,0,23.188400420254336,1,17.50679494165791
4,6,0,0,21.459068447908265,0,9.153665445161844
10,7,1,1,20.22749370266249,0,7.652127955281334
7,3,0,0,21.96667538903846,0,10.157620560256293
6,5,0,0,21.14067075738964,0,8.333364838978182
0,6,0,0,19.64964401005601,0,6.128111047112028
8,5,1,1,21.891009683631925,0,10.116958771523588
8,7,0,1,20.15363132976304,0,7.112040938402951
9,8,0,0,22.237770954875785,1,15.37114206374054
14,6,0,0,20.12505065656065,0,8.294198552688007
4,6,0,0,19.66754206816437,0,6.3858346560232935
11,6,0,1,20.23937005164949,0,8.234341402692289
4,6,1,0,24.418012326718607,1,18.56325546715812
9,7,1,1,26.12856435653739,1,18.60805926677008
6,2,0,0,21.67499725707557,0,10.463287914529984
7,4,0,0,21.170912100576352,0,8.82208334666143
7,5,0,0,19.78413365817945,0,6.407125295671769
10,7,0,1,22.40233069539874,1,15.893679331801504
13,7,1,1,19.189554926261383,0,6.179687305748112
7,8,1,0,23.35773835953644,1,16.422968491494384
3,7,0,0,21.631536959545176,0,9.6130467514981
11,5,1,0,24.0921339996225,1,19.17263237691492
8,6,1,0,20.19854487415537,0,7.409138639777093
13,5,0,0,23.004854829919932,1,18.41361966369746
4,5,0,0,24.267552972823516,1,17.860310637213104
6,5,1,1,23.33729408627912,1,16.573073576621866
10,6,1,1,18.85235910437829,0,5.175281507520977
4,4,0,0,20.782003226862557,0,7.878368608662972
9,6,1,0,20.261399044922943,0,7.555331548239578
0,4,0,1,20.80834347629856,0,7.239797014091576
5,4,1,1,20.676654851518983,0,8.401600038989876
2,6,0,0,25.529102292309865,1,18.75934613483175
8,6,0,1,23.635281677476502,1,17.317943955975473
8,8,0,1,23.196536566332487,1,16.768393927222956
9,5,0,0,22.5839918751315,1,16.580211445892576
11,3,1,1,20.02368210383782,0,6.953757939030457
7,6,1,0,22.599083546837903,1,16.887472869296225
11,6,1,0,23.70150432851325,1,17.2389964361399
5,8,1,1,21.21494712175857,0,8.62464180725932
10,3,0,1,18.45255768321777,0,3.675909803822512
6,8,0,0,23.01982452389731,1,16.55433115200934
7,5,1,0,21.61979660509667,0,9.181536803877744
0,4,0,0,24.584196182256413,1,18.030485707502745
8,4,1,1,23.66613970004036,1,18.021543896057896
4,7,0,1,24.004245313699617,1,17.11130329280111
3,2,0,0,23.531347638419057,1,17.267769062656093
9,5,0,0,23.560271530079465,1,17.003871096960488
8,5,0,0,23.034254395122037,1,17.138374068639695
8,7,0,0,21.023991949984268,0,8.692810530151514
8,4,0,1,23.20090585623949,1,15.973441784284452
6,4,0,1,20.308199797677368,0,7.292474777101833
4,7,0,1,22.95187160526819,1,16.423099326473043
6,4,0,0,22.451539115990403,1,17.21706078201688
6,9,0,0,23.87494930712186,1,16.57748455434802
7,5,0,1,21.560873328260183,0,8.981423059085527
9,6,0,1,22.52574100167389,1,17.279652571321986
4,7,0,1,23.162936419009775,1,16.8818994664637
11,8,1,0,22.795579914469283,1,17.626094068556245
4,6,0,1,22.50215322912077,1,16.683581991050485
4,6,0,1,24.5478806621346,1,18.37599544619445
11,7,1,0,21.97661684381727,0,9.027549636992465
9,6,0,0,23.544197564198672,1,17.728208286987662
7,6,0,0,22.45286172641955,1,15.812198361061764
11,4,0,0,24.33467169760122,1,18.65599981126597
8,4,0,1,22.32393560618134,1,17.167406128284103
10,6,0,1,17.708855271494176,0,3.712990067703083
15,5,1,1,21.635105874774016,0,11.02027124660147
6,8,0,0,19.958713061312476,0,6.672176696974893
10,6,0,1,26.55033784638123,1,20.290344832115
11,5,0,0,23.32845836014489,1,17.928869259684244
10,6,0,0,22.862147291599047,1,16.94200285658791
8,5,0,0,22.139761155190925,1,15.998935300870873
7,4,0,1,22.473049773380712,1,17.852551768045114
7,3,0,1,20.39158706601352,0,8.389626901965183
5,6,1,0,21.69076550135205,0,9.943210848365132
10,2,0,0,21.057856220567448,0,9.403362021862694
10,4,0,0,22.488761019725363,1,17.131909895665995
6,2,0,0,19.38732015705992,0,5.901630176778058
10,4,0,0,21.632724172464407,0,9.919768358662443
4,4,0,0,19.354438091541315,0,6.317767419190415
14,6,0,0,21.70355839693463,0,11.162442894075324
11,6,1,0,18.536077347621056,0,5.070632687194268
11,4,0,0,27.67989140248069,1,21.651281760748844
7,5,1,1,23.16358801120816,1,16.87680947141429
10,5,0,0,21.717642576456377,0,10.290903296046242
7,3,0,1,22.403742048904977,1,15.93769598044916
8,8,1,0,18.2844961636952,0,4.281663992183614
5,8,1,0,22.35948105704336,1,15.234942032965725
6,5,1,0,21.01124943745649,0,8.224183839261974
8,7,0,0,22.702844300716983,1,16.50159401536574
2,4,1,0,23.83186603961142,1,16.767111097963635
12,6,1,1,23.46853666588244,1,16.8194623787995
5,6,0,0,23.99529542694418,1,17.277796452249753
8,4,0,0,21.82415012317521,0,10.383977635738187
6,6,0,0,21.96996133991439,0,9.466770573775712
0,3,0,0,23.916192453466856,1,17.308408797408184
9,5,1,0,20.30601119417843,0,7.449469096418781
5,5,0,1,21.24612015128146,0,8.969350881755926
4,8,0,0,19.769454525878185,0,6.285964236041565
5,6,0,1,22.880599807304804,1,16.952652445646063
6,5,1,1,21.441073322889803,0,8.794892831780448
12,7,0,0,22.087670005424037,1,16.2939441739985
7,5,0,0,25.115623623515525,1,17.827393243149025
5,7,0,0,20.902972489865192,0,7.731481587337778
8,5,1,0,22.948586577224468,1,17.079714337144566
12,7,0,0,24.219632387010723,1,17.283634339811325
9,4,0,1,24.48451728184814,1,18.45546667704004
10,9,0,0,22.968305317520244,1,17.2497563948847
7,5,0,0,24.58407122778176,1,18.56560093130089
12,7,0,1,21.33984701402916,0,9.547571086125462
2,4,0,0,21.820353483780547,0,8.593724759136649
7,4,0,1,24.687403772117143,1,18.813990396298
8,5,0,0,19.61937345989041,0,7.2830486273318815
5,5,1,0,25.089379481503,1,18.012312798605475
7,6,1,0,23.336198605412847,1,16.93793504147315
0,5,1,0,21.576669796786003,0,8.097981815217492
6,4,0,0,21.296916886750477,0,9.437016867892112
5,6,0,1,25.520459891447214,1,19.456986818459725
9,4,0,1,24.991101194131065,1,19.43906733428096
9,7,0,1,21.114562618197823,0,8.541401269136882
5,5,0,1,21.118030460976147,0,8.692308834736538
7,6,0,0,22.803520176323524,1,17.391329912117946
13,5,0,1,21.987675707029624,0,10.317101646496845
2,8,0,0,18.78994232209204,0,4.324983227156388
8,6,0,1,21.47899189736079,0,9.113326071243712
5,3,1,0,18.250377542728163,0,4.431488207860097
7,4,1,0,20.086761813088216,0,7.538269740019754
7,6,0,0,24.91436516047149,1,18.07531100677235
3,6,0,0,21.26048018912718,0,8.357011500910628
