defendant_age,previous_convictions,charge_severity,legal_representation,diversion_program_enrollment,sentencing_length,recidivism_within_five_years
23,25,0,1,1,44.94041524951766,202.016027831459
25,29,0,0,1,46.41103587785478,206.12343837510565
33,23,0,1,1,56.55148304089217,231.3814894051248
31,14,0,0,1,50.00260288795095,205.96675590078075
26,19,0,0,1,44.29402391877362,193.3054097461068
35,30,0,0,1,62.87754454000949,255.16912791334173
22,16,0,0,1,41.49763270589479,180.137568318133
6,20,0,0,1,20.160053255513,123.53984509611114
36,13,1,0,1,56.23509558828629,221.8709203013985
31,21,0,1,1,51.88357693260428,219.02130138289527
27,6,0,0,1,38.422042709279495,169.8113277942128
25,26,1,1,1,51.06474139484603,214.97605010523637
37,29,0,0,1,61.58240792491139,254.59246644168573
31,19,0,1,1,52.17936176472095,215.27705308584396
26,33,0,1,1,54.72122312359671,233.4898246569237
47,23,1,1,1,76.28080924759598,291.10269123227624
38,9,0,1,1,56.4769644856516,222.8031693670499
22,20,1,0,1,39.995219612664,181.41803762996864
31,15,1,0,1,50.24388195996994,209.77863769736695
30,12,1,0,1,47.34868155287332,197.65994204376997
27,14,1,1,1,45.12073708958941,191.71372920574868
30,18,1,1,1,51.45491577115773,214.28323153398875
40,30,1,0,1,70.76639109369805,275.5403830161398
29,24,0,1,1,52.00791400024541,219.9138337396177
20,14,1,1,1,36.43561311121355,167.27399008483076
32,14,0,0,1,49.28496337477705,205.50520288515267
15,15,0,1,1,32.0090044398293,152.46571973861512
37,20,0,1,1,59.39965047092704,236.3879709450128
39,13,1,1,1,60.06835265145081,235.5970700891492
26,24,0,1,1,48.99493155902823,208.80973321868476
38,29,0,0,1,64.76744992538715,261.48970439526767
25,17,0,1,1,43.84214896459642,191.37170356941635
25,17,1,1,1,45.45249405414764,192.9309128593803
21,10,0,1,1,33.485990779728986,156.2422628685987
17,16,1,1,1,34.52339539944063,160.6030422663969
19,23,1,1,1,40.04000489380308,184.28328984944773
35,12,0,1,1,54.25509973056882,216.83636555806777
22,27,1,0,1,44.0209986098858,200.0728366260618
30,26,1,1,1,56.79613119836857,232.8873663493181
31,15,0,1,1,51.60678845961542,208.31560114701145
19,14,0,1,1,32.84624531797203,157.520176327174
25,22,1,0,1,45.91000921128393,198.5113153106025
30,16,1,0,1,49.30213298734383,205.4957852234485
28,19,1,1,1,50.63877479722768,212.51587654168205
20,17,0,1,1,36.58291749862088,168.7099667553453
38,27,0,1,1,64.07928857667078,260.0640573133798
44,18,1,1,1,70.6326951941698,269.9446689698265
13,21,1,0,1,32.42211048701852,156.28617149035853
36,14,1,0,1,55.2905435757745,223.1849457168941
29,18,0,0,1,46.88913462769232,200.7288793494371
37,13,1,0,1,57.84606229719383,228.6038079380727
23,27,1,1,1,47.80563677558504,209.1000182089931
26,30,0,0,1,51.60918168225275,220.853057191516
24,17,0,0,1,42.71483875790612,185.08168658695763
29,28,1,1,1,54.73274006135762,231.3527909789516
39,16,0,0,1,59.74041117807603,237.2163861709139
21,22,1,0,1,41.87766587411756,187.88611199093864
26,16,1,0,1,44.12369091376519,191.21810141856133
31,12,0,1,1,49.30901696382931,204.9541871521991
28,17,0,1,1,45.75169521060838,198.22599569249863
36,18,1,1,1,57.27704522101815,233.46911206686957
39,24,0,0,1,62.72994404035142,252.0798960901102
24,23,1,0,1,45.80606359783806,199.50228819956067
42,24,0,1,1,69.4706684493918,269.9926474741296
33,19,0,0,1,53.46369337382215,223.48116522843188
7,9,0,1,1,16.87873816765668,104.55545549633456
22,19,1,0,1,42.84544644642732,182.3646203485068
21,7,1,1,1,34.34265639497743,154.98657790580333
42,17,0,1,1,64.50779583400968,253.2715358533772
36,20,1,0,1,58.48840033745533,235.362179608315
32,29,0,1,1,59.428478122101374,242.65040192795252
38,17,1,0,1,59.61841408143943,236.6815898174128
30,17,1,0,1,49.09947594187789,205.83598137258585
25,18,1,1,1,47.70049427954122,197.84048371776075
29,26,0,1,1,53.21415932162711,224.91311712929968
28,18,0,0,1,46.84309927809707,199.87637925662472
24,6,0,1,1,36.41011836415616,161.9945487920069
14,20,0,0,1,30.20106661415747,154.5628344697626
38,13,0,1,1,58.67157572589997,231.23246836196827
27,19,0,1,1,48.88472154317678,205.310794276234
32,19,1,1,1,56.602228762546346,229.1324195793329
25,27,0,0,1,48.505822678903336,210.99455724019109
23,9,0,1,1,35.106885169936255,159.246134153779
36,28,1,0,1,64.25694492922992,256.31976262984386
36,20,1,0,1,57.98062243361977,235.37178263214344
28,26,0,1,1,51.863515105193954,221.05553354454972
27,6,1,1,1,42.9091545078901,180.1467033213791
30,18,0,1,1,49.81984980685317,208.18872303527525
23,18,0,0,1,41.40737111786364,184.89807289888455
29,12,1,0,1,44.48219068636977,192.2438650186824
28,23,1,1,1,50.07115452766822,213.5360455622848
25,24,0,1,1,46.36017034664705,203.62326550864145
27,12,1,1,1,44.79848201765491,189.58732667767947
29,21,1,1,1,49.21113571327368,210.01947895239945
24,19,1,0,1,42.615988759915325,189.9300632275696
30,16,0,0,1,47.78229198320444,200.2922764508501
36,16,1,1,1,57.06100611975069,231.290656521032
21,24,1,0,1,40.92792609997746,186.4921764565057
16,33,0,1,1,40.164113344124814,187.7771203707867
36,35,0,1,1,67.5951979215735,275.1464874590904
27,23,1,0,1,48.33729327038287,208.2711727168341
23,21,1,0,1,42.93674000008257,193.48915666334096
31,20,0,1,1,52.45017685710172,219.6797195608743
23,11,1,0,1,37.32259192502872,165.0878332276881
40,14,1,1,1,61.22788399877648,239.3604687117451
21,18,1,1,1,41.86654175300578,179.4069058917009
19,17,1,1,1,38.5321766681109,173.49082980394078
35,15,0,0,1,53.46314672444622,219.11560580277515
36,6,1,1,1,52.36550254117841,206.5674294048013
29,25,0,0,1,51.380945945460816,217.7921098642373
26,12,1,0,1,40.303128669879406,178.33058407726924
33,21,0,1,1,56.80332671498154,231.25360045894317
23,9,1,1,1,37.40710034863318,165.94267250224496
35,12,0,0,1,52.95048737462277,212.2686072947706
27,13,1,0,1,43.71539217382203,187.3425724907458
30,16,0,1,1,50.12877472835013,209.95389468917537
26,31,1,0,1,52.52455307699624,228.9239102479808
28,25,0,1,1,52.029156014802176,216.62871980236216
28,21,1,1,1,50.32667638945699,213.60098740363787
15,16,0,0,1,30.93225924197199,149.13886461714674
36,25,1,0,1,61.53655169834352,247.3217616100138
26,22,1,0,1,49.16659368788088,207.90361671456915
24,16,1,1,1,43.82448457566801,186.12846198591043
16,12,1,0,1,31.10155293921824,147.74455435210712
31,29,1,0,1,57.63270514677569,240.22644956434047
46,15,1,0,1,68.24243247953827,263.38467699427736
33,19,0,1,1,54.256147433276254,223.93022902636687
31,19,1,1,1,54.66233729438985,222.59586873472009
22,15,1,1,1,41.53222900382238,179.1056391666983
30,27,0,1,1,57.86481259292717,236.9237650951245
32,14,0,0,1,49.78680816959347,207.4246018792344
32,19,1,0,1,54.4938332157894,221.1386446940359
29,22,0,1,1,49.72406842947206,213.3983146896759
23,23,0,1,1,44.25368298670079,196.155911654618
27,12,1,1,1,44.159750843279,188.50360353014088
26,15,0,0,1,42.00637213921129,183.89956331376015
17,15,1,1,1,33.32233191499803,155.91335055159854
46,21,1,1,1,74.03523167337367,284.7115552027305
33,32,0,1,1,60.66396074690036,252.84151016121552
28,20,1,1,1,49.72024510455151,210.16777357850808
34,12,0,1,1,50.70749841001868,208.886618885746
32,18,0,1,1,52.420275668346285,215.78577101056035
24,27,1,0,1,45.20853863022892,204.4869185380891
37,21,0,0,1,60.27544074986184,240.8250806015189
38,15,0,1,1,58.390194702303866,233.20458309331164
29,17,0,1,1,45.58049019853544,199.7811508406969
32,21,0,1,1,55.65258397373543,230.08573861091287
35,12,1,1,1,54.206703207073055,216.00212185401463
21,17,1,1,1,40.27222127115966,179.56588071394174
26,22,0,1,1,48.40338006546079,206.96573573746852
32,17,1,0,1,52.77355274977637,215.7143562361195
37,18,0,1,1,59.50616037155238,237.11172742100288
36,24,0,0,1,59.32157830306655,241.8984541428347
19,23,1,0,1,39.81767040121737,180.83330194159765
34,32,0,1,1,62.10136041709008,255.2426391706644
11,17,0,1,1,26.041024221981917,136.04304908109123
38,13,1,1,1,59.48094115525516,232.57101170578383
42,25,1,1,1,69.2696128526935,271.1210216512145
29,12,0,1,1,46.78404536060958,195.0139620485856
22,13,0,0,1,36.99828170754893,168.9115340726081
37,24,0,1,1,61.397483121050605,247.60031601400823
37,21,1,1,1,62.46071198195944,245.7516161872539
25,10,0,0,1,37.44055835731515,169.25887389191055
18,23,1,1,1,38.91913916875643,179.86313113394735
26,13,1,1,1,43.33159164722296,185.2618166476884
18,9,0,1,1,30.316508213168262,145.0469768519029
46,13,0,1,1,69.57358972717937,263.9720576355698
30,12,1,0,1,45.82013231252095,192.75107339841176
24,28,1,0,1,46.071558804025535,208.0119242276873
30,12,0,0,1,44.96629738765822,190.77166013559733
56,16,1,0,1,81.7422093395197,301.07393096469946
34,20,1,1,1,56.66855673850432,232.95980417918955
40,12,0,0,1,59.44741267010397,232.9819464159717
24,11,0,0,1,37.43615502407427,166.36258070766516
24,16,1,1,1,43.193689408367646,187.0598451188708
34,25,1,0,1,58.70817764365603,240.53905017972963
19,27,0,0,1,39.8039136144484,186.54987689609632
43,13,0,0,1,63.35327230209618,244.31020045500256
17,27,0,1,1,37.82401690469871,180.1937351386363
39,18,0,0,1,60.16572746845992,240.0433984290603
29,27,0,0,1,53.86243686379964,227.02613946743733
22,21,0,1,1,39.79971660010308,181.382876384036
38,17,0,1,1,60.03452786652651,237.74525912403504
33,23,0,0,1,54.51079017883495,226.3533462571512
14,24,1,1,1,32.858873730168064,164.18006680949975
16,20,0,1,1,34.41450104395224,164.12714107268306
30,15,1,0,1,47.00125471245229,201.42350598467056
26,19,1,0,1,43.3100034964812,191.9579063504294
16,18,1,0,1,32.74171635316257,158.73745619062808
17,28,1,1,1,39.22055512379497,184.77289845482497
27,23,1,1,1,50.16404685036998,213.8652740033516
18,25,1,1,1,40.83789109937993,185.9240638278852
26,16,0,1,1,42.18395353313049,187.0108354737968
25,12,1,0,1,40.4845261543344,177.6768088032097
28,18,1,1,1,49.16132587873938,208.4803053273356
20,22,0,0,1,38.21153962731543,178.68825160609632
36,18,0,0,1,55.98180802144536,227.7392196063494
26,13,1,0,1,42.37990177912219,184.24295240089097
20,22,0,1,1,41.76242435861417,185.01189075741624
20,17,0,0,1,37.26138418159573,170.75314680760968
27,14,0,0,1,45.0640168382881,189.93535150366824
23,18,1,0,1,42.222129769271056,188.74255275446683
25,27,1,1,1,50.52366174267772,216.9236806885256
39,27,0,0,1,66.21018958900402,263.2644812728223
48,15,1,1,1,71.77176125715823,273.1545464228859
28,24,0,1,1,50.9423906955502,214.17186369984768
46,15,0,0,1,66.11047435968018,256.5446652404214
21,29,1,0,1,46.08558297363564,204.06805741092225
39,16,0,1,1,61.15293055847173,242.0202455521528
30,26,0,0,1,53.27189568043812,224.20880113307416
19,25,1,0,1,41.03554645139559,185.15295784242167
33,26,0,1,1,56.246848470962526,236.8138343158975
33,22,0,0,1,55.94553111914379,227.26403865583572
40,27,0,0,1,68.02687045678405,267.00141243312646
18,21,0,1,1,35.854921524390626,172.0749380884653
39,8,0,0,1,57.40058342985094,222.44998547777985
43,14,1,0,1,64.57040946274815,246.7637632572481
20,16,1,0,1,35.90895768206268,164.8241359837119
44,26,0,0,1,71.90810906449337,276.9989298311789
51,23,0,1,1,79.57585015009369,299.9554817810672
31,15,0,1,1,50.96682722434766,209.0309866329163
37,10,1,1,1,54.563666781709806,218.63272079757715
30,23,1,1,1,54.593351925993645,225.31201873871592
42,21,0,0,1,65.16072557772115,257.30031162598
21,18,1,1,1,42.00417166575616,181.54286596881548
19,25,1,1,1,41.20438883899176,188.9562921414409
29,27,0,0,1,53.61769268210873,227.26077130865585
40,15,1,0,1,61.93625481463525,243.7232684256004
32,12,0,0,1,48.80809018733192,200.65638095855925
34,16,0,1,1,53.856634397410325,221.19612380280137
17,10,1,1,1,30.004206037162497,142.3945143940392
18,8,0,0,1,31.17868844790636,144.58816679221107
31,23,1,0,1,53.68122794887833,223.05530892172897
30,22,1,1,1,52.76712530057479,222.43791844910143
37,24,1,0,1,63.568506649488405,251.9246495955464
32,12,0,1,1,48.659051961420346,202.65336814860697
25,21,0,1,1,44.84804476217301,196.58874763894443
30,21,0,1,1,52.40168754572006,217.8205115904667
28,19,1,0,1,48.70338523282233,206.6637610025953
36,28,0,0,1,62.50180026002301,254.68319441321785
25,25,1,1,1,47.50947499705346,208.78812535510443
34,18,1,1,1,55.61168095778044,229.23046505499508
31,14,1,0,1,48.85292276480872,202.17611451600632
31,13,0,0,1,46.72874285102108,199.6627344622941
38,22,0,0,1,62.30006730764877,246.41365312931387
25,33,1,0,1,50.23536326156797,222.22638811770764
31,22,1,1,1,53.34286801319909,222.8562634783556
37,18,1,0,1,58.96149814223119,232.9781064708325
37,17,0,1,1,57.85093325490588,232.0359002235252
38,37,0,0,1,68.6084245176451,279.6030778360981
41,32,0,1,1,71.94007911346138,283.4546445349484
43,24,1,1,1,70.35171457748177,274.5208182862298
17,17,0,1,1,34.62505237942104,162.97724964584907
23,14,0,0,1,37.2733070010843,170.3675906419172
29,21,0,0,1,50.75783328592788,215.70650906167592
32,22,0,0,1,52.93955528809783,221.8975157992719
42,24,0,1,1,68.41875301338712,269.539629746489
23,7,0,0,1,34.96736038464802,158.6577969235704
42,25,1,0,1,70.36574868760152,273.09865908336405
25,5,0,1,1,38.28359211013999,162.0860750821818
35,30,1,0,1,63.3732934054947,257.3262789792129
42,22,0,0,1,66.47488603669433,262.27337260455687
37,14,0,0,1,55.5141127116395,222.57273323492143
16,29,0,1,1,38.5199015711917,184.1518163848762
16,22,1,1,1,37.2388889797068,171.9147512817245
25,15,0,0,1,41.73404566316962,182.6532027649984
30,17,1,0,1,50.08600973339136,206.94792265146177
28,16,0,0,1,45.56110099514128,193.134899306098
29,10,1,1,1,47.05823361302891,193.74882154022427
37,18,1,0,1,59.89732971075468,239.1441089550852
25,14,1,0,1,42.27038115702192,184.26268346270743
49,23,0,1,1,76.57441392636217,292.3594411390565
25,12,1,0,1,42.63796858919451,180.195595586018
24,15,1,0,1,42.01144077999686,182.83938014679669
27,25,1,1,1,52.87533000037431,222.31599529516143
32,27,1,0,1,57.04331928671629,235.42531562460496
42,18,0,0,1,65.21590385578861,252.1496099841136
33,10,0,1,1,49.81618709866581,203.97932483313863
28,18,0,1,1,46.979899288111305,201.9348355624611
22,23,1,0,1,42.98806952599968,191.53546435926427
31,24,1,0,1,55.536476047969394,229.66738797208333
30,12,0,0,1,46.49237108202336,197.79029594698287
29,15,1,0,1,46.605613984508594,198.70965056619767
39,16,0,1,1,59.68548936237897,238.14493253253136
38,24,1,0,1,64.83423114868378,256.29216072305024
30,22,0,1,1,52.88999611372265,220.10408826959784
33,13,0,1,1,53.42786259631678,214.45371473526112
22,17,0,1,1,39.25434162639014,177.37163726677576
36,15,0,0,1,54.41798419992958,220.65836547336815
29,26,1,1,1,54.90639525697449,227.887777833311
21,9,1,1,1,35.362098095673986,158.1120053880152
33,19,0,0,1,53.34622413709176,220.42004237190585
42,21,0,0,1,63.92795130767165,257.0552741864264
27,19,1,0,1,46.21907098983182,199.01172453562413
36,23,0,0,1,60.551003777567054,242.2899033469216
29,18,1,0,1,48.826600736612825,208.76894044077463
28,12,1,0,1,43.36241912877011,189.0210687178476
22,21,0,0,1,40.72880315194183,184.4836759112332
30,18,1,1,1,51.07487268454982,211.1218023888647
48,22,0,1,1,74.65171218167713,285.96118095715
26,27,1,1,1,51.98813854935276,219.9082872529449
27,16,1,1,1,46.71165490231349,198.75640877690333
40,15,0,1,1,61.64747628769824,242.3067065437792
33,25,0,1,1,57.10853641748657,236.70499505785236
18,19,1,1,1,36.12112179543721,170.51411348698124
37,14,0,1,1,57.04304970201587,226.89435376340336
45,18,0,0,1,66.89529778293694,261.07912440414486
10,23,0,0,1,25.02974234626113,138.25448609937663
38,23,0,1,1,63.8842772146681,253.19389845769453
32,17,1,1,1,52.88942064138407,217.81506876195257
24,16,1,1,1,42.99670679982708,187.9713101700709
21,18,0,0,1,37.43838489442481,172.17834712844785
16,23,0,0,1,34.17568278872699,165.05503103795482
29,16,1,0,1,47.21106958378731,200.29423533070056
34,21,1,0,1,58.560558159831,237.15433411290223
41,25,0,1,1,68.1896531585154,266.5453620101541
28,17,1,0,1,46.18275900111223,201.21776155384032
26,12,0,1,1,42.854892763315306,181.26966511131224
34,13,0,1,1,52.94206199705194,214.77692304197197
21,23,0,0,1,41.39524452089281,186.43250924469456
30,11,1,0,1,46.91842256689635,196.1477217381926
28,23,1,0,1,49.38926221605984,210.17072215125404
19,15,1,0,1,33.99915702927681,158.21531492564085
39,14,1,1,1,61.63077676997838,240.2779626350789
29,17,1,1,1,49.40355299982305,207.0614158343368
24,16,0,1,1,40.70424715192075,179.97953476087724
27,25,1,1,1,51.88826801967813,220.1373924819645
42,31,0,1,1,74.40158672952438,286.70980533376115
15,19,0,0,1,30.532866361646192,154.05842937826094
28,18,0,0,1,48.01029014452892,201.1489911058853
37,29,0,1,1,65.40269922706186,260.7617632417856
39,22,1,1,1,64.85701046494269,256.69733251370144
33,23,1,1,1,56.5855611078057,234.0357941062402
36,5,0,0,1,49.12099120036996,195.94033144784848
22,8,0,1,1,36.21565476385865,159.35477328786226
18,23,0,0,1,34.35462291682104,166.8362895352186
27,17,0,1,1,47.23109214014954,199.29516379301504
20,15,0,1,1,34.955282572385045,164.8040316126122
26,35,1,0,1,53.76969040995903,231.5445642405567
33,22,0,0,1,56.03794547868265,232.1719492528582
34,21,1,1,1,57.12424957493747,234.18841527289743
38,22,1,1,1,64.17059215168229,253.76113290953649
37,24,1,1,1,63.28973932800247,252.10549175252387
26,29,0,0,1,49.47681656753091,213.8050703246541
35,28,1,1,1,61.46105909230565,253.28083613963804
17,17,0,0,1,32.11689306459292,157.77398597986485
31,20,1,0,1,52.42160813883791,219.81722956260376
19,18,0,1,1,37.85783531103972,172.29618697579642
31,11,1,0,1,49.633842002976216,200.7021240897756
35,26,0,1,1,61.86063749393652,250.4533390912896
34,24,0,0,1,58.22757591577149,237.1143872938537
30,27,0,0,1,54.39328053023255,229.5977110633211
32,30,1,0,1,59.66638830131868,248.08918519503516
24,16,1,0,1,41.8810498000071,184.60853650520835
26,22,1,1,1,48.86547119709176,209.9251870761145
21,21,0,0,1,39.10663829649365,180.11889163685052
18,14,0,1,1,33.41518797191649,157.2854916802644
20,22,1,0,1,40.22806372279467,182.8797033848595
23,16,0,1,1,41.28499010592718,179.1564566529373
39,28,1,0,1,68.86679792696012,272.19042393102063
23,8,0,1,1,36.709420671704216,162.277329593272
33,21,1,1,1,56.73267783330741,230.8891318066103
38,18,1,0,1,62.36214945708672,246.25429336617776
39,20,0,0,1,62.62532466214623,246.72467525013923
25,13,1,1,1,42.14180249282679,182.46507229617416
25,20,0,1,1,44.32643261645852,195.5242906352733
37,16,0,0,1,58.4834294251553,231.7878446485926
29,9,1,1,1,44.69368209509987,186.26751098947545
42,32,1,1,1,74.83476260865439,291.6951369730382
19,25,0,0,1,38.61518483171837,179.0742089662557
21,16,1,0,1,38.49172669405633,172.5177211741251
14,19,1,1,1,31.50272641105128,154.52967511285988
26,19,1,0,1,47.02893999898696,199.97993451764927
33,18,0,1,1,53.60401750903902,219.2681423732368
33,14,1,0,1,53.18603689289165,215.31661069770817
17,18,1,1,1,36.48669259477007,170.78202764342382
21,19,0,0,1,38.62878483984597,173.85143720424634
24,29,0,1,1,49.50861198012194,213.02222406273185
31,24,0,0,1,52.30738528234616,222.4154302146331
30,16,1,1,1,51.26673523504502,209.23310619630303
40,17,1,1,1,63.78569181177913,249.2362728936897
30,23,1,1,1,51.28283563420794,217.6080985381024
21,16,0,0,1,36.28098832647198,167.8066779448505
36,27,0,0,1,62.31241708726702,249.72961034679585
31,24,0,0,1,53.51640435017754,224.29584149900316
21,19,1,1,1,41.37757176381536,182.6364688088516
32,23,0,1,1,54.82211259179362,227.45044809729853
37,22,1,1,1,65.30638481638984,255.836338183628
38,23,1,1,1,64.38458788097908,254.3453852101161
24,21,1,1,1,44.304498229597215,196.9343641926397
32,20,1,1,1,56.01892091321826,225.75552751781927
30,27,0,1,1,54.58518659819602,230.838277599482
27,22,0,0,1,48.22031714178208,205.2450400903911
25,3,1,0,1,36.3730876219817,156.30717377972212
31,28,0,1,1,54.97052143250213,232.98774427738385
22,23,1,1,1,43.04919084367694,195.0511619271541
7,19,1,0,1,22.4985294864264,128.1642371844878
27,22,0,1,1,47.80920396151368,207.30666497583505
33,19,0,0,1,53.39711408158707,222.0571897825891
38,26,1,1,1,66.92613975949442,265.9711180609156
26,17,1,1,1,46.77292496122676,197.0252062932932
19,19,1,0,1,36.78382142398634,169.7327511441043
34,14,0,1,1,52.25644215832799,214.36050884710883
14,19,0,1,1,29.88949627454747,149.55325478839168
30,17,0,0,1,49.48913533478504,206.8167322465574
33,4,0,1,1,45.215078488258015,188.52029420805437
28,27,1,1,1,55.22136458563017,230.994664062627
29,13,0,1,1,46.9720427706808,194.00057686744063
31,14,0,0,1,49.05503668498651,202.5905535704717
37,19,1,1,1,61.74798422142133,245.6892296747182
38,23,0,0,1,63.42905251921083,251.83902613099505
26,14,0,1,1,41.324624971303415,181.49802224234764
32,18,0,1,1,53.69789910947704,218.3679324811836
40,18,0,1,1,62.859924237067794,249.62147277613693
31,9,0,1,1,44.1513280498257,188.5505861313439
31,22,0,1,1,53.55825350999281,223.9310884660387
21,18,1,0,1,37.68498576277757,175.06632633780924
22,20,1,1,1,42.80123996575455,189.29976085510208
36,13,0,1,1,54.25982396894232,219.19898727518952
24,18,1,1,1,44.05277596952862,190.96227014071457
35,19,0,1,1,57.56675424527158,228.97332232220649
20,23,0,0,1,38.28504123527756,180.0705499068539
25,13,1,0,1,40.600434350701065,176.99920950377032
15,21,0,1,1,32.81551677891074,161.56597800180714
30,31,1,0,1,56.39543101880943,236.94250564127023
28,19,0,1,1,48.10435443613876,206.2865597080006
23,22,0,0,1,42.30889255587695,191.08420316325555
30,12,0,1,1,45.23097158576943,192.68120325507263
36,19,0,0,1,58.0623958240149,234.53019385502583
17,20,1,1,1,34.49745549187985,166.16453675827032
30,12,0,1,1,46.946519496894624,198.20986176630112
20,24,1,1,1,42.24966431783862,187.9483076118784
23,11,0,0,1,36.714620863466486,165.0430404244802
40,15,0,0,1,60.25925124759967,237.43799245778888
18,12,0,1,1,30.711460976228476,148.91659842075643
27,12,0,1,1,44.02969237431746,189.60167769679197
26,25,0,1,1,49.823564193330725,212.74566729365577
34,27,0,1,1,60.86910020165124,246.75031258276616
28,5,0,1,1,41.14558529959898,174.92645215460996
32,22,1,0,1,54.7154688681233,226.32645697134728
44,18,1,1,1,71.58708039476832,271.9298626403772
31,21,0,1,1,53.54492158289099,220.80614762066676
43,14,0,1,1,65.05445974225314,248.7757814207022
13,24,0,1,1,30.65360640620591,158.67508264809817
24,20,0,1,1,46.16035680449585,197.9089929097521
36,23,1,1,1,61.99381556614616,249.37419733921936
39,13,0,0,1,57.495983731671714,230.41122161801104
26,11,0,0,1,40.62477506059759,176.81758990985304
24,28,0,0,1,48.14291495623158,209.75159224169724
26,7,0,1,1,40.0853580853717,171.27719349243955
37,23,1,1,1,62.17763343272247,249.711751374503
17,23,0,0,1,34.14751653776037,167.27371568600717
32,8,1,1,1,49.26561274669625,199.0609067904583
41,7,1,1,1,58.35464458918653,228.3581278304454
33,25,1,0,1,58.28919840300742,238.09194462150805
33,16,0,1,1,52.310292220053405,215.4496715742282
38,19,1,1,1,62.42338289486365,249.2696271858612
26,20,0,1,1,44.805017190214286,196.2681039835601
28,15,0,0,1,45.095790813989815,192.95986368724937
43,22,0,1,1,68.99112718417034,270.6618198920363
41,15,0,1,1,61.6068185107722,243.25833468641957
30,21,1,1,1,54.688739858449054,224.2717575287643
34,22,1,0,1,57.2638006222645,233.121946686952
22,20,1,0,1,41.28520611248377,183.9666160136371
35,32,1,0,1,65.04624708267349,262.441060737653
