age,previous_experience_years,gender,minority_status,job_satisfaction_score,job_training_program,income_change
8,7,0,1,17.146184063494864,1,13.401721102472134
8,3,1,0,16.517614265226275,0,8.004349196573026
7,6,1,0,16.957609382373747,0,9.801459298452851
5,5,0,1,17.759007361488923,1,13.858340903828283
13,5,0,0,19.63221138940861,1,13.972030161726684
8,6,0,0,15.25029268465944,0,7.017682779321783
9,7,1,0,18.095143876033973,1,13.616952904418769
2,6,1,0,15.296959300639315,0,6.972169020304267
3,2,0,1,15.327408196026717,0,6.356041084580279
9,6,0,0,16.49289585065322,0,8.578136878622793
5,7,1,0,15.321731199314936,0,7.526055721025397
7,4,0,0,11.753420189513989,0,1.5714743931323292
14,6,0,1,19.880051372815775,1,14.141188933433206
12,3,0,0,14.896837879896871,0,3.9862594527315647
6,8,0,0,19.334512766116607,1,15.536607900737124
7,6,0,0,18.405195406194792,1,14.312017371690365
3,7,0,0,15.358195301286322,0,7.077650936480261
7,7,1,0,14.971015751552262,0,6.142892593255997
5,4,0,1,19.109768443043464,1,14.63094629275646
7,5,0,0,18.79844021120979,1,14.471419597746635
6,5,0,0,14.104216833918445,0,5.42399281719598
2,7,0,1,14.310126889866096,0,5.63605912499459
7,7,0,0,16.877664070071916,0,8.647333991570338
5,7,0,1,19.609828527151294,1,14.78359189035072
9,7,0,0,14.679718187738512,0,5.468560357770841
6,5,1,1,15.833241701500151,0,7.172727627744534
9,3,0,0,21.90533687136982,1,17.05399113754523
6,4,0,0,19.144205016871744,1,15.38100598228833
8,6,0,0,18.15268085395273,1,13.816767357760796
14,7,0,1,16.558950219258854,0,7.525355602002925
14,7,0,0,17.53266551141516,1,12.647850883139158
11,6,0,0,15.351499664103365,0,6.749900624465578
12,7,0,0,18.584043615915828,1,14.15647343093404
7,8,0,0,17.153146291762226,1,13.510317470812645
12,5,1,0,14.526358039369226,0,3.4841134802000417
9,4,0,0,17.321711205502634,1,13.592037153647384
12,7,0,0,16.408381766915817,0,7.912049181896265
7,6,0,1,16.090835343429287,0,8.937081544628699
8,7,1,0,15.296065691155732,0,6.570120205666024
10,4,1,0,15.939253484376136,0,6.196143776389171
10,7,1,0,15.462333208049063,0,6.162569867943084
6,5,1,0,18.142236349464596,1,13.99763371267954
9,8,0,0,16.844260345999718,0,8.739526808275183
9,5,0,1,13.886704427298792,0,4.429159644710181
10,9,1,0,17.460063124624494,1,13.800898990147733
6,3,0,0,18.225876627940508,1,13.50612170787932
10,4,0,0,16.415958259802153,0,7.570107967140885
9,7,0,1,16.44792363316866,0,8.178256086192816
12,6,0,0,17.562910536708944,1,12.595039807892707
13,4,0,0,19.056421861893828,1,13.31010646682282
4,5,0,0,15.915146213446478,0,9.173568794930016
12,8,1,0,17.760234999337936,1,12.590375371520707
9,8,0,0,14.448459030134112,0,4.750479185038602
9,5,1,0,17.822651551125798,1,13.537797072170063
12,6,1,0,20.11947055559025,1,15.699382312487812
2,7,1,0,19.07611586979072,1,16.368235974491178
11,5,0,1,16.077879786396018,0,6.596206952183375
4,5,0,1,15.745885465318867,0,8.240671050518007
8,5,0,0,15.925424074199045,0,7.596412349575338
11,5,0,1,15.43194138004443,0,5.405789363822437
7,6,1,1,16.197466914712628,0,8.142279344787756
4,6,0,0,15.65671658472377,0,7.116045375594509
13,6,0,1,17.029433787653154,1,12.279941727727334
9,5,1,0,17.63781787823484,1,13.45140112716024
10,8,0,1,16.830153163149216,0,7.451825985841126
9,5,0,1,15.18518883384147,0,6.074290197647413
12,8,0,0,18.99644273963712,1,14.43444374321996
10,5,0,0,18.25381477711237,1,13.460282477907889
6,5,1,1,16.725726023799172,0,9.364373488381618
9,4,0,1,16.56235198117386,0,7.725700096110693
9,6,0,0,14.92574882060705,0,6.257054060898525
5,8,1,0,18.854067931681048,1,14.58084859553479
8,7,0,0,15.562834383321508,0,7.162017974106286
1,6,1,1,17.25980679036122,1,14.029737623917896
7,7,0,1,17.782355693396287,1,14.20363258588777
4,6,1,0,19.97197322620784,1,16.461661254247588
5,4,0,1,15.56455185285328,0,7.136555367678089
5,7,1,0,14.961881585405768,0,6.822065989943016
2,5,1,0,15.534036593770288,0,7.6450522951320865
7,8,1,0,18.11627695283636,1,14.954787661424591
8,5,1,1,16.324029425946836,0,7.376297240651545
7,6,1,1,16.875002481171766,0,9.202864093925898
11,5,1,1,16.138039798884062,0,7.172461858851239
16,4,0,0,16.5830043295181,0,6.574023920629009
4,5,0,0,12.875165414602405,0,3.5356474618854725
12,5,1,1,17.574722246325166,1,11.989760354094756
6,5,0,0,12.3586634343827,0,2.2262389641868614
9,7,0,0,14.693643170154807,0,5.200908659308223
0,6,1,1,22.594038596319,1,19.11330414669379
4,4,1,1,15.92677211916179,0,7.346887507057487
8,4,0,0,19.86180063030607,1,14.564295627639348
8,7,0,0,16.025304973920033,0,7.502830697333681
10,4,0,0,16.08797442322683,0,6.190798944867551
12,6,0,0,17.02543377432041,1,12.23073385770981
7,6,0,0,16.079271846598807,0,6.950432009968257
8,7,1,0,18.039891633227004,1,15.22693112254965
8,2,1,0,15.468206462165991,0,6.08044429683866
12,3,0,0,17.823732776578968,1,12.380649508716877
7,6,0,0,15.345785831083282,0,5.19097510794072
5,7,1,0,16.950386739377308,0,8.369707099352455
8,4,0,0,12.183994907651789,0,1.214313702424563
11,6,0,1,18.2600556894062,1,12.736002566486508
9,6,0,0,17.555370819988926,1,12.709256437214515
6,4,1,0,17.062451408369466,1,13.543227329216176
8,5,1,0,18.478401051401896,1,13.971997078731984
6,6,1,0,19.401728607568558,1,15.547245336051594
7,5,1,0,15.798550555262546,0,7.96589805286216
2,4,0,0,16.329973512419162,0,8.63491469158357
5,6,0,0,16.379666970484386,0,8.63809623897555
10,7,1,0,12.437663196391362,0,2.695326463828697
15,7,1,1,15.56361065231017,0,5.978791039073283
7,5,1,0,14.859132675117849,0,5.940474181914706
10,4,0,0,19.18223167580396,1,13.788764753476665
4,5,0,0,16.063014990854505,0,8.096483827840414
7,5,0,1,15.574568611737956,0,7.039731892860664
7,6,0,0,17.061449944931077,1,12.92960319086385
15,6,0,0,16.10036498542279,0,6.582053869814578
12,9,0,0,13.48207541477801,0,2.793724844266324
10,6,0,0,18.184475781072077,1,12.920715758568871
13,7,0,0,18.75592084231088,1,13.048950908007315
12,3,1,0,18.771720706524107,1,13.3070760560477
4,5,1,0,20.425331241472097,1,16.174967660552646
11,2,1,0,18.442698618846727,1,13.102983162389304
8,10,0,0,17.968274874551692,1,13.618031982757444
6,4,0,1,16.300065147289562,0,7.945912772905348
5,6,0,0,15.736778809538418,0,8.130815270078404
10,6,1,1,18.90388171366407,1,13.048810845941851
5,4,0,0,18.354932808542053,1,14.326510237231032
5,7,0,0,18.166242393687035,1,14.196809680129142
9,6,0,0,16.44469809299277,0,7.189886871757917
5,7,0,1,17.231093991539417,1,13.907707538721729
8,7,1,1,17.446031806693775,1,12.856298125199984
5,5,1,0,16.23717615409153,0,8.083812935495162
8,3,0,0,18.06662331607828,1,13.102568840890385
12,2,0,0,13.710609658344074,0,3.849601760475501
10,6,0,0,17.871362764288953,1,14.15763442091449
3,4,0,0,20.963030965729576,1,16.537197006209002
8,4,0,0,15.692634205115304,0,7.1268612757741305
6,6,1,0,16.938871024766925,0,8.607010221148741
3,7,0,1,16.438602122734874,0,10.093984063514624
9,4,0,0,17.42694851001995,1,13.38478941238494
9,8,0,1,18.37652847963996,1,13.91436255318898
6,5,0,0,17.035568731208734,1,13.696135533410752
8,4,1,0,11.361627877109337,0,0.0831591586726103
2,4,0,0,18.26251614480762,1,15.993137451491194
8,5,1,0,17.110255001382626,1,13.443272911569036
6,4,0,1,18.176491689153032,1,13.323009775970467
8,5,0,1,18.482027433071472,1,13.76218131962068
7,6,0,0,10.195071023319365,0,-1.1089068574339558
14,4,0,1,12.337686551959134,0,0.4979255378758804
8,6,1,0,17.019893224024607,1,13.532069024756607
14,8,0,0,13.026095103537614,0,1.957336070263768
9,6,0,0,20.17798792070831,1,15.314100762891652
9,5,0,0,17.36809682577254,1,12.586398496224952
7,5,0,1,14.579932025044023,0,5.34328732008988
7,3,1,1,12.163601117702193,0,2.047027239346668
5,7,0,1,15.966075662902265,0,7.121909606377311
7,9,1,0,14.666973704177764,0,5.492159424753868
5,5,0,0,19.466129069094485,1,15.36941015857244
4,4,1,0,17.449017970924707,1,14.448730757486926
4,7,0,0,16.18618047710157,0,8.956669372532774
9,4,1,0,17.68282898675635,1,13.348505473734791
12,7,0,1,17.925457951345596,1,12.285564344114931
8,6,0,0,17.515282072225975,1,12.472173251229878
7,6,0,1,17.70867330907072,1,13.161957886935268
5,7,1,0,17.61388123889223,1,14.330594834332311
15,4,0,0,18.032023082955213,1,11.664336037900794
9,7,0,0,17.99522472064932,1,14.494184080062103
4,5,0,1,19.60923216514032,1,15.8523941035094
1,3,0,0,16.658641860272162,0,8.773309095008328
7,4,0,1,16.573796325637307,0,7.267616997651303
12,4,1,0,16.894882290223077,0,8.144078843207664
11,5,0,1,17.14486034395802,1,13.01407370915961
12,3,1,0,10.968427521475434,0,-0.9767778279969912
9,3,1,1,19.090620867569616,1,14.248157700104109
8,7,0,0,16.878511149268427,0,8.50125184999158
6,5,0,0,16.127504639647945,0,8.038997518789584
14,5,0,1,18.89781413582862,1,12.897857852848167
0,8,0,0,17.541354335664806,1,15.303063974617888
8,8,0,1,16.883701577702038,0,9.733029519015227
6,6,0,0,17.338789538600288,1,14.22205662831097
5,6,0,1,20.451114849713576,1,17.154040711162935
10,4,0,0,14.828470901495624,0,6.086281571868319
15,6,0,0,18.74519869489893,1,12.74422696517245
7,4,0,1,14.494033551536427,0,4.310872947309333
11,5,0,0,14.431276009015576,0,4.477059455203119
11,7,0,0,15.64734887069051,0,5.474323727739712
10,3,1,1,19.96590471941613,1,14.43600119473344
6,6,0,0,18.569783640073982,1,15.45758908714254
9,5,1,0,19.209642307615027,1,14.473593447929842
10,4,0,0,13.34564343020416,0,3.375404197217382
4,4,1,0,17.269563958044944,1,14.607747462894087
6,5,0,1,16.97039237355389,0,9.16192577543711
9,8,0,0,17.031604064067732,1,12.929508169145317
1,7,1,0,19.637235303555038,1,17.58149173218416
13,5,0,0,15.22510252677268,0,5.019626647514933
6,4,0,0,16.685859743274225,0,8.833926283848964
0,4,1,1,17.65473479117288,1,15.222472073557892
6,3,0,0,15.616032439230842,0,7.294736333673675
2,5,1,0,16.579571849911062,0,8.847222399170143
8,6,0,1,15.456956110243643,0,6.970777848990169
10,4,1,1,14.551288242052124,0,4.934026315033266
8,5,0,0,19.78964971576078,1,15.037928363239503
5,7,0,0,16.893879887267968,0,9.751739604151297
6,5,0,0,18.46310021960189,1,14.76518861916469
8,3,0,0,16.262393784667815,0,6.197905731284042
8,6,1,0,17.40713592245552,1,14.812211618298797
10,6,0,0,14.974011897651176,0,5.132978383572557
10,4,0,0,14.6424747917123,0,5.058628100209011
15,4,0,1,16.685671767506413,0,7.296490054741025
11,7,0,1,16.657657887532643,0,8.326987147529401
7,6,0,0,16.122514472741223,0,7.686094453489422
4,7,0,0,13.663507936307532,0,5.279925212356024
6,4,0,0,17.46145616867735,1,13.219985338139884
8,6,0,0,14.159532443817715,0,5.388054659090875
12,8,1,0,17.008320580112645,1,11.20272376034954
10,5,0,1,18.742737373805365,1,14.27254430588594
13,6,1,0,14.312252704595942,0,4.78903803745444
16,7,1,0,15.666668332278324,0,4.994750491954944
8,5,0,1,16.43118253808291,0,7.66369945407146
5,6,1,1,17.516328978328122,1,14.052300039430609
7,7,1,0,16.61182618431502,0,7.896712623539213
4,6,0,0,15.118051285278716,0,7.529675562163954
5,6,0,1,16.7468784468195,0,8.525817540117584
4,8,1,0,16.596599173685753,0,7.95802625651952
7,6,0,0,14.357789666998196,0,5.28703036321567
5,4,0,0,18.200808710973163,1,15.39176041975893
15,5,0,1,15.35254687258196,0,5.14487118290027
6,6,1,1,17.854602295549046,1,14.578974431964449
5,3,0,1,15.209518059884177,0,6.123410994876899
11,4,1,0,17.24948143396744,1,12.149215958739076
3,6,1,1,15.700745048136932,0,6.653123723321452
4,4,1,0,15.082837439626628,0,6.440874019945476
4,3,0,0,13.685871624596398,0,4.0364152798701936
7,6,1,0,17.458607891568356,1,13.691823548601164
9,7,0,0,16.70834776577803,0,8.588543151085316
8,8,1,0,17.53442436822168,1,14.175978185672829
3,5,1,0,18.97185259135159,1,15.622956675220545
14,5,0,0,15.968859268390029,0,6.010727950707792
9,6,1,1,18.17636976433593,1,13.16661206361528
9,7,0,1,15.762215868407049,0,6.275376408196532
4,6,1,0,19.045279381062016,1,15.070258709818518
6,4,0,0,17.455406276576372,1,13.70082724264367
9,7,1,0,18.07743523599733,1,13.063062193602525
17,5,0,0,18.579183709125584,1,12.163169024225814
10,6,1,0,15.662475289486736,0,7.541539729574515
10,5,0,0,17.15117268116712,1,12.82486024451121
8,9,0,1,12.11261226513443,0,0.6591863234518998
13,6,1,1,16.298607805087045,0,6.840162619249392
6,4,0,1,19.027139404832468,1,14.276529786617877
15,5,0,1,15.012414517855849,0,4.486503722512049
6,8,0,0,15.69270337296009,0,7.490552100199149
7,6,0,0,15.810463915307745,0,6.326599388603758
7,7,1,0,16.350135108434767,0,8.044563180295373
11,6,0,0,18.738068135190403,1,13.516807195481784
5,6,0,1,15.737142306903287,0,7.30066937889231
10,4,1,1,16.493306338905906,0,7.460438115564405
9,3,1,1,16.147481777615777,0,7.311001571725644
5,8,0,0,16.889600380199354,0,9.96404037306301
12,4,1,1,15.978035064154607,0,6.15956741650657
12,5,0,0,17.845726349684558,1,11.940198099267684
6,5,0,0,18.31354440095151,1,14.322874079273523
7,4,0,0,16.253593857792733,0,7.706083356585509
9,4,0,1,19.21916830306302,1,14.753322327991226
2,5,0,0,15.4224458600745,0,7.859483906396199
3,7,0,0,19.427157788976565,1,15.037329521975678
10,3,1,0,19.5307206109348,1,13.796014568090756
8,6,0,0,16.72319783371447,0,9.108643254914526
9,6,0,0,17.970597575665,1,13.62662479764825
6,4,0,0,13.6710049999475,0,4.143634266581198
6,6,1,1,18.954759448859992,1,14.273408994542434
9,7,1,0,16.938085284900446,0,9.438444229454635
17,5,0,1,18.58388169086533,1,11.839606929308792
6,6,0,0,14.989419889752604,0,5.61479132100052
8,6,1,0,18.706298829555557,1,14.044049722499356
4,4,0,0,16.99249860096417,0,9.434636948193967
5,4,0,0,17.279718090796116,1,14.557513414906976
4,7,0,1,17.49193956493394,1,13.761304187163343
8,5,1,0,16.156234693674733,0,7.939548840444786
10,6,0,1,17.366242550013716,1,12.44642891202034
2,5,0,0,17.88525546233754,1,14.868818458925706
8,8,0,0,15.417584780531598,0,6.396956645752657
7,4,0,0,19.438639489326302,1,14.812638851545122
6,4,0,1,18.11706056312552,1,13.800276959076918
5,5,0,0,16.945941704633885,0,8.788231022551644
12,6,1,1,16.02478201997842,0,6.54011362404635
9,5,0,0,16.87800760777843,0,8.295507567384576
8,6,0,0,16.77565650627548,0,8.280711454500423
9,5,0,1,18.650508683712985,1,14.014083951244894
8,6,1,0,17.718880680010443,1,14.08555125960001
10,3,0,0,16.436771321448262,0,7.602446460824955
7,7,1,1,17.730823859263335,1,13.175972744129831
12,5,1,1,15.492989954577707,0,5.398906619139595
6,4,1,0,12.915983000226143,0,2.3431965900044087
14,8,0,1,15.418102916805642,0,5.664819109213402
8,5,1,1,17.66686463706194,1,12.642895733188448
8,6,0,0,18.72628031692438,1,14.6651305775397
6,6,0,0,17.427752878364025,1,13.674384837241128
8,7,0,0,16.463354408404374,0,7.99147658380248
15,5,0,0,16.80522417917994,0,6.953151824936004
12,4,0,0,17.940549443116897,1,13.96323049074995
9,6,0,1,18.19985005056099,1,13.495520527778472
5,6,0,0,16.118574731598404,0,8.593996583933638
5,5,0,1,19.95881715966509,1,15.908842513956198
5,7,1,1,18.766212448789595,1,14.311863824799998
10,4,0,0,17.371553753559592,1,13.200363353076876
6,6,0,1,19.541780547708523,1,15.919536801084869
4,8,1,0,17.879030033650164,1,15.113733454891964
11,6,0,0,18.995382165939017,1,14.677180856942847
6,8,0,0,13.03454040846761,0,3.8787416973475337
6,4,1,0,14.561445195984197,0,4.875059546637533
9,7,0,0,17.528962283707877,1,12.86269387949176
10,8,1,0,15.96017936789258,0,6.819338788529005
6,3,0,1,14.900940090898636,0,5.917651752148356
8,6,0,0,18.04839827407354,1,13.536695711719142
7,4,0,0,14.779684239890177,0,5.226039918490002
5,4,1,0,16.624633706092023,0,8.428837451257962
3,4,0,0,16.52702887282372,0,9.772543205271568
9,6,1,0,17.29797093340142,1,12.299830705990232
7,7,0,0,15.374589865028332,0,5.503664343616678
6,6,0,1,17.84064879989166,1,15.220159051373496
13,5,1,0,18.57790197465913,1,13.292665038283738
9,6,0,0,17.991230484264992,1,13.3884073620519
14,6,0,1,15.37496252155819,0,5.253658460893606
8,4,0,0,16.52585897419855,0,8.029617744801806
7,4,0,0,20.64833021641334,1,15.457091454902953
7,6,1,0,16.380909148843497,0,8.977025567953909
4,7,0,0,17.07996845397918,1,14.763079874247063
7,7,0,0,14.207152472089671,0,4.006308187773815
12,5,0,1,17.871210574154567,1,12.0672575940814
5,5,1,1,15.688475281981002,0,6.947430402316551
9,4,1,0,15.81812977930208,0,6.362169264600717
9,4,0,0,20.52638032855235,1,15.857953778270293
7,4,1,1,15.122044239820656,0,6.567779933468852
9,9,1,0,16.97357138441814,0,9.4699167591647
5,7,0,1,16.321487543062897,0,9.110251733541205
11,8,0,1,16.973792062246616,0,8.769828762278262
10,5,0,0,18.084875388165116,1,12.695236423679033
3,3,1,0,14.68444674087005,0,6.181391641349232
2,5,0,0,20.33504356719536,1,16.241042225709396
6,7,0,0,20.58337318087848,1,17.511314350145888
11,7,1,1,16.327079031964466,0,7.257416590059282
6,4,0,1,13.872943706069302,0,4.14449050471746
7,7,0,1,20.64388930540412,1,16.02302642391696
7,6,0,1,15.304468898072686,0,6.994792301827082
12,6,0,0,15.960312826891936,0,6.906973903645714
8,5,0,0,19.248620461040225,1,13.92326947644976
8,5,1,1,15.37287660697824,0,6.500822382467164
8,5,0,1,15.420129190082092,0,6.254397499579814
8,7,0,1,16.800262032997704,0,8.55266134088394
11,6,0,0,14.567808340617503,0,4.31632339945139
6,6,1,1,16.113732355863185,0,8.29974373624054
8,6,1,1,19.724658608839075,1,15.317072796491752
4,5,1,0,16.606996718069574,0,8.766534692927028
9,6,0,0,16.457383490452532,0,8.081141121347823
13,4,1,1,17.787609844280155,1,12.559455591649582
2,6,1,1,16.652703006831725,0,9.972801002455144
11,9,0,1,16.553173446857695,0,8.356617531083227
12,5,0,1,18.039173665852456,1,13.12173878250906
1,4,1,0,16.203352533338926,0,8.920632340812563
6,4,0,1,10.542991218222127,0,-1.1520610446778232
6,4,1,1,15.252249962227475,0,6.305510377228636
10,4,0,1,15.137406191713826,0,5.188353724919158
10,4,1,1,15.868278688292486,0,6.09176240927664
10,5,0,0,17.556399438389445,1,13.409655189584036
6,6,0,0,19.74572824865478,1,15.292484589560065
5,5,0,0,15.595194026301767,0,7.371301041182406
6,4,1,0,20.75414698623372,1,16.79488999101476
6,5,0,0,14.179711967243072,0,4.835298231701732
11,5,1,0,18.32704485925762,1,13.558779610420052
13,7,0,1,16.168007561394337,0,6.35272609293277
12,6,1,0,18.59052704368192,1,13.748397791118242
10,4,1,0,15.171473171896649,0,5.404572643121267
11,5,1,1,15.423168943662864,0,5.793254988433821
5,6,0,0,15.587688290449318,0,7.290246442903187
9,5,0,0,18.035023529542222,1,13.94786963042928
7,6,0,0,17.953694531484494,1,13.74579373806904
12,5,0,1,17.277865715148433,1,12.474409893482312
6,7,1,0,22.60114073941161,1,18.27889007579111
8,4,0,0,15.6003970835352,0,7.286313926809697
1,4,1,0,16.007820951164206,0,9.560855318450631
9,4,0,1,18.81834036563383,1,13.561316403364511
13,8,0,0,16.61493315296316,0,8.192168984146681
13,4,0,0,19.33241128869744,1,13.181864005428718
6,5,1,0,15.153833024758546,0,6.225595102204549
7,6,1,0,19.32319614891684,1,14.368852116094663
12,5,1,0,14.373215703224943,0,3.78380728696082
10,3,0,1,17.335943699372464,1,12.10600224519346
8,5,0,0,19.86457422935426,1,14.655374222800498
11,5,1,1,19.257357869306063,1,13.886095661146625
9,5,0,0,16.24044485360163,0,7.332749045664242
8,8,0,1,16.60723571160854,0,7.766916503713561
7,5,1,1,12.706886524230809,0,2.2570288643051257
8,3,0,1,16.25809903793394,0,7.5526364656726415
4,5,1,0,17.104995729029383,1,12.98559837938982
7,5,0,1,18.60699721756147,1,14.086627217221196
12,7,0,1,17.90449605976689,1,12.94246799102685
5,5,0,1,14.891425267424513,0,5.7148997338504826
3,5,1,0,17.416451954600145,1,14.644702013598817
10,4,1,0,12.386801278403077,0,1.8723564946465665
6,6,0,0,17.06306983550602,1,13.571624673441317
8,3,0,0,16.134847519298944,0,7.3753261846457265
7,4,0,0,17.001951951654735,1,13.062122289651798
13,6,0,0,21.14933873323057,1,14.453405993998937
11,3,0,0,16.22159562562715,0,7.436592897612419
2,4,0,1,18.7937913286285,1,14.443116747108473
11,6,0,0,18.085203167159037,1,13.856021590738337
5,6,0,1,18.566326468402423,1,13.3137064084445
5,7,0,1,17.831636872147893,1,13.867567369308349
11,6,0,0,16.05710124651642,0,7.475772083184407
2,2,0,0,14.453619438597997,0,6.135499322377882
8,5,0,1,18.66450997000356,1,14.30790875818498
6,5,1,0,14.241171451331336,0,4.520355780999599
6,5,0,0,15.160916977700303,0,6.359979968324476
8,7,0,0,19.577305136552223,1,15.68278389849933
13,3,0,0,19.688913733472504,1,13.464326465400692
8,4,0,0,18.01153165172376,1,13.167730982283745
3,6,0,0,20.096066377227388,1,16.58709875276334
7,6,0,1,18.085949799150853,1,13.925646957520517
7,4,0,0,17.312298402671225,1,13.991858143365103
7,7,0,0,23.516600423298,1,17.607378233184896
8,6,0,0,16.72064867777362,0,8.145627406955313
14,7,0,0,15.095956310563992,0,5.124063743101099
9,5,0,0,19.073980193961564,1,14.332633941226131
7,7,1,0,18.12903067081509,1,13.759351965011463
7,5,1,1,14.849030081771506,0,5.51766322966877
10,5,1,1,16.077659615743208,0,6.574185411049677
5,6,0,0,14.99353798900171,0,7.064841873691252
6,4,0,1,16.528561762705507,0,8.396456639952973
8,4,1,0,15.89642383093516,0,6.324380025316287
5,6,1,0,16.53085955760666,0,8.50667906683029
10,5,1,0,15.785741066440409,0,7.503233518489178
8,6,0,0,18.21071420671509,1,15.056808148366006
11,3,0,0,14.605394689296146,0,3.96677109227376
5,7,0,1,14.58039004739788,0,4.72991053922072
13,5,0,1,18.3596821427948,1,12.924333951184538
5,6,0,1,17.956869015163544,1,13.369652740644945
3,6,0,0,17.678276021399256,1,13.96769611648642
8,4,0,0,20.22696697034618,1,15.036197841319678
10,7,1,0,16.948011966654253,0,8.638542859919413
8,6,0,1,16.912582223362563,0,8.4133026197269
5,5,0,0,12.236213244359329,0,2.3413400049334188
9,7,0,1,16.64245248186607,0,7.838141451618592
6,7,0,0,18.25496322141652,1,13.817724448561854
6,6,1,1,16.857496313835217,0,9.224198833124776
9,4,0,0,18.97146976143897,1,13.560089205519905
13,6,0,1,15.489794772359016,0,5.404483914266244
8,5,0,1,14.097607295046291,0,4.209257692888151
8,6,0,0,22.12021168379573,1,17.19987605645403
9,5,0,0,17.531859310933825,1,13.643057824563176
4,5,0,0,17.96602006276371,1,14.470671790454988
11,5,0,0,12.802865040199269,0,2.1190615613853887
4,5,1,0,13.165972793452465,0,3.9892920360700463
8,7,1,0,18.94968586763922,1,14.826621698730944
5,5,1,0,13.57843559014469,0,4.333418956325716
5,7,0,1,16.691203511271958,0,9.246061354677924
9,6,0,0,18.71310377046104,1,14.53016558814863
14,3,0,0,15.68670105044003,0,6.033661241357126
10,6,0,0,18.314253940667395,1,13.683908113863655
7,8,0,1,17.205523184596096,1,12.746276164466876
2,5,0,0,16.759148504502217,0,9.350245363575777
13,5,0,0,13.82760008921493,0,3.282933551828802
12,4,0,0,14.082557414543825,0,3.937371777359889
0,4,0,1,13.312323079645722,0,3.958799579698715
6,5,0,0,16.70716806500104,0,9.140489191745903
10,5,0,0,19.12810204859143,1,14.81003482877709
