household_id,post_policy,loan_received,income_growth,household_income,business_experience_years,rural_location,previous_loan_status
633,0,1,46.09579454973065,3,5,1,0
634,0,1,47.76321294621067,2,10,0,1
635,0,1,45.5817390892145,3,5,0,0
636,0,0,47.3059133217169,1,7,1,1
637,0,0,44.71657961541274,3,6,0,0
638,0,1,47.647991461904645,2,9,0,1
639,0,1,46.66895046920593,1,8,1,1
640,0,1,45.27164079680181,3,8,1,1
641,0,1,46.327502997243705,1,4,1,1
642,0,1,44.483353819599465,4,8,0,1
643,0,0,45.678286201434304,3,4,1,1
644,0,0,45.7887399832833,1,6,1,1
645,0,1,44.44280798668898,2,8,1,1
646,0,0,46.7160693274236,0,9,1,0
647,0,0,46.08903001446535,3,8,1,1
648,0,1,45.537927398862536,2,5,0,1
649,0,1,45.08162925326882,1,5,1,1
650,0,0,47.8832115915546,3,7,0,1
651,0,0,47.34058683381436,2,7,0,0
652,0,0,44.99789168367254,2,4,0,1
653,0,0,46.79349832502192,2,6,1,0
654,0,1,45.0495198239109,3,8,0,0
655,0,0,45.85752983332928,2,10,0,0
656,0,0,47.51086877436386,1,9,1,1
657,0,1,46.28868976506821,1,10,0,0
658,0,0,46.44639973547697,2,7,1,1
659,0,1,46.02094570097863,1,6,1,1
660,0,1,45.63017135612136,3,7,1,1
661,0,1,45.98455641536462,3,9,0,1
662,0,1,45.48341736751669,3,8,1,0
663,0,1,45.06497912632724,2,5,1,1
664,0,0,47.24655624957635,3,4,1,0
665,0,1,45.58550456068172,4,5,0,1
666,0,1,46.06525809712896,2,6,1,1
667,0,0,45.84533735011049,3,5,1,1
668,0,0,46.3519668856388,3,4,1,1
669,0,1,47.36550152952746,2,7,1,0
670,0,0,47.42938458964877,2,9,1,1
671,0,0,45.34212172835411,3,10,1,1
672,0,0,45.92100020919404,4,4,1,0
673,0,0,45.76589430376326,3,9,1,0
674,0,0,44.94388144050708,3,7,1,1
675,0,0,46.57006484785802,1,3,1,1
676,0,1,46.043869579312286,2,2,1,0
677,0,0,45.1509725822086,3,7,1,1
678,0,0,46.77390670889212,2,6,1,1
679,0,1,44.83683842265299,3,5,0,0
680,0,1,45.623623704314994,2,7,1,1
681,0,0,44.63124160668835,2,4,1,0
682,0,0,46.03876537864265,4,4,0,1
683,0,1,45.54111446033495,1,6,1,1
684,0,1,44.43102483768308,2,8,1,0
685,0,0,46.1956731237198,0,2,1,0
686,0,0,44.17008914307104,3,6,0,1
687,0,1,44.19711315347466,2,6,0,1
688,0,0,46.84963849849978,2,4,1,0
689,0,0,46.40264647142132,3,5,1,0
690,0,1,46.061357903339406,3,7,0,0
691,0,0,45.68397078328936,2,4,1,1
692,0,0,45.15386760876786,5,12,1,0
693,0,1,45.50754171706089,1,4,1,0
694,0,1,45.94773086474064,3,6,1,0
695,0,0,45.6664286351239,3,8,0,1
696,0,0,44.4542974979217,1,8,1,0
697,0,1,43.24707697368144,3,10,0,1
698,0,1,46.27006736448045,2,4,1,1
699,0,1,48.89544155793771,1,7,1,0
700,0,1,45.52162321877036,3,7,0,1
701,0,0,48.25994390870784,2,7,0,0
702,0,0,45.44747660956538,2,7,1,0
703,0,1,44.77639105314912,3,7,1,0
704,0,0,48.59783725519291,0,6,1,1
705,0,1,46.05001429422152,1,8,0,0
706,0,0,44.55893329870461,3,7,0,1
707,0,1,46.41771456243595,3,5,0,0
708,0,0,44.86980095432107,1,9,0,1
709,0,1,46.196886880738894,4,9,1,1
710,0,1,46.00404967951379,2,7,1,1
711,0,1,45.34467661167639,3,7,0,0
712,0,1,45.97357791151892,2,5,1,1
713,0,1,46.499864455320285,3,4,1,1
714,0,1,43.80163678070121,4,8,1,1
715,0,1,47.03298649137047,5,11,1,1
716,0,0,47.191152521208274,3,7,0,0
717,0,0,44.809104896439855,4,2,0,1
718,0,1,46.41170963833868,2,9,1,1
719,0,0,45.65726993935499,3,9,0,1
720,0,0,46.23069395475733,3,4,1,0
721,0,0,45.3200576551055,4,7,0,1
722,0,1,45.203587319808776,1,5,0,1
723,0,1,44.69339185712723,1,5,1,0
724,0,0,44.42657363787209,4,8,1,1
725,0,1,47.50906246843152,1,7,1,0
726,0,1,45.633318930647896,3,7,0,0
727,0,1,45.63770603763058,2,6,0,0
728,0,0,43.72786100572932,3,8,0,0
729,0,0,45.60541725662815,3,5,1,1
730,0,0,46.44168037048505,1,7,0,0
731,0,0,45.092342930996296,4,7,0,0
732,0,1,46.07194362639301,4,11,0,1
733,0,1,45.06601866023888,3,9,0,1
734,0,0,47.45975824918484,5,5,0,1
735,0,0,45.90513082651824,2,8,1,1
736,0,0,46.97492934518221,3,5,1,0
737,0,1,46.01604294530857,3,9,1,0
738,0,1,45.84292132134988,2,6,1,1
739,0,0,44.83719281141323,3,8,1,1
740,0,0,46.29760969889027,4,6,0,1
741,0,0,46.24261904541024,3,3,1,1
742,0,0,44.76180725460861,3,7,0,1
743,0,0,44.89726012218007,3,5,1,1
744,0,1,45.99266329996144,2,7,0,1
745,0,1,44.84243443245085,3,9,1,1
746,0,0,45.99377420330522,5,10,1,1
747,0,1,47.00722548379472,2,6,1,1
748,0,0,45.60373793154125,2,3,0,0
749,0,0,46.63071067933698,1,3,1,1
750,0,1,44.31590401267002,2,8,1,1
751,0,0,45.704493273083486,2,5,0,0
752,0,1,46.29644441990673,2,7,0,0
753,0,1,45.6997361625174,2,5,0,1
754,0,1,45.70650511180677,3,6,1,0
755,0,0,48.04650285697375,2,7,1,0
756,0,0,46.82325125923762,2,6,1,0
757,0,0,44.79211617688063,5,6,1,0
758,0,1,44.559395359971965,3,2,1,1
759,0,0,45.62647992814802,2,8,0,0
760,0,0,47.34803726016149,3,7,1,1
761,0,0,45.76128834472227,3,7,1,0
762,0,0,44.91608837428172,2,7,0,1
763,0,0,47.24658936057161,3,8,0,1
764,0,0,46.64553885105931,3,5,0,1
765,0,1,47.204788573732365,2,5,1,0
766,0,0,45.50285153245471,2,8,1,1
767,0,1,46.29328399850204,3,6,0,0
768,0,1,46.151904499807145,3,7,0,1
769,0,0,46.056668641160144,4,5,0,0
770,0,1,46.58754245354936,2,7,1,1
771,0,0,46.54015038155358,3,7,0,0
772,0,0,46.36675931966062,2,5,1,0
773,0,1,43.833857404877705,4,7,1,1
774,0,1,46.53574861947362,2,4,1,1
775,0,0,44.402766242627976,5,7,1,0
776,0,1,44.727317785267886,2,6,0,1
777,0,0,46.58172161852064,0,7,1,1
778,0,0,46.454773810784026,5,7,0,0
779,0,1,46.02361866174008,2,8,0,0
780,0,0,47.81203900759782,3,11,1,1
781,0,0,47.19786550012851,4,7,1,0
782,0,1,46.42671192860477,2,8,1,1
783,0,1,45.48660627395228,4,5,1,1
784,0,0,46.6029185892039,0,9,1,1
785,0,1,44.96081723790284,3,6,1,0
786,0,0,45.37764019713792,2,6,0,1
787,0,0,46.11828268071066,3,7,0,1
788,0,0,47.100289003079695,2,8,0,0
789,0,0,46.85141849792816,2,8,0,0
790,0,1,47.90758877853692,3,4,1,0
791,0,0,45.44160226333919,2,5,1,0
792,0,1,45.64165223054064,3,8,1,1
793,0,0,45.945719554544375,2,6,0,0
794,0,1,46.72429089318658,3,4,0,1
795,0,0,46.24325155943425,3,5,0,1
796,0,1,46.54101873577728,3,10,1,1
797,0,1,46.09989881069835,3,6,1,1
798,0,1,46.839638900450815,3,7,1,1
799,0,0,46.34749275333477,3,8,0,1
800,0,0,46.47966159488999,3,8,1,0
801,0,0,45.33615631171629,3,7,1,0
802,0,0,45.46358736155887,2,7,0,0
803,0,1,46.07083527043711,4,6,0,1
804,0,1,44.85817413835501,3,5,1,0
805,0,1,45.332416529588265,3,5,0,1
806,0,1,45.66920921165843,2,8,1,0
807,0,0,46.487312495171125,2,7,0,0
808,0,1,45.15470360684616,3,7,1,1
809,0,1,44.68366904120213,3,5,0,1
810,0,0,47.5075152462861,1,4,1,0
811,0,0,47.36599128091969,2,5,1,1
812,0,1,45.984719020433936,3,6,1,0
813,0,1,46.62136897517718,3,7,1,1
814,0,0,46.19091113897922,2,10,1,1
815,0,1,45.60997832199078,5,5,0,1
816,0,0,47.076707959774375,1,7,1,1
817,0,1,45.88658140238085,4,5,0,0
818,0,1,44.83897860774214,2,7,0,0
819,0,1,46.046114128032485,1,6,1,1
820,0,0,45.33686586699614,3,8,1,1
821,0,0,46.15182314055713,2,6,0,0
822,0,1,45.1684900165862,2,3,1,1
823,0,1,45.686240950293694,2,6,0,0
824,0,1,44.923015877126005,2,7,0,1
825,0,1,45.66741918260505,4,8,0,0
826,0,1,47.71211722099026,3,4,1,1
827,0,1,44.97285101316798,2,8,0,0
828,0,1,45.66063332403167,1,8,1,0
829,0,1,46.11249635538546,4,5,0,0
830,0,1,43.88638445926284,2,6,1,1
831,0,1,44.609556997244965,4,5,0,1
832,0,0,47.05061135034518,2,4,0,0
833,0,1,45.41983914110228,2,6,0,1
834,0,0,46.345867790075694,1,7,1,1
835,0,1,46.68990239393905,1,8,1,0
836,0,1,44.22657330931464,4,10,1,0
837,0,0,47.38502072833224,4,4,0,1
838,0,1,45.72820045259756,3,6,1,1
839,0,1,47.63468415799466,3,5,1,0
840,0,1,46.21222424599421,2,7,1,1
841,0,0,45.38861346002847,4,7,1,1
842,0,1,46.47345167309758,1,3,0,0
843,0,0,46.025364893858274,3,7,0,0
844,0,0,46.01767133888034,3,9,1,1
845,0,0,46.07023907116867,3,7,0,0
846,0,1,45.34067756575413,2,5,1,1
847,0,0,46.131445715298405,3,5,0,1
848,0,1,46.18402577706597,2,6,0,1
849,0,0,46.84745547081891,2,7,1,1
850,0,0,47.48093826646881,3,5,1,1
851,0,1,45.79923224754588,2,9,1,1
852,0,1,45.36662268254098,3,8,1,0
853,0,0,45.683313310622495,4,8,1,0
854,0,0,46.96662877524816,2,8,0,0
855,0,1,44.24164541540817,3,7,1,1
856,0,1,44.97938783869426,3,8,1,1
857,0,1,44.90082737992803,2,8,0,0
858,0,0,46.94614421561734,2,8,1,0
859,0,1,46.13231838418052,1,7,1,0
860,0,1,45.70043500063726,2,4,1,1
861,0,1,45.013477456692286,3,5,0,1
862,0,1,47.91579484997138,1,6,1,1
863,0,1,47.36421538149802,1,8,1,0
864,0,1,46.23887309983718,3,6,0,1
865,0,0,46.17378511882555,2,9,0,0
866,0,1,46.21003883744098,4,6,1,1
867,0,0,46.471519796027685,2,6,0,1
868,0,1,45.729676723178535,2,7,0,1
869,0,0,45.66687571050106,2,5,1,1
870,0,1,46.61136948659476,3,6,0,1
871,0,0,46.15310564423465,3,9,1,1
872,0,0,47.03619522065095,2,8,0,1
873,0,0,44.98198095594811,2,6,1,1
874,0,0,45.02728336009231,4,6,0,0
875,0,0,47.51720123360708,4,4,0,0
876,0,0,47.46670262796302,2,4,0,1
877,0,1,46.73589223600899,3,7,1,1
878,0,0,45.40494884667764,4,5,1,1
879,0,1,46.30902810290698,2,7,0,1
880,0,1,47.20190985545522,1,6,1,0
881,0,0,45.80078970913656,3,8,0,1
882,0,0,47.59702759142615,2,6,1,0
883,0,1,44.49970959432553,2,8,0,0
884,0,1,45.23836442454313,2,11,1,1
885,0,1,47.78688948615415,1,8,1,0
886,0,0,47.8466148373237,2,6,1,1
887,0,1,45.16712517181347,1,8,0,1
888,0,0,47.62233535964927,3,7,1,1
889,0,0,48.78469339180352,3,9,1,0
890,0,1,45.63078762981847,2,7,1,1
891,0,1,47.71078496636164,2,6,1,1
892,0,0,46.04719102517635,2,10,1,1
893,0,1,46.70143146961541,3,6,0,1
894,0,1,45.876775050035775,4,5,0,1
895,0,1,45.83841363652279,2,6,1,0
896,0,1,44.89188077393924,2,8,1,1
897,0,1,44.66333574467528,3,8,1,0
898,0,1,45.34510484602323,1,7,0,1
899,0,0,46.283371298389305,1,5,0,1
900,0,1,46.26465815554227,5,7,0,1
901,0,1,46.21910752642378,2,6,1,1
902,0,1,45.23363667668463,2,5,0,0
903,0,1,46.332861548329866,1,5,0,1
904,0,0,47.31186652515478,2,9,1,1
905,0,0,47.03446036565989,3,11,1,1
906,0,1,45.8580703202164,3,9,1,1
907,0,0,45.18990962796455,3,6,1,1
908,0,0,46.290280610139945,1,6,1,0
909,0,0,45.92464403185824,4,5,1,0
910,0,1,46.31189284206043,4,7,0,1
911,0,1,45.15961313832427,4,6,0,1
912,0,0,46.37289165700067,2,7,0,1
913,0,1,43.714746572332665,3,6,0,1
914,0,1,44.652339369150894,2,8,1,1
915,0,1,44.42718370459952,3,8,1,0
916,0,1,44.02132003929325,4,6,0,1
917,0,0,47.305708746916046,3,4,1,0
918,0,0,45.37703749811984,1,5,1,0
919,0,0,43.92117955948377,4,10,1,0
920,0,1,46.24258247619887,3,6,1,1
921,0,1,45.85132353194092,2,4,1,0
922,0,0,44.4280087306944,3,6,0,1
923,0,0,45.2729746658505,3,7,0,0
924,0,0,44.00337449876551,2,9,1,1
925,0,0,45.12763148588279,2,6,1,1
926,0,1,47.3637387550688,3,5,1,1
927,0,0,45.91440305450752,2,7,0,1
928,0,1,47.603433431914304,2,8,1,0
929,0,0,45.63695406163069,1,8,1,1
930,0,1,46.84729652163517,2,10,1,0
931,0,1,45.63806350875576,0,5,0,1
932,0,0,45.2907716218203,2,7,1,1
933,0,1,44.60530918436894,3,7,0,0
934,0,0,46.768665414870256,2,7,1,1
935,0,1,43.97516661940541,4,7,0,1
936,0,1,45.86594274359043,3,6,0,1
937,0,1,46.47418470206558,1,8,1,0
938,0,1,47.137756148552334,3,7,0,1
939,0,1,46.63838239469548,4,7,0,1
940,0,1,44.740465627620026,3,5,1,0
941,0,0,46.24054943963024,1,8,0,1
942,0,1,47.466466800830666,2,3,0,1
943,0,1,46.2594824832648,2,9,0,0
944,0,1,46.72648384769115,2,7,1,0
945,0,1,46.41711879001303,3,6,0,1
946,0,0,45.625468690728816,5,8,1,1
947,0,1,46.20111081222212,2,5,1,1
948,0,1,46.35158174556968,2,10,1,1
949,0,0,45.48124104327268,3,7,0,1
950,0,0,45.15548574863799,2,7,1,1
951,0,0,45.20592629866971,0,6,1,1
952,0,1,46.86308221576675,4,7,1,0
953,0,1,48.18900420491048,1,5,0,0
954,0,1,46.8086439521111,2,6,1,1
955,0,0,45.05336882496782,3,7,0,1
956,0,0,45.63386663745689,3,6,0,1
957,0,1,47.708847872423405,3,5,1,0
958,0,0,46.165581118692586,3,5,1,1
959,0,1,43.9517557488428,2,7,1,1
960,0,1,46.010428512783925,2,6,0,1
961,0,0,45.65912833990669,5,7,0,0
962,0,0,47.20537008478105,3,8,1,0
963,0,1,45.89377786184574,1,8,0,1
964,0,0,46.205680234823085,1,8,0,1
965,0,1,46.80812923918725,2,8,1,1
966,0,0,46.97063697559302,3,6,1,0
967,0,0,45.96490053922107,2,6,0,1
968,0,0,45.41343424325185,4,5,1,0
969,0,0,46.48438293652504,1,9,0,1
970,0,1,46.644524960812696,3,6,1,0
971,0,1,45.3051911431503,3,7,1,0
972,0,1,44.99281175001386,2,7,0,1
973,0,0,44.8268772099992,3,8,0,1
974,0,0,45.12292374974269,2,4,0,0
975,0,0,45.434992952700696,3,8,1,0
976,0,1,44.86390240087855,2,7,1,1
977,0,1,44.85450189043948,1,3,0,1
978,0,0,47.5596865781157,3,6,1,1
979,0,1,46.99237843262192,3,7,1,0
980,0,1,45.51136818254356,3,6,0,1
981,0,1,48.04388046009003,2,6,1,1
982,0,1,45.85653449736533,2,6,1,0
983,0,0,46.61759024484862,3,8,1,1
984,0,1,46.08762809620466,4,5,1,1
985,0,1,46.203560408498674,1,10,0,0
986,0,0,45.550622833108775,1,9,0,1
987,0,0,44.40794056792269,4,6,1,1
988,0,0,46.28839985917858,3,5,0,0
989,0,1,46.707060862244944,3,5,1,1
990,0,0,46.79328855545435,2,9,1,0
991,0,1,46.287446108235706,1,5,1,1
992,0,1,48.26106662546509,3,5,0,0
993,0,0,47.1214175962234,3,4,1,0
994,0,0,47.66280896951488,2,7,0,1
995,0,0,45.72150652757277,3,5,1,1
996,0,1,47.86774514793115,3,5,1,1
997,0,0,47.87542348948425,5,5,1,1
998,0,1,45.23504088094957,5,5,1,0
999,0,1,43.41202509034649,5,7,1,0
0,1,1,48.72032596546465,3,5,0,1
1,1,1,51.85331868336754,2,8,1,1
2,1,0,45.744030196398285,3,5,1,1
3,1,0,45.02906340953761,1,10,1,0
4,1,1,52.932169752733245,2,4,1,0
5,1,1,51.70306814601756,3,5,0,1
6,1,1,49.36403820411321,1,8,1,1
7,1,0,42.47506942773093,4,6,1,1
8,1,1,49.3505637991076,4,4,1,0
9,1,0,45.55913978106473,1,7,1,1
10,1,0,44.74393099590764,3,7,0,1
11,1,1,50.57959214047012,2,5,0,1
12,1,0,44.81139784443933,3,4,1,1
13,1,0,46.048837093389,2,6,1,1
14,1,0,46.618794352704775,1,7,0,1
15,1,1,49.94808373801974,4,4,0,1
16,1,0,42.94904549531425,4,6,1,0
17,1,0,44.87185986276044,2,9,1,0
18,1,0,43.74891324026095,0,11,1,1
19,1,0,44.86478369944244,2,7,1,1
20,1,0,44.93950802635513,2,6,1,1
21,1,0,44.853564257238745,3,8,0,0
22,1,1,51.70225299797611,2,9,1,1
23,1,0,44.75850093235671,3,5,0,0
24,1,0,44.11257553784046,2,6,1,1
25,1,0,45.18588096643614,1,9,1,0
26,1,1,50.646995650180735,2,1,1,0
27,1,0,45.65034465493203,2,7,1,1
28,1,1,51.78912836240077,2,5,1,0
29,1,1,52.97776419291071,1,8,1,1
30,1,1,50.6463427576854,3,8,1,0
31,1,0,44.78901380111324,3,6,1,0
32,1,1,52.25113052696061,3,5,1,0
33,1,0,45.59478216857687,3,8,1,0
34,1,1,50.783312135009965,2,6,0,0
35,1,1,51.57288131550444,2,9,0,0
36,1,0,44.95530495472667,4,7,1,0
37,1,0,46.25330830285324,2,6,0,0
38,1,1,51.286045526005694,2,7,0,1
39,1,0,44.90356432728586,2,8,1,0
40,1,1,53.120032901664295,1,6,1,0
41,1,1,51.14828186783967,1,7,0,0
42,1,0,44.45522674467121,2,7,1,0
43,1,1,48.34022661702888,4,7,1,1
44,1,0,46.13247799041764,3,7,1,1
45,1,1,50.71502483903341,3,7,1,1
46,1,0,46.95228327917844,2,3,1,1
47,1,1,52.185176854178565,1,5,1,1
48,1,1,52.49449662963746,3,7,1,0
49,1,0,46.23027484509949,3,4,0,0
50,1,1,50.36852785573647,2,7,0,1
51,1,0,43.261514843963866,2,9,1,1
52,1,0,44.49576837811873,2,5,1,1
53,1,1,51.04512603400436,3,6,1,1
54,1,1,51.29479831794002,3,5,0,1
55,1,1,50.84975675780079,0,7,1,1
56,1,1,48.46364768129847,3,8,1,1
57,1,1,50.165638360927154,1,7,1,0
58,1,1,50.21665945650449,1,8,1,1
59,1,0,44.99746887351164,2,7,0,1
60,1,0,43.22342882292356,4,8,1,0
61,1,0,44.72778093295521,4,5,0,1
62,1,1,51.50278712176883,2,8,1,0
63,1,1,50.63224365280579,3,6,0,1
64,1,1,52.19117911355473,3,6,0,1
65,1,0,45.25431936304124,4,5,0,0
66,1,0,46.09900041825696,4,8,1,0
67,1,1,49.642160404531566,3,8,1,0
68,1,0,44.18788579778391,4,4,0,1
69,1,0,45.97843659693368,1,6,0,1
70,1,0,44.04471590416677,4,4,1,0
71,1,0,45.52311644024502,3,4,0,1
72,1,1,51.02137912412436,2,7,1,1
73,1,1,51.85053989092497,3,8,0,1
74,1,1,50.65784236632808,3,8,0,1
75,1,0,45.566226311987954,2,6,1,1
76,1,0,45.84404413366729,3,6,0,1
77,1,1,50.75832065476437,2,6,1,1
78,1,1,51.11215333714064,3,5,0,0
79,1,0,44.244202104257496,3,7,1,0
80,1,0,45.85472324730881,2,6,1,1
81,1,0,43.39925734600567,1,12,1,1
82,1,1,51.261154607883,2,4,1,1
83,1,0,44.36028279881183,4,7,1,1
84,1,0,46.16509498772413,4,4,1,1
85,1,1,51.34090886165557,1,7,1,0
86,1,1,51.42113717907564,4,6,1,1
87,1,0,45.20237533556184,3,8,0,1
88,1,1,51.01176735107385,3,7,0,1
89,1,0,41.13531603689911,3,10,1,0
90,1,1,50.48644098953298,4,8,0,0
91,1,1,50.28542734994413,2,6,0,1
92,1,0,44.780970888819176,3,7,1,1
93,1,1,49.85371917830592,3,6,1,1
94,1,0,44.45327730988532,2,7,0,1
95,1,0,44.660735185051735,0,6,0,1
96,1,0,45.356094605670144,3,6,0,0
97,1,0,43.5631843679616,4,5,1,0
98,1,1,52.47645845042374,2,6,1,0
99,1,0,44.79301775438256,3,9,0,1
100,1,0,45.66469460599469,4,7,0,1
101,1,1,51.172956865810505,4,4,0,1
102,1,1,50.583748925790026,5,7,1,1
103,1,1,51.19896985561366,2,7,1,1
104,1,0,44.958988075702095,3,4,1,1
105,1,1,51.30604595941755,3,6,0,1
106,1,1,51.1057323836216,2,5,1,1
107,1,0,44.552419730837045,2,4,0,0
108,1,0,44.15230258169073,2,7,0,1
109,1,1,50.098911634418194,2,9,1,1
110,1,1,50.33048624509204,4,7,1,0
111,1,1,51.69126072981505,1,6,1,0
112,1,0,44.80918766538053,3,6,0,1
113,1,1,50.08786770019648,3,9,1,1
114,1,1,51.000917423681344,4,8,1,0
115,1,0,44.00953213532122,3,4,1,0
116,1,0,43.429622676456496,2,4,0,1
117,1,1,50.16104331778494,2,8,1,1
118,1,0,43.94856898836281,4,7,0,1
119,1,0,43.729913219079336,2,8,0,1
120,1,0,46.049941378987086,1,7,1,0
121,1,1,51.252148216342064,2,5,0,0
122,1,0,44.93097838953789,2,7,1,1
123,1,1,50.81866582248868,4,3,0,1
124,1,0,45.06372605396015,4,5,0,1
125,1,1,50.3590136758623,5,6,1,0
126,1,0,46.48374022442743,2,5,1,0
127,1,1,50.083645885488686,2,6,1,0
128,1,1,49.87600371834966,5,9,0,1
129,1,1,50.42466672478833,2,5,1,0
130,1,1,51.30289069036873,2,8,0,1
131,1,1,49.65532391710115,2,7,1,1
132,1,0,44.14049704695679,1,6,1,1
133,1,0,46.18127680537977,1,7,0,1
134,1,0,44.22657763690604,3,6,0,1
135,1,0,43.90614188867538,3,7,1,0
136,1,1,50.554444935509714,3,4,1,0
137,1,0,43.283942517088114,2,7,1,0
138,1,1,52.09972223683125,3,8,1,1
139,1,1,52.43995451150635,4,2,0,1
140,1,0,42.65243372309268,2,8,0,1
141,1,1,49.901105991648,2,7,1,0
142,1,0,45.12268886474441,1,12,0,0
143,1,1,52.27390674882852,1,3,1,0
144,1,1,50.51696185317172,2,6,1,1
145,1,1,52.43000725051167,3,7,0,1
146,1,0,44.60568508575494,1,5,1,0
147,1,0,44.76834935122949,1,6,0,1
148,1,1,50.51132141361928,4,9,1,0
149,1,0,44.21090311469828,2,4,1,1
150,1,0,44.51380684576338,4,6,1,0
151,1,0,45.030677398644166,3,5,1,0
152,1,1,52.45628362627745,2,5,0,1
153,1,1,49.42875191980371,2,7,0,0
154,1,0,44.669047353148805,2,8,1,0
155,1,1,50.8489671774363,2,7,1,0
156,1,1,51.66490152829149,2,4,1,1
157,1,0,44.66282450770158,2,4,0,1
158,1,1,50.449248107886014,2,9,1,0
159,1,1,49.85164929274543,3,6,1,1
160,1,1,51.01208120557971,2,3,1,1
161,1,1,51.05861812777482,4,8,0,0
162,1,1,51.25424105970605,3,5,1,1
163,1,1,50.21982065959079,4,8,0,1
164,1,1,50.505457353979246,2,4,1,0
165,1,0,44.19411149178213,2,7,0,1
166,1,0,43.15581559495872,3,8,0,1
167,1,0,45.26990121939141,1,7,1,0
168,1,0,43.45395064873311,2,8,0,1
169,1,1,50.17813151550016,2,3,1,0
170,1,0,44.286468679641935,3,8,1,1
171,1,1,50.40505425501803,4,5,0,1
172,1,0,45.9813139542754,3,5,1,0
173,1,1,50.6441363048033,2,5,0,1
174,1,0,45.30109815981143,3,6,0,0
175,1,1,49.914005418887314,2,6,1,1
176,1,0,47.06603336019087,3,3,0,0
177,1,0,45.417921574899545,2,4,1,0
178,1,0,44.67434366928304,4,5,0,0
179,1,0,43.17949170399432,2,5,1,0
180,1,0,44.91804303555284,2,8,1,0
181,1,1,48.47767642722675,4,7,1,0
182,1,1,50.44507739945641,1,9,1,0
183,1,0,45.23073321837904,4,7,0,0
184,1,1,52.25554535481973,3,8,1,0
185,1,1,50.65598403128322,4,4,0,1
186,1,1,50.76619072104073,3,6,0,0
187,1,0,46.82255572912178,1,6,1,0
188,1,1,51.8024430873981,4,6,1,1
189,1,1,50.77378674821501,2,12,1,0
190,1,0,44.72726064406044,1,8,0,1
191,1,1,52.21503569985154,3,4,1,0
192,1,1,49.90486967199232,2,8,0,0
193,1,1,50.39602927772271,2,7,1,1
194,1,0,45.05125120964811,2,4,0,1
195,1,1,53.086164371491286,4,5,0,1
196,1,0,44.06186339183236,1,2,1,1
197,1,0,42.91877845779352,1,6,1,1
198,1,0,44.53406386878931,2,4,0,1
199,1,1,50.79456200920935,2,7,1,1
200,1,1,49.94233119884911,3,5,1,0
201,1,1,51.15974995283804,3,7,0,1
202,1,1,50.872798449159,3,3,1,1
203,1,1,49.331142377983966,5,5,0,1
204,1,1,50.66723448159774,4,6,0,1
205,1,0,45.679916713920704,2,5,0,0
206,1,0,46.43618898513883,3,10,0,1
207,1,1,51.007417125697934,2,5,1,0
208,1,1,51.03653336432902,2,6,1,1
209,1,0,44.47398345697917,4,8,1,1
210,1,0,45.56505161392155,1,7,1,1
211,1,1,49.763848268066816,0,5,1,1
212,1,0,43.22306138289266,3,7,1,0
213,1,1,52.09729316213829,1,5,1,0
214,1,1,50.82454090797103,1,5,0,1
215,1,0,42.92988718382546,3,5,1,1
216,1,1,48.99030991209434,3,4,0,1
217,1,1,51.22538281008672,1,7,1,0
218,1,0,44.18824265425239,2,6,0,0
219,1,0,45.22294010355929,2,5,1,1
220,1,0,44.20298204933838,1,5,0,1
221,1,0,44.60268712197509,2,8,1,1
222,1,0,44.89038403796946,2,8,1,1
223,1,0,44.80692862443326,2,5,0,0
224,1,1,51.09300217288698,3,4,0,1
225,1,1,51.36578581394829,1,7,1,0
226,1,0,44.37396601946863,2,6,0,1
227,1,0,43.89967683895595,1,9,1,0
228,1,0,45.11645666995544,3,7,1,1
229,1,0,45.12452064541014,4,6,1,1
230,1,1,51.33375998485716,2,6,0,1
231,1,0,43.71248135211698,2,4,1,1
232,1,0,43.72555815312944,2,4,1,0
233,1,0,44.1868062115609,1,7,1,1
234,1,1,50.69158969158077,4,8,1,1
235,1,0,45.06995714023191,3,4,0,0
236,1,0,44.1765963887765,4,5,1,1
237,1,1,51.05678862708744,3,6,1,0
238,1,1,52.002182501471566,2,7,1,1
239,1,0,44.12708657561534,3,5,1,0
240,1,1,51.85452063888623,2,4,1,1
241,1,1,49.36216063766395,1,6,1,1
242,1,1,51.876217174451455,2,7,1,1
243,1,0,45.038171236458325,4,5,1,1
244,1,1,50.727115448319424,2,7,1,0
245,1,1,50.84571878096592,3,5,1,1
246,1,1,50.854675392733895,3,6,1,0
247,1,1,50.41922116851698,1,6,1,1
248,1,1,52.52957838587885,2,6,1,1
249,1,0,43.01095682604343,2,6,1,0
250,1,1,50.99640357002061,1,4,0,0
251,1,1,51.58191948670096,4,6,1,1
252,1,0,44.1998005842123,3,8,1,1
253,1,0,45.87716646317226,2,5,1,1
254,1,1,51.50893130331247,4,9,0,1
255,1,1,49.82833845897795,2,6,1,1
256,1,0,44.90989881925379,2,9,0,0
257,1,1,50.94314476183151,5,6,1,0
258,1,0,44.7620814705998,2,2,0,0
259,1,1,49.56690844853063,4,5,1,1
260,1,1,52.34529468317543,1,7,0,0
261,1,1,50.9863533540603,4,6,1,1
262,1,0,43.72268554780953,4,7,1,0
263,1,0,46.012598359406944,1,4,0,1
264,1,0,46.03869665523126,3,6,0,0
265,1,1,52.5003614098403,0,5,1,1
266,1,0,45.2391633709916,1,6,0,0
