defendant_id,post_intervention,rehabilitation_program,reoffending_rate,defendant_age,previous_convictions,legal_representation,financial_status
631,0,0,52.02072529471864,3,8,0,1
632,0,1,51.80865355636037,3,5,1,0
633,0,0,53.26073137756463,3,7,1,0
634,0,1,51.77345313952827,1,6,1,0
635,0,0,51.32388864537131,3,6,0,1
636,0,1,50.78800446431568,4,6,0,0
637,0,1,51.86890532143031,3,8,0,0
638,0,1,48.82058881424409,5,9,0,1
639,0,0,51.74545348204702,2,6,0,0
640,0,1,50.41440363322817,2,8,0,0
641,0,0,51.67262027994872,3,7,0,0
642,0,1,49.4280166539904,4,9,0,1
643,0,0,52.516365144666125,2,6,1,0
644,0,0,51.933823816978254,3,3,1,0
645,0,1,51.0650240614495,1,5,0,0
646,0,0,51.44404888165917,4,6,0,0
647,0,0,51.94435653607657,2,9,0,1
648,0,1,51.96237572233284,3,11,0,0
649,0,1,50.162274189817246,2,4,0,0
650,0,1,52.78676444979692,1,5,1,1
651,0,1,50.83903409049192,3,5,0,0
652,0,1,51.81578804111114,0,6,0,1
653,0,0,51.52887814816541,2,6,0,0
654,0,0,50.37809695828726,2,9,1,0
655,0,0,50.60312793307667,2,5,0,1
656,0,1,49.984327055751095,3,6,0,0
657,0,0,53.97630755416726,3,4,0,0
658,0,1,52.41871057507736,2,7,1,0
659,0,1,50.95107976699604,3,4,0,0
660,0,1,51.43858288419587,2,4,1,1
661,0,1,50.00846312541238,2,9,0,0
662,0,0,53.898012332988365,2,8,0,1
663,0,1,51.97643588324868,2,6,1,0
664,0,0,52.345696002359865,2,6,0,0
665,0,1,49.26155730931808,3,8,0,1
666,0,0,53.11143599492934,2,6,0,0
667,0,0,49.70420497086419,2,7,1,0
668,0,1,49.44591500226833,2,5,0,0
669,0,1,52.45444851904512,2,4,0,1
670,0,0,52.4697022735783,1,8,0,1
671,0,1,50.94573443818862,2,6,0,0
672,0,0,51.41676202699497,2,3,0,1
673,0,0,52.23690081738104,4,5,0,0
674,0,0,51.04684730196976,3,7,1,0
675,0,1,52.3009111835714,3,8,1,0
676,0,1,51.70964902526861,3,5,1,0
677,0,1,50.2845455818124,1,6,0,0
678,0,0,53.67793837175164,4,8,0,1
679,0,0,51.683007633233,3,4,1,0
680,0,0,50.60495596586369,4,8,0,0
681,0,1,50.11965681198808,3,8,1,0
682,0,0,52.480773862674766,4,5,1,1
683,0,0,50.19454125937676,3,5,0,0
684,0,1,50.21235086028213,3,8,1,1
685,0,1,50.07361954521303,4,6,0,0
686,0,1,51.811022710839445,1,9,0,0
687,0,1,51.33475033545606,3,6,0,0
688,0,1,52.46809708985241,3,10,0,1
689,0,1,52.35349310639897,2,4,1,0
690,0,0,52.22564834168252,2,4,0,0
691,0,0,52.40378413342931,2,7,0,0
692,0,0,52.16297743616046,1,6,0,0
693,0,0,50.05274418277003,2,9,0,0
694,0,0,51.31928911180478,1,7,0,0
695,0,1,50.9884246124266,1,9,0,0
696,0,0,51.74165625149836,3,7,0,0
697,0,1,51.42912882515594,2,6,0,1
698,0,0,50.74096658922087,2,9,1,0
699,0,0,50.75174779548044,4,7,1,0
700,0,1,50.60812450857561,4,8,0,1
701,0,1,50.08835881862148,2,8,1,0
702,0,1,51.7432323349184,2,8,0,0
703,0,1,50.80843000977189,2,8,0,0
704,0,1,50.99737929651385,3,4,0,1
705,0,0,49.951782174412045,3,7,0,0
706,0,0,51.32803844329063,3,8,1,0
707,0,0,51.75596337591762,1,7,0,0
708,0,0,52.06174927526845,3,7,0,0
709,0,1,51.61068437453568,4,6,0,0
710,0,1,52.26058996688135,2,6,0,0
711,0,1,51.40302336111274,2,4,0,0
712,0,1,50.14001679059836,3,7,0,0
713,0,0,52.653103812161966,3,9,1,0
714,0,1,50.01573765714248,3,8,0,0
715,0,0,53.179063878502106,2,7,0,0
716,0,1,52.30473698796157,1,8,1,0
717,0,0,50.51827046831135,2,8,1,1
718,0,1,50.66395119029942,4,10,1,1
719,0,1,53.06231298307332,3,8,1,1
720,0,0,52.421094758645104,2,5,0,0
721,0,1,50.64545052865953,2,3,0,0
722,0,1,50.056630375879706,3,9,0,0
723,0,0,51.73012962801384,2,7,0,1
724,0,0,50.28495004775142,4,9,0,0
725,0,0,51.27224538618803,3,7,1,0
726,0,1,51.74510821398315,2,8,1,1
727,0,1,49.92046111676723,2,11,0,0
728,0,0,53.081412869439504,2,6,1,1
729,0,0,54.80517638066849,2,7,0,0
730,0,0,51.80434382063207,2,6,0,0
731,0,1,50.84432895641088,4,6,0,0
732,0,0,51.05364280926493,2,5,0,0
733,0,0,50.93202951065082,4,9,1,0
734,0,0,49.95859780661241,2,3,0,0
735,0,1,51.74993864212973,1,7,0,0
736,0,0,53.04858743377984,3,9,0,0
737,0,1,51.085681150918894,3,7,1,1
738,0,0,53.88252278144754,1,8,0,0
739,0,0,52.827895306302366,2,4,1,0
740,0,1,52.51583390979709,2,7,0,0
741,0,1,53.25109206695981,3,9,0,0
742,0,0,52.27367893864566,4,7,1,0
743,0,0,52.00963488657348,3,5,1,1
744,0,1,51.575567365521856,2,6,0,0
745,0,1,51.18449852864776,2,10,0,1
746,0,1,49.48874170154402,3,6,0,0
747,0,0,51.50346360626591,3,7,1,1
748,0,0,52.450888017245056,2,6,1,1
749,0,1,50.91317131966969,2,8,1,0
750,0,1,51.960632541530565,2,6,0,0
751,0,1,51.10094183324884,3,4,0,0
752,0,0,51.58052015962716,2,5,1,0
753,0,1,49.88031598371333,3,9,0,0
754,0,1,52.45830773300076,3,8,0,0
755,0,1,50.85444648037468,3,9,0,1
756,0,1,52.36973789512436,3,6,0,0
757,0,0,51.40852807238963,3,8,1,0
758,0,1,50.552244549911855,4,6,0,0
759,0,1,50.19857269056541,3,7,0,0
760,0,0,52.96449235375137,3,5,0,0
761,0,1,50.890946361862056,3,6,0,0
762,0,0,53.19852306713905,3,8,1,0
763,0,0,50.643315521762005,3,7,0,1
764,0,0,53.16914233803175,0,7,0,0
765,0,1,50.41216667735648,5,6,0,0
766,0,0,51.949722421632806,1,7,0,0
767,0,1,50.49850938949215,3,3,0,0
768,0,1,51.33265757667256,3,6,1,0
769,0,1,51.19546829702748,2,5,0,0
770,0,0,52.20614243810624,2,7,0,1
771,0,1,52.422704464265685,2,6,1,1
772,0,0,52.508870882320245,3,7,1,1
773,0,0,52.5772421324788,3,6,1,0
774,0,1,49.58555138079511,3,6,0,0
775,0,1,51.2310282049448,2,7,0,0
776,0,0,51.92328115833022,1,5,0,0
777,0,0,51.26917309357182,1,9,1,0
778,0,1,52.02801005988328,2,7,0,0
779,0,1,51.26700096864249,2,3,1,0
780,0,0,51.348004704277,3,7,1,1
781,0,1,51.918881045939294,2,9,0,0
782,0,1,50.54335980603529,2,6,1,1
783,0,1,51.18181091373808,3,6,1,0
784,0,0,52.82682907470196,3,6,0,1
785,0,1,52.09665491359979,4,8,0,0
786,0,1,52.84363444974745,1,6,0,1
787,0,1,51.43791119443427,3,5,0,1
788,0,0,52.02353780460812,3,7,1,0
789,0,1,51.901845959616885,1,6,1,0
790,0,0,52.565416023779854,2,6,0,0
791,0,0,51.59774196990096,3,6,0,1
792,0,1,50.303769553676325,3,4,0,0
793,0,0,53.09731095976135,2,7,1,0
794,0,1,50.92700407745791,1,4,1,1
795,0,0,53.32791724226684,4,6,0,0
796,0,1,51.42676061019205,2,9,1,0
797,0,1,50.0780559804048,3,8,0,0
798,0,1,51.66262360770562,1,7,0,1
799,0,0,53.57958586873991,2,7,0,0
800,0,1,51.61187684586372,3,7,0,0
801,0,1,50.87644763727734,5,5,0,1
802,0,1,52.31246576028036,1,4,1,0
803,0,0,53.38280764385326,2,5,0,1
804,0,1,50.93713982015106,4,8,0,0
805,0,1,47.734046377231536,3,6,1,1
806,0,0,51.11629004560022,3,5,0,0
807,0,1,53.23525153627411,3,6,0,0
808,0,1,52.05473307269816,1,8,0,1
809,0,1,50.46671851312809,2,6,1,0
810,0,1,51.515098807756935,4,7,0,1
811,0,0,50.14740109079662,3,6,1,0
812,0,1,50.50283874756106,3,9,0,0
813,0,1,53.72668745804749,0,5,0,1
814,0,1,49.100670540283375,5,4,0,0
815,0,1,50.4268944847531,3,8,0,1
816,0,0,52.564977895448834,2,6,0,0
817,0,0,51.86020369101202,4,6,1,1
818,0,1,51.0940745961649,3,7,0,1
819,0,0,52.25858520310487,4,5,0,0
820,0,1,52.01815093019802,3,6,1,0
821,0,1,51.06571327016612,2,6,0,0
822,0,0,51.657886305178806,3,7,1,1
823,0,1,53.22259102628427,1,6,1,0
824,0,1,53.661869475697344,1,6,0,0
825,0,1,50.52597955259137,2,7,0,0
826,0,1,52.804941057594135,1,7,0,0
827,0,0,53.40449118774973,4,4,0,0
828,0,1,49.80273607869197,1,9,0,1
829,0,0,50.89059919772613,3,5,0,0
830,0,1,51.69313209783383,3,6,0,0
831,0,1,51.204675797659,2,9,0,0
832,0,1,51.64953458386325,3,4,0,0
833,0,1,50.144306848519285,3,10,1,0
834,0,1,51.57899834764232,3,6,0,0
835,0,0,53.0375503340634,4,3,0,1
836,0,0,53.50220507949164,3,5,1,0
837,0,1,50.01278053488932,4,7,0,0
838,0,1,48.74409325384825,3,6,0,0
839,0,0,52.50373011906222,3,7,0,0
840,0,1,50.9195784305588,2,7,0,0
841,0,1,51.19574547471712,2,8,0,0
842,0,1,50.81851761964269,2,5,0,0
843,0,0,51.736334769793416,2,6,0,0
844,0,1,52.77465116346822,3,5,1,0
845,0,1,50.310602047202046,3,5,0,0
846,0,1,51.58122812883072,2,5,0,0
847,0,0,51.77843610267404,4,4,0,0
848,0,0,52.20977615544453,3,8,1,0
849,0,0,52.25906747582077,5,5,1,0
850,0,0,52.40092871473986,3,6,0,0
851,0,1,51.36865656832547,1,4,0,1
852,0,0,53.7128612762473,3,9,1,0
853,0,1,52.43563168516739,3,6,0,0
854,0,0,52.64203034461485,1,6,0,1
855,0,1,50.18955446226882,2,7,1,1
856,0,0,52.23559481453564,4,6,0,1
857,0,1,50.51872199132755,2,3,0,1
858,0,0,52.42844198857594,3,6,1,0
859,0,0,52.364975458716415,2,7,0,0
860,0,1,50.62071392463734,3,6,0,0
861,0,0,50.93080015146385,3,8,0,1
862,0,0,51.87823477503317,3,5,1,1
863,0,0,51.71508273166898,0,4,1,0
864,0,0,51.74951496624582,3,8,0,0
865,0,1,52.638801698639966,3,6,1,0
866,0,1,53.31251286575871,3,6,1,0
867,0,1,53.51164871071587,3,7,1,0
868,0,1,51.677448914062055,3,8,1,1
869,0,0,52.14925244758482,3,7,0,0
870,0,0,52.60103424328715,2,7,1,1
871,0,1,50.7795594015861,2,8,1,1
872,0,1,49.881266691620056,4,4,0,1
873,0,1,50.951437122364354,2,8,0,0
874,0,1,50.66470638686512,3,7,0,0
875,0,1,51.67176849186748,2,6,0,1
876,0,1,51.52550065988288,2,6,0,0
877,0,0,52.225034382724,4,7,0,0
878,0,1,50.80435787430464,2,8,1,1
879,0,1,49.55180194231962,3,8,1,0
880,0,1,51.60184517969123,2,7,0,1
881,0,0,51.12940553352276,2,10,0,0
882,0,0,52.81188028027012,1,6,0,0
883,0,1,51.40764098517698,3,9,0,0
884,0,0,50.745777445471184,3,6,0,1
885,0,1,51.36655137517098,2,6,0,1
886,0,1,52.104624430794445,1,6,0,0
887,0,1,51.95150644039005,2,7,0,0
888,0,0,52.76172257266226,4,2,1,0
889,0,0,53.1122678342144,4,8,0,0
890,0,1,51.90489142275552,3,5,0,0
891,0,1,52.40142107021304,2,7,0,0
892,0,0,52.91733939756261,3,8,0,0
893,0,1,52.87723091223601,3,7,1,0
894,0,0,51.897785909857255,3,7,0,1
895,0,1,50.18099682419826,1,8,0,0
896,0,1,49.54385062291304,2,4,0,0
897,0,1,51.6255141411672,2,6,0,0
898,0,0,51.94615445984709,3,9,0,1
899,0,1,50.61353903718455,2,6,1,0
900,0,1,51.464794685285085,1,5,0,0
901,0,1,52.39965207739981,2,7,0,0
902,0,1,50.28754250935726,1,5,0,1
903,0,0,51.47418636980836,2,6,0,0
904,0,1,52.02182389534296,3,6,1,0
905,0,0,52.770881913102144,2,4,1,1
906,0,1,52.741272923090136,3,6,0,1
907,0,1,51.77100560093221,3,7,0,0
908,0,1,49.69101131117659,3,5,1,0
909,0,0,52.013428256713794,2,6,1,1
910,0,0,53.04608840315572,2,6,0,0
911,0,0,53.210254754514985,3,7,0,1
912,0,1,51.2458639938623,2,4,0,0
913,0,0,52.07672059027439,4,5,1,1
914,0,1,50.45060958712765,1,8,0,1
915,0,1,52.339759997606194,2,7,0,0
916,0,0,52.007919023187,3,7,0,1
917,0,0,52.2450648348144,3,7,0,1
918,0,1,52.41481295475435,2,11,0,0
919,0,1,51.31706593308888,2,2,0,0
920,0,1,52.32218064092828,2,7,1,0
921,0,0,51.78771212148674,2,5,1,0
922,0,0,53.71835593558394,1,7,0,0
923,0,0,51.4554156014889,2,6,0,0
924,0,1,53.16633906004764,4,6,1,0
925,0,1,51.97432143870795,1,7,1,1
926,0,1,53.12962136286772,2,2,0,0
927,0,1,52.376993477910176,2,6,0,0
928,0,1,50.34591197698104,1,5,0,0
929,0,1,53.50585640633777,2,5,1,0
930,0,0,52.25513199831288,3,10,0,1
931,0,1,50.57689849278424,2,7,1,0
932,0,1,50.82184105205228,2,8,0,1
933,0,0,52.04882434512555,0,7,0,1
934,0,1,49.63822821085186,3,3,1,0
935,0,0,50.97618678702028,2,5,1,0
936,0,0,50.94507187271069,4,1,0,0
937,0,1,51.66805533992319,2,8,0,0
938,0,0,52.22906326958264,2,9,0,0
939,0,1,52.245446539740165,4,6,0,0
940,0,1,50.89441420810223,2,6,0,0
941,0,1,52.28434491972848,3,7,0,0
942,0,1,51.50703833889023,3,8,0,0
943,0,1,48.90955065939358,3,7,0,1
944,0,1,51.15783948036744,3,8,1,0
945,0,0,53.082601184310086,2,8,1,1
946,0,1,51.72425729697267,4,7,0,0
947,0,1,52.69555167479883,1,4,1,0
948,0,1,50.66000938811126,3,4,0,0
949,0,1,51.70447261889132,5,8,0,0
950,0,0,52.654835208744025,5,7,1,0
951,0,0,51.74183007606921,3,7,1,1
952,0,1,51.89907824862578,3,4,0,0
953,0,0,52.881070534551775,3,5,0,1
954,0,0,52.06225089776555,3,6,0,0
955,0,1,51.352305684477095,4,5,0,0
956,0,0,52.60751678535685,2,5,0,0
957,0,0,51.80887661384197,2,7,0,0
958,0,1,51.18925598421513,3,8,0,1
959,0,1,52.022890710597,3,6,0,0
960,0,1,50.69223637167408,4,4,0,0
961,0,0,53.47733697688093,3,9,1,0
962,0,1,50.5785316486617,3,4,0,0
963,0,0,53.17532658933253,3,7,0,1
964,0,0,51.92018717391422,2,7,1,1
965,0,1,50.625669659445286,3,6,0,1
966,0,0,50.32980933440548,3,8,0,0
967,0,1,51.27946835198049,2,6,1,0
968,0,0,52.00447882044199,3,7,1,0
969,0,0,51.35384875420797,1,6,0,0
970,0,0,51.042848912889255,2,4,0,0
971,0,0,51.95108715510433,2,5,0,1
972,0,1,51.27566530237308,3,9,0,0
973,0,0,52.44136873074643,2,8,1,0
974,0,0,52.96659213551456,2,5,1,1
975,0,0,51.49994795534244,3,6,0,1
976,0,0,51.98985168454551,5,10,1,1
977,0,1,49.94486944174791,1,8,1,0
978,0,1,49.14698764265381,3,9,0,0
979,0,0,51.002813865675925,1,9,0,1
980,0,1,50.73609528012258,2,8,0,0
981,0,0,53.80656500042859,3,5,0,0
982,0,0,53.198215326069146,3,6,1,0
983,0,1,50.23059491493983,4,5,0,0
984,0,0,52.78928579020266,2,7,1,1
985,0,1,51.09897504348205,4,10,0,1
986,0,1,51.223075619081285,2,7,0,1
987,0,0,52.31905279096938,3,10,0,0
988,0,1,51.27161306887099,4,8,1,0
989,0,1,52.18365487946367,2,6,1,0
990,0,1,52.17075785752768,3,8,0,0
991,0,0,51.021760924380914,3,6,0,1
992,0,0,51.8994777180209,3,4,0,0
993,0,0,51.96692321061581,3,8,0,0
994,0,0,51.00324826869268,2,9,0,1
995,0,1,52.29517322591719,1,5,0,0
996,0,0,52.19319497361646,3,8,1,0
997,0,1,51.40634848406234,0,6,0,1
998,0,1,51.13032259702432,2,6,0,1
999,0,1,51.85062395251551,3,8,0,1
0,1,0,50.986230076981,3,5,0,1
1,1,1,59.29367074627071,1,10,1,0
2,1,1,55.765041477127006,3,6,0,0
3,1,1,57.00449196920369,5,5,1,1
4,1,0,50.32556217229533,2,7,0,0
5,1,0,52.16767706539596,1,7,0,1
6,1,1,57.28976620685472,1,6,1,0
7,1,0,52.70189919146911,3,6,0,0
8,1,0,52.38809631192472,2,7,1,0
9,1,1,57.35924025648685,3,8,0,0
10,1,1,59.15313945847455,3,7,1,0
11,1,0,50.03025993860558,2,5,1,0
12,1,0,50.803471151535376,1,7,0,0
13,1,1,56.0055243315094,2,6,1,0
14,1,0,51.38700877739986,2,6,1,0
15,1,0,51.28033643149495,3,4,0,0
16,1,1,57.81969902190809,3,6,0,0
17,1,1,56.6474307518638,4,7,0,0
18,1,0,50.85295466217902,3,8,1,0
19,1,1,57.35824168369144,0,2,0,1
20,1,0,50.68213258271111,2,8,1,1
21,1,1,57.55518571372166,3,7,0,0
22,1,0,49.69970503845114,4,9,0,0
23,1,1,56.80511469271934,1,7,0,1
24,1,0,49.188488868061135,1,6,0,0
25,1,1,57.58367353948161,4,6,0,1
26,1,1,57.47504461939609,2,11,0,0
27,1,1,58.05568808893519,2,8,0,0
28,1,1,57.39094260377901,1,7,1,0
29,1,0,52.765827215495854,2,8,0,0
30,1,0,53.0734216886731,5,7,0,0
31,1,1,59.41889679115549,4,8,1,0
32,1,1,57.89209084737019,5,8,0,0
33,1,1,56.0696696549258,1,7,1,0
34,1,1,56.733500809942186,3,8,1,1
35,1,0,50.48449953874459,2,6,0,0
36,1,1,55.87186343337626,3,9,1,0
37,1,1,57.09890173888873,2,4,0,0
38,1,0,49.8069922305171,5,5,0,1
39,1,0,51.61659442785144,4,3,0,0
40,1,1,58.5127568435383,3,7,0,0
41,1,0,51.88599472605328,2,8,0,0
42,1,0,51.28680363658533,2,5,0,1
43,1,0,51.60406966855855,0,6,0,0
44,1,0,50.32224889475783,1,10,1,0
45,1,1,55.64547402477741,1,10,1,0
46,1,0,48.42063636817736,4,7,0,0
47,1,0,50.94881600042584,3,10,0,1
48,1,0,51.9616537053385,1,4,1,1
49,1,1,58.0958431929276,3,5,1,0
50,1,1,56.43313700555325,4,5,1,0
51,1,1,59.57247154314629,3,4,0,0
52,1,1,58.262998775647546,2,7,1,0
53,1,0,51.053138645299015,1,4,1,1
54,1,1,57.452016695830245,3,5,1,1
55,1,0,50.74851705099294,2,6,1,0
56,1,1,59.2556078629782,0,9,0,0
57,1,0,50.71850269672786,2,7,1,0
58,1,0,51.95867368145773,2,7,1,1
59,1,1,58.249524013193536,1,6,0,1
60,1,1,57.425228001812734,2,7,1,0
61,1,0,52.42566815566812,2,7,0,0
62,1,0,51.01960576403472,3,6,1,1
63,1,1,58.35404209697157,3,7,1,0
64,1,1,55.59367469823725,2,7,0,0
65,1,1,59.22840116783743,4,6,0,0
66,1,1,57.53270297289799,3,5,0,0
67,1,0,51.20107659998202,2,8,0,0
68,1,0,51.76620720846038,4,5,0,0
69,1,1,56.83766030130067,4,5,0,1
70,1,1,56.23050598448727,3,5,1,0
71,1,1,55.87786034118731,1,3,1,0
72,1,0,51.99302803024339,2,5,1,1
73,1,1,57.09396687618269,2,5,1,1
74,1,0,50.91793615493406,3,4,1,0
75,1,0,51.79659101935638,3,10,1,1
76,1,1,57.28553035912791,3,5,0,0
77,1,1,55.91665049304967,2,7,0,0
78,1,1,56.1911174925184,4,9,1,0
79,1,1,57.29947955752072,3,9,1,0
80,1,1,57.24511742374454,1,6,0,1
81,1,1,57.25640206962044,3,5,0,1
82,1,0,53.3024049222468,1,7,0,0
83,1,0,48.84700594891327,4,5,0,0
84,1,0,49.7461401824218,4,6,1,1
85,1,1,56.852776004856295,3,6,0,0
86,1,0,50.48283893631238,4,5,1,0
87,1,1,56.4982491625706,2,8,0,0
88,1,0,50.57070710308345,4,7,0,1
89,1,1,56.39890480923302,2,7,0,0
90,1,1,57.880370124883406,3,8,0,1
91,1,0,51.09025179045743,4,6,1,0
92,1,1,58.92203221686006,3,9,1,0
93,1,0,51.43207721646056,3,6,0,1
94,1,0,50.93236701000936,3,7,1,0
95,1,0,51.59123839945568,2,6,0,0
96,1,1,55.77215608210063,4,5,0,0
97,1,1,57.81380399350752,3,6,1,0
98,1,0,53.29750893976354,2,5,1,1
99,1,1,55.580795097969535,3,7,1,0
100,1,1,54.70196456719965,4,6,1,0
101,1,0,51.44351980351843,2,6,1,0
102,1,0,51.81358763376488,2,7,0,0
103,1,1,57.16840964398665,2,7,0,0
104,1,1,55.88275243459236,2,7,0,0
105,1,0,51.04554394286424,3,7,0,0
106,1,0,51.672995533276165,3,5,0,0
107,1,0,50.27416376667167,3,7,0,0
108,1,0,50.98539116568299,4,6,0,0
109,1,1,54.669938893758136,3,5,1,1
110,1,1,55.30058585866336,4,7,0,0
111,1,0,49.712608335078215,3,6,0,0
112,1,0,51.778539917411365,3,7,0,0
113,1,1,56.975145666765535,3,6,1,0
114,1,0,50.003363150570976,2,8,0,0
115,1,1,57.59431331388223,3,7,1,0
116,1,1,56.9341089908916,2,2,0,0
117,1,1,55.91401946625481,3,6,1,1
118,1,1,57.61753141638843,3,11,0,1
119,1,0,49.46662920067956,3,7,0,0
120,1,1,57.89597010116013,2,7,0,1
121,1,0,51.06255969258745,3,7,1,0
122,1,0,53.58007093368912,2,7,0,0
123,1,0,50.531959727282384,2,7,1,0
124,1,0,51.2958346716254,1,4,0,0
125,1,1,56.999526948523474,3,7,0,0
126,1,1,57.72289944800024,1,8,1,1
127,1,1,55.63680598413384,1,9,0,1
128,1,0,51.69218826785787,3,9,1,0
129,1,0,49.71209423232008,3,7,0,1
130,1,1,57.496725347215815,2,6,0,0
131,1,1,56.293941438696805,2,8,0,0
132,1,1,56.083031700236845,4,8,0,0
133,1,1,57.17902158226899,3,7,0,0
134,1,1,56.96730833854202,3,7,0,0
135,1,1,56.52709766989473,3,9,0,1
136,1,0,51.379628460525126,2,6,0,0
137,1,1,57.18287547742639,3,10,1,0
138,1,1,57.59420833586172,2,4,0,1
139,1,1,57.212031240109,4,6,0,0
140,1,1,57.4021223749896,3,5,1,0
141,1,1,58.11385230758098,3,7,0,0
142,1,0,51.848786248026265,2,3,1,0
143,1,1,56.153890047039134,2,6,0,0
144,1,1,57.04680173734793,0,5,0,0
145,1,1,57.39374330204109,5,8,0,0
146,1,0,50.753957393862336,1,10,1,1
147,1,1,57.317761207833,2,7,0,0
148,1,1,56.73990999053377,3,7,0,0
149,1,0,52.3545189125848,3,5,0,0
150,1,0,50.34441966325514,3,7,0,0
151,1,1,57.66095020892315,2,5,0,0
152,1,0,50.52934353762474,2,8,1,1
153,1,1,56.78585755624752,3,6,0,0
154,1,0,51.731480667563694,1,8,0,1
155,1,1,59.70014471281272,1,6,0,1
156,1,1,56.53504874108515,0,6,0,0
157,1,1,56.57197412753481,4,9,0,0
158,1,0,51.56704814791647,3,9,0,1
159,1,1,57.51322933338228,4,6,0,0
160,1,1,55.94416726342619,4,10,1,0
161,1,1,57.34016403600484,3,6,0,0
162,1,0,51.42780912683166,2,6,0,1
163,1,1,56.830533184225,1,4,0,0
164,1,0,51.47079961412837,0,6,0,0
165,1,0,49.65188050743715,4,7,0,0
166,1,1,58.48688602226616,2,6,0,0
167,1,1,57.05792672082698,4,8,0,0
168,1,0,51.29306407167796,3,8,0,0
169,1,0,51.68303467213936,2,7,0,0
170,1,0,51.79006891750692,4,6,0,0
171,1,1,56.75376711386281,2,4,1,0
172,1,0,49.70742519573759,2,9,0,1
173,1,0,50.37586858573941,4,9,0,0
174,1,0,49.99613554049054,2,6,0,0
175,1,1,57.868691664226326,2,5,0,1
176,1,0,51.41152526977702,3,3,0,0
177,1,0,51.13085998851255,3,6,1,1
178,1,0,51.11255981741947,1,6,0,1
179,1,1,58.00036131173445,4,6,0,0
180,1,1,58.15313354452326,3,6,1,0
181,1,1,57.44298314509025,4,7,0,1
182,1,1,56.78302633495825,1,5,0,0
183,1,0,51.22281368210346,1,8,0,0
184,1,0,52.370204262133896,4,7,1,0
185,1,1,56.83822240467568,3,6,0,0
186,1,1,57.28972252332756,4,6,0,0
187,1,1,56.811681790723966,2,3,1,0
188,1,1,55.44478054330847,4,5,0,0
189,1,1,54.883263850036464,2,7,0,1
190,1,0,50.65062410401226,2,4,0,0
191,1,0,50.77229336519212,1,5,0,1
192,1,1,57.94180413841613,4,6,1,1
193,1,1,55.14944193869044,2,8,0,1
194,1,0,51.61152903549398,1,10,0,0
195,1,1,56.62853563006978,2,7,0,1
196,1,1,58.73350156582416,2,5,0,1
197,1,0,49.77984442978959,1,10,1,0
198,1,0,50.39071043562016,3,10,0,0
199,1,1,54.47238290012987,4,5,0,1
200,1,1,57.340837453174906,3,7,0,0
201,1,1,58.05223424130241,3,7,1,0
202,1,0,51.21168530941927,3,9,0,1
203,1,1,55.94549561520324,2,6,0,0
204,1,0,51.00727580495149,1,6,0,0
205,1,1,57.60307070844533,2,6,0,0
206,1,1,57.41912192363033,2,6,0,0
207,1,1,57.15989657396658,3,7,0,1
208,1,1,56.52269669569564,3,6,1,1
209,1,1,57.83196926445681,3,4,1,0
210,1,1,57.613724416851696,3,7,0,0
211,1,1,55.20816088359589,5,3,1,1
212,1,1,56.744476572947725,3,7,0,0
213,1,1,56.008321649814974,2,10,0,0
214,1,1,56.96949072738023,2,5,0,0
215,1,1,57.047682552087366,4,5,0,1
216,1,1,58.8519854778324,1,7,1,1
217,1,1,55.10951760433424,3,6,0,1
218,1,1,56.2502072442008,3,6,0,0
219,1,0,48.20414761059352,4,6,0,0
220,1,1,57.84371008206479,1,6,0,0
221,1,0,51.61247149512211,1,8,0,1
222,1,0,51.29577579100057,2,7,0,0
223,1,1,58.16506827702908,3,6,0,0
224,1,0,49.47412227397841,2,10,0,1
225,1,0,50.03218093086162,3,6,0,0
226,1,0,51.97632018220367,2,7,0,1
227,1,0,52.0133270068445,2,4,0,0
228,1,0,51.57016776131793,3,9,0,0
229,1,1,57.84867013338955,3,3,0,1
230,1,0,51.54086985681042,3,9,0,0
231,1,0,50.826731403528846,2,6,0,1
232,1,1,56.85161659847218,2,8,1,1
233,1,1,56.55540154643339,0,4,0,1
234,1,0,53.185735529313575,4,3,0,1
235,1,0,50.37105566749226,1,4,0,1
236,1,1,58.198607634132856,2,8,1,1
237,1,1,57.53416133822485,2,6,0,0
238,1,0,50.873850957557394,3,7,0,0
239,1,0,52.2240863522498,2,6,1,0
240,1,1,57.05908142244765,1,8,1,0
241,1,1,56.88758427804065,3,5,0,0
242,1,1,58.03384945938305,1,7,1,1
243,1,0,51.82678159817603,2,8,0,0
244,1,1,56.717358303553866,3,7,0,0
245,1,0,50.68350404782802,3,6,0,0
246,1,1,56.47696064048689,4,7,0,1
247,1,0,51.98992766042355,2,10,1,0
248,1,0,49.78713304137497,3,8,0,1
249,1,1,55.25681401125326,3,8,0,0
250,1,0,51.332775336030686,2,6,1,0
251,1,0,50.55276030508592,3,9,0,0
252,1,1,56.68728984784695,1,4,0,1
253,1,0,51.15175298861002,3,7,0,0
254,1,1,57.05602594756359,0,5,1,0
255,1,0,49.42424926291019,4,5,0,0
256,1,0,52.28298091215105,3,6,0,1
257,1,1,57.0613629906287,3,6,0,1
258,1,1,55.83685625643619,2,6,0,0
259,1,0,52.80678067129583,2,7,1,1
260,1,0,48.6504747550398,1,7,1,0
261,1,1,55.766541072200006,4,5,0,0
262,1,1,57.40332389234711,1,5,0,1
263,1,1,55.16491516818143,3,6,0,0
264,1,0,51.10711217831859,1,7,0,0
