education_years,prior_offenses,employment_gap_years,has_dependents,first_time_defendant,offered_legal_counsel,attended_legal_counsel,sentence_length_months
9,3,0,1,1,1,0,43.2589784456132
5,2,0,1,0,0,1,53.53939498778263
2,2,0,1,1,1,1,57.22554013022291
4,2,0,1,0,1,1,55.816522853108594
4,3,0,0,1,1,0,45.990294008874095
6,3,0,1,1,1,0,43.67954018494653
3,3,0,1,0,1,1,56.5395261036302
7,2,0,0,0,1,0,44.63973811488469
3,3,0,1,1,1,0,46.28370413076751
6,3,0,0,1,1,0,45.23990680700115
6,2,0,0,1,1,0,45.22417413531294
6,3,0,1,0,0,0,46.33706402570894
0,2,0,1,1,1,1,59.51276613697148
6,3,0,1,0,1,0,43.34705934401307
3,3,0,0,1,1,0,46.080663533029785
5,2,0,0,1,1,0,45.39916426356002
2,2,1,1,1,1,1,58.22023926207167
3,2,0,0,1,1,0,46.407539602498765
6,3,0,0,1,1,0,46.38298955453778
4,3,0,0,1,0,0,44.98219662428199
3,2,0,0,1,1,0,47.92004756965332
4,2,0,1,0,1,1,57.009367884604416
4,2,-1,1,0,1,1,56.08346312405063
4,4,1,1,1,1,0,46.155859525892296
4,4,0,1,1,1,0,46.25762484939981
4,2,0,0,1,0,0,46.11890055011668
2,2,0,0,0,0,0,47.76746306253862
5,2,0,1,0,0,1,55.72096267530787
0,2,0,1,0,1,0,49.50842912380723
8,3,0,0,1,0,0,43.5342092829094
5,2,0,1,1,0,1,53.57593846960564
-1,2,0,1,1,1,1,58.32207026781251
6,2,2,1,0,1,1,55.260993868186816
3,3,1,1,1,1,1,58.40683181382213
6,3,0,1,1,1,1,56.28728373505628
5,3,0,0,0,1,0,46.69522520368331
6,3,1,0,1,0,0,43.46131033157577
2,2,0,0,1,1,0,48.618251161048576
0,3,1,1,1,1,1,60.223207405535135
0,2,0,0,1,0,1,60.7738345934183
8,2,0,0,0,0,0,44.73615711963272
2,3,0,0,1,1,0,50.31658184284399
5,2,0,1,1,1,1,54.39255932093486
6,2,0,0,1,1,1,55.33667552100176
2,2,0,0,0,1,1,58.41477631846403
4,3,0,1,1,1,0,45.77064989183705
4,3,0,0,1,1,0,48.01746274031775
3,3,0,1,1,1,1,57.31082746663037
3,2,0,0,1,1,0,47.61091371235068
5,3,0,1,0,0,0,46.03592578615266
0,2,0,1,1,0,0,49.53515580695647
4,3,0,1,0,1,0,47.62109367472816
4,2,0,1,1,0,1,54.76373437042001
5,3,0,1,1,1,0,44.96072669811189
5,3,1,1,1,1,0,45.61288438060516
4,2,1,0,0,1,1,57.607036031483744
5,3,0,1,0,1,0,46.15219301805544
3,2,0,0,1,1,1,56.92850194245401
6,2,0,1,1,1,0,42.54241144372491
7,3,0,0,1,0,0,43.29626225403105
7,3,0,1,1,0,0,42.74459813641923
5,2,0,1,1,1,1,55.61469199327396
4,2,0,1,1,1,0,46.49072055028414
2,3,0,0,0,1,0,48.487975011193946
0,3,0,1,1,1,1,59.42944004613669
3,3,1,0,1,1,1,58.23363173024106
0,2,0,1,0,1,1,59.993327156972605
0,3,1,1,1,1,1,59.18678469158986
3,2,0,0,0,1,0,48.8884720613688
1,3,0,0,1,1,1,59.59613505750968
6,2,1,1,0,0,1,55.22881592710921
6,3,-1,1,0,0,0,43.54107791382632
3,2,1,1,0,1,1,56.26380649934627
3,2,2,0,0,1,1,58.918836027488496
6,3,0,1,1,0,0,43.92366963642584
1,3,0,0,1,0,0,48.7595851388415
3,2,0,1,0,1,1,58.40153219583048
0,3,1,0,0,1,1,61.03612342995038
2,3,0,1,0,1,1,59.07088252356321
2,3,0,0,0,0,0,48.602140557419176
3,3,0,1,0,0,0,48.06075167956684
2,2,0,1,1,1,0,47.21609050048327
3,3,0,1,0,1,1,58.1379964346198
2,2,0,1,0,1,1,59.61524210803104
4,2,0,1,0,1,1,56.45761183809712
0,2,-1,1,0,0,1,59.375977396824936
2,2,0,0,0,0,1,59.97971246674042
3,2,1,0,1,1,1,58.13102953129376
1,2,0,0,0,0,0,51.41994822961692
2,2,0,1,1,1,1,56.73174657216859
5,3,0,0,1,1,0,46.84767573732864
7,3,1,0,1,1,0,45.36067649692828
7,2,-1,1,0,1,0,44.11854238950741
-1,3,1,0,1,1,1,60.633638400196354
3,3,0,1,1,0,1,58.04874633528546
3,1,0,0,1,0,1,58.51129582010346
4,4,0,0,0,1,1,54.59331541392648
5,3,-1,1,0,1,1,53.37873250324645
2,2,0,1,0,0,0,48.04200689990847
0,2,0,0,1,1,1,57.94968299950838
7,3,-1,1,1,1,0,43.25742295923827
6,2,0,1,1,1,1,52.66669483173452
3,3,0,1,0,0,1,58.8976065507793
1,3,0,1,1,0,1,58.35120828376464
6,3,0,1,0,0,0,43.773445226072624
5,2,0,0,1,1,1,55.90219526206019
7,2,0,0,0,1,0,43.18539042749397
4,2,0,1,0,0,1,56.13370116282333
7,3,1,1,0,1,1,55.51232850653509
2,2,0,0,0,1,0,48.76563675461311
5,2,0,0,0,1,1,57.18930153747058
0,2,0,0,1,1,1,60.69158336575792
8,2,0,0,0,1,0,42.044753989485855
6,3,0,0,0,0,0,44.272515592105165
5,3,-1,1,0,1,0,43.84381665434268
3,3,0,0,1,1,0,46.554777585449024
3,2,0,0,0,1,1,57.62420707676336
5,3,0,1,1,1,1,56.11058602994249
5,2,0,0,1,0,1,55.203515269986944
5,2,0,1,1,1,0,46.42172695283476
0,3,0,0,0,1,1,59.88769095412899
4,3,1,0,0,0,0,46.36470986955251
1,3,0,1,0,1,0,49.93280056251841
4,3,0,1,1,1,0,45.488489726539726
5,2,0,1,1,1,1,54.89503425319019
6,2,0,0,1,0,0,45.20367681881844
3,2,1,1,0,1,1,58.22162527900188
1,1,-1,1,0,1,1,55.90194956767064
3,3,0,0,1,1,1,57.905154179029694
4,2,0,0,1,1,1,54.94622579471157
2,1,0,0,1,1,1,56.97946717487402
1,3,0,1,1,1,1,56.904762665855145
2,3,0,0,0,0,0,49.289601971682096
4,2,0,0,0,1,1,57.033309962150526
5,2,0,0,1,0,0,45.35612521484896
5,3,0,0,0,0,0,46.11029641432079
3,2,0,0,0,1,1,59.18443142269347
1,3,0,0,1,1,1,58.349269838088205
2,3,0,0,1,1,0,47.31440175438745
2,3,0,0,1,0,0,48.65988604494937
2,3,0,1,1,1,1,58.10003598004435
3,2,0,0,1,1,1,57.73235878225398
0,2,0,0,1,1,0,49.80487093217445
0,3,-1,0,1,1,0,48.75824719506565
2,3,0,1,1,0,0,46.9384909978141
3,3,0,1,1,1,1,56.10303168490688
8,3,0,0,1,1,0,43.37025378640652
1,2,0,1,0,1,1,59.35616051569971
1,3,0,0,0,1,1,59.360382230074826
6,2,0,1,1,1,1,53.6358330942156
4,2,1,1,0,1,1,56.768637317141184
3,3,0,0,0,1,0,47.95368246940973
0,3,-1,1,1,0,0,47.89080057666792
3,2,0,0,0,0,1,57.3541537809842
0,2,0,1,0,0,1,58.09670928610964
2,3,1,1,0,1,1,59.17956971561279
3,2,0,1,0,1,1,56.8931247101838
5,3,0,0,0,1,1,55.49385356985203
0,2,0,0,1,0,1,60.61480731776579
8,2,0,0,1,1,0,42.17482093368514
4,3,0,0,0,1,0,48.11328654228976
-1,3,0,0,1,1,1,61.38540229350578
1,3,1,0,1,0,1,59.86344320025484
0,3,-1,1,1,0,0,49.678114759415976
4,2,0,0,1,1,1,55.57913173019366
4,3,0,0,1,1,1,56.52622111792334
8,3,0,1,0,1,0,42.11799095459995
5,2,0,1,1,1,0,46.279287873975136
0,3,0,0,1,0,0,50.02688783021273
4,2,0,1,1,1,1,55.7797605278894
2,2,0,1,0,0,1,58.448430185686085
-1,3,1,1,1,1,1,61.15196943450918
2,3,0,1,0,1,1,58.70250629158914
4,3,0,1,1,1,0,46.56460805387263
6,2,0,0,1,0,0,46.201895925106825
6,2,0,1,1,1,1,52.208898717296194
7,3,0,1,0,0,0,42.20815666710298
3,4,0,1,1,0,0,47.6803010597217
9,3,0,0,0,0,0,43.05161471405974
3,2,0,1,0,1,1,57.61211892307356
1,3,0,0,1,0,0,51.25956557175126
4,3,0,1,0,1,1,57.20844850453639
5,3,0,1,1,1,0,44.46293327938373
3,2,0,1,1,1,1,56.81897931015242
3,2,0,0,0,0,0,47.49108564000136
3,2,0,1,1,0,1,56.6172421360359
1,2,0,0,1,1,0,48.57170516388031
5,3,0,1,0,1,0,45.602344490311246
6,3,0,1,1,1,0,43.919846563804015
1,2,0,0,0,1,1,56.64294981560754
9,2,0,0,0,0,0,43.096139740358325
3,3,0,1,1,1,1,54.976322281209306
1,2,0,1,1,0,1,58.92917932542887
2,2,0,0,1,1,1,58.090571437661886
5,2,0,0,1,0,1,54.582793234686406
3,3,0,0,0,1,1,58.41799360115168
8,3,0,0,0,0,0,42.17703617491106
0,3,0,1,1,1,1,58.68078810870716
1,3,0,1,1,1,1,59.40401347097195
2,1,1,1,1,1,1,57.94089900525613
0,2,0,1,1,1,1,59.14610622416245
2,3,0,1,1,1,0,46.21219681503266
7,3,0,0,1,1,0,43.40287483238897
4,2,0,0,0,0,0,46.720141994538295
1,3,0,0,1,1,1,58.26804000233116
0,3,0,0,1,1,1,59.52527651851338
5,2,0,0,0,1,1,55.361132040530336
6,2,0,0,0,1,1,55.22494489655613
2,2,0,0,1,1,0,46.38621762759874
3,3,0,1,0,1,1,57.35266058320184
7,3,0,0,0,1,0,41.93859600142274
3,3,0,1,0,0,0,49.31230542193974
5,2,0,0,1,1,1,54.16021987529015
4,2,0,1,1,1,0,46.71173852273028
0,3,0,0,0,0,0,49.93205749567854
8,3,0,0,0,1,0,44.42652368926783
1,3,0,1,0,1,0,51.59333027113688
4,3,0,1,1,1,1,55.28742232502128
1,2,0,1,1,0,0,47.58804701172493
3,3,0,1,1,1,0,47.99655214625096
6,2,0,0,1,1,1,53.37595994315643
2,3,0,0,0,1,1,58.926408729292575
7,3,0,1,1,0,0,43.1054485274861
2,2,0,1,0,1,0,47.25243994659685
5,3,0,1,1,1,0,44.907169372424846
9,2,0,1,0,1,1,53.61246756611592
5,3,0,1,1,0,1,55.29976603453519
6,2,0,0,0,1,0,44.11386749535881
3,2,1,1,0,0,1,58.39763988324541
1,2,0,1,1,0,1,59.07826664867072
4,1,0,0,0,1,1,56.06905950264979
3,3,0,0,1,1,1,57.81393299203789
5,2,0,0,0,1,1,56.25646912284627
3,2,0,1,1,0,0,46.49553127455652
4,3,0,0,1,1,0,46.88997834345695
4,3,0,1,0,1,0,43.06514151779667
3,1,0,1,1,1,1,56.54205749949485
2,2,0,1,0,1,1,59.5219836193363
7,2,0,1,1,1,0,44.01378382631135
0,2,0,1,0,0,1,58.9427280258721
6,2,0,1,0,0,0,45.20327196086997
5,2,1,1,1,1,1,55.32638999272968
4,2,0,0,1,1,0,45.18521997708184
5,3,0,0,1,0,0,47.37857250311899
6,2,0,1,0,0,1,54.388241090105744
5,3,0,0,1,0,0,45.226863289503655
4,2,0,1,0,1,1,56.16157215301936
-1,3,0,1,1,1,0,51.3551710310924
0,2,0,1,0,1,1,59.7473384838775
4,2,0,1,0,1,0,46.0568799164322
-1,2,0,1,1,1,1,60.333862202009314
4,2,0,1,1,0,1,55.42341839936472
3,2,0,0,0,1,1,56.883123404351934
4,2,0,1,1,1,1,55.492946144306735
2,2,1,1,1,1,1,58.15625627819014
2,3,1,1,0,1,1,59.07013431506631
4,3,0,1,1,1,1,56.393190333170274
1,2,0,1,1,1,1,58.87768546490016
3,3,0,1,0,1,0,47.50694092274253
3,2,1,1,0,1,1,58.56628394783545
0,3,0,1,0,1,1,61.99354615249793
2,2,0,0,1,1,1,58.28753801169444
5,3,0,1,0,0,0,45.82587125501976
2,2,0,0,1,0,1,56.13038634434174
3,2,0,0,0,0,0,48.51420963840429
2,2,0,0,1,1,0,49.65247394263327
5,2,1,0,0,0,0,46.58950233587954
1,3,0,0,1,1,1,59.14057144826345
3,4,0,0,0,1,0,48.62631134778553
4,3,1,1,1,0,1,58.30887757385157
5,3,0,1,0,0,0,46.86501579095257
0,2,0,1,1,0,1,61.13316369278969
4,2,0,0,0,1,1,55.574321155353495
4,2,0,0,0,1,1,58.53803728261917
2,2,0,0,1,1,0,47.58916822694738
4,3,0,0,1,1,0,45.84834352449471
3,3,-1,1,0,1,0,45.18498082731367
5,2,0,0,0,1,1,55.2923971837546
5,3,0,1,0,1,1,56.47765227886671
1,2,0,1,1,1,1,59.95326662333768
5,3,1,0,1,1,1,55.76127631735656
6,3,0,0,0,1,1,54.067242185094926
6,2,0,1,0,0,1,55.181592792817696
2,2,0,0,1,1,1,58.46251221931543
3,3,0,1,1,1,0,47.92864394265819
4,2,0,0,1,1,1,55.925139171459854
0,3,1,0,1,0,1,60.709384769523496
4,3,0,0,0,1,0,47.76185689714613
3,4,1,0,1,1,0,48.27871765309384
0,2,0,0,0,0,0,50.611657264650205
2,3,0,1,0,0,1,59.8939801497042
0,3,0,0,1,1,0,50.32266096729385
0,3,0,0,1,1,0,50.95001132618938
5,3,0,1,1,0,1,57.10017662147617
7,2,0,0,1,1,0,45.34279207486188
8,2,0,1,1,1,1,52.97575718750657
4,3,0,1,1,1,0,45.87335256227743
3,3,0,1,1,1,0,46.33223114523396
4,3,0,1,0,1,1,57.34939817342325
4,2,0,0,0,1,0,45.11534364624789
7,3,0,1,1,1,0,43.79341205869611
3,3,0,0,1,1,1,56.859949535050966
4,3,0,0,0,0,0,47.10654262998026
5,2,0,1,0,1,0,45.08855762853751
3,2,0,1,0,1,1,56.610231192847806
5,4,0,0,1,0,0,47.49245955349765
2,3,1,0,1,0,1,59.00709310740257
0,2,1,0,1,1,1,61.615646001959306
2,2,0,1,1,1,1,58.18479788754672
5,2,0,1,1,1,0,45.037922175923015
1,1,0,0,0,0,1,58.85817846499836
6,2,0,1,0,1,1,53.18566146167544
5,2,0,0,1,0,0,46.42669232975709
5,2,0,1,1,1,1,55.07387385030621
5,2,0,1,1,0,1,56.00986923361835
5,3,0,0,1,1,0,44.10925314334005
5,2,0,1,1,0,1,53.66829055985801
3,2,0,0,1,1,0,46.53516544277234
3,2,0,1,0,1,1,55.81740139280348
4,3,1,1,1,0,0,48.36369343686272
4,2,0,0,0,0,0,46.76600418385988
4,2,0,0,1,0,1,55.37063371628102
6,3,0,0,0,1,0,44.3127861757682
5,3,0,0,0,1,0,44.96794261418999
1,3,0,0,1,1,1,59.88218023073027
1,3,0,1,0,1,1,59.73230768106387
4,3,0,0,0,1,0,46.8490452987031
6,2,0,0,0,1,0,45.83083059133697
6,1,0,1,0,1,1,54.64983998163884
10,1,1,1,1,1,1,52.38788961711282
9,3,0,1,1,1,0,42.980534121616174
0,1,0,1,0,0,1,57.83678494295167
4,2,1,1,1,0,1,57.66983091089173
2,3,0,0,0,0,0,47.90180409475667
5,2,1,0,1,0,0,46.6969155074324
4,2,0,0,1,1,0,45.334886823218525
4,2,1,1,1,1,0,45.56150100749286
1,3,0,0,1,1,1,60.53366940355424
5,2,0,0,0,0,0,45.20692032960832
2,2,0,1,0,1,0,47.0259493847743
5,2,1,0,0,1,1,55.784447063087725
3,2,0,1,1,0,1,54.70223094079045
7,3,0,0,0,1,0,45.64582814864291
3,2,0,1,1,1,1,57.967113964691805
3,3,0,0,1,1,0,46.699739812843646
5,2,1,0,0,0,0,46.55081972265963
7,2,0,0,0,0,1,54.51091411079224
4,2,0,1,0,0,0,44.93291319251975
4,3,0,1,1,0,0,45.76710804469644
4,2,0,0,0,1,1,58.21120299292544
6,3,0,0,1,1,1,54.06246740886536
5,2,0,1,1,1,0,45.75125566918084
1,1,0,1,0,1,1,57.97075437671524
3,2,0,0,0,0,0,47.568367044543166
2,2,1,0,0,1,1,59.9805924264026
5,3,0,1,1,1,0,44.22294203844724
5,2,0,0,0,1,1,55.910466593629806
5,2,0,1,0,1,1,54.44520831562359
5,3,0,0,1,0,0,45.07864173397176
3,3,0,1,1,1,0,46.961493180756726
3,2,0,1,1,1,1,55.34871809773632
4,3,0,0,1,0,0,48.262984606782
7,3,0,1,1,1,0,43.933795044515975
4,2,0,0,1,1,1,56.822874067862415
6,2,0,1,1,1,0,43.65745852170633
0,3,0,0,1,1,1,59.32585291232996
6,2,0,1,1,1,0,43.83158921853834
3,2,0,0,0,0,1,56.7087885552364
5,3,0,0,0,1,0,45.11078995862251
3,3,0,1,0,1,0,48.32504306790756
5,1,1,1,0,0,1,57.32470716592999
