student_age,parental_education_level,low_income_status,gender,pre_treatment_gpa,treatment_participation,post_treatment_gpa
7,1,0,1,25.119953520518276,1,13.785279837366962
10,5,1,1,24.44304644707513,1,13.587781572316551
7,5,1,1,24.94191851811939,1,13.618726463970768
9,6,1,1,22.70218422815244,0,9.957523085341718
3,7,1,0,22.784012151474474,0,9.794009086388067
10,7,0,1,23.48607141245053,0,11.333149169571572
7,6,1,0,24.424330479294888,1,14.006038962602894
12,4,1,1,19.97432874311033,0,5.025199959938401
7,5,0,0,25.911908574987663,1,14.702990785971968
9,6,1,0,25.01641008200967,1,13.90018671961697
8,4,1,1,21.870687072214537,0,7.479597621830885
1,4,0,0,24.000045727809592,1,12.133753301042423
8,7,1,1,24.967495741949342,1,14.172206768133886
9,5,1,0,22.68554411404113,0,9.57099892270328
7,8,1,1,23.036878501884665,0,10.649622776834072
13,9,0,1,26.964508222465337,1,16.950382395171207
8,5,1,1,23.849968651188917,0,11.501273395260975
7,5,1,1,24.651319552288708,1,14.077203318943845
9,4,1,1,24.837944742033432,1,13.667213419284847
8,4,1,1,24.68188392797305,1,13.39594636869478
7,6,0,1,23.90345243721815,0,11.52976267899015
9,4,0,1,21.267614160774343,0,6.863106067662047
9,9,1,1,22.927704427880965,0,9.815479329879375
7,5,0,1,26.688214981553617,1,16.101567911764562
12,7,0,1,23.61109877731908,0,12.022290259351212
6,7,0,1,21.782984974647764,0,8.19371555630585
5,6,0,1,19.28703018416886,0,4.332972090164728
8,4,1,1,23.422943480712604,0,10.168171009094134
5,5,1,0,21.473353133973397,0,7.225533389308887
8,7,0,0,23.703040086416635,0,11.285717449669765
8,7,1,1,23.446179932104503,0,10.645690753271454
14,5,1,0,26.114309873013035,1,14.569130225129566
7,8,0,1,24.52177442969404,1,14.838228547450928
6,5,1,1,26.07298997664676,1,13.817730494705808
8,5,0,0,27.42712008926036,1,16.895756007954535
12,5,0,1,24.781610341742063,1,14.559247782634412
2,7,1,1,20.66117788733215,0,6.15983526116126
6,4,1,1,22.191819666368644,0,8.253618178234325
1,7,0,1,23.68379611953669,0,10.713511002870472
8,8,1,1,25.38532278938595,1,15.2222220651607
11,6,1,0,26.71142384331315,1,15.719826166970412
5,7,1,1,21.89065675202871,0,9.062761684864968
4,5,0,0,25.477395460359745,1,14.48760598140996
2,6,1,1,26.591431729832426,1,15.343399682684252
7,5,0,1,24.69847375397569,1,14.137443891632676
6,3,1,1,22.85858045837483,0,8.969980072667141
6,5,0,0,24.777527822134896,1,13.539379357008828
9,8,0,1,24.02945167603469,1,14.195194829224542
1,8,0,1,28.100972392781014,1,16.61474874381147
5,4,1,0,24.7205787795644,1,13.488680455820118
10,7,1,1,23.66516941759563,0,11.81835309594703
7,4,0,0,26.572434576493293,1,14.36790787101471
6,5,1,0,25.3486503522771,1,14.0424433377412
10,3,0,0,23.043405082868325,0,8.932932746165934
12,5,0,1,20.639463880712874,0,6.24747769275509
11,7,0,1,27.16912265526376,1,16.22212985670602
7,6,1,1,24.50988221768015,1,13.802676017876523
12,5,0,1,24.60624568507613,1,13.99714738999514
6,5,1,0,24.06712466864397,1,13.419606379154196
6,5,1,1,24.35625806535449,1,13.253225939033085
9,3,0,1,25.200619421855095,1,13.68967881921855
5,6,1,1,22.452920815960383,0,9.131010474017373
8,8,0,1,26.36605980852668,1,15.288648146272267
13,5,1,1,24.87623516396385,1,14.566837186777663
7,6,1,0,26.09614459731065,1,15.859110693268606
4,5,1,1,26.770897655029398,1,14.949014068744956
7,5,1,1,26.49637945751046,1,14.718269279408114
1,7,0,0,25.509535923547727,1,14.792271466607692
10,6,0,1,25.87556410745161,1,14.142766363193152
8,6,1,1,22.09090836837613,0,8.972829186099316
11,1,1,0,22.83950199360469,0,9.275879651157943
4,6,1,0,25.37452767384432,1,14.416094959206202
5,6,0,0,24.186532127437303,1,13.685752989178477
7,3,1,0,23.70202267802725,0,9.753770781953367
11,5,1,0,25.37754638158726,1,13.999848550517244
6,5,1,0,25.9751091492582,1,15.188789042714967
0,4,0,1,22.137592131328084,0,8.247704285289446
4,5,1,1,26.1477568165063,1,15.343331385040097
8,8,1,0,20.193907703496624,0,6.700230513059528
12,6,0,1,27.72686708751872,1,16.588750748696366
2,6,1,0,25.731521059851183,1,14.254669661987078
7,6,0,0,24.099560602102056,1,13.764040416961604
6,5,0,0,26.034036742090905,1,14.93389878024261
10,4,1,1,22.64091517658018,0,8.958681549121122
9,5,0,1,24.35632148547832,1,14.65443023582238
9,6,1,1,23.598440248281484,0,11.959498143607863
11,4,0,1,27.41851795759313,1,16.056217628045054
7,6,0,1,21.009521752024973,0,6.347758732779645
2,4,1,1,22.234885553035184,0,8.286458884940206
12,8,1,1,22.29992462025387,0,9.255820814907546
3,5,0,1,24.47736396508021,1,12.450427185922544
6,5,1,1,24.767690057957388,1,13.607399161058863
6,4,1,1,24.50376941740781,1,13.0405404321191
6,4,1,0,23.009538568512617,0,9.185832580290509
12,5,1,0,23.99430429512057,0,10.903928599511405
5,5,1,1,22.446729066433324,0,7.918200047388826
9,7,1,1,27.391039983182974,1,16.92107038861698
9,3,1,1,23.433419466986138,0,8.922365107128199
9,4,0,0,25.891157785271968,1,14.37433372012809
13,6,1,1,25.358232693434054,1,14.064192806748412
6,5,1,0,24.454043110956427,1,12.867366936395625
7,5,1,1,24.67900161413344,1,13.91485289796129
4,7,1,1,21.62705550930701,0,7.604245515768048
5,4,1,1,23.34927972674441,0,9.611497973139214
7,6,1,1,22.46308877269633,0,10.381703434971456
7,5,1,1,23.12573407075368,0,9.654220772276627
6,6,0,0,23.925081663483905,0,11.273756824065934
9,6,1,0,24.04336151440404,1,13.522729140418363
12,7,1,1,23.69726277120835,0,11.15381158821534
11,3,1,0,21.62729214685558,0,7.5032549975652225
10,6,1,1,24.32357369338714,1,12.917283949870091
10,5,1,0,23.312771987635465,0,9.364796290774464
9,3,1,0,26.829878228255453,1,14.206676864539745
8,5,1,1,21.24312141402585,0,7.36665728119205
8,5,1,0,28.505455939633663,1,15.94682525002749
9,6,0,0,22.217889044310056,0,9.009304717425946
10,6,0,1,21.52771845967977,0,7.640794965639545
8,5,1,1,22.25067031474579,0,8.313988210178884
6,8,1,0,25.51138294628674,1,14.354926717747418
7,7,1,0,20.86665297277445,0,7.007120958262333
7,6,1,1,21.63353839889828,0,7.6415093553603475
5,6,0,1,26.65488038502204,1,14.7575542198522
11,5,1,1,24.691776639445703,1,14.026818956319598
8,5,1,1,24.940316997737344,1,13.993014659559156
6,5,1,1,21.919381998712037,0,8.24833953585255
1,6,1,1,20.45115979672732,0,5.47330910281733
5,4,1,0,24.022593303811945,1,13.630469919693024
13,7,1,1,21.609409644187355,0,8.506499407169366
9,8,1,1,25.991388330557548,1,15.16314650034196
5,5,1,1,24.60083232905229,1,12.988421391868853
11,7,0,1,24.564536446865365,1,14.108357199606784
8,4,0,1,28.574904224979957,1,16.812281733250547
9,6,1,0,27.610125403609096,1,16.290827509924792
10,6,1,0,24.747307807362848,1,13.866241477044078
8,2,1,0,23.77617249742804,0,10.376521990744171
7,8,1,0,24.00160658947233,1,13.14990020546201
4,6,1,1,25.745961552957645,1,15.103763878179205
7,7,1,0,25.43461660185243,1,13.9894779634548
13,8,1,1,24.542916556287395,1,13.670987423345288
4,3,1,1,25.01015707146629,1,12.772551972874629
9,5,0,1,25.901705902246498,1,14.640188869429952
11,5,1,0,24.618420838537997,1,14.118642848849772
8,4,1,0,24.045365763965897,1,12.720076016802231
0,5,0,1,25.931376672864165,1,14.015659441950806
9,2,1,0,24.145216694117703,1,12.985537587217998
5,3,0,1,23.10160971765922,0,9.415909594645973
5,6,0,0,25.76993666913671,1,14.4465043569934
7,5,0,1,26.833134524566123,1,16.22758731534577
9,6,1,0,24.06957402231056,1,13.134681194544626
12,7,1,1,23.11435443822334,0,9.20003456657574
8,7,1,0,25.87589879763033,1,14.53494916127091
7,6,0,1,24.351264567418,1,13.219665212625584
4,7,1,0,20.17404178791943,0,5.908316418098372
7,5,1,0,22.36342831326028,0,9.444964777098464
6,5,0,1,24.24722784938712,1,13.384468456912137
7,7,0,1,27.40302753891124,1,15.646292083761448
16,9,1,1,26.072625583929483,1,16.182002113688565
9,4,1,1,25.0664966875182,1,13.34903832335555
11,6,1,1,21.11605452760104,0,7.338698192317553
9,1,0,1,25.90704326449907,1,14.606537137877716
5,5,0,1,26.08635783368128,1,14.15170186868518
1,4,1,1,23.44207187219873,0,9.490343458654412
7,4,1,1,20.45285461062336,0,6.337204838604226
8,7,0,1,25.090438481819696,1,14.576889996801633
9,6,1,0,26.55077209381832,1,16.5415714982078
9,6,1,1,23.10087972568856,0,10.895386914189707
5,7,0,1,24.329315152692832,1,13.306574385801888
5,4,1,1,25.57712608353775,1,14.12814466322144
14,4,1,1,22.34467777239453,0,8.731800563366306
10,6,1,1,25.570210507053712,1,14.429836472689182
9,2,1,1,22.522889323079063,0,9.10166706277236
5,6,1,1,24.567843098174126,1,13.740514094943412
8,7,0,1,24.7777322979812,1,14.727884097434984
4,6,1,0,26.050978634570576,1,13.969694564054176
6,4,0,1,23.84554036291513,0,10.532853774720074
7,9,0,1,22.684795428968595,0,9.010485811483456
11,5,0,1,26.063393333047408,1,14.768127843075716
7,7,0,0,22.4346181216837,0,8.604096109670595
11,9,1,1,25.53498293848692,1,15.501689701757948
10,6,0,1,23.334541957627717,0,10.96838869056274
4,7,1,1,25.022336980390357,1,12.567235112825234
13,5,1,0,22.23359449697927,0,8.766771779762594
0,6,1,0,25.77718857439893,1,13.784677483788712
6,6,0,1,25.83537447754887,1,15.630101344534758
0,7,1,1,22.34731625257633,0,9.45175910291606
10,5,1,1,27.26603406984475,1,16.2283778612568
9,5,0,0,26.276061325410183,1,15.278302348481418
7,4,1,1,22.91324992645633,0,9.318282476874211
3,6,1,1,26.290706205145007,1,14.683324239409622
8,4,0,0,27.33083409761254,1,15.9225984103342
7,5,1,0,22.248344314109257,0,8.57107503735702
9,7,0,0,24.389768783300863,1,13.59888510536835
11,7,1,1,22.971316578755925,0,11.080774073240766
6,4,1,1,24.944885260368807,1,13.371756451846313
9,7,1,1,25.631141652621537,1,15.172675548554508
9,6,1,1,25.730887165281025,1,14.621386092567256
12,8,1,1,24.76500810658556,1,14.59351906396
13,5,1,0,22.486775442493496,0,10.298545965425978
4,6,1,0,26.08254855361074,1,14.87211742340012
12,7,0,1,23.43138202189703,0,10.383377049091646
10,5,1,1,23.53021943753963,0,11.36411886487432
9,4,0,1,25.295965122040897,1,14.433896628866483
6,4,1,0,28.432260366698674,1,17.48039316389762
10,4,0,0,22.61068973061841,0,8.913862051643433
9,6,0,1,25.44475929033479,1,14.266187223932276
6,4,1,1,24.315286292758863,1,13.276144531781684
12,5,1,1,22.35871576026936,0,9.367094011389222
7,6,1,1,23.3299945265622,0,9.99235573904392
9,6,1,0,23.698665070162765,0,10.492813583121665
8,8,1,1,22.159898069686975,0,9.12778609249212
9,3,1,1,22.33127215232619,0,8.209972981708228
2,3,0,0,23.784528049184345,0,11.383796647613169
8,4,1,1,25.248661188442707,1,14.44580714095125
12,7,0,1,21.24526436314164,0,7.7749929895893155
3,8,1,1,23.6550035336093,0,10.677188062175814
5,7,1,1,22.5980011017814,0,10.439820983085724
5,6,0,0,22.46363853701175,0,8.767388266775363
9,7,1,1,25.229571234890766,1,13.65982752107178
7,4,1,1,23.795810482721244,0,10.42459570910053
5,6,1,1,25.457351325957948,1,14.297843301506044
8,6,1,1,23.232462540640988,0,10.005198443109508
9,6,1,1,24.70268918684201,1,14.200869861090712
6,3,0,1,28.15637128423766,1,16.591537952591118
12,8,1,0,26.062006495851264,1,16.15469070176661
10,5,0,1,24.84672204060944,1,14.560594306045068
5,6,0,1,24.17829548203025,1,12.933133681741246
7,7,0,1,26.03333025170112,1,16.034067200196063
9,8,1,1,24.579541379983706,1,13.289618761832832
6,5,1,0,23.15172263713172,0,9.95622018363198
6,4,1,1,23.076458932172866,0,9.66475132503962
10,4,1,1,25.090370014982746,1,14.41299530813676
9,5,0,1,29.83263969061497,1,17.890998530162825
6,6,1,1,21.406112004266724,0,8.62296936156857
8,2,1,1,25.68066324225748,1,14.498671474455843
2,6,0,0,19.6750068783192,0,5.0619993852968
9,5,1,0,27.94415762552013,1,16.07716980605752
8,5,0,0,24.448432946554405,1,12.881579158183074
9,5,1,0,25.937538759257656,1,13.669764881929805
1,5,1,0,25.943139367439123,1,14.05369821861847
4,6,1,0,24.14504795568341,1,13.34878986413693
7,4,1,1,26.984751827574744,1,15.994901801045245
7,7,0,1,22.618621687279923,0,9.940217310238005
9,4,1,1,23.957700879729774,0,12.008522944185392
8,5,0,1,24.30721134494811,1,14.245343243121908
8,7,1,1,26.042163567688565,1,15.67757327879188
9,7,1,1,26.218133177564585,1,15.903385079067318
13,4,0,0,25.47622263224178,1,14.008305208665393
5,5,1,1,25.899825870287323,1,14.25046565026012
6,7,1,1,23.773132640185736,0,11.24891242481108
6,6,1,0,23.554680399884862,0,10.058406016658536
5,2,1,1,26.44039584653932,1,14.23974608064946
9,3,1,1,24.11613242891092,1,13.465936328332036
2,7,0,0,22.33218473413471,0,8.475805939862484
7,3,1,1,23.91476233142164,0,11.385688496785578
4,7,0,0,22.377020614372235,0,8.166384975210988
6,3,1,1,23.45818250468269,0,10.544937782269866
8,7,1,0,24.73081499275744,1,14.620840269252882
11,5,1,1,25.314886415033914,1,13.944384618961342
9,3,1,1,25.053062247210065,1,13.109090449227509
12,6,1,1,24.31358603268171,1,14.218167368208723
13,4,1,1,26.5106962590924,1,15.64786310058862
13,6,0,0,20.85479338232317,0,6.959701709155892
4,5,1,0,23.326219526068705,0,10.13046956846802
4,5,0,1,23.755905092979724,0,11.312900388424143
5,6,1,1,24.45264394481246,1,13.789509802110649
11,5,1,0,22.615990983791345,0,9.3814221457229
11,4,1,1,25.46841911875012,1,14.890236979511354
6,7,1,0,28.910200175506013,1,17.57108200391705
10,5,1,0,24.02719657952578,1,14.124209828582146
9,6,0,1,25.71549854782861,1,15.023851012397518
4,3,0,1,25.118685134665576,1,13.074047167140437
12,2,1,1,29.13064247573964,1,17.8952209594002
3,5,0,1,26.86776289811962,1,15.567210128091489
6,7,1,1,25.908251697792597,1,15.734671807012964
10,5,1,0,25.49663147646304,1,14.50655393947237
2,6,1,0,26.390865705181337,1,15.08021265752768
10,6,0,1,26.388989927523426,1,14.97093733728153
12,6,1,1,23.0288616336462,0,9.36472873053362
10,5,1,1,23.14829044390118,0,9.37376524107798
13,4,1,1,20.664057878627503,0,7.652679203739259
5,5,1,0,23.13337980591288,0,9.648880306584664
2,9,0,1,24.40179844775484,1,13.727105036044088
8,6,0,0,22.5792673535029,0,8.7569654233507
12,6,1,1,23.847105592347035,0,11.294644672897787
6,6,0,1,23.2923968258054,0,10.560087383665437
9,4,1,1,19.12886454467532,0,4.199176448978481
13,6,1,1,23.17442155638544,0,10.323464206462578
7,4,1,0,26.04714129895796,1,15.0126680001187
13,8,0,1,24.991126156439687,1,14.564361077779786
7,5,1,1,23.15576230425604,0,10.628019781913393
5,6,0,0,25.297765835019327,1,14.133099215374155
11,7,1,1,21.49182616415944,0,8.583580617370691
10,3,1,0,26.454340694061607,1,14.915456591250988
7,6,1,1,24.63136635485171,1,13.515422484595929
6,6,1,1,25.23917627998556,1,13.626311276608693
15,6,0,1,25.545523817009364,1,15.976791668217658
10,3,1,0,22.32491799267498,0,9.111115295803671
5,4,0,0,23.67567332753763,0,9.852551879560796
6,5,0,0,23.40971249106866,0,10.072169396346755
6,5,0,1,26.748375156363917,1,15.072199140167832
8,2,1,1,23.252054781988026,0,10.25852013220966
0,7,1,1,23.798147814944887,0,10.631746108346434
6,6,0,0,23.55104209241993,0,10.542915495228568
6,5,1,0,24.70515913757434,1,13.4658515641594
13,4,1,1,21.48175426522828,0,8.236203820628646
8,5,1,1,23.612818269182608,0,11.113047564889404
10,3,0,1,20.25880920873684,0,6.40346955778913
7,4,1,1,25.300504114443253,1,14.750973695875016
1,7,1,0,23.528280840186767,0,10.191498564155255
11,6,1,1,26.737655022152648,1,16.182813093973536
9,8,1,1,24.50926607541385,1,14.72103811713754
2,4,1,0,24.137067855623087,1,13.055666829783304
8,5,0,0,21.288028035445315,0,7.385477250899058
4,7,1,1,20.60276646763122,0,6.312337317531204
4,4,1,0,21.572589389678097,0,7.096447648639973
4,4,1,1,24.811249779039457,1,13.383741522133633
11,7,0,1,19.83781779814291,0,4.922577370853344
7,6,0,1,22.9895514882428,0,10.13116528273309
7,4,1,1,23.532585806770555,0,10.773369404734604
0,5,0,1,22.70421258653963,0,8.97637717722011
15,6,1,0,19.391142473822143,0,5.126052986591561
3,6,1,1,24.96566490178462,1,12.767725866355876
5,5,1,1,22.393366155221603,0,8.195509959644587
8,6,1,1,23.45348944059357,0,10.056599213342476
9,5,1,1,23.659436801183144,0,11.051246913413026
11,6,0,1,25.0938405489167,1,14.44439351448914
5,5,0,1,22.18982004088756,0,7.865367562160261
5,5,0,1,23.153419826359745,0,10.218096762381204
7,6,1,1,21.546879090662543,0,7.613318729761948
8,9,0,0,23.368182695617406,0,11.532801569058616
9,6,0,0,19.8146336842102,0,4.152176288536231
8,5,1,0,24.1850352178425,1,14.264042024964144
13,5,1,1,25.892706850447578,1,15.33425905285516
2,6,1,1,21.690709057018758,0,7.493039748401421
11,5,0,0,25.0925723014685,1,13.695599093750806
5,5,0,0,27.10276052102043,1,15.233530910475096
10,6,0,0,26.518096573975388,1,15.703788614584068
6,5,1,0,24.87561101645573,1,13.74016162757135
6,9,1,1,22.363020307846625,0,9.425018096079883
6,5,1,1,20.990005294811507,0,6.860274960124044
16,7,0,1,24.680674971426004,1,14.96915012699365
4,4,1,1,23.4425234584812,0,9.507522921022074
14,5,1,1,26.070027771374413,1,14.182448768066871
6,5,1,1,23.258237181168607,0,10.398051514708106
8,4,1,0,26.138743426597117,1,14.5657945734764
8,6,0,1,26.744480874653977,1,15.420255826744524
11,3,1,1,22.85371335539641,0,10.471300603165668
6,6,1,1,23.629242639627275,0,10.66779066848211
5,5,1,0,25.457942271377284,1,14.308141462062189
11,4,1,1,23.884339623983735,0,10.566628853167929
5,7,0,0,24.78625121486889,1,14.084425994358366
8,6,0,0,25.13790925260528,1,14.155186438377129
10,5,1,1,23.74144115338014,0,10.93544012184085
8,5,1,0,18.8111417976321,0,4.320046580004028
6,8,0,1,26.64371024491849,1,15.512578228979388
9,8,1,0,27.983508414028435,1,16.311431365493384
8,6,0,0,27.82418706076892,1,15.878888583242263
9,4,1,1,22.19453564117688,0,8.803383093318196
7,4,1,0,26.509800591047096,1,15.053501995187045
8,5,1,1,22.156732339567597,0,8.62093244157368
6,3,1,0,26.20722985737968,1,14.445156081653952
9,4,1,1,26.01297707830164,1,14.145557914646403
3,7,1,1,21.63113608913061,0,7.890226451586151
7,6,1,1,23.006726622888127,0,9.195873656823665
10,4,0,1,23.934943225447427,0,11.311840500065903
2,5,1,1,26.23991099327217,1,14.917125396198454
4,6,1,0,23.53191104742241,0,10.161249456615607
2,5,1,1,25.13270809511836,1,13.44363849967048
7,7,1,1,21.098118413324183,0,7.696183035906891
7,5,1,0,20.52088756555174,0,5.944852736296775
4,3,1,1,27.759411426080742,1,16.25301745243413
3,7,1,1,22.10782869131208,0,7.901985581803398
11,5,1,1,24.145803925524227,1,13.960492617797865
0,6,1,1,23.77752365676612,0,10.261418297379498
10,5,1,0,25.06171345778631,1,14.85753923283088
1,8,0,0,23.38217701735357,0,10.678638486768191
9,6,0,0,25.790833374850436,1,15.2737483269496
7,5,1,0,25.154312014740785,1,13.86755255791101
7,7,1,0,22.80297821117952,0,9.350967729854302
10,5,1,0,22.78524235999109,0,10.563748862751575
6,6,1,0,23.897451063914357,0,10.256962102027844
10,4,1,0,21.752573326984447,0,8.817814641537236
2,7,1,0,29.715511112313497,1,17.34421805606274
12,6,1,0,22.54258822335194,0,10.032598060806125
9,6,1,1,26.735947712823563,1,16.41870397805345
6,4,0,0,26.894990797876986,1,15.107623343859665
10,4,1,1,24.445768218945023,1,14.326650448294556
4,5,1,1,26.51873664236762,1,14.656418275082585
8,7,0,0,25.103463410008725,1,14.155753325654349
8,3,1,1,21.83991136658369,0,8.505172775487196
6,4,0,1,25.99826018949448,1,14.889238221124051
10,6,1,0,26.69674279517368,1,15.46765963501459
10,6,1,1,23.52492819591874,0,11.035372980050388
8,5,0,1,25.20753374443324,1,14.297713950995348
4,4,1,1,22.25432466775426,0,7.529252298173018
7,4,1,1,22.88245260608616,0,9.50644794388126
12,4,1,1,24.44917260560892,1,13.985819892625283
8,5,0,1,23.701157356882582,0,10.014084335828748
11,4,0,1,26.240917253776097,1,14.688789942699454
10,6,1,0,21.852856020709567,0,9.383438871958589
12,7,0,0,26.73561347517793,1,16.241784816463717
10,5,1,0,23.86545120881157,0,10.56215061684786
2,5,0,1,24.796242605522806,1,12.965000216343205
5,5,1,1,22.71050899525749,0,9.298236722512245
7,4,1,1,24.610833326161615,1,14.12851307137899
11,6,1,0,26.600414363845115,1,16.21190480097996
14,6,1,1,26.018934921309,1,15.86161380054202
6,5,1,1,27.08630017546122,1,15.34978736358048
6,4,1,0,24.200958361537182,1,13.827837363288022
12,5,0,0,23.960852449451814,0,11.383466999356424
2,4,0,1,22.2594783137554,0,8.453885589700754
14,6,1,1,26.2460942201369,1,15.993558411795616
4,6,1,1,23.89985331376533,0,10.245198243074324
7,6,0,0,21.628780900521463,0,7.733007714110726
12,7,1,1,24.928368210304463,1,14.356939353205467
10,4,1,1,21.582841394597555,0,8.262149036656602
8,5,1,1,24.182450134377824,1,13.563458269448576
7,5,1,0,27.49239235241137,1,15.50933417892008
7,5,1,0,23.253447392687576,0,9.906378732995394
5,4,1,1,25.59693353807353,1,13.622745042718496
4,4,1,1,26.64896390134233,1,14.249326042886958
11,6,1,1,26.280061314266,1,15.225652813917565
15,8,1,1,24.847711512366853,1,14.741666772978869
4,6,0,1,25.392030880632696,1,14.201345332444474
7,3,1,1,22.131446756794137,0,7.309033513317182
8,6,1,1,23.75645764704777,0,10.813738953222536
15,5,0,1,26.772144116878536,1,16.252179063235065
3,6,0,1,22.13254269387014,0,7.758134365303844
6,4,1,0,25.92593305975492,1,14.683610094704608
13,4,0,1,25.07602068707092,1,14.58298852627573
2,6,1,0,21.993073799300884,0,7.385021762829015
11,5,1,1,22.329372422027248,0,9.351678843633398
0,7,0,1,26.87647390103279,1,14.291291383251153
3,5,1,1,24.344529436579226,1,12.686062843746274
14,5,0,1,24.383118743257278,1,13.654449472300076
6,6,0,1,23.908985312864303,0,11.097355331619475
8,5,1,1,22.009922385938445,0,8.74674213090355
5,5,1,0,23.454857132562925,0,10.372877132882811
10,8,1,1,25.897067980368654,1,15.051135636289889
5,3,1,1,21.77445779687923,0,7.709700336051383
13,6,1,0,26.81356008453048,1,16.17495192693954
9,6,1,1,24.892340255048516,1,14.72680861124312
1,9,0,1,23.52421502049608,0,9.622783435592824
9,7,1,1,21.77971647166606,0,8.825532228458236
8,4,0,0,26.73828048693775,1,15.832995744217849
11,5,1,1,24.178151497604524,1,14.809357282017912
9,4,0,1,24.550770958390377,1,14.406719071877818
7,5,1,1,24.423142925559247,1,13.736193685586718
3,8,1,1,21.389243291160174,0,7.770176652246726
5,5,1,1,27.60378752393648,1,15.976189600524584
2,4,0,1,21.50581375134885,0,7.076777720969401
7,5,0,1,23.299616462277267,0,9.63261076864482
10,4,1,0,26.51790909024576,1,15.826758276034235
6,6,0,1,23.51377279067283,0,10.333289861209304
8,4,1,1,26.57068997078774,1,14.582711514798866
9,5,0,1,22.96142799708086,0,9.747219469474794
9,4,0,1,23.12115803012396,0,10.850587779579234
9,6,1,0,24.13888829329661,1,14.147771537933025
12,5,1,1,24.29001328823092,1,13.907169551564532
10,7,1,0,22.605364566517352,0,9.75385857901982
4,3,1,0,23.062475200598374,0,9.88838732267345
6,8,1,1,21.70285769882792,0,8.679418820523942
8,5,1,1,21.04686888462645,0,6.411627319969074
10,4,1,0,23.01975091031641,0,10.077791397079952
5,6,0,0,22.629837789154017,0,8.853804273992182
11,5,0,0,22.214921855137348,0,8.99588031878692
