worker_age,education_years,prev_income,working_hours,job_experience,union_membership,job_security,job_training,job_satisfaction
15,33,5,18,2,1,0,0,101.24046406086958
33,18,7,7,0,0,1,1,90.8899392003079
13,19,3,16,3,1,0,1,90.30937683540148
18,20,6,20,2,1,0,1,98.68692865400348
31,20,7,14,1,1,0,0,89.97575129410104
24,15,6,20,2,1,1,0,89.18091768140178
8,22,7,10,1,0,1,0,82.36086958873402
25,27,1,14,1,1,0,1,99.62672659610692
18,27,6,15,2,0,1,1,101.64262778728964
39,27,6,16,1,1,1,1,108.3852657359012
41,19,3,16,3,1,1,1,102.57662751332124
23,24,3,13,2,1,0,0,89.03610380732052
40,26,5,20,2,0,1,0,103.79254289674112
18,18,6,18,0,0,1,1,94.14959972452124
25,24,3,11,1,0,1,1,96.04433533330877
19,22,9,17,2,0,0,1,100.11786012453352
24,25,3,8,0,1,0,1,94.27517549291557
15,28,10,7,2,0,1,0,87.15114836377842
29,21,7,13,1,0,1,0,89.40181727379021
29,24,6,20,4,1,1,1,105.29960907056962
26,32,7,20,0,0,1,1,111.7523777908342
17,15,5,16,3,1,0,1,90.85106913942803
29,20,1,6,2,1,0,1,89.62446039408174
29,20,9,15,1,0,0,1,97.80359978608338
23,37,7,17,0,1,1,0,105.01283727895016
22,22,8,12,2,0,1,0,90.71833482008483
9,24,5,18,1,1,0,0,90.92819605717123
22,24,7,21,3,1,1,0,98.38288866047982
43,22,6,16,2,1,1,0,97.25600761948009
28,20,5,23,2,1,1,1,105.06304280144712
3,22,5,10,1,1,1,0,79.57082826769702
28,23,6,22,2,1,1,0,98.49391652305208
13,20,8,21,1,1,1,0,91.4328282835034
27,23,3,15,2,0,0,1,99.12389120075656
39,25,3,12,1,0,1,0,93.05054539320592
22,24,4,2,1,0,1,1,88.50626790199782
14,21,5,11,1,0,0,0,83.13166224626765
23,24,8,13,2,1,0,0,93.79594708851728
41,23,4,22,1,0,1,0,101.10884474601582
29,17,6,4,3,0,1,0,78.97967728263706
16,24,6,17,1,1,1,0,92.97990823233546
32,19,4,15,2,1,1,1,98.02485992102724
16,19,6,18,2,1,0,1,95.04514496105293
19,25,7,11,1,0,1,1,96.041394094102
22,24,2,14,0,1,1,0,88.39353916443159
17,25,4,11,0,1,0,1,96.0867658651662
26,23,6,16,3,0,1,1,99.26865960786785
29,21,4,13,3,0,1,1,96.5076106733758
23,25,1,22,2,0,1,1,104.16758767632768
22,20,8,21,2,1,1,0,94.8704526023064
35,24,9,14,3,1,0,0,96.21440470790704
20,27,3,19,2,0,1,1,101.56062030453104
38,22,7,11,1,1,0,1,100.96416291914576
22,23,8,15,2,1,1,1,99.8134620450523
21,27,6,20,0,1,0,0,98.50469110758338
37,25,2,16,3,1,0,0,96.8064506307087
26,29,6,18,2,1,0,1,108.90435317434635
19,23,6,17,0,0,0,0,90.97727903414344
-1,22,8,13,1,0,1,0,81.33495157293996
20,21,6,23,2,0,0,0,94.0015096400906
9,29,6,6,2,0,0,1,92.23019690023472
24,21,7,13,3,0,1,1,95.70118572071556
45,19,9,19,2,1,0,0,99.23536423110085
22,21,3,25,1,1,0,1,105.77702195754492
9,22,3,9,0,0,1,1,85.7085994941513
25,24,3,17,2,0,0,1,102.23822482562892
29,27,5,18,1,0,0,1,103.83623426812407
26,19,3,8,4,1,1,1,89.05746843180486
19,16,2,20,1,0,0,0,85.166793770169
17,29,6,13,2,0,1,0,92.92747866222642
22,26,6,16,2,1,1,1,103.33108677955852
24,26,3,16,2,1,1,1,101.49583930304895
25,24,6,20,3,0,0,0,97.35062222034824
52,27,5,11,3,1,1,1,108.3088523530742
41,24,5,18,0,1,1,0,98.4654785696082
14,24,4,16,1,1,1,0,90.02896497547694
24,21,5,18,0,1,1,0,91.24604481918269
39,23,8,14,2,0,1,0,97.71770165077088
22,21,5,13,2,1,1,0,87.30460250550374
32,27,5,14,1,1,1,1,104.9446420187958
16,29,4,9,3,1,1,1,97.86732854210298
28,20,4,16,2,1,0,0,89.3654524099284
19,30,3,21,2,0,0,0,98.30455312680785
44,16,0,22,2,1,0,1,102.27301583299774
33,24,7,16,0,0,0,0,97.54633178052715
21,22,4,15,0,1,1,1,95.71744171456142
41,33,6,22,3,1,0,1,120.77107818751102
55,24,6,12,1,0,1,1,107.68503138830248
16,21,3,8,1,1,0,0,80.70980536380921
30,21,5,15,3,1,1,0,91.53894658995335
38,21,7,14,1,1,1,1,101.29759769586822
24,23,6,12,0,0,0,0,88.22490755807002
13,26,6,15,2,0,0,1,97.74047295205096
37,23,4,19,2,1,1,1,107.48622071012636
23,23,6,13,2,1,1,0,88.47243056665378
22,18,5,20,2,1,1,1,99.08338799590584
25,19,7,7,2,0,0,1,88.10365762345421
20,34,7,18,4,0,0,0,101.32990353689172
38,25,5,18,0,1,1,1,107.89488479692788
24,19,8,15,0,1,0,0,89.75715952714164
13,31,6,11,3,1,0,0,92.95816588014604
24,23,6,19,0,1,1,0,95.15041858953994
10,25,6,20,1,1,1,1,100.8497267305759
21,18,8,13,1,0,0,0,86.50475356105031
19,22,5,19,2,1,0,0,93.31004741290016
7,16,6,25,1,0,0,1,97.23373997085729
19,26,8,14,1,0,1,0,90.44603700222342
12,26,2,5,2,1,1,0,79.8096955259209
32,27,9,13,0,0,1,1,104.51571678169064
25,27,9,13,1,0,0,1,103.88097516175476
17,19,5,15,2,0,0,0,85.26898449018442
9,28,4,13,1,1,0,1,96.57832921241146
19,25,8,13,1,1,1,1,97.9622316656362
16,20,3,14,0,1,1,0,85.35456634092499
25,20,5,15,3,0,1,0,88.88414869911989
12,25,6,21,1,0,0,1,103.6929137038598
16,26,4,15,0,1,0,0,91.00728161352085
30,21,6,9,3,1,1,1,94.48569804578304
29,25,6,16,4,1,1,1,104.30594978659369
19,21,7,17,2,1,0,1,99.35695665870824
31,22,8,15,2,1,1,0,93.11406345159702
9,28,3,14,2,0,0,1,98.2769531472948
20,31,2,10,1,1,0,1,99.6412819622047
31,31,5,23,2,1,1,1,115.4316364824015
27,23,7,20,1,0,1,0,97.34067833596669
22,20,4,16,2,1,0,0,88.23931611612984
28,15,8,14,0,0,0,0,84.41794534406294
17,21,7,19,1,1,1,0,91.82526027308332
29,19,10,15,4,1,0,1,99.4980063449178
29,17,2,17,3,1,1,0,87.00195500548259
26,25,8,7,2,0,0,1,95.96014105237175
20,23,7,12,1,0,1,0,89.27077434531475
-5,23,6,16,3,0,0,1,89.48820286358814
27,26,7,21,1,1,0,0,102.17236338906076
13,25,7,22,1,1,1,0,98.0687358698982
10,29,7,9,3,0,1,1,95.83482221877875
24,22,2,27,1,0,1,1,106.22812546205418
34,20,4,17,1,1,1,0,92.68755357889542
15,28,3,24,1,0,1,1,107.6863254812282
16,20,6,17,1,1,1,0,89.9931159317705
21,23,9,16,1,1,1,0,93.61564035522636
21,25,11,17,3,1,1,0,98.2185064141132
19,20,4,15,0,0,1,0,86.38306379520063
17,28,3,12,2,1,0,0,89.21203320643508
43,24,5,12,1,1,1,1,101.37021940727357
9,19,7,12,1,1,1,0,82.90188117322477
33,29,8,17,2,1,1,1,111.26743041961832
24,19,9,13,1,0,1,0,88.40549036833076
27,29,8,7,3,0,1,0,90.31878263844337
28,19,4,14,1,1,0,0,88.43013203713453
30,18,8,16,2,0,1,1,98.84792176643558
31,22,1,15,2,1,0,0,90.41456061406578
28,23,4,20,2,0,0,1,103.17232555349922
29,20,10,19,0,0,1,1,105.71849733106713
22,22,5,16,2,0,1,1,97.10825300122622
21,21,8,20,3,1,0,1,103.22602872955898
29,18,3,17,3,1,1,0,89.313516495166
25,29,4,11,1,1,0,1,102.24178922247964
16,25,4,14,1,1,1,1,97.54221124424215
27,17,8,20,3,1,0,1,100.29138158917422
9,21,4,12,2,1,1,0,84.85066175350053
38,22,7,13,0,0,1,1,100.8910274836483
16,19,1,10,0,1,0,0,77.87864723442625
23,26,4,16,0,0,1,0,93.74519825294892
40,17,7,10,3,1,0,0,87.67506785685053
36,23,6,11,1,1,0,1,99.01189646901784
47,28,13,16,1,1,0,1,113.66776583346385
15,25,7,14,2,1,1,1,98.67778561631236
33,23,8,15,3,0,1,1,101.47697249919857
36,16,5,16,1,0,1,0,88.37654934128503
8,17,1,5,0,0,1,0,68.74966487062183
13,23,4,12,2,0,1,1,92.60190548566663
20,29,3,13,2,0,1,0,94.10193349765608
16,22,6,14,3,1,0,1,95.94640942692996
23,17,6,17,0,1,1,0,88.2394639591814
21,26,3,21,1,1,0,1,105.08400759824168
24,26,3,8,1,1,1,0,86.7494681533463
14,25,2,20,1,0,1,1,99.60990610361476
28,22,5,8,2,0,0,0,84.29085639235394
12,23,5,19,1,1,1,0,91.13365883671618
26,24,5,20,1,0,1,1,104.70963529565728
19,29,4,18,2,0,0,1,104.2540701963596
21,15,3,18,2,1,1,0,86.3277225128371
41,24,5,18,1,0,1,0,100.66783364832123
29,24,4,15,2,0,0,1,101.3833644586538
22,25,5,13,1,1,0,1,97.69378374652106
18,25,6,15,0,1,1,1,98.88553051867216
22,29,4,23,2,1,1,0,101.8170049928387
19,24,4,16,2,1,0,1,99.23005227520898
25,22,4,16,2,0,0,0,90.59323469626725
25,25,8,26,3,1,1,0,105.67630043528
9,23,5,27,1,0,1,1,104.41479095488096
38,21,4,17,0,0,1,1,100.86795011591862
25,23,5,19,2,0,0,1,104.23661708242057
19,23,5,19,2,1,1,0,93.6308146628776
14,27,7,18,1,0,0,0,95.00553979821814
43,19,4,8,3,0,1,1,95.70853635593396
41,24,8,18,3,0,1,0,101.04854823529844
35,26,8,18,2,1,1,0,100.46584013937904
14,25,9,8,3,0,0,1,94.84777927686416
21,30,6,19,0,0,1,0,100.25686189941142
24,19,6,19,2,1,1,0,91.63322639846692
49,23,3,8,2,1,0,1,100.810798121991
30,22,4,9,1,1,1,0,86.30987937708939
5,28,5,19,1,1,0,0,93.27794192179604
35,22,5,15,2,0,1,0,94.16382933756356
28,22,2,15,2,1,1,1,99.38370789305075
22,20,6,17,0,0,1,0,88.74955780894187
12,20,6,13,1,1,0,1,92.98272778488376
17,25,8,9,1,0,1,1,93.55670075002286
34,24,9,14,4,1,1,0,97.09422855644776
21,23,3,12,1,0,0,0,87.5719192541823
18,21,9,20,1,0,1,1,102.13715902208278
28,23,5,13,2,0,1,0,88.05472409324976
19,29,3,9,0,1,1,1,96.84368392343474
18,19,9,15,1,0,0,1,93.68707917483424
25,23,6,10,1,1,0,1,96.74815186822266
31,22,7,17,0,0,1,1,102.31101027865684
9,25,5,16,2,0,0,1,96.18154608735124
21,20,5,7,1,1,0,0,82.21073945523744
30,24,7,21,0,1,1,1,107.0930413353404
34,24,4,16,4,1,0,0,95.72573664312284
11,24,3,18,2,0,1,0,86.4055804164721
18,22,5,14,1,1,0,1,95.2963014058016
7,30,5,21,0,1,1,1,105.97449920160707
20,21,5,10,2,0,1,1,91.4081942360435
16,22,5,11,1,0,1,1,91.20532530319969
15,19,6,16,2,0,0,0,87.48701777812532
28,34,5,21,2,0,1,1,113.78571320335556
8,26,5,17,0,1,1,0,90.60933559516782
34,34,6,14,3,0,1,0,101.83484382407276
26,20,4,18,0,0,0,1,98.92230933053015
17,26,6,21,1,1,1,1,105.19208681245576
32,25,1,15,3,1,1,1,103.1315587935049
37,22,8,22,1,1,1,0,100.35547412065984
27,28,9,20,3,0,1,0,102.28606976842586
32,25,7,17,2,1,0,1,106.86317236501932
16,21,5,20,2,0,1,1,97.03955267638608
22,21,5,18,1,1,1,1,98.81118465061576
0,21,6,15,3,0,0,0,82.1450180372796
30,22,3,13,0,0,1,1,94.17977025104238
36,21,1,18,3,0,1,1,101.18039124826308
22,27,6,18,2,1,1,1,106.2286959594476
26,19,6,11,1,1,1,0,86.38868654875381
26,22,6,16,2,0,0,0,89.69738077300178
43,25,5,14,1,0,0,0,97.33337429921691
15,28,5,15,0,1,1,0,94.2612920260792
28,22,5,24,1,0,1,0,97.44651002515891
29,23,7,10,1,0,0,0,88.89852757071692
10,27,0,16,2,0,1,1,97.90629260743816
32,23,9,20,1,0,1,0,98.69601281268478
0,23,4,16,2,0,0,1,91.44491220733028
27,23,3,14,2,0,1,1,98.14752175799876
27,20,8,14,2,0,1,0,90.6584021880208
3,25,6,10,0,0,1,1,89.86825204537703
21,27,6,23,3,1,0,0,101.6396501506027
24,15,5,16,1,1,1,1,94.87868591138827
35,29,4,19,1,1,1,1,112.44631491188636
20,22,10,11,0,1,1,1,96.68723632149248
33,22,6,16,1,1,1,1,102.70608698743284
26,28,2,14,1,0,1,0,93.68393590818552
29,28,5,10,1,1,0,1,101.488568571804
41,32,4,13,0,1,0,1,110.9269066614792
17,27,8,15,3,0,0,1,101.9441968379024
9,18,5,14,0,0,0,1,89.53764289788039
40,29,3,17,1,0,1,0,101.63704778551404
21,32,8,17,0,1,0,0,101.20649753475638
29,26,5,11,0,1,1,1,100.49095827151226
10,24,5,17,3,0,1,1,97.969999773321
25,18,5,6,1,0,1,1,86.89223791038751
27,22,0,19,1,0,0,0,90.66991144534
24,27,6,13,1,1,1,1,101.71967398074666
23,16,6,16,2,1,0,1,93.82702097360053
20,25,9,19,2,1,1,1,107.07678991473786
16,23,6,10,2,1,0,1,93.95141818563155
16,20,10,19,2,1,0,1,98.9438340196298
26,21,8,9,1,1,0,1,94.94886056672983
34,19,6,11,1,1,1,0,89.02709020784589
50,24,4,12,2,0,1,0,95.99703650225452
19,31,4,13,2,1,1,0,94.18255488215352
28,26,6,20,2,0,0,0,100.05043481457098
30,20,3,13,1,0,1,0,86.97392648819861
52,19,7,21,1,1,0,1,110.84071328842488
17,21,8,16,1,0,1,0,88.5892909443563
29,25,4,16,3,0,0,0,93.9807019647516
21,28,4,26,2,0,0,1,110.03404353774997
27,27,10,12,2,1,1,1,105.01832872014454
23,27,6,17,1,0,1,1,106.69435310522394
25,18,5,19,3,1,0,0,90.71701617285105
15,23,1,15,1,0,1,1,93.7494582693739
8,28,8,11,2,0,0,1,97.67445332952391
31,27,5,9,3,1,1,1,100.15873321885137
26,23,4,8,2,0,0,0,84.56831306941578
21,24,11,23,1,1,0,0,99.19151380903456
30,23,6,17,2,1,1,1,102.65990106417722
18,28,2,11,3,1,0,0,88.6878622610956
6,27,3,16,1,1,0,1,95.38922738665896
34,21,5,14,0,1,0,0,92.62068026090554
40,24,6,21,1,1,0,1,112.70809502400216
19,23,3,9,1,1,0,0,83.14900637933164
13,31,5,10,1,1,0,1,99.53634650315026
31,12,5,13,0,1,0,1,90.22568370493352
11,16,5,18,2,0,1,1,90.99152654789944
11,25,9,5,2,0,0,1,91.0948997224314
22,28,8,14,0,1,1,1,103.99100678958912
20,21,8,19,1,1,1,0,93.8879507544042
34,23,4,13,2,0,1,0,91.7050951131072
17,17,5,16,0,1,0,1,90.6281788834206
32,31,3,20,1,1,0,1,112.4681600854098
23,30,6,13,4,1,0,1,103.58477369223168
23,23,4,10,2,0,1,1,94.27023730995454
7,27,7,22,4,1,0,1,104.45580866592552
36,17,5,16,2,1,0,0,89.38918695256388
30,24,4,12,2,0,0,1,98.81178536730508
9,31,5,9,3,1,1,0,89.16981941499488
27,25,7,20,1,0,0,1,106.79241893099191
21,24,8,16,0,1,0,1,102.04874344449482
29,29,7,19,1,0,1,0,101.94569912821262
50,23,7,19,2,0,1,0,101.03543620416217
23,28,5,18,2,0,1,0,97.67089697242209
35,25,6,12,1,1,1,1,103.6995310075632
19,20,5,14,1,0,1,0,86.57632878911939
9,15,3,19,3,1,1,1,91.596982957417
29,25,6,17,1,0,1,0,95.48879509337549
12,18,10,20,2,0,0,1,98.01194835616488
44,23,1,18,2,0,1,1,106.24798928532724
18,27,1,20,1,1,0,0,94.31732743736156
10,27,4,15,2,0,1,1,95.99205711897594
24,32,3,16,2,1,1,1,107.51710946479685
25,23,8,14,1,1,1,1,100.779608165501
1,17,7,23,1,0,0,0,85.28252958347537
36,26,5,22,1,1,1,0,103.13437325990569
23,24,8,20,2,1,1,1,105.71116694131506
21,21,7,21,0,0,0,1,101.99453417027593
27,22,6,10,2,0,0,1,94.96011817345212
10,25,3,10,1,1,0,1,93.4853415052298
14,22,5,17,2,1,0,1,96.29410557832412
29,28,2,19,2,1,0,0,101.25157840852503
17,20,6,21,0,1,1,1,100.66944965995636
28,19,5,13,0,0,0,0,86.07205206511068
32,24,3,23,1,0,1,0,100.73382626702312
36,25,4,7,1,0,0,1,96.37081646129504
31,18,7,14,1,0,1,1,95.3354749276432
23,21,7,16,2,0,1,1,99.75323874777548
45,20,6,20,0,0,0,0,99.10497142750698
38,18,2,15,2,0,0,0,90.026444864353
22,20,8,12,0,1,0,1,94.57121970033263
7,27,5,12,3,1,0,1,95.13605131436783
23,26,3,15,0,0,1,0,92.29077450628846
19,30,3,16,0,0,1,1,102.45250441359391
26,28,0,15,0,0,1,0,92.12008008561564
20,29,7,13,3,0,1,0,94.74117443742492
31,30,5,22,2,0,0,0,105.89118804550183
13,22,7,21,2,0,1,0,91.51644714779351
31,28,8,12,1,0,1,1,105.0147490524228
20,28,6,10,2,0,1,0,93.51798029145722
16,24,4,21,1,1,1,1,103.20562941007232
23,25,8,21,4,0,1,0,99.58435161573354
28,28,4,16,2,0,1,0,95.36716920092373
27,29,4,15,1,0,0,0,96.24400461365282
25,25,9,14,2,0,0,1,101.6832403867213
34,27,3,8,1,1,1,1,98.97962981272848
13,17,7,14,2,1,0,0,84.20868680422073
38,23,3,17,2,1,0,1,104.72605712050346
8,27,5,20,2,1,1,1,102.0912567109381
25,25,5,8,1,0,1,1,92.94891771664771
22,26,5,25,2,1,0,1,109.8446555594258
35,26,7,16,3,1,1,1,107.7700698489238
29,22,11,13,1,0,1,0,93.27284394533643
42,25,4,20,1,1,1,1,107.92097805368326
23,27,4,15,0,0,0,0,93.67777152912088
32,19,2,15,2,1,1,0,88.65997744015978
30,16,4,12,3,0,1,1,92.58286258713042
30,27,7,19,1,1,1,1,109.84552804729309
20,18,6,20,1,1,0,1,97.02824707558813
12,17,6,18,1,0,0,1,93.15630310455902
14,20,8,23,2,0,0,1,101.26224734513124
22,36,8,13,2,1,0,0,102.41990577715111
29,16,2,15,2,0,0,0,85.48419183358703
27,25,3,11,3,0,0,1,97.49900832728753
24,25,5,6,2,1,1,1,93.6555383750318
35,27,7,20,1,0,0,0,102.35280290277883
11,27,9,15,2,1,1,1,101.13343826945544
39,20,6,17,0,1,1,0,94.3373085688822
11,28,5,22,2,1,1,0,98.19348928295705
29,16,3,22,2,0,1,1,100.35835618814238
26,25,2,23,1,1,1,0,97.79702875188757
18,27,5,11,2,0,0,1,95.60248325648766
9,24,4,15,3,0,0,0,86.89222438261146
38,26,8,16,3,0,0,0,98.8938444265354
23,26,7,18,3,0,1,0,96.87465298209872
47,21,8,16,2,1,1,1,107.09615813093508
30,20,3,11,1,1,0,1,93.80672205092982
34,26,8,17,1,1,1,1,109.56307880438864
26,31,5,15,2,0,0,0,100.1229639527477
9,25,5,11,2,0,0,0,86.39549830264092
13,25,3,20,1,1,1,0,91.9559030913645
10,23,4,12,0,0,1,0,82.7918696974916
32,27,9,17,1,0,0,0,99.8645091992794
18,36,4,14,2,1,0,0,101.50871000440102
31,22,6,19,2,0,0,1,103.88931910585848
39,22,7,15,3,0,0,1,103.89961101043173
25,20,6,9,2,1,0,1,90.75180722786703
35,31,6,7,2,0,0,1,102.10908100831782
18,21,4,15,0,0,1,1,95.03318293238668
26,27,6,15,2,1,0,0,95.54815809141402
21,21,3,13,3,1,1,1,95.66790279023468
18,23,6,11,0,0,0,1,94.0386180571287
28,26,3,16,1,1,0,1,103.21528443297592
26,25,6,16,1,0,1,0,95.04793215202132
33,25,7,8,2,1,0,0,91.55352621357233
29,30,5,18,2,1,0,0,102.37547633579028
31,20,3,18,2,1,0,1,99.8260395603967
17,19,6,18,3,1,1,1,96.76943988820634
20,21,4,23,0,0,1,1,103.87870897836066
33,30,8,11,3,1,0,0,98.26058423597306
32,20,5,19,2,0,1,0,92.35647600820757
21,20,7,15,2,1,1,0,89.0201498489978
23,30,6,11,2,0,1,1,99.42244601747254
20,26,7,19,1,1,0,1,103.4707588181508
