age,education_years,previous_month_income,gender,rural_residence,minority_status,microcredit_recipient,current_month_income
25,39,8,0,0,0,0,32.98571342954212
25,19,9,0,0,1,1,49.45805505173928
17,19,6,1,0,0,0,43.18426418197821
39,7,11,0,0,0,1,50.71880404320376
15,17,5,1,1,0,0,44.407807785354855
30,15,10,0,1,0,1,51.160248092379966
29,15,13,0,1,0,0,40.253926808148194
32,23,18,1,0,0,1,48.06516974270325
21,8,11,0,0,0,0,43.15061930373505
19,20,9,0,0,0,1,49.15375887637922
25,10,11,1,1,1,0,44.93985766571876
27,23,9,1,0,0,1,48.97163259490091
30,11,13,0,0,0,1,51.596835243044026
26,24,11,0,0,0,0,38.28374549975876
38,17,7,1,0,1,0,40.50951359620236
31,33,7,1,0,0,0,36.1012297996248
37,18,8,1,0,0,0,40.60566585570764
27,21,10,1,1,1,0,39.217647115549646
17,5,14,0,0,0,1,56.85889534811787
8,25,12,0,0,0,0,41.28156912387411
19,10,7,1,0,0,1,56.09291656300604
17,19,13,1,0,0,0,42.48614866526818
34,22,9,1,0,1,0,38.006076892727215
31,9,4,1,1,0,0,44.085376286087
47,16,15,0,0,0,1,44.70768592237126
23,26,16,1,0,1,0,37.64315066222797
35,21,8,0,0,0,0,39.00103643616941
31,12,7,1,0,0,0,44.59504248762219
20,16,10,1,0,0,0,43.48917271147938
36,11,5,0,1,0,0,40.01782422891829
17,25,4,0,0,1,1,51.1536075572909
23,17,10,0,0,1,0,42.440490064722
33,18,13,1,1,0,0,40.8466772536383
39,13,8,1,0,0,0,41.76229670556436
36,19,10,0,1,1,0,39.226295339293344
46,14,9,1,1,1,1,47.750787255947294
33,19,9,0,0,1,0,39.7000219094957
33,16,15,1,1,0,0,37.43348993560826
42,17,13,0,0,1,1,46.81466287346216
41,18,10,0,0,1,1,47.2275967541513
33,29,4,1,0,1,0,37.34345609709183
37,26,6,1,0,1,0,36.94431967597733
30,10,6,1,1,0,0,43.85050601455213
13,22,12,0,0,0,1,49.76675698541446
30,25,11,1,1,0,1,46.96013620598111
36,24,6,1,0,0,1,49.39691207214252
32,16,9,1,1,1,0,40.65183325351737
25,18,8,1,1,0,0,39.02567773592292
32,24,4,1,1,1,1,49.06307798066908
31,23,11,0,1,0,0,37.323517476779934
37,13,13,1,1,0,0,39.88025606144123
26,31,11,1,0,0,1,47.41784841472065
20,23,6,0,0,0,0,42.648690275644704
33,26,9,1,0,1,0,36.73813545831742
31,16,8,1,1,0,0,40.12309934536928
28,21,2,1,1,0,1,50.79196818776372
21,21,2,1,0,0,0,42.1029918810075
34,24,11,0,1,1,1,43.603310277523256
23,20,10,0,0,1,1,49.42616779134192
34,24,6,1,0,0,1,45.87560374628073
39,33,13,1,0,1,1,41.16404559893383
19,21,9,0,0,1,0,42.25948649205436
35,12,9,1,0,0,1,51.83550591977568
32,21,4,0,0,1,0,39.94588990129542
23,22,10,0,0,0,0,40.78555994095597
11,16,11,1,0,0,0,44.86765670643703
20,12,14,1,1,0,0,44.75129486504044
35,29,19,0,1,1,1,42.05065870729848
33,26,9,1,0,0,1,47.29248203528712
22,29,5,0,0,0,0,38.32746686072053
23,19,10,0,1,0,1,50.854044798263416
28,14,8,1,1,1,1,51.611454430513305
20,22,4,1,0,1,1,50.371386793918695
28,18,9,0,1,1,0,40.43469778336544
29,21,13,1,0,1,0,40.49856827846252
35,16,11,1,1,1,0,38.32445532846658
22,20,13,0,1,0,1,48.969111770721895
22,24,7,0,1,1,1,49.062915878936046
47,17,11,0,0,1,1,46.00246972168524
33,24,11,0,1,1,1,47.16887094911591
28,29,8,0,0,0,1,46.27572566050596
49,17,16,0,1,0,1,43.0059048172441
25,18,8,0,0,1,0,40.57117376821497
27,14,9,1,0,1,1,53.28728233976722
24,11,5,0,1,0,0,44.61415368360208
35,14,6,1,0,1,0,41.93648519567224
33,20,16,0,1,1,1,48.74198566375291
29,15,7,1,0,1,0,42.93967899369181
38,27,5,0,1,0,0,35.85431205749903
-1,26,15,0,1,0,0,43.31906456201061
31,21,13,0,1,0,0,37.66541926228448
33,20,8,0,1,0,1,48.97187663887812
25,15,9,0,0,1,1,52.10111625350279
32,23,13,1,1,1,1,46.74899056417488
47,17,10,0,1,0,1,44.93403202352774
21,14,10,0,1,0,1,49.99591159586092
32,22,7,0,0,1,1,47.81589848815221
29,18,11,0,1,0,0,38.78468146464167
26,22,10,0,0,1,0,40.86158323233449
29,26,11,0,1,0,0,37.93476344389045
25,24,10,0,0,0,0,37.33065462748417
40,17,8,0,1,0,1,47.784237512088005
20,22,9,1,1,0,0,40.64118555300071
29,25,10,0,0,0,0,37.20633958237401
17,16,12,1,0,1,0,43.39053759461152
30,30,8,0,0,0,1,45.13387530412638
36,19,4,1,1,1,0,39.95192648988805
26,20,14,1,1,0,0,40.81067315638414
37,25,12,0,0,1,0,35.74693303920934
37,13,12,0,0,0,1,51.678300816927305
21,20,8,1,0,1,0,42.05611031966125
23,15,4,1,1,1,0,43.95460358386514
23,30,4,0,0,0,0,39.55784461464539
31,23,5,0,1,1,1,47.49164814433515
25,19,12,1,1,0,0,40.5665221275942
19,17,8,1,0,0,0,44.80217510187716
28,5,2,1,0,1,0,47.20255033260426
31,14,5,0,0,0,1,52.1487272922654
39,26,15,0,0,0,1,45.4143961668936
34,24,10,0,1,1,0,36.79685091307151
43,18,16,1,1,1,1,44.96881515399342
28,19,9,1,1,0,0,41.40407991452848
43,31,8,0,0,1,1,41.46430607099191
19,17,6,0,0,1,1,53.0820913930887
20,21,12,0,1,1,0,42.37702843682566
30,23,10,0,1,1,1,47.2564668517728
33,23,7,0,0,1,0,39.147140459418736
39,13,11,0,0,0,1,50.79506763713344
38,15,9,1,0,0,0,41.53607559100842
29,18,12,1,0,1,1,50.81743535324246
26,16,13,0,0,1,0,43.21183580909757
34,29,9,0,1,0,0,34.36584107652365
21,27,9,1,0,0,0,37.88083943930468
32,21,6,1,0,0,0,40.48353508064828
43,25,12,0,0,1,1,43.980443023359264
19,32,8,0,0,0,0,37.69208407229427
32,22,11,0,0,0,1,49.633357534761366
14,19,4,1,1,0,0,42.909222607761
40,25,9,0,0,1,1,45.03451340543471
23,22,14,1,0,1,1,48.130514653110446
31,21,7,0,0,0,1,48.33915281537679
25,29,9,1,1,1,1,46.74535619639929
20,23,6,1,0,0,1,49.547846924870974
38,15,7,0,0,0,0,40.72356646117436
32,25,4,1,0,0,0,39.250646585991866
39,22,12,0,1,1,1,44.17052599630766
38,21,10,1,0,0,1,48.45257397959762
26,24,6,1,0,1,0,39.205076313355086
20,16,11,0,1,1,1,50.9807078553749
28,26,14,1,1,1,0,36.09559426959807
35,16,8,0,0,0,0,39.911685727107525
27,22,7,1,1,1,0,39.83079058565504
38,17,8,1,0,1,0,40.598083007425934
29,18,13,1,0,0,0,41.344605257728105
20,22,7,0,1,0,1,49.12329496063848
39,11,9,0,1,1,1,49.243546955307785
30,15,14,1,0,1,0,42.37038702293513
30,27,7,0,0,0,0,38.20137599757882
30,12,7,1,1,0,0,42.50032123070131
31,24,7,1,1,1,1,46.52627441841248
23,19,11,0,0,1,1,51.643581326866325
37,19,14,0,1,0,1,46.01264494335036
16,14,11,1,1,1,0,44.04946799471945
26,13,8,0,0,0,1,51.30056889832087
24,17,10,1,0,0,0,43.13160170477821
29,9,8,1,1,1,0,42.04511374545171
32,28,17,0,1,1,1,43.44873149834668
30,25,16,0,0,0,1,43.23248584792806
36,25,11,0,0,1,1,45.25487029900496
36,23,7,0,0,1,1,48.15566713323594
30,22,7,1,1,1,1,48.99871325627149
32,15,10,1,1,0,0,40.964158940476025
28,16,7,1,0,0,0,42.52634813158659
25,16,10,0,1,1,0,41.56186031839864
28,26,10,1,1,0,1,46.147547682188666
34,24,6,1,1,1,0,37.79097095825112
22,22,9,0,0,0,1,51.46274933110011
34,26,5,0,1,0,0,36.239346441734206
36,23,12,0,0,0,1,45.14484580489426
38,25,6,0,1,0,1,46.03592490795175
19,30,11,1,1,0,0,40.306678245947616
26,27,7,1,0,1,1,47.23414807749096
13,17,9,0,0,1,1,54.18318381549604
27,19,9,0,1,0,0,38.37593574654085
20,14,11,0,0,1,1,53.65369080568891
40,21,13,0,0,1,0,36.16936575229045
33,29,9,1,0,1,1,46.38942224101092
16,21,8,0,1,1,0,41.92474519718323
15,14,12,0,0,0,0,42.91042820768426
34,21,4,1,0,1,1,49.12754759124987
32,19,6,0,0,1,1,49.37128355736533
12,16,3,0,1,1,0,43.95271462943024
31,20,4,0,1,1,1,49.29691627271428
25,16,14,0,0,1,1,48.96681816175618
21,28,8,0,1,1,1,46.52231703964337
30,17,10,0,1,1,1,50.77271741116928
24,26,8,1,1,0,0,40.934998159524405
28,35,11,1,1,0,0,34.1055445202035
24,20,11,0,1,1,1,50.74574118489461
29,10,10,1,1,1,0,43.84909514930088
30,16,9,0,1,0,1,51.07381569414727
33,23,11,0,1,0,1,48.5048173794348
33,16,12,0,0,1,1,50.19330836711004
16,24,11,0,1,0,1,48.87078275013577
42,28,9,0,0,0,1,43.75343520091514
34,29,10,0,1,1,0,35.25205335243999
21,31,7,0,1,0,0,39.46289857549358
27,11,10,0,1,1,0,42.778644425356006
30,33,7,1,0,1,0,34.423704146649484
28,12,8,0,0,0,1,50.6684333594853
25,12,12,1,1,1,0,41.62871520324458
24,27,14,0,1,0,0,35.587024197972376
35,15,10,0,0,0,0,42.10671462176153
44,27,8,0,1,1,1,43.65971286772849
36,33,8,1,0,1,0,32.903775111015285
22,25,13,1,0,0,0,38.27727924782665
30,16,9,0,0,0,0,40.63134550292376
17,26,13,0,0,0,1,46.86045363430616
15,27,11,0,1,1,1,46.3473828667437
29,28,8,0,1,1,1,45.37438554970085
27,20,15,0,0,0,0,39.821871492860105
35,13,8,0,0,0,0,43.796511154379104
34,17,12,1,0,0,0,38.59948533308869
36,13,13,0,0,1,0,39.84901263848636
40,24,7,1,1,0,1,45.455541124883545
28,17,8,0,1,0,1,50.0694503617491
27,29,11,0,0,1,1,46.29118198272872
41,14,13,0,0,0,1,49.66094396667429
18,20,4,0,0,0,0,42.56092290399476
41,8,14,0,1,0,1,50.28001636406791
36,22,7,0,1,0,1,46.47127696068449
37,22,10,1,1,0,0,36.43776721656685
31,12,8,1,1,0,0,42.77733353825366
20,13,11,1,1,0,0,44.30049419988657
23,31,5,0,1,0,1,46.309764292092616
35,21,9,0,0,1,0,39.11271021887413
34,17,9,1,0,0,1,49.71103653882697
31,14,8,1,1,0,0,41.67993127251248
24,11,9,0,0,0,1,52.31747044645912
25,16,13,1,0,1,1,50.18509749110593
42,22,10,0,0,0,1,47.25493014130775
31,14,10,1,1,0,0,41.545534263153606
31,15,11,0,0,0,0,40.77802140471555
34,22,7,0,1,1,0,37.79470928786415
31,13,7,1,0,0,0,43.05034206641978
28,20,8,0,1,0,0,40.80612800373118
31,16,13,0,0,0,1,48.468837972650896
36,24,11,0,0,1,1,46.94126445136013
37,9,4,0,0,1,1,52.14376470601601
8,24,12,1,0,0,0,43.21944273838534
40,20,14,0,0,0,1,48.35684980225957
37,16,10,1,1,1,0,41.49381330712452
35,16,10,0,1,1,0,41.30802971272897
44,19,6,1,0,0,0,39.38145519260191
29,21,13,1,1,0,0,37.63220974929352
35,24,8,0,0,0,1,46.36839475487531
21,19,7,0,0,1,1,51.89013355964193
40,16,10,1,0,1,0,39.36532824460116
30,20,13,0,1,0,1,48.00530722266258
24,24,8,0,0,0,1,47.07089624105332
31,19,8,0,0,0,1,49.7931488634997
39,17,7,0,0,1,1,48.73551143269393
24,29,7,0,1,0,1,46.69065820134937
44,21,14,1,0,0,1,45.20959185131787
35,4,10,0,1,0,1,52.82602937158386
33,26,11,1,1,0,0,35.075412637779046
32,24,10,0,0,0,0,37.37141659849746
37,13,15,0,1,1,1,46.68334171545509
21,11,12,1,0,1,0,44.20547766474626
32,24,7,1,0,0,0,38.88849967784546
23,35,12,1,1,0,0,34.91409197057007
26,27,8,0,0,1,1,45.844528139559536
30,28,16,1,0,1,0,34.7979154029679
44,10,12,0,1,0,0,39.319800888105135
35,21,11,0,0,0,1,47.9593914926481
15,19,15,0,0,1,0,41.68341803077913
23,23,9,0,0,1,0,41.29628052290048
23,21,8,0,1,1,0,39.60222047248416
27,19,11,1,0,0,0,40.60349793540999
20,2,13,0,1,1,1,54.61378259526836
31,23,7,0,1,0,1,46.536530569921645
25,25,9,0,1,0,1,47.10285183845447
39,13,14,0,0,0,1,49.538102470431
32,21,7,0,1,1,1,49.88425786028646
22,24,10,1,0,1,0,39.405898794442045
25,13,17,1,1,0,0,42.04919635745389
41,18,7,0,0,1,0,39.50325810899308
19,17,12,0,1,0,0,42.97162096540344
13,13,14,0,1,0,1,53.0171614805965
26,17,18,0,0,0,1,49.9925552254631
19,22,8,1,0,0,1,51.301393601177615
33,15,7,0,0,0,1,52.51141513335882
30,28,10,0,0,1,1,46.28692470270445
37,29,6,1,1,0,1,45.20457349556837
23,17,13,0,0,0,1,49.57463577515404
16,21,12,1,1,0,0,40.255370638692014
20,18,13,1,0,0,0,42.06219115385021
19,28,7,0,0,1,1,45.69372028937807
23,20,5,1,0,1,0,42.60218355674861
25,32,7,0,1,0,0,37.28914168738376
20,16,12,0,1,0,0,43.05370431435276
26,29,11,0,0,1,1,46.68863803344709
27,24,11,1,1,1,0,39.7591131694651
41,19,10,0,1,0,1,46.50156384750444
31,30,10,0,0,1,1,47.670070955651326
47,9,12,0,1,1,1,49.8993894480929
42,15,11,1,1,0,0,39.00970731550003
45,28,9,0,0,1,1,43.20917749334704
25,8,11,1,0,1,0,44.162666425857566
24,22,12,1,1,1,1,49.55688120211977
31,14,7,0,1,1,0,42.034022786293455
30,20,11,1,0,1,0,40.13030537970054
41,18,17,0,1,0,1,45.402910037486464
30,18,8,0,1,0,1,49.41844406908056
30,17,5,1,0,0,0,42.74882774001304
38,22,5,0,0,1,1,47.10936979965253
31,6,8,0,0,0,1,55.47910431736397
26,18,5,1,0,0,1,51.08164558148015
34,23,13,1,0,0,0,37.59560543229372
27,11,12,0,1,1,1,50.89556226189955
15,22,14,1,1,0,1,50.13560772200334
39,23,11,1,0,0,1,46.00005291105216
40,10,8,0,0,0,1,49.348881604174615
30,15,12,0,0,1,0,39.55798235881704
26,20,12,1,0,0,0,40.02732664440766
39,24,6,1,1,0,0,36.43002852598144
38,24,10,0,1,1,1,47.18859558020963
24,14,9,0,1,0,1,52.3654716478991
12,25,10,0,1,0,0,42.11149866721793
42,21,14,1,0,0,0,35.36135109581042
28,13,12,0,1,0,1,51.90134516402159
34,16,17,0,1,0,1,46.87788888527067
33,24,11,1,0,1,0,37.1123539180073
28,32,6,1,1,0,1,45.521225073051774
27,17,13,1,1,1,1,50.358039820035216
29,23,9,1,0,0,0,39.137895831997625
43,30,5,0,0,0,1,43.82221174537453
14,22,10,1,0,1,0,42.80091748076937
27,23,11,0,0,1,1,45.89749055945833
27,25,9,0,0,1,1,47.21909428822518
42,16,5,0,0,0,1,49.68342264060192
28,23,11,1,1,0,1,47.4756106950954
34,22,11,1,0,1,1,46.606269032817664
28,18,12,1,0,0,0,41.09592498375101
36,21,14,1,0,0,0,37.14634439693115
25,27,11,0,0,0,1,47.798874708882494
41,23,12,0,1,1,0,34.85340741694086
26,21,11,1,1,0,1,51.849004971951736
37,21,9,1,1,1,0,38.83950196434275
38,22,7,0,1,1,1,46.191433357398445
24,21,7,0,0,1,1,50.02407460335027
28,17,7,0,0,0,0,40.81400994037567
32,22,0,1,0,1,0,42.2550868129746
29,32,9,0,0,0,1,46.27089439248667
13,23,15,0,0,0,1,50.492248115817496
27,32,6,1,0,0,1,46.79305321580028
40,14,13,0,1,0,1,48.88044174538714
31,22,6,1,1,1,0,40.953150514201134
46,29,8,0,0,1,0,35.55111536483053
28,25,7,1,0,1,0,38.73395858080987
49,26,11,0,1,0,1,41.82030132392606
46,29,10,0,0,1,1,43.5059371781912
35,9,6,1,1,0,0,43.91963284234347
45,19,15,0,0,0,0,38.35580745519812
36,19,8,0,1,0,1,47.614572401492985
25,14,5,0,0,0,0,43.36922548906298
27,25,18,0,0,0,1,45.5346837938682
29,21,4,1,0,0,0,39.6434035568886
