age_of_head,income,rural_residence,previous_beneficiary_status,underemployment_status,cash_transfer_enrollment,consumption,household_wellbeing
18,20,0,0,1,1,39.38260336642779,167.6737927036508
24,24,1,1,1,1,51.66316696138128,200.9888614675493
38,19,0,1,1,1,70.74523701755093,243.641478084978
24,27,1,1,0,1,52.744653945579614,204.4716465066594
28,18,0,1,1,1,51.64276694160804,195.4515367456169
31,22,1,1,1,1,58.372825040692526,215.71334618601924
41,18,1,1,1,1,73.55811640288786,251.09781797399452
32,12,1,1,1,1,55.99235818610927,202.4149823838128
34,22,0,1,0,1,63.176166620280085,227.3996189872053
31,24,0,1,1,1,60.76678527743113,221.92159044279677
41,24,1,1,1,1,75.11676388487116,260.80553901027463
36,19,1,1,1,1,66.23877514455081,232.5693752787104
25,11,1,1,1,1,46.548713705838026,174.2948585550742
32,21,0,1,0,1,58.84144596986677,215.70151849095197
41,27,0,1,1,1,76.22723810043189,263.92112888900743
27,15,0,1,1,1,49.670586502366696,188.73122636301076
33,26,0,0,1,1,63.909707250320906,231.02541240421024
19,19,0,0,1,1,39.34179266783485,159.17648615980391
38,19,1,0,1,1,67.18574514805137,236.2750493242856
34,21,1,0,1,1,61.31531619053072,223.9902753561405
21,25,0,1,1,1,46.30810706519115,187.22047259715345
21,14,1,0,1,1,39.91274994633512,162.6679971240793
41,19,0,1,1,1,70.65279455112356,244.98198298938004
40,12,1,1,0,1,68.14608027457741,228.09844292426345
30,28,0,1,1,1,59.37116632638445,222.9200997099856
24,18,0,1,1,1,49.216528320522094,186.29450225579055
29,17,1,1,1,1,55.47087996011031,203.24656095946165
27,6,1,1,1,1,47.11186072585008,174.41917818752594
32,21,0,0,1,1,58.9443009569786,217.4120250439084
30,22,1,0,0,1,57.399234806234624,212.49956851984143
28,18,1,1,1,1,54.94039334120245,202.95518066620343
33,16,1,0,1,1,59.43186714421217,214.4508845010749
36,21,0,1,1,1,65.49639911824994,231.178006029812
28,22,1,1,0,1,55.49573812686408,207.0598373529405
26,18,0,1,1,1,48.44635653677157,189.54023997188744
26,21,0,1,0,1,50.15160406998122,195.9771637016788
19,24,1,1,0,1,42.84638495855937,178.19311559774854
40,25,1,0,1,1,72.42450578487296,255.91773579512576
21,16,1,1,0,1,41.36965451022021,167.31981376099827
25,22,1,1,0,1,50.63921750367509,193.8939878157106
28,27,1,1,0,1,58.24450930713827,216.71758178362617
25,21,0,1,1,1,50.35529844243917,193.97677856970992
26,22,0,1,1,1,53.98007850895186,202.6474129070376
27,23,1,0,0,1,54.07244442921022,203.1535653427114
14,15,0,0,1,1,29.95064103698939,136.1024779339912
32,32,0,0,1,1,64.92253671084161,239.05113612897688
31,23,0,1,1,1,57.079099231917866,214.0932904214372
41,23,0,0,1,1,72.95627220208138,254.4560437923629
22,28,1,1,1,1,50.523105099477405,200.4664394208018
34,16,1,1,1,1,60.4705826812701,214.73342340374856
0,22,0,1,0,1,14.751717478611855,102.47476043230388
31,29,1,1,0,1,64.39580854632793,235.54594262351216
32,23,1,0,1,1,60.88705500189343,222.4507925948343
17,19,0,1,1,1,37.08099266752096,159.27666662149483
15,14,1,1,1,1,33.462255801628785,147.93660463772002
28,10,1,1,1,1,49.08793403559677,186.8954417415453
30,10,1,0,0,1,50.611236811708935,187.8313672643052
31,12,1,1,1,1,54.30894387783504,196.39707819226655
25,22,0,1,1,1,49.84086435028617,194.60621275646108
48,24,1,0,1,1,83.93326891941997,280.0101453615863
30,26,1,0,0,1,59.01633676871128,218.87654699607708
26,17,0,1,1,1,49.7089522083175,188.67052140192143
24,34,0,1,1,1,53.4794792028309,214.7010179759495
25,25,1,1,1,1,54.0344566109866,204.11160918898813
24,20,1,0,1,1,47.03084180155575,183.5747346484124
25,14,0,1,1,1,46.171178301130126,175.7174156179457
24,13,0,0,1,1,42.61855206782138,170.37243409247228
36,17,0,0,0,1,60.66983738773012,217.34645952678667
31,17,1,0,1,1,57.41561550033053,207.61928686742905
25,21,1,1,1,1,51.1279999051851,196.59823486950896
25,18,1,1,0,1,48.84819490332209,186.4765417446176
35,15,1,1,0,1,62.038780943855016,218.244668955066
33,12,0,1,1,1,58.15351454488116,206.6216957527745
25,24,1,1,1,1,53.30657051701575,204.34261401304397
40,18,0,0,0,1,69.34408188593909,240.81013525108537
49,15,1,0,0,1,79.35550545879947,264.58188882145964
49,7,1,1,1,1,78.40600159476108,253.7433730518064
23,17,1,0,0,1,44.88471568185957,175.84630088520458
32,14,1,1,1,1,58.24511078719906,208.41531647460852
27,16,1,1,1,1,50.534038514942274,189.67787101272748
27,12,1,1,1,1,49.95591581618164,185.6363274796896
23,24,1,1,0,1,49.72445322391498,192.92555724948775
27,16,1,0,1,1,51.67921360373907,194.16011187550436
31,16,1,1,0,1,57.59459971684743,205.7538970086402
36,29,1,0,1,1,69.73699160061732,249.3067323239696
38,20,1,0,0,1,66.29805340084901,232.0783910796721
30,19,0,1,0,1,55.29421632868127,205.6462955887732
45,17,1,0,1,1,77.30753521141573,257.3496758193352
37,3,1,1,0,1,57.58082989433846,200.98448386405556
43,12,1,1,1,1,72.4175874296769,245.13788867964675
31,19,1,1,0,1,57.08353640989003,210.51738951087304
32,15,1,0,0,1,56.482552750777984,204.11275945250236
18,17,1,1,1,1,40.18383632972175,164.80907078696612
18,16,1,1,1,1,40.49854598648175,163.89439193210555
38,28,1,0,1,1,72.10468085945374,254.36539807476723
32,17,0,0,1,1,57.10813797435458,209.3434734898743
15,18,0,0,0,1,32.646732386173085,145.12296078706544
37,15,0,1,0,1,63.386168981829066,223.52341283947135
23,22,0,1,1,1,49.105446881057794,189.8393029797428
37,25,1,0,0,1,69.32109129434939,246.8655059532288
23,16,0,1,0,1,43.08374546982545,170.51907035318442
26,29,1,1,1,1,56.72956914885132,212.88755167923733
26,16,1,1,1,1,48.04883878898003,185.5234829035234
46,15,1,1,1,1,77.83263231599172,261.53515516347545
19,16,1,1,1,1,39.74534442436269,163.7729804439996
20,23,1,1,1,1,44.33110318552853,181.9894902380726
35,21,1,1,1,1,65.15959093269434,232.82780168725583
21,15,1,1,1,1,43.73908759500516,173.2099423766077
24,24,1,1,0,1,50.444154681944575,194.9135517742028
37,19,1,1,1,1,66.41001569014502,233.42826851426335
29,18,1,1,0,1,52.589883512555545,196.4263184282259
38,12,1,0,1,1,63.96756085589748,218.96458253113647
28,23,1,1,1,1,56.20744035479037,209.8002197117801
27,21,1,1,1,1,53.81734364899973,202.11119437132163
35,18,0,1,1,1,63.22089120311749,223.01579008949253
14,28,1,0,1,1,38.37109709884508,167.97100185910466
26,15,1,1,1,1,48.54593446764385,186.871085037006
31,24,1,0,1,1,59.2188327491693,222.7059357774694
32,31,1,1,1,1,66.42287191324598,243.48871103799712
28,21,1,1,1,1,53.58095283915566,202.8256373591624
15,17,0,1,1,1,33.14684383605757,148.23951163348875
28,22,1,1,0,1,54.065982554797536,203.2495566732512
48,14,1,0,1,1,79.18977054266782,261.9165604980794
38,12,1,1,1,1,63.33259756363735,223.7027275380447
30,24,1,1,1,1,60.57033439167543,220.4575459193389
26,21,1,1,0,1,52.21796894132067,196.9202046743721
34,19,1,1,0,1,62.383199914431074,223.00429444133744
28,18,0,0,0,1,51.6883831287559,193.66677449450825
33,19,1,1,1,1,63.14353310075354,223.7413998332827
24,25,0,1,1,1,52.10133953574681,199.70221444353223
35,25,1,1,0,1,67.9150649800264,238.2990907348365
22,11,1,1,1,1,41.5903736756792,167.4964888367618
35,13,1,0,1,1,60.90229069274332,215.45680544124784
36,18,0,1,0,1,62.60526706188705,220.60142838765228
28,17,0,1,1,1,52.85645160009087,197.16370449843316
38,24,1,1,1,1,71.5668620907988,249.77149349577005
41,21,1,1,0,1,72.54406055756334,253.37305803246
41,24,1,0,0,1,75.3224770514877,256.99095035195546
36,17,1,1,1,1,64.58405499799044,230.35147663117357
20,18,1,1,0,1,42.27001654763398,168.61801785394383
23,9,1,1,1,1,42.38930140264828,166.39040390647642
26,22,0,1,1,1,52.49179322060741,200.9839751371812
15,17,1,1,1,1,35.22285080280062,152.32992790550557
19,20,1,1,1,1,42.84345965590876,175.1014303547546
17,23,0,0,1,1,39.516054175585765,168.34812748295406
14,28,1,0,1,1,37.75570797575804,166.55214653134843
27,22,1,1,1,1,55.42873968574266,208.2873546129317
20,15,1,1,1,1,41.762194323082966,166.56274209304917
35,21,0,1,1,1,62.31551290643749,228.04830192292545
21,16,1,1,1,1,43.74560587427215,171.944065392746
47,18,1,1,1,1,82.43034659582749,272.5334808224476
39,29,1,1,1,1,76.61531541629317,267.9220478945884
32,10,1,1,1,1,55.83720052943798,200.34264431331067
28,14,1,1,0,1,51.046675797185166,189.2269413836531
39,13,0,1,0,1,64.83279234780015,226.05285057938656
31,26,0,0,0,1,59.80739493038212,222.14689401572247
17,19,1,1,1,1,37.59987213867469,163.02355168205318
27,11,0,1,1,1,46.71625043126906,179.53946743045574
36,24,1,0,1,1,67.11721483850205,240.50856605121945
47,16,0,1,1,1,79.3679891757605,265.44170300190416
43,19,1,1,0,1,74.898443409082,253.2998881174425
46,23,1,1,1,1,82.37511894499589,280.41015506633335
34,13,1,1,1,1,60.89741393653095,214.38602474548912
22,19,1,1,1,1,46.63518681374136,179.3817110976476
21,6,1,0,1,1,37.55041397699596,149.08215976913382
25,26,0,1,1,1,52.46656677207192,202.52124982049955
40,17,0,1,1,1,69.6247126161947,243.6883277493217
36,26,0,1,0,1,67.09845821436957,240.17898993431416
38,25,0,1,1,1,70.58356084968014,250.5712004564648
34,22,1,1,0,1,63.54160582163159,227.82071349643348
29,19,0,1,1,1,52.80602724979671,197.8107181032857
32,15,1,1,1,1,60.21642497151714,213.4246209829063
24,19,0,1,1,1,48.2768035678143,187.91014597235807
27,16,1,0,1,1,50.94504624234066,189.92398525015668
23,20,1,1,1,1,47.277043015522494,186.53893640344808
41,11,1,1,1,1,68.12506248628236,231.87198756595964
23,15,0,1,0,1,42.07538672504565,170.28756397756752
26,20,1,0,0,1,50.35196331595153,192.8174885301556
27,28,1,1,1,1,57.971220867375656,218.94854117882755
37,14,1,1,0,1,63.716524770117445,223.3978531611
35,23,0,1,1,1,64.66293667913911,232.2673766502664
33,16,1,1,1,1,59.19449853518403,213.53772238142707
26,19,1,1,0,1,50.49460055353257,193.77325488504584
23,20,1,1,0,1,46.44424435798141,183.91855997463924
29,7,1,1,0,1,48.80473617216295,180.5888488718787
25,25,1,1,0,1,50.9320445831796,198.18275849050207
18,17,1,1,1,1,37.99630148512546,160.73816604916234
15,17,0,1,1,1,34.96792268883741,153.0158272459116
32,22,0,1,1,1,61.018233136583135,224.14389385265412
33,25,1,1,1,1,64.5095265002738,231.7565092656033
25,31,1,0,0,1,52.561141595954766,204.30875221562445
37,26,1,1,1,1,70.19848625997442,248.3267339835024
37,18,0,1,1,1,64.12954082036572,228.2900088536621
36,12,1,1,0,1,61.59538020809244,215.7752313615887
29,25,1,0,0,1,58.42334550617265,216.8271615515948
39,16,1,1,1,1,70.30863891026489,243.43962574224625
42,19,0,1,1,1,73.74048260074755,252.25769731674785
29,22,1,1,0,1,57.36029589518463,211.9326535675205
26,23,1,1,0,1,50.76499123078914,198.55164040444555
48,14,1,1,0,1,78.48422743635881,259.92961117757915
44,19,1,1,1,1,77.32145176752563,260.03717462451385
28,13,1,1,1,1,50.5852745598998,191.6517418757626
23,20,1,1,0,1,46.49668162794144,185.06484878059103
28,16,1,0,1,1,51.32578963365415,195.6582224716829
21,14,1,1,1,1,42.74957994271355,170.65746973333273
22,15,1,0,0,1,42.66032121404621,167.35607650476933
26,25,0,0,1,1,51.31284571973064,201.1700382376479
35,17,1,1,1,1,63.61859336133125,225.60191100535465
15,13,0,1,0,1,29.941824673164533,136.90705394944615
26,22,1,0,1,1,50.4918109533358,195.571904713804
30,20,1,0,1,1,56.91518201504333,209.7141714666856
29,24,1,1,1,1,58.67234370719773,218.85253555496624
37,26,1,1,1,1,71.30384660010435,252.313744705561
30,12,1,1,1,1,54.69877370521351,194.84742384699723
17,21,1,1,0,1,39.02548426198901,164.488031163879
30,20,1,1,0,1,56.82430362114282,207.8473830642172
33,18,1,0,1,1,62.0059773811624,218.48543285267647
47,27,1,1,1,1,85.32155585630208,288.2993864652485
27,32,0,0,0,1,57.21399174310519,218.99521949094225
32,26,1,0,1,1,59.43800891122828,222.40623893434292
22,12,1,1,1,1,42.93535427369794,165.61809569316472
35,22,1,0,1,1,65.25122674963556,230.73802903183164
30,27,0,0,1,1,57.925805333204046,224.45533382381907
21,24,0,1,0,1,41.8307264974428,173.60671501682438
33,26,0,1,0,1,63.505467463766095,229.3260485769696
35,17,0,1,0,1,59.336648428810086,213.54440548026432
32,27,1,1,0,1,64.21427344753468,233.9448740623784
25,19,1,1,1,1,49.605911618894986,190.28147844889955
25,18,1,0,1,1,48.667285721258686,186.6077579057429
31,18,1,1,1,1,56.830783495140544,211.1260292128274
30,14,1,0,1,1,52.96108705543024,197.2165409352004
19,33,0,0,1,1,44.98424405576722,191.41096888308425
36,-3,1,0,1,1,54.17543364152713,187.30058504440888
20,19,0,0,1,1,39.931671679695135,167.20650455744277
48,27,1,1,1,1,89.13071234083668,296.3062208793101
35,14,0,1,0,1,59.80196184032301,212.31369966017485
40,22,1,0,1,1,72.47839384701201,252.94006450025077
38,15,1,1,1,1,65.39379137729081,229.41602963327983
34,23,1,1,0,1,64.33414598137304,229.18792652171604
39,22,1,1,1,1,71.35036169227965,247.9574122323285
25,27,1,1,0,1,54.818788834424645,208.6018878377421
29,10,0,1,1,1,49.76430345290638,188.3591203230363
25,6,1,1,1,1,43.07834989745344,164.6411996793103
29,17,1,0,1,1,53.60143998231407,199.2422827470883
33,18,1,0,1,1,61.29571869650564,218.61061351790084
28,15,1,0,0,1,50.90529089578775,188.6423768366876
23,23,1,0,1,1,47.27440566024724,185.5856908477452
38,14,1,0,1,1,64.94711903869946,226.83427432473724
34,25,1,0,1,1,65.1760802507247,233.0329895580212
43,25,1,1,1,1,77.59593847544002,267.4102247290353
36,14,0,1,0,1,61.34249989544538,217.93633972537563
38,11,0,1,1,1,65.35316781335474,224.1980186016506
21,16,0,1,1,1,41.37427627630531,168.5930282920308
25,14,1,1,1,1,47.100505954250266,180.01178390730388
39,13,1,1,1,1,66.51462474174737,231.30489943538453
27,28,1,1,0,1,56.05196250362498,214.83330532292825
27,21,1,1,0,1,53.74961342398265,202.5373959206491
35,22,1,1,0,1,65.6344221051095,233.68857915725357
36,17,0,1,0,1,61.67805515615747,221.8726103266549
38,18,1,1,0,1,68.94943709688991,239.09427165611157
38,13,1,1,0,1,65.68155589723443,226.7374220235132
28,12,1,0,1,1,51.30806078152144,189.02192952686732
37,9,0,0,1,1,58.30999313781716,206.595575294735
37,19,1,1,1,1,66.01048127191677,233.9276995528629
46,7,1,1,1,1,73.74309762226005,242.58000355039007
28,19,1,0,1,1,54.17462741695773,202.3533495361397
10,17,1,1,1,1,27.472148674868155,133.14498052109016
27,22,0,1,1,1,53.88919111023055,203.38113811425504
37,10,1,1,1,1,61.73490877698907,216.33107547939983
26,18,1,1,1,1,51.00287477815579,194.5443528690299
33,25,1,0,1,1,64.59110955432796,234.35016747909904
15,14,1,1,1,1,32.34388040902698,142.93403769736082
25,26,1,0,0,1,49.97870664420187,197.5954446583696
34,10,1,0,1,1,58.73296173313469,205.43389289529728
26,21,1,1,1,1,53.28380853746906,202.28562415488196
33,21,0,1,1,1,61.09130495537857,222.89401557278885
26,25,1,1,1,1,52.3660700109696,201.83612201486164
26,23,0,1,0,1,52.410487432477055,200.48148706771812
20,15,0,1,0,1,38.62927379584563,160.69822515628883
43,22,0,1,1,1,77.16358652811358,260.6335908307556
38,18,1,1,1,1,68.57855855961331,236.84482974664328
21,26,1,1,1,1,46.36189805953256,189.00342929968937
18,33,1,1,0,1,46.71980675060241,191.53822651301056
29,12,0,1,1,1,49.3198139853185,185.8777347229796
29,11,0,0,1,1,50.65902043014456,186.00968312450456
33,25,0,0,1,1,60.39471269207363,221.4518956303161
18,13,0,0,0,1,33.26533076033022,143.8960487633747
25,16,1,1,1,1,47.56776692830543,181.74976503031917
23,29,0,0,1,1,50.53731655297005,202.83135103371197
40,13,1,0,1,1,66.36208335011644,229.4182199690012
37,18,0,0,0,1,62.26144505637552,224.7845173021418
20,14,1,0,1,1,39.98397238017044,162.0407551745289
22,8,1,1,1,1,38.60343591640927,156.41172434172478
17,18,0,1,0,1,34.95330952866158,151.49523357890558
19,16,0,1,1,1,39.01372912993568,162.33151248334286
21,29,1,0,0,1,48.29054031930566,190.55118409258424
30,25,0,1,1,1,60.13969370434603,223.6027680887672
22,17,0,1,1,1,43.1693308911381,172.98018269506105
27,20,0,1,0,1,51.54069895788909,194.0905078331049
34,24,1,0,0,1,63.41119947244344,230.03976748367032
19,21,0,1,1,1,40.57741194451658,168.73207982091833
33,14,1,1,0,1,58.39254898220386,209.66373912759155
30,25,1,0,1,1,59.23829391097351,220.02890127768143
22,21,1,1,0,1,45.4597183336283,181.7918345877796
51,24,0,1,1,1,88.55099982656502,294.2037652874265
21,19,1,1,1,1,45.51551680852285,179.32473795372837
34,24,1,1,0,1,64.89422692256404,233.2273776415001
30,15,1,1,0,1,53.32621059523771,194.7381892607288
37,22,1,1,1,1,68.77971784996598,243.23473369187337
31,16,1,1,0,1,55.69016270840611,203.66521657862396
25,20,1,1,1,1,50.16387420868859,195.28579268780163
24,13,1,1,0,1,44.12301783622972,171.77634645556884
37,29,1,0,1,1,72.12568071119927,255.24758832167893
27,28,1,1,0,1,55.99471443644745,213.26712967763325
8,19,0,1,1,1,25.73032927802826,127.38443269489456
16,23,1,1,1,1,41.4756076043409,170.7924428386458
36,16,1,0,1,1,64.08195703937095,225.2329180217916
25,24,1,1,1,1,51.5690522020952,200.70595684854268
32,14,1,1,0,1,57.38149589342106,205.02549829377836
28,32,0,1,0,1,61.040565147736665,227.6406080291099
37,17,1,1,1,1,66.45876168636997,236.09009966003043
30,25,1,1,1,1,60.02935591529069,226.32604655502283
14,23,1,0,1,1,35.507066641596815,160.29671743690471
30,21,1,0,1,1,57.144263572470685,211.48998361410605
22,19,1,1,1,1,44.79114518955803,180.6376021352354
19,9,0,1,1,1,36.47201428944963,150.37809336949672
33,25,1,1,1,1,64.71832408622497,236.18662716462003
32,8,1,0,0,1,54.56979457128151,194.54612228396152
30,19,1,0,1,1,56.22399793185128,207.43482035309407
35,24,0,0,0,1,63.62691342347049,229.47087209932576
40,20,0,0,1,1,66.93698496809029,238.72707807663505
19,19,1,1,1,1,40.36496844147168,169.25115253162025
32,33,0,1,1,1,66.54769043677588,244.74898467312852
30,30,1,1,0,1,61.20601568819232,229.6271830867657
10,25,1,1,1,1,30.94455620674545,146.3108102437577
39,28,1,1,0,1,72.57010245099195,255.81789572573405
31,16,1,0,1,1,54.91795120376732,203.619109590213
30,9,1,0,0,1,51.01757761559454,182.99693211603045
31,20,0,1,1,1,57.12091983305052,212.26264146996175
30,11,0,0,1,1,48.03265420639709,181.92281881738737
20,15,1,1,1,1,40.95551206434656,165.6809305179669
30,32,0,1,1,1,62.87844800096414,232.0838477919483
38,21,1,1,0,1,68.67299051392335,239.70547492462217
29,14,1,1,1,1,51.20058217228127,191.35728648326776
22,26,1,0,1,1,48.03994067081207,193.76995305341416
36,32,1,0,1,1,72.70756687057249,258.4236402140274
36,19,0,1,1,1,64.46050356798776,230.4668806435703
21,33,1,1,0,1,50.818928947569646,202.0731249425885
36,13,0,1,0,1,61.23406556516084,215.22440196043564
18,14,1,0,1,1,34.044595192299134,150.67768268865885
29,20,1,1,1,1,58.65208112783921,213.758740626152
31,15,1,1,1,1,56.21656320081326,204.07336583529784
31,15,1,1,1,1,58.08039215726564,209.85505801238995
12,14,1,1,1,1,30.478888612284678,135.2515634578463
27,21,0,1,1,1,53.27708978497738,203.63791532063132
38,23,0,1,1,1,70.43678715734464,246.37516168396857
23,17,1,0,1,1,45.509517061667154,179.27617393481546
17,15,0,0,1,1,34.31120083028048,148.6387913488894
26,24,1,0,1,1,52.81793765000337,202.20267825921223
32,21,1,1,1,1,61.53565640917261,221.4796531313003
35,31,1,0,0,1,69.03686611671111,249.8365117469889
35,20,0,1,0,1,62.83906294026541,225.9354613567268
18,28,0,0,1,1,41.35908957989072,176.42995195257313
30,23,1,0,1,1,58.76023214604274,217.4875102095621
27,23,1,0,1,1,53.65872309684077,206.1406607032613
21,16,1,1,0,1,42.47970568624474,170.56547300223667
46,26,1,1,0,1,83.00196753601506,279.6436514972476
45,28,1,0,0,1,80.88169384517984,274.0735692252437
29,17,1,1,1,1,54.48113733479412,201.25456270013004
23,16,1,1,1,1,45.11884646032101,177.57417126443326
41,23,1,1,1,1,75.27683134928664,259.78319000793846
26,13,1,1,1,1,48.17910400242848,182.56259044167868
31,36,1,1,0,1,66.0713889162248,243.24456352323455
31,23,1,1,1,1,62.737932230399984,225.51852692188663
32,20,1,0,0,1,58.273718919185,213.77758825428032
24,28,0,1,1,1,51.50938147172411,203.05733617886648
26,24,0,0,1,1,50.78456405370753,199.3569937754368
31,24,0,1,1,1,60.39161355059574,222.42632566550245
33,27,0,0,1,1,63.673365426604825,229.82765975981408
32,21,1,1,1,1,60.858475919241926,221.6450099775112
32,23,1,0,1,1,60.322969159007165,222.43743123890343
28,26,1,0,1,1,56.76608757221122,215.6424689903801
20,19,1,1,1,1,45.84160704386324,177.3002233417807
27,17,0,0,1,1,50.115887141217314,189.6225209846973
28,25,0,1,1,1,57.21091769703008,214.01341884851428
31,8,1,0,1,1,52.86534284371161,188.8057917247832
48,29,1,1,1,1,90.20138959289775,300.74459256888474
34,23,0,1,1,1,64.47629093018662,232.4213098814706
14,23,0,1,1,1,35.22697443141029,158.47831072813614
27,21,1,1,1,1,52.98890109714253,202.57256746532715
38,26,1,1,1,1,71.54373482189933,253.3577476641861
39,17,1,1,0,1,68.92187073684944,237.47108126429436
34,16,1,1,1,1,62.6463663523503,219.4558576164961
32,32,1,1,0,1,67.478712973401,244.6953235063081
27,11,1,1,0,1,47.95409934518877,178.7125689017349
28,17,1,1,1,1,52.53061571291069,196.7128042198713
28,19,1,0,1,1,53.49267428326744,198.59563429899544
35,26,1,1,1,1,68.08615727686748,241.28284323479468
18,21,1,1,1,1,41.34586871184359,169.97926467060367
19,15,0,1,1,1,38.802602708943496,158.80334925368192
16,21,1,0,1,1,35.9004424136175,157.9765519149068
42,15,1,1,1,1,71.82259676159688,245.15441543726777
21,22,0,0,1,1,43.34609883879306,179.29709350238082
35,17,0,0,1,1,60.86110563562637,218.14111370256757
18,24,1,0,1,1,40.3563925623828,172.4120387974778
49,5,1,0,1,1,76.13385592142612,248.49870647839032
29,20,1,0,1,1,55.48405821874903,204.8065338763924
38,18,0,0,0,1,66.36416182041124,230.39988972755808
45,14,1,1,1,1,77.6732293491215,258.5222320006792
34,24,1,1,1,1,64.41064477807284,235.13521157564733
36,26,0,1,1,1,68.62645228641577,243.57727346585008
20,25,1,1,0,1,44.95473341817047,182.19235688276868
29,12,0,1,0,1,51.95326030280772,190.60730184748908
40,34,1,1,0,1,78.3160645447283,273.284986867679
30,14,0,0,0,1,49.97221152185677,187.0361739910671
43,22,1,1,1,1,77.95300513645974,266.2113802373153
25,20,1,0,1,1,50.10629647480357,192.0347651343659
37,25,1,1,0,1,69.83197082695361,244.9771420603369
29,20,1,0,1,1,55.19073423602941,203.83954661434137
38,21,0,0,1,1,66.14253255242302,239.4727048806491
34,14,0,0,0,1,57.77945387424892,203.41354198230405
34,18,1,1,0,1,62.218541340674136,218.83488532183893
30,24,0,0,1,1,58.2567937245106,216.3372732022679
16,25,0,1,1,1,38.530302819855855,167.1400962072116
37,13,0,1,1,1,63.42279983825122,221.1166345960233
44,27,1,1,1,1,81.04786629819046,278.5160297945351
39,21,1,1,1,1,70.80957867923752,247.52143183071988
26,16,1,1,0,1,47.67300471740053,185.84033382870288
33,21,0,0,1,1,60.06499512546176,224.4699350798073
19,31,1,0,0,1,46.35499458709177,191.8919541647387
32,21,0,1,0,1,58.53891722518624,213.66573674121625
33,27,1,1,1,1,64.94630240010603,236.62108951035697
36,14,0,1,1,1,63.54671221400928,221.88529141227832
29,21,1,0,1,1,55.75693225616673,207.21749821037577
25,19,1,0,1,1,49.43052683343446,189.9041724169732
30,14,0,0,0,1,48.85838585933535,186.2620835463488
35,16,0,1,1,1,61.63536433729881,219.7955424672417
42,24,1,1,0,1,74.79334135871527,259.3733043308911
15,22,0,1,0,1,37.633340997205245,159.17605146533262
27,27,1,1,1,1,56.82328355234746,218.57516100014237
18,25,1,1,1,1,43.83555438323584,180.22387626790544
23,23,1,1,1,1,49.649452298911086,196.9164752301568
47,28,1,0,0,1,84.07277043096038,285.16726643390115
19,19,1,0,1,1,40.53971464141576,170.02450556659932
26,30,1,1,1,1,57.6462831539376,219.2249663143563
30,16,1,0,1,1,55.38665369981605,202.754663921229
30,20,1,1,0,1,57.3881040686021,212.06365985998968
26,21,1,1,1,1,53.63544570048024,203.8064934200148
22,26,1,0,1,1,47.199320268551,188.74024048999263
34,21,0,0,1,1,62.41928299007161,224.9036320458327
21,16,0,1,1,1,42.13320947172903,170.59572421627524
27,17,1,0,0,1,49.59834021863276,187.12636876197905
39,15,1,1,0,1,66.13883696945626,229.84546822823808
40,20,0,1,1,1,72.8420470544193,251.22578646563343
12,23,1,1,1,1,34.42066420544219,154.43234009853416
25,10,1,1,1,1,45.87745146707738,176.7829185781878
41,16,1,1,0,1,69.03655985190866,237.43852737896617
26,21,0,0,1,1,51.35807892634595,196.690130698925
28,19,1,1,1,1,53.42871878149638,201.8768981523086
42,9,1,0,1,1,67.92926969966358,231.5159495950362
34,11,0,1,0,1,57.17302449051101,200.60915936715188
16,16,0,1,1,1,34.99841439286628,152.64093947780452
25,19,0,0,1,1,48.0156681741741,184.16896569684545
30,20,1,1,1,1,57.208747504416856,214.1620965873988
26,15,1,1,1,1,50.69750650724458,189.13430204040827
31,16,1,1,1,1,57.49011432995996,207.28808113029876
29,13,1,0,1,1,50.92659444797074,190.4611635466693
29,24,0,1,1,1,58.249588837515866,214.6442263013356
37,13,1,0,0,1,63.12528694831246,220.5650157243297
28,23,0,0,1,1,55.20463262892582,207.9209691248288
24,15,0,1,0,1,44.58042259045661,175.23331650344107
26,19,1,1,1,1,51.53346844990047,196.3573121210869
41,29,1,0,0,1,77.07296640308623,267.4488887673025
43,23,1,1,1,1,77.49802278631515,263.7418553048526
20,15,1,1,0,1,40.051087476552944,160.78206201199276
18,24,1,1,0,1,42.54483973067204,174.58672815903665
34,17,1,0,0,1,60.83932308874378,218.2190138280305
37,16,0,1,1,1,63.62845821374042,226.09554573707288
26,13,1,0,0,1,45.01661234273526,175.56316779978522
28,26,1,0,1,1,57.14633658791363,212.77164890490204
20,19,1,1,1,1,43.26860788824038,174.05521577455795
24,28,1,1,0,1,51.797073571171104,203.7116342951912
35,20,1,1,0,1,64.08593487023722,229.58784197671707
32,21,0,1,1,1,59.56155050737917,218.2371856587524
33,17,0,1,1,1,60.24002097506829,214.50941327609837
34,18,1,0,1,1,62.310178738474725,222.6265697171594
44,22,1,1,1,1,79.80407182921799,269.9396445677543
27,21,1,1,0,1,52.62328367850133,198.7990941983174
26,13,0,0,1,1,45.76437494679252,176.91117394633986
30,14,1,1,0,1,53.24117388964663,197.84335461291573
37,17,1,1,1,1,65.59415634356938,231.14865478636224
25,13,0,1,0,1,45.4194792952015,178.84379882498268
42,19,1,1,1,1,71.99932171271556,249.94680165144163
31,6,1,0,0,1,49.73549017576256,181.71217590666228
28,23,1,0,1,1,55.15003651460157,211.7673061792084
21,22,0,1,0,1,43.79996889667654,177.72640343570464
32,19,1,1,1,1,59.89069634868712,217.17560687364687
16,16,1,1,1,1,35.51960691630095,151.84248630598307
