student_age,parent_education_years,weekly_study_hours,class_size,low_income_status,gender,rural_residence,online_class_participation,end_of_year_grade
33,18,9,18,1,0,1,1,52.67924034663944
22,29,8,18,1,1,1,0,51.08115710911193
19,23,13,8,0,0,1,0,54.65483753533883
21,16,11,3,1,1,0,0,54.16648580978965
28,6,8,13,1,1,0,1,54.87842513737742
31,23,10,13,1,1,0,0,47.07367713196589
16,26,9,9,0,1,1,0,54.17530724621515
38,20,9,11,1,1,0,0,43.44951763053905
32,24,6,7,0,0,0,1,56.8477426818555
31,15,8,16,1,0,0,1,52.03694745579855
41,14,9,11,1,1,0,1,52.78904496749463
27,26,13,20,1,1,0,0,49.46803811495559
31,25,6,2,0,1,1,1,58.76195585337064
17,15,12,7,1,1,0,0,54.05424580068781
25,16,6,6,0,0,0,1,58.57508121659305
27,17,5,15,1,0,1,1,55.75890115710888
41,29,8,14,1,0,1,1,52.21789418649737
31,7,12,11,0,0,0,1,53.85408265597447
24,30,9,12,0,0,1,1,57.93275731343975
34,21,12,19,1,0,1,0,45.10380389453923
28,25,6,16,1,0,0,0,47.179823650899685
17,21,7,24,1,1,1,0,49.18922604378418
37,25,9,9,1,1,0,1,56.421819730955264
33,18,5,9,1,0,1,0,46.28208810786033
24,9,5,15,1,1,0,1,55.16938084942898
19,22,9,15,1,1,0,0,50.96794888243018
36,19,12,11,1,1,0,0,47.0248478941764
39,18,9,17,1,0,0,1,52.98118112667979
29,14,6,17,0,1,0,1,54.374392275107176
19,12,6,22,0,0,1,0,45.70134145445281
20,22,8,5,1,1,1,0,53.85253467916177
15,22,11,13,1,1,0,0,54.51062685316607
42,20,14,18,0,1,0,1,51.68712386412739
20,14,13,21,0,0,0,1,56.86941581700509
34,22,9,13,0,1,1,1,54.50409516332448
38,25,8,10,1,1,0,1,55.40124485752942
27,17,9,11,1,1,1,0,48.93353946916236
23,10,8,13,0,0,1,0,48.713815631911714
21,23,9,7,1,0,1,0,53.87916027418575
48,21,10,19,1,1,1,0,40.64103905011396
28,20,10,15,0,1,0,1,54.34131426114179
37,24,12,3,1,1,1,0,47.73661206428231
30,27,12,15,1,1,1,0,48.61782606950153
40,32,7,8,1,0,0,0,46.91207351838701
21,26,9,16,0,1,1,1,58.32472251609118
22,11,10,17,1,0,0,0,48.25572252661768
27,15,5,14,1,1,0,0,45.33892198932356
22,12,12,5,1,1,0,1,60.154504982417286
38,21,10,19,1,1,1,1,52.20533988715866
39,26,11,13,0,1,1,1,52.65498719079035
46,17,9,10,1,1,0,0,41.718234438155775
25,11,10,25,1,0,0,0,47.32065586768328
30,17,8,6,0,1,0,1,58.09054969644521
30,18,13,9,1,1,0,1,59.85492028293521
25,17,5,10,1,1,0,0,49.78244512086692
36,15,5,19,0,0,0,1,50.37273060703991
37,34,9,21,0,0,1,1,53.63341140460087
41,27,9,16,0,1,1,0,42.47807231476203
27,16,9,10,1,1,1,0,49.02734745855626
26,16,14,20,0,0,0,0,49.90146464311015
30,27,8,21,0,1,1,0,45.71966183849111
34,15,8,7,0,1,0,1,54.71936925641567
36,11,4,13,1,1,1,0,42.92916427681613
29,27,15,20,0,1,0,1,57.351741331675136
34,25,9,7,1,0,1,0,47.98385537486689
25,18,13,20,1,1,0,1,56.427838615413904
35,15,8,2,1,1,0,1,56.169255678130966
36,17,14,9,1,1,1,0,49.29103615589888
32,23,12,17,1,0,1,0,47.94143504956962
0,18,14,12,0,1,0,0,60.66335241521733
27,32,13,7,0,0,1,0,52.391900105667325
3,26,9,19,1,0,0,0,56.27732992227071
25,26,11,11,0,0,1,0,51.51690264284637
39,16,13,10,1,1,1,1,53.481500703566965
34,8,9,13,1,1,0,0,46.8950515429027
35,21,8,11,0,0,1,0,45.658455725236216
19,24,4,5,1,0,0,0,50.86453244889991
20,24,14,7,1,1,1,0,55.80517552867032
36,22,7,19,0,0,1,1,51.83312449761799
35,23,16,17,0,0,0,1,53.68087516317912
32,15,10,11,1,1,1,0,48.10166538911714
37,22,16,14,1,1,0,1,55.31255129552762
23,26,3,6,1,0,0,0,48.30010250466073
36,32,12,7,1,0,1,0,49.22797430849596
41,7,10,8,1,0,1,0,43.243738812914174
25,13,6,13,1,0,0,0,47.118063537179786
41,23,11,14,0,1,0,1,52.6008864276926
32,22,7,15,1,1,1,1,54.35006008338631
25,10,4,9,0,0,1,1,55.931571191962455
33,16,10,21,1,0,0,0,45.12908626603916
27,21,10,9,0,0,1,0,50.307667961631694
27,16,11,6,1,0,0,0,50.10575958005107
30,16,8,18,1,0,0,1,55.34318664053819
22,22,10,26,0,0,1,1,56.94806128863974
35,23,10,3,1,1,1,1,56.74500902693505
21,23,9,14,1,0,1,0,52.78748219723033
32,19,9,19,1,0,1,0,42.37817270629377
30,30,6,19,0,1,1,1,55.09208327055728
32,24,12,20,0,0,0,1,55.805230676454656
41,7,8,13,1,1,1,1,50.10829003040277
27,28,12,16,0,1,1,1,56.70145859276522
27,18,11,20,0,1,0,1,54.89839927217815
37,22,12,14,0,0,1,1,52.947474204458686
22,21,10,4,0,0,1,0,53.46897236513552
25,23,9,9,0,0,1,1,59.58750820774754
24,26,6,20,1,1,0,0,44.79545737882121
37,18,11,7,0,0,1,1,56.58309928715156
36,6,10,8,0,0,1,1,53.648747948459
2,40,13,27,1,0,0,0,58.63689569226069
29,17,10,11,1,0,0,1,58.69307839694331
19,20,8,16,1,1,1,0,51.79728863322549
36,17,11,11,1,1,0,0,44.48908143262322
18,22,6,20,0,0,1,1,56.96841022399655
41,18,13,21,0,0,0,1,51.60426595761739
24,10,7,9,0,1,1,1,58.19403884359142
30,23,7,15,0,1,1,0,44.78312315754396
35,8,19,16,1,1,1,1,55.82496145227648
26,19,5,19,0,0,1,1,55.363379454345534
40,26,10,9,1,0,1,1,53.90129715638806
32,14,10,13,1,0,1,0,46.273236755784005
34,23,5,12,0,1,0,1,53.84206544716579
28,13,8,9,0,1,0,1,59.13159687072549
27,21,13,12,0,0,0,1,57.55157220806795
14,15,11,12,1,1,1,0,53.22740692966004
22,32,13,10,0,1,0,1,62.43555568786688
29,27,17,11,0,1,1,0,50.6999900952508
30,25,12,8,0,1,0,0,50.86103034307524
33,19,13,14,1,1,1,0,49.064625903740485
36,21,0,14,0,0,1,1,50.32820509828623
33,21,6,14,0,1,0,1,51.93753325893636
16,19,11,13,1,1,1,0,53.67944325462746
25,16,12,12,0,0,1,0,50.92919917620101
26,14,14,10,0,0,1,1,58.71795290511701
21,31,15,19,1,0,0,0,52.88536229524112
29,16,5,14,0,0,0,1,53.162062012867146
33,13,7,3,0,1,1,0,47.82425387550664
31,27,5,19,0,0,0,0,42.42362753791642
26,29,10,11,0,0,1,1,58.225378061516366
34,14,11,9,0,1,1,1,56.0997319873008
36,12,7,8,0,1,0,0,44.95128931349113
14,23,9,8,1,0,0,0,55.06275746242522
17,16,5,14,0,1,0,1,59.15461133491747
23,12,10,16,1,1,0,1,56.28791772348256
38,14,9,6,1,1,1,0,44.76751524386061
26,14,10,8,1,0,0,0,49.46150665787244
18,20,6,9,1,0,1,0,52.02792624938471
38,23,13,16,1,0,0,0,44.96406467786915
30,19,10,11,1,1,1,1,56.30115372405388
15,16,12,15,0,0,1,0,55.084364925611474
20,13,7,17,0,0,1,0,50.071115889681735
29,22,9,6,0,1,0,0,48.39468341982094
33,16,14,9,0,0,1,1,57.11723474631377
24,12,10,22,1,1,1,0,47.29401949070798
15,13,13,17,1,1,0,0,51.7433961998644
28,25,11,15,1,1,1,0,49.17616618391154
28,9,8,11,1,1,0,0,47.52050899233663
24,19,13,11,1,1,0,0,51.21555521523056
27,18,13,16,0,0,0,1,57.841477527239086
40,21,4,20,0,1,1,1,48.34076909563782
41,11,7,21,1,1,1,1,47.17534020856232
26,22,5,18,0,0,0,1,53.48371405326623
29,18,6,12,0,0,0,1,55.468830826326496
29,12,10,4,0,1,1,0,50.03868706434189
17,12,10,17,0,1,0,1,58.7295940121505
30,12,14,13,0,0,1,1,56.094412327572
48,15,10,11,1,1,0,1,51.87280007377375
16,23,7,13,1,1,1,0,53.87177186185586
49,13,9,16,0,1,0,1,48.49192462359907
24,16,2,12,0,1,1,1,55.06569411349364
33,23,7,14,0,0,1,0,46.5052497767962
32,20,9,23,0,1,0,0,45.32992984092372
30,26,9,9,0,1,1,1,58.91492539160858
39,12,6,20,1,1,1,1,48.81399438241623
27,26,3,16,0,0,0,0,46.33619755173425
31,30,9,11,1,0,1,0,48.7488915789979
26,13,14,7,0,0,1,0,51.92312681665251
41,19,8,17,0,0,1,1,49.06714425045527
27,20,13,9,0,0,0,0,51.18946708681903
27,7,9,16,1,1,1,0,44.87868605256975
33,16,8,20,1,1,1,1,52.32670826577111
26,22,4,18,1,1,0,0,45.53168892360947
36,17,12,11,1,0,1,0,45.515880395291234
14,10,14,6,1,1,0,0,57.9273557232663
36,24,11,24,1,1,1,1,51.93415459839691
33,8,6,20,0,1,0,1,50.51308229754445
35,9,8,19,1,1,0,1,52.101822003130856
7,16,10,15,0,1,1,0,55.54041043062832
21,29,12,22,1,0,0,0,49.53795178833755
45,25,8,16,1,1,0,1,51.50152326623807
22,18,10,20,1,1,1,0,49.15271436520567
36,28,6,19,1,0,1,0,43.98880194527854
25,17,5,6,0,1,1,0,46.89856120344504
30,31,10,19,1,1,0,1,54.750791279045984
33,26,10,9,1,1,0,0,49.25208224166325
41,23,13,10,0,1,1,1,53.02264358574128
19,19,10,13,1,1,0,0,52.0457934042639
26,22,1,18,0,0,1,0,45.05996267282009
37,16,8,16,0,1,1,1,52.018547552859545
26,12,6,15,1,1,1,0,46.82898349181677
22,25,11,21,1,0,0,0,49.138271299594166
41,15,9,13,1,1,0,1,51.22226509210183
27,24,10,20,1,1,0,0,46.79427229973457
25,19,6,12,0,0,1,1,55.967119390647774
14,12,10,13,1,1,0,0,54.09086228845979
20,20,5,14,1,0,0,0,50.594605004856106
23,13,6,10,1,1,0,0,50.266936813276246
36,18,8,6,1,1,1,1,55.08376854360839
29,18,12,20,0,0,1,1,54.94465274121406
20,24,4,13,0,1,0,1,57.654019305343525
18,23,6,14,0,0,1,0,52.52800720835215
43,30,7,20,1,0,0,0,40.6310700139184
36,16,0,15,1,1,1,1,51.727686732719285
18,25,10,19,1,1,1,0,53.10784180556943
18,18,9,21,1,0,1,0,50.88546456772799
40,18,12,17,1,1,0,1,51.99237521476035
43,23,12,18,0,0,1,0,42.7961233831683
27,25,10,10,1,0,1,0,50.37834722168777
23,23,12,23,1,1,1,0,49.01325609317228
41,13,11,16,1,1,0,0,42.06764287885532
33,22,7,21,0,1,0,1,52.05149711910752
23,5,4,13,0,0,0,1,55.67651420994211
24,18,16,16,0,0,1,1,61.66487822271007
35,15,11,14,0,0,1,1,55.2005046020274
23,12,11,16,0,1,1,1,56.98034067107876
35,21,13,14,1,0,1,0,45.77607099988557
37,23,9,8,0,0,1,1,56.30122857295944
24,22,13,14,1,0,1,0,52.01267302938965
24,22,12,6,0,0,0,0,53.0279764462929
36,12,9,4,1,1,1,0,46.55731562265925
29,27,14,13,1,0,1,0,48.86434159693035
18,26,12,18,0,0,1,0,50.107108432438295
15,28,9,16,0,1,1,1,63.4212567226639
30,14,10,11,1,0,1,1,57.571185202096025
7,27,11,16,0,1,1,0,57.628560942829225
17,24,11,16,0,0,0,1,59.03951000749261
29,21,7,11,0,1,1,1,54.54712814779144
31,16,8,12,1,0,0,0,45.70448915730476
24,25,7,7,0,0,1,1,61.15296234155996
27,32,8,6,0,1,0,1,60.00642361877652
14,17,7,9,1,0,1,0,55.40703066880729
22,31,11,10,0,1,1,1,61.63134443048659
30,31,12,22,1,1,1,0,47.154475884877606
30,24,9,3,0,1,0,1,59.93406137070292
37,18,8,16,1,1,0,1,52.03126534445586
36,13,8,23,1,1,1,1,50.08825756196576
14,11,11,15,1,0,1,0,54.13789192833203
27,21,7,15,1,1,1,1,56.136210020047685
26,21,10,12,1,0,1,0,52.09237002268952
17,28,5,21,0,1,1,0,48.80677259853256
31,17,14,15,0,1,1,1,54.74209115819601
24,17,2,19,0,0,1,1,53.11046667691162
45,18,14,15,0,1,1,1,48.59346586670363
24,26,2,7,1,1,1,0,48.56853785003323
35,17,3,9,1,1,1,0,42.89357711327671
37,24,9,18,0,1,0,1,50.16661561357684
41,16,12,15,1,1,1,1,52.49794178024279
32,26,2,3,0,0,0,0,48.17107940705683
30,23,7,14,0,1,0,1,55.01880118677379
23,26,12,13,1,1,1,0,53.10356077686735
20,17,5,14,0,1,0,1,58.429927039531165
35,11,13,16,1,0,1,1,51.51529496175624
23,12,10,17,0,1,1,1,56.166075911409806
36,20,12,6,1,0,0,0,48.40785547207567
27,28,14,12,0,0,1,1,60.36456568334559
23,18,7,9,1,1,0,0,49.4814786712514
35,34,8,15,1,1,1,0,47.01531701152436
40,31,7,14,1,1,1,0,43.93474870663184
26,27,8,18,0,1,0,1,56.66908585056702
30,26,5,14,1,1,1,0,45.00188773570945
32,18,12,16,0,1,0,1,55.65590753448108
12,19,10,2,1,0,1,0,58.79328498552192
37,12,4,17,0,1,1,0,39.73631685994835
33,25,9,8,0,0,1,0,49.41590212685467
41,25,10,15,1,0,1,0,42.210284624194834
21,21,9,15,1,0,1,0,52.0869545447912
44,14,10,12,0,1,0,1,49.48486172651442
42,20,4,12,0,1,1,1,49.708066195840445
30,26,10,8,0,1,1,1,59.276121051249774
33,13,4,11,1,1,0,0,43.394104524484455
35,16,11,13,1,1,0,0,44.71210807593043
17,18,7,14,1,0,1,0,49.81060262772388
36,22,6,15,1,1,0,1,52.51376390822136
7,20,8,24,1,0,1,0,52.82367675128194
39,20,9,16,1,1,0,0,45.37402784972305
26,21,12,17,1,1,0,1,58.03685477564697
27,20,10,15,0,1,0,1,55.82169649589883
20,13,12,11,1,0,1,0,55.35879140958999
19,19,8,22,1,1,1,0,49.27983058617052
42,13,9,12,1,1,1,0,42.97107942169756
19,11,13,13,1,0,1,1,60.529177936511935
31,15,8,17,0,0,1,1,54.59756975642655
35,18,7,12,0,0,0,1,52.61881023766336
24,23,8,18,0,1,1,1,55.42621287448688
17,9,6,15,1,0,1,0,50.06264255902835
32,17,9,17,0,1,1,0,45.52420921261128
28,28,16,22,1,1,0,1,56.39804473135912
25,22,10,17,0,0,0,1,57.94672860743027
34,17,12,10,0,0,1,1,56.90972205309348
42,22,12,13,1,0,0,1,51.17981411786442
33,16,11,10,1,0,1,0,46.42956091059787
38,26,4,9,0,0,0,1,52.768146458921926
36,19,11,7,1,1,0,1,53.8534188539334
37,4,11,18,1,1,0,0,42.42583606973091
39,24,11,21,1,1,1,0,42.76136076091362
48,25,10,14,0,1,1,1,48.39008719574161
34,28,8,12,0,0,1,0,47.90128741222464
31,17,14,21,1,0,1,0,47.110175483131066
17,18,13,13,0,0,0,1,63.53650951698191
41,14,7,13,1,0,0,0,41.4814058078436
26,11,4,5,1,1,1,0,49.00546120855476
28,20,15,12,0,0,0,1,58.53026278066909
21,17,11,14,0,0,0,0,51.01896472242431
18,19,0,23,1,0,0,0,47.63397209263196
27,21,7,9,1,0,0,1,57.07032826637462
29,30,9,10,0,0,0,1,58.02426342981531
23,22,13,7,0,0,1,1,64.09063765916275
35,24,13,11,0,0,1,1,54.71125589056494
24,26,13,9,1,0,1,0,54.862876005108646
33,23,5,14,0,0,0,1,52.74334998265707
25,32,10,23,0,0,0,1,55.43473441208751
38,26,12,12,1,0,0,0,46.8106046134069
32,17,12,25,1,0,1,1,54.43854844304253
36,15,12,5,1,1,0,1,56.05755353204533
19,15,12,19,1,1,0,1,59.374610609090894
36,3,9,12,0,0,1,1,51.938932480528656
26,21,10,12,1,1,1,0,49.75271801473863
32,23,11,20,1,1,1,0,45.7470065459212
26,6,13,14,1,0,0,0,47.24383401654839
32,19,14,18,1,0,1,0,48.21691379961766
21,18,10,7,1,1,0,0,52.54965908549927
43,25,8,6,1,0,1,0,44.95229502500833
16,21,10,17,0,1,0,1,62.051397387081046
36,11,14,17,1,1,1,0,44.870751257065706
30,18,6,12,1,1,1,0,45.92163897492022
35,22,12,16,0,0,1,1,55.36534485359414
21,15,9,6,0,1,0,0,52.0681450892137
24,32,13,9,1,1,1,0,52.350898391785975
15,22,11,12,0,0,0,1,62.12803699409125
16,25,16,21,1,1,1,1,61.872724449172345
46,16,8,10,0,0,0,1,49.77980589166449
23,13,4,12,0,1,1,0,48.88356971258891
38,21,13,20,1,0,1,1,55.09500214568832
42,20,9,5,1,0,1,0,46.26069224654287
31,11,13,11,0,1,0,1,56.38843461437306
30,14,8,22,1,1,0,0,45.44780697127597
16,25,9,14,1,1,1,0,54.18092595403089
26,21,9,17,1,0,1,0,47.5320760749909
25,21,10,22,1,0,0,0,48.9850207008564
29,17,7,17,1,1,0,0,45.672904078452014
32,20,11,18,0,1,1,1,53.9127218969349
40,19,13,16,1,0,0,1,52.78476040568722
23,14,9,9,0,1,1,1,58.40877861844147
33,23,11,16,1,1,0,0,46.53079777694506
26,20,8,10,0,1,0,1,57.89934552805835
25,16,11,18,1,1,1,1,57.597896101364114
32,20,10,4,0,1,0,1,57.23311222938775
29,15,13,7,1,1,1,1,59.47524471549644
32,27,10,11,1,1,1,0,49.2164097485072
33,22,9,21,1,0,0,1,53.43913614977165
34,21,13,19,0,1,1,1,54.86900150968963
25,19,14,19,1,1,1,1,59.17252608155721
37,21,10,10,0,0,1,1,53.86671128438692
24,28,14,16,1,0,1,0,52.14540981361223
31,19,6,9,0,1,1,1,55.154103821409485
38,17,11,14,1,1,1,0,44.61862562031848
25,20,9,12,1,1,0,0,48.12003882649623
26,12,10,19,1,1,0,0,45.87379486567132
32,28,2,17,1,0,1,0,44.27560094706387
25,26,11,19,0,1,0,0,50.47493149827432
33,27,11,12,0,0,0,0,44.90643545275408
22,21,12,15,1,1,1,0,52.01515822499528
29,24,8,10,0,0,1,0,48.93582843929991
27,26,9,13,1,0,1,0,48.67748096093219
17,33,9,12,1,1,0,0,55.803704337896335
23,22,10,13,0,1,0,1,59.98382670127378
41,10,9,20,1,1,0,1,46.85276671119235
29,21,7,18,1,1,1,1,55.21273205536852
26,22,10,16,0,0,1,0,48.31318409544894
34,26,3,8,0,1,0,1,52.60632899403048
26,17,7,7,1,0,0,0,49.32460037906882
25,18,9,9,1,0,0,0,50.37277178617629
31,24,11,9,0,1,1,1,58.44154171399309
25,11,8,13,1,1,1,0,47.2505137652402
31,18,11,16,1,1,1,0,46.18185303159592
35,14,12,10,0,0,1,1,54.271917462641
25,19,5,11,1,1,1,1,57.7976557019749
34,22,10,6,0,0,1,0,51.09860260901684
39,23,15,12,1,1,0,1,55.80741070726367
32,28,10,2,0,1,0,1,60.38923484799185
18,29,12,24,1,0,0,0,51.42809571976059
35,24,0,10,1,1,1,0,44.12698478521288
26,15,16,14,1,1,0,1,58.82725435021564
20,18,9,16,1,0,1,0,51.315243366354494
28,23,17,11,1,1,1,0,52.61868534723434
22,32,10,12,0,1,1,0,51.82705819073915
35,14,6,3,1,1,0,1,54.60325377351427
28,19,8,13,1,0,1,0,47.93271433806782
31,21,8,11,1,0,0,0,46.7230749228438
27,17,11,5,1,1,0,1,58.30213758296695
25,28,8,4,0,1,0,0,52.796732507699645
24,31,10,9,1,1,0,0,52.45437410944528
24,17,15,29,0,1,1,1,56.91576867705017
24,19,11,15,1,0,0,0,49.82596229878362
33,17,10,15,1,1,1,1,52.396192560661845
44,12,14,13,1,1,0,1,50.41076322371201
38,16,7,11,1,0,1,0,45.55740508680246
33,21,6,9,1,0,0,1,56.44368806858349
34,19,13,5,1,0,1,0,49.19102061283413
46,21,11,6,1,0,0,0,45.54358811346735
30,18,11,2,0,0,0,1,58.64174762458605
36,16,13,11,1,0,1,0,48.408219988931634
20,28,13,19,1,1,0,1,59.03015662918599
40,25,13,10,0,0,1,0,46.26087463341792
28,23,13,13,0,1,1,0,50.46086427737588
34,25,12,13,1,1,0,1,55.47007654423899
31,20,10,18,1,0,1,0,45.68894556451546
32,16,11,14,0,0,0,1,53.80527095230564
31,19,10,12,1,0,1,1,57.60744920488379
37,28,8,26,1,0,0,1,50.97305630811952
33,18,7,18,1,1,1,0,44.34885507822608
22,11,5,8,1,1,1,0,51.00265209303095
21,37,4,18,0,0,1,1,57.30298288261691
