defendant_age,judge_experience,defendant_prior_convictions,severity_of_charges,gender,defendant_minority_status,public_defender_assigned,public_defender_experience,legal_representation_hours,sentence_length
12,30,9,12,0,0,0,13,47,428.33913938687857
6,34,2,12,0,0,0,14,38,350.2562343220466
13,32,3,20,1,0,0,14,52,465.7714643795869
12,30,9,22,1,0,0,12,56,499.59689761735393
10,28,11,14,1,0,0,7,47,432.1294753197379
11,32,8,11,0,0,1,8,43,397.4650912576852
11,33,6,12,1,1,1,14,46,417.9057611484709
10,28,9,14,0,1,0,11,48,434.0703040036423
10,31,12,16,0,0,1,10,50,456.7929943909669
5,26,7,13,0,1,1,14,44,394.7068605005224
10,26,10,15,1,1,1,11,49,443.9358784595097
11,31,9,10,0,1,0,13,45,414.1632240912508
11,26,12,17,1,1,0,13,54,484.3433609402337
11,28,10,13,1,1,0,9,46,422.9755988477646
14,29,9,11,0,0,1,8,47,434.23590732918217
11,28,7,9,0,1,0,14,44,404.81303767953386
12,31,10,17,0,0,1,11,50,455.85942708015057
11,33,5,12,1,0,0,9,42,388.3854379596103
8,30,6,16,0,1,0,15,50,446.48446884475817
8,29,7,14,1,0,1,11,47,425.86836945747257
14,33,11,15,1,1,0,14,50,457.4663472727802
10,32,7,11,0,1,1,12,45,413.2736490699377
11,27,11,17,0,0,1,13,55,494.20940375394616
10,30,6,19,1,1,1,14,51,455.98381884850255
6,29,8,13,0,0,0,14,47,423.0281156648031
11,34,3,16,0,0,1,13,44,399.15198621249993
7,31,7,16,1,1,0,13,49,441.36129371554256
9,29,8,14,1,0,0,8,43,397.0464554671399
2,30,11,14,0,0,1,6,46,416.6938080939035
10,29,8,11,0,0,1,13,46,417.1424944314665
9,28,6,12,0,0,0,9,41,379.89751184548135
8,31,7,12,1,1,1,14,47,427.850069905798
11,32,7,12,1,1,0,12,45,413.4374434754896
11,32,9,13,0,1,1,11,45,413.6920498549995
12,33,6,14,0,0,0,12,46,421.82562197192726
10,27,5,12,1,0,0,8,44,402.0787912610029
10,31,10,16,1,1,0,13,51,460.59714408178417
16,29,9,17,1,1,1,10,54,488.32521556843
11,27,1,12,1,0,0,10,41,375.76458002900375
7,32,10,13,0,1,0,11,43,394.0169092855567
8,29,6,14,1,0,1,15,50,446.4557091323727
17,30,9,12,1,0,1,11,49,449.2302695111139
11,28,10,11,1,1,0,13,47,430.907738770809
9,27,8,19,1,0,0,10,51,456.76586735707855
11,31,10,12,1,0,0,10,47,430.8079917357121
9,31,11,9,1,0,0,13,45,415.69546037428233
6,30,13,15,1,0,1,9,50,454.01026826753815
8,29,4,10,1,0,0,9,41,374.9017935552291
13,30,9,19,0,1,0,9,51,459.576791080076
10,26,1,16,0,1,1,9,46,415.6045914915016
14,32,15,20,1,1,0,9,55,498.0803174979484
10,35,7,15,0,1,1,11,50,453.6456860016869
13,33,8,12,0,1,0,10,45,417.62936631030414
11,29,7,19,0,1,0,8,49,443.7901528987986
10,31,15,11,0,0,1,13,48,438.4798809328192
11,27,10,11,0,0,0,12,48,437.0785403618808
8,29,11,13,1,0,0,9,45,411.2338102815785
13,29,7,12,0,0,0,12,45,413.1567976467329
8,26,2,14,0,1,0,12,44,397.4707836819117
10,26,9,9,0,1,0,9,43,398.5515284341005
10,28,10,14,1,1,0,9,49,446.4307883717457
9,30,9,12,0,0,1,12,46,422.6951649693997
15,29,8,12,1,0,0,12,46,420.68132165887226
7,27,6,16,0,1,0,14,49,437.23212982696015
7,27,10,17,1,0,0,14,54,480.69575298811657
10,28,6,16,0,0,0,13,48,432.70302762954185
12,26,6,16,1,0,0,9,48,432.7947445314576
6,29,8,19,0,0,1,13,51,455.6348014423383
5,31,7,14,0,1,0,12,46,416.7690678168708
10,32,12,14,1,1,1,13,51,465.0172596539613
5,29,7,12,0,0,0,13,43,390.1784860749197
7,26,5,8,0,0,1,14,45,403.3407966428035
9,30,6,12,1,0,1,12,42,384.2305200000519
8,32,9,15,0,0,0,11,49,441.4718111237639
14,33,7,13,0,0,1,11,45,416.2923260954361
9,29,6,12,0,1,0,11,39,361.7440730235671
10,28,10,15,1,1,1,10,50,451.07076515672543
9,31,4,15,1,0,1,10,45,410.9254467592531
10,32,4,10,1,1,0,12,39,366.9356610871508
7,31,5,13,0,1,0,14,44,398.99354366084935
9,26,7,11,0,0,0,8,45,410.2814403505519
14,24,13,13,0,1,1,12,54,488.9732434182951
10,30,11,13,1,0,0,12,48,438.9527437322189
10,33,8,17,0,1,0,16,51,460.2396229011008
9,28,12,15,0,1,1,10,51,460.373427946426
10,29,6,11,1,1,1,13,45,411.3407421612465
14,32,8,14,1,1,0,12,47,434.4516952143326
12,30,7,11,0,1,0,14,46,419.54042971045584
10,29,7,15,1,1,1,10,47,428.2658907617952
10,29,7,7,0,0,1,8,38,358.6452262420781
12,28,14,12,1,0,0,16,53,479.8807804337507
10,33,6,10,1,1,1,12,40,374.9128379734622
7,28,6,13,0,1,0,10,45,406.2802883516524
5,33,6,12,1,0,0,11,41,377.83411285238657
8,29,13,11,0,1,0,13,48,441.26596569018966
8,29,10,12,1,0,0,11,46,421.36300858904553
5,29,4,11,1,0,0,15,40,367.2253776681762
7,29,5,16,0,0,0,10,44,395.96680380680186
18,30,11,12,0,1,0,12,49,453.9947573863138
8,28,6,11,0,1,1,10,42,386.0863352062674
15,29,4,15,0,1,1,14,52,468.2155170340407
9,27,7,9,1,0,1,12,42,384.20311596869857
8,26,5,13,0,1,0,12,47,423.336558810783
8,29,6,10,0,1,0,9,39,363.921832569877
14,30,4,10,0,0,0,12,43,398.5373453561602
12,31,7,8,1,0,0,8,41,386.35655825649695
12,27,5,12,0,0,0,11,45,409.42254680846816
11,30,4,12,0,0,1,15,44,401.6443032491917
5,33,9,16,0,0,0,8,48,435.0928803001331
11,29,4,13,0,0,1,9,47,429.1372123332556
13,29,6,11,0,0,0,12,49,446.51347406554737
14,30,8,12,1,1,0,10,47,434.75248949471535
10,30,13,17,1,0,0,12,51,461.8160448437023
8,30,8,17,1,0,0,16,51,457.4269935382552
9,32,7,14,1,1,1,8,43,396.451132162002
11,29,2,17,1,0,1,12,45,406.2466225123827
14,29,4,15,1,0,1,13,45,412.386280847779
11,28,9,15,1,0,0,11,47,427.85065198127865
7,34,13,13,1,0,0,10,47,431.4109812717624
9,32,9,14,1,0,0,11,45,412.8180524840935
12,30,11,13,0,0,0,13,49,446.8069911290657
10,32,4,15,1,1,1,10,43,394.45566602129
12,28,5,16,0,1,0,12,51,457.6829301231549
8,32,1,8,0,1,1,12,37,342.80403648207385
14,28,16,13,0,0,0,15,54,490.8563283762849
9,28,4,14,1,1,0,11,45,409.7384657358138
11,31,6,11,0,0,0,13,42,389.1384526796427
13,25,9,17,1,0,1,11,54,484.9364558990121
3,35,4,9,0,0,0,10,37,341.7197264300113
6,31,5,13,1,1,0,11,42,385.2274392158384
11,26,5,13,0,0,0,12,49,442.34635225713424
7,31,9,16,0,0,1,10,48,433.2874203066657
7,33,12,17,0,0,0,11,52,467.9379583589311
10,32,3,15,0,0,0,13,46,414.2588059224777
6,28,3,12,1,0,0,13,42,381.6833531859348
8,25,7,16,0,0,0,8,50,443.991286936342
9,29,8,15,0,0,0,15,48,431.1227827179023
8,32,9,14,0,1,1,9,46,419.2512492581511
13,30,9,9,0,0,1,11,43,402.3641373424081
6,31,4,17,1,0,0,8,43,391.0273360119996
7,28,6,17,0,0,0,14,50,446.5333217636926
3,31,6,20,1,0,0,12,51,450.7415292751596
9,33,2,19,0,0,0,8,45,406.277971661284
11,31,5,15,1,0,1,10,46,418.6429831180535
15,30,4,14,0,1,1,12,48,437.3324392392517
12,30,10,16,0,0,0,13,53,480.19471331759553
8,31,10,11,1,1,1,14,46,419.46887813287583
14,30,10,11,0,0,1,12,46,424.6049318312234
8,27,5,13,1,0,0,13,45,408.22895995845226
10,30,9,14,0,1,0,13,47,427.7158456274324
11,30,10,15,0,1,0,6,44,407.6151915816615
6,29,13,7,1,0,1,11,44,402.7390342144602
12,30,7,19,0,1,0,12,53,476.252285349426
7,29,3,13,0,0,1,9,43,390.0386054430333
10,31,9,17,0,0,1,12,52,468.590610369008
8,31,12,9,1,0,0,14,43,395.3789073692095
12,29,6,16,0,0,0,15,51,455.3397865145192
12,28,2,18,1,0,1,10,45,407.0860722239812
5,32,12,12,1,0,0,10,43,397.9854106813046
8,27,14,15,1,0,1,12,52,469.8354283084519
9,33,2,17,0,1,0,11,43,391.090243941263
9,26,0,15,0,0,1,13,46,412.04173742842846
5,29,3,15,0,0,0,13,44,395.2170628480892
6,32,1,15,0,1,1,10,40,365.7963629445958
8,30,9,11,1,0,0,8,42,389.157257845235
10,30,5,17,0,0,1,10,47,424.6046043516917
11,33,7,12,1,0,0,9,41,382.69228374552233
12,30,7,16,0,1,1,11,51,462.20204524870826
11,25,9,11,0,1,1,11,47,427.0906436564757
8,33,9,17,0,1,0,9,47,429.04799764004525
14,28,6,12,0,0,0,11,46,421.3261295341149
9,29,7,13,1,0,1,10,44,402.1136262847634
5,30,1,17,0,0,0,6,42,380.6241474910988
12,30,8,15,0,1,1,10,47,429.68087680116525
9,30,10,13,1,1,1,13,45,413.2011897181806
6,27,10,20,0,0,0,10,51,453.7791405438443
9,31,7,14,1,1,1,13,49,442.87302619041066
12,29,8,18,1,0,0,13,53,475.4915088617783
10,33,7,14,0,1,1,15,46,416.8555717894794
12,32,5,13,0,0,0,8,44,405.6344122434569
5,28,8,13,0,0,0,11,43,392.2972211805422
10,30,4,17,1,0,0,9,47,423.0580314606432
9,34,12,17,1,0,1,10,49,446.1393578806108
13,27,9,10,1,0,0,9,45,417.17825117648687
9,32,2,15,1,0,1,13,45,408.2439429475345
9,33,11,14,1,1,1,11,48,436.2423305419172
4,31,12,8,1,0,1,10,43,395.2752349589528
7,33,9,14,0,0,1,10,45,410.5494317259632
11,32,7,11,1,0,0,11,44,405.0132918027461
10,27,4,17,0,1,0,12,50,448.8911251733755
13,28,2,13,1,1,0,11,44,402.5476021837914
10,30,11,16,1,1,1,11,49,445.5945932878756
10,32,10,12,0,1,1,15,47,429.7737284651508
10,27,4,16,1,1,0,9,45,407.7228966538899
6,28,6,19,1,1,0,12,50,445.4199762318635
9,29,11,12,1,0,0,9,46,421.7969253007452
9,30,5,13,1,0,1,12,44,401.195942954696
13,30,5,10,0,1,0,11,40,375.2543368993171
9,36,9,12,0,1,0,13,42,392.4970036575138
10,28,6,20,0,1,0,11,51,454.7621039148909
10,35,13,11,1,0,0,12,44,411.2594875316868
8,29,5,16,1,0,0,9,44,398.270528309815
12,30,6,15,0,0,0,10,46,416.8151262985493
11,30,0,11,0,1,1,12,41,376.4188170435635
3,29,4,13,0,0,0,12,43,386.44589725004585
13,27,5,13,0,1,1,16,50,451.3703556251222
7,32,8,13,0,1,1,10,43,397.50261488890885
9,30,10,14,0,1,1,13,50,449.7741600136397
7,27,10,15,1,0,0,10,49,443.1438020745496
8,27,13,10,0,0,0,8,47,427.5020502097355
12,31,10,15,1,0,1,8,48,439.9686008456908
7,25,5,9,1,1,0,11,42,385.537679488258
7,30,8,14,0,0,1,10,46,417.6685072890586
11,29,0,12,0,0,0,12,40,365.7697325182663
10,28,8,15,0,1,0,13,51,459.5218228073517
10,29,8,13,0,0,1,14,48,433.5189561319211
7,31,11,14,0,1,1,9,47,430.1478228221823
13,31,10,13,0,0,0,13,48,437.7616822912288
5,31,6,15,0,0,0,9,43,391.8981496118925
8,31,5,13,0,1,0,9,45,412.982467661613
11,28,5,10,1,1,0,10,40,370.7951384848983
7,29,3,20,1,0,1,10,49,438.3943381411862
2,29,8,16,0,0,0,9,47,419.8244434997532
5,31,6,20,0,0,0,9,47,421.82747296613854
9,30,6,10,1,0,0,11,42,387.6800555866299
11,29,8,17,0,1,0,14,51,460.7456979530939
3,31,10,14,1,0,0,12,46,415.0628703392532
8,28,13,9,1,1,0,14,46,421.18515082098094
10,24,5,15,1,0,0,13,49,438.0896412804054
13,28,3,17,0,1,0,10,48,436.657275567608
4,28,4,14,0,0,0,9,45,405.2162000569448
13,27,7,13,0,1,1,9,45,414.45916627627344
9,32,2,10,0,0,0,12,40,371.05887039857686
11,30,7,14,0,0,0,15,48,435.7593201691859
4,30,4,9,1,1,0,14,39,357.4131469364008
10,29,4,16,0,1,0,11,46,416.0324149039314
14,32,8,13,1,0,0,9,43,401.57490304727565
8,30,13,11,1,1,0,12,49,447.673059412464
7,30,8,15,1,0,1,11,45,409.44237273410886
14,27,10,14,0,1,1,13,50,454.6244496410826
12,32,7,13,0,1,0,12,47,428.6505450808936
6,28,4,16,0,0,0,13,46,411.6834235696356
12,28,10,11,0,1,0,9,49,445.6198638179216
3,32,5,10,0,1,1,12,41,372.2754411378635
3,27,8,16,1,1,0,9,46,412.0383637190674
11,32,10,13,1,1,1,14,48,440.1706020164741
10,28,9,17,1,1,1,11,50,451.0790791415516
9,33,0,14,0,0,0,16,45,408.02072817634064
12,27,7,8,1,0,1,14,44,407.38625916153177
10,31,8,19,0,0,1,12,53,473.04239267539
16,29,11,14,1,0,0,12,53,479.9057640120412
11,29,5,15,1,0,0,14,50,448.067234884464
14,28,11,17,0,1,1,12,52,469.8838620140221
13,26,7,13,1,0,1,8,46,420.7024918840005
13,29,13,10,0,0,1,9,47,433.6134280639415
15,31,7,10,0,1,0,12,47,433.1831514247453
12,27,10,15,0,0,1,13,52,467.1683127634766
6,23,11,16,0,0,1,10,51,454.34032229446655
9,32,13,12,1,1,0,11,47,432.2194492782761
10,29,9,16,0,0,0,14,51,457.1662190447359
12,28,9,10,1,0,0,12,44,408.4785437863092
9,29,8,12,1,0,0,14,48,431.52108579548354
11,27,9,12,1,1,1,9,45,414.9427001144744
8,32,8,16,0,1,1,13,50,449.7935917444234
16,31,6,14,1,1,1,11,48,439.63729226011367
14,25,7,10,0,1,0,17,47,429.7900264539979
13,27,2,18,1,0,1,9,50,445.4383373029046
10,31,11,10,0,1,1,12,44,409.319353497544
9,29,9,12,0,0,1,12,47,426.6785814109128
9,31,4,13,0,0,1,9,45,412.6335201281668
6,31,3,15,0,0,1,9,44,395.6856579356356
6,31,2,15,0,0,0,11,45,406.1254556028775
13,32,10,14,1,0,1,6,46,423.6891447894869
9,30,5,15,0,1,0,13,44,399.9745593445639
11,34,7,15,0,0,0,15,50,450.8977182205126
9,27,4,15,1,0,0,13,46,413.2249502575754
12,26,6,12,0,1,1,14,44,401.2892073480765
7,28,10,10,0,0,1,14,43,393.2070248230669
7,31,3,9,0,0,0,13,41,376.5902206759644
18,30,5,12,0,0,0,13,45,417.9991657651096
10,30,16,12,1,0,0,14,48,438.46547103704455
9,27,12,10,0,1,0,13,44,405.0263912661048
11,29,3,11,1,0,0,14,42,385.1304705902094
5,27,12,12,0,1,0,11,46,415.72352603299385
7,30,3,14,1,1,1,10,42,384.6123588258346
8,25,4,12,1,1,0,9,43,392.2451321258748
9,29,2,17,0,0,0,11,45,407.1089147981358
8,33,9,13,0,1,0,11,46,418.9841573801296
9,32,12,8,0,0,1,11,44,409.12355574243753
7,28,4,11,0,1,0,11,40,368.5108482713384
10,26,9,12,0,0,1,13,46,417.9978420594377
13,30,11,14,1,0,1,11,48,441.3513670087451
5,31,7,13,0,0,1,15,45,404.4312789169355
13,28,8,14,0,0,0,11,46,421.3487766561052
11,31,10,9,0,0,0,10,44,409.93001912658286
8,32,11,11,0,0,0,11,44,408.05015272670846
8,29,7,10,1,1,1,13,43,394.7779008878391
9,26,1,19,0,0,1,15,52,457.9803447366643
11,28,6,19,1,0,1,13,55,491.1283153174887
3,30,11,15,1,0,1,13,50,446.59666301990825
12,33,8,16,0,1,0,14,53,478.69034732263066
13,28,10,11,1,0,0,10,48,440.8169993166345
7,26,8,11,0,0,1,13,45,406.5453261880694
11,28,8,16,1,0,0,15,53,474.3874792500208
16,32,5,15,0,0,0,12,51,463.7471983610648
6,31,9,12,1,1,0,10,45,410.8860825095942
10,31,8,15,1,0,1,12,48,435.6720958121858
6,30,13,16,1,1,0,10,51,461.1516111796896
11,30,11,14,0,0,0,13,49,445.8673768977558
7,31,7,15,1,0,0,12,46,416.0036365600748
12,32,6,15,0,1,0,11,48,434.6382837800856
12,28,6,12,1,0,1,10,45,413.1941954355035
12,29,7,17,1,1,0,11,49,443.5822234838604
11,30,1,15,1,0,0,13,46,417.8625458408979
6,29,3,12,0,0,1,11,40,368.5258351981791
8,31,5,13,0,1,1,15,43,393.343797619236
11,28,9,13,0,0,0,10,48,436.7106114861451
7,33,8,20,1,1,0,10,48,433.629303868912
10,33,5,13,0,1,1,9,43,396.5492085178214
10,26,15,15,1,0,0,9,52,471.3859867944265
8,32,5,11,0,1,1,13,43,392.369269874487
9,32,7,7,1,1,1,8,38,358.87853558421875
10,26,5,15,1,1,1,12,47,424.5723950803322
9,28,0,10,0,0,1,9,40,366.5769798849251
8,31,5,12,0,1,0,12,43,393.3151769950275
4,30,7,14,0,0,0,12,48,428.9997375091319
11,32,9,12,1,0,1,12,47,431.5423857509655
6,26,3,15,1,0,1,9,43,388.58613807905306
11,30,5,14,0,0,0,16,48,433.459331682788
11,29,6,14,1,1,0,11,47,427.7600008452467
14,30,4,15,0,0,1,11,49,444.3529507408328
9,31,4,17,0,1,1,14,47,422.1881375816799
8,25,7,14,0,1,1,12,48,429.7694908855288
11,32,7,17,1,1,0,10,48,439.9719704990858
10,30,12,7,1,0,0,15,41,383.2573033236008
11,31,6,15,0,0,0,11,46,420.4930927042996
5,29,6,16,1,0,0,12,46,412.1109691542279
12,29,9,12,0,1,0,12,45,416.2944177227105
12,31,4,14,1,0,0,16,49,443.0528391251052
12,31,7,9,0,0,0,12,42,394.9479861871255
14,32,4,4,1,0,1,13,37,351.6508326837805
8,35,11,13,0,0,0,10,43,399.7755152253799
7,27,9,11,0,0,0,9,46,417.6514064467969
14,30,12,13,1,0,0,9,49,451.90388141802873
14,29,10,13,0,1,0,8,49,450.9686776735711
12,35,6,10,1,1,1,11,40,375.8598442300705
13,31,3,12,1,0,0,14,45,411.4201974731892
10,35,4,12,1,1,0,10,42,389.51903716768265
10,28,9,12,0,1,0,12,45,411.9995962602875
5,29,11,13,0,1,0,14,48,431.0275531387484
11,27,9,16,1,0,1,10,50,450.5638715669728
9,26,1,15,1,0,0,12,47,421.0169670809808
5,28,7,15,1,1,0,13,48,430.6880449978052
10,30,10,10,1,0,0,10,44,407.0284911040159
11,28,10,14,1,0,0,12,46,420.6695790884996
8,30,8,14,1,0,1,13,48,432.21002537176446
5,32,4,14,0,0,1,14,45,403.27913697128594
12,28,8,16,1,0,1,10,48,439.8293060308707
10,36,10,16,1,1,0,12,48,439.3040824570308
11,29,8,13,1,1,1,13,46,421.7878720824209
11,29,10,15,0,0,0,8,48,436.4255892104191
10,29,11,18,0,0,0,12,54,481.9951089473207
10,28,9,11,0,0,1,16,49,440.243162085768
10,28,5,11,0,1,0,11,44,402.7770081205581
10,29,8,16,0,0,0,12,50,450.5533074326082
7,29,5,9,0,0,1,13,42,383.8632804199133
8,28,15,14,0,0,0,8,49,445.7824870463692
10,32,10,13,0,1,0,12,45,415.8981343743823
11,29,10,12,0,1,1,10,44,403.6955711760122
14,27,5,11,0,1,1,12,45,413.3686508655928
11,27,4,14,1,1,1,10,45,407.3764254900981
9,28,5,17,1,1,0,13,47,421.2532693919028
10,30,8,14,0,0,0,13,49,445.2291337457705
13,26,6,17,1,0,0,13,52,465.1658820798812
11,30,5,13,1,1,0,11,46,419.24908065837786
12,28,6,11,1,0,1,12,46,422.4716193930957
6,31,2,13,0,0,0,9,42,382.09278182212415
8,31,6,15,1,0,0,15,45,408.9292361615488
9,27,6,10,0,0,1,13,43,393.37196535124986
9,30,4,13,0,1,0,13,46,416.2988524611335
13,33,6,8,0,1,0,11,40,376.7226496524024
11,31,12,14,1,0,1,9,50,455.2471941422735
15,35,10,15,1,0,0,12,51,464.3065849441201
6,30,12,12,1,1,1,14,49,441.9160765472109
5,30,9,12,1,1,0,13,44,399.1246775084547
7,30,7,11,0,0,0,14,46,416.7958511331765
17,25,11,13,0,1,0,11,50,458.0455677538196
9,28,9,12,0,1,0,12,45,410.54021678390137
14,28,4,14,0,1,0,10,47,431.8613159114012
12,33,8,9,1,1,0,10,41,385.6125991003482
8,31,8,12,0,0,1,12,43,393.4783692177019
10,27,10,15,1,0,0,12,49,443.2834088887013
8,31,8,7,1,1,1,7,35,334.59364390829097
12,33,6,15,0,1,0,9,45,413.1383914708365
12,27,11,11,0,1,1,9,43,399.5939805267004
7,30,11,14,0,0,0,11,49,442.346677689055
10,30,9,12,0,0,0,13,45,412.82222130224295
13,29,5,18,0,1,0,8,49,442.62926534020914
10,28,7,16,0,1,0,8,47,426.9878254675448
13,30,9,12,0,1,1,9,45,416.9073985693901
10,30,9,12,0,0,0,16,49,441.3489784098125
9,26,10,13,0,0,1,12,51,456.85138410350856
7,29,11,17,0,0,1,14,54,481.7232422296243
10,24,9,16,0,1,1,9,48,431.4996520724816
7,32,12,11,1,0,1,13,47,430.5708711537848
8,32,8,12,1,1,1,7,41,380.20391866328384
11,30,11,18,1,1,0,13,54,482.3234427491544
12,30,11,13,1,1,0,11,48,441.4044031443566
7,28,7,16,0,0,0,9,45,407.9746792056895
7,29,5,17,0,1,1,8,46,413.4772716513965
11,26,13,14,0,0,0,16,54,487.0117221146487
7,31,11,17,1,0,1,15,52,464.6276810251257
10,30,4,13,1,0,1,10,45,412.5383536964507
8,28,10,12,0,1,1,12,47,425.3857439589632
11,37,5,12,0,1,1,12,41,381.72843556128976
6,30,5,9,0,1,0,11,40,367.770711125916
13,31,4,10,1,0,1,11,41,380.249940445884
7,31,13,7,1,0,0,11,41,384.1696884912829
9,32,5,12,0,0,1,15,45,410.25459937404537
9,26,10,13,1,1,1,16,50,446.62422863802806
10,27,5,10,0,0,0,10,40,370.458160986884
7,29,0,10,1,0,0,14,39,357.34995381161104
11,31,4,14,0,1,0,9,43,395.8592219792325
11,27,6,11,1,1,1,16,46,416.7833657261988
11,30,9,14,1,1,0,10,47,430.1292523011151
10,28,8,16,1,0,1,9,50,454.0404389162702
11,31,6,12,1,0,0,10,44,405.5331789000672
9,32,5,10,0,0,0,11,41,379.6013926082073
14,32,12,15,1,0,0,9,51,469.2939555618469
16,26,8,10,0,0,1,13,49,447.5180285344756
12,29,6,12,1,1,1,9,44,403.45672163946944
8,28,9,11,0,1,1,11,42,385.6419379244578
7,25,4,19,0,0,1,11,49,436.452984302349
10,28,6,16,0,0,1,10,47,423.5198942899996
9,32,10,12,0,1,0,11,45,414.8776764437831
12,28,0,9,1,1,1,13,41,381.6331689617813
10,33,5,14,0,0,0,17,47,424.3942114425394
7,31,9,15,0,0,0,11,46,417.1919140954442
9,27,3,14,0,0,0,11,49,438.4320806236378
7,29,3,14,0,0,0,14,46,411.75488837742
8,27,9,15,1,0,0,12,50,447.0859743014665
13,27,7,12,0,0,1,13,47,430.105843724017
13,32,5,11,1,1,0,8,39,367.0544625492736
6,32,10,14,1,0,1,9,46,418.4649724854127
12,30,2,9,0,0,1,10,38,355.78333085568755
8,33,3,12,1,1,0,12,41,378.2454615353456
8,29,6,12,0,1,0,12,43,391.8912844013759
14,30,5,12,0,1,0,16,46,421.5649697423541
15,34,11,15,0,0,0,16,54,486.9207789587853
11,30,11,14,1,0,1,13,50,453.375489656451
10,32,7,15,0,1,0,12,48,438.5050117509682
7,31,3,18,0,0,1,10,46,410.3593735801688
14,28,8,11,1,0,1,11,46,424.9476305892965
10,29,9,11,0,1,0,12,47,428.2617029468464
8,28,7,7,1,0,0,11,42,387.7419696248632
5,37,4,11,1,1,1,12,38,352.938637464918
13,31,11,10,1,0,0,12,43,403.3419043141332
11,30,11,14,0,0,0,11,51,462.0588088491472
12,29,14,17,0,1,0,15,56,501.43108019383016
10,33,11,13,0,1,0,14,48,438.8081029031204
12,32,12,18,0,1,1,14,53,479.14032906193984
13,29,8,16,1,1,0,9,49,447.5791959736465
9,31,8,10,1,1,1,13,45,414.5122025984243
8,27,1,17,0,0,1,12,46,410.2846631549912
6,26,11,12,1,1,0,12,45,409.1829097661301
10,29,11,14,1,0,0,12,50,450.8491918345211
