defendant_age,lawyer_experience_years,previous_convictions,legal_aid_received,plea_bargain_accepted,restorative_justice_program,recidivism_rate
35,29,1,0,0,1,68.90808187045603
20,28,0,0,0,1,66.86838063785434
-1,25,1,0,1,1,64.82325266442824
27,26,1,0,1,1,65.303110160751
28,25,0,1,0,1,67.31789955764525
29,22,1,0,0,0,56.11564728245698
3,26,0,1,1,1,66.54227303588533
31,19,0,1,1,1,63.86790631348315
17,23,1,0,0,1,64.56996699245484
9,22,1,1,1,1,65.95042960000376
31,24,1,1,0,1,65.54030516792056
18,20,1,1,0,0,56.45978659771674
21,26,1,0,1,1,68.54180141274553
25,19,1,0,0,1,63.87719219471193
19,16,0,0,0,0,51.947779701556335
21,23,0,0,0,1,66.44881037093815
24,24,1,1,0,0,58.544006169335184
27,20,0,0,1,0,56.24304130703926
17,28,1,0,1,1,67.05411051716369
15,20,1,1,1,0,54.89195570745216
21,18,1,0,0,1,63.154673293217066
16,20,0,1,0,1,64.87731547343235
21,19,0,0,0,0,55.15910157109447
25,14,0,0,1,1,61.77392638106512
38,23,0,1,0,1,66.39950008886771
34,21,1,0,1,1,65.6579280177449
41,26,1,0,1,0,60.49849892069277
15,23,1,1,1,1,65.4336195817882
34,29,0,0,0,0,59.7217017544372
4,25,0,0,0,1,65.55452235596351
38,20,0,0,0,1,65.64799328718142
32,32,0,1,0,1,70.55840746400213
26,18,0,1,0,0,55.41006729130671
33,25,0,1,0,1,66.3222403576825
23,20,0,1,0,0,55.9489020662963
34,26,0,1,1,1,68.11872763950556
22,29,1,0,0,1,67.84632905902384
39,21,1,0,1,0,58.0805750272047
21,29,1,0,1,0,59.932709872325326
21,24,0,1,1,1,66.868544758033
36,20,0,1,1,1,64.14349479682272
29,23,0,1,0,1,65.25624852044565
20,28,1,1,0,0,58.637954374158944
31,16,1,0,0,0,53.34681555073054
24,33,1,0,1,0,60.55090268775534
14,29,0,0,1,0,59.59131183232959
16,28,0,1,0,1,66.3939949603756
21,18,0,1,1,0,56.09373165540655
31,20,1,1,1,0,57.04973801332031
31,21,0,0,1,0,56.08797401702491
3,23,0,0,1,1,65.68513511873476
23,24,1,1,0,0,57.64675845911221
23,21,0,0,1,0,57.98601114550801
-4,27,0,0,0,0,58.52906801741229
28,21,0,1,1,0,57.25807923998396
30,20,0,0,1,1,64.79749636471948
33,20,0,0,0,0,56.13358148368937
46,30,1,1,0,0,60.19398934948153
24,28,0,0,0,0,59.09552882372677
31,21,1,1,0,1,64.68054763654948
22,27,0,0,1,1,64.97582163524771
14,27,0,0,1,1,67.68169732062194
42,24,0,1,0,0,56.9866734496838
33,23,1,0,0,0,56.94133777952025
9,27,1,1,1,0,56.27503992639495
28,21,0,0,1,1,65.24598077346471
10,31,1,0,0,1,69.07679740991786
33,26,0,1,1,1,68.65849227750748
35,24,0,0,1,1,66.56722319311835
6,15,1,1,0,0,54.39892534777415
44,26,1,1,1,1,68.20619820339849
18,23,0,0,1,1,65.96336881381563
27,20,1,0,1,1,65.98130526330999
21,21,0,0,1,1,65.50679705036883
29,21,1,0,1,0,56.80542407372649
29,20,0,0,0,0,55.60865901146238
35,18,0,1,1,1,64.21340360514883
25,18,0,0,0,1,63.85421038377582
28,28,1,0,1,1,66.33639845412299
26,21,0,1,0,0,57.28055371261546
28,27,0,1,0,0,58.20592549751642
23,23,0,0,1,1,64.47241711101184
32,24,1,1,0,1,65.34678349057216
17,19,0,0,1,1,63.85965660118158
19,29,1,1,1,0,59.38432397151761
36,31,1,1,1,1,71.54014336455141
31,25,1,1,1,0,55.43925468788794
23,25,0,0,0,0,57.07832264103687
48,21,1,1,1,0,57.091847904279
29,29,0,1,0,0,60.24962695756069
-1,25,0,0,1,0,57.15390367416556
29,26,0,1,0,0,58.23432477160553
32,21,0,0,0,1,64.18023484021855
22,28,1,1,1,1,68.9850953937264
24,23,1,0,0,1,67.00120531796888
17,36,1,1,0,1,71.24010924072529
36,26,0,1,1,0,57.82584337560843
21,21,1,1,0,0,56.17655935622555
33,28,0,1,0,0,59.390103336564735
23,20,1,0,0,1,64.0169670732846
37,25,1,0,1,1,65.5493016388919
18,19,1,1,1,0,57.88922718569456
25,28,0,1,1,0,58.89993410770406
26,23,0,0,1,0,57.51641982363598
25,26,1,0,0,0,58.59779824214501
21,21,0,1,1,0,56.80715730126751
12,23,1,1,1,1,66.00932078890752
26,19,1,1,1,0,56.10313810906131
7,19,1,1,0,1,64.14248669001984
29,24,0,1,0,0,57.64712253135227
22,28,1,1,1,1,66.39743329951337
27,23,1,0,1,0,56.61818854232386
26,23,0,0,0,0,56.65393190872194
30,29,0,1,0,0,60.08850427076917
12,20,1,1,1,0,55.28160458404223
29,20,0,0,1,1,64.07341549516624
20,31,0,1,1,0,60.580963872130326
25,25,1,0,1,0,57.72239128921523
39,26,0,0,0,1,68.41947895391417
14,33,1,0,0,1,68.82065683349997
20,18,0,0,0,1,63.672158288648845
36,20,0,1,1,1,65.18795438493828
41,21,1,0,0,0,57.53909094908052
21,19,1,0,1,0,54.8263741135001
36,19,0,0,0,0,55.29134270097763
37,19,1,0,1,0,55.959886107346165
35,27,1,0,1,1,67.18446049479724
15,27,0,0,0,1,66.70843907429254
34,20,0,0,0,0,54.77372026656541
18,25,1,1,1,1,66.46309530211659
23,18,1,1,0,1,62.05447900686658
36,24,1,1,1,0,59.17127895179102
28,15,1,0,1,0,54.32214457028231
21,20,1,0,1,1,65.80015895871756
34,23,0,0,0,1,64.30647913834405
28,26,1,1,0,1,67.32624000978211
17,27,0,0,1,0,59.38846922370803
31,27,0,1,1,1,69.2857091627794
16,22,0,0,0,1,64.35555200996494
37,24,0,0,1,1,65.60958282898902
11,20,0,0,1,0,55.72324324492562
6,14,0,0,1,1,61.92239550284487
27,25,0,1,1,1,67.16165347790843
13,26,0,0,1,0,57.447157790552495
30,25,1,0,0,1,66.7755307342739
19,22,1,0,0,1,64.80059080757907
36,25,0,0,1,0,58.12004254380676
14,25,1,1,0,0,57.22867936637658
27,22,0,0,0,1,64.78536324348696
11,24,0,0,1,1,68.41918774269604
5,22,0,0,0,1,65.02982832548021
20,23,0,0,1,1,65.49839911075662
25,26,1,0,1,0,57.32431494131088
21,16,0,1,1,0,53.9931342703041
38,24,1,0,1,1,67.18599824528532
9,33,0,0,1,1,70.02269666832719
9,25,0,0,1,1,65.60007974071318
28,27,1,0,1,1,65.57639427540569
25,24,1,1,1,1,66.67730810348559
37,23,0,0,1,1,64.65854372690697
39,29,0,0,0,1,68.17327183335969
11,20,1,1,0,1,63.06837422442858
29,24,0,0,1,0,57.66689967599442
42,24,1,1,0,0,58.390312280033406
25,20,0,1,0,1,61.74293096507287
28,21,0,1,0,0,57.03773859996826
11,24,0,0,1,1,65.82681316033101
31,27,1,1,0,0,59.14685587934734
35,22,1,0,1,0,58.06437016789032
27,22,0,1,0,1,64.98973510112968
36,28,0,0,0,1,68.95908011438391
24,20,1,1,1,1,65.67061196815567
21,22,1,0,1,0,57.62187996486093
16,29,0,1,1,1,66.56497721345686
51,27,1,0,0,1,68.06913826380035
28,29,0,1,1,1,66.77392724219823
11,28,1,0,0,1,67.46927199118159
12,27,0,0,0,0,58.24497513187822
9,20,1,0,1,0,54.89982603914585
17,27,0,1,1,0,58.51805171453089
13,26,1,0,1,1,67.14232188936717
16,26,1,1,0,1,66.47408398083616
20,27,1,1,1,0,58.17279389367194
24,18,1,1,1,0,55.02280041076517
30,30,0,1,1,1,70.45952931908032
26,27,1,1,1,1,67.10364913326522
30,23,0,0,1,1,65.78795994870944
32,28,0,1,1,0,61.710581100477626
11,25,1,1,1,1,66.09952097153226
12,18,0,1,1,0,56.20297425392217
20,24,1,1,1,0,56.1610943671332
24,29,1,0,0,0,61.555621936939694
24,24,1,0,0,0,58.33684504633623
43,29,1,0,0,1,69.87949970846287
14,23,0,1,0,0,56.79614446614896
15,15,1,0,1,1,59.288752594172536
16,29,1,0,1,1,68.21696526997484
22,23,0,0,1,1,65.48197168284636
26,23,1,1,1,0,57.89047848052359
31,23,0,0,0,0,59.24120906387864
22,25,1,1,1,0,59.01674242496009
28,26,1,0,0,0,57.60859413351899
20,20,0,1,0,0,56.040488726141945
23,26,0,1,0,1,65.92796281036546
24,24,1,0,1,1,67.59870239867809
42,23,0,1,0,0,58.59688659377354
18,25,0,1,0,1,65.97382043715803
31,24,0,1,0,0,58.41212735001556
23,16,0,1,1,1,61.53308789144607
30,29,0,0,0,1,70.1400996723593
7,16,0,1,0,0,52.65467750414888
18,29,0,0,1,1,68.3759834811895
14,22,0,1,1,0,56.65939986111582
39,26,1,0,0,1,68.8322463367447
22,24,0,1,0,0,55.1420125538145
35,20,0,1,0,0,54.46757269876788
15,25,1,1,0,0,59.62206811279837
24,22,1,1,1,0,56.69982312627693
25,24,1,0,0,0,56.24232807570429
40,22,1,0,0,0,56.11716871193219
31,23,1,1,1,0,56.95520708464628
42,31,1,0,0,1,69.14651548579653
32,16,0,1,0,0,53.69337860302351
7,19,0,0,1,1,62.94148200378901
24,22,1,1,1,0,58.18334693550994
26,27,1,1,1,0,59.82213691882665
21,22,1,0,0,1,66.09759535296186
30,20,1,1,0,1,64.3491847228931
16,34,0,0,0,0,58.83501567600406
37,35,0,1,0,1,70.1559417210676
27,30,0,1,0,0,59.82563619536528
20,23,0,0,1,1,65.7783252029359
22,23,0,0,1,0,56.24995667249293
26,24,1,1,1,0,57.67750967922281
22,26,0,0,0,0,57.46106459061518
17,21,0,0,1,0,56.72144388620609
29,26,0,1,1,0,58.428070917685446
36,25,0,1,0,0,57.4577218144263
14,16,0,0,0,0,54.400596407234815
22,19,1,1,1,0,55.87341400792114
20,18,0,1,0,1,63.44188443234146
25,20,1,1,1,1,64.25114590278726
20,26,0,1,1,0,58.49370036074664
27,23,1,1,0,1,66.35367845674232
5,24,1,0,1,0,56.56661246995909
5,22,0,1,0,0,56.33155688005469
4,25,1,1,1,1,66.8646238588628
9,21,1,0,0,0,56.2179523830455
56,21,0,1,1,0,57.2003708431991
19,18,0,1,1,0,56.88327175805414
27,30,0,1,0,0,61.13050260587508
18,22,0,0,1,1,65.07755050461988
16,31,1,0,0,1,69.11344433234795
29,29,1,0,0,1,68.85777373508729
27,25,0,0,1,1,67.87108271812767
22,31,1,0,0,1,68.04738058706835
36,18,1,0,0,1,62.39274108220742
31,24,0,1,1,1,66.19134320949055
38,32,1,0,0,0,61.68055072155254
2,25,1,1,0,1,65.33513181268253
23,28,1,1,0,0,61.5383518336506
17,23,0,1,1,0,56.78713021373285
40,24,1,0,0,0,59.733951376873925
37,24,1,0,0,1,64.69227072630468
32,20,1,0,1,0,54.36045804320872
28,28,0,0,1,0,58.85480778124793
21,19,0,0,0,0,54.843655140165176
15,30,1,1,0,0,59.9642405152559
33,25,1,1,1,0,59.46939313344201
30,23,1,0,0,0,57.18916555611873
34,27,1,0,1,1,67.50276801059908
41,22,0,0,1,1,65.60162399174521
43,22,0,0,0,0,56.77661997294307
35,23,1,1,0,0,58.924724566859695
16,19,0,1,0,1,65.43185675656646
34,21,1,1,0,1,67.3931371061206
39,21,0,1,1,0,56.976518926483536
0,23,1,0,1,0,57.73775116286095
42,15,0,0,0,1,64.18124770642366
27,25,1,0,0,0,56.88319200756676
44,19,1,1,0,0,56.824744029805366
11,18,1,1,1,1,63.03965058374213
30,21,0,1,0,0,57.4664080602404
11,21,0,0,1,0,56.401949494400704
45,28,1,0,0,0,59.788766253065134
23,24,1,0,1,0,58.127149285118136
31,30,1,1,1,0,60.46237915508932
22,20,0,0,1,0,56.707220857526266
37,20,0,0,0,0,56.53620720273826
34,19,1,0,1,1,65.24828816941253
23,25,1,1,1,1,65.59309957628149
18,27,1,0,0,0,57.57639327146957
1,19,0,1,0,0,55.12883797547239
24,27,1,1,0,1,66.82573042736321
49,23,0,0,1,1,65.9568977373889
32,23,0,1,1,1,67.55360548329826
9,20,0,1,0,1,63.88533205862178
18,24,1,0,1,1,66.81747383878303
11,20,0,0,0,0,54.124323702539954
29,20,0,1,1,0,55.09175226519776
31,27,0,1,0,1,66.73748562209437
23,24,0,0,0,1,66.05357392737757
24,28,0,0,0,0,60.28967029635716
33,25,0,1,0,1,67.89288530969233
19,26,1,0,0,0,56.80105716745109
27,27,0,1,1,0,58.94890354431547
