participant_age,hours_of_screen_time,number_of_friends,smoking_status,physical_activity_status,social_media_usage,self_esteem_score,mental_health_score
21,14,5,0,0,1,38.54483943429932,177.4127124792551
29,25,9,0,1,1,62.14446505231479,254.499109815199
36,27,9,1,0,1,68.62896792722921,280.33598258347087
40,15,16,0,1,1,64.9944752826942,267.19972194321304
18,23,10,1,1,1,50.61114037474311,216.4839260069456
33,21,10,1,1,1,61.58700717891468,256.04197704572323
15,21,15,1,0,1,46.24625911777144,205.3728891190176
28,8,12,0,1,1,43.3849543010915,196.2827320688352
37,19,9,0,0,1,60.96935454048683,253.0573611538044
34,4,10,0,0,1,43.26405702682036,198.69939661036065
23,28,16,0,1,1,63.04652143945192,260.8998903730679
17,31,11,1,0,1,56.29355168837032,236.76262296665925
29,21,6,1,0,1,55.08243883804786,231.0292316521493
26,10,10,0,0,1,43.13085878486764,193.6366470114504
23,13,14,1,0,1,44.94459462726734,204.21712329499263
17,17,11,1,0,1,43.46766675995328,194.367665391546
12,17,6,0,1,1,35.96640926006791,166.49942191576935
45,12,10,1,0,1,64.30705746649107,265.58173575111624
26,22,13,0,1,1,57.32042669217706,244.521747685994
41,16,6,1,0,1,59.0653927330008,249.69297997676685
16,16,8,0,1,1,40.19240018621897,181.7284725941983
31,18,4,0,0,1,51.4436137150423,222.75852516924556
32,22,11,1,0,1,61.37176245769137,256.5436028691817
32,17,12,1,1,1,58.96652460186145,247.49463356158117
33,16,5,1,1,1,54.87533361603472,232.17735314720764
37,22,4,1,0,1,62.72610852100859,257.777093320284
24,17,9,0,1,1,47.91030713723245,210.0149548870945
17,14,12,1,1,1,41.732318202286514,188.5639744300013
32,12,6,1,1,1,49.37642933743551,213.94204299293983
24,18,8,1,1,1,48.61239193297255,214.1563429332624
11,19,10,1,1,1,41.90325328760526,186.9867795280431
31,22,10,0,0,1,58.725087563369456,247.1877840092204
33,26,8,0,0,1,63.589880318174615,263.190304059738
39,2,6,1,0,1,45.04276575659535,197.61097477927785
43,19,5,1,0,1,64.2921582663966,265.12005240857656
18,25,10,0,1,1,51.45794847005676,221.99753428306235
28,18,7,1,1,1,53.1650136868016,226.11532236165928
11,13,14,1,0,1,36.45172009113513,169.53467489880535
21,19,14,0,1,1,50.50243226533025,219.2272966241888
27,16,12,1,0,1,52.28900764091759,226.3483908717611
35,16,11,1,1,1,59.79624935081679,249.5309096417041
27,6,10,1,1,1,41.03076758420551,188.5889218924329
30,28,6,0,0,1,62.645472021773394,256.8526555502236
25,13,7,1,1,1,44.6690905361325,200.03163619089327
19,12,11,0,0,1,38.7945571623459,179.5506636481428
34,24,13,1,0,1,66.97786176698196,273.92255870708
21,18,6,1,1,1,45.96677941787063,202.86861700961765
27,28,9,1,0,1,62.31722876779097,257.84982956500943
26,19,14,1,1,1,56.283733032467055,238.861856172963
45,22,5,1,0,1,68.14951055624971,282.4083724351668
37,24,8,1,1,1,68.9389035230399,277.79379743605847
27,16,15,1,1,1,56.14945370975667,238.99449651716955
30,25,9,1,1,1,63.61816347726226,260.57841798454706
50,20,8,0,1,1,73.77284863292167,295.1095601046948
24,30,9,1,1,1,62.9994496528475,255.68493670688693
34,30,10,0,0,1,71.2631286307939,286.0377346422597
23,22,11,1,0,1,53.331499898979175,229.9935052270339
27,22,6,1,0,1,54.04520390424782,228.91878768295848
20,26,9,1,1,1,55.07509118006154,231.63181846458716
19,18,11,1,0,1,43.88192190562309,201.8591080865233
40,20,10,0,1,1,67.30644294426776,279.4593808900963
30,18,8,1,1,1,56.62950965498301,237.99501850680136
28,15,10,1,1,1,51.73691977702664,222.7742721976932
24,18,9,0,1,1,50.26504898861032,216.52949295454007
42,13,12,1,0,1,61.84923539936754,256.7019110207439
24,16,6,1,1,1,47.58346485523121,205.0120771487477
19,21,12,1,0,1,48.41795686644786,215.03369272366623
22,15,11,1,1,1,47.7450558940345,206.95487063547412
38,26,10,0,1,1,69.94737409041608,284.65302648881413
33,18,14,1,1,1,59.502436571627605,251.6641078961547
24,27,11,0,1,1,60.56752376953924,252.42217446856148
36,25,7,1,1,1,67.99466678131202,276.96218719347075
27,14,15,0,1,1,51.72706157805053,222.13709452675684
35,28,13,1,1,1,72.49185139236536,293.0093881706805
33,17,5,1,0,1,53.84857718358461,231.3987348535744
20,19,12,0,1,1,48.37531061742634,212.82148273089592
52,20,13,1,1,1,80.65083729979673,322.4724672740319
24,15,14,0,1,1,50.15955292976425,216.0797526688088
23,29,15,1,1,1,64.59385623804921,263.9317676044005
36,13,14,1,1,1,58.744673638763096,249.54883333518637
35,19,11,1,1,1,62.8215883342576,259.7679032253655
21,18,7,0,1,1,45.189601636962486,199.06199845578405
27,12,11,1,0,1,46.0174652774765,206.0049757813096
23,30,7,1,0,1,58.25439556061039,243.93105291214349
41,14,11,1,0,1,60.22000707626553,256.9524569340653
20,26,9,1,0,1,54.12882114067572,233.2546216799123
23,21,5,1,0,1,49.31610821361733,211.98040012546144
17,23,9,1,0,1,47.10332766551468,206.7696207513756
31,12,8,1,1,1,50.96260765220944,217.9922634474359
18,21,10,0,0,1,46.13172878875916,206.0392972088254
35,19,7,0,1,1,59.084879810368456,248.1347155496878
38,20,11,1,1,1,65.90906593301983,271.209732669745
39,22,12,1,0,1,68.92608350255297,282.60613801291345
23,35,6,1,0,1,64.87575345486353,264.2173796824564
35,29,6,1,1,1,70.72093572176661,285.1968981600841
39,12,11,0,1,1,58.59742148887058,245.6377860520529
28,20,12,0,1,1,58.65407496228208,243.1297322643136
20,21,10,1,0,1,46.91973980210403,208.9194283020346
21,22,7,0,1,1,49.33108284551057,212.9637065180595
14,20,7,0,1,1,39.46572869389559,182.65467644470527
20,25,13,1,1,1,55.58511932254551,235.167785501523
41,15,8,1,0,1,61.58737704492819,258.46124157102423
35,21,13,0,1,1,66.54762686652155,272.8862635784953
32,17,9,0,1,1,56.84736819027496,238.03738838660516
21,22,17,0,1,1,56.08902902122223,239.31534865473043
39,20,13,1,0,1,66.97581826112375,274.27903071579163
26,16,8,0,1,1,47.30122902222928,207.75625078999903
17,10,8,0,1,1,34.51867289481392,165.0939383400542
18,31,11,1,1,1,58.85276611088749,246.3572241568384
37,23,5,1,0,1,61.082505338980994,258.1450526662806
25,11,6,0,0,1,38.69917103794142,179.5812617072171
30,5,8,1,1,1,40.60647940632119,188.41623669290703
25,23,10,0,1,1,57.17095645206288,238.41935795970863
39,16,10,1,0,1,61.279404391441794,255.82700532147396
27,13,15,1,1,1,51.06249365308933,226.166157024012
13,16,8,0,0,1,34.43665121498942,163.96521807418696
33,25,10,1,0,1,64.48003645279323,267.5465975921711
25,22,12,1,1,1,56.251985495501984,241.03535869092624
37,29,10,1,1,1,72.91843153394082,294.54520409354046
16,17,12,1,1,1,41.88435827860393,192.909783379601
24,17,11,1,0,1,49.0957380193964,215.44301063547908
26,13,5,0,1,1,44.525192637741085,196.01989319820217
36,31,15,0,0,1,77.97301551864243,308.0886048212001
13,16,9,1,0,1,36.14559719248201,169.71687927628437
30,20,15,1,1,1,59.03694796419571,250.87737547726556
46,21,15,1,1,1,77.53141373607941,310.75022794570936
26,24,8,1,1,1,58.32093325524843,242.33951119305095
20,26,11,1,1,1,56.71010241117868,236.09756651592295
22,11,11,1,0,1,39.645608218314415,186.75866364812435
29,30,11,0,1,1,66.33492161114602,272.66374932498115
32,9,6,1,0,1,44.687283060025074,199.3891984001963
34,19,9,0,1,1,58.35204571162466,245.51456046682435
32,11,10,0,0,1,49.00241999575382,212.4171793924882
27,29,4,0,1,1,59.60831804843117,248.1249588057617
33,23,5,0,0,1,60.23079570555733,252.4044059292236
28,20,11,1,1,1,56.217925891958494,240.3439590551065
33,17,10,1,1,1,57.660469129221234,243.77855595010607
22,14,7,1,1,1,42.64831886629042,190.16426988376728
22,17,7,0,1,1,44.687038720251344,198.37298530649744
39,20,6,1,1,1,63.42308271158002,261.1568900388391
17,23,6,1,1,1,46.77912131933319,205.27167364810856
19,17,11,1,0,1,44.81451344341745,200.09579043225543
12,24,13,1,0,1,47.1845670118084,207.9346529699393
14,18,10,1,1,1,42.20873213903096,189.16907192253208
25,14,17,1,0,1,49.21703178759216,220.74449406148204
14,23,16,1,1,1,51.0031597972545,219.66591413952895
24,14,13,1,1,1,48.66829328430583,213.0273129681466
39,16,4,0,1,1,57.48998262123924,241.6012176623437
22,16,13,1,1,1,50.919872448518646,217.06213455434244
27,31,8,1,0,1,63.01240861907979,260.4282004359844
21,20,7,1,1,1,46.98884469547254,207.0130242408864
25,25,6,1,0,1,54.87144471827037,233.1529983905088
34,23,7,1,1,1,63.7556456172604,261.1903400387036
27,11,11,1,1,1,46.36316325463032,205.43592123722613
23,23,8,0,1,1,53.386129125705416,229.7600016770412
39,24,8,1,0,1,68.17970721682349,280.5621557283812
27,24,9,0,0,1,56.37671234514436,239.59567328869645
27,21,11,1,1,1,58.58372980321175,241.8597633000487
29,16,7,1,1,1,50.53247291428302,218.33472022710228
27,12,8,1,1,1,46.3307941834151,204.60329288684548
24,25,5,1,0,1,52.77043412724985,225.43368279537688
33,12,4,1,1,1,47.25950379631449,209.22335722627253
13,26,9,0,1,1,47.70644308970096,205.9216780271412
26,16,10,1,1,1,51.01002874111065,217.38261704892216
19,27,9,0,0,1,53.41095385096676,224.41975118815407
18,17,12,1,1,1,45.66612908683939,201.54056034475653
17,26,6,1,1,1,50.90908479463578,217.16841996438583
30,27,12,0,1,1,66.70577593172237,272.3708398113118
25,23,8,0,1,1,56.21709671068409,237.34471603746465
27,21,10,1,0,1,58.51714272464911,243.57795819406343
32,19,7,1,0,1,55.3949311977554,236.1429987023137
21,19,5,1,0,1,44.81320149066168,200.3943895451773
26,24,7,1,0,1,55.06102288175715,234.31881023567627
21,16,6,1,1,1,41.56903202182172,189.85516060524145
40,22,9,0,1,1,67.22406018394528,274.9189415284147
31,18,13,1,1,1,57.99336687571337,246.32498337820715
30,23,3,1,0,1,55.68615157650672,235.93864580311163
24,17,10,1,1,1,49.3529296411715,215.63097945420043
33,25,11,1,0,1,64.96439306619422,269.5810347402629
30,20,12,0,0,1,58.40751055175541,245.5801562528592
35,14,12,1,0,1,55.33557699434,239.25889806727807
33,25,7,0,0,1,62.154831063226325,257.1420566435691
22,18,14,0,1,1,50.50382321277837,219.99104532473183
42,26,6,1,1,1,72.2725941109468,290.6134806456958
38,23,9,0,1,1,68.57300483497403,278.6728610542989
32,21,9,1,1,1,57.98241051533453,246.07488472623896
15,25,7,1,1,1,48.27420568027627,210.4570355899293
19,29,10,0,1,1,59.03529909417363,244.20030030401705
22,16,12,1,1,1,47.18363990035411,208.4098263562593
33,32,7,1,0,1,71.27976464683854,285.7628831859824
22,17,7,1,1,1,47.1475498464889,204.67375620002483
25,4,9,1,1,1,35.953366107765895,170.41503412932545
25,15,9,1,0,1,45.93535122542155,202.9389731502466
24,24,16,1,1,1,59.80056410342134,251.68638047643407
22,24,9,0,1,1,52.33143428581725,225.0774450064081
20,16,7,0,1,1,42.77848642723367,190.09458992241736
28,23,5,0,1,1,55.54651782518985,233.03860878906747
26,16,13,1,0,1,51.985558272823376,223.6925016012001
27,21,14,0,1,1,59.59052005606496,248.60989530598155
28,30,9,0,1,1,66.22646225677826,269.6244766293486
27,14,11,1,0,1,49.47704029400833,216.40406586360524
37,21,14,0,0,1,65.65925361762588,273.41731464788893
24,19,14,1,1,1,55.15858420820914,233.92490727930465
25,10,13,1,1,1,43.2379859335772,196.29792064553945
23,20,6,1,1,1,49.38643877968162,213.37605605630665
36,19,7,0,1,1,61.09482997198921,253.01596227170975
27,20,9,0,1,1,55.334017542179566,234.21243781449377
28,20,14,1,1,1,58.70955583073064,242.37002556154223
33,25,7,1,1,1,66.2143687906221,266.4616333104077
25,29,9,1,1,1,62.48633289366096,258.4603993592693
27,14,16,1,1,1,50.58816929419447,223.15587911159912
30,20,9,1,1,1,56.82974344499318,238.7421866282385
43,22,12,0,1,1,71.52633629521861,292.3357528862288
24,15,11,1,0,1,47.631360510866514,208.38963971654147
20,16,18,1,1,1,48.53911431752642,216.87363334231296
31,26,12,1,1,1,66.1728933526097,273.16514861900794
17,24,3,0,1,1,46.13245648651095,203.63079825548965
37,15,10,0,0,1,56.365202314828046,240.8493096222136
38,15,8,0,0,1,54.66400172617406,237.1342362513794
21,17,7,0,0,1,44.01995106312955,195.4568740755428
26,26,7,1,1,1,58.31635799902583,246.71539074931957
27,25,9,1,0,1,58.5658464827142,247.39809722036316
45,19,14,0,0,1,70.44135312327676,288.90813050669846
44,19,5,1,1,1,69.5779648490369,279.9035623251087
27,17,11,1,1,1,52.29599099026445,227.0563713883072
26,18,8,1,0,1,48.78941566279488,213.72699907154717
21,26,14,0,0,1,58.15572468109919,241.6125155200012
37,11,11,1,0,1,54.47480922246737,236.931174977088
24,19,9,1,0,1,48.69577872515347,213.63789383214197
7,14,10,0,1,1,30.77985877179736,151.15887555454194
37,28,14,1,1,1,75.03845277148639,301.64105005675174
37,23,10,0,1,1,66.9394413023243,274.1637691040543
39,12,5,1,0,1,54.15437672001186,232.07151142495331
33,25,11,1,1,1,66.5911962363469,272.2180871314265
39,18,11,0,1,1,64.32240915372901,267.0415918743278
27,19,11,1,1,1,56.05290280174383,235.6195628295249
24,18,7,1,1,1,48.45277798022619,211.6727598903846
35,14,6,1,0,1,53.52647825053494,229.7061959771404
38,23,7,1,0,1,66.8230945794449,273.01182012302536
24,18,8,0,1,1,48.43764209717492,210.3880414448892
35,21,12,1,0,1,64.26037514021898,267.2522308758725
27,21,2,0,1,1,51.7294586998266,217.6708503293161
30,7,8,0,0,1,42.13103503184578,192.72814551336756
42,10,9,1,0,1,56.180676396927495,237.93209014233275
25,32,10,0,1,1,65.69741656163252,267.11701001997784
30,14,4,0,1,1,46.8002019013452,205.210980849786
26,15,11,1,0,1,48.90308402702778,214.40132994634277
26,14,9,0,1,1,47.25481303017818,208.7415448142965
25,10,12,0,1,1,43.1065157177721,194.02455716235968
36,25,7,1,1,1,68.59138296615191,277.2038582531955
37,11,6,1,0,1,52.44969985079329,225.2421107733868
31,19,15,1,1,1,61.9649784579108,258.9199850301285
27,16,12,0,0,1,51.63135069157947,222.97302541923543
27,29,14,1,1,1,67.66819117817687,274.3700111362899
20,15,10,0,0,1,41.055861289176086,189.13580442071355
27,22,8,0,1,1,55.69191109095191,236.4819198023346
25,15,7,0,1,1,44.17581367369876,201.2523301330139
24,13,13,1,1,1,45.58042924072535,203.1129137578788
44,17,7,1,0,1,65.64942576985888,271.498843183162
22,30,6,1,0,1,59.10114962487986,243.5259567012048
26,28,8,1,1,1,60.45335429355456,252.85411764902005
30,23,8,1,0,1,59.02132509637293,247.17419933235848
28,6,10,1,1,1,41.831169588677824,189.44210140206224
23,13,13,1,0,1,47.47025346950072,209.55928136662837
34,13,13,1,1,1,55.30556589207724,237.4584118676585
28,11,13,1,1,1,48.430724377659736,211.73391818330344
39,12,10,1,1,1,57.37963246191026,242.97886956607667
29,27,13,1,1,1,66.91464700648268,273.4093593796189
27,20,14,0,1,1,58.02140590732927,243.63675627483963
21,19,10,0,1,1,49.10911615309388,212.95906024590747
26,23,11,1,1,1,57.73567544015671,244.2544360181045
25,8,7,0,1,1,37.848559175068615,176.64010530650725
32,14,7,1,0,1,50.6219793304034,220.147628237583
34,20,12,0,1,1,63.0622847119514,261.4269738324293
20,16,10,1,1,1,43.83872576174763,199.56201571290725
25,23,5,1,0,1,53.346079309709225,227.3685692715046
30,18,12,1,0,1,56.905510799289566,240.16909033592867
21,8,10,0,1,1,37.416194546504414,175.22727572347614
36,33,12,0,1,1,77.7585543432087,307.97895349587327
22,21,10,0,1,1,50.95232092845462,222.3118849472368
31,19,8,0,1,1,56.62844771948543,239.97773212599935
32,21,9,1,1,1,60.98086726006216,255.50475327648363
26,19,15,1,1,1,55.84085037417492,238.26741664714427
35,22,6,0,1,1,62.42446327911379,256.7418965174924
41,23,7,1,1,1,67.56515463879259,279.7521532326557
34,17,13,1,1,1,60.62956517246653,255.51258028927165
22,20,9,1,0,1,50.87147352149971,218.1093274518997
49,31,6,1,1,1,83.57919862657083,329.7998415079292
33,13,4,1,1,1,48.87293763759445,212.049245486404
27,19,8,0,1,1,52.22157565180195,222.46970295790524
37,17,8,0,1,1,59.36114784676784,248.99141419331283
27,17,13,1,0,1,52.83513006205206,227.6793376550514
36,25,13,1,1,1,69.36911377406815,283.2274241943603
26,23,11,1,0,1,56.530541528616894,241.397201968789
21,20,8,1,0,1,46.403866243908254,206.55502176029228
23,26,6,1,0,1,53.7314659795526,230.12844989410752
20,20,7,0,1,1,45.54594784073448,198.9750300555215
33,15,9,0,1,1,52.76416630733733,230.21773222692323
28,22,10,1,0,1,57.92000094677518,243.93715386009748
36,15,14,0,1,1,59.491901985263,252.45191866750343
17,28,11,1,1,1,55.375874736138535,234.09186380782512
28,21,10,1,1,1,56.76936439028456,238.7095347970234
28,19,9,1,0,1,53.3006759716911,227.4981472670528
20,10,6,0,1,1,34.64372412536476,167.8488852035503
29,14,12,0,0,1,50.333154507462055,221.3196783342146
39,26,8,1,1,1,73.40628041839055,293.2812156695724
15,18,10,1,1,1,42.573804148047,193.24554678982625
38,24,11,0,0,1,71.24786821407199,286.8572178677548
34,21,10,0,1,1,61.82130683699901,257.60122682138484
27,26,9,0,1,1,60.40447988648283,250.22159184816564
31,28,12,1,1,1,69.26693170326658,283.78535025155867
22,24,7,1,1,1,53.90807586579473,227.06920160288587
49,22,12,1,1,1,80.30968228734594,316.41674850001266
22,25,4,1,1,1,51.897094275698215,223.8972513209197
29,19,11,1,1,1,57.844444916674775,243.31461772225472
26,19,17,1,1,1,59.45213263990837,248.00298288365647
23,20,15,0,1,1,52.71417467021804,225.03477495360545
25,13,7,1,1,1,45.03832361337042,199.23771065686051
11,18,5,1,0,1,34.50992396279943,162.7031257753168
14,27,10,0,1,1,50.23555667778419,216.4046618292553
35,23,13,0,0,1,65.62975510119549,271.106954229369
31,25,13,1,0,1,64.01203503087953,267.4229782795036
27,21,11,1,1,1,57.20135586119061,241.76995212470032
29,10,9,0,0,1,45.8467338446213,201.2691001445836
37,18,12,1,1,1,64.9474134948467,268.53596654437166
16,13,7,1,0,1,34.547307027271025,166.06895411547194
29,32,14,1,0,1,70.71615339762279,289.5748891582784
26,22,9,1,1,1,55.37265662760359,237.82646309898237
25,20,11,1,1,1,54.0350634501052,230.78710236436305
18,30,3,1,0,1,51.4659331981929,222.10035347977228
39,14,8,1,1,1,60.0005640239566,250.9950026335576
32,14,12,1,0,1,55.1557049478383,234.10654351271785
14,4,6,1,0,1,23.23927500090885,127.346331162349
35,25,10,0,1,1,67.88468181544867,278.3883545253022
30,21,4,1,1,1,55.57521034636909,235.34538514479385
27,19,9,1,1,1,54.279160191784975,229.93717806405144
40,19,10,1,1,1,67.88783841346145,273.72249602852054
18,21,7,1,1,1,46.62521985504733,206.74331700022137
30,9,12,0,1,1,46.492357264795125,209.67510937708667
10,23,11,0,0,1,43.97207451893706,193.34972359243469
29,6,8,1,1,1,41.45331109292879,191.443046426071
34,19,8,1,1,1,59.96063254421444,250.86974954939512
32,13,13,1,1,1,52.749447760873245,229.74587942527455
31,13,6,0,1,1,46.13173682766011,208.07465925274388
41,15,11,1,0,1,63.17049010866901,260.67088057261026
46,12,7,1,1,1,63.47560381197837,261.83178089284667
36,21,8,1,0,1,61.886235970505126,257.67721779818595
27,21,15,1,0,1,57.6133099234052,246.49068214075268
23,8,6,1,0,1,34.97553343986886,168.1130959476055
35,13,12,0,0,1,54.89401317341402,235.4802090216049
32,24,7,1,1,1,61.90239389846657,256.7376788649217
22,24,11,0,1,1,55.04873217972881,232.93144122991652
16,17,15,1,0,1,42.87515646636805,196.1406379058421
39,30,6,1,1,1,75.46991092386756,299.4520205052089
22,5,7,1,0,1,32.0839225444797,157.34933671103792
28,11,13,1,0,1,46.2491760935288,208.52343628245512
43,25,7,1,0,1,72.993616116241,294.25868544073336
29,9,8,1,0,1,42.58103634195431,194.50736955738773
20,20,7,1,0,1,47.09701086752408,205.91046157887573
30,18,7,0,0,1,50.71045646371859,224.97557112751892
26,20,8,1,1,1,53.26464337771193,227.41846989602607
35,21,13,1,1,1,64.99557722081978,268.60592405662743
33,24,7,1,1,1,61.00027736509954,256.2401757579105
28,13,9,1,1,1,47.46971126260423,210.0166769091904
26,16,14,1,1,1,52.915826983102576,224.70822267372577
28,14,9,0,1,1,48.88079695226176,214.22098575174064
37,19,12,0,0,1,63.049585459591256,260.9527374048841
33,17,13,1,1,1,58.69437737722362,248.3650933192223
19,24,18,0,1,1,56.8230887727578,240.11134410517056
34,21,9,1,1,1,60.0970345147283,253.2735238816159
34,16,11,1,1,1,56.511032462103934,243.9480279394012
37,16,14,1,1,1,63.72173491177843,264.86415629283624
25,27,7,0,1,1,57.886942116619,244.4810821600406
31,30,10,1,1,1,68.7470798081538,280.3180279533241
36,13,7,1,1,1,55.6297531921373,234.3246697729268
27,12,7,0,0,1,43.01396755686389,192.73985972143748
31,19,12,1,1,1,60.06186772471129,251.48081612139632
35,22,6,1,1,1,63.08930792670203,258.3263230948014
37,14,8,0,1,1,56.46069033371681,241.40525197964573
40,19,12,0,1,1,66.32841568479891,273.5590923338108
21,17,15,1,1,1,50.30406676811173,218.11874868059837
32,16,4,0,1,1,50.46626822758331,220.931205683697
22,20,15,1,0,1,53.23640352471303,228.5529779738484
29,26,8,0,0,1,59.31516787622571,251.36832972943435
28,21,9,0,0,1,54.982799151121945,232.28095657532657
41,21,8,1,1,1,68.14263289247025,276.2712748008435
40,17,13,0,0,1,64.10724222069146,264.77338257129225
37,18,6,0,0,1,58.45316162458462,244.66666959740704
34,23,8,1,1,1,63.968875476734624,263.8855117523803
35,10,9,1,1,1,52.51768521271751,225.0965090299508
19,8,5,1,1,1,31.78719116083209,156.88943907024495
32,19,11,1,1,1,59.25384913893344,249.1422938633636
26,25,6,0,0,1,55.97872357223863,237.7199695961189
14,21,8,0,0,1,42.28710676052574,188.38423006257077
21,19,12,0,0,1,49.07563899332618,213.770935148936
27,28,12,1,0,1,64.2482906195264,263.94138689138026
35,25,9,1,1,1,67.47858896826968,274.2617335260856
21,12,8,1,0,1,39.31197206439538,186.49446998491368
28,15,8,0,1,1,47.39528518615514,210.9247312901925
21,18,10,1,0,1,46.2113630290003,207.7318581012149
26,17,14,0,1,1,53.40296374815757,228.6315527703428
24,19,14,0,1,1,54.01036704228321,232.12793230108664
28,31,13,1,1,1,69.58337818117087,282.0442959105944
21,19,10,0,1,1,47.07290931235079,208.9116519025272
33,24,10,1,0,1,65.76589132606708,269.2122409882733
18,14,6,1,0,1,37.69423823271288,175.25454006051208
25,20,9,1,1,1,53.74997857640335,229.27715822831885
31,38,7,1,1,1,75.11343698255732,299.21563928880755
40,13,10,1,0,1,59.16044484497121,249.7837119902275
41,12,8,1,1,1,56.75794249519201,243.37247220218248
46,27,10,1,1,1,81.27445415868483,320.3319775064684
33,17,16,1,1,1,62.34487363704299,261.19975908482945
16,18,8,1,1,1,44.30957554756836,195.4288411403513
21,24,10,0,1,1,53.5888426733887,226.38791846110377
36,25,11,0,0,1,67.89356322303468,275.1889958017761
25,14,9,0,1,1,46.024402692929385,204.03363942817705
30,17,4,1,0,1,48.61669939718264,214.6708070654304
41,17,12,0,1,1,65.5739839070803,271.04872333577174
24,34,15,0,1,1,71.45394098890573,285.16710808661605
31,24,10,1,0,1,62.613460215850665,259.4733349971919
48,25,12,1,0,1,80.95413243884614,322.1151022805538
20,18,8,1,0,1,44.2926066153911,196.65260242502336
19,21,10,1,1,1,49.294339490843456,211.6649393840088
35,29,7,0,1,1,68.78099824637863,280.8554209457267
29,20,15,0,1,1,59.0840780002113,248.90100163730887
33,32,16,0,1,1,76.55863989633568,307.3274828041292
16,30,10,0,1,1,54.61541348963219,232.42910563409544
25,10,5,1,0,1,38.02030376174822,178.35630990342182
42,18,14,1,1,1,69.35863627104676,282.32277783219763
36,18,9,0,1,1,60.44994111787128,251.19052310447955
13,22,9,1,1,1,45.04895958173157,197.92386466257423
21,22,6,1,1,1,50.250390524179615,215.4049737725936
33,17,4,1,1,1,54.28721802933942,229.60899537024147
6,17,7,1,0,1,29.99607838543325,150.89077677785534
17,22,12,1,1,1,49.233525148962265,214.52517298098303
44,14,15,1,0,1,66.23651987228382,272.9150174049865
37,25,12,1,1,1,72.04822177549266,291.7134370536391
23,11,5,0,1,1,38.73589133676215,178.12753551599934
28,16,8,0,1,1,48.29099007238239,215.03588125920564
22,14,6,1,0,1,39.64325192762796,183.87194769142255
36,11,12,1,0,1,54.538092113134766,233.9795885947982
29,21,6,1,1,1,55.10691662165415,233.21043025658733
30,12,9,0,1,1,47.95378860419893,209.09974197132985
17,27,8,1,0,1,52.09100929113368,221.7441459293612
23,19,12,0,1,1,52.13418411719878,223.986544172648
22,11,11,1,0,1,42.51494002583505,191.88429141379987
43,22,9,0,1,1,69.41289779539743,283.9062882276403
33,25,12,1,1,1,67.7759190437746,278.53921166590067
24,18,13,1,1,1,54.04088755839527,230.1724920762462
32,12,10,0,0,1,49.10182756586203,214.89250877191108
40,22,11,1,1,1,68.99904630266606,281.3936151847949
34,20,14,1,0,1,63.67069375132844,265.35580527012075
28,14,10,1,0,1,48.49539813912611,214.559995285886
32,20,14,1,1,1,61.70604576857692,258.9801874593508
26,19,4,0,1,1,48.911809927093934,211.55733358922103
33,12,13,1,1,1,54.48606923084682,232.98777415983028
28,20,6,1,1,1,55.32256577757024,232.87585142628544
25,17,12,1,1,1,50.842558111849954,218.2951685111016
28,17,9,0,1,1,52.0339773569575,221.553454001339
18,33,9,1,1,1,59.590182384925136,247.06769789105
37,13,5,0,1,1,53.51467557406029,228.38021923633465
33,9,5,0,1,1,45.82216808547722,200.28639249544796
37,26,7,0,0,1,68.66885378522468,276.68586275648875
38,22,4,0,1,1,62.98274863369057,260.39764447925427
20,19,10,1,0,1,46.95083560832338,207.76460899211293
32,23,8,1,0,1,60.403865958768,253.6855661188125
24,20,6,1,0,1,49.154266955402896,213.52890522538272
20,19,11,1,1,1,49.28089512798604,213.75794103793945
22,16,7,0,1,1,43.30419137887612,195.30535091883797
27,19,15,1,1,1,58.30117211523476,244.1508254282563
7,20,10,0,1,1,36.555572226153,168.97595229053977
30,15,6,1,1,1,50.44133239992375,217.55088610426324
51,20,9,1,1,1,77.09061822176265,306.2494704216842
26,28,8,0,0,1,60.41149272844492,249.567014744494
45,27,11,0,1,1,78.80288806853301,314.8167513791742
42,22,8,1,1,1,71.3750923389711,289.15416627513906
26,20,13,1,1,1,56.8216285356613,241.94615167905104
18,22,8,0,1,1,46.96363618787948,205.8800161743014
32,29,6,0,1,1,67.76945566994075,274.67224044712555
23,12,13,0,1,1,43.44529477818698,197.46222140606733
45,25,11,1,0,1,79.00701683478653,314.6187047070753
22,25,11,1,1,1,56.656586835681566,241.2395547248153
19,27,9,1,0,1,53.5820671419535,230.3730137824142
34,24,5,1,0,1,62.70835278464644,258.0517743715134
32,23,17,0,1,1,67.98070396356546,277.35380739030273
23,24,5,1,1,1,52.44178496461195,225.2306191464148
18,18,6,1,0,1,40.54375361335712,186.93094401662603
35,16,4,1,1,1,55.31910922357956,233.1507632448828
24,13,9,1,0,1,45.03084175363711,196.63426501838387
32,17,12,0,0,1,56.5944878115489,238.748874255543
37,20,7,1,1,1,62.43693191641783,258.6526393337984
20,19,4,0,0,1,42.20427183543232,192.02348863649425
31,28,10,1,1,1,64.70079501162733,272.64052430897993
25,18,9,1,1,1,51.27219721202377,219.61209146361685
30,18,8,1,0,1,53.48255880389564,230.62395201074816
36,21,8,1,0,1,62.08382179977446,258.4704427638638
21,17,10,0,1,1,46.82408413473573,204.2664264017913
36,16,11,0,0,1,57.57634753023306,245.22535440435615
36,3,7,0,1,1,43.67890642992203,197.50630304926727
