prior_offenses,age_at_charge,income_bracket,has_dependents,employed_status,legal_aid_offer,legal_aid_uptake,sentence_length_months
6,3,0,0,1,1,0,48.19455844742492
5,2,0,0,0,0,1,54.71138213425999
0,2,0,0,0,1,0,45.67030914482435
7,1,1,0,0,1,1,53.55838795087232
3,1,1,0,1,1,0,46.34937712622765
7,2,0,0,0,1,1,52.156648009248094
4,3,0,0,0,0,1,53.19482450539293
3,3,0,0,0,1,0,46.24289028952886
2,2,0,0,0,1,1,55.93053646340671
6,2,0,1,0,0,1,54.427784423796105
3,1,0,0,1,1,1,53.36671285834125
4,3,0,0,0,1,1,52.62227554200333
0,3,0,1,0,1,0,43.67225486641394
5,3,0,0,0,1,1,52.57931968482425
-1,3,0,0,1,1,0,44.51727673932582
1,2,0,0,1,1,0,48.17223028159463
2,2,0,1,1,1,1,53.22638776537882
3,2,0,1,0,0,1,53.45478796529076
7,2,0,0,0,1,1,53.17742749865644
3,3,0,1,0,1,0,45.65100399485132
2,3,0,1,1,0,0,46.116864291074975
5,2,0,1,1,1,1,52.540267660837365
0,2,-1,0,1,1,0,46.121388159219954
7,3,0,1,1,0,1,52.0028716274343
0,2,1,0,1,0,0,46.63071048336153
4,3,0,0,1,1,1,54.52428954884821
3,3,0,0,1,0,1,55.009474536266055
1,3,0,0,0,1,1,52.46779977847051
1,2,0,0,1,1,1,53.16282119174034
4,3,0,0,1,1,1,51.95687922687494
0,2,0,1,0,0,0,44.61216240498334
4,3,0,0,1,0,0,44.96542237707701
0,3,0,1,1,1,0,47.2046521011439
7,3,0,0,0,0,1,54.09998460655666
3,2,0,0,0,1,1,50.94595271132327
6,2,1,1,0,1,1,53.162090259735066
4,2,0,1,1,1,0,47.02475618160257
0,3,0,0,0,1,0,46.53919754016778
7,2,0,0,1,0,1,54.94480037376305
2,3,0,1,1,1,1,52.33276966864939
1,2,0,0,0,1,1,55.21485224219435
2,3,0,1,0,1,1,52.40818552594048
4,2,0,1,1,1,0,46.440343967078114
0,3,0,0,1,0,0,45.88718055985952
2,3,0,0,0,0,1,50.87072070979564
1,2,0,0,1,0,0,46.00829347687357
7,2,0,0,1,0,1,56.70986179538304
6,3,0,0,0,0,1,53.49727602177553
5,3,0,0,0,1,0,48.01352799338228
1,2,0,0,0,1,0,45.72573817709133
2,2,0,0,0,0,1,52.9712913426945
1,3,0,0,0,1,1,50.867398486405264
1,2,0,1,1,1,1,51.69275071350927
8,2,0,1,0,1,1,53.85919387065845
4,2,0,0,0,0,0,45.43748748512586
4,2,0,0,1,1,1,53.66561942833016
2,3,0,1,1,1,1,52.03455305137547
1,2,0,0,1,1,1,53.53352574437894
7,2,0,0,0,1,1,54.0078479440143
3,2,0,0,0,1,1,55.15939577613682
3,3,0,0,1,1,0,45.181009488496656
0,2,0,0,0,1,0,45.920104275537554
6,3,0,1,1,0,0,44.958966490120325
4,2,0,0,0,1,1,49.59819604475636
3,2,0,0,0,0,0,46.40826545229082
0,2,0,1,1,1,0,45.86185160217526
6,2,0,0,0,0,1,52.67331102782528
0,3,0,0,0,1,0,45.295486691915855
2,3,0,0,1,1,0,44.56662562054516
7,2,0,0,0,0,1,54.549652375550295
3,3,0,0,1,1,0,46.86990880123025
0,2,0,0,1,1,0,45.575163537506285
1,1,0,1,0,1,1,53.04122220405032
-2,3,0,1,1,1,0,46.44847752925793
2,3,0,0,0,1,0,46.0235111291007
3,2,0,0,0,1,0,47.260067041034766
1,3,0,0,1,0,0,46.07743596105602
4,3,0,0,1,1,0,46.72386684188227
1,2,1,0,0,0,0,45.86081762956968
5,3,0,1,1,0,1,54.22084056354991
1,2,0,0,0,1,0,49.27763889328042
0,3,0,1,0,1,0,43.178822686716366
3,3,0,1,0,1,0,43.46968637907423
5,3,0,0,0,1,0,46.7043569973164
6,2,0,0,1,1,1,53.82187644502447
6,3,0,0,1,1,1,55.72897511987824
8,3,0,0,0,1,1,53.8588949149832
3,4,0,0,0,1,0,47.15970090401872
5,4,1,0,0,1,1,53.721890046940665
0,3,0,1,1,1,0,46.49636233626842
0,3,0,0,0,0,0,46.30220588228363
5,2,0,0,1,1,0,47.8765203344142
6,1,1,1,1,0,1,54.290658486894245
1,3,1,0,0,1,0,45.58811706608358
2,3,0,1,1,1,0,45.60553110892472
2,2,0,0,1,1,1,53.15134741007188
3,1,0,0,0,0,0,45.9862373912833
3,3,0,0,1,1,0,45.53490938473197
2,3,0,0,1,0,0,47.69973986494775
5,2,0,0,0,0,1,53.97492255154725
1,3,0,0,0,0,0,45.13642745680641
3,1,0,0,0,1,0,46.82701931924699
6,2,0,1,0,1,1,53.45828357639259
7,2,1,0,0,1,1,53.62749183908056
4,3,0,0,0,0,1,53.31699841835887
5,1,0,1,1,1,1,53.79307977777314
5,3,0,0,0,1,1,53.35295106813346
2,3,-1,0,1,0,0,47.11821752024019
1,3,0,0,1,0,0,46.90741200173951
7,3,0,0,0,1,1,53.99657984986232
3,3,0,1,0,1,0,45.62173384186082
1,3,0,0,1,0,0,46.56325051323588
1,2,0,0,0,1,0,46.1321644102923
5,3,0,1,0,1,1,54.756478883228205
8,3,1,0,0,0,1,53.33212556508744
2,3,0,1,1,0,0,44.0948193624454
5,2,0,0,0,0,0,46.6756256019491
5,2,0,1,1,1,1,53.31271167902403
4,2,0,0,0,1,1,54.94140893697816
4,3,0,1,1,1,1,52.77810886442127
4,3,0,0,1,0,0,46.06212457306886
3,2,0,1,1,1,0,46.500792717300335
1,3,0,0,0,1,0,45.64411889628257
4,2,0,1,0,1,1,53.25911546402642
2,2,-1,0,0,0,0,46.40115891262641
3,2,0,0,1,1,1,54.02627392869677
3,2,0,0,0,1,0,46.1830126397065
3,2,0,0,1,1,0,48.68127742804057
3,2,0,0,0,1,0,45.90512669300807
5,3,0,0,0,1,1,53.3853217813849
3,2,0,0,0,1,0,46.54488952963794
1,2,0,0,1,1,0,47.53921907281114
2,3,0,0,0,1,0,46.38804144901998
7,2,0,0,0,1,1,55.26504189700304
4,2,0,1,0,0,1,52.985168460879
4,2,0,1,1,1,1,54.02534290893323
8,2,0,1,1,0,1,52.26149712509514
2,3,0,1,0,1,1,52.790988423242034
6,2,0,0,0,1,1,54.97371731323206
4,2,0,1,0,0,1,53.87601077517186
3,3,0,0,1,1,0,47.155801220455686
2,1,0,0,1,0,0,47.64632962897301
0,3,0,1,0,1,0,45.27208192088198
4,3,0,0,1,1,0,46.62320900655414
4,3,0,1,1,1,0,45.89655657872592
3,2,0,0,0,1,0,45.1442777009747
2,3,0,1,0,0,1,51.66354697182579
1,2,0,1,1,0,0,47.39022723408365
4,1,0,0,1,0,1,52.788614715985375
4,3,0,1,0,1,1,51.60573216399484
5,3,0,0,1,0,1,54.53787517558738
0,2,0,0,0,1,0,44.309185727367385
0,3,1,0,1,1,0,45.88812217532162
4,3,1,1,0,1,1,51.38809640132656
5,2,0,0,0,1,1,52.47147875481808
2,2,0,1,1,1,1,52.56113025204704
4,3,0,0,0,1,1,53.0311489541377
1,3,0,0,0,1,0,47.94094981714444
2,3,0,0,1,1,0,44.64259575637062
2,3,0,1,0,0,0,45.79148240926616
2,2,0,1,0,0,0,46.52314414890132
2,3,0,1,1,1,0,46.94074511412348
2,1,0,0,0,0,0,46.84485596836394
3,2,0,0,0,1,1,52.98950659521877
4,3,0,1,1,0,1,54.01810594600522
7,2,-1,0,0,1,1,52.74126088263466
5,2,0,1,1,1,1,53.049481305996125
4,3,1,0,1,0,0,46.51843952728177
5,2,1,0,0,1,1,54.09300230794826
4,2,0,1,0,0,1,54.32842222632851
1,2,0,0,0,1,1,53.01099355823003
4,2,0,0,1,0,0,48.8123090778713
3,3,0,1,0,1,1,52.77750849490988
0,2,0,0,0,1,0,45.90161847103824
3,3,0,0,0,1,0,47.33767878352938
5,3,-1,0,1,1,0,46.82236629432865
1,2,0,1,1,1,1,51.27253341377221
4,2,0,0,0,1,1,52.89547731931263
0,2,0,1,0,0,0,46.22416254624419
2,3,0,0,0,1,1,52.91045966806124
6,3,0,0,1,1,1,55.77154685201841
4,3,0,1,0,0,1,53.86928725331936
1,2,0,0,1,0,0,46.48170298560582
4,3,0,1,0,1,0,45.447381050563095
-1,3,0,0,0,1,0,45.037087054900375
2,1,1,1,0,0,1,52.63092078541286
3,2,0,1,0,0,0,45.82147181805857
6,2,0,0,0,1,1,54.26781468108162
2,3,0,0,1,1,0,49.13450600630615
4,3,0,1,0,1,0,44.93759781157982
1,2,0,1,1,0,0,46.46008213673874
5,3,0,1,1,0,0,46.98911211508968
2,2,0,0,0,1,0,47.1188685014686
5,3,0,1,1,0,1,53.85465645409317
5,2,0,0,1,1,1,54.6713961242224
0,3,0,0,0,1,1,53.27670089528965
3,3,0,1,1,1,0,47.3626207130681
4,3,0,0,1,1,0,48.3345598637419
3,2,0,0,1,1,0,46.605778811354696
0,2,0,0,0,0,0,45.19233641742953
3,3,0,0,0,1,0,46.20649120985706
8,2,0,1,0,1,1,53.57668426430588
3,2,0,0,1,1,0,48.14706037859933
6,2,0,1,1,1,1,54.12863584978592
2,3,0,1,1,1,1,52.55214499364031
0,3,0,0,0,0,1,52.77416765620136
5,2,0,0,0,1,0,47.15248936848084
1,2,1,1,0,1,0,45.12118912821984
3,2,0,1,0,1,1,53.50230131815051
3,3,1,0,0,1,0,45.96668380269494
-1,3,0,0,1,1,0,46.897495095466006
3,3,0,0,0,1,0,46.00324580142977
1,2,0,1,0,0,0,46.10248500543069
6,3,0,0,0,0,0,47.36361016634655
6,2,0,0,0,0,0,45.72438179771668
3,3,0,0,0,1,1,54.59642995733604
6,3,-1,0,1,1,1,53.47182037541744
0,1,1,1,1,0,1,51.29005936072051
5,2,0,0,0,0,0,46.11103714797162
2,3,0,0,0,1,1,53.09548075986756
3,2,0,0,0,1,0,45.76449339579956
3,2,0,0,0,1,1,53.65170588180069
2,3,0,0,0,0,0,44.9193807859286
5,2,1,1,0,1,1,53.55340172630062
0,4,0,0,0,1,0,45.82700507244754
4,2,0,0,1,1,0,46.16731662912127
4,2,1,0,1,1,0,46.7899239217238
4,3,0,0,1,1,1,55.57656625579706
0,3,0,0,0,0,0,45.782824380758825
8,3,0,1,1,1,1,51.74968083244598
0,2,0,1,1,0,0,44.37880933481584
5,2,0,0,1,1,0,46.67921485809606
4,2,0,1,1,1,1,53.76627877453618
0,3,-1,0,1,1,0,47.30946000313048
5,2,0,0,0,1,1,55.696075836818906
3,2,0,0,0,1,0,46.30943246448705
8,2,0,1,0,1,1,50.87488306360544
3,2,0,0,0,1,1,55.24925024425494
2,2,1,1,0,1,0,44.17937012623178
3,3,0,1,0,1,1,52.031211808962354
3,3,-1,1,0,0,1,55.15419368459091
3,3,0,0,1,1,0,47.827396901390586
0,2,0,0,0,1,0,45.02843267335126
5,3,0,0,1,1,0,47.79283571903139
6,2,0,0,0,1,1,54.43077415652778
2,3,0,0,1,0,0,45.621325928252304
2,2,0,0,0,0,0,44.15748137467858
4,2,1,1,0,1,1,51.85594155935944
5,3,0,0,1,1,1,55.56919574590153
5,1,0,1,0,1,1,52.73486436921869
2,3,0,0,1,0,0,45.28745306693998
2,3,0,0,1,1,1,55.1936193070197
4,3,0,0,0,1,0,45.24856807040639
4,2,0,0,0,1,0,46.94545507559679
4,2,0,1,1,1,1,52.83462610490319
5,3,0,1,0,1,1,52.243376577525645
3,2,0,0,1,1,0,45.395389633478736
6,3,0,0,0,0,0,47.11969441279604
4,2,0,0,0,0,0,46.34451361775373
0,2,1,1,0,1,1,50.49012752365755
3,2,0,0,1,1,0,46.223393302792246
1,2,0,0,1,1,1,51.398376647570686
5,2,0,0,0,1,1,54.14713880534757
6,2,0,1,1,1,1,54.98154539091798
1,2,0,0,1,1,0,46.26055214536764
2,3,0,0,0,1,0,46.45936238972828
6,1,0,0,1,1,0,46.51437920690598
8,3,0,1,0,1,1,53.44554829505739
2,2,0,0,1,0,0,46.32260024913366
6,3,0,0,1,0,0,47.03073866357066
4,3,0,0,1,1,1,54.91070412641379
4,4,0,0,0,1,0,45.8693173724301
0,2,0,0,0,1,0,48.28161857578459
1,2,0,0,0,1,0,44.721026129315646
0,3,0,0,1,1,0,45.32852043260748
0,4,0,1,0,1,0,47.779331437056015
2,3,0,0,1,0,0,48.94344675313531
6,2,1,0,1,1,1,51.91443983367084
3,2,0,0,1,1,0,47.96569165977031
4,2,0,0,1,1,1,53.6556893503102
6,2,1,0,0,1,1,51.375108098676606
4,3,0,1,1,1,1,53.25435537663796
2,2,-1,1,1,0,0,46.67491312317603
2,2,0,1,0,1,0,45.72730314108777
2,3,-1,1,1,1,0,44.8473136070089
5,2,0,0,0,1,1,54.98845652298286
6,2,0,1,0,1,1,52.87847026469083
2,2,1,1,0,1,1,53.094636899188416
2,2,0,1,1,1,0,46.432460515856434
9,2,1,0,1,1,1,52.54297669606908
6,3,0,1,1,1,1,53.65786481887328
3,3,0,1,0,1,0,46.62200073186829
4,1,0,0,0,1,0,47.4674027640943
4,2,0,0,1,1,0,48.029430074807536
5,3,1,0,1,0,0,48.8876351782095
0,2,0,0,0,1,1,53.65467102090312
1,3,0,0,1,0,0,45.89311053866482
3,2,-1,1,1,0,0,47.244176585978906
3,1,0,0,0,1,0,47.52655850270163
5,2,0,0,1,1,1,54.24172602644441
3,3,0,1,0,1,0,46.13309341433545
3,1,0,1,1,1,0,46.74819408219605
0,3,0,0,1,1,0,45.75866719954025
1,2,0,0,0,1,0,47.077849429269634
3,3,1,1,1,0,0,44.69171765706432
5,3,0,0,1,0,0,46.6673479703986
-1,3,0,0,1,0,0,44.79231861127564
6,3,0,1,1,1,1,53.07340598695568
4,2,0,1,0,0,1,54.07292007866258
0,3,0,0,0,0,0,47.11078358025196
6,3,0,1,1,0,1,53.940401129354015
5,2,0,0,0,1,0,48.74211795432328
3,3,0,0,0,0,1,53.03559529628913
4,2,0,1,1,1,1,53.58581802101534
7,3,0,0,0,1,1,53.39944375182141
4,3,-1,0,1,0,0,44.96982721067135
4,1,0,0,1,1,1,52.44254040406324
3,2,1,0,1,1,1,53.01487772654787
5,2,0,0,1,0,0,45.35923033229266
0,4,0,1,0,0,0,44.31864658264719
3,1,0,1,0,1,1,51.937088215014974
1,3,0,0,1,1,0,46.77093508783839
6,3,0,1,1,0,1,52.29240929165083
5,2,0,1,0,1,1,53.76227123049263
2,2,0,0,0,0,1,52.94641158349992
0,2,0,0,0,1,1,53.20224734580492
3,4,0,1,1,1,1,51.5387016213586
6,2,0,1,0,1,1,53.77344903770656
2,2,0,0,0,1,1,52.45944543923998
4,2,0,1,0,0,1,51.336710735106514
0,2,0,0,0,0,0,45.691194352913314
9,2,-1,1,0,0,1,53.67130760960827
2,2,0,0,0,1,1,52.60921442226637
3,2,0,1,0,1,1,54.05028434113671
2,2,0,0,0,1,0,45.61768556984816
3,2,0,0,0,1,0,47.74117841403617
7,3,0,0,0,1,1,54.640688674982265
4,2,0,0,0,1,1,55.03764261420184
-1,2,1,1,1,1,0,44.41115115581364
1,3,0,1,0,1,1,53.02286832605484
3,3,0,1,0,0,0,46.341852512377045
6,3,0,1,0,1,1,54.33629650870888
3,2,0,0,0,0,1,54.15621984280841
1,2,0,0,0,1,1,52.04441258934152
4,2,0,1,1,0,0,47.49842836148056
2,3,0,0,1,0,0,47.852634057678046
5,3,0,0,1,1,1,54.48487194004201
3,2,0,1,1,1,0,46.55515913764091
5,3,0,0,0,1,1,54.06322792523423
4,2,0,1,0,1,0,46.65482099972714
3,3,0,0,0,1,1,54.15336706489997
2,2,0,0,0,1,0,46.53801282174384
0,2,0,1,0,1,0,43.934509446716376
5,2,1,0,0,0,0,45.774769275316295
4,2,0,0,0,1,0,47.54030959654012
3,3,0,0,0,1,0,45.376296243854455
6,3,0,0,1,1,1,52.30241146422156
4,2,0,0,0,1,1,54.32683157296674
2,2,0,0,0,0,1,54.578187514771
2,2,0,0,1,1,0,48.11576097554575
3,2,0,1,1,1,1,53.28070047157088
0,2,0,1,1,1,0,44.32168676729504
5,3,0,1,0,1,1,51.52843203623797
5,3,0,0,1,1,0,46.24411518784584
0,3,0,1,0,1,0,43.36590786069782
4,2,0,0,1,1,1,57.048269448616765
7,2,0,0,0,1,1,54.10291069732193
5,3,0,1,0,1,1,53.46602644913512
6,2,0,1,1,0,1,53.91053969559384
4,1,0,0,0,1,0,48.1739139528608
