hospital_id,year,telemedicine_implementation,patient_recovery_rate,staff_size,hospital_budget,in_rural_area,has_specialized_department
64,1,0,53.826249940637474,3,5,1,0
64,2,0,53.79449306145422,3,5,1,0
64,3,0,54.18917392367529,3,5,1,0
64,4,0,53.63067347332614,3,5,1,0
64,5,0,52.57929391227977,3,5,1,0
64,6,0,54.12940909184925,3,5,1,0
64,7,0,56.686862123006286,3,5,1,0
64,8,0,54.3925541778384,3,5,1,0
64,9,0,54.9362104153816,3,5,1,0
65,0,0,53.11409249479379,5,8,0,0
65,1,0,50.96395750898992,5,8,0,0
65,2,0,50.223767252953365,5,8,0,0
65,3,0,51.99814791580047,5,8,0,0
65,4,1,60.20308444908177,5,8,0,0
65,5,1,60.45762624606176,5,8,0,0
65,6,1,63.38001672018792,5,8,0,0
65,7,1,62.33356979688456,5,8,0,0
65,8,1,60.48105808023754,5,8,0,0
65,9,1,62.51011408328296,5,8,0,0
66,0,0,53.45531028727672,2,4,0,1
66,1,0,53.567715558770885,2,4,0,1
66,2,0,52.6797296385108,2,4,0,1
66,3,0,52.75625963546866,2,4,0,1
66,4,0,52.90242765420263,2,4,0,1
66,5,0,55.26181247747737,2,4,0,1
66,6,0,56.33725928433601,2,4,0,1
66,7,0,55.1939453930897,2,4,0,1
66,8,1,61.62417716680473,2,4,0,1
66,9,1,63.54221150420042,2,4,0,1
67,0,0,50.581499744189294,4,8,1,1
67,1,0,51.99900077239136,4,8,1,1
67,2,0,48.33189624212462,4,8,1,1
67,3,0,48.33837540763912,4,8,1,1
67,4,0,52.81963821728986,4,8,1,1
67,5,0,51.4056894026436,4,8,1,1
67,6,0,51.21173505071886,4,8,1,1
67,7,0,53.63029992035618,4,8,1,1
67,8,0,51.064326284439055,4,8,1,1
67,9,0,51.56239980504155,4,8,1,1
68,0,0,53.22905269399064,5,3,1,0
68,1,0,52.4353871185871,5,3,1,0
68,2,0,50.21257534876861,5,3,1,0
68,3,0,52.461240861622976,5,3,1,0
68,4,0,52.72389133497993,5,3,1,0
68,5,0,53.61651635643074,5,3,1,0
68,6,1,62.70230462980808,5,3,1,0
68,7,1,63.69780479260392,5,3,1,0
68,8,1,61.30727625708008,5,3,1,0
68,9,1,61.66659686151908,5,3,1,0
69,0,0,50.05316169400049,3,7,0,1
69,1,0,51.40163473291911,3,7,0,1
69,2,0,51.42987063720835,3,7,0,1
69,3,0,51.50881538853469,3,7,0,1
69,4,0,52.59444932768217,3,7,0,1
69,5,0,51.00250711634587,3,7,0,1
69,6,0,52.624141658310215,3,7,0,1
69,7,1,61.91514358310694,3,7,0,1
69,8,1,57.82258615747097,3,7,0,1
69,9,1,61.4320094356935,3,7,0,1
70,0,0,50.789065478346,3,8,0,1
70,1,0,51.21103698522082,3,8,0,1
70,2,0,50.882749655857566,3,8,0,1
70,3,0,49.63132628253833,3,8,0,1
70,4,0,51.6516440554283,3,8,0,1
70,5,0,53.62713202748289,3,8,0,1
70,6,0,54.79897794550851,3,8,0,1
70,7,0,50.57869754134654,3,8,0,1
70,8,0,50.504570514700085,3,8,0,1
70,9,1,61.70387960531662,3,8,0,1
71,0,0,50.78863704126122,4,14,0,1
71,1,0,53.99781790339139,4,14,0,1
71,2,0,50.19923277846327,4,14,0,1
71,3,0,51.86401495474966,4,14,0,1
71,4,0,53.24362930609981,4,14,0,1
71,5,0,52.78694206015334,4,14,0,1
71,6,1,61.30824875814287,4,14,0,1
71,7,1,65.04822129638511,4,14,0,1
71,8,1,60.00642055565768,4,14,0,1
71,9,1,61.52721873471217,4,14,0,1
72,0,0,52.76382053602707,2,9,0,0
72,1,0,51.0608069111786,2,9,0,0
72,2,0,50.00727294404475,2,9,0,0
72,3,1,60.81321126573488,2,9,0,0
72,4,1,61.99517252495031,2,9,0,0
72,5,1,61.17482656304521,2,9,0,0
72,6,1,62.51376621853538,2,9,0,0
72,7,1,61.67592184086047,2,9,0,0
72,8,1,60.93654081053688,2,9,0,0
72,9,1,63.78396420642292,2,9,0,0
73,0,0,52.32678320503617,6,8,0,0
73,1,0,52.24469118812708,6,8,0,0
73,2,0,50.52670572181983,6,8,0,0
73,3,0,51.48752297707664,6,8,0,0
73,4,0,52.24827167061422,6,8,0,0
73,5,0,53.18943715738792,6,8,0,0
73,6,0,53.813318137059085,6,8,0,0
73,7,0,53.16834921532194,6,8,0,0
73,8,0,52.90369529528994,6,8,0,0
73,9,0,51.54716416490653,6,8,0,0
74,0,0,52.002352035362094,4,9,1,1
74,1,0,50.29751765928592,4,9,1,1
74,2,0,49.22974359568162,4,9,1,1
74,3,0,48.80938083927057,4,9,1,1
74,4,0,51.56368320092223,4,9,1,1
74,5,0,51.23194250302997,4,9,1,1
74,6,0,50.66630805688386,4,9,1,1
74,7,0,51.51112334522056,4,9,1,1
74,8,0,48.85039488843361,4,9,1,1
74,9,0,49.833224133552086,4,9,1,1
75,0,0,52.43886769042428,1,13,0,0
75,1,1,63.22897647964673,1,13,0,0
75,2,1,61.601936163557895,1,13,0,0
75,3,1,63.19396415653416,1,13,0,0
75,4,1,62.33122617928005,1,13,0,0
75,5,1,64.0126795209546,1,13,0,0
75,6,1,64.72993293293584,1,13,0,0
75,7,1,63.90380333348739,1,13,0,0
75,8,1,62.39134434602828,1,13,0,0
75,9,1,63.67325752416653,1,13,0,0
76,0,0,52.24315349132062,2,5,0,0
76,1,0,52.71100239052284,2,5,0,0
76,2,0,49.73552717017988,2,5,0,0
76,3,0,52.55949512190891,2,5,0,0
76,4,0,51.94777290112582,2,5,0,0
76,5,1,60.84607595096809,2,5,0,0
76,6,1,62.599589083585656,2,5,0,0
76,7,1,63.113808293483565,2,5,0,0
76,8,1,59.95555486687806,2,5,0,0
76,9,1,61.38430744678735,2,5,0,0
77,0,0,52.28308817283858,5,9,1,1
77,1,0,52.09905125161784,5,9,1,1
77,2,0,50.1468181418164,5,9,1,1
77,3,0,50.16228529624297,5,9,1,1
77,4,0,50.10299026230488,5,9,1,1
77,5,0,51.68232802882563,5,9,1,1
77,6,0,51.97590067831303,5,9,1,1
77,7,0,53.32188757378744,5,9,1,1
77,8,0,48.79466202299776,5,9,1,1
77,9,0,50.41741806397692,5,9,1,1
78,0,0,52.65589076744663,1,10,0,1
78,1,0,51.06901631640762,1,10,0,1
78,2,0,52.04339814542787,1,10,0,1
78,3,0,51.44544558055995,1,10,0,1
78,4,0,51.12169668747836,1,10,0,1
78,5,1,60.44506530500524,1,10,0,1
78,6,1,64.68947883051345,1,10,0,1
78,7,1,63.895149796236815,1,10,0,1
78,8,1,62.12786802919671,1,10,0,1
78,9,1,62.56322942403424,1,10,0,1
79,0,0,50.078448962527744,1,5,0,1
79,1,0,52.106982297645054,1,5,0,1
79,2,0,47.12416525001777,1,5,0,1
79,3,0,47.81910387544736,1,5,0,1
79,4,0,49.11200015753627,1,5,0,1
79,5,0,52.24274721919338,1,5,0,1
79,6,0,51.24742113931636,1,5,0,1
79,7,0,49.30532832046606,1,5,0,1
79,8,0,49.40683051681963,1,5,0,1
79,9,0,50.685176315940296,1,5,0,1
80,0,0,51.2100344083392,3,9,0,1
80,1,0,51.03639273530468,3,9,0,1
80,2,0,51.07910864049542,3,9,0,1
80,3,1,59.62382380465687,3,9,0,1
80,4,1,61.34033805117009,3,9,0,1
80,5,1,61.50829259310376,3,9,0,1
80,6,1,63.4410541895403,3,9,0,1
80,7,1,63.168181391593606,3,9,0,1
80,8,1,60.893930532030886,3,9,0,1
80,9,1,63.22177915228515,3,9,0,1
81,0,0,50.162603644901886,2,8,1,0
81,1,0,52.43175054761725,2,8,1,0
81,2,0,49.63955573992589,2,8,1,0
81,3,0,51.63526148993601,2,8,1,0
81,4,0,54.04351716112778,2,8,1,0
81,5,0,53.47753959550974,2,8,1,0
81,6,0,54.02471953881042,2,8,1,0
81,7,0,53.38207313034992,2,8,1,0
81,8,1,61.79101081663856,2,8,1,0
81,9,1,63.00335797014518,2,8,1,0
82,0,0,50.05743604238347,5,7,1,1
82,1,1,61.57898756989223,5,7,1,1
82,2,1,59.307687444273554,5,7,1,1
82,3,1,60.09862797703123,5,7,1,1
82,4,1,60.263893969838726,5,7,1,1
82,5,1,60.570676271967066,5,7,1,1
82,6,1,62.92024224567363,5,7,1,1
82,7,1,61.19134045977685,5,7,1,1
82,8,1,58.74624901567596,5,7,1,1
82,9,1,60.67813126120045,5,7,1,1
83,0,0,55.04577195866773,3,8,1,1
83,1,0,52.42799900329992,3,8,1,1
83,2,0,52.275912058902,3,8,1,1
83,3,0,51.79187755162812,3,8,1,1
83,4,0,52.79749189529162,3,8,1,1
83,5,0,54.87838718638178,3,8,1,1
83,6,0,54.33734142708111,3,8,1,1
83,7,0,53.25160257220784,3,8,1,1
83,8,0,53.85945493563528,3,8,1,1
83,9,0,53.93951102044174,3,8,1,1
84,0,0,49.24735844143948,5,7,1,1
84,1,0,51.56113261223439,5,7,1,1
84,2,0,51.74122101946509,5,7,1,1
84,3,0,50.62210405254852,5,7,1,1
84,4,0,50.73364771598988,5,7,1,1
84,5,0,52.94164263874776,5,7,1,1
84,6,0,51.5135405538123,5,7,1,1
84,7,0,49.64675801100772,5,7,1,1
84,8,0,50.84809830348394,5,7,1,1
84,9,0,52.126953500178544,5,7,1,1
85,0,0,50.37966572835313,2,9,1,1
85,1,0,51.16983023255791,2,9,1,1
85,2,0,50.855991837744966,2,9,1,1
85,3,0,49.28299697751493,2,9,1,1
85,4,0,49.48939726946125,2,9,1,1
85,5,1,59.58520141109429,2,9,1,1
85,6,1,59.919933036817945,2,9,1,1
85,7,1,61.14788227743909,2,9,1,1
85,8,1,58.16323927231043,2,9,1,1
85,9,1,61.53034201971228,2,9,1,1
86,0,0,52.95805296862744,5,8,1,1
86,1,0,52.835852789084576,5,8,1,1
86,2,0,51.04417977434647,5,8,1,1
86,3,1,62.416944672708006,5,8,1,1
86,4,1,61.73940657407684,5,8,1,1
86,5,1,62.753989191162674,5,8,1,1
86,6,1,62.69451405140059,5,8,1,1
86,7,1,64.11028143284642,5,8,1,1
86,8,1,60.52140243497407,5,8,1,1
86,9,1,64.47200186376998,5,8,1,1
87,0,0,49.14606650254736,6,6,1,1
87,1,0,50.18137312992725,6,6,1,1
87,2,0,47.23474850916284,6,6,1,1
87,3,0,50.41432576943509,6,6,1,1
87,4,0,50.02022962691376,6,6,1,1
87,5,0,49.57618450808044,6,6,1,1
87,6,0,49.71034855106479,6,6,1,1
87,7,1,60.8344259216266,6,6,1,1
87,8,1,58.38013740246487,6,6,1,1
87,9,1,58.40966131201563,6,6,1,1
88,0,0,51.272872921325664,4,9,1,0
88,1,0,52.3761386521842,4,9,1,0
88,2,0,50.47492705033031,4,9,1,0
88,3,0,50.96174219768816,4,9,1,0
88,4,0,49.07786479920467,4,9,1,0
88,5,0,51.78372288533579,4,9,1,0
88,6,0,51.85552252629173,4,9,1,0
88,7,0,52.17972862167852,4,9,1,0
88,8,1,61.6547095583466,4,9,1,0
88,9,1,62.33837213967212,4,9,1,0
89,0,0,50.690814464176974,6,6,0,1
89,1,0,49.70832357823293,6,6,0,1
89,2,0,50.82224765200285,6,6,0,1
89,3,0,51.45699434428701,6,6,0,1
89,4,0,50.36855528438922,6,6,0,1
89,5,0,50.92676279724073,6,6,0,1
89,6,0,51.3119584046785,6,6,0,1
89,7,0,52.85084941138823,6,6,0,1
89,8,0,52.07377575199659,6,6,0,1
89,9,0,51.251988500121485,6,6,0,1
90,0,0,53.09554477729996,5,10,1,0
90,1,0,54.81877294201781,5,10,1,0
90,2,0,49.60410715432667,5,10,1,0
90,3,0,53.608962433288426,5,10,1,0
90,4,0,51.876885299934486,5,10,1,0
90,5,0,52.92272126071865,5,10,1,0
90,6,0,54.05764964596649,5,10,1,0
90,7,0,52.72657449914159,5,10,1,0
90,8,0,53.10149202154821,5,10,1,0
90,9,1,63.01663476334805,5,10,1,0
91,0,0,51.936479543008446,4,11,0,1
91,1,0,53.09844143700664,4,11,0,1
91,2,0,50.02508903435239,4,11,0,1
91,3,0,51.101413805981856,4,11,0,1
91,4,0,50.71901600743653,4,11,0,1
91,5,0,54.33793345231562,4,11,0,1
91,6,0,50.90157149775337,4,11,0,1
91,7,0,52.57655363215402,4,11,0,1
91,8,0,50.77029240357851,4,11,0,1
91,9,0,51.25090361373263,4,11,0,1
92,0,0,52.49078171119207,0,4,1,1
92,1,0,52.9223822353496,0,4,1,1
92,2,0,52.39078377069126,0,4,1,1
92,3,0,53.43101823809884,0,4,1,1
92,4,0,54.12602969846635,0,4,1,1
92,5,0,52.70244411786384,0,4,1,1
92,6,0,51.7092438429576,0,4,1,1
92,7,0,54.49647239139191,0,4,1,1
92,8,0,50.51047013048813,0,4,1,1
92,9,0,52.76781734983664,0,4,1,1
93,0,0,50.15599684815099,3,13,0,0
93,1,0,49.50487478087501,3,13,0,0
93,2,0,45.69146227158405,3,13,0,0
93,3,0,50.8930313733989,3,13,0,0
93,4,0,51.19585711062957,3,13,0,0
93,5,0,50.05218473587186,3,13,0,0
93,6,0,52.14961159790205,3,13,0,0
93,7,0,51.59526622510332,3,13,0,0
93,8,1,59.96188961808619,3,13,0,0
93,9,1,59.54124715591338,3,13,0,0
94,0,0,51.504225502360015,3,14,0,0
94,1,0,51.94262407166972,3,14,0,0
94,2,1,59.08326168536379,3,14,0,0
94,3,1,61.55460744138718,3,14,0,0
94,4,1,61.56912513330583,3,14,0,0
94,5,1,61.21054164668681,3,14,0,0
94,6,1,63.23033432019559,3,14,0,0
94,7,1,61.837620344114704,3,14,0,0
94,8,1,60.38115718156678,3,14,0,0
94,9,1,64.48875593266852,3,14,0,0
95,0,0,50.80539881258383,7,7,1,0
95,1,0,50.68983291945291,7,7,1,0
95,2,0,49.80564917092944,7,7,1,0
95,3,0,51.04835843713909,7,7,1,0
95,4,0,50.00614371516432,7,7,1,0
95,5,0,50.50136380135207,7,7,1,0
95,6,0,50.10000976008085,7,7,1,0
95,7,0,52.5423367942909,7,7,1,0
95,8,0,50.65199936362391,7,7,1,0
95,9,0,52.45110020748399,7,7,1,0
96,0,0,50.67789876523376,1,8,0,0
96,1,0,52.4139093464383,1,8,0,0
96,2,0,51.08097448592884,1,8,0,0
96,3,0,52.43465890121172,1,8,0,0
96,4,0,51.748183476566886,1,8,0,0
96,5,0,53.382948259938985,1,8,0,0
96,6,0,51.638021962094406,1,8,0,0
96,7,0,54.91099530371062,1,8,0,0
96,8,0,51.44279230797426,1,8,0,0
96,9,0,52.2541903102451,1,8,0,0
97,0,0,50.02763770082087,4,7,0,1
97,1,0,52.49387799497482,4,7,0,1
97,2,0,49.70940453055995,4,7,0,1
97,3,0,51.25809775461735,4,7,0,1
97,4,0,53.15051132093186,4,7,0,1
97,5,0,52.78456960571727,4,7,0,1
97,6,0,51.63853560781225,4,7,0,1
97,7,0,53.0238035895433,4,7,0,1
97,8,1,60.08746957653264,4,7,0,1
97,9,1,61.926950314116,4,7,0,1
98,0,0,50.694207067976336,2,9,0,1
98,1,0,52.92476972931161,2,9,0,1
98,2,0,50.24073205003942,2,9,0,1
98,3,0,48.79559608775478,2,9,0,1
98,4,0,50.90834600198558,2,9,0,1
98,5,0,51.035240800537714,2,9,0,1
98,6,0,52.32017396184051,2,9,0,1
98,7,0,50.94505791990109,2,9,0,1
98,8,0,49.62486057819938,2,9,0,1
98,9,1,61.82173059676153,2,9,0,1
99,0,0,52.19660553917771,3,6,0,0
99,1,0,50.64442512180739,3,6,0,0
99,2,0,49.9044115301425,3,6,0,0
99,3,1,60.06414743780503,3,6,0,0
99,4,1,61.695578576002745,3,6,0,0
99,5,1,61.94869404616823,3,6,0,0
99,6,1,62.11343536235327,3,6,0,0
99,7,1,62.37808063977258,3,6,0,0
99,8,1,61.32230457118499,3,6,0,0
99,9,1,61.97442874556462,3,6,0,0
100,0,0,52.43013400248886,5,7,0,1
100,1,0,51.90194532643271,5,7,0,1
100,2,0,49.89250566919163,5,7,0,1
100,3,0,52.88039113977726,5,7,0,1
100,4,0,53.11246072607511,5,7,0,1
100,5,0,52.3409286331154,5,7,0,1
100,6,0,52.971579633813306,5,7,0,1
100,7,0,52.11635183179522,5,7,0,1
100,8,0,52.71692962018685,5,7,0,1
100,9,0,49.70235254984009,5,7,0,1
