employee_id,year_of_observation,minimum_wage_increase,current_year_income,previous_year_income,education_years,gender,union_membership
64,2,0,47.27929229789608,4,10,1,1
64,3,0,48.28744899940026,4,10,1,1
64,4,0,48.69321650519367,4,10,1,1
64,5,0,49.3201322547453,4,10,1,1
64,6,0,47.47937135046188,4,10,1,1
64,7,0,47.45390046477158,4,10,1,1
64,8,0,49.85074269951958,4,10,1,1
64,9,0,49.69163355209035,4,10,1,1
65,0,0,48.710862618182695,3,8,1,1
65,1,0,44.10539051382858,3,8,1,1
65,2,0,45.12453355284188,3,8,1,1
65,3,0,45.36424457058658,3,8,1,1
65,4,0,46.07661138528416,3,8,1,1
65,5,0,45.39830328633402,3,8,1,1
65,6,0,44.97372920605373,3,8,1,1
65,7,0,44.38005184045271,3,8,1,1
65,8,1,48.37774791818924,3,8,1,1
65,9,1,51.47452006876333,3,8,1,1
66,0,0,47.96482028002314,4,10,0,0
66,1,0,47.65566984220742,4,10,0,0
66,2,0,45.38709690843734,4,10,0,0
66,3,0,48.18807285709903,4,10,0,0
66,4,0,48.25793044537797,4,10,0,0
66,5,0,47.58514867337063,4,10,0,0
66,6,0,45.94826185987347,4,10,0,0
66,7,0,48.63072532194376,4,10,0,0
66,8,0,48.70383651974832,4,10,0,0
66,9,0,49.69366969857472,4,10,0,0
67,0,0,50.55636540566964,4,6,1,1
67,1,0,49.90266860105777,4,6,1,1
67,2,0,48.41367259574107,4,6,1,1
67,3,0,49.03124176845443,4,6,1,1
67,4,0,47.95024013462731,4,6,1,1
67,5,0,49.335088033622334,4,6,1,1
67,6,0,48.250041452378255,4,6,1,1
67,7,0,47.90365851470227,4,6,1,1
67,8,0,50.862707874331406,4,6,1,1
67,9,0,50.76528557397603,4,6,1,1
68,0,0,47.37119587267677,0,9,0,1
68,1,0,47.57752098877986,0,9,0,1
68,2,0,46.74262025833142,0,9,0,1
68,3,0,48.25524609379095,0,9,0,1
68,4,0,47.33186025757495,0,9,0,1
68,5,0,49.16567692690177,0,9,0,1
68,6,0,48.47935154815058,0,9,0,1
68,7,0,45.94774965971175,0,9,0,1
68,8,0,48.926748901352326,0,9,0,1
68,9,0,48.70860370733152,0,9,0,1
69,0,0,47.75375995705955,4,9,1,1
69,1,0,47.48576917975441,4,9,1,1
69,2,0,47.29593746116716,4,9,1,1
69,3,0,49.32161354819839,4,9,1,1
69,4,0,46.710489871473456,4,9,1,1
69,5,0,45.39879678043028,4,9,1,1
69,6,1,52.02637548568715,4,9,1,1
69,7,1,49.4222646696544,4,9,1,1
69,8,1,49.0439805252674,4,9,1,1
69,9,1,53.226411493210335,4,9,1,1
70,0,0,47.71479082661463,4,8,0,1
70,1,0,46.52022263073604,4,8,0,1
70,2,0,45.6171913651564,4,8,0,1
70,3,0,46.5439641664622,4,8,0,1
70,4,0,47.832927210585886,4,8,0,1
70,5,0,46.67635799971041,4,8,0,1
70,6,0,45.28329527473541,4,8,0,1
70,7,0,47.49855710949172,4,8,0,1
70,8,1,50.28381117175173,4,8,0,1
70,9,1,50.144340513174924,4,8,0,1
71,0,0,48.91266891681586,3,11,0,1
71,1,1,49.32187961018097,3,11,0,1
71,2,1,49.92664829701567,3,11,0,1
71,3,1,49.97035879692363,3,11,0,1
71,4,1,50.91099579274829,3,11,0,1
71,5,1,50.16190131901495,3,11,0,1
71,6,1,50.67658145933605,3,11,0,1
71,7,1,49.644467884690975,3,11,0,1
71,8,1,52.32871876683529,3,11,0,1
71,9,1,51.554030897983154,3,11,0,1
72,0,0,50.04930572812481,2,9,0,0
72,1,0,49.1263887734892,2,9,0,0
72,2,0,48.19635746603763,2,9,0,0
72,3,0,47.86595147741617,2,9,0,0
72,4,0,47.68139945369492,2,9,0,0
72,5,0,49.31423899955944,2,9,0,0
72,6,0,47.98544241033483,2,9,0,0
72,7,0,47.32244436289575,2,9,0,0
72,8,0,49.12343787066935,2,9,0,0
72,9,0,48.57935555512771,2,9,0,0
73,0,0,45.96380131401238,4,14,1,0
73,1,0,46.51231775986301,4,14,1,0
73,2,0,46.20386543392421,4,14,1,0
73,3,0,47.951338310888815,4,14,1,0
73,4,0,46.84993175935265,4,14,1,0
73,5,0,46.68410398877429,4,14,1,0
73,6,0,44.8615847806104,4,14,1,0
73,7,0,45.795681261269046,4,14,1,0
73,8,0,48.14441158752575,4,14,1,0
73,9,0,49.75780389539843,4,14,1,0
74,0,0,48.21993494680167,4,7,0,1
74,1,0,47.83129251676507,4,7,0,1
74,2,0,48.45104142917344,4,7,0,1
74,3,0,47.49288056040233,4,7,0,1
74,4,0,46.10913707408098,4,7,0,1
74,5,0,47.80947174443369,4,7,0,1
74,6,0,47.49273054497096,4,7,0,1
74,7,0,48.28183048600977,4,7,0,1
74,8,0,48.08675528405225,4,7,0,1
74,9,0,48.44013873933471,4,7,0,1
75,0,0,50.42241754430102,1,9,1,1
75,1,0,49.082271093383945,1,9,1,1
75,2,0,49.72441911960472,1,9,1,1
75,3,0,50.20513951986457,1,9,1,1
75,4,0,50.28261025474188,1,9,1,1
75,5,0,47.45650552354894,1,9,1,1
75,6,0,48.43960501145089,1,9,1,1
75,7,0,47.685311598165896,1,9,1,1
75,8,0,49.09622927446544,1,9,1,1
75,9,1,50.71715516863957,1,9,1,1
76,0,0,49.40296519880363,4,11,0,1
76,1,0,50.89425128185631,4,11,0,1
76,2,0,51.0099760593063,4,11,0,1
76,3,0,47.75424494998895,4,11,0,1
76,4,0,50.326592382042826,4,11,0,1
76,5,0,47.40976706986177,4,11,0,1
76,6,0,47.15964477923018,4,11,0,1
76,7,0,49.77388432505143,4,11,0,1
76,8,0,49.89972858105324,4,11,0,1
76,9,0,51.51945791855164,4,11,0,1
77,0,0,46.700248244298,3,11,0,1
77,1,0,45.91690642079988,3,11,0,1
77,2,0,46.817408177590615,3,11,0,1
77,3,0,47.47644555724471,3,11,0,1
77,4,0,46.19957187800913,3,11,0,1
77,5,1,49.22727586933975,3,11,0,1
77,6,1,48.89407656803094,3,11,0,1
77,7,1,51.48965173374422,3,11,0,1
77,8,1,51.49895440002848,3,11,0,1
77,9,1,51.37526775666957,3,11,0,1
78,0,0,49.639923214509054,7,8,0,1
78,1,0,47.572202833962855,7,8,0,1
78,2,0,47.36134222301742,7,8,0,1
78,3,0,46.16285720392458,7,8,0,1
78,4,0,46.841236303767765,7,8,0,1
78,5,0,47.62654218472968,7,8,0,1
78,6,0,46.04920302742527,7,8,0,1
78,7,1,50.8196099097649,7,8,0,1
78,8,1,52.02275306970042,7,8,0,1
78,9,1,51.85260663654326,7,8,0,1
79,0,0,49.653785345686416,1,10,1,1
79,1,0,48.02748119765021,1,10,1,1
79,2,0,48.73237694815655,1,10,1,1
79,3,0,46.54665413905459,1,10,1,1
79,4,0,50.02327054235898,1,10,1,1
79,5,0,48.72935471372035,1,10,1,1
79,6,0,47.7768100316019,1,10,1,1
79,7,0,47.19690367919687,1,10,1,1
79,8,0,50.80623479202398,1,10,1,1
79,9,0,51.1090704509412,1,10,1,1
80,0,0,51.12493837263423,5,5,0,1
80,1,0,50.15647818777537,5,5,0,1
80,2,0,47.27724290272632,5,5,0,1
80,3,0,47.52778014616259,5,5,0,1
80,4,0,49.60548355013737,5,5,0,1
80,5,1,50.71336571126008,5,5,0,1
80,6,1,52.15319711688775,5,5,0,1
80,7,1,52.5869550189822,5,5,0,1
80,8,1,53.96173214820343,5,5,0,1
80,9,1,52.87212494642375,5,5,0,1
81,0,0,48.41585635714558,6,12,0,0
81,1,0,46.77866261903815,6,12,0,0
81,2,0,46.76349144585054,6,12,0,0
81,3,0,45.55206815126634,6,12,0,0
81,4,0,47.38126333493434,6,12,0,0
81,5,0,46.28080922608277,6,12,0,0
81,6,0,45.64676005475165,6,12,0,0
81,7,0,47.24653904964877,6,12,0,0
81,8,0,47.41078528198207,6,12,0,0
81,9,0,48.60396674465054,6,12,0,0
82,0,0,47.28391584606818,1,10,1,1
82,1,0,47.74545514908687,1,10,1,1
82,2,0,46.11519051860438,1,10,1,1
82,3,0,45.84950489441373,1,10,1,1
82,4,0,47.40711285628544,1,10,1,1
82,5,0,45.76367096350384,1,10,1,1
82,6,0,46.04576421809548,1,10,1,1
82,7,0,46.54593542047699,1,10,1,1
82,8,0,48.11606117724612,1,10,1,1
82,9,0,48.764643163493325,1,10,1,1
83,0,0,49.37472590966287,5,7,1,1
83,1,0,47.12600197395281,5,7,1,1
83,2,0,45.55437042676692,5,7,1,1
83,3,0,47.29843809941854,5,7,1,1
83,4,0,48.86642529897834,5,7,1,1
83,5,0,46.31906328485636,5,7,1,1
83,6,0,46.76239626535976,5,7,1,1
83,7,0,46.99328814555771,5,7,1,1
83,8,0,48.25409579225383,5,7,1,1
83,9,0,50.20431257535073,5,7,1,1
84,0,0,50.285492998999565,2,12,1,0
84,1,0,49.526450758632336,2,12,1,0
84,2,0,47.530352920482976,2,12,1,0
84,3,0,48.33629534759218,2,12,1,0
84,4,0,49.232711046924265,2,12,1,0
84,5,0,49.54639932740487,2,12,1,0
84,6,0,47.82927478547851,2,12,1,0
84,7,0,47.36768100751505,2,12,1,0
84,8,0,49.97625630905095,2,12,1,0
84,9,0,49.89377263409033,2,12,1,0
85,0,0,50.35179993721352,4,10,0,0
85,1,0,50.38914698430718,4,10,0,0
85,2,0,51.73537919306572,4,10,0,0
85,3,0,48.65515515333106,4,10,0,0
85,4,0,52.40671551458457,4,10,0,0
85,5,0,49.23582861808932,4,10,0,0
85,6,0,49.28170617574808,4,10,0,0
85,7,1,52.41232914854324,4,10,0,0
85,8,1,54.02834794332898,4,10,0,0
85,9,1,55.878393608062616,4,10,0,0
86,0,0,48.68552602641134,0,9,0,1
86,1,1,52.79443832007557,0,9,0,1
86,2,1,54.56767055326329,0,9,0,1
86,3,1,50.25423685562773,0,9,0,1
86,4,1,52.45893222369055,0,9,0,1
86,5,1,51.679024110849454,0,9,0,1
86,6,1,51.100610380047634,0,9,0,1
86,7,1,51.34811803133956,0,9,0,1
86,8,1,53.95835877039977,0,9,0,1
86,9,1,51.939889093118495,0,9,0,1
87,0,0,48.78244912871035,3,6,0,1
87,1,0,48.73874900606914,3,6,0,1
87,2,0,48.536316114273326,3,6,0,1
87,3,0,47.74460328530132,3,6,0,1
87,4,0,47.56856575286903,3,6,0,1
87,5,0,46.476802417491214,3,6,0,1
87,6,0,47.56711900226688,3,6,0,1
87,7,0,47.43704906674898,3,6,0,1
87,8,0,50.39836659544386,3,6,0,1
87,9,0,49.05256097777718,3,6,0,1
88,0,0,48.96424712561866,3,7,1,1
88,1,0,47.48146111904552,3,7,1,1
88,2,0,46.66340591753826,3,7,1,1
88,3,0,46.77600797909246,3,7,1,1
88,4,0,46.28796808445986,3,7,1,1
88,5,0,47.13013290151609,3,7,1,1
88,6,0,47.16245306315015,3,7,1,1
88,7,0,44.90034818926577,3,7,1,1
88,8,0,48.74979132379679,3,7,1,1
88,9,0,49.74034186779325,3,7,1,1
89,0,0,47.60998284102688,3,7,1,0
89,1,0,48.90613372280726,3,7,1,0
89,2,0,47.5920923544775,3,7,1,0
89,3,0,46.28039448499704,3,7,1,0
89,4,0,47.27674725487288,3,7,1,0
89,5,0,47.46850365058469,3,7,1,0
89,6,0,45.49901800518349,3,7,1,0
89,7,0,46.35465693650651,3,7,1,0
89,8,0,47.16632438498009,3,7,1,0
89,9,0,47.59563110037234,3,7,1,0
90,0,0,51.3412959998348,3,4,1,1
90,1,0,50.4028703708169,3,4,1,1
90,2,0,50.203168854779314,3,4,1,1
90,3,0,51.1845427724509,3,4,1,1
90,4,0,49.19051998094277,3,4,1,1
90,5,0,48.79399489031894,3,4,1,1
90,6,0,50.48418814377676,3,4,1,1
90,7,0,50.79834282147395,3,4,1,1
90,8,0,53.35624632021841,3,4,1,1
90,9,0,53.983207246748165,3,4,1,1
91,0,0,48.4130144775563,8,8,1,0
91,1,0,47.83758542359289,8,8,1,0
91,2,0,47.902895237194095,8,8,1,0
91,3,0,48.05758428224219,8,8,1,0
91,4,0,49.09049148880622,8,8,1,0
91,5,0,47.629499268042366,8,8,1,0
91,6,0,44.85699610245712,8,8,1,0
91,7,0,46.97491537499935,8,8,1,0
91,8,0,49.66355279865693,8,8,1,0
91,9,0,49.90443362216029,8,8,1,0
92,0,0,47.36793654950928,4,10,1,0
92,1,0,48.80148799301065,4,10,1,0
92,2,0,47.31937928752429,4,10,1,0
92,3,0,48.48673393250814,4,10,1,0
92,4,0,46.84118148148029,4,10,1,0
92,5,0,47.608710416164406,4,10,1,0
92,6,0,44.65685888369981,4,10,1,0
92,7,0,47.03259904425138,4,10,1,0
92,8,0,49.61036694695927,4,10,1,0
92,9,0,49.30378827656767,4,10,1,0
93,0,0,51.97730925032903,6,10,0,1
93,1,0,50.69789576342751,6,10,0,1
93,2,0,49.38109453173738,6,10,0,1
93,3,0,50.01086962138636,6,10,0,1
93,4,0,49.98813866731263,6,10,0,1
93,5,0,49.566501660407,6,10,0,1
93,6,0,48.35542418119709,6,10,0,1
93,7,0,50.324221729190754,6,10,0,1
93,8,0,50.16746179522828,6,10,0,1
93,9,0,50.21845436756901,6,10,0,1
94,0,0,48.40869966769872,2,8,1,1
94,1,0,47.08139546534772,2,8,1,1
94,2,0,48.08961291488452,2,8,1,1
94,3,0,49.20792833777369,2,8,1,1
94,4,0,47.49303563820772,2,8,1,1
94,5,0,48.556486526830334,2,8,1,1
94,6,1,50.36201186704786,2,8,1,1
94,7,1,48.36038630369808,2,8,1,1
94,8,1,51.28253642842832,2,8,1,1
94,9,1,52.89410673026388,2,8,1,1
95,0,0,46.937015018674,5,8,1,1
95,1,0,48.089250763769975,5,8,1,1
95,2,0,47.52238961406651,5,8,1,1
95,3,1,49.27159240249087,5,8,1,1
95,4,1,51.42417547392793,5,8,1,1
95,5,1,50.68758739929904,5,8,1,1
95,6,1,49.40981614271877,5,8,1,1
95,7,1,49.37068394478943,5,8,1,1
95,8,1,51.25886051064267,5,8,1,1
95,9,1,52.77632280150482,5,8,1,1
96,0,0,46.89370495323615,2,11,0,1
96,1,0,45.71455804104859,2,11,0,1
96,2,0,47.14498000654953,2,11,0,1
96,3,0,46.90998490536841,2,11,0,1
96,4,1,50.03402595946186,2,11,0,1
96,5,1,49.68260285891623,2,11,0,1
96,6,1,50.02047187733094,2,11,0,1
96,7,1,50.62900561250782,2,11,0,1
96,8,1,51.04250339869108,2,11,0,1
96,9,1,52.28954681707595,2,11,0,1
97,0,0,47.129107522272925,5,9,0,0
97,1,0,46.66225413672763,5,9,0,0
97,2,0,45.77728085641216,5,9,0,0
97,3,0,46.69253530582623,5,9,0,0
97,4,1,49.14276171636842,5,9,0,0
97,5,1,47.6501826213595,5,9,0,0
97,6,1,47.91465909627381,5,9,0,0
97,7,1,50.67334014806143,5,9,0,0
97,8,1,49.97817056712695,5,9,0,0
97,9,1,50.72509706693402,5,9,0,0
98,0,0,48.762469108579175,4,8,0,1
98,1,0,50.25665981094596,4,8,0,1
98,2,0,47.45746394841007,4,8,0,1
98,3,0,49.04170171970863,4,8,0,1
98,4,0,48.13153896960145,4,8,0,1
98,5,0,46.88123493649943,4,8,0,1
98,6,0,48.93239839071621,4,8,0,1
98,7,0,47.30414877903431,4,8,0,1
98,8,0,49.55577388552241,4,8,0,1
98,9,0,49.70716904462963,4,8,0,1
99,0,0,48.56433479971958,3,5,0,0
99,1,0,47.96113585891757,3,5,0,0
99,2,0,47.7408142368639,3,5,0,0
99,3,1,50.83034395884306,3,5,0,0
99,4,1,51.405118976474505,3,5,0,0
99,5,1,50.01946035402808,3,5,0,0
99,6,1,52.10411090399807,3,5,0,0
99,7,1,50.64297360349028,3,5,0,0
99,8,1,51.2732651928333,3,5,0,0
99,9,1,51.62690875786232,3,5,0,0
100,0,0,49.3894236587842,2,10,0,1
100,1,0,49.4716892308751,2,10,0,1
100,2,0,48.17849847945956,2,10,0,1
100,3,0,49.86696565487809,2,10,0,1
100,4,0,50.41231332671605,2,10,0,1
100,5,0,47.757962625186565,2,10,0,1
100,6,0,47.83196394233571,2,10,0,1
100,7,0,47.66358120759618,2,10,0,1
100,8,0,50.7221113098198,2,10,0,1
100,9,0,51.1808336914608,2,10,0,1
