household_id,post_policy_period,microloan_policy,business_growth_rate,income_level,job_experience_years,rural_residence,previous_loan_status
632,0,1,47.8840541133608,3,7,1,0
633,0,1,46.51977967752692,2,4,0,1
634,0,1,51.21369949932273,4,6,0,0
635,0,1,46.35451306574077,1,7,1,0
636,0,0,49.8059717115517,3,8,1,0
637,0,1,48.21020370885494,4,6,0,1
638,0,0,48.728510767263856,1,6,0,0
639,0,1,47.48050761909233,3,7,1,0
640,0,1,46.19251586080146,3,6,0,0
641,0,1,48.2787881053274,3,7,0,1
642,0,1,46.87714695125592,2,9,1,0
643,0,1,47.95291463946658,1,7,1,1
644,0,0,50.15811830685466,3,9,0,1
645,0,1,48.54673581062831,4,6,1,0
646,0,0,48.94511316674746,3,3,1,0
647,0,1,46.00956190253787,2,7,0,0
648,0,1,47.52641296960138,2,7,0,0
649,0,1,47.68187960719475,4,6,1,0
650,0,1,48.96896296849526,1,7,0,0
651,0,1,46.42601012861943,3,7,0,1
652,0,1,46.11929966237172,2,6,0,0
653,0,0,49.64055524647855,1,7,0,0
654,0,1,47.45225650418242,4,10,0,1
655,0,1,46.947993941792205,2,8,1,0
656,0,0,49.03039146064542,3,5,0,1
657,0,1,46.44878016929131,2,11,1,0
658,0,1,46.61882656990864,1,5,1,0
659,0,0,48.74882684252286,3,4,1,0
660,0,1,47.4518070407151,3,6,1,0
661,0,0,47.15693090883818,2,4,1,1
662,0,1,45.54723255284448,2,8,0,0
663,0,1,48.05494253529245,2,7,0,1
664,0,1,47.93959742391569,3,6,1,0
665,0,1,48.74191582203971,3,7,1,0
666,0,1,46.9659294638762,2,5,0,0
667,0,0,49.05702995319107,2,5,1,1
668,0,0,47.604120510219175,1,6,1,1
669,0,0,48.16310642398644,2,7,1,0
670,0,0,47.80664131912117,4,7,0,1
671,0,0,48.32200936431518,2,8,0,1
672,0,0,48.0831122185509,2,8,0,0
673,0,1,47.59504118262712,2,10,1,0
674,0,1,46.24611875688313,2,6,0,1
675,0,1,47.84705476449012,2,6,0,1
676,0,0,47.2331280754208,2,5,0,0
677,0,1,47.358945028516594,3,6,0,0
678,0,1,47.636799038938,2,7,1,1
679,0,0,49.37553356220738,3,9,1,0
680,0,1,49.16095513768974,5,6,0,1
681,0,1,48.83795564552987,5,5,0,1
682,0,1,48.61437633833616,3,6,1,0
683,0,0,49.22695782391608,2,7,1,1
684,0,1,49.002318488606846,3,3,1,0
685,0,0,48.84663414467287,2,7,0,1
686,0,1,47.65925235670891,3,5,1,1
687,0,1,47.73309025518207,4,7,0,1
688,0,1,47.963804343169805,1,7,0,1
689,0,1,48.15646577736737,3,7,0,1
690,0,1,47.91469404637328,4,9,0,0
691,0,0,46.50102589819661,3,9,1,0
692,0,0,49.27869483418074,4,8,0,1
693,0,1,48.95229199628132,4,8,0,0
694,0,1,47.37257276634436,4,5,0,0
695,0,0,48.41722889698054,2,7,0,0
696,0,1,48.09018246982888,3,8,0,0
697,0,0,48.71541412112612,4,6,1,0
698,0,1,49.02540347551925,3,6,0,0
699,0,1,47.52725962095696,2,5,0,0
700,0,1,48.996960678891696,2,6,0,1
701,0,1,49.25872583294005,3,4,1,1
702,0,0,48.51962667228782,4,6,0,1
703,0,0,48.35641503850425,3,7,1,0
704,0,0,49.816393220319625,2,6,1,1
705,0,1,48.8974712675667,3,5,0,1
706,0,1,47.43242462598616,1,6,0,1
707,0,1,47.46260944778026,3,3,1,0
708,0,0,47.91046983482853,2,8,1,1
709,0,1,49.32376225165699,2,8,0,0
710,0,1,47.66108652900779,3,4,1,0
711,0,1,47.431452135669815,2,7,1,0
712,0,0,48.57049102320897,2,4,1,0
713,0,1,47.75242384683816,2,5,0,1
714,0,0,49.56819333385828,2,9,0,0
715,0,1,47.83787585150286,3,8,0,1
716,0,0,47.890489207055,2,9,0,1
717,0,0,47.45501637242175,1,9,0,1
718,0,1,49.06853758638085,2,6,0,0
719,0,1,47.23536801828287,4,4,1,0
720,0,0,48.8263198713935,3,5,1,1
721,0,0,49.158624586651,3,6,0,0
722,0,0,47.704639658769096,1,8,1,0
723,0,1,48.38960764044102,3,7,0,0
724,0,0,47.77800254219254,3,7,1,0
725,0,1,48.25690246067268,3,7,0,0
726,0,0,49.1687572892958,2,6,0,0
727,0,1,46.37407832546283,3,9,0,1
728,0,0,46.44803732766322,3,6,0,0
729,0,1,48.079938322110735,3,8,1,0
730,0,0,49.9410958752902,3,7,0,0
731,0,1,48.16553235699793,2,7,0,0
732,0,0,49.296936605610384,3,8,1,0
733,0,1,47.72763143161301,2,5,0,0
734,0,1,47.372123708288896,3,8,1,1
735,0,1,48.621914403580654,2,6,1,0
736,0,1,48.766900728856434,2,4,1,1
737,0,1,46.92902368893407,5,8,0,0
738,0,1,46.98227275996235,1,7,0,1
739,0,1,47.22293455421519,2,6,0,0
740,0,1,49.25893788597426,4,6,1,1
741,0,0,48.79417474540414,0,5,0,1
742,0,1,47.007975773775016,1,6,0,0
743,0,1,48.27221872940472,0,6,1,0
744,0,0,51.12325351419889,1,6,0,0
745,0,1,47.17646712077953,3,8,1,0
746,0,1,48.67054973005585,2,6,1,0
747,0,1,47.2422771430622,4,7,0,0
748,0,0,47.66335100939197,2,8,1,1
749,0,0,48.37246446177187,2,5,0,0
750,0,0,47.26603031294484,2,9,0,0
751,0,0,50.08907376711057,1,6,0,0
752,0,1,49.13438840087493,1,4,0,0
753,0,1,48.56533814172827,1,5,1,1
754,0,0,47.19243721731146,4,7,1,0
755,0,1,48.03680971268356,3,7,1,0
756,0,1,45.6101315517782,3,6,1,1
757,0,0,50.74816358038486,2,7,0,1
758,0,1,48.24354954643883,1,10,0,1
759,0,1,48.09993892789298,1,5,1,0
760,0,1,47.76873908992038,3,8,0,1
761,0,0,48.65559711109522,1,5,1,1
762,0,1,48.16976441758016,3,7,0,1
763,0,0,49.81809323775381,3,6,0,0
764,0,0,48.33432216359408,2,6,1,1
765,0,0,47.26640835291177,2,3,1,0
766,0,1,48.0480109945342,3,5,0,0
767,0,1,48.73961720004425,3,6,0,1
768,0,1,45.79051973837159,3,9,0,1
769,0,1,47.29614690232545,3,7,1,1
770,0,1,46.16187489206831,3,9,1,1
771,0,1,47.82661647890068,1,4,1,0
772,0,1,49.93503800519079,0,8,0,1
773,0,0,47.14702494385856,3,2,0,0
774,0,1,48.15399354068864,4,6,0,0
775,0,0,49.60571792799866,3,6,0,1
776,0,1,49.483504965726176,3,6,0,0
777,0,1,49.30785904448632,3,7,0,1
778,0,0,49.50427515662882,0,6,1,1
779,0,1,48.29234372403924,5,9,1,1
780,0,0,48.49390896869889,4,6,1,1
781,0,1,48.68727221745514,4,8,1,0
782,0,1,48.33487199820848,3,6,0,0
783,0,0,50.33784852856796,3,5,0,1
784,0,0,50.21888861269131,2,5,0,0
785,0,0,49.74898514570776,3,8,0,1
786,0,1,47.93902078953424,2,8,0,0
787,0,1,48.11001646137803,3,8,0,0
788,0,0,47.53457097769703,2,9,1,0
789,0,1,48.87203660988901,0,5,0,0
790,0,1,47.6738457218043,2,6,0,1
791,0,0,50.63476466481236,3,4,0,0
792,0,1,46.24570179741508,1,6,0,1
793,0,0,46.93417545328939,3,4,0,1
794,0,0,48.398592767053046,3,5,0,0
795,0,0,47.84704625808958,2,8,0,0
796,0,1,46.74605385522625,4,8,0,1
797,0,1,46.25118937757222,1,7,1,0
798,0,0,50.70904575179612,2,6,0,1
799,0,1,48.60843010593362,1,5,0,0
800,0,1,46.60194935002896,2,9,0,0
801,0,1,48.07645415870434,2,6,0,0
802,0,0,47.47826146218499,2,9,1,0
803,0,0,46.5223372854719,1,6,1,1
804,0,1,47.61690241438168,1,8,0,0
805,0,1,46.381282428421926,2,5,0,1
806,0,1,48.5837594058813,2,9,0,0
807,0,0,48.462448023900045,3,7,0,0
808,0,1,47.18094821932197,3,7,0,0
809,0,1,48.70966744551425,1,4,0,0
810,0,1,47.72228883513274,3,5,0,0
811,0,1,47.853085791426025,3,8,1,0
812,0,1,47.30646662524043,3,6,0,0
813,0,1,48.9166776285018,3,5,0,0
814,0,1,47.21145199105956,2,6,0,1
815,0,1,48.23899499605405,1,4,0,1
816,0,1,48.42634262711924,3,0,0,0
817,0,0,48.44814297616206,2,6,1,1
818,0,1,47.57935762894704,4,4,1,1
819,0,0,47.99428074227373,2,7,0,0
820,0,0,50.25486097390187,3,8,0,0
821,0,1,47.58143220180142,3,4,0,0
822,0,0,47.78092176693358,2,8,0,1
823,0,0,48.94315502180391,3,8,0,0
824,0,0,46.92130611453043,3,8,0,0
825,0,1,48.55130536236324,3,4,1,1
826,0,1,48.78221315826803,4,7,0,1
827,0,1,47.58377625083664,3,6,1,0
828,0,0,48.85879330979167,2,9,1,1
829,0,0,48.42970164509934,3,7,1,1
830,0,0,49.35845448541083,3,6,1,0
831,0,1,46.6908509546492,1,5,1,0
832,0,0,49.99279471563423,2,8,1,0
833,0,0,47.627934008733575,2,6,0,1
834,0,1,48.50010754121142,1,8,1,0
835,0,0,47.77090846290256,2,7,0,0
836,0,0,46.88781665814447,0,4,1,1
837,0,1,48.7864495312766,3,3,0,0
838,0,0,47.406950118158285,2,6,1,0
839,0,0,47.72827225257538,2,7,0,1
840,0,1,48.75237912016205,2,6,0,1
841,0,1,47.55300329497749,3,6,1,0
842,0,0,48.82508137279088,4,6,1,1
843,0,1,47.557807446410685,3,3,1,1
844,0,0,48.1377099118012,2,5,0,1
845,0,1,47.31073816327295,3,7,0,0
846,0,0,46.862229936363335,3,8,1,1
847,0,1,47.23213091724332,2,9,0,0
848,0,1,47.00897607408764,2,9,1,0
849,0,1,47.45710745915222,2,7,1,1
850,0,1,46.76653141945737,2,8,1,1
851,0,1,49.72622127281873,3,6,0,1
852,0,1,46.565961481107934,2,6,1,1
853,0,1,47.44724233951804,3,6,0,0
854,0,0,47.52604885440928,1,9,0,0
855,0,0,49.79790361472638,3,6,1,1
856,0,0,49.64807853597491,2,7,0,1
857,0,0,50.06222384534448,1,4,0,1
858,0,0,47.427753236523486,3,3,0,1
859,0,1,47.59533772086035,2,6,0,0
860,0,1,46.00869030845595,3,6,1,0
861,0,0,48.38869207089305,3,7,0,1
862,0,1,48.7292076454415,2,6,0,0
863,0,1,47.78448638671227,3,8,1,0
864,0,0,48.24060690749084,2,5,0,0
865,0,0,50.38897065191075,1,6,1,1
866,0,1,47.8567879679187,1,5,1,1
867,0,1,47.976558193878525,2,8,0,0
868,0,0,49.03280590509071,3,5,1,1
869,0,0,48.85855415747421,4,6,0,1
870,0,0,48.61968771590197,5,5,0,0
871,0,1,46.90459452054988,4,5,0,0
872,0,1,49.10455301156421,2,3,0,0
873,0,1,49.29462411259525,5,7,1,1
874,0,1,47.197913004374456,2,3,1,0
875,0,1,48.53196538101627,1,9,0,1
876,0,1,48.58859242116313,3,6,0,1
877,0,1,47.352624170044926,4,6,0,1
878,0,0,48.063196366727226,1,5,0,0
879,0,0,48.10056888159621,3,4,0,0
880,0,0,46.82510713819328,4,7,1,1
881,0,0,48.92297534365925,1,7,0,0
882,0,1,47.3861819345969,1,7,1,1
883,0,0,48.52615132499755,4,8,0,1
884,0,0,49.77029798517644,1,7,0,0
885,0,1,47.95476912345853,0,8,0,0
886,0,1,47.71712041718233,3,7,0,1
887,0,1,47.40772573057645,2,7,0,1
888,0,1,47.46056852667661,2,6,0,0
889,0,1,48.2791183609417,2,6,1,0
890,0,1,49.06296059280712,2,8,1,1
891,0,0,49.55121402023766,2,6,0,1
892,0,0,48.87981713978804,1,10,0,0
893,0,0,48.17365785661431,3,5,1,1
894,0,1,48.56838543004529,3,7,0,0
895,0,0,47.95181377988833,2,8,0,0
896,0,0,48.441176927876825,4,7,1,1
897,0,1,48.01402419183023,4,6,1,1
898,0,1,47.40498649949632,2,7,1,0
899,0,1,47.45140197772279,1,5,1,0
900,0,1,47.59873706222558,3,7,0,1
901,0,1,47.70393587469042,3,5,0,0
902,0,1,48.01127617047014,2,4,0,1
903,0,0,48.1646216743477,1,7,1,1
904,0,0,48.1224049657161,3,7,0,0
905,0,1,49.34738778342933,3,6,0,0
906,0,0,49.78057874264105,4,10,1,0
907,0,1,48.37650076879699,3,8,1,0
908,0,1,48.31251890770204,1,5,0,1
909,0,0,46.46470252869271,5,6,0,0
910,0,1,47.61969704129319,2,3,1,0
911,0,0,48.98123992528015,2,8,1,0
912,0,0,49.89568072336651,1,7,0,0
913,0,1,46.66133189813466,2,8,0,0
914,0,1,46.18228091318431,1,8,1,1
915,0,0,49.30607372202505,3,5,1,0
916,0,0,49.167518669276326,4,6,0,0
917,0,0,48.79093152886653,4,6,0,1
918,0,1,46.94622929114173,1,8,0,0
919,0,1,48.110923526307786,2,5,0,0
920,0,1,47.37091447628402,1,6,0,0
921,0,1,48.53232210797707,2,12,1,1
922,0,0,48.534110736508985,3,5,0,1
923,0,1,48.34359073061266,1,8,0,1
924,0,1,48.59003649487547,2,6,0,1
925,0,0,47.58522809473401,2,8,0,1
926,0,0,48.02261161918691,3,4,0,0
927,0,0,50.36261228927008,4,7,1,1
928,0,1,47.39678274965924,5,9,0,0
929,0,0,47.12102279628073,3,8,1,1
930,0,1,48.14657400641729,3,9,0,0
931,0,1,46.97089279960751,2,5,1,1
932,0,0,49.12217316173854,3,5,0,1
933,0,1,48.02270771887912,2,8,1,0
934,0,1,47.09366524014516,2,3,0,1
935,0,0,48.51703244621621,3,5,0,0
936,0,0,46.031273400139554,3,8,1,0
937,0,0,48.476437188234094,1,6,0,0
938,0,0,47.71199295509391,3,7,0,1
939,0,0,46.607850613907104,3,7,1,1
940,0,1,46.56326828367568,3,10,1,0
941,0,0,48.99558429961737,2,11,0,1
942,0,1,46.31699192405539,3,6,0,0
943,0,0,49.02429567805402,2,9,0,1
944,0,0,48.588706689058704,2,7,0,1
945,0,1,47.23452331525606,4,5,0,0
946,0,1,47.99151059276285,3,8,1,1
947,0,1,47.11457809839033,2,7,1,1
948,0,1,46.96344424976483,4,6,0,1
949,0,1,48.31404767981344,3,6,1,0
950,0,1,48.91353772822874,2,9,0,1
951,0,0,48.49447157272672,5,6,0,0
952,0,0,49.28442223566595,4,6,0,0
953,0,1,46.69709279918576,1,6,1,0
954,0,1,48.3009566195454,4,9,1,0
955,0,1,49.36827775027793,3,5,0,0
956,0,0,49.92826294110018,3,2,0,1
957,0,1,48.063999586913056,4,8,0,1
958,0,0,49.92732783163831,3,5,0,1
959,0,1,47.14468436616854,3,7,0,1
960,0,1,47.20876513633636,2,5,0,1
961,0,1,47.83935438369427,1,5,0,0
962,0,0,49.12642896491004,3,7,1,0
963,0,1,47.88014022552824,2,9,0,1
964,0,1,47.8178609610197,1,10,1,1
965,0,0,48.71242212498315,1,8,0,1
966,0,0,48.179291156003366,3,6,0,1
967,0,0,48.467218616093135,2,8,1,1
968,0,0,49.62153014162538,2,6,1,1
969,0,0,47.965145827171725,2,7,0,0
970,0,1,47.38444666851689,2,7,0,0
971,0,0,48.668342107346575,4,8,1,1
972,0,1,47.90867426145344,2,8,0,1
973,0,0,48.57138513362754,3,6,1,1
974,0,1,46.14185567145047,3,9,1,0
975,0,1,47.85231528890732,3,9,1,1
976,0,1,47.7730781729443,3,6,0,1
977,0,1,49.20066846131755,3,8,0,1
978,0,0,48.72873572396365,2,5,0,1
979,0,0,48.22568744713051,2,8,0,0
980,0,0,49.24580311698416,5,7,0,0
981,0,1,48.733205945591415,2,6,0,0
982,0,1,46.432532788218126,2,6,0,1
983,0,1,48.03294138720624,2,6,1,0
984,0,0,47.0743595465211,1,6,0,0
985,0,0,49.34927512026928,4,6,0,0
986,0,0,46.72844275359594,4,6,1,0
987,0,0,49.50615245808704,2,8,1,1
988,0,1,47.94734957666709,2,5,0,0
989,0,1,49.22156602008921,2,7,0,0
990,0,0,48.3804790288038,2,6,1,0
991,0,0,52.42371128010054,3,5,0,0
992,0,1,49.45910629308965,3,7,0,1
993,0,1,45.8263059006119,3,5,0,1
994,0,1,48.47134655233019,2,8,1,1
995,0,0,49.71381187608033,2,6,1,1
996,0,1,48.45823544139458,3,6,0,1
997,0,1,48.876797700576624,4,7,0,0
998,0,1,48.60512846576247,4,6,0,0
999,0,0,49.28142448251483,3,6,1,0
0,1,0,47.72221245971356,4,7,1,0
1,1,0,48.64344470560252,2,10,0,1
2,1,1,57.30506606772395,4,6,0,1
3,1,1,55.2717591235529,2,5,0,1
4,1,1,55.85404671243065,3,10,0,0
5,1,1,55.35379875813821,2,7,0,1
6,1,0,48.30707881771182,2,5,0,0
7,1,0,47.12043703709276,2,8,0,1
8,1,1,55.42481687398405,3,11,0,0
9,1,1,57.62283664976497,3,7,0,0
10,1,1,56.654796263495214,2,6,0,0
11,1,1,57.06899329321864,1,7,1,0
12,1,1,57.45780477975944,2,8,0,0
13,1,0,48.98740154863627,2,5,0,0
14,1,0,48.41957955031093,1,4,0,1
15,1,0,48.37512787517695,2,8,1,0
16,1,1,54.839408001813815,3,4,1,0
17,1,0,47.39179697060914,3,8,1,1
18,1,0,48.38371510064778,4,9,0,0
19,1,1,56.8496317214036,3,4,0,1
20,1,1,57.14255618706108,3,7,0,1
21,1,0,46.28914081517701,4,10,1,1
22,1,1,55.8212739580707,2,7,1,0
23,1,1,55.56690353642792,3,5,0,0
24,1,1,56.76408603340681,3,7,0,0
25,1,1,57.34676936548526,2,4,1,0
26,1,1,56.03116161955506,3,9,0,0
27,1,1,57.77991502921412,2,7,1,1
28,1,0,48.20872483307709,1,7,0,1
29,1,0,48.1440960698326,2,4,1,1
30,1,1,56.100574819904985,4,6,1,0
31,1,0,49.080310543021696,2,7,0,1
32,1,0,48.85179218551933,2,5,1,1
33,1,1,55.81821276500568,2,5,0,0
34,1,1,54.95353579303521,2,3,0,0
35,1,1,56.22376563753747,2,6,1,1
36,1,0,48.98670105918046,2,7,1,1
37,1,1,57.26489853088813,3,3,0,0
38,1,0,47.75821156742213,4,9,1,0
39,1,0,48.32339682862689,4,7,1,0
40,1,0,46.9115872755524,2,7,1,0
41,1,1,55.87805084222193,2,6,1,1
42,1,1,56.3029959081524,3,9,0,0
43,1,1,54.927716519379054,2,6,1,1
44,1,1,56.42230690568277,3,4,0,1
45,1,0,47.48641878976149,3,6,0,1
46,1,0,47.79233818320662,3,3,1,0
47,1,0,47.232163606107775,0,4,0,1
48,1,0,48.17945847168888,2,7,0,1
49,1,1,56.13554383027307,2,6,1,0
50,1,0,49.2098503331026,1,5,0,0
51,1,0,48.254751260689694,4,6,1,0
52,1,0,46.91320682569598,3,6,1,0
53,1,0,48.02599924833005,1,5,0,0
54,1,1,53.95642703300471,3,7,0,0
55,1,1,55.327902723400165,3,8,0,0
56,1,0,46.90440417173195,2,5,0,0
57,1,1,57.12406141247325,2,7,1,0
58,1,1,57.33656856451866,3,2,1,1
59,1,1,54.91351561341983,3,9,1,1
60,1,1,56.63810297969353,2,8,1,1
61,1,1,55.77159160877588,1,5,0,0
62,1,1,56.06626459101327,2,11,0,1
63,1,0,49.26708501919388,3,8,0,0
64,1,1,55.00633388289659,2,8,0,0
65,1,0,48.5171052004191,3,9,0,0
66,1,0,46.48521783638236,3,9,1,0
67,1,1,55.27316055845719,2,5,0,0
68,1,1,55.7100038316565,2,5,1,0
69,1,1,56.89588975610854,2,5,0,0
70,1,0,48.66063183998658,3,7,0,0
71,1,0,47.12636974698424,3,8,0,1
72,1,1,56.35336593354264,2,5,1,0
73,1,1,57.34005691968681,2,8,0,1
74,1,1,58.96889493503743,3,7,0,1
75,1,1,54.987708451883655,3,6,1,0
76,1,1,55.47290473228186,2,7,0,1
77,1,1,56.28753436940027,3,7,1,1
78,1,1,56.07230830053081,3,7,1,1
79,1,0,48.83502815389407,0,6,0,0
80,1,1,55.6037355040822,3,7,1,0
81,1,1,55.536907161251406,4,9,1,0
82,1,1,56.99700926760391,4,8,0,0
83,1,1,55.70142219392926,3,7,1,1
84,1,0,47.55574470477455,5,7,0,1
85,1,1,55.75198806742648,3,6,0,0
86,1,1,54.2067837855125,1,9,0,1
87,1,1,55.11955845744989,2,6,0,0
88,1,1,55.72833519250487,3,1,1,0
89,1,1,57.62813479078666,2,7,0,0
90,1,1,56.45971581834386,1,5,0,1
91,1,1,57.15555254242531,2,4,1,0
92,1,1,56.862655979019664,4,5,0,0
93,1,0,47.98548452421863,0,7,1,1
94,1,1,57.46373134773153,2,8,1,1
95,1,0,46.85650343843655,1,7,0,0
96,1,0,46.81471066940985,3,6,1,0
97,1,1,56.21318058895226,2,6,0,0
98,1,0,48.70072123306257,3,7,1,0
99,1,1,57.161422343678765,2,8,0,0
100,1,0,48.74864611885076,3,7,0,1
101,1,1,53.36522440963728,2,5,1,1
102,1,0,48.34246825297503,1,5,0,0
103,1,0,48.67666581020727,3,4,1,0
104,1,0,49.63001686671639,3,6,1,0
105,1,0,46.64445735877344,1,6,1,0
106,1,0,49.52266661217024,3,6,0,1
107,1,1,57.50147468704436,3,10,1,0
108,1,1,54.91056546589184,2,9,0,1
109,1,1,54.65883300047074,0,8,1,0
110,1,1,57.87263229442608,2,8,1,0
111,1,1,58.475269592978606,1,8,0,1
112,1,1,56.493831364547376,2,4,1,0
113,1,0,49.25348057138809,3,9,0,1
114,1,1,55.87870616968159,2,2,1,1
115,1,0,48.5529683700568,2,5,0,0
116,1,1,53.57346691704272,1,10,0,0
117,1,1,56.912694173169626,2,6,0,0
118,1,1,57.03609732763504,4,7,1,1
119,1,1,54.94913233330576,3,10,0,0
120,1,1,55.76821112634886,3,8,0,1
121,1,0,49.62285561561052,3,6,1,0
122,1,1,56.44328800324204,3,6,0,0
123,1,1,58.103202941571794,4,7,0,0
124,1,1,56.59119532462205,2,9,1,0
125,1,1,56.63066885654095,1,4,0,0
126,1,1,54.75161677483569,2,8,1,1
127,1,1,54.14016829696566,4,8,1,0
128,1,1,55.116257270357394,1,6,1,1
129,1,0,46.60410431160753,4,8,0,0
130,1,1,56.23950027135091,4,6,0,1
131,1,1,54.9702497464092,1,5,0,0
132,1,1,55.99356873731949,4,8,0,0
133,1,1,56.133206899894354,3,7,1,0
134,1,0,49.395137948998816,1,6,1,0
135,1,0,48.0852114440794,2,7,0,1
136,1,0,46.469189564696855,2,7,0,1
137,1,0,48.60029231364264,2,6,1,1
138,1,0,47.79577584789023,4,7,0,1
139,1,0,48.33481192770896,4,6,1,0
140,1,1,57.3425376313734,2,9,0,1
141,1,1,55.82015472851059,3,10,0,0
142,1,1,56.81624452758216,2,7,1,0
143,1,0,50.11975347040647,3,6,0,0
144,1,0,48.12242335617128,2,7,1,0
145,1,1,53.33553496747946,2,7,0,1
146,1,0,47.61894530187567,1,8,0,1
147,1,1,56.3635472927592,4,9,0,0
148,1,1,54.00933244737197,3,6,0,0
149,1,1,56.79321406073817,1,6,1,0
150,1,1,57.78010860967506,4,4,1,0
151,1,1,57.02969671289284,4,6,1,0
152,1,1,55.71519896026756,2,3,0,0
153,1,1,55.93249715038636,3,9,0,0
154,1,1,57.40220629275669,2,8,0,0
155,1,1,56.86520861437966,2,8,0,1
156,1,1,57.2109418511677,4,4,1,1
157,1,1,56.10713091153289,3,5,0,1
158,1,0,49.81443255456233,3,7,0,0
159,1,0,49.888640111187584,3,5,0,1
160,1,0,48.14610709922229,3,6,0,0
161,1,1,58.08238919520839,5,4,1,0
162,1,1,56.274754647040126,3,6,0,0
163,1,1,55.47773488012186,1,3,0,0
164,1,1,55.22135830960185,0,7,1,0
165,1,1,57.43547304739176,3,9,1,0
166,1,0,48.32665345277949,2,8,1,0
167,1,1,56.25611862193439,3,6,1,1
168,1,1,55.44382106642611,2,7,1,1
169,1,0,48.85236056961141,3,9,0,0
170,1,0,48.502989493946,2,6,0,1
171,1,1,55.06371425421693,0,7,1,0
172,1,1,55.87754004383589,3,6,0,1
173,1,1,56.76032977119441,3,2,0,0
174,1,1,56.7689931771673,4,7,1,0
175,1,1,56.51323791489544,1,6,0,0
176,1,0,48.62270853386661,3,6,0,1
177,1,0,48.66570469815146,3,7,0,1
178,1,0,48.10168869454797,2,7,0,0
179,1,0,48.94001990588636,1,4,0,1
180,1,1,56.45614530902693,4,7,0,0
181,1,0,48.02974578027907,3,6,0,1
182,1,1,57.17846874160677,2,7,1,1
183,1,1,56.26439719289692,2,6,1,1
184,1,0,48.07600930686244,0,5,1,0
185,1,1,56.731549758203016,4,7,1,1
186,1,1,55.340321956493455,2,8,1,1
187,1,0,49.38934641535037,2,5,1,1
188,1,1,57.72292754771091,2,7,0,0
189,1,1,56.07042015335925,2,7,0,1
190,1,1,56.40692075595376,1,8,1,1
191,1,1,57.41050633406686,2,6,0,1
192,1,1,54.572121943824826,3,3,0,0
193,1,1,58.0974394799584,2,5,0,1
194,1,1,56.54870814531122,3,7,0,0
195,1,0,47.5237429051176,2,8,1,1
196,1,1,55.429011865682696,3,9,0,1
197,1,1,57.28557820770814,4,6,0,1
198,1,0,47.67517039701239,3,7,1,0
199,1,1,54.4287824861205,3,7,0,0
200,1,1,57.59153505461972,2,9,0,1
201,1,1,54.54671765303823,2,8,1,1
202,1,1,55.44941888370914,2,8,1,0
203,1,1,55.86361981217844,2,5,0,1
204,1,1,53.54951642769949,1,7,1,0
205,1,0,49.05517814281965,2,5,0,0
206,1,1,56.02048150148287,4,7,1,1
207,1,1,55.15185834495056,4,8,1,0
208,1,0,49.68360926912828,3,7,0,0
209,1,0,46.47284122367995,3,8,0,1
210,1,1,56.033128633525365,3,7,1,1
211,1,0,48.97430195040383,3,8,1,0
212,1,1,54.3939619713948,3,7,0,1
213,1,0,46.94410142803289,2,4,0,0
214,1,1,56.10671388837792,3,5,0,0
215,1,0,46.99388848827411,2,9,0,0
216,1,1,56.63419668965293,3,5,1,1
217,1,0,47.13369094388744,4,7,0,0
218,1,0,50.73801625627477,3,6,0,1
219,1,0,49.485238868191296,3,7,0,1
220,1,1,55.45496126187436,2,9,1,0
221,1,1,54.38093170259174,3,8,0,0
222,1,1,55.30502684781359,2,4,1,0
223,1,0,49.68040517387184,3,6,0,1
224,1,1,57.53057466654632,2,8,0,0
225,1,1,56.88600783603575,1,6,1,0
226,1,1,55.48469253899638,2,5,1,0
227,1,1,55.5821734312658,2,5,0,0
228,1,1,57.488211350603365,2,6,1,0
229,1,0,48.007027268827,3,5,0,0
230,1,1,57.36330318175088,2,6,1,0
231,1,0,50.10437766858357,2,6,0,0
232,1,0,46.98127528609667,3,7,1,0
233,1,1,55.33316835261488,3,8,0,1
234,1,0,47.509613828411446,4,9,0,0
235,1,0,48.15026643144457,2,3,1,1
236,1,1,56.411604221652745,3,9,1,0
237,1,1,55.798040209914845,3,7,1,0
238,1,1,58.26275093919983,2,5,0,0
239,1,1,54.29035312978969,0,9,0,0
240,1,1,57.56943505769031,3,6,0,0
241,1,1,56.50771882761013,1,7,0,0
242,1,0,48.12622133320123,5,5,0,0
243,1,1,55.784365567547,3,5,1,0
244,1,0,47.347039496373554,2,4,0,0
245,1,1,56.659070332513046,2,7,0,0
246,1,0,46.93818033172326,2,6,1,0
247,1,1,56.49756567107772,2,6,1,0
248,1,1,55.93229781542232,2,8,0,0
249,1,1,57.47330745905897,2,3,1,0
250,1,1,57.08839523059493,2,10,0,0
251,1,1,55.50264093781261,4,7,1,0
252,1,0,49.719125635692016,2,5,0,1
253,1,1,55.42296827535983,4,6,0,1
254,1,1,57.06848071101231,0,8,1,0
255,1,1,53.86189997268741,2,6,0,0
256,1,0,48.70284027737166,1,8,1,0
257,1,1,57.133732484223145,2,5,0,1
258,1,0,46.65400407214285,1,6,0,0
259,1,1,56.40880863870048,3,7,0,0
260,1,1,55.701790655820936,2,9,1,0
261,1,1,56.83335886943247,3,7,1,1
262,1,1,53.49709713486799,3,5,1,1
263,1,1,56.55112491470248,3,4,1,0
264,1,0,47.44040970850396,1,6,0,0
265,1,1,55.50962299409165,3,7,0,1
