age,years_in_current_job,gender,rural_residence,skills_training_participation,new_skills_acquired,annual_income
18,32,1,1,1,41.28511906295126,192.937323981264
31,10,1,1,1,29.755213764084942,157.2900380915926
27,23,1,0,1,37.343170133388696,182.79484282385536
35,11,0,0,1,28.674831760318128,157.10392240953414
12,13,0,0,1,20.76593720416986,120.83849088489964
17,27,0,1,1,35.59021180146716,173.30867422005346
25,21,1,1,1,34.76061125131745,173.6366269916914
22,23,0,0,1,35.331854377338644,172.60864058117235
28,17,1,1,1,33.274145000526495,167.93209564942026
32,19,1,0,1,35.9852527184606,178.94412625771068
21,21,1,1,1,33.82668347168958,171.25916676376622
28,13,0,0,1,28.74444303639813,152.73811925235646
38,21,1,1,1,41.080148397942914,200.831352044644
27,13,1,0,1,27.81841261828223,151.57438542844886
35,11,0,1,1,33.22122493757319,165.43705018702707
34,22,0,0,1,39.842526537833976,192.80618678011737
26,18,1,1,1,34.62970662332639,169.87909488227638
15,16,0,0,1,24.516364696834707,137.61076617657378
20,12,0,0,1,23.77302429423193,135.22440804886256
30,17,1,1,1,34.27057589944592,173.7190827007156
38,15,1,1,1,36.664759192333854,183.7782374250177
27,21,1,0,1,36.22623928644225,176.56530148007218
29,18,0,1,1,33.941959831341165,173.14698415294555
28,20,0,1,1,34.76261466389576,175.52135101546398
25,21,1,1,1,37.26747025037792,179.5294819640768
24,8,1,0,1,25.419680196541023,138.13656115244007
19,23,1,1,1,33.363622758083245,166.51815666685116
40,22,1,0,1,44.28436982967612,209.3796432569777
25,17,0,0,1,29.840074553095768,155.53834070814523
46,14,0,0,1,40.58466835785264,195.0828636454788
20,24,0,0,1,32.62862037054365,167.92446721339033
28,15,0,1,1,33.98831461766633,168.26733830790718
36,26,1,1,1,45.72039989982141,214.51077858975464
29,20,0,1,1,35.62053379396638,174.8159304703175
20,19,0,0,1,29.55162115990683,151.94567329243554
43,22,0,1,1,46.1754759813341,214.3518333461009
19,22,1,1,1,34.554821348694155,170.16694929234404
19,21,0,1,1,32.37781131716409,162.9730291293777
36,1,1,0,1,21.881138623802624,135.2478273446886
22,21,1,1,1,32.622925905657254,167.51902579918098
37,29,1,0,1,46.479693633439645,221.80208718465283
32,23,0,1,1,39.63207836830156,194.1104791141288
22,22,1,1,1,37.00835383575908,175.17486338821385
37,16,0,0,1,35.66973712238928,181.12957637819304
32,12,0,0,1,29.130678339562664,153.5805484459614
24,23,0,0,1,34.57428933920942,173.5721515276864
25,17,1,1,1,31.81244590035201,161.65706075292988
25,22,0,1,1,36.005841001915414,176.28520290555835
40,27,1,1,1,48.38905884757369,222.45813532398924
39,10,0,1,1,32.134489613225924,168.50127952111967
38,18,0,0,1,37.46301590089888,184.78104124614308
29,19,0,1,1,35.12808647279505,174.7358809075767
22,29,0,0,1,41.24045846491915,191.9004006916948
30,36,1,0,1,52.91506134234446,231.91796068181932
26,17,0,0,1,30.59427701981812,160.0813534519996
35,21,0,0,1,40.82836886348169,194.2184843016318
18,19,0,1,1,29.0848736376806,150.43910513161865
35,20,0,1,1,40.38981753586645,191.1056318706905
37,30,1,0,1,48.76857450473827,224.03395203946823
25,21,0,1,1,34.846829246823326,172.64598303232867
28,28,0,0,1,41.3656165971768,198.59924181503885
41,20,0,1,1,44.256452749069446,205.20493961822308
16,17,0,1,1,27.555220342070253,142.24865720684463
25,20,0,0,1,34.880067693371444,171.973039279932
28,14,1,1,1,30.48826226185792,159.21686412139425
38,17,0,0,1,37.19677935014922,183.98563938543717
37,28,1,0,1,46.259470423366814,217.29122192854155
22,21,1,0,1,32.08363489487014,162.1813913064329
43,11,0,0,1,36.04580634287363,179.33207739555007
31,16,1,0,1,32.623372852929656,170.95458867605086
34,24,1,0,1,41.82225978045631,201.9054560089253
37,21,1,1,1,43.00469455494406,202.85246448691225
24,21,1,1,1,35.4943421242895,174.56237114238306
17,25,1,1,1,34.78269527888995,171.7946567504615
22,14,0,0,1,26.70485863047903,142.6963149401501
19,18,1,1,1,28.18051760097615,151.15725770206467
17,23,0,0,1,30.59891235609458,159.78068721618624
27,20,1,0,1,34.979652924116216,174.49588578846033
36,22,0,0,1,40.97788240831192,195.66301840575187
37,13,1,0,1,32.78402477521655,173.16066368001745
38,23,0,0,1,42.70646335889313,203.04148327680952
29,21,0,1,1,38.15108382271327,180.21296626873576
29,15,0,0,1,30.519823683034968,160.10434808756025
29,14,1,0,1,31.286766566112306,159.61219361028546
38,22,1,1,1,44.18421455069506,208.3277058658483
20,17,1,1,1,31.450872547923364,158.0554949136292
29,22,0,0,1,38.16784941464432,184.09490733186425
32,25,0,0,1,41.72101851955689,199.8924988243973
26,14,0,0,1,26.997969346387773,148.18640596941398
28,24,0,1,1,39.53201481172058,188.84361793363524
32,26,0,1,1,42.74826055001061,201.6813852949877
32,14,1,0,1,32.13667780137761,165.3510970107776
32,22,1,1,1,39.074397590204086,189.8666384335607
35,28,1,1,1,47.955570170593454,218.1509061363342
41,17,0,1,1,39.828645760863154,193.7836360457684
24,22,0,1,1,36.72346913281343,178.8892794681838
39,5,1,1,1,28.02877865893694,152.7151289500752
25,18,0,0,1,32.526079219601634,162.08526995178886
26,17,0,0,1,29.709164200548805,157.78095567862314
21,13,0,0,1,25.032609108372423,139.5408756463337
35,23,0,0,1,39.87812470266954,195.93144114468888
30,23,1,1,1,40.41519064551307,192.00728896054943
43,16,0,0,1,38.22911860493856,191.54170379827443
20,24,0,0,1,33.9462851873096,169.97571388278246
48,36,1,1,1,62.97854917675085,272.96851642043424
19,15,1,1,1,27.070738953908688,144.98547306995798
22,32,0,0,1,40.96541218341424,194.1647775001593
25,21,0,0,1,34.0594937500852,171.23337288711997
18,27,0,1,1,36.837489058692654,175.51170626658322
31,15,0,1,1,34.125401364385546,169.1376206076293
29,28,0,0,1,41.384338825048296,200.13840772926463
26,20,0,1,1,35.88743313484593,174.50617821266616
12,23,1,0,1,29.183985524000946,151.7543189351888
32,21,1,1,1,38.74066819061426,192.97223003545608
18,17,1,0,1,25.916672118798967,142.09967638936553
36,16,1,0,1,36.94541652348396,185.1460784963172
20,23,0,0,1,32.59618644514041,166.19173957909425
40,26,1,1,1,48.32644798184135,223.8559410001468
42,17,1,0,1,41.2353303086339,197.8993987030932
41,18,1,1,1,41.98232478050543,201.3146284837324
29,13,1,0,1,30.23694855707341,158.10627224406073
28,18,1,0,1,32.80090001571984,170.59492837079677
31,21,0,0,1,36.16567711470154,183.5213476861567
25,18,0,0,1,30.564707137121125,158.96107618084227
40,17,1,1,1,41.75015660016603,197.02917040751237
27,23,1,0,1,35.70329201659465,182.4416819642174
35,14,0,0,1,32.5474716864855,167.68076441778427
36,16,1,1,1,38.17873512272248,186.19276159913184
24,13,0,0,1,25.21740458762285,143.3381927169903
37,20,0,0,1,38.79260917827072,193.90809956403768
30,19,0,0,1,35.2834085350642,174.9009868049936
30,16,1,1,1,34.16961657841017,173.04598884127557
31,5,1,1,1,24.167421076209177,139.31963896555405
25,17,0,0,1,30.346482061709903,159.4498401836185
22,14,1,0,1,27.59671742750909,145.0571128649167
28,6,0,0,1,22.963182645809628,132.09841771229085
28,8,1,1,1,24.028837769171403,139.35764597280587
34,21,1,1,1,39.94976256200005,195.127408912676
37,23,0,0,1,41.67997934635259,201.50716826500275
30,23,0,0,1,35.974104243660946,182.4427946234825
16,21,1,0,1,28.215265064828017,152.29796687233292
35,30,0,0,1,48.36675988479212,220.82786431484848
22,25,0,0,1,33.97118150521561,169.6682094435631
15,18,1,0,1,27.97558250024366,146.53369645975442
23,27,1,0,1,38.502118218582574,187.157302199541
39,26,0,0,1,47.283142682403295,217.9791381794261
36,27,0,0,1,45.81663317704247,212.7151626180707
33,14,1,0,1,32.56681185873769,168.90649171486706
44,9,1,1,1,33.878629673355974,172.25241425236405
26,14,1,0,1,26.802140211301424,145.3825253274404
39,11,0,0,1,33.582106008279624,171.3424210902596
49,16,0,0,1,40.555286810343176,204.22533777662412
18,16,1,0,1,24.459246641024095,139.26792038936287
23,29,0,1,1,40.33807297564229,190.0874234560428
32,24,1,0,1,41.254331631581856,195.5126093518529
42,26,1,1,1,48.92654112335341,228.83618419640655
29,13,0,0,1,28.70059642117173,154.814136855146
26,27,0,1,1,41.39138153086469,194.18905901847876
38,21,0,0,1,39.54308119658496,194.6470649363264
41,20,0,0,1,40.39693466384281,198.0538445200483
30,20,1,0,1,36.22662638604006,180.4842701183756
33,11,0,1,1,30.08724153106021,158.09166929921196
35,30,0,1,1,49.04783919602926,221.933083671275
28,29,0,0,1,40.92608929932281,195.91371245039093
16,22,0,1,1,29.78202054160129,152.18409059690467
28,7,0,0,1,22.05816853688352,132.93253976072387
30,18,1,1,1,37.18967228746874,179.93301824378108
28,19,1,1,1,36.14796251833491,176.38260776043663
36,24,0,0,1,43.40029546359818,202.67675804675116
39,17,1,0,1,38.09190017959202,187.7302765156148
26,12,1,0,1,27.92764292193668,147.48583617994018
14,21,0,1,1,29.258686253358857,151.856985044337
31,31,0,1,1,46.07228661658434,212.17543256536447
29,22,0,0,1,38.06428839862436,182.5500628480016
30,26,0,0,1,42.89189359477105,200.15440481648272
37,19,0,0,1,37.9491485385756,187.673232083307
31,19,0,1,1,35.01531198680291,177.10669887462035
29,8,0,0,1,21.66488448852389,131.4857816975132
23,27,0,0,1,36.82157759447048,182.3566584125373
30,14,0,1,1,31.835408320729808,161.80773760253055
23,7,0,0,1,21.460097417300272,123.5087070159075
32,16,0,0,1,34.61609756837688,169.83006810343525
40,17,1,0,1,39.76575385742263,190.47111274019016
27,30,1,0,1,42.520175961370754,203.35399742389643
27,17,1,1,1,33.1905327022652,166.74478703822012
20,12,1,1,1,25.32451973140123,140.93431099442552
36,25,1,0,1,46.95586650661272,215.8074215747829
44,20,0,1,1,45.18458862299163,213.15268706529775
16,23,1,0,1,29.465432276592992,157.6907745664256
41,23,0,1,1,44.99977485519118,211.9984198015003
24,20,0,1,1,33.42012291930579,167.6225751781606
14,20,1,0,1,27.09434539788712,146.7562682191921
45,18,1,0,1,42.13386203059084,204.38604230865744
27,31,0,0,1,43.825538001516506,203.8333069036793
46,11,0,0,1,36.85604917928162,186.42542527263643
22,15,0,1,1,28.71592342914505,152.08404281622964
38,23,1,0,1,42.59046176526096,203.5175067284492
28,17,0,0,1,31.398181816605824,160.09232024426694
40,18,1,0,1,41.79372119918108,198.5818084434053
26,14,1,0,1,29.66023750207466,154.8745821742052
44,12,0,0,1,35.16399587451449,183.4974895954426
12,12,0,0,1,21.164086954722,117.40902476607435
18,20,0,0,1,29.590385377613757,153.1215913809617
35,13,0,1,1,32.356075599179626,166.8267274001527
17,20,0,0,1,29.32744127994931,148.5591505828026
31,20,1,1,1,36.22219865222274,183.3351870225384
35,13,0,0,1,31.73387772568393,167.01280591675135
37,32,0,0,1,51.51563017105827,228.67647512645857
21,23,1,1,1,34.731123718693034,171.57061963393883
37,27,0,1,1,46.2552920960368,215.1453460621888
24,21,0,0,1,33.29272494216787,169.05070136317846
34,14,0,1,1,33.22595406268173,169.6136171230518
19,24,1,0,1,33.11809111251856,168.48250356684585
33,20,0,0,1,39.89416111989033,188.26129283444524
36,23,0,1,1,43.0037533010732,204.48733270387373
25,12,1,0,1,26.504222777273533,145.22964506089303
40,28,0,1,1,49.6179802203919,225.2151783007874
29,18,1,0,1,34.85701673669864,172.1616536537713
33,27,1,0,1,44.86126312954977,211.0295450837361
33,13,1,0,1,31.8308608028946,167.0780658989905
43,17,1,0,1,40.71394463488872,199.51193808404423
33,13,0,1,1,31.434450021837417,164.33678454566638
35,15,1,1,1,35.46939455860745,177.3533535746802
28,12,0,0,1,27.209527853794874,146.57163285597883
32,29,0,0,1,45.59276458221029,209.9369540669018
41,20,0,1,1,42.76033397488872,205.38089132644012
28,24,0,0,1,37.3715569623213,182.990473097222
42,19,0,0,1,40.837305629176726,200.85757466100017
27,27,0,0,1,39.93647473118659,191.45779590232337
22,29,0,0,1,41.72119552852563,190.46697678885656
19,14,0,0,1,22.97461211829965,134.8337850816037
39,15,1,1,1,36.5242009560181,185.94414711114965
33,27,1,1,1,45.237917628523405,210.40658063054045
24,15,1,0,1,29.618988125469127,154.63546285923897
19,11,1,0,1,22.90389534861968,130.10465098551396
34,22,0,0,1,39.54498855999616,192.449253128345
33,16,0,0,1,34.562783652959325,171.6063628886556
19,14,0,1,1,25.443071702606836,139.20998743149744
23,16,1,0,1,28.070205734817936,148.80507573463186
18,22,0,0,1,30.420784904132383,158.10458854036415
31,18,1,1,1,36.157738363877634,177.3463575367739
25,19,1,1,1,33.750155417777954,169.17178292984136
32,30,1,1,1,46.68317774095671,216.7603456212712
23,23,1,0,1,34.96843201299787,175.51181833633134
39,18,1,1,1,41.19532867151404,196.41997459473237
24,25,0,1,1,37.10091697781477,180.0937505276635
38,20,1,1,1,41.18009222525949,200.5707908875534
36,12,1,0,1,31.90086580122946,166.06395170180983
27,13,1,1,1,28.19920221000917,152.0305284359567
37,16,0,0,1,35.78363488708077,182.4355969964801
35,32,1,0,1,49.96850268637863,228.5512099600676
28,25,0,0,1,37.51994071492333,187.4640619977509
30,23,1,0,1,38.87843720036216,191.18265953009703
39,23,1,0,1,42.28438044523205,206.1806250773234
28,17,0,0,1,31.563694158139462,163.69592864451275
25,26,0,0,1,38.20843821139302,186.34045416307347
18,28,0,1,1,37.20143078057058,178.94461515597794
22,22,0,0,1,32.66926818180569,167.3310213156562
33,24,1,1,1,42.47390997162207,200.91789722767612
45,26,1,0,1,50.30900780993626,231.11408331575484
26,25,0,0,1,38.51170152760784,184.8381717662224
29,22,0,0,1,38.02820989393041,185.04066071155256
29,24,0,0,1,38.93231315050813,186.2847298252317
36,25,1,0,1,44.46968994365052,206.6240015882658
24,8,0,1,1,23.183363546273437,130.4018780225636
34,32,1,0,1,48.21188890506967,222.38821603208515
39,21,0,0,1,42.7227922510453,199.0851848329829
34,23,0,0,1,42.48643321523711,198.74673605472296
27,7,0,0,1,22.22370318779554,129.85294556691088
40,15,0,0,1,35.5488668035865,179.87245370955554
35,13,1,0,1,31.83489063546987,168.02058798049484
23,20,0,1,1,35.20989691125896,168.05440285706632
29,27,0,1,1,42.94761076370349,199.82600964150396
39,11,1,1,1,36.17320616768351,180.4317148314967
30,21,0,1,1,38.84445303782612,186.2802881770256
38,14,0,0,1,34.23725892544685,175.1071644804582
27,30,1,0,1,43.53122196750851,205.1310041509243
29,26,1,0,1,42.35727852715372,198.612961518697
20,28,1,1,1,38.80626795176628,185.64759238048677
30,9,1,0,1,26.149047329304587,144.21167863796526
32,18,0,1,1,36.36667076788267,180.24742147066655
25,23,0,0,1,36.86455431209343,175.97771438451062
39,21,0,0,1,41.37869554992022,200.2699556582873
32,21,1,0,1,36.6066185927157,185.96123639271244
29,18,1,0,1,33.92631450824306,171.5113840635014
36,13,0,0,1,32.83666902762538,169.85779808544936
28,6,0,1,1,22.51297008707572,132.0396272751223
14,15,1,0,1,23.69831968744473,131.4536116988292
35,16,1,0,1,36.99570213084496,182.66726180263456
25,30,0,0,1,40.34975500500055,194.35116573082004
37,16,0,0,1,35.44720836520396,178.62514293589743
31,17,0,1,1,34.63291196811422,170.02184740110317
21,25,0,0,1,35.27651083780836,174.41670084352057
39,12,0,1,1,35.34120053323931,177.6450188996682
28,27,1,0,1,41.672190452000194,197.63505726724105
34,19,1,1,1,39.00376326491202,188.76472926186307
39,20,1,0,1,42.20737470261419,200.56576494202235
29,8,0,1,1,25.801306969098253,142.04913262420877
22,20,0,0,1,32.95306139832837,164.46388918730523
39,15,0,0,1,36.21798513752524,180.76971533378065
30,19,0,0,1,36.08967996335264,176.76463710983
36,25,0,1,1,44.52668292098732,207.70065754404064
30,14,1,1,1,31.3423472005042,164.42774148444906
24,8,0,0,1,21.89560665590518,130.7503078916353
31,21,0,0,1,38.664500007109496,187.1826883999585
40,25,0,0,1,43.99480276010873,211.58978294231767
29,22,1,0,1,38.30381172896302,186.31448356272028
6,15,1,0,1,16.25449671786457,109.68871579396604
29,22,1,1,1,38.52926683838892,186.3786287289528
20,11,1,0,1,22.18587011272407,131.3713070826109
36,31,0,0,1,49.13988791579823,225.36546345966343
29,17,0,1,1,34.04232821271168,170.3010823705871
30,26,0,1,1,43.87688762529348,201.30373332108132
30,24,0,0,1,39.744260166911175,191.4150935304623
34,21,1,0,1,37.75400084053884,188.298339289044
33,14,1,0,1,31.82426008065382,167.45591965956885
32,23,0,1,1,39.31446836970972,190.9843343311683
33,8,0,0,1,25.95633399706547,145.4106232522313
24,19,1,1,1,33.636205364725456,165.5218510696984
39,21,0,0,1,40.699403416774096,197.312364460934
34,23,1,1,1,42.49920521552951,200.7108240636856
38,21,0,0,1,38.90797773205708,194.77691093511143
26,24,0,0,1,36.56631937710397,179.61623583699316
31,21,0,0,1,38.44398859840606,185.74257789731183
36,10,0,1,1,30.39318458319944,160.43535538282802
26,17,1,1,1,33.272876597172434,168.69695309247464
18,23,1,0,1,33.44189565900615,166.05504696149822
24,19,1,0,1,30.019801230248657,159.03893246068347
34,26,0,0,1,41.97952227283087,204.22587619003272
29,6,0,0,1,22.1630401712508,133.19166550797812
34,18,1,1,1,36.28820412157917,181.99537146818315
25,24,0,0,1,36.66745211644858,176.92737342151676
27,19,1,0,1,35.22538260731258,172.26167674077084
33,24,0,0,1,40.38960441740406,193.6740677377913
30,16,1,1,1,32.893267857387215,169.4522366241466
20,19,0,0,1,29.630555855486435,153.5544671363277
15,17,1,1,1,26.534660973464376,141.29871877747794
28,9,1,1,1,26.43516194633368,141.97443488237369
36,13,0,1,1,33.76266760379582,170.5579724564021
30,22,0,0,1,37.637031419581305,182.96033749476248
25,14,0,1,1,28.417410370443804,153.25991005555267
41,17,0,1,1,41.573265302930814,195.9771590743757
37,18,1,0,1,36.9907367073714,186.04033725837272
29,13,1,1,1,30.285418905929987,158.68726644146554
29,17,1,0,1,33.393564457279695,167.26583600181044
13,25,1,0,1,31.01201385021476,157.2374783915268
17,27,1,0,1,35.210841287449085,172.8650323501361
21,15,1,0,1,28.11563567110791,146.53322265306346
24,8,0,0,1,21.62591104170428,131.06870280391007
15,17,0,1,1,24.63067670178188,137.16419429286452
31,19,1,0,1,36.41836038045565,180.04829559624713
26,14,1,1,1,30.30482450591583,156.71040751097462
28,18,0,1,1,35.65460384432427,176.55226867954582
24,31,1,0,1,41.35204745853311,199.548400361775
25,22,1,1,1,37.78829910558728,182.3258355661364
20,17,0,0,1,28.575208795124187,149.17374897594334
25,16,0,1,1,30.51530724906453,159.96592346857898
27,30,1,1,1,45.54472659087518,209.9407729247041
26,29,1,0,1,42.446277815214025,198.99084474979108
24,18,0,0,1,31.79367404074858,159.4551500521208
38,32,0,0,1,50.52289987617213,233.4451929081456
35,12,0,0,1,32.34494126219384,167.79179846576451
27,19,1,1,1,35.54418741667563,176.11886787209917
46,31,1,0,1,55.52172381811536,246.81232752217613
31,31,0,0,1,45.5821894242891,212.91181525404872
41,16,0,0,1,37.799079496248766,188.3881013629864
40,10,0,0,1,28.99748307488372,162.90208381680787
34,19,1,0,1,38.202563335850925,186.7801705823123
31,10,1,1,1,28.72111324328927,154.6354032829735
34,22,0,1,1,43.04595222782839,200.13458120814292
33,26,0,0,1,43.13244814686705,204.6196764788245
29,19,0,0,1,34.87366236470027,171.59529785334516
24,20,1,0,1,33.429787573055826,167.68984790922843
31,13,1,0,1,30.79618967096897,162.4359055679538
36,17,0,1,1,36.34203596992064,182.1180618753846
20,28,1,0,1,36.35894903688364,180.32525309860856
31,21,0,0,1,37.29560870471619,180.87410833053465
43,24,1,1,1,47.3735679846268,219.35365125531607
31,11,0,0,1,25.893992500004625,147.76443247499478
28,29,0,1,1,45.64514002030052,206.7873114159399
31,24,0,0,1,40.78339760836009,189.87337715477997
30,28,1,1,1,45.8194500816675,209.18460226455767
44,20,0,0,1,43.14609032530909,208.47295568691976
17,10,0,1,1,18.787064870642983,120.31035396811885
30,30,1,0,1,46.3386141497139,215.41044461252375
23,11,1,1,1,26.124602532240576,140.03629404117592
33,25,0,0,1,41.73850305285304,200.1354832952649
32,19,0,0,1,33.290275701821095,171.8252208043033
20,17,1,0,1,26.612698540905136,147.2304317721121
22,28,1,0,1,38.68979114439863,186.73968127519927
30,15,1,0,1,31.047329229417294,163.53262292874464
37,25,0,0,1,43.500690135314805,206.7039643038607
22,15,1,0,1,28.94404485671626,151.60549047844066
25,23,1,0,1,36.41999866384143,180.8365686186972
32,23,0,1,1,41.591310309575206,196.5842846594504
28,9,1,0,1,25.788751345555053,145.11864001738485
30,23,0,1,1,38.84394595964756,188.47479955991045
31,25,0,1,1,41.25927952686411,196.53944090455397
16,20,0,0,1,27.394359967568647,147.01621593895464
16,12,0,0,1,21.857902597600404,127.3695855804263
29,10,0,0,1,26.64665451854765,146.99822429969362
35,27,0,0,1,45.26845580765337,210.05495346628183
35,13,0,1,1,32.55830912552476,167.7858616191435
37,5,1,0,1,25.52839055876657,148.05520141942714
21,21,0,0,1,32.56231997144408,164.77648866488818
31,24,0,0,1,40.23563879640965,193.07497907057063
31,9,1,1,1,28.28477863066411,153.36934615553
30,20,0,1,1,35.44053957826832,179.66089594120965
28,17,0,0,1,32.03080031377195,162.84504070751862
35,12,0,0,1,31.65136482989418,164.5934464454614
31,18,0,0,1,32.586382216550945,168.2479819124964
30,13,0,1,1,29.17577488265852,155.87113938859858
24,8,1,0,1,20.56761253896317,127.03440214668808
41,22,1,0,1,44.52762351464913,210.4202707202634
39,15,1,0,1,35.77474322603464,180.44146096683696
43,11,0,1,1,37.77182128186054,183.1703122587721
30,18,0,0,1,33.063248400519484,170.56273276777304
16,21,0,0,1,29.838927983613846,152.25995859176825
39,13,1,1,1,36.5016100989824,182.311691429638
31,4,0,1,1,24.14365257737848,136.3083791660487
21,19,0,0,1,29.556382107951,155.0300490576616
23,25,1,1,1,38.70813363688722,186.96996911786027
33,21,0,0,1,39.63586842875439,190.54419137270608
39,27,1,1,1,48.23304871610706,223.22872985845493
43,23,0,1,1,46.0926839481611,217.0857285782026
33,20,0,0,1,37.720308328986,184.41990790882085
29,15,0,1,1,32.469270731638446,161.582702299885
26,20,1,1,1,34.9578135449483,175.68847234434847
35,25,1,0,1,43.89161533805402,205.03697778401985
45,20,0,0,1,43.593518666837056,209.2235625809249
41,14,0,1,1,37.81911403634936,186.6815196200163
23,5,1,0,1,18.76836850092084,119.57613253179554
9,17,0,0,1,23.691648437239905,126.09950820274834
21,13,1,1,1,26.508571683465632,144.8724791902107
21,7,0,1,1,20.797382368939576,122.97771314893944
20,12,0,1,1,23.29282510648897,135.4789612034297
12,16,0,0,1,24.236385382325743,131.47806796517438
29,20,0,1,1,35.81303955975656,175.78750304240623
36,25,0,1,1,45.67599161345439,210.58023661427188
34,20,0,0,1,37.02507664842978,182.6428189185188
34,0,1,0,1,20.30200825197464,127.47028914065304
22,15,0,1,1,27.047445077664644,150.330382745367
23,9,0,0,1,21.148706247152084,128.10793860634837
45,28,0,1,1,51.201843383873765,231.67942756558796
23,23,0,1,1,36.30607583918051,176.2509423313428
21,21,0,0,1,31.10331367059757,160.40591005232776
37,17,1,1,1,39.11828197806368,189.1296388383493
30,18,1,1,1,35.30039301894391,173.4282841629001
29,19,1,0,1,34.533653023625405,173.61618025686454
21,10,0,0,1,23.250239557443894,132.57462123189856
14,23,0,0,1,30.3382311913942,152.90181591108626
28,28,1,0,1,43.691262506023385,202.08379650778
38,28,0,0,1,45.95747192668812,217.05304102514944
31,27,0,0,1,42.22436842595336,200.67402744505495
21,15,1,0,1,26.693341180658408,146.32134623597835
21,14,1,0,1,26.375040658793637,142.00272348995028
39,19,1,0,1,38.72179594048005,191.852102561976
34,14,1,0,1,32.20761407469366,169.37881899632282
23,26,1,0,1,37.79836146077796,183.4110106419933
32,23,0,1,1,43.15968487531591,199.0533761754762
32,18,0,1,1,35.89054130332193,178.1944059129926
34,31,0,0,1,46.3616326422061,215.8836293680889
31,21,1,1,1,37.7655459206544,187.515666375704
31,11,1,0,1,27.80323653907976,149.8975323726088
