age,education_years,gender,union_membership,job_training,job_satisfaction,annual_income
33,9,0,1,1,59.45120154483326,220.70502995386715
31,9,0,1,1,57.63526985663046,215.5587934700215
45,18,0,1,1,86.57817425496268,301.10212484018973
32,30,1,1,1,88.84253347848016,304.45357131356246
47,15,1,1,1,89.30309384875979,307.73256784891817
18,25,1,1,1,62.76829162720839,230.6617934924161
29,18,1,1,1,67.31527169704748,246.4188717978616
30,23,0,0,1,75.03177388376643,266.7452604928337
33,29,1,0,1,85.99557408598754,299.1989172876512
32,25,0,0,1,79.87287635497495,280.14343725242094
30,34,1,0,1,91.7121256435216,311.7012320335593
39,6,1,1,1,62.74819286514742,232.29060309267368
16,10,1,0,1,39.61812946452187,161.7290295102095
32,26,0,1,1,83.21373926344087,288.0372484545836
39,19,1,0,1,81.669959302898,284.94422302613145
36,27,1,1,1,87.29320250173664,304.3076274248814
29,25,1,1,1,77.91424160277467,272.8495646544583
30,20,0,1,1,70.48711973988662,253.13134022913437
21,21,1,0,1,59.2844284314157,218.22923853229264
40,16,1,1,1,80.11251235923503,282.1851206062595
32,17,1,0,1,69.43724431655066,250.10509186908624
13,12,0,1,1,37.27021371388887,154.629695612215
32,20,0,1,1,72.71404490640305,257.85480436585493
39,21,1,1,1,84.64326519149684,296.5313243041224
32,28,0,0,1,83.45427027479005,287.15798799797875
42,17,1,0,1,81.57468751999384,287.1533973288866
38,24,1,0,1,85.7649353558323,296.26831174809496
26,29,1,1,1,76.04673949677323,266.8772156961893
25,21,0,0,1,63.47453329009273,234.63659012315185
34,18,0,0,1,71.44449968052113,258.22292591995625
35,12,0,0,1,64.91416407917347,237.0223993230669
19,25,0,1,1,61.86705300424751,224.8828688007622
30,23,1,1,1,77.01073661799572,268.80066876336895
18,19,1,1,1,54.82352303796315,206.46814962966516
24,19,1,1,1,62.76933257308595,229.7547072136261
28,17,0,0,1,63.216917658226166,230.24379867162844
17,20,0,0,1,51.87072728952352,198.6904223777617
41,21,1,1,1,87.83567684940506,304.6433948424117
47,20,0,1,1,92.27278585998272,320.2236985588907
34,12,0,0,1,64.74047923664317,237.68307420087496
23,18,0,1,1,58.17640064373987,215.53255047985692
11,23,1,1,1,50.77835236607883,194.71748338977963
30,17,1,0,1,66.40424713834338,242.5914312190769
29,18,1,1,1,67.58529780314326,245.39586724241371
19,25,0,0,1,61.72901910416184,223.0572765966161
48,21,1,1,1,96.71119949668484,331.845093509383
34,21,1,1,1,78.12337155654558,273.3679360223049
28,25,1,0,1,74.44414877031086,264.11702723987696
27,17,1,1,1,63.319178525207576,233.4555571908913
28,14,0,0,1,57.84190546812464,217.0974425333561
20,7,0,0,1,37.97105033221764,161.13420701376407
38,23,0,1,1,85.37632283926271,292.85721373759986
30,30,0,1,1,84.80619338736653,292.38000832251134
25,21,0,0,1,63.80977552143444,231.1125104462772
28,14,1,0,1,59.638662324046905,224.5310920206588
41,8,1,1,1,69.42549487021016,253.0630750513078
37,23,0,1,1,84.60543495111523,292.7200662005169
30,11,0,1,1,56.50511810703068,215.2225826098462
31,14,0,1,1,63.4155613928084,232.7206890693183
35,21,1,1,1,79.99229088500498,280.2015903242279
30,14,0,0,1,60.34023489179964,224.73203368257091
15,12,0,1,1,39.22591086819155,163.25574497317945
26,21,1,0,1,69.33997940749043,247.8591114815048
29,32,0,0,1,86.56504852912259,296.5287467084273
34,17,0,0,1,72.36830484077524,259.1399564526192
27,17,0,1,1,62.19225918370311,230.35651561133895
40,22,0,0,1,86.82825340057913,300.82643396410054
16,4,1,1,1,29.854741292119947,135.76114579405024
27,10,1,1,1,51.69507010720668,200.47351437137704
34,14,1,0,1,69.00313295882462,248.08483522250077
29,30,0,0,1,84.66920358490535,288.03709157516755
34,20,1,0,1,77.07037347185813,274.0375247715547
28,7,0,1,1,49.050197452839576,190.2809500658656
31,21,0,0,1,71.32739824004156,259.17522491810735
13,17,1,0,1,43.49758387401923,174.54730580150996
29,17,0,0,1,63.63188543064377,232.94708671983904
35,14,0,1,1,68.76060238916514,249.4707301518641
31,21,1,1,1,74.31067171575863,265.6701272919087
36,9,1,0,1,62.84165012448598,234.19761379520835
31,12,0,1,1,59.45553764204901,223.56816323267208
30,24,0,1,1,76.93797231978392,269.5951312410984
22,27,1,0,1,70.86237898198675,252.1565349642084
21,16,1,0,1,54.011163569998686,203.7217267012881
3,20,1,0,1,34.937588082519135,147.8257224954838
33,18,0,0,1,71.71496682304307,257.08572006146966
23,28,0,0,1,70.67640339867525,252.9130510749846
19,22,1,0,1,58.88277768943289,218.99954624685324
37,19,1,0,1,79.12008581755582,276.8339983835148
30,14,1,0,1,62.22711781901788,230.2855979806628
34,20,0,0,1,73.90461294495319,263.1895225502535
20,17,1,1,1,53.85572677050261,203.045455368772
30,24,0,0,1,76.64902242224302,267.3096360099316
32,22,0,0,1,76.3386007557398,268.32248716375307
40,31,1,1,1,100.27878398935869,341.3287721224026
27,20,0,1,1,64.32211697951769,236.89849239474245
35,22,1,0,1,81.30680488831945,282.6297533881397
40,8,0,0,1,66.47745210123875,242.8643097738528
38,19,0,1,1,79.1284949094053,279.960389239728
38,15,0,1,1,76.08248232145519,268.1648695355282
33,9,1,0,1,60.11396120152438,223.0403990629945
15,25,0,0,1,56.897873638801805,209.53440085410253
38,21,0,1,1,84.08117515548655,290.21058749917694
48,24,0,0,1,99.19309301167353,335.70018719219945
42,30,1,1,1,102.2513374774478,342.9993868045084
23,12,1,1,1,52.37884838778607,199.5926805114917
24,8,1,1,1,46.5561310503519,184.4856230142264
36,22,0,0,1,79.32479342381404,278.1833871984547
18,22,1,1,1,58.73178309717122,217.92866152097383
33,24,1,1,1,80.75164731058382,283.5888459015744
9,19,0,0,1,41.69740816236442,166.9055447185544
31,20,1,1,1,72.45752355281365,259.5173902496082
24,33,0,1,1,80.19064631000134,278.39148874548255
28,25,0,0,1,72.94363463465409,258.3005300641787
42,11,1,0,1,74.38559591181014,267.484446984928
24,21,1,0,1,63.47592144981618,230.8117885810294
30,22,0,1,1,73.68182475107807,260.06176547684134
25,18,1,1,1,61.79942728972335,228.2524670855076
27,21,0,1,1,69.04428415808914,245.2694113983456
12,16,1,0,1,41.13784992901949,166.18439746727734
18,31,0,1,1,69.41265023032403,245.60775113397585
35,13,0,0,1,63.97569068869837,235.8987032356764
31,16,1,1,1,65.8253821467228,241.58031718617391
30,22,0,0,1,73.22580850970485,259.99453843221244
41,17,1,1,1,83.45680943228751,289.7927887409588
41,17,1,1,1,82.05041357391482,288.4002349166687
49,22,1,1,1,99.98365414945884,340.174123935756
30,21,0,1,1,72.18293947696543,257.7071422589294
24,30,0,1,1,76.8963554964981,268.20833765686734
27,13,0,1,1,55.81318784170698,213.7755237859821
38,30,1,0,1,95.70674887598388,325.441869785294
22,31,1,0,1,74.88422930407084,262.79480665272763
19,36,0,1,1,76.76908971257026,267.88492017091755
20,24,1,0,1,63.9932804632162,232.27951766276183
21,33,0,1,1,77.85405972481949,268.90560252086595
32,20,0,0,1,73.86656685431433,260.54512206344884
28,27,0,0,1,76.14780726312969,268.0156384553955
34,26,0,0,1,83.20516440429188,289.82045993207294
22,23,1,1,1,65.81798954887766,238.91138989985217
41,20,1,0,1,85.8208128376569,299.0000530487705
31,8,1,0,1,54.854173372869326,210.64444439714484
20,13,0,0,1,47.513043326537264,186.5150974641115
39,15,1,1,1,76.32284820159259,272.382736644796
33,15,0,1,1,67.96421947957228,245.21769582929525
32,16,0,0,1,67.14829357764494,241.55919500341955
25,25,0,1,1,71.90903884147347,254.42043318983747
28,23,0,0,1,72.51189682472958,257.740193314451
26,8,0,1,1,48.60892439108524,188.5110410387671
49,23,0,1,1,99.93078588783544,339.754538989528
28,19,1,1,1,68.53640604761782,245.42859187145447
28,17,0,0,1,64.81754208277161,235.87100957417243
48,38,0,0,1,120.8158349540174,394.1596340493358
33,19,0,1,1,72.99828579849519,261.1128208509676
21,18,1,1,1,55.89999831661464,213.7707064237807
22,20,0,0,1,58.65073722144657,216.2473788407092
43,19,0,0,1,84.83529490279828,297.76755773997
24,22,0,0,1,64.10575767679184,232.98999142425563
31,24,0,1,1,79.87918673392144,277.5530267109398
37,14,1,0,1,70.54603566581471,256.5789736397084
31,20,1,0,1,72.17295472876545,257.89411705574696
36,13,0,0,1,68.66427231502801,250.27231367950125
19,28,1,0,1,67.85535130957277,242.6839154529208
33,26,1,0,1,83.44400913859673,289.23914148504366
27,15,1,1,1,60.369937673250575,225.9565193181184
29,27,1,1,1,79.97739342747083,278.7751759551443
31,24,0,0,1,76.44136594008171,265.5149794321992
47,8,1,0,1,77.52564021275884,276.07591884073787
41,36,0,1,1,106.2594377940501,355.06958270109635
31,18,1,1,1,71.2241226916731,254.0174100789412
33,19,1,0,1,72.89866176977212,259.8827508892357
41,20,0,1,1,84.79579730497552,293.8181325915488
39,31,1,0,1,99.21989585846588,334.02098734790883
35,12,0,1,1,64.65304202799163,240.9888683393658
38,6,1,0,1,62.846670289304114,232.52795098008588
36,13,0,1,1,69.46679750075164,253.10764475378
43,23,1,0,1,92.99811814728618,316.0626122594816
28,21,0,0,1,68.7736195116407,248.60897527821604
30,15,0,0,1,64.44784843811293,233.087068737502
22,19,1,0,1,58.0882487576056,215.5839766480005
44,13,1,0,1,79.32403501381502,279.59155515445707
28,30,1,1,1,83.28328889751907,289.9820766976705
24,25,0,1,1,70.70923917732428,251.9562241138091
29,20,0,1,1,69.57985448424726,250.09190390498688
16,18,1,0,1,48.73484252285822,190.5272741495229
34,10,0,1,1,60.74906840141988,227.38048136628964
26,21,0,1,1,67.30677739702668,241.5427165989269
35,13,1,1,1,68.51291085243878,249.8702930349916
36,29,0,1,1,90.15278795861109,308.6294080394032
47,16,1,0,1,88.15821019013003,307.39492105001665
22,19,1,1,1,59.81061740737159,219.25716536362384
33,13,0,1,1,63.912343513585945,238.21101215057303
25,22,1,1,1,67.93675356728605,241.7161746177473
26,25,1,0,1,73.71971255305944,259.4155121344506
33,36,1,1,1,98.75583051687288,331.9908215027525
20,0,1,0,1,30.53429693754148,137.1149794867741
30,26,0,1,1,80.80184557025859,278.0887555911561
32,20,1,1,1,74.57066017544318,263.84680216859266
27,17,0,0,1,61.02611341579807,225.91676320501023
35,29,1,0,1,89.11065799770384,308.6559825656761
30,19,0,1,1,69.74295155305678,250.1562844063256
40,15,0,0,1,75.03986050256191,269.25736788678813
41,20,0,0,1,85.65662911229218,295.98478955539514
27,5,0,1,1,46.400380858308445,183.76773622215293
31,17,1,0,1,67.76564283426798,245.95536515561335
24,10,1,0,1,48.03212121385359,190.9947867340578
24,30,0,1,1,76.38012551938692,265.83222390988175
21,14,0,1,1,51.468998289926745,196.59113748941328
23,26,1,0,1,69.97560572448309,250.84930450466453
32,21,0,1,1,73.9929795201828,263.1319635958268
31,16,1,1,1,66.8465307140452,241.9118174147497
32,5,0,0,1,49.9836531939164,196.9331440157669
17,15,1,0,1,46.23595354804451,183.00993967698403
26,22,1,0,1,67.26700201322407,242.9634374280241
16,20,1,0,1,53.02447025832635,201.2074136544679
42,10,1,0,1,74.24555799511401,264.22712683848334
29,22,0,0,1,72.27958152642906,255.10948013401597
25,18,1,1,1,63.071422414658045,233.4721295272356
38,17,1,1,1,78.88552662655619,279.87728403484
17,21,0,0,1,54.23272199742387,203.66396744220955
33,13,1,1,1,66.39885615064281,240.1025860484682
35,21,0,0,1,78.8448594734002,277.3856364612045
25,21,0,0,1,65.09561005204465,233.38603133758392
28,15,1,1,1,61.5734410816102,224.4331447378292
39,20,0,0,1,81.62869461240132,283.0588317273926
37,26,0,0,1,87.11483254045773,299.6591263375453
32,24,0,1,1,79.5101566163406,281.4505449889258
31,27,1,0,1,82.553300112851,286.47001115221434
42,19,0,1,1,84.85874471703524,297.31043173761674
28,26,1,0,1,76.34226851890973,269.5654099819972
38,30,1,0,1,97.33255206008876,326.67236697258994
41,20,0,1,1,87.23576501055595,301.47705950104245
50,13,0,0,1,88.36271486874995,305.9223308697464
15,28,0,1,1,61.70751319311199,225.03016613075377
16,20,0,0,1,51.24711479721342,195.06345612753543
35,15,1,1,1,69.63683560947838,252.33199927021903
30,16,0,1,1,65.92172472630382,240.7962317270941
36,22,0,1,1,80.74737072544504,283.75460367516865
26,22,0,0,1,66.6294928289747,241.62292869176693
23,15,0,0,1,54.91094946319453,206.99615467147007
16,17,0,1,1,49.44789448153416,189.41541483143385
26,12,0,1,1,53.49690340165533,205.8409582715806
44,18,0,1,1,86.91899317059672,300.9149250078984
20,15,0,0,1,49.1755714940976,191.3809784183325
31,11,0,1,1,59.71867413581884,219.26093264575223
23,21,0,0,1,60.88280351488888,224.5047284612588
27,29,0,0,1,77.88768740839552,271.349563113982
38,19,1,0,1,79.71669840974906,281.9962872601368
25,22,0,0,1,68.38881084606798,243.95606180866488
30,20,0,0,1,69.51418374250896,248.72552593260292
29,20,1,0,1,68.90963335290263,248.67687297088617
40,18,1,1,1,81.11936073329957,288.1874487365669
36,22,0,0,1,80.9514323219667,283.14781805924804
28,23,1,1,1,73.55372316792148,259.905880563757
28,21,0,0,1,69.06472975071352,248.54432212192592
52,19,1,0,1,98.08765340097736,335.9261917451382
32,17,0,1,1,68.12118199537883,245.7639146581546
41,25,0,0,1,90.15795092748374,310.0693861946051
36,24,1,1,1,85.1757213338352,295.48361188687886
22,6,0,0,1,40.2747904217142,166.8653722598593
40,21,0,1,1,84.23696599777317,294.8588709443797
25,19,1,0,1,61.89826207450551,229.1754319653258
19,11,1,1,1,44.08802588159994,177.05077776826062
31,26,1,1,1,81.99809925114468,286.52330270460175
23,17,0,1,1,56.02335371375875,213.9185330859366
26,14,1,1,1,58.43167890506336,218.4308060564916
26,24,0,0,1,70.04730119549254,248.5438669280575
34,26,0,1,1,84.04092497152088,292.1838114472566
24,23,1,1,1,67.89822578699658,245.4072248273791
35,24,0,0,1,82.09519866923397,290.2362836657133
33,12,0,1,1,64.08531413775971,235.46251358666143
37,24,1,0,1,86.46799199782787,298.4809244914126
27,17,1,0,1,61.11101685484012,229.94587656945117
31,12,0,1,1,61.00144991231888,227.48328136522048
31,20,0,0,1,71.26415205452935,256.4682850439709
36,19,0,0,1,75.84371963815558,267.24725108001945
29,11,1,1,1,58.24941056351815,218.5954649618173
26,21,0,1,1,66.5311274714353,240.6598746588088
37,28,1,1,1,93.2080671814726,317.44189575462536
21,29,0,0,1,70.00264660030555,249.7358771726149
38,10,0,0,1,66.51920342540565,241.4077029217737
40,16,1,1,1,76.95125345041114,274.1667812025999
34,14,1,1,1,69.09959856822441,247.46910354210408
34,15,1,0,1,69.62257196510555,249.34561363667416
28,10,0,1,1,53.83203859154443,206.34376886327024
34,27,0,0,1,85.47755551731976,294.49612728280795
28,15,1,0,1,62.08304311478821,227.5771119213929
26,14,0,0,1,55.30118804105119,206.80350179730644
22,17,1,1,1,55.53352513681368,212.99506957163837
28,17,0,0,1,62.51875093513191,230.89056914602872
25,18,1,0,1,62.90276839008723,229.36651554705156
35,20,1,1,1,79.4016075044644,278.37279806449425
28,15,1,1,1,63.27232496076789,229.68959239310976
31,17,1,0,1,69.07956474209743,250.7160309673468
30,14,0,0,1,61.2830333942342,222.0155308695421
26,25,0,1,1,72.08535315780605,257.8183499691646
30,19,1,1,1,68.57698178217245,247.9100350134163
29,15,0,0,1,62.2779153749361,228.79755691442764
35,24,0,1,1,81.56999535827791,284.9985366663287
19,11,0,1,1,41.21160788963934,170.81352246577814
48,19,1,0,1,94.2737617308404,322.4690089302917
26,22,1,0,1,69.29053167412074,249.7308913416813
35,22,1,0,1,80.77816189957599,280.2055828094429
32,20,1,1,1,72.89665109557968,259.27823954695253
34,15,0,1,1,68.56633579176017,250.29878999883795
28,17,0,1,1,64.05426890147146,233.98592539151215
33,32,1,1,1,93.20976729359067,315.32202081269344
33,19,1,0,1,72.39938923174792,259.54548811737834
26,13,1,0,1,54.46342542658805,208.92983422901068
41,16,1,1,1,79.73597223737583,281.69762903686336
39,12,0,1,1,71.28782330333328,257.1640986021049
32,25,1,1,1,81.56992852137964,282.75087479018384
34,10,0,0,1,61.75138643264207,227.07674948462184
30,30,1,1,1,85.29908895634158,295.1066852750401
20,17,1,0,1,54.91416757816923,203.11452220614933
30,13,0,1,1,58.66153150722528,219.6659367016672
28,14,0,1,1,57.94604116655967,219.2619250555487
38,4,1,0,1,57.007702581332346,219.88541297047
33,15,1,0,1,66.9609799066196,242.4141011502569
46,23,0,1,1,95.2692277678572,326.9539982665406
33,21,0,1,1,77.24713655330977,272.9633338433505
35,17,0,0,1,71.66557362452012,257.34356179676945
29,16,0,0,1,63.04021918500487,229.6801774542248
27,17,0,0,1,62.03449616393315,226.9202260880886
14,26,0,1,1,57.50937951720408,214.114034552866
29,26,1,0,1,77.82475095184842,272.8836080384131
39,24,0,0,1,88.75734148908793,303.9885189557567
36,19,1,1,1,80.55377636373254,280.01351824598964
20,22,0,1,1,61.09084634380029,225.51928704258495
42,12,0,0,1,75.18238860915332,267.4422693968412
25,15,1,0,1,56.51152694615701,213.4246531038435
32,29,0,1,1,87.24586888962217,296.7490726425519
49,24,1,0,1,101.70467466160412,344.0426432142441
36,21,0,0,1,79.12647043686589,278.55005437147145
39,19,1,0,1,81.09184946079696,284.1386535186156
35,30,1,0,1,90.63881685483096,310.7711457070313
27,25,0,0,1,75.14532383992628,263.15278141026107
39,8,1,1,1,66.62560543818444,245.5626739282334
34,16,0,1,1,71.70747819244266,258.4006665507252
28,12,1,0,1,56.92029207817416,216.0518947817071
20,32,1,1,1,74.95515414979417,262.0744549233239
38,22,0,1,1,83.74960037946687,291.60060193015835
24,18,1,1,1,59.820770497678176,221.00335160034027
35,14,1,1,1,69.57787008683118,253.684702728043
22,21,0,0,1,61.92234467296413,225.236161109129
23,16,0,0,1,54.35285670092887,206.70906372957785
27,16,1,1,1,63.50124121061997,230.3990586886272
27,21,0,1,1,67.74203006889834,246.0405684501589
18,28,0,1,1,64.63698385519344,234.37631092718368
35,14,0,1,1,69.11307486415635,251.2508238239685
22,24,1,1,1,67.52773773954888,245.3276329996553
29,20,0,1,1,68.19425340798743,247.18889311126577
25,16,1,0,1,59.05762286716975,219.60634026727325
34,21,1,1,1,78.00268479379503,274.4388777482722
22,20,1,1,1,62.6341085154314,226.8791319971708
24,16,0,0,1,53.61493091412614,204.6892432237053
21,11,1,1,1,46.85976109523245,182.05713433231455
26,19,0,1,1,62.1360938325642,227.73550913974773
43,14,0,0,1,79.30757032148581,278.5484439174382
20,21,1,1,1,60.266027905748864,221.90249939444436
34,17,0,0,1,70.4747340396466,253.5651134553676
30,14,0,1,1,61.68890067736741,228.84737402359923
25,22,0,1,1,66.98484741923939,240.77989357628772
30,12,0,0,1,58.420755293215215,219.158275683362
44,13,0,1,1,81.02177002690544,284.9330140713056
33,20,1,0,1,73.78907405730592,264.6692246711309
25,12,1,0,1,54.899621684812566,204.65955621846544
24,17,1,0,1,59.7120520602248,219.69446235044413
28,17,0,0,1,64.1341683650697,233.7401590785921
31,16,1,1,1,67.16193386362703,244.8334203514653
22,8,1,1,1,44.83472670434927,178.80823061922888
21,27,1,1,1,68.86547057705472,248.24278390673288
23,19,0,0,1,58.267098556303296,216.33036546595469
37,22,0,1,1,82.80533321813232,288.1101691587574
28,16,0,1,1,62.93301606704851,230.8436792093498
40,18,1,0,1,82.42256956230999,288.2284209409059
46,31,0,1,1,106.5177959656416,356.8283619701044
31,14,0,1,1,62.78585506860247,230.82852140264973
19,21,1,1,1,56.010498191683205,213.1170475598612
29,5,1,0,1,48.187124123987054,189.48849676951693
27,24,0,1,1,72.26905454946932,257.05891867963504
27,20,1,1,1,67.18608150226211,244.29983920804244
32,31,0,1,1,87.66636171177194,302.2256640274287
23,23,1,0,1,65.9008245328234,239.409017162404
30,21,1,0,1,71.357164216408,253.8765228697465
14,14,1,1,1,41.9238652734154,168.19974464753915
29,9,1,0,1,55.55493457329187,210.94805223845495
39,17,1,1,1,79.56054603547238,279.4891403337375
50,20,0,1,1,96.63721032879324,328.01663297769613
17,28,1,1,1,65.43790127772871,235.6427319789151
22,20,0,0,1,57.26527382735113,216.3376241654163
23,25,1,1,1,67.86465556515478,241.05515469515615
13,21,0,1,1,48.69070583927517,186.42875742716907
29,13,0,1,1,60.70332113144069,224.4992349492717
28,21,1,0,1,70.57203934532832,251.6660283153722
23,24,1,1,1,67.60550432159292,245.14094578679217
35,23,1,0,1,81.09292581153814,286.3890558772312
62,25,0,0,1,119.87596515928892,398.9459416558505
24,21,0,1,1,64.46464220182962,232.62618746632344
40,21,1,0,1,87.92538251728114,301.2411737276944
34,27,0,1,1,85.12167021819896,295.17473082305764
21,18,0,1,1,56.7713025386948,210.5404813130046
10,25,0,1,1,51.1897562112754,193.177962574446
31,21,0,0,1,73.68722953898926,260.27972511854495
40,11,1,1,1,71.24306110539061,257.0984656204462
30,19,0,1,1,69.14102466120943,250.0992217452256
39,19,1,1,1,81.90287604029609,287.1372630746774
23,18,1,0,1,58.236951302244265,214.82367214084675
23,26,1,1,1,70.4053551630985,251.3824994547041
20,27,1,0,1,67.39088093300471,242.8649778895093
40,15,0,0,1,77.6662371618172,273.01493808679425
22,5,1,1,1,40.40004646632608,165.74151237675238
38,14,0,1,1,71.49025709522924,258.5771112274426
34,8,0,0,1,58.56489196370991,219.7006995074466
28,23,0,1,1,72.98770775099824,257.4107509622634
40,29,1,1,1,97.45995588805044,329.97911125714074
27,18,0,1,1,63.870798413817504,233.45373830717253
35,16,0,0,1,71.80052813484389,257.4493443714484
38,16,1,0,1,74.23630379578351,266.7987002860753
33,25,1,0,1,83.31115647910939,288.89069385555166
35,14,0,1,1,67.06567676738801,246.19435332445624
29,17,0,0,1,65.12775123380298,237.30972259332205
35,4,0,1,1,53.96404143605817,208.95568783074629
22,22,0,0,1,61.89149612100628,227.5268580761646
28,13,0,0,1,57.99419829875698,214.73387425633663
17,9,0,1,1,38.90738836370127,163.5857298025379
16,24,0,1,1,57.83884630701989,212.45296260408864
30,16,1,1,1,66.56837303220745,240.41162383837252
47,13,0,0,1,80.86815502507835,285.092170651893
20,20,0,0,1,55.76967735170006,209.1974551691159
39,23,1,0,1,88.38029991825316,301.97334953378964
26,23,0,1,1,67.20916554131105,245.22952120774255
31,21,0,0,1,71.91092287495118,256.8813073609712
17,17,1,1,1,50.00360901069413,192.69607167603328
35,22,1,1,1,81.16837171870344,283.00783402619527
35,20,1,0,1,78.56053617034972,275.4903164891365
31,19,0,0,1,69.38528574284432,248.28153138594695
29,26,1,0,1,77.41957457958043,272.127573557736
23,24,0,1,1,66.32342020053188,239.0029101314209
41,18,1,1,1,83.62330091138564,294.6608839126609
22,22,1,0,1,61.10386926946906,228.95800906329927
32,18,0,0,1,70.067385505822,253.6946489530825
19,30,1,1,1,70.57808743029624,252.18398461405968
27,16,0,0,1,61.91550015711332,229.3062916623946
36,15,0,0,1,72.1419067867286,259.6006651420817
26,30,0,1,1,79.47887466525147,275.7568867946859
31,11,0,0,1,59.91043396903005,223.7617711870686
21,28,1,1,1,69.67763312567166,247.45818232816143
34,26,0,1,1,80.43554192763824,285.6638109895836
33,21,0,0,1,74.91452483718673,265.9216739957477
32,34,1,0,1,92.24485261067193,317.6197807683348
28,15,0,1,1,59.940852392928015,227.5379146488333
34,12,0,0,1,64.7163381803543,238.63123578954676
32,28,0,0,1,82.64169052032021,289.13890609892525
26,17,1,0,1,61.40113611639916,225.1235890084733
25,33,0,0,1,80.99094249893021,279.8753354960912
23,27,0,0,1,69.56611336727103,248.2484681536434
30,18,1,0,1,69.48943714111059,247.84991236941104
27,16,0,0,1,59.166420851606496,221.8647785004332
41,24,0,0,1,89.29646020645363,307.461024022658
23,19,0,1,1,61.41963907044293,226.10580478090543
33,10,0,1,1,59.15270241856051,221.03988816004505
33,19,1,1,1,72.80223618110422,262.2204190382939
40,27,0,1,1,93.77316284978905,322.1367469526073
15,19,0,0,1,46.87885478185104,183.6820824216944
