parent_education_years,household_income_bracket,prior_math_score_z,is_english_language_learner,has_internet_access,received_online_course_invitation,enrolled_in_online_course,end_of_term_math_score
3,3,0,1,0,1,0,50.68393874881816
2,2,0,1,0,1,1,54.79802759292394
1,3,0,1,1,1,1,56.50117912542929
1,3,0,0,0,1,1,55.52069544814412
2,2,0,1,0,1,1,55.68881240563026
4,2,0,1,0,1,0,49.8230686860137
5,3,0,1,1,1,0,51.203288555434426
3,2,0,1,0,1,1,54.3521769049872
5,2,0,1,1,1,1,53.82640646428205
3,3,0,1,1,1,1,56.11720988570296
2,2,0,1,1,1,0,51.97544719537504
2,2,0,1,0,1,0,50.87223531510876
5,3,0,1,0,1,1,53.68628507766161
8,3,0,1,1,1,0,51.181878304352445
2,2,0,1,0,0,0,49.40457185994294
1,2,0,0,0,1,1,54.99330550780957
3,2,0,0,1,1,1,55.76085339975217
6,2,0,1,1,0,1,53.47039461730232
2,3,0,1,1,1,1,57.61092295580566
1,3,0,0,1,1,0,51.44193346476108
5,2,0,1,1,1,0,51.38293721912351
5,3,0,1,1,1,0,50.7324405537971
0,2,1,0,1,0,1,54.57794628831326
2,3,0,1,1,1,0,50.73843824588624
2,3,0,1,0,1,0,50.30884263236912
1,2,0,0,1,1,0,50.09907264350204
4,3,0,1,1,1,1,55.7972448667858
4,2,0,1,1,1,1,54.48691083436231
5,3,0,1,1,1,0,50.83290063177204
5,2,0,1,1,1,0,48.40476311355721
3,2,0,1,0,1,1,53.91218107767657
4,3,1,1,0,0,1,55.28664198122402
3,3,0,1,1,1,0,52.18069195211127
2,2,0,1,0,0,1,53.842815551120886
3,2,0,1,1,0,1,56.210758553066256
4,2,0,1,0,1,1,55.90383075711493
4,3,0,1,0,1,0,51.03946428929255
5,3,1,0,1,1,1,53.49750358135344
3,2,1,1,1,1,1,54.95344874586616
5,2,0,1,1,0,1,53.436963019022585
0,2,0,0,1,1,1,56.09860307635888
6,2,0,0,1,1,1,54.71227940575484
4,3,0,1,0,0,0,50.53313557113581
4,3,0,1,1,1,0,50.25273946085039
6,2,0,1,1,1,1,52.52996635613675
5,3,1,1,0,1,0,48.79994705670235
3,3,0,0,1,0,1,56.32225060575486
1,3,0,0,0,1,0,51.233151539037664
8,3,0,1,0,0,0,49.46501477662068
2,3,1,1,1,1,1,55.85981309553987
5,3,0,1,1,1,1,54.57053097463025
3,3,0,1,1,1,1,57.76503186506702
5,3,0,0,1,1,0,51.16096017438348
6,2,0,1,1,0,0,50.0352111869255
6,3,1,1,1,1,0,51.59831218356612
5,3,0,1,1,0,0,51.15910339003702
3,2,0,1,1,0,1,53.75620777704785
4,2,0,0,1,1,1,54.33332242753304
0,2,1,1,1,0,1,56.15164184083383
1,3,1,0,0,0,0,51.21290184473449
6,2,0,1,0,1,1,54.03701502826515
3,1,0,1,1,0,1,55.03738657167548
3,2,0,0,0,1,1,56.38771711286944
3,3,0,1,1,1,0,49.22566618190727
4,3,-1,1,1,0,0,50.18586550052761
2,2,0,0,1,1,1,54.32456709839171
4,3,0,1,0,0,0,51.11582577118693
0,2,0,1,0,1,1,56.136208693194185
4,2,0,0,1,0,1,53.408806251309606
4,3,0,0,0,1,0,50.78330834767291
7,3,0,1,1,0,0,50.641149627363525
5,3,0,1,0,1,0,49.46244793180164
3,3,0,1,1,1,1,54.57775385504969
7,2,0,1,1,1,0,50.37237786800004
6,2,0,1,1,1,0,49.9059914524721
5,3,0,0,1,1,0,49.80724752167088
1,2,0,0,1,1,1,56.25215379821398
4,2,0,1,1,1,1,54.22711071899042
4,3,0,1,1,1,1,55.70020047415398
-2,2,0,0,1,1,0,51.47369219176237
3,2,0,1,0,1,1,54.21464344285568
2,2,0,1,1,1,1,56.02032883206061
5,3,0,0,1,1,0,48.76082975682228
3,2,0,1,0,0,1,52.78740896938722
5,3,0,0,0,1,1,55.55526787759757
4,3,1,1,1,1,1,56.38880135015228
3,3,0,1,0,0,0,50.81826901713792
5,3,1,1,1,0,1,53.415254978657686
2,2,0,1,1,0,1,56.41565076819298
7,2,0,1,1,0,1,51.28880628077917
4,3,0,1,1,0,0,51.674979602637606
7,3,0,1,1,0,0,49.58292921999119
4,2,0,1,1,1,0,49.06516927600327
5,2,0,1,1,1,1,54.70902126350089
1,2,0,1,1,1,1,55.538321761846525
7,2,0,1,0,0,0,49.26682798874369
5,3,0,0,1,1,0,49.36763077840877
1,3,0,1,1,1,0,50.390249342816375
6,3,0,1,1,0,1,53.36467943544245
4,3,0,0,1,1,1,55.49427938439662
1,4,1,1,1,1,1,56.88770639908464
2,3,1,1,0,1,0,50.163728265864535
4,1,0,1,0,0,1,54.22969100768314
2,1,0,0,1,0,1,55.1178597771697
3,3,0,0,0,0,0,49.74417877370185
4,3,0,1,1,1,0,51.23588993626928
7,3,0,1,1,1,0,50.41442354069282
2,3,0,1,1,1,0,50.50363188636432
5,2,0,1,1,0,1,53.82773171930241
3,3,0,1,0,1,0,51.11172299786188
5,2,1,0,1,1,1,54.796609260343786
4,3,-1,0,1,1,1,54.64862768202602
5,2,0,0,1,1,1,54.408148067837566
7,2,1,0,0,0,1,52.29229394155727
3,1,0,1,0,0,1,53.08759590241809
6,3,0,0,1,1,1,54.23608219809666
3,2,0,0,0,0,0,49.63980802584673
3,2,0,1,1,1,1,55.75186958217441
3,2,0,0,1,1,0,49.42146037268929
5,2,0,1,1,0,0,50.72034411220248
1,3,0,1,0,1,0,51.15374120047922
3,3,0,1,1,1,0,49.91403936317872
4,2,1,0,0,1,1,54.37867537534328
0,2,0,1,1,1,1,55.42310241270479
2,2,0,1,0,0,0,51.182791912246174
3,2,0,1,1,1,1,55.69324282784096
1,4,0,1,1,0,0,49.66419886175312
4,3,0,1,0,1,0,49.53039833032732
4,3,0,1,1,0,0,49.61581471204802
-1,2,0,1,1,0,0,51.98129421939398
2,2,-1,0,1,1,0,49.67296492920956
2,3,0,0,1,1,0,50.732174195063145
2,2,0,1,1,1,0,51.53117466051281
4,3,0,0,1,1,1,54.48342694440596
5,3,0,0,0,1,0,52.20875017319658
4,2,0,1,0,1,0,49.80763421596343
4,3,0,1,0,0,0,50.4420643840702
2,2,0,0,0,1,0,48.60320436498335
6,3,0,0,1,1,0,49.08050303037271
4,2,0,1,1,1,1,55.9463300229286
2,3,1,1,1,1,1,56.45890771533177
3,2,0,0,0,1,1,56.01202420813112
7,3,0,1,1,1,1,54.60418323051677
1,3,0,0,1,1,0,50.87093142514344
8,2,1,1,0,1,1,54.90743450685783
2,2,0,1,1,0,1,55.073186222133366
4,2,0,1,1,0,1,54.12109630023519
4,3,0,1,1,1,1,54.86726302787992
4,2,0,1,0,1,0,47.97225575863341
4,2,0,1,1,1,0,49.56924589306296
3,2,0,0,0,1,1,56.66358403134259
2,2,0,1,1,1,1,53.27387888645261
4,3,0,1,1,1,1,57.05913906769808
6,3,0,0,0,0,0,50.50435134001643
4,3,0,0,0,1,1,54.25855213900234
4,2,0,0,1,1,1,53.110100210974494
6,3,0,0,0,0,1,55.06239873652464
3,2,0,0,1,0,1,54.57798946886956
6,3,0,1,1,1,1,54.32189726819554
3,3,0,0,1,0,0,51.190854765896376
0,2,0,1,1,1,0,51.314068272744144
1,2,0,0,0,1,1,55.6925844442309
1,3,0,1,1,1,0,51.83082135948777
4,2,1,1,0,1,1,54.671083718807004
6,2,0,0,1,1,0,50.45163286233239
8,2,0,1,1,1,0,49.69434535384919
6,2,0,0,0,0,1,53.037521006992606
3,2,0,0,0,1,1,54.64763000525534
1,3,1,1,0,0,1,56.4555195052338
6,3,1,1,0,0,1,54.73757003535603
4,3,0,1,1,0,0,48.26223732306692
4,1,0,0,0,1,1,53.83650883617766
1,3,0,1,1,1,1,56.306915569944834
5,3,0,1,1,0,0,49.58823466868663
3,3,0,1,1,0,0,50.77380886563704
0,2,0,0,1,0,1,53.7664322835133
4,2,1,1,1,1,1,54.60361223390348
4,2,1,0,0,1,1,53.46015100610467
4,3,0,0,1,1,1,55.5861217863916
4,2,0,1,1,1,0,50.62542848893029
5,3,0,1,1,1,1,56.54379113689885
8,2,0,0,1,1,1,53.60931159846846
0,3,0,1,1,1,1,57.12428275660843
5,2,0,1,0,0,1,52.4402027049591
4,2,0,1,1,1,1,55.20566707587104
3,3,0,1,1,0,0,51.554373866230016
4,1,0,1,1,1,1,54.68923886232491
9,2,0,0,0,0,0,49.20476188105416
5,2,0,1,1,1,1,53.13412097974862
4,3,1,1,1,0,0,52.37111162075411
1,3,1,0,0,1,1,55.109426384247215
7,3,1,0,0,1,1,53.89528040716577
2,2,1,1,0,0,1,55.37422003038238
1,3,0,1,1,1,1,57.68863121038027
4,2,0,1,1,1,1,54.66435671015603
3,3,0,1,0,1,0,49.55385709507186
4,2,0,0,1,0,0,50.28883403466571
2,3,0,1,1,1,0,50.49440964912594
7,3,0,0,1,1,0,50.5242448628073
1,2,1,1,1,0,1,55.41941452149227
4,2,1,1,1,0,1,54.009184394940114
0,3,0,1,0,1,0,51.81442861986815
1,2,0,1,1,1,1,56.24210357235935
8,3,0,1,1,0,1,53.711720406615065
6,3,0,0,1,1,0,49.30472846063619
3,1,0,0,1,0,1,54.68465808640893
0,1,0,1,0,0,1,55.12831845341449
7,2,0,1,1,0,0,49.1066986447467
2,3,-1,0,1,0,0,51.75491062070002
5,3,0,1,1,1,0,49.994805058082015
0,3,-1,1,0,0,0,51.31348883002072
5,3,0,1,1,1,1,56.18012911599778
6,3,1,1,0,1,0,48.40797626711748
6,2,0,0,0,0,0,49.31272823350569
4,2,0,0,1,0,1,54.32601464344207
2,3,0,1,1,1,1,56.55043066555154
0,2,1,1,0,1,1,56.12211674361808
1,2,0,1,1,0,1,55.539306481268014
3,3,-1,1,1,0,0,50.98474678323395
1,2,0,1,1,1,1,56.333802727802855
5,2,1,1,0,1,1,53.25265000470639
7,2,0,1,0,1,1,51.62946619736823
3,2,0,1,0,1,1,53.783206923999536
3,2,-1,1,1,0,0,50.30925642197131
7,2,0,0,0,1,0,49.193573342642686
2,3,0,1,0,0,0,50.65473920050753
1,2,0,1,1,0,1,53.334299503276746
3,3,0,0,1,1,0,52.88114679022725
5,2,0,1,0,1,1,53.26235756180881
7,2,0,1,1,0,0,48.79215575258032
1,2,0,0,1,1,0,51.006777523955705
4,2,0,1,1,0,1,55.09778225227836
2,2,0,1,1,0,1,54.99666696790506
3,2,0,1,1,1,1,53.9251058967534
2,3,0,1,1,1,0,51.15404186376384
5,2,0,1,1,1,0,49.50732667781415
3,2,0,1,0,1,1,55.84288193446285
-1,2,0,1,1,0,1,54.99552871935978
5,2,1,0,0,1,0,49.58944278451097
5,2,0,1,1,0,0,48.75214147742639
5,2,0,1,0,0,1,53.249950883101405
2,2,0,1,0,1,0,50.11705202516662
6,3,0,1,0,1,0,50.47886873008446
3,3,1,1,1,1,1,54.55188421708278
5,3,0,0,1,1,0,50.83079188787951
1,3,0,0,1,1,1,57.81748921958193
4,3,0,0,0,1,0,50.21092675585933
3,3,0,0,1,1,0,51.62261776074152
1,3,0,0,1,1,1,56.40039811423853
5,3,0,1,0,1,0,48.5811971157076
3,2,0,1,0,1,0,50.13088220206571
7,2,0,0,1,1,1,54.26203318643866
2,3,0,0,1,1,1,54.40192823305678
4,3,0,1,0,0,1,56.32401937257378
5,2,0,0,0,1,1,53.3051853675605
3,3,0,1,0,1,0,48.90138924877548
7,2,0,1,0,1,1,53.3026807078633
7,3,0,0,1,1,0,52.74153184696159
6,4,0,0,1,1,0,52.58798968166299
3,4,0,1,0,0,0,52.00954597107828
4,3,1,1,1,0,0,51.58044662895318
2,3,0,1,0,1,0,51.38842158608509
5,3,1,1,0,1,0,51.87599383053999
8,2,-1,1,1,1,0,48.03394705083954
3,3,0,1,1,1,0,50.58171698306754
1,2,0,0,1,0,0,49.96145616655443
4,1,0,1,1,1,1,53.86372432005001
5,3,0,0,0,1,0,51.97358097216074
3,2,0,1,0,1,0,49.886409604639375
4,2,0,1,0,0,0,50.560141566244575
4,3,0,0,0,1,0,51.29875471490868
1,3,0,1,0,1,1,56.43201199428699
0,3,0,1,1,1,0,50.961342937854
5,2,0,1,1,0,1,53.11420782164713
6,3,0,1,0,0,0,51.05243876274221
4,2,0,1,1,1,1,56.033603382353455
5,3,0,0,0,1,0,51.33115682485719
0,2,-1,0,0,1,0,51.98968890563656
4,4,0,1,0,1,0,50.67286461458538
4,2,0,1,0,0,0,48.61311882064709
1,3,0,1,1,1,0,51.50167950145094
3,4,0,1,1,1,0,51.06267269632816
5,2,0,0,1,1,1,56.48209545411289
3,2,0,1,1,0,0,49.06888887806667
2,2,0,0,0,1,1,54.67390111816046
6,3,0,1,1,0,1,54.20000381402544
0,3,0,1,1,1,0,50.027677254859945
1,2,0,0,1,1,0,50.51827792931131
1,2,0,0,1,1,1,54.213834011674905
3,2,0,0,1,0,1,54.09746770907096
7,3,0,1,1,1,0,49.41891459375911
3,3,0,1,1,1,0,50.957692793180655
1,2,0,0,1,1,0,49.05978535768297
9,2,1,0,1,0,1,51.4896082496408
1,2,0,1,1,1,1,57.94985530913721
1,2,0,0,0,0,0,50.46906191265335
7,3,-1,1,1,1,0,50.325250889214495
6,2,0,1,0,1,1,54.40576164939392
5,2,1,0,1,1,1,53.4066721266856
4,2,0,1,1,0,1,55.114114940973344
8,2,1,1,0,1,1,53.17555777928321
3,3,0,0,1,1,1,55.52679581749785
3,2,0,0,1,1,0,50.40769757050556
1,2,0,1,1,1,1,56.83730999338291
6,3,0,1,0,0,0,49.63883888540009
2,2,0,1,1,1,0,50.54253926057681
2,2,0,1,0,1,1,55.592460582876086
4,2,0,1,1,1,0,50.13508630673143
2,2,0,0,1,1,1,56.05443722799132
9,3,0,0,1,0,0,49.92959310250417
2,3,0,0,0,1,0,52.77185197584819
3,1,0,1,0,1,0,49.65759267118261
1,3,0,1,1,1,0,51.14996039238216
4,2,0,1,0,0,0,49.80924588401679
3,2,0,1,1,0,1,54.40701193178592
1,3,1,0,1,0,0,52.41240728724382
0,3,0,0,1,1,0,51.195926937722895
2,2,0,1,1,1,1,55.506527653861816
7,1,0,1,0,1,1,53.05366101942752
5,2,0,1,1,0,0,49.509852111132254
4,2,1,1,1,0,1,54.56323057024324
1,2,0,1,0,0,1,55.911268403921
3,3,1,1,0,1,0,51.2926144453453
2,3,0,0,1,1,1,57.43621429140882
-1,2,0,1,0,1,0,50.75275109595452
3,3,0,0,1,0,0,50.63007284757145
3,3,0,1,1,1,1,55.19948633374636
4,3,2,1,1,0,1,56.10126653849273
6,3,0,0,1,0,0,49.51646473894677
2,2,0,1,1,1,1,55.79669031537336
8,3,0,0,0,1,1,53.41206012233816
2,1,0,0,0,0,1,55.85335047570331
4,2,0,0,1,1,0,51.19761239634785
4,3,0,1,0,1,1,54.0811870274136
3,2,0,1,0,1,1,53.59436983686368
0,3,0,0,0,1,0,51.51889212334538
5,3,0,1,0,1,0,50.63986614439503
2,3,0,1,1,1,0,52.67720949434368
8,4,0,1,1,1,0,49.40683364635216
1,3,1,0,1,0,0,51.90336394016963
5,2,0,0,1,1,1,53.94540068479632
4,2,0,1,0,1,0,48.894051620697525
1,2,0,1,0,0,1,56.98356777360192
7,3,0,1,1,0,0,51.117252710778594
5,3,1,1,1,1,1,54.76006562627624
5,3,1,1,1,0,1,55.91480135594004
7,3,0,1,1,1,0,49.86000589563736
6,2,0,1,1,1,0,48.40668165451398
0,2,0,1,1,1,1,56.37809815171276
9,2,0,0,0,0,0,47.78278492673317
3,3,0,1,1,1,1,54.75053674164526
4,2,0,0,1,1,1,54.38721064414649
4,3,0,1,1,0,0,51.78680701417123
0,2,0,0,1,1,1,55.33057876337312
3,2,0,1,1,1,1,54.00881103802844
5,2,0,1,1,1,0,50.40206795029732
6,3,0,0,0,1,1,56.48960820175205
0,1,0,0,1,1,1,55.10966137132673
1,1,0,0,1,0,1,54.31232280190683
6,1,0,0,1,1,1,54.013408448528565
3,2,0,1,1,1,0,51.73403667336515
2,2,0,1,0,1,1,55.09948098237276
4,2,1,1,1,1,1,54.86454864844273
1,2,0,1,1,1,1,55.78968837076896
-1,3,0,1,1,0,0,52.41891412366253
3,3,0,1,1,1,1,55.96967672351301
2,2,0,0,1,0,0,48.908952474086654
1,2,0,1,0,1,1,55.71707431586007
5,3,0,1,1,1,0,50.16565436801634
0,3,0,1,0,1,0,49.81060808505003
0,2,0,0,0,1,1,55.045869509477406
