age,previous_convictions,income,gender,minority_status,judge_experience_years,legal_representation,sentencing_length
10,29,2,0,1,15,54,351.9161123218379
8,28,3,0,1,11,54,352.8134263616549
11,26,12,0,1,11,48,313.58913115548773
14,31,13,0,1,14,56,364.01939040762136
12,30,10,0,0,9,51,337.5436473734076
11,31,13,0,0,9,54,348.2637462168464
11,30,13,1,0,11,55,357.6385926352867
12,27,9,0,1,14,53,343.18061316517844
10,31,3,1,0,10,55,359.9174391972141
6,29,8,0,0,11,54,351.94128674737374
15,34,6,0,1,13,57,367.8634643451031
13,29,7,0,0,14,54,349.42061545719486
6,31,8,0,1,13,57,372.3023856810474
14,29,3,0,0,14,53,343.5992327307032
14,34,6,0,0,14,55,356.6468570648412
8,29,12,0,1,10,50,329.25063947140177
11,28,10,0,0,8,49,319.7165732049468
12,29,8,0,0,10,53,344.6024376221834
11,31,4,1,0,7,53,345.79489757719574
10,29,6,0,0,8,53,346.4329341830603
10,28,10,1,1,12,52,337.4797697340846
13,30,7,0,0,14,54,347.9143711323776
9,32,7,1,1,12,55,360.4506645077476
10,29,8,1,1,12,56,363.8355914272298
12,32,7,0,0,9,53,347.3665945988614
8,29,12,0,0,13,54,350.1961227722734
7,35,4,0,0,15,60,386.5804769352301
8,28,14,0,0,11,53,344.59302815301885
11,26,4,1,0,10,50,328.7249730510308
11,30,8,1,0,12,56,364.8580675825961
12,29,4,0,1,15,54,350.3175534619112
9,29,1,1,1,11,55,359.6731345123677
11,31,7,1,0,14,55,356.9056173094725
11,34,1,0,0,12,56,363.577698779237
6,29,10,1,0,5,49,323.98223368605653
14,28,6,1,0,11,52,339.4945479789537
10,28,15,0,0,13,53,345.1975657339453
13,32,9,1,0,13,54,353.11669679025675
11,34,12,0,0,15,56,361.9521306260406
10,31,10,0,1,11,57,368.5344748946979
11,28,5,0,0,15,55,357.771730506247
8,26,10,1,1,12,51,335.73883883251096
8,33,6,1,0,12,59,384.5883901992685
8,30,4,0,0,11,54,353.3282387728896
8,31,3,1,0,14,60,387.7517745376317
13,33,8,0,0,12,57,370.22251851682114
4,31,5,0,0,10,57,371.85010148961067
15,31,8,0,0,15,56,364.6945244604366
10,31,6,0,0,10,57,370.9410607035339
7,26,4,1,0,12,53,345.16514645291363
6,31,8,1,0,8,56,363.6131578082832
5,33,12,0,1,12,59,381.3748190831149
8,32,6,0,0,10,56,364.818842452488
10,29,11,1,0,14,56,362.17007287919256
7,30,13,0,0,8,53,345.9398563452886
7,30,4,0,1,14,56,363.3197656643872
14,30,9,1,1,13,51,331.3425665421016
6,29,6,1,0,10,56,363.8829444654745
9,28,1,1,0,10,52,342.1931568178911
9,27,5,1,0,11,53,343.0402675884226
8,29,7,0,1,13,54,352.5008486762063
8,28,12,1,0,13,54,351.4512668204822
14,27,2,0,1,10,50,328.6049183901731
4,27,4,0,1,10,52,342.57236185601573
8,27,7,0,1,9,51,336.17285515399254
11,27,7,0,0,5,50,329.12187430412706
6,29,9,0,1,13,58,377.7592815270026
6,28,10,1,0,7,52,340.5773674495697
7,30,8,0,0,11,57,372.5217539052599
12,31,8,1,1,11,55,357.0060463260121
9,31,11,0,0,13,54,350.8362733239701
7,29,11,0,0,11,55,360.7222106978069
11,29,0,0,0,9,55,358.1988950194978
12,27,10,0,0,12,52,338.87117249342657
12,28,8,1,0,13,52,337.74510789373284
4,30,8,0,0,13,56,364.8578330834296
6,31,5,1,0,9,56,367.5977401047492
8,30,11,1,0,13,57,372.0480883033455
5,31,10,0,0,10,53,345.90770385492664
7,32,5,0,0,11,54,354.14350131576845
10,28,13,0,0,12,52,337.24252455623224
10,30,8,0,0,13,55,355.3563570530948
10,35,9,1,1,13,58,376.2834378379328
9,27,8,1,1,12,55,357.8894297754508
7,31,0,0,0,13,58,379.2407501596719
13,28,4,0,0,11,52,336.8064697628077
7,27,12,1,0,13,53,345.7788143648194
8,29,7,1,0,9,53,346.66235210167963
7,30,7,1,0,11,55,356.58317074394904
7,29,6,1,0,13,55,357.9189388160135
10,30,9,0,1,13,54,351.4833532278384
14,30,6,0,0,12,53,347.280985323418
10,31,5,0,0,10,56,362.4819159579082
10,34,4,0,0,11,56,366.13665206782287
10,34,5,1,0,11,55,358.537323683368
10,29,1,0,1,14,53,350.2269568132497
9,32,9,0,1,10,55,359.788326217542
11,30,9,0,1,11,52,338.5708001221964
11,31,7,1,1,12,57,368.2115542680274
9,28,10,0,1,13,54,352.66993877538
8,28,3,0,1,10,53,348.97711357553385
7,26,4,1,0,17,57,368.4844948914196
7,30,6,0,1,11,56,365.7970043457898
9,28,5,0,1,13,52,339.3195754280935
10,25,9,0,0,11,50,326.8631996685839
8,30,10,1,1,7,52,341.26668645314925
5,27,4,0,0,9,53,349.6121895422372
13,29,6,0,1,9,53,347.57851499206805
10,29,11,0,0,8,52,342.1286138322936
14,31,6,0,0,15,57,368.0525464893061
12,27,5,1,0,11,50,328.80887820038686
15,32,10,0,1,11,54,350.45947806163105
9,31,13,0,0,11,55,357.676407286956
14,33,10,1,1,17,58,372.0292946905432
7,31,8,1,0,12,59,381.3763776077405
12,25,5,1,0,12,50,324.05181001446743
9,30,6,0,0,14,58,376.3197444352029
7,31,4,1,0,14,58,377.1378704823495
5,29,2,0,0,13,58,375.0388477949907
13,32,14,1,0,12,56,363.1538235556625
8,29,5,0,0,13,55,360.8137201709336
10,33,6,1,1,14,60,387.4826286520315
7,30,5,0,0,11,53,350.3137843771642
12,29,8,0,0,12,53,343.32262196355504
8,30,10,0,1,8,53,349.1708543499221
7,31,11,0,1,12,54,351.57497915487505
12,30,4,0,0,8,50,330.91107385447754
12,25,11,0,0,10,47,306.181062858533
10,30,8,0,1,13,53,345.0582856360306
11,30,15,0,0,10,54,353.4739940115865
12,28,4,1,0,12,54,350.0848806247356
10,32,10,1,0,9,56,364.3652638139976
10,30,13,0,1,12,54,348.63479861797214
12,29,11,0,1,13,54,350.63912910716806
8,29,5,1,1,9,51,335.2746104527174
7,32,7,0,1,10,56,362.7622444546224
11,27,7,0,1,14,51,332.5448975553068
11,35,7,1,1,11,58,380.958982280728
13,29,7,1,1,7,55,358.31475654509416
15,30,7,0,0,12,53,345.9640475071241
10,27,11,0,0,15,52,336.8843611850841
12,33,6,0,1,12,56,366.8411790354087
7,31,7,0,0,13,56,365.1562235911029
9,27,11,0,0,9,49,323.7307986639327
11,29,10,0,0,11,51,331.0920716957268
9,27,8,0,1,10,50,327.64733574015315
13,27,6,0,0,12,53,344.1328911024462
6,32,9,0,1,14,57,368.5886353595019
5,32,12,0,0,10,57,372.5130725704998
8,31,5,0,1,13,55,356.2425797738009
12,31,8,0,0,13,56,367.033306705465
10,28,2,1,1,12,55,357.6647932995696
9,29,3,0,0,10,53,345.6776453354836
11,29,9,0,0,12,54,351.4570322132348
11,30,8,1,0,10,53,348.3451477252397
9,35,13,0,0,11,58,375.8489955711853
7,31,11,0,0,14,58,376.65258846465787
11,29,11,0,0,10,54,353.5335994807003
16,28,5,0,0,13,50,324.2459138928482
10,29,8,0,0,10,54,350.5029096098993
8,32,7,0,1,13,58,375.8349799942742
9,29,5,0,0,11,53,345.2982268419745
11,27,10,0,1,12,50,326.1871289365071
9,32,7,1,0,11,55,359.40865559364005
6,33,4,0,0,11,57,369.5150728991688
6,30,3,1,0,12,54,353.096689215391
8,25,6,0,0,12,50,326.37627479798374
7,28,11,0,0,11,50,327.23507310328006
8,26,3,1,0,11,51,334.662719293752
7,28,3,0,1,15,56,365.7236387680398
11,28,9,1,0,12,54,350.6378081653165
10,32,3,1,1,11,56,362.2451009442139
9,33,8,0,0,11,56,364.258090227324
9,27,8,1,0,11,53,347.9175839092561
5,28,4,0,0,14,55,357.9754648016104
10,31,10,1,1,10,55,360.30470527074766
10,35,3,0,0,12,59,382.2929075910818
11,32,9,1,0,12,55,359.20184265989747
12,29,8,1,1,13,57,370.8655143953294
5,26,7,0,1,11,51,335.77144221227474
10,30,10,0,1,11,54,353.1048585540274
9,31,6,0,0,10,57,369.8110148984798
12,31,9,0,0,10,53,344.89913228695434
12,32,16,1,0,11,59,381.521456442853
10,28,7,0,1,13,54,351.7519151830279
10,30,8,1,1,10,54,354.07141166019096
6,27,8,1,0,9,50,327.7196809121941
11,29,9,0,0,13,52,337.8821831281174
11,32,6,0,0,8,52,341.1861689371125
7,32,2,1,0,10,55,359.7794561603099
7,25,9,0,1,13,55,356.17045012592786
10,30,10,0,1,12,53,345.60776427584733
9,32,5,1,1,11,55,357.5154842216746
11,28,9,1,1,10,51,331.72554363796223
9,26,8,0,1,12,52,340.92603128742667
11,34,7,0,1,11,57,369.4299454689673
10,31,7,0,1,11,53,347.5061388234478
11,32,6,1,0,10,54,353.4411987665411
9,28,12,0,0,15,54,350.96396973323067
9,32,10,0,0,13,58,376.0442082181988
8,31,10,0,1,12,55,360.45398020710365
7,28,7,0,1,12,54,351.3072942478106
9,30,6,0,0,13,56,362.9157026844333
10,27,9,0,1,12,53,346.0956575659836
14,31,12,1,0,11,52,339.1814766439564
10,32,6,1,0,10,54,352.86558554362006
11,30,8,1,0,11,55,355.32295907040896
9,33,4,0,0,10,57,371.1432125367146
8,30,8,1,0,10,54,352.13751621995226
8,29,9,1,1,12,56,361.84955164136073
10,33,9,0,0,13,57,368.5436151561095
12,30,6,0,0,10,54,351.96676029904864
11,27,8,0,0,10,52,342.0030107473576
14,29,13,0,0,10,50,327.7840110184475
10,35,11,0,1,8,55,359.78548293214646
11,31,10,0,0,10,54,351.26115512743434
9,31,8,0,1,11,56,364.6744931009882
8,34,4,1,1,13,59,383.2236376496516
12,33,7,1,1,12,57,370.11592189971446
11,25,9,0,0,15,51,332.70478564826266
8,27,15,1,1,13,54,350.94233653197875
12,27,7,0,1,14,52,338.85485953494367
12,30,14,0,1,9,54,351.527829908957
7,31,5,0,0,12,57,367.9485100911536
16,26,9,0,1,11,49,318.9702950068684
11,26,5,0,1,14,50,327.4507166095506
11,25,5,0,0,11,52,339.68271163349084
7,27,7,0,1,12,54,354.7857430089283
13,30,7,1,1,10,52,342.120483123745
13,29,7,0,1,12,53,345.274699085547
10,31,6,1,1,10,53,345.21721541006366
9,27,14,1,0,12,52,341.14757668210194
7,25,8,0,0,9,50,331.31040890425174
7,26,4,0,0,11,55,357.74185806992097
6,32,9,1,1,11,58,376.6538248940333
13,31,6,0,1,10,54,354.2373949010936
6,31,11,1,1,10,57,375.5008134004374
10,32,9,1,1,11,57,371.6314991421645
11,29,6,0,0,11,53,346.74980120677213
4,29,13,0,1,7,54,355.12699527688267
9,29,16,0,0,11,52,340.58528275100184
11,29,7,0,1,10,51,333.9855359601619
6,30,10,1,1,9,56,364.998111727281
9,30,9,1,0,12,54,350.70722361502857
11,31,6,1,0,10,55,358.95125818861266
6,31,5,1,0,15,58,375.23889593732537
11,27,7,1,0,15,57,368.6847322834202
9,31,11,0,0,8,52,341.63106582097447
6,28,6,0,0,11,53,346.9497468274683
9,31,2,1,1,11,57,371.9991100380474
5,31,10,1,1,13,58,376.7307483831473
10,28,6,0,1,9,51,333.11441842339445
9,31,7,0,1,10,54,352.70754119608625
10,30,6,0,0,11,57,368.64357032972646
6,32,15,0,0,13,58,376.3663432081607
12,31,11,0,0,13,53,345.4951391427041
13,27,10,0,0,16,52,338.89673100817885
10,31,6,0,1,9,55,361.58601080377616
8,31,8,1,0,13,58,377.255803230387
9,32,10,0,0,10,58,375.0418878867175
4,30,4,1,1,14,58,376.8946541933915
8,30,5,0,1,11,54,352.37402996825
9,27,11,1,0,12,54,352.09842544084063
12,28,8,1,0,9,52,338.6988308633291
10,30,7,1,0,15,56,364.4371293609249
12,27,14,0,0,12,52,338.120942228684
13,27,7,0,0,13,50,324.4204239413997
6,28,5,0,1,9,53,346.2081851221551
13,29,14,0,1,11,54,353.3869098102967
8,34,5,0,0,11,58,377.16045980474513
11,28,6,0,1,12,52,340.8397733436258
13,31,6,1,0,13,57,370.8154804545393
11,26,8,0,0,9,49,321.2012857925324
11,29,10,0,0,11,54,348.33561266333743
4,29,10,0,1,12,54,352.33004906545307
10,32,2,1,0,8,54,356.0176466296724
12,26,12,0,0,15,54,350.15151239943407
9,28,5,0,1,11,50,329.7438255380607
9,31,11,0,1,9,55,358.7354828244421
12,30,2,1,0,11,52,341.3397992304788
16,29,9,0,1,10,50,326.99459371088165
15,29,8,0,0,11,51,332.4019226635759
15,27,2,0,1,12,50,326.16160560205884
10,31,1,0,0,10,54,352.8153624061315
3,28,5,0,0,14,57,371.1906550932563
10,31,2,0,0,15,57,369.65021222337066
12,29,11,0,1,14,55,358.5684277229927
4,30,11,0,1,12,55,356.01508971220983
10,28,11,1,0,13,54,350.8546186201675
9,24,6,1,1,11,52,340.597527190971
10,29,4,1,0,12,54,351.06320399590487
12,24,14,1,0,11,49,316.66976834488594
9,28,5,0,0,14,55,356.13890569390287
10,29,8,0,0,14,57,368.651136553568
7,26,9,1,0,12,55,356.6794366213894
4,28,15,1,0,9,54,354.25786153045885
8,31,9,1,1,13,58,375.9972602305161
10,29,5,0,1,9,50,327.77669493735635
3,25,5,0,0,13,53,346.34895868923087
12,27,2,0,0,11,50,326.3232501180159
10,26,7,0,1,12,52,339.1734436272285
12,28,8,1,1,10,53,343.80084605163034
10,26,7,1,0,10,51,334.008618478433
11,29,10,0,1,11,52,338.381103790862
14,29,6,0,0,11,52,338.7685424554307
5,27,12,1,0,12,53,347.55658573036004
6,29,2,0,0,9,53,344.8531171763284
9,25,8,0,0,14,52,338.7943877814172
11,30,14,0,1,10,53,345.8532010598184
10,30,9,1,1,13,58,377.3696937823812
6,28,13,0,0,12,52,340.43858254315825
13,29,14,0,0,11,53,343.02836135894995
9,29,6,1,0,16,59,380.4357495999904
7,27,7,1,0,17,59,378.8825436627578
13,33,3,1,0,9,57,371.0391011473784
8,32,7,0,0,9,56,366.8931092066844
11,27,2,0,0,11,52,342.5604832398589
13,33,10,1,1,10,55,358.2175733299924
12,31,8,0,0,8,54,352.9691964706033
9,32,0,0,0,16,58,378.29694129739096
12,29,6,0,1,14,55,356.42779004135025
8,29,6,0,1,12,54,349.5324152089109
10,29,12,0,0,13,51,332.4750427485204
12,29,9,1,0,12,51,332.1834954456958
12,25,11,0,0,11,51,333.889327934364
6,30,6,1,1,10,54,355.0242678206373
10,29,8,0,1,12,54,349.67180449224986
10,28,9,0,0,8,52,338.6808488365182
16,30,14,1,0,10,51,332.1754038293764
5,32,3,1,0,11,57,372.2228599372848
10,27,10,1,0,13,55,356.2854514864019
9,32,7,1,0,15,56,361.4022236089544
17,30,11,0,0,12,52,336.4576346269456
12,29,9,1,0,8,51,334.36816451235137
8,29,5,1,0,16,54,348.9643523671912
8,33,2,0,1,12,57,368.834551267694
7,29,8,1,1,12,55,357.62768969509654
13,33,9,0,0,11,53,344.6130699214479
12,29,5,1,1,14,56,364.1533392092685
7,28,4,1,0,12,56,365.40842382854737
11,31,9,0,0,10,54,348.5172980855573
10,31,3,1,0,12,56,364.93296431005774
8,30,13,1,1,9,55,358.0028481503824
5,31,2,0,0,14,56,364.1772567740903
7,29,7,0,1,10,51,334.6722313282719
8,28,6,0,0,11,53,347.3721328163763
12,36,11,1,0,14,60,386.3920176519277
9,28,9,0,0,11,54,350.5316673366618
7,26,3,0,1,12,51,333.7275315548584
8,30,10,0,0,14,56,365.0297179278161
16,27,10,1,0,10,51,333.4691304727411
10,29,7,0,0,11,55,357.1679195531621
11,32,5,1,0,16,58,373.9371751494848
10,28,9,1,0,12,53,347.6687306006216
11,30,5,0,0,9,55,357.10296847696486
9,27,7,1,1,13,57,370.2254787250372
8,26,6,0,0,12,53,343.19825917625
14,30,7,0,0,9,54,353.1373644820241
10,30,8,0,0,12,56,364.2903017835713
10,29,6,1,0,10,53,345.3782639752264
12,27,9,1,0,14,54,350.9235870422368
14,33,9,0,0,11,55,360.5684192140756
7,34,0,1,0,13,59,385.5757030372771
7,32,13,1,0,13,58,375.7830228473342
8,27,4,0,0,9,52,339.306782448962
