defendant_age,prior_convictions,gender,minority_status,offense_severity_score,public_defender_assigned,sentence_length
9,6,0,1,22.6232179828374,1,13.670946355921265
3,5,0,1,19.6593980862442,0,6.084995078685807
9,5,1,1,19.996805661878835,0,5.12173695493556
5,1,1,1,21.420330763921683,0,8.608282477867883
8,7,1,1,21.062269176382525,0,8.096356276291882
8,7,1,0,22.18692469447936,1,13.68601131264662
10,4,1,0,21.09324824151338,0,6.833522907049247
4,6,0,1,21.69380559889613,0,7.5478146577541105
10,3,1,1,22.962794916233733,1,14.969585539784076
10,5,1,0,23.62392866125171,1,15.48591036616489
2,8,1,0,23.27623653116891,1,15.48970694538983
6,8,1,1,18.377863535600525,0,3.456321999376608
4,5,1,1,18.783408210983808,0,4.8382849873822575
5,4,0,0,23.777977569440807,1,16.111389422700377
6,6,0,1,18.561398547664336,0,2.970734718891393
8,6,1,0,21.397364361925835,0,7.30554218215845
6,6,0,1,21.71636228360709,0,8.604651769274483
13,5,1,0,21.22490645473801,0,7.43791374211257
14,5,1,1,21.687727233889422,0,7.499712821447736
13,8,0,0,21.51580355944389,0,7.730660322724383
12,2,0,1,22.479219228804773,1,14.30183184567652
12,7,1,1,23.24239967496532,1,13.995980725763337
7,6,1,0,22.281582251277648,1,14.450630660462362
11,5,1,0,22.216785472994907,1,13.544946120784372
3,5,1,1,21.348854818087617,0,8.170052997825064
6,6,1,1,23.03722028931693,1,15.410746239377607
9,5,1,1,23.120773599120348,1,14.548213141200115
8,5,0,1,22.0008313456356,1,14.054630281348294
6,4,1,1,22.5795323310185,1,14.77108146406906
7,5,1,0,23.09782335000739,1,14.564646056889556
9,5,0,0,26.15580082916196,1,16.497859737784545
4,5,0,0,25.83789724685629,1,17.208302902201897
9,7,1,0,22.486659190754928,1,13.849638777149908
9,5,0,1,23.158961334151364,1,15.832031065508488
5,5,1,0,19.69796197333043,0,6.33468880618308
8,6,0,0,19.542794350696063,0,5.306777062415019
6,6,1,1,16.885780548806956,0,2.272542918606343
7,6,1,0,18.53771157336327,0,4.198755453729708
6,3,1,1,17.916092841202982,0,1.938445889096572
2,3,1,0,17.84671859299056,0,4.078917856703675
10,5,1,1,19.3312254224107,0,5.090398276976773
4,5,0,1,21.302891242404,0,8.144050917109942
9,5,0,1,21.9816030483322,0,9.442954157328616
12,4,1,0,23.969293972986502,1,15.67874394374548
5,4,1,1,22.957159444433657,1,14.3342735489348
14,5,0,1,22.0432897996946,1,12.774849738373996
6,5,0,1,22.431949116818014,1,14.051177993193386
5,7,0,1,20.73637892307892,0,7.3121503881475185
6,4,1,1,23.106203567570496,1,15.105383906972683
8,4,1,1,22.21113745807436,1,14.620633773378035
7,6,1,1,22.63340251833636,1,14.450167125279457
7,6,0,1,21.366981744338965,0,8.036329282846145
7,6,0,1,25.65342483837079,1,17.25391600446437
8,6,1,1,21.90355225798222,0,10.04800787166425
9,4,1,1,18.54559251252121,0,4.079733367203382
5,6,0,1,20.63877620878524,0,8.0633707935624
9,6,1,1,22.432697272250795,1,14.080392984024527
3,7,1,1,19.41775619416822,0,5.548312127422245
12,5,0,1,22.79564000488276,1,13.952566667422536
5,7,1,1,19.426205056285625,0,4.516962993511804
6,5,1,1,21.70961899588013,0,8.042793907370898
9,9,1,1,22.59118935064156,1,15.061897716172265
11,6,1,1,23.85168544559434,1,15.059996807758214
9,4,1,0,24.453903682993968,1,15.601364956939776
6,5,0,0,22.69846537225561,1,14.53748614977683
10,8,0,1,22.9446178469365,1,13.449284688695828
2,5,1,1,25.503630619765246,1,17.434486246852885
5,7,1,0,20.077510502148822,0,7.635224154192734
4,5,1,0,22.26794266549836,1,14.94413219740432
4,3,1,1,19.928127953425157,0,6.047710945673792
1,8,1,1,22.88343035644097,1,15.558032301509998
5,7,1,0,23.345129389746926,1,16.11327475855186
9,3,1,1,23.208545152385145,1,14.133081135353954
7,4,0,1,23.70317356496071,1,15.43827224636562
7,6,0,0,22.980981057802172,1,14.48816528729435
7,7,1,1,17.8922684176561,0,2.3288950481534285
7,5,1,1,21.24376415475919,0,8.00070338039377
12,4,1,0,21.51416579027488,0,7.603039192502247
7,8,1,1,24.571998517690865,1,15.922750626615615
10,6,0,0,23.74619693974064,1,15.571958992429826
16,6,1,1,21.074335684197088,0,5.831553691361053
13,5,1,0,17.836311323282352,0,2.217602447218576
7,7,1,1,21.17958303109377,0,7.719629230624437
9,5,1,1,22.75063426166491,1,14.5654594711531
9,6,1,1,23.579047075881924,1,15.37514747826755
9,2,1,1,22.98776043153598,1,15.094608913072134
3,6,1,1,20.709547674957967,0,6.393948919960215
13,4,0,0,23.006366815408704,1,13.398596313924696
7,8,0,0,21.18181107394789,0,7.969098172867013
10,4,1,1,21.22434241503122,0,7.697881629375151
7,5,1,1,22.018428079130583,1,13.744829850999729
12,7,1,0,23.33830643864426,1,14.50289620328643
8,4,1,0,23.40662430719472,1,14.875355649223415
9,3,1,1,23.80540096042644,1,14.131672242768555
6,5,1,1,22.53253409658216,1,14.610756021711394
11,7,1,0,21.24819852906858,0,8.16586253529593
6,5,1,1,21.931463041066017,0,9.29892712030584
10,2,1,1,21.344618309445064,0,8.567937981332781
5,6,1,1,22.605340772160456,1,15.261786904700962
7,5,0,0,21.29485556794528,0,7.917445734811122
13,7,1,1,23.11235203037493,1,15.048780158304584
7,7,1,1,19.044895035176463,0,6.134813815981367
9,5,1,0,21.94276026247291,0,8.390486149994468
6,5,1,1,19.365503006622728,0,5.269844891314266
10,7,0,0,20.293040633043383,0,7.199988691385311
6,7,1,1,19.256278724973495,0,5.109030084684096
10,5,1,0,19.41355170262416,0,4.784419066053339
8,3,0,1,24.21396136450205,1,15.191737173888576
11,4,1,1,23.202186623644867,1,14.923473505657672
6,4,1,0,20.244702968657343,0,6.764300476212476
9,6,1,0,19.339943175147003,0,4.730156209271134
8,6,0,0,26.052881044805765,1,17.926959186169995
11,7,1,1,22.4723018808482,1,14.238947999642656
11,5,0,0,24.29930218095106,1,15.782277587346693
13,7,1,1,23.27068663571896,1,14.653883509635442
6,6,1,0,21.53665092485297,0,8.681091785322948
9,5,1,1,23.325008926010405,1,13.759900802266587
8,8,1,1,22.24052463995688,1,13.60738187040158
6,6,1,0,22.52937768535153,1,14.54693408023308
4,4,1,0,22.9614580737797,1,15.02484176814061
10,8,1,1,20.35093056840222,0,6.208858177315203
17,7,1,1,24.07582970908591,1,13.731550797359512
14,7,1,1,20.34231201284967,0,6.167476691741085
4,4,1,1,23.278987017448888,1,16.270005548857412
9,9,1,0,20.66345412973437,0,7.504397088342084
4,4,0,0,22.9712221876823,1,15.828052965535072
11,7,0,0,22.783811557005468,1,13.9264971671369
7,7,1,0,21.81008678434813,0,8.893691112128618
10,5,1,1,18.88267740042806,0,4.356920275498392
8,4,0,1,18.86293642661541,0,3.8557987323255007
7,6,1,1,24.103698476913,1,15.853683296054356
6,5,1,1,21.7232571219418,0,8.96162320216176
9,7,0,0,24.619109758678675,1,16.12420200849133
18,8,0,0,21.389462390647665,0,6.246629611129786
8,5,0,0,23.83733877127107,1,15.619851418377252
9,7,0,1,26.13151198686457,1,16.971100787929775
11,6,0,1,23.36564561405227,1,14.692253539287805
6,8,1,1,25.946937307832417,1,17.350764919972743
7,6,1,0,20.32892486940021,0,6.241328539228908
5,8,1,1,20.442032523483636,0,7.490499974123466
16,7,1,1,19.53754994429565,0,3.8339529302808018
6,5,1,0,20.832017075657816,0,7.088016161940589
4,4,1,0,20.37232014476681,0,7.517513868210986
5,6,1,1,23.9957614241103,1,15.88346344091482
7,7,0,0,19.854438964560416,0,5.891430551210997
3,7,0,1,20.78137718678146,0,7.38738114550544
8,6,1,1,20.865311677022817,0,7.337887997693026
3,5,1,1,23.23264462208823,1,15.045708659495334
8,7,1,1,21.29586903508935,0,7.806217372713744
12,7,1,1,22.73563376971097,1,13.174713402241988
10,6,0,1,23.75031814169349,1,15.277657237721831
9,1,1,1,19.47889931173859,0,5.338903313525182
6,4,1,0,23.127307528144787,1,15.285875494344676
13,6,1,1,20.136607614106456,0,6.415900914522553
12,7,1,1,23.27653238682576,1,14.009421513140516
6,7,1,0,22.96564310239631,1,15.307034247594338
3,6,1,1,19.08434386331218,0,4.314589917391412
8,5,1,1,20.97978996381235,0,6.673885614235747
8,9,0,1,22.510705198333586,1,14.494623068519964
2,7,1,1,22.19043803876246,1,14.875967746303946
6,7,1,0,20.740809047599928,0,7.356047271617351
13,7,0,1,23.50332906257582,1,13.91515260595384
7,5,1,0,20.920013647775665,0,8.439869153355978
13,3,1,0,22.30804515589796,1,14.273414936306208
8,6,1,0,19.919542016389336,0,5.837423461176927
1,2,0,1,21.44797823644044,0,8.705505385038336
10,6,1,1,22.98935788465177,1,14.071591356012645
2,4,1,1,20.625276666850255,0,8.290192130722495
10,5,0,1,21.5823460730806,0,7.363722360985223
9,5,0,1,20.29383451538409,0,6.360007746152244
7,5,0,1,23.67673717395456,1,14.339647766462637
11,8,1,0,23.13636084311369,1,14.353825456962026
3,5,1,1,26.23947112575353,1,17.58248725544184
7,5,1,1,24.78732909824244,1,16.435066041510265
7,4,0,1,22.176714575453268,1,12.825832850820234
9,3,1,1,20.446410113326277,0,6.046743311552717
8,3,1,0,24.04436310902347,1,14.855448454826991
5,5,1,1,23.551696022459492,1,15.153539687687736
11,3,0,0,21.98991358656115,0,9.572302354828803
10,6,1,1,22.531325627260877,1,14.322219492651923
9,6,1,1,19.45440218913145,0,4.696106701702036
8,6,0,1,22.71925797257024,1,14.381605100369876
4,4,1,0,20.52058466249266,0,6.69879649092319
9,5,0,1,23.20998793149288,1,14.342866032058822
5,4,1,1,20.72934634972047,0,8.661866196163535
5,3,0,0,24.131236697170937,1,16.840508751410635
14,4,1,0,20.23954927747278,0,5.437001860788325
5,5,0,0,22.392187120625145,1,14.332752642936985
9,5,0,1,23.25448999587126,1,15.055717139665571
7,5,1,1,25.25899743203052,1,16.99751774177835
9,8,0,1,23.568296803590624,1,14.808531225609544
9,7,0,1,23.001908762917036,1,14.69998088188207
5,3,1,0,23.226408055609937,1,15.691376042401846
12,5,1,0,17.643069984445734,0,1.5146225806198883
8,8,1,0,22.002644127864567,1,13.214031250041376
6,4,0,1,20.555774076791508,0,7.033542836497573
5,5,0,1,24.41400802710194,1,16.542398146907647
5,4,1,1,21.003294222713563,0,7.501619210057188
4,1,1,1,20.882946316737108,0,6.957934601063754
9,4,1,1,20.636513662898988,0,6.49403086615505
9,5,1,1,23.66620458240122,1,15.43248224067249
8,6,1,1,24.869343857041216,1,16.202593870232917
9,5,0,1,24.867012532955883,1,16.316081560267783
6,5,1,1,20.257796190563752,0,6.9581604064879565
6,6,1,0,24.97114245456712,1,17.87613796825648
7,5,1,0,23.269971513248024,1,15.060769825809295
2,8,1,1,20.792736983116832,0,7.697859544657923
12,7,1,0,22.12632839776359,1,12.998532113627569
10,6,1,1,18.8725161039744,0,3.885899988682404
8,7,1,1,22.724208710201516,1,13.93566571871522
2,7,1,1,23.373192916611277,1,15.868342886352329
12,6,0,0,22.665210666107694,1,14.18101999861974
7,4,1,1,24.354617854161926,1,15.929852839067172
12,4,1,1,22.16948685777257,1,12.612099630886147
7,6,0,0,21.01518440172893,0,7.371626498681966
8,6,1,1,22.645002306244677,1,14.731353691833991
2,6,1,1,19.97872318660127,0,5.993282085855496
8,7,0,0,20.877966089858127,0,7.821219263888324
13,6,1,0,24.05358761102089,1,15.386616819620524
7,7,1,0,20.712055477150336,0,7.191490455025421
10,8,1,0,24.85885269606402,1,15.203834173903088
11,5,1,1,21.813657199197348,0,8.674859396772897
11,5,1,1,19.319442459671595,0,4.711320024661378
13,4,0,1,19.31984892313298,0,3.38643916349362
7,7,1,0,24.382784746842663,1,16.356822876065646
9,6,1,1,18.976443359566805,0,5.083113486175245
2,5,0,1,22.18841223557112,1,15.036034354257945
10,4,1,0,23.39242082411516,1,14.8949689141395
11,5,1,0,19.655427815285307,0,4.593021483098141
11,5,1,0,20.999137544458133,0,7.507224843389736
5,6,0,0,23.747185895838925,1,16.264492547483066
6,6,1,0,25.13546389892461,1,16.685133263289504
9,6,0,1,22.649935223951893,1,14.698807506258303
4,5,1,0,21.58809488545065,0,9.08027177021375
8,4,1,0,20.473833612973237,0,6.563186216085514
9,5,1,1,23.26159917543332,1,15.514952881920552
3,5,1,0,21.881218374656846,0,9.680330503993751
4,7,1,1,21.07041541897009,0,7.552560948507803
6,5,1,1,22.953257286692168,1,13.940390135125329
11,8,1,1,19.90258792956111,0,6.364935382865457
4,6,1,1,21.52161338722892,0,8.83819958595951
9,5,1,1,21.270467541046735,0,8.08173560338752
9,5,1,0,19.89011590860657,0,6.014073140415422
9,5,0,1,19.211977483832577,0,5.202387149458716
10,4,1,1,23.786636304761785,1,15.513647161913154
7,5,1,1,22.282921164721326,1,15.209469362854732
6,6,0,1,23.857987463399176,1,15.845082345059
13,5,1,0,24.77481014136884,1,16.141003047786896
3,5,1,1,24.34202222007772,1,15.635795550372354
8,4,1,1,21.765323010499,0,8.792465765551498
8,5,1,1,20.56776424346393,0,6.83387137532664
7,4,1,1,21.290895519795612,0,8.252100470344757
7,6,0,1,24.200874169214018,1,15.212994900540206
10,4,1,0,22.2169139577887,1,13.893817453536542
6,4,1,1,22.78028775340112,1,14.436886788447
8,3,1,1,22.80165314774031,1,14.98396223919436
6,6,0,1,28.176479500180104,1,19.159311497359784
7,6,1,0,20.315780732549342,0,5.905119393556419
4,7,0,0,20.7790386715796,0,7.972372905407426
6,7,1,1,22.438995168759856,1,13.86013927010501
9,6,1,1,18.89899154581542,0,3.403845377757852
13,8,1,1,21.970423077487013,0,9.324380821650667
3,3,1,1,22.66727488822261,1,15.782404899281111
11,3,1,1,22.54011448110213,1,13.406427721209734
7,5,1,1,21.362336458511177,0,8.024784059211095
10,4,1,1,17.815501744744743,0,2.201911991686877
8,9,1,1,23.166233831608544,1,15.175120210397118
11,6,0,0,24.8273283640071,1,16.552668212373266
4,5,0,0,21.68180701516904,0,9.009879019758692
8,4,1,1,18.636819506623645,0,4.384704404875477
1,10,0,1,24.35324568333894,1,16.657138603948138
9,6,1,1,21.019580643667197,0,7.242237743677015
5,7,1,0,20.57512540370845,0,7.224190549782307
6,4,0,1,26.911332102770043,1,18.04052638028547
12,7,1,1,20.683562808038094,0,6.546485740798879
9,2,1,0,20.90139599743513,0,7.3996160085505025
6,3,1,0,20.398738226965268,0,7.763450139858075
6,5,0,1,22.54060759223103,1,13.703818536316732
6,5,1,1,23.44721582958352,1,14.781613992533048
5,6,1,0,26.583780327887908,1,17.536729882427785
8,6,1,1,23.726932394769342,1,15.00094798951988
11,7,1,1,19.758524127613107,0,4.538764814144729
7,6,1,0,24.950413883623792,1,16.40744381099956
4,5,1,1,20.93037304083328,0,7.4021907538088065
6,6,0,1,20.919982314343397,0,7.133183315645983
9,9,1,0,22.760598785253787,1,15.404515788049832
10,7,1,1,22.404242454619972,1,13.577053848438773
8,5,0,1,23.64040727753192,1,15.47979788509288
3,5,1,1,19.81759225893592,0,6.281399778740666
7,4,0,0,19.25285191679053,0,5.9288187437153885
6,5,1,0,25.144884418845287,1,17.2822620701483
8,5,1,1,25.85244280495521,1,17.868728620449485
2,7,1,1,23.034359676738596,1,15.987471989441651
12,2,0,0,21.18715664935639,0,8.460828105638246
6,5,1,1,19.730716472074292,0,5.742524384135598
7,7,0,1,22.22426294588304,1,13.821719558842585
6,5,1,1,18.57259980566741,0,4.327529952405905
5,6,1,1,20.1498360192458,0,7.060561593577416
10,7,1,1,21.85726094590472,0,8.41477144874354
4,4,1,1,22.869483869805357,1,14.610073127563544
7,5,1,1,20.198219574776317,0,5.640384524766905
5,6,0,1,22.643232123032536,1,14.42471252499612
12,5,1,1,24.65940885838377,1,15.3848109231317
9,4,1,1,24.647231099004134,1,15.950306523060226
11,5,1,0,20.102835261460577,0,5.135982322394455
9,6,1,0,23.79673979752117,1,16.216193767577614
4,5,0,1,21.7620213824948,0,8.623179671254496
4,5,1,0,19.489815974193743,0,5.544267916337242
8,6,1,1,19.61318598179652,0,5.581052441159669
7,7,0,0,20.75709045040167,0,7.231884072104232
5,5,0,1,20.735304883276623,0,7.112461719180863
7,7,1,1,21.555569228185668,0,8.13573506943826
11,3,1,1,20.25920572408477,0,6.089007699447903
7,5,0,1,22.536913480522745,1,14.602270603950991
5,6,1,1,25.184529716795858,1,16.8628960762244
4,5,1,1,24.131398125020198,1,15.904572609149051
9,5,1,0,22.794203141047056,1,15.229344348067183
10,7,1,0,21.778069578806804,0,8.793463981519473
4,5,1,1,21.25784332953551,0,7.224309888259378
15,3,1,1,18.84927063186404,0,3.342288396308826
14,7,0,1,22.07868360042627,1,13.52563884269878
3,5,0,0,25.095122101839017,1,16.547355091268994
13,7,1,0,23.696093357700565,1,15.146899317007872
10,4,1,1,23.4457237331804,1,15.374404487887109
7,8,1,1,22.71892690064005,1,15.155390278835831
10,7,0,0,25.75581905917726,1,17.196815742724148
1,4,1,0,26.41011975315181,1,17.446659887579386
11,5,1,0,24.314622385700726,1,16.117937015991288
8,7,1,1,27.647755749670832,1,18.41879760476262
6,6,1,1,23.92735388672373,1,16.015646640520654
11,3,1,0,27.341034400944466,1,17.902216514721612
9,5,0,1,20.905006065090134,0,6.55197331284283
11,5,1,1,23.50366011030744,1,14.849855528551569
4,6,1,0,24.74919186340905,1,16.789835684746453
15,6,1,0,18.93453663851206,0,3.837398721296333
4,5,1,0,21.24068000589123,0,7.757325286938683
10,5,0,1,23.42080198004654,1,15.834571712872751
10,7,1,0,22.19505734263614,1,14.466751994878308
8,6,1,0,22.969802892426625,1,14.766112011503948
9,5,1,1,23.350312298204333,1,14.92147905546535
10,4,1,1,18.706692550428382,0,3.8931734856967246
11,3,0,1,22.999298249998592,1,15.056884131551785
11,8,0,0,19.872079067782156,0,5.792976373090632
5,6,0,1,21.80878942011132,0,9.845547512003426
16,4,1,1,19.660265457225684,0,4.430713802263586
1,5,0,1,18.29976978638201,0,3.902087743229776
15,6,1,0,19.11588841084684,0,4.069567764484857
6,5,1,1,21.688883148344253,0,8.474838000895971
8,5,1,1,22.944506770142866,1,15.177027012352038
7,7,0,1,21.474088587379462,0,8.208431423271882
7,5,1,1,22.727249666257144,1,13.4144317726259
6,4,0,0,21.08549255885244,0,7.31905685694988
8,5,1,0,23.320156379197613,1,14.478026277659046
5,4,0,1,23.15318753204431,1,14.645387792867217
12,8,0,1,20.62525951515231,0,5.788449163821905
4,6,0,1,18.905462361705613,0,5.258996787884646
8,6,0,1,22.82053519765959,1,14.731154515286606
11,7,0,1,23.279571164891824,1,14.75583931492591
12,6,0,1,21.08713440987733,0,7.275853158666539
8,7,1,1,20.689646101925916,0,7.618245628303847
1,4,0,1,22.244215422421824,1,13.777028577726185
5,6,1,1,21.928656985079545,0,9.323633725367271
8,5,1,0,20.4596479736058,0,6.632502902140951
6,6,0,1,20.26399808666245,0,6.595246709975129
6,5,0,1,20.9101799647992,0,7.915317122848973
10,6,1,1,21.186476372896404,0,7.635991155226705
3,5,0,1,22.039724360167316,1,13.91947188192137
8,6,1,1,23.03364301206156,1,13.90566612971035
3,6,0,0,21.143633869859045,0,8.44101239655799
4,8,1,1,20.947012548341124,0,8.381165365453374
5,5,1,1,19.572093157459204,0,4.70143134338075
14,4,1,0,22.161937561730547,1,13.1073527338456
11,5,0,0,21.534882221536808,0,7.695730769332735
3,8,0,0,24.573705918086794,1,16.759992666257528
10,6,1,1,22.02152452031677,1,12.99635322247116
2,6,1,0,17.977762954390396,0,2.989446454369489
10,8,1,0,17.622842650932697,0,1.6905715257956957
6,3,1,1,25.206281499154997,1,16.690515224011104
5,7,1,1,23.10161401950012,1,15.05792408438793
2,7,1,1,23.88701303098948,1,16.02911043947158
10,4,1,0,18.865068394953543,0,5.079228500883872
5,7,0,1,23.06539192894362,1,14.89711883813975
5,6,1,0,21.010560653415546,0,8.002567628878081
9,5,0,1,21.20681664086506,0,8.419422647432418
12,5,1,1,22.819000555040844,1,12.47586143536262
12,7,1,1,19.30570193641518,0,5.187447225933601
12,6,0,1,24.83649926529137,1,14.555167879700535
4,5,1,1,22.75177657126374,1,14.05656403003836
0,4,1,1,25.582242053033355,1,17.32904379269583
14,6,0,0,21.943745349306635,0,8.896473985953424
6,5,1,0,20.105315328756323,0,5.869994674318477
8,5,1,1,21.93384195927752,0,9.414071028892632
5,7,0,0,22.048963290849358,1,14.635284610783817
5,5,1,0,24.27896984213431,1,16.363223514874413
8,7,0,0,19.771490522789005,0,6.509873879764887
6,6,0,0,24.144989575865782,1,15.878785817641283
7,4,1,0,24.275050719760827,1,15.893818074092229
3,5,1,1,23.199945396713677,1,15.522268284787437
9,4,1,1,18.826390719047925,0,4.584472650238081
7,2,0,1,20.62124288478029,0,6.634480536716463
5,7,1,1,20.957780928249672,0,7.892685639158477
8,7,1,0,21.91959868573221,0,8.532634926918217
12,7,0,0,16.26632231847273,0,0.1841927966861432
10,7,1,1,23.37579359161349,1,15.3096493346389
9,5,1,0,24.123074308314056,1,15.944006840311342
5,5,1,0,20.366096744857657,0,6.920681446819711
5,6,0,0,23.73355334590588,1,15.731312684750105
12,4,1,1,23.963507137504877,1,15.709331870191477
10,7,1,1,21.29479722796916,0,8.518277986567837
5,4,1,1,19.979601348622232,0,6.336891511135124
7,3,0,0,21.97706935253995,0,8.318692252333197
10,6,1,0,23.79996125465136,1,14.685808162853776
8,5,1,1,24.971338147879106,1,16.551537824721937
5,7,0,1,20.257026830474377,0,6.459101090815085
11,5,0,1,18.510103395230946,0,3.5196463781878773
4,6,1,1,24.301253404406168,1,15.987544961160236
11,4,1,1,20.2634100957546,0,6.3362449014967686
8,6,0,1,22.50630826948284,1,13.815619597051665
9,6,1,1,24.848368580234865,1,16.077315645043203
5,4,0,0,24.017126024206387,1,16.01578963757873
3,7,0,1,23.82734218105676,1,15.887034102780069
7,7,1,0,19.701995542769456,0,5.43942203508258
9,5,1,1,21.52364830936476,0,8.347300228462835
3,3,0,1,23.444996950074508,1,16.19976522171265
7,4,1,1,21.44895410962164,0,8.64587850444434
0,6,1,0,23.09191334107156,1,16.82116690665399
14,3,1,1,21.822336992596927,0,8.592891163269467
5,4,1,0,21.857816254825504,0,9.3195756033244
6,3,1,0,25.01731587560109,1,17.083454007032067
8,5,0,1,21.99633580993329,0,8.98518290758949
11,5,1,0,24.62232999557092,1,16.00831163108755
8,7,1,1,22.36564472724149,1,13.982534202565589
7,4,1,1,22.227644804078736,1,15.010658582967787
1,5,1,0,20.052139004228923,0,6.5460165223061
6,7,1,1,21.332225436328176,0,8.398185579717483
4,5,0,0,20.305364767307065,0,6.5280033349022295
6,5,1,1,23.766252433782302,1,15.200666224162518
9,8,1,1,20.421859516881536,0,5.916060093171685
9,5,1,0,22.894376137521245,1,15.72101126651651
12,4,0,1,19.635422990603143,0,5.579236974076434
10,5,1,1,19.73162471294957,0,4.864277885069827
4,6,1,0,20.21396673460701,0,6.8055108837818095
5,6,0,1,19.64128057515923,0,5.49796539954835
10,5,1,1,22.60701091025061,1,14.84232973850006
12,5,0,0,21.023141960243912,0,7.433159099973944
8,4,1,1,24.66214998533738,1,15.21456134112422
6,5,1,1,21.1968431864004,0,8.074701142415567
5,6,1,1,23.818453297525195,1,15.204265110200616
12,5,0,1,20.91692486485975,0,6.663005468075036
10,5,1,1,22.474818806847495,1,13.509686018606024
3,6,0,1,20.041272869528758,0,5.282415224933845
9,2,1,0,21.25095258166042,0,8.01260022954559
7,2,1,0,23.791485783705195,1,16.013976643436695
2,6,0,1,20.540444714747423,0,7.104870390754335
10,5,1,0,18.668584692723368,0,3.439895849396051
6,5,1,1,24.76695523870393,1,16.119465655053563
8,9,1,0,19.66166981813528,0,5.601998239314643
11,7,1,1,19.84391265662092,0,5.3392771895629
7,6,1,1,19.028649773620916,0,4.27579150353701
11,5,1,1,22.10171616668323,1,13.858707170807405
7,5,1,1,24.35977843719137,1,16.54049023838743
8,6,1,1,21.569618396301465,0,8.163103984819234
10,3,0,1,24.36445712589436,1,15.733068892426278
9,5,1,1,25.6738502622626,1,16.580343359739846
0,6,1,0,22.062421526358914,1,14.075926780030414
6,8,1,1,19.676747891124613,0,5.764364959581065
