age,education_years,income_level,number_of_dependents,rent_or_own,urban_or_rural,employment_status,received_subsidy,policy_intervention,housing_stability
13,23,5,28,1,1,1,1,1,112.22866405140708
9,27,6,12,3,1,1,0,1,98.36239160435656
39,25,7,16,3,0,1,1,1,126.53396209017345
22,21,1,22,1,0,0,1,1,110.44028303143152
3,25,2,6,2,1,0,0,0,76.5589552555389
13,22,5,25,1,1,1,1,0,100.81563151858352
20,24,2,14,2,1,0,0,1,104.41743182194138
34,27,8,11,4,0,0,1,1,120.52516511195373
22,20,6,11,1,0,0,1,0,94.86829413743764
43,27,4,17,1,1,1,0,1,130.23051510647628
37,29,5,12,1,1,1,1,1,120.95989314348344
22,22,3,14,0,1,0,0,0,94.93670312878908
35,14,5,16,1,0,1,0,0,104.32194610874431
39,22,6,0,1,1,0,0,0,100.20200055041398
37,24,8,19,1,0,0,1,0,119.03598565505892
34,25,9,18,2,0,1,1,0,116.90712218383376
26,17,5,9,2,1,0,1,1,103.75440668077646
16,28,6,15,2,1,0,0,0,100.35701461308535
6,27,10,19,1,1,0,1,1,102.2775835806129
24,25,13,18,1,0,0,0,0,108.60425710564516
16,24,2,25,2,0,0,0,0,102.80527105102934
24,21,5,0,2,0,1,0,0,86.91544838094724
20,18,0,14,1,0,0,1,1,99.1591783854541
20,25,7,16,2,1,0,1,1,108.76255308918164
34,26,5,24,2,0,0,1,1,129.13821432247786
20,31,3,24,3,1,0,0,1,120.07290389634996
31,23,2,15,3,0,0,1,0,107.10535893642567
24,28,6,21,3,0,1,1,1,122.2109154448621
0,25,6,18,0,0,1,1,0,84.36867720970996
17,18,7,14,1,1,1,0,0,91.27853004032046
30,18,9,19,2,1,0,1,0,110.15875381246542
30,16,7,16,0,1,0,1,1,112.94135607645936
42,20,9,24,1,0,1,1,1,134.10359611168562
9,30,5,20,2,0,0,0,0,95.92836827834424
27,25,1,26,2,1,1,1,1,123.5633551758252
26,29,5,7,1,1,0,0,1,107.86316803037904
34,24,4,18,2,1,1,0,0,113.06270870736002
43,14,4,15,2,0,0,0,1,119.63262868390134
30,23,7,16,1,1,0,0,0,108.21770070912083
20,28,6,9,1,0,0,0,0,95.04750812321444
23,20,10,25,0,0,1,0,0,109.58991177067831
28,23,7,23,1,0,0,0,0,112.10828710659234
42,29,4,16,0,0,0,0,0,119.4895533647167
39,20,2,20,0,0,1,0,1,122.22295222984624
24,21,6,13,1,0,0,0,0,97.09310390067886
34,26,4,9,2,0,1,0,1,112.90395069363224
39,27,5,14,2,0,0,0,0,115.06451407535728
18,27,10,14,1,1,0,1,0,100.87827125199564
26,24,6,20,1,0,1,1,0,109.45853692114304
20,25,7,22,1,1,1,0,0,107.34414955315376
24,31,8,23,0,1,0,1,0,116.39696449717404
26,23,0,15,1,1,0,0,1,107.22413298501134
36,24,7,13,1,0,1,0,0,110.63248647443966
33,18,7,19,0,0,0,0,1,117.53239581677128
31,24,2,16,2,0,1,1,0,110.3939240532482
0,22,2,22,2,1,1,1,0,86.38511653372602
16,24,6,16,1,0,1,1,0,97.68400863987247
33,21,6,11,1,0,1,1,0,104.72016292483534
21,25,4,16,2,1,0,1,0,103.57353920405556
19,24,7,20,1,0,1,0,1,111.3372856535838
21,24,5,14,1,0,1,0,1,106.4618101146715
34,17,5,11,3,1,0,1,1,109.90494372559588
20,23,6,8,1,1,0,1,0,92.13391059955946
22,16,10,17,4,1,0,0,0,100.2900443365301
23,33,8,9,3,0,0,0,1,110.98647776597224
25,25,5,23,3,1,0,1,1,119.17380223258456
33,23,8,16,1,0,1,0,0,110.11643643959115
25,20,7,12,3,0,1,1,0,101.01725975358642
21,20,5,9,2,0,0,1,1,99.65589118458878
24,18,7,10,1,1,0,1,0,96.34091081208244
27,20,9,16,0,0,1,0,0,102.66706643753288
23,23,3,11,2,1,0,1,1,103.97743397803514
23,24,5,19,3,1,1,0,1,113.02458550052025
30,29,5,13,1,0,1,1,0,109.34771105053252
20,24,8,7,2,1,1,1,0,94.72869002717478
26,21,8,13,0,0,0,0,0,100.93196743270305
21,24,3,19,2,0,1,0,0,102.35348263053366
40,25,5,14,0,0,0,1,1,123.33345187835752
24,13,8,11,2,0,0,0,0,91.14262563500982
26,21,6,8,1,0,1,0,0,96.88643011073827
19,25,4,17,0,0,1,0,1,105.74329437964164
0,21,2,11,1,1,0,1,0,75.03149543875145
15,21,4,18,2,0,1,1,1,103.2533168136036
14,23,8,15,2,0,1,1,1,102.69321044970712
12,25,3,5,3,0,0,0,1,89.42369723925043
22,23,10,14,1,1,0,0,1,107.30610329986104
18,27,5,21,3,0,0,0,1,110.33278333823532
24,22,7,12,3,1,1,1,0,101.70057826457052
23,25,5,18,1,1,0,0,1,112.06179574026451
24,22,4,22,1,0,1,0,1,113.57060391356734
42,20,6,18,0,1,0,1,1,124.55574728859784
45,23,4,28,0,1,1,0,0,131.5269473776511
22,30,2,15,0,0,0,1,1,109.39003413147134
21,32,5,26,1,1,0,0,1,122.92554081550804
19,28,7,20,1,0,1,1,0,106.38433169827348
14,28,5,13,1,1,0,0,0,94.36228202275886
10,27,4,20,2,0,1,1,0,98.91958291082534
32,23,7,26,0,0,1,1,0,119.14702665967452
31,18,4,17,2,0,1,1,1,114.5663345880207
31,30,7,13,2,1,0,0,0,112.46205168137529
7,26,10,6,3,0,0,1,0,84.50826166291185
19,23,8,14,2,1,1,1,1,105.70640667753342
28,20,7,12,2,0,0,1,1,108.74894369475147
30,26,9,19,3,0,0,1,0,115.72787775060549
23,29,6,21,1,1,0,1,1,119.19740401036614
27,24,6,21,1,0,0,1,1,117.9904891456532
29,23,8,12,1,1,0,0,0,104.8009851266382
42,25,0,15,2,1,0,0,1,126.48002386478224
18,20,6,14,2,0,0,1,1,101.8244154721986
36,23,9,10,1,0,0,1,1,116.18488954699434
38,21,4,18,2,1,0,1,1,123.2397163227374
28,26,7,15,2,0,1,0,1,117.07012729635764
36,20,6,14,1,0,1,0,0,109.48870739036848
19,28,6,17,2,0,1,0,0,103.83210226826336
26,21,5,14,1,1,1,1,0,100.977812178852
14,19,5,17,1,0,0,0,0,91.14603547043627
12,23,6,15,1,0,0,1,1,98.29974351474524
35,23,7,13,1,0,0,1,1,119.11926191664476
26,28,8,16,3,1,0,1,0,110.3898868299366
44,25,6,19,2,0,0,1,1,132.43954072265728
29,18,3,12,3,1,0,0,0,100.32873608924888
27,19,8,18,1,1,1,0,0,105.47160659178256
39,24,10,9,2,1,1,1,0,113.68760325274488
44,20,3,14,0,1,0,1,1,121.77462147768556
26,21,7,15,1,1,0,0,1,110.86453258320594
40,22,3,20,1,0,0,0,0,115.88611420573255
30,24,6,15,0,0,1,1,1,114.25999755266584
36,25,4,17,2,1,1,1,0,115.17005360998004
12,27,5,12,2,0,0,0,1,98.47706445499809
20,19,4,7,1,1,0,0,1,93.87200596404114
15,31,0,12,1,1,0,1,1,99.87419505023584
36,26,2,5,2,0,0,0,0,101.45792809435578
30,23,4,13,1,0,0,0,0,103.27740815880831
28,30,5,19,2,1,0,1,0,115.07697808735908
28,24,6,18,0,1,0,0,0,108.98314446512136
26,27,6,20,2,0,1,0,1,119.74912290891965
31,26,6,16,1,0,1,0,0,109.90602359727724
14,23,6,18,1,0,0,1,1,102.8190089330189
45,23,-1,12,1,0,0,1,0,111.9616319339674
18,24,3,9,1,1,1,0,1,97.79248003372392
15,25,4,12,3,1,0,0,1,98.76799159546142
32,17,5,10,1,0,0,1,0,98.34989044838026
29,24,5,19,2,0,1,0,0,111.24520561009244
23,19,7,13,1,0,0,0,1,103.64920379160824
20,28,4,16,0,1,0,0,0,100.5346463722472
45,29,10,13,2,1,1,0,1,132.46815854450747
24,17,7,10,1,0,0,1,1,100.19209294824148
20,25,5,13,1,0,0,1,0,95.7646934910438
24,20,3,19,1,0,0,1,0,102.34906994461704
29,27,9,16,1,0,1,1,1,119.47963431751982
33,26,0,19,1,1,0,1,1,120.25658020173708
20,22,10,11,1,1,0,0,1,102.94012050224804
30,27,4,18,4,1,1,1,0,114.14929497923688
6,21,4,19,2,1,1,1,1,96.56977136665974
33,27,4,11,1,1,0,0,1,116.32712515748402
29,22,5,12,3,0,1,0,0,101.74141722178206
5,22,6,13,2,0,1,1,1,92.10532951372524
21,19,9,9,0,1,0,0,0,90.6733950317408
48,17,5,19,2,1,0,1,1,130.57355415469263
24,25,2,14,2,1,0,0,0,100.43505272460712
12,21,8,18,1,1,1,1,0,94.01667266599657
25,24,7,25,0,0,0,0,1,118.07173873276793
17,29,5,15,2,1,0,0,1,106.76866309929736
16,27,8,18,1,1,1,1,0,102.97886535498188
21,23,4,16,3,1,0,0,1,108.95597732373126
14,20,6,14,0,0,0,0,1,97.32705069472492
30,22,5,12,0,1,0,0,1,108.48875221707377
28,26,8,7,2,0,1,0,1,109.88473077257052
33,26,5,20,2,0,0,0,1,122.2788657858532
29,19,6,10,0,1,0,1,1,105.38209411053708
19,28,5,16,2,0,1,0,0,100.6045329987384
43,29,4,21,2,0,0,1,0,128.1551704220699
27,18,4,15,2,0,1,0,1,108.43873741726266
18,27,4,15,2,1,0,0,0,98.88072823372048
25,21,9,21,3,0,0,1,1,117.3616575186076
20,24,4,21,2,0,1,0,0,103.42555897440867
48,22,7,21,1,1,0,0,1,135.0624022626494
0,20,6,14,1,1,0,1,1,86.48273208305577
25,20,6,17,2,0,0,0,0,101.34944164662144
38,23,8,9,1,0,0,1,0,109.3219609641374
13,27,3,18,2,0,0,1,1,102.76903637063091
23,21,3,12,2,1,0,0,0,95.43690396234102
17,23,7,18,1,0,1,0,0,98.9599623444389
25,28,5,16,1,0,0,0,1,112.76207874384892
34,18,5,17,1,1,1,0,0,110.17116325930274
40,25,5,11,1,0,0,1,0,112.05697922357544
10,20,4,17,1,0,0,1,1,95.14609286354325
8,19,9,8,3,0,0,1,0,80.69222701499511
52,24,5,9,0,0,0,1,0,119.09097041652204
17,24,4,19,0,1,1,1,1,107.92151535676923
20,25,3,18,2,1,1,1,1,110.5888067136888
31,19,7,10,2,1,1,0,1,109.2170079468474
14,19,4,10,0,0,0,0,0,84.06035520785952
21,20,7,23,2,0,1,0,1,112.47814507555414
25,24,7,10,0,1,1,0,1,107.4313410265292
50,26,4,14,0,1,0,1,1,133.87472671840973
16,19,2,6,2,0,1,0,1,90.4904493722994
27,29,6,11,3,0,1,0,1,112.20670290330818
8,24,6,16,3,1,0,0,1,97.65532065629765
17,20,5,14,3,0,1,0,1,99.85885510304234
30,25,8,8,2,0,0,0,0,103.17482715047365
16,22,7,14,2,0,0,0,1,101.3118148456262
27,20,9,22,1,1,0,0,1,117.42799445963207
47,21,7,13,1,0,0,0,1,126.96888482641836
23,23,3,14,3,0,1,0,0,99.61706864706584
0,22,2,17,3,0,0,0,0,81.00354665683754
26,25,4,16,1,1,0,0,0,105.6800466042462
13,29,7,10,1,0,0,0,0,91.38633224720684
16,21,8,10,2,0,1,1,1,97.55750507957056
36,28,5,13,1,0,0,0,1,118.44090793945745
12,23,3,18,1,1,1,0,0,91.7693268149614
24,22,11,19,1,0,0,0,0,105.28591939748117
36,20,5,16,1,0,0,1,0,110.83817547449526
20,27,6,15,0,0,0,1,0,99.67095241357114
22,22,2,14,3,0,1,0,1,103.71962300549411
34,23,1,17,2,1,1,1,0,112.169142175183
1,22,7,12,1,1,0,0,1,87.18693455193022
24,31,0,7,1,0,1,0,0,96.94224447788882
30,31,7,11,0,1,0,1,0,107.79336599026009
9,24,4,17,3,0,1,1,0,92.5726049304326
28,25,5,15,2,0,1,0,1,113.47458843815652
28,34,3,10,3,1,1,1,0,111.25876915133117
35,26,8,16,1,1,1,0,0,114.61600406395549
19,25,5,15,2,0,1,1,1,106.92928833606427
19,23,4,15,0,0,1,0,1,104.5498887329588
24,29,3,20,0,1,0,0,0,109.2047010256954
29,23,3,13,3,0,0,0,1,110.93528135701185
13,23,4,12,2,1,1,0,0,89.03629627288443
18,22,5,23,0,0,0,1,1,110.67076699931684
17,20,4,19,0,0,1,0,1,102.1004719357796
20,27,4,13,3,0,0,1,1,108.16068070049016
3,23,2,18,2,0,1,0,0,83.76937970928452
36,24,5,10,3,0,1,1,0,111.2049748683296
21,27,6,9,2,1,0,0,0,96.43911808970051
11,24,7,18,4,1,1,1,0,97.5698913321386
22,18,5,21,0,1,1,1,0,100.53661221645724
27,29,5,15,0,1,1,0,0,106.84290295210832
9,28,8,19,1,0,1,1,1,103.62804141571893
29,30,5,14,2,1,0,0,1,115.20443175908872
16,21,5,14,2,1,1,1,1,100.4079382922703
18,22,7,10,2,0,1,1,0,92.48263557346908
37,22,2,15,0,1,0,0,0,109.89246740008376
27,22,5,11,2,0,1,1,1,109.21253954903833
19,21,6,20,4,0,0,0,0,101.4085976926536
12,22,5,16,1,0,0,0,1,97.98527640359109
12,24,7,15,2,1,0,1,0,92.42477013878651
37,23,4,6,3,0,0,1,0,104.2536015673313
32,34,2,13,1,1,0,0,1,120.46960461515174
16,20,6,17,2,1,0,0,1,100.55347589730256
25,23,7,18,1,0,0,1,0,106.07958507933056
30,30,8,12,1,0,1,0,1,116.29387903785944
29,25,3,22,0,1,0,0,0,110.35001099102588
18,24,7,16,0,1,1,0,0,98.95303367763776
33,24,7,10,3,0,1,1,0,107.1369369930018
35,19,2,7,1,0,0,0,1,105.21185000673378
26,24,5,6,2,1,0,1,1,106.49417626634984
41,35,4,23,2,1,0,0,0,131.1021360269608
38,21,6,16,2,1,0,0,1,119.8992955023054
4,24,7,10,3,0,1,1,1,89.36165907712203
19,25,4,14,2,1,1,0,1,105.15423789004228
32,17,7,15,2,0,1,0,0,106.06421548547804
27,27,4,13,1,0,0,0,0,105.48916695027972
32,26,6,22,2,1,0,0,0,116.03528767037716
24,20,7,20,2,1,1,0,1,112.73542828483374
28,27,6,7,1,0,1,0,1,107.7734887329314
15,25,9,18,0,0,0,1,1,106.74032772860063
24,24,3,21,3,0,1,0,1,114.07126671853275
20,24,6,19,1,0,1,0,0,102.8911998070985
30,20,10,21,0,1,0,1,0,112.8756469447516
27,28,7,15,1,1,0,1,0,110.22103858309173
37,21,5,14,2,0,1,1,0,111.19491486614383
30,18,4,10,2,0,1,0,1,108.0225580371128
26,14,4,8,3,0,1,1,1,99.7360091701771
23,23,5,9,1,0,1,0,0,93.66128666539014
37,16,8,14,2,0,0,0,0,108.95645306275928
10,22,7,16,0,1,0,0,0,89.60657088492174
31,22,3,24,2,0,1,1,1,122.6415703490669
20,23,5,16,1,1,0,0,0,98.675669711665
25,26,5,13,3,0,0,0,0,104.2666737413968
24,18,3,14,2,0,1,1,0,97.4051387366634
21,23,0,14,1,1,0,1,0,96.75015236647673
31,17,4,10,1,0,0,1,1,106.01248623497436
19,19,7,14,1,0,1,0,1,101.55033345841424
13,29,8,14,0,0,1,0,1,103.67344516322956
19,23,5,17,2,0,0,1,1,106.053347428793
25,24,7,14,1,0,0,0,1,109.42648197977778
23,22,5,8,1,0,0,1,0,95.3734345222983
21,21,8,18,1,1,0,1,0,102.45856750175872
25,23,7,21,0,1,1,1,0,106.91737892576536
13,23,4,20,2,0,1,1,0,95.79181543693248
12,23,8,17,2,1,0,0,0,96.25240458870331
28,29,8,17,0,0,1,1,0,112.31896800890598
21,23,3,13,0,0,1,0,0,94.36037593612924
28,16,5,13,2,0,1,0,0,97.85358513000006
14,18,9,26,4,0,0,0,0,103.143641620311
28,15,10,13,1,1,1,1,1,107.7667338760522
39,25,4,15,2,0,0,0,1,123.55881302667818
30,21,8,14,1,0,0,0,0,104.69917097605348
29,27,5,13,2,0,0,0,1,114.32334182319704
43,25,8,12,1,0,1,1,1,124.17140687723328
14,23,5,11,1,1,0,0,1,96.49745947460482
24,26,4,12,1,0,0,1,1,108.21163974495356
34,26,6,21,1,0,0,1,0,116.43301955697298
19,24,6,17,2,0,0,0,1,107.44136340215456
20,25,7,15,2,1,0,0,1,108.64451294522912
23,22,3,16,1,0,0,1,1,106.3141371539617
25,24,2,19,2,1,1,1,0,107.12300634360923
32,23,5,15,1,1,0,0,1,114.6809122103107
15,18,5,12,3,1,1,1,1,94.8492032402531
28,26,4,13,0,1,0,1,0,103.13042860227438
18,29,7,6,2,0,1,1,0,92.3046106466514
34,28,7,21,3,0,0,1,0,121.41482219152464
34,23,6,17,1,0,0,0,1,120.2682612669478
21,25,4,14,1,0,0,1,1,106.28144855356572
6,26,6,4,2,0,1,0,0,78.67445257426712
9,20,3,15,1,0,0,0,0,84.50920937555756
33,28,5,12,2,1,0,0,1,116.94092835721692
30,28,6,19,2,0,1,1,1,123.26531587849088
31,23,7,14,2,1,1,0,0,107.12542286091532
10,18,4,21,0,1,0,1,1,99.80754045807912
15,22,9,15,0,0,1,1,0,97.05473181267796
18,27,7,13,0,0,0,1,0,97.31953288609424
28,32,5,13,1,0,1,0,0,108.54556429635228
29,24,6,19,3,0,1,0,0,112.802581818899
20,19,5,12,0,0,0,1,0,93.06403663554713
25,21,7,13,2,0,0,0,0,99.92103352940968
20,26,8,15,2,1,0,0,0,101.27592208000556
41,28,3,16,0,0,1,0,1,123.97252358794988
10,22,7,13,2,1,0,0,1,94.79768509802064
29,31,4,16,0,1,1,1,0,110.82901172475287
18,27,9,16,1,0,1,1,0,100.95622173950107
24,28,6,23,4,1,1,1,1,122.58872986797932
25,25,6,18,2,1,0,0,1,115.51903638827162
37,24,3,12,3,1,1,1,0,112.17212134317352
46,14,5,22,0,1,0,0,0,120.44952601790916
39,19,5,6,2,1,0,1,0,104.36048175123308
17,20,4,15,1,0,0,0,1,98.4207425759534
44,20,5,18,1,0,1,1,1,127.27299011323096
32,30,5,10,2,1,1,1,1,116.87127508707135
27,20,6,5,2,0,0,1,1,100.66329828086336
21,23,3,18,2,0,0,0,0,99.88950763360197
26,25,7,20,0,1,1,0,1,117.62518158025264
42,29,6,19,1,1,1,1,1,132.89005905913254
32,17,6,16,2,0,0,1,0,107.74695242013844
23,21,3,15,0,0,1,1,1,104.7436511093914
21,22,8,14,4,0,0,1,1,108.29178540282192
33,27,3,16,2,0,0,0,0,111.47932873478592
34,25,6,17,0,0,0,1,0,113.59019703331025
10,16,2,10,2,0,1,0,0,79.8878401830321
14,26,7,5,1,0,0,0,1,93.05344498695224
32,19,4,7,1,0,0,1,1,103.479358623424
7,16,8,15,2,0,0,1,0,84.07090394413143
35,18,4,15,2,0,1,1,1,114.73660538696988
19,25,8,6,1,0,1,0,1,97.28236795740531
25,27,9,14,2,0,0,0,1,113.23934853462026
21,22,7,15,0,1,0,1,0,98.59185682983768
38,25,4,9,2,0,1,1,0,109.76386952614828
17,25,7,8,3,0,0,0,1,99.53177939503132
17,24,7,14,2,0,0,1,0,95.86928154031514
40,26,4,19,4,0,1,0,0,120.62297661765676
25,20,6,14,2,0,0,1,0,98.9414238508816
29,30,7,15,2,1,0,0,0,110.9639235661116
17,22,8,10,0,0,0,1,1,100.16560913361424
7,27,3,13,4,0,1,0,1,96.34405019436691
28,23,4,14,2,1,0,1,1,111.55648815928996
33,33,10,15,1,1,0,1,1,125.47745611058149
12,26,7,24,0,1,1,1,0,103.64864764304288
13,23,6,18,0,0,0,0,0,94.28992300679656
34,24,3,18,1,1,0,0,1,119.78118513522912
25,24,5,16,3,0,1,1,0,103.97756208633992
25,17,6,13,2,0,0,1,0,97.5762704039985
22,27,3,13,2,0,1,0,1,107.95088467568188
26,22,7,20,3,0,0,1,1,116.78049919112767
27,25,7,19,0,0,1,1,0,109.5828040630808
14,31,11,21,0,0,0,1,0,105.3664017011218
15,27,6,18,1,1,0,0,1,107.0798246868258
11,25,6,20,3,0,0,1,1,104.75607003743912
8,24,4,23,1,1,0,0,0,94.79101740834037
29,35,2,20,1,1,1,0,1,125.69613143097766
22,22,6,12,4,0,0,0,1,106.10067436884285
33,32,5,16,3,0,1,0,1,125.1006273860491
20,19,4,21,1,0,0,1,0,97.55516071456697
21,17,10,14,2,1,0,0,1,103.55130442583196
18,31,4,9,2,0,0,1,1,104.70774441216
13,21,10,16,0,1,1,0,1,102.04081104500864
29,28,8,18,2,1,1,1,1,121.59729212598342
36,31,7,12,2,1,1,0,0,115.31846983687298
20,28,10,17,3,1,1,0,1,114.61051063492252
30,31,4,19,1,0,0,0,1,121.27442170722126
33,20,8,14,2,0,0,1,0,110.19701209340424
14,30,6,13,1,0,1,1,0,96.63247549628969
25,22,3,22,2,1,1,0,0,108.33271747404312
38,26,6,13,1,1,0,1,0,113.98074888956172
38,22,11,15,2,1,0,1,1,124.44504304143412
16,22,6,20,1,1,0,0,0,98.9189404213766
15,18,5,10,3,0,1,1,0,86.71741465540272
29,28,5,14,1,0,0,0,1,113.8061907419289
24,24,7,16,0,0,0,0,1,110.18783276365164
13,27,6,7,1,1,1,0,1,94.7798748964872
37,20,9,19,2,0,0,0,0,116.5644441489826
30,17,5,16,1,0,1,0,1,107.3263708599645
32,16,4,17,1,0,0,1,1,111.6896664291226
38,23,4,8,0,1,0,0,1,111.97203416939456
12,29,4,14,2,0,1,0,0,94.7887085471705
25,25,5,8,2,1,1,1,1,105.70385308394084
21,22,8,17,0,0,0,1,0,100.89568385146018
14,24,7,13,1,1,0,1,0,93.91985654938026
25,20,4,19,0,0,0,0,0,101.02775727427048
42,21,11,17,2,1,0,0,1,129.08087348163397
28,18,4,9,1,1,0,0,1,102.20426509684354
24,20,5,20,3,1,1,1,1,112.9195219797784
28,24,6,9,2,1,0,1,0,101.0618909129257
22,24,5,12,1,1,1,1,1,106.03375751787756
34,20,10,16,2,1,0,0,0,109.70019105534648
30,23,5,28,2,0,0,1,1,127.07500600529328
32,25,9,16,2,0,1,0,0,114.71528470708652
23,23,7,18,0,0,0,0,0,101.61996324988498
30,22,5,15,2,0,0,0,1,111.53699302394584
30,27,5,16,3,0,1,0,1,117.75407829793416
17,20,6,16,1,0,0,0,1,102.10019733861256
41,23,8,11,3,0,1,1,0,114.75358065388188
1,30,1,20,3,0,0,1,0,89.35434195359811
25,24,5,11,2,0,1,0,0,99.9545246888837
26,18,5,18,3,0,1,1,0,103.0951604836244
21,25,5,14,0,0,0,0,0,98.21883224419706
28,19,1,15,2,1,1,0,1,108.21707382243171
43,31,7,11,3,0,0,0,0,121.96131843066183
26,24,6,13,2,1,1,0,1,111.14296956376666
31,21,9,16,3,0,1,0,0,109.9734135425056
36,20,3,12,1,1,1,0,1,113.43051496798137
35,29,9,17,2,1,0,0,1,126.78600055627048
23,28,6,19,1,1,0,1,0,109.90642227733272
15,33,6,20,3,0,0,1,0,105.88085459031234
39,22,9,12,1,1,1,1,0,112.45244829029296
24,17,0,17,4,0,0,0,0,97.96829647324182
24,20,6,13,0,0,1,0,1,103.44708849496338
14,27,2,23,0,0,0,0,1,107.17938676301986
24,23,3,19,1,0,1,1,0,105.89339397399092
24,32,6,11,1,1,0,1,0,105.35291676021563
8,29,6,22,3,1,1,1,0,100.53231662104896
14,28,0,20,0,1,1,0,1,104.92627816854365
10,21,10,8,1,1,1,0,0,84.57581111070073
10,29,3,22,1,1,1,0,1,105.61633593240278
11,30,5,19,3,0,0,0,1,105.76969979493472
19,20,6,16,1,1,0,0,0,97.80516053970608
27,23,5,14,2,1,0,0,1,109.55151933656592
21,22,9,14,1,0,0,0,1,106.6524192926842
27,29,5,14,2,1,0,1,1,113.89450378646514
33,22,5,12,1,0,0,0,0,104.57971376401098
46,23,4,7,0,0,0,1,0,111.17633121807744
43,22,5,9,2,0,1,0,1,117.78881335760975
40,28,5,12,3,0,1,1,1,125.7865877390874
3,23,3,16,3,1,0,1,1,92.3755391734845
28,29,2,11,2,0,0,0,0,104.25566908640188
20,21,5,10,1,1,1,1,0,92.50616600887874
16,21,4,15,2,0,1,1,0,94.62732078837556
7,32,9,21,3,0,1,1,1,112.26249763650978
13,25,4,18,2,1,0,0,0,95.56009341772976
3,25,6,10,3,0,0,0,1,89.53125533086623
23,23,6,16,1,0,0,0,0,99.44344548646168
24,24,9,9,2,0,0,1,0,99.88693959348886
17,24,9,20,1,0,1,1,1,110.6432091574684
35,29,4,23,1,0,1,0,0,121.97012569644836
21,23,8,16,4,1,0,0,1,111.45473398791218
25,21,6,11,0,1,0,1,1,106.10934593933004
35,25,5,17,2,0,0,0,0,115.96763357168366
