household_id,post_policy_period,received_subsidy,affordable_housing_availability,years_of_experience,income_level,residential_status,gender
632,0,0,51.39002131808829,2,7,1,1
633,0,0,50.00643444005472,3,7,1,0
634,0,1,50.10001585696937,1,8,0,1
635,0,0,50.785046208043056,1,6,1,0
636,0,0,48.8953168354678,3,11,0,0
637,0,0,50.94789646892609,1,8,0,1
638,0,0,50.77637375958914,2,6,1,1
639,0,0,49.875277332354266,1,7,1,0
640,0,0,52.30176734775962,2,7,0,1
641,0,1,49.31573682020068,3,10,0,0
642,0,1,49.86809914158175,3,7,0,0
643,0,1,49.491584724262914,3,8,1,1
644,0,1,50.17411542616515,2,5,1,1
645,0,1,51.28633021532571,2,5,0,0
646,0,0,50.91373410104165,1,6,0,1
647,0,0,50.82221279603724,2,6,0,0
648,0,0,50.94198536763207,3,6,0,0
649,0,1,50.93072887138173,3,4,0,0
650,0,1,51.928038144045125,2,4,0,1
651,0,0,51.13862889450596,4,8,1,1
652,0,0,50.31094659274791,4,9,1,0
653,0,1,50.543639639918766,3,9,0,1
654,0,0,53.87145160142404,3,2,1,0
655,0,0,51.15022160344383,2,7,0,0
656,0,0,50.46972886117799,3,6,0,1
657,0,0,49.88760333100202,1,6,1,1
658,0,0,52.17522817324,5,6,1,0
659,0,1,50.53940168153513,1,9,0,1
660,0,0,51.34265355558685,2,6,0,1
661,0,0,49.22303250447155,3,8,1,1
662,0,0,50.22416297443658,1,7,1,1
663,0,1,48.542932370930366,3,11,1,0
664,0,1,49.794270784831575,3,8,1,1
665,0,1,49.96064300776749,3,7,0,1
666,0,1,50.53555686524281,3,5,0,0
667,0,0,51.080674168546,2,7,0,1
668,0,0,50.51308515437864,3,9,0,1
669,0,1,49.39531503981004,2,9,1,0
670,0,0,52.05256314752664,4,8,0,0
671,0,0,50.41511795382267,2,3,1,0
672,0,1,52.73145383639961,2,5,0,0
673,0,0,50.92159981949651,2,2,1,0
674,0,1,50.25923243296697,4,4,0,0
675,0,1,50.71334312517794,3,7,1,1
676,0,1,48.45804724689772,1,8,1,1
677,0,0,49.62244575702484,2,8,0,1
678,0,1,50.71943403438203,3,6,0,0
679,0,0,51.607915285272846,1,9,0,0
680,0,0,49.122899269322765,3,6,1,0
681,0,0,51.97145974342336,2,7,1,0
682,0,0,49.06208372399918,3,7,1,0
683,0,1,52.53390995464624,1,7,1,1
684,0,0,50.43637531867405,3,6,0,0
685,0,0,51.54652378154388,4,5,0,0
686,0,1,48.51404075203903,3,9,0,1
687,0,1,49.97412442358228,3,6,0,0
688,0,1,51.86309872149567,2,4,1,1
689,0,0,51.49927613331636,2,4,0,1
690,0,1,51.51872867032763,3,6,0,0
691,0,1,51.53381225915442,1,7,1,1
692,0,1,50.116884056384215,2,14,1,0
693,0,1,50.08121887375589,4,7,0,1
694,0,0,50.30521019941293,3,7,0,1
695,0,1,50.70764008837086,4,7,0,1
696,0,0,49.94431107020076,2,5,0,1
697,0,0,51.32623003664621,3,7,0,0
698,0,0,50.95924672973469,4,9,1,1
699,0,1,50.05660075714209,2,6,0,1
700,0,0,50.90253289623707,3,7,0,0
701,0,0,48.35367115052862,1,8,1,1
702,0,0,51.21050027402367,4,4,1,0
703,0,1,50.83865392002605,3,6,0,1
704,0,0,50.669215657373584,3,6,0,1
705,0,0,50.359651040634766,3,6,1,1
706,0,1,51.22472413675106,4,7,0,0
707,0,1,51.31208715540564,4,8,0,0
708,0,0,51.664067356046864,1,5,1,0
709,0,0,50.58848413135352,3,7,1,0
710,0,1,48.49054359572452,1,8,1,1
711,0,0,52.094741812194194,2,7,0,0
712,0,1,50.03383119356746,3,4,1,1
713,0,0,52.28335497694633,3,7,1,1
714,0,1,51.88159685059107,1,4,0,0
715,0,0,51.19621986669341,1,8,0,1
716,0,1,51.58964498674508,2,7,0,1
717,0,0,50.52815591951929,3,4,0,1
718,0,1,51.592780687264,2,3,0,0
719,0,1,47.55686398297906,2,6,1,0
720,0,1,50.45219636301177,2,8,0,0
721,0,1,50.73911370518899,1,5,0,1
722,0,1,49.81562747579743,3,9,0,0
723,0,1,50.32252498245279,4,9,1,0
724,0,1,49.52405312765242,3,8,0,0
725,0,1,49.9407563360431,1,8,0,0
726,0,1,51.07919278574797,3,6,0,1
727,0,0,51.174381595538016,3,6,0,1
728,0,1,52.550541385456256,2,3,1,0
729,0,1,51.37904201216344,2,7,1,1
730,0,1,49.66429967151501,5,6,1,0
731,0,1,51.64470399320988,3,9,1,0
732,0,0,53.290558318710026,3,5,0,0
733,0,0,51.44516430100833,3,8,1,0
734,0,0,51.01508869258276,2,8,1,1
735,0,1,50.71530570312348,3,8,0,1
736,0,1,51.696060337116194,3,4,0,0
737,0,0,49.769062376559226,4,7,1,0
738,0,0,51.50987438594983,3,6,1,0
739,0,1,50.38976847652948,2,5,0,0
740,0,1,50.72288371176712,4,6,0,0
741,0,1,51.805096763550594,2,6,0,0
742,0,0,50.93343502858534,3,8,0,0
743,0,0,52.53650763366019,3,7,0,1
744,0,0,50.20093246618479,4,8,0,0
745,0,1,51.20004435970691,3,5,0,0
746,0,0,47.88841757376353,3,7,0,0
747,0,0,51.81338301957327,1,9,0,0
748,0,1,50.99664149276844,1,6,1,1
749,0,1,53.17693561276588,3,7,0,0
750,0,0,51.585511958701694,2,6,0,1
751,0,1,50.73853599763518,1,5,0,1
752,0,0,48.87631890894421,2,7,1,1
753,0,0,48.60084509727176,5,10,0,1
754,0,0,50.85479154835778,4,6,0,1
755,0,0,51.64406818423318,3,7,0,1
756,0,1,48.3412985544613,2,6,1,1
757,0,0,51.064871698597976,2,6,0,0
758,0,0,49.30366148103381,4,5,1,0
759,0,0,50.00661293361508,3,4,1,1
760,0,0,50.299925832050526,3,6,1,0
761,0,0,50.67969446221088,1,6,0,0
762,0,1,52.38376154131035,3,7,1,1
763,0,0,49.96807086067834,1,8,0,0
764,0,0,50.22376817490302,2,8,1,0
765,0,0,51.6825405750531,3,7,0,0
766,0,1,50.93617729115979,3,8,0,1
767,0,0,51.67556371344495,1,6,1,0
768,0,1,50.13582195503084,2,6,0,0
769,0,0,51.674210717079895,3,4,0,0
770,0,0,50.386467465410256,2,6,0,0
771,0,0,51.19545726988507,4,6,0,0
772,0,0,50.61300614400999,3,6,1,0
773,0,1,49.40698266292448,3,5,0,0
774,0,0,50.20021709926826,4,3,0,0
775,0,1,52.60034173767146,3,7,1,1
776,0,1,50.83566183693806,3,6,0,0
777,0,1,47.24671304785412,2,7,1,0
778,0,0,48.34790307391137,3,6,1,1
779,0,0,51.47612198254183,2,6,0,0
780,0,1,51.29063645185656,2,7,0,0
781,0,0,52.02722559472323,2,5,0,1
782,0,1,49.923143787856695,4,9,1,0
783,0,1,53.61791177760086,3,3,0,0
784,0,0,51.5679169456288,4,6,0,1
785,0,0,50.51206768789616,3,5,1,0
786,0,0,51.14823544548937,5,9,0,0
787,0,0,50.2821181465697,4,5,0,0
788,0,0,51.07494990690358,2,7,1,1
789,0,0,51.115267298021465,4,3,0,1
790,0,1,51.014828922229,2,5,0,1
791,0,0,52.67205307506536,3,4,0,1
792,0,1,50.4639614946881,3,8,1,0
793,0,0,49.80982319202372,2,10,0,0
794,0,0,50.20990805091085,4,7,1,0
795,0,1,51.45808845779141,3,7,0,0
796,0,0,50.667214523281885,2,7,0,1
797,0,0,50.17524641500776,5,4,1,1
798,0,1,50.223860896789205,2,8,0,0
799,0,1,51.31084461882157,2,4,1,1
800,0,0,50.15160202961342,3,8,0,1
801,0,0,51.0108967753016,2,9,1,1
802,0,1,49.519735090640175,2,6,0,1
803,0,0,49.47592645089692,2,9,0,0
804,0,0,50.436285900215125,2,9,0,1
805,0,1,51.89328479385421,3,7,0,1
806,0,0,51.38031263002667,3,6,0,0
807,0,1,52.34007896914864,2,7,0,1
808,0,1,50.57569185688687,3,6,0,0
809,0,1,50.26833229433711,3,7,0,1
810,0,0,49.43703847042632,3,6,1,0
811,0,1,50.36031057774683,2,9,0,0
812,0,0,50.27763690571438,2,5,0,1
813,0,1,51.15201601667263,2,4,0,1
814,0,0,50.411424789352,1,5,1,1
815,0,0,50.78294818632664,4,9,1,0
816,0,0,52.57755577145645,2,5,0,1
817,0,1,50.78920031801961,4,7,1,0
818,0,0,50.39888567439366,3,8,1,0
819,0,0,51.02708434612517,2,6,0,0
820,0,1,51.22774601122622,2,7,1,0
821,0,1,50.89246570198917,1,8,1,0
822,0,0,51.2252226970902,2,5,0,0
823,0,0,49.80827840005013,3,6,1,1
824,0,1,48.76497905322999,2,7,1,0
825,0,1,51.07977037018888,3,6,1,1
826,0,1,50.43645530358062,1,6,1,0
827,0,0,49.99223634261641,3,7,1,1
828,0,0,50.12325204159156,2,7,1,0
829,0,1,51.07162060319967,0,7,1,0
830,0,1,49.817523050329655,3,5,1,1
831,0,1,50.55827190148674,3,2,0,1
832,0,1,49.55927040274533,3,8,1,1
833,0,1,49.520392835049,3,7,0,0
834,0,0,51.47220539524943,4,5,1,1
835,0,1,50.20760470378909,2,7,0,0
836,0,0,51.3305229098649,3,6,0,0
837,0,1,49.620333856889225,3,6,1,0
838,0,1,50.4755309974569,2,7,0,0
839,0,1,49.07404359098428,3,9,0,0
840,0,1,49.85000947106397,3,9,1,1
841,0,1,49.13136803217874,3,8,1,1
842,0,0,51.4376790278192,1,7,0,0
843,0,0,52.81211121979704,2,3,1,1
844,0,1,50.48633984018773,5,4,1,0
845,0,1,50.79053487410902,2,6,1,0
846,0,0,49.241644620434855,3,6,1,1
847,0,1,50.36425033293975,4,7,0,0
848,0,1,50.59948378567119,3,8,0,1
849,0,0,49.78830090345848,2,7,0,0
850,0,0,52.22327013242289,3,6,1,1
851,0,1,52.55786452044922,1,6,0,0
852,0,0,51.983248531706735,2,5,1,1
853,0,0,49.83069716393516,2,5,0,1
854,0,0,52.0592595136408,5,7,0,1
855,0,0,50.35724223552752,2,8,0,1
856,0,1,48.72100442770296,3,10,1,0
857,0,1,50.24629102810862,4,5,0,1
858,0,1,50.90484321794115,4,6,0,1
859,0,1,48.95843755023415,1,7,1,0
860,0,1,50.77062407765502,1,8,1,1
861,0,1,52.13639063590709,4,8,0,0
862,0,0,52.77374981596597,3,7,1,0
863,0,0,50.42427566780994,3,8,1,0
864,0,1,51.77301391345034,3,7,1,1
865,0,1,52.56043314675292,1,8,0,1
866,0,0,49.73092680178384,1,6,0,0
867,0,0,49.7477629196468,3,8,0,1
868,0,1,50.10080445216832,3,6,1,0
869,0,0,50.09516173898127,4,7,1,0
870,0,0,50.687990916860464,1,9,0,1
871,0,1,50.92175078973606,3,8,0,1
872,0,1,50.32586112069312,2,6,0,0
873,0,1,50.08026049126856,2,7,0,1
874,0,1,50.79103314022177,5,6,0,0
875,0,0,50.28246238356407,5,8,1,1
876,0,0,50.05178169629753,3,7,1,0
877,0,1,51.68285393136643,5,4,0,0
878,0,0,48.86932478544394,2,8,0,1
879,0,0,51.83035228341674,3,6,0,0
880,0,1,50.20253104608706,4,6,1,0
881,0,0,50.67397275357144,3,8,1,1
882,0,1,50.10068539376265,2,9,1,0
883,0,0,51.41569050958827,2,7,1,1
884,0,0,50.91413947445795,2,7,1,0
885,0,0,50.20523580128768,1,3,0,0
886,0,0,49.99325240545404,2,3,1,0
887,0,0,51.72391433727795,4,6,1,1
888,0,1,51.165601803264046,2,10,1,0
889,0,1,51.43294926012444,3,5,0,0
890,0,0,50.16376046254607,2,6,1,0
891,0,0,51.97549877435906,2,8,0,0
892,0,0,51.75174923320031,1,6,0,0
893,0,1,49.17106399092504,4,7,1,0
894,0,1,50.63664296041748,1,9,1,0
895,0,0,50.46216689459124,4,6,0,1
896,0,0,50.65916152722655,2,7,0,1
897,0,1,47.658646227441686,3,8,0,0
898,0,0,51.48003920045811,1,5,0,0
899,0,0,50.57820474413271,1,8,0,0
900,0,0,51.42579761174131,2,8,0,0
901,0,0,51.169380704180064,2,8,1,1
902,0,1,48.4335413632561,1,7,1,0
903,0,0,49.02705817828247,2,10,1,1
904,0,1,51.492931804622856,2,7,0,0
905,0,0,49.04048875680227,4,9,0,1
906,0,1,51.14873631619694,4,4,0,1
907,0,1,48.54459137422993,2,9,1,0
908,0,0,51.72513633962875,2,8,1,0
909,0,1,50.96267379255685,3,6,0,1
910,0,0,51.60685317814949,3,8,1,0
911,0,1,51.07521535540014,3,5,1,1
912,0,0,50.602189252787866,2,6,1,0
913,0,1,50.52473359133382,4,8,0,0
914,0,0,51.29694485791564,3,7,0,0
915,0,1,50.59112275040694,3,6,1,0
916,0,1,49.37378505513031,2,7,0,1
917,0,1,51.42052949421961,3,5,0,1
918,0,0,51.17872002840683,4,6,0,1
919,0,1,50.44255928927445,2,5,1,1
920,0,1,49.6619008663222,3,9,1,0
921,0,1,51.97440428928693,2,6,0,0
922,0,1,51.15440903770027,4,6,1,1
923,0,1,49.973985312658286,3,6,1,0
924,0,0,51.00546532079298,2,5,0,0
925,0,1,50.3393941787084,1,9,0,0
926,0,0,51.213321897224525,6,5,1,1
927,0,0,49.879377047045786,4,7,0,0
928,0,0,50.247892436483546,2,9,1,0
929,0,1,50.74370542501769,4,12,0,0
930,0,1,49.83209590987611,4,6,0,0
931,0,0,49.728306681303785,2,11,1,1
932,0,0,51.72551229660564,2,6,1,1
933,0,0,50.55692513718943,3,7,0,1
934,0,0,51.18431117196385,2,6,1,0
935,0,0,51.54226862622034,2,8,1,0
936,0,1,51.66561445035535,3,7,0,1
937,0,1,50.137106906439634,2,7,0,0
938,0,1,51.65256367984956,1,4,0,0
939,0,1,50.843878826121205,1,5,0,1
940,0,1,51.0173127630967,3,7,1,0
941,0,1,50.79022238362699,3,6,1,0
942,0,0,52.419260406747085,3,7,0,0
943,0,1,51.1220771971032,4,8,0,1
944,0,1,50.30088697311746,3,5,1,1
945,0,0,52.11476873081954,2,7,1,1
946,0,0,49.17881508180214,4,8,1,0
947,0,0,50.1975189750104,3,3,1,0
948,0,0,51.08542185081481,2,11,0,0
949,0,1,49.331033698400034,2,7,1,0
950,0,1,50.02704259162629,4,7,0,0
951,0,1,50.30138755594104,2,4,1,1
952,0,1,50.33928262718782,4,4,0,1
953,0,1,50.86788274313554,2,7,1,0
954,0,1,52.44128353888309,3,5,0,0
955,0,0,51.43420322897006,2,9,0,1
956,0,0,50.92472550637975,4,6,0,0
957,0,1,50.05853258286186,2,11,1,1
958,0,0,51.22877494732366,1,5,1,1
959,0,1,50.21544824172226,2,6,1,0
960,0,1,51.371777870321,2,4,1,0
961,0,0,49.29189657030494,4,7,0,1
962,0,0,49.73868596485416,4,3,0,0
963,0,0,50.37805825865857,2,5,1,0
964,0,0,50.43344958158111,4,8,0,1
965,0,1,52.01003216343439,3,5,0,0
966,0,0,52.385071001338886,3,4,0,0
967,0,0,50.77852685990329,2,5,0,1
968,0,0,50.61310533271232,3,5,1,0
969,0,1,50.69587179302969,2,6,1,0
970,0,1,51.68791927775497,3,4,1,1
971,0,1,51.75773677108669,3,7,0,1
972,0,0,48.61073300842605,4,7,1,1
973,0,1,49.48489129425796,1,6,1,1
974,0,1,50.72598798843829,4,5,0,0
975,0,0,51.364695912036495,2,7,0,1
976,0,1,50.07834251847337,3,7,0,1
977,0,0,51.30461707148297,3,8,1,1
978,0,1,51.78518560130764,2,8,0,0
979,0,0,50.67770477408399,2,4,0,1
980,0,1,49.589841620317415,3,4,0,0
981,0,0,49.8377654997139,3,10,0,1
982,0,1,51.21989176964368,2,7,0,1
983,0,1,51.37670529435385,2,6,1,1
984,0,1,51.04962828653285,4,6,0,0
985,0,0,49.51530969684599,3,8,1,0
986,0,1,50.80606951817974,4,5,0,0
987,0,1,49.84613757842754,4,8,0,0
988,0,0,50.180681667932674,2,10,0,1
989,0,1,51.01949315548923,2,7,1,0
990,0,0,52.056462469812594,4,5,0,0
991,0,1,49.62311520390082,5,7,0,0
992,0,1,51.85142490602521,3,6,0,1
993,0,1,51.16325288449325,2,8,1,0
994,0,1,51.36462134079282,2,6,0,0
995,0,0,50.87939566346721,3,6,1,1
996,0,0,49.00323916177789,2,7,1,1
997,0,1,50.64913555436418,2,4,0,0
998,0,1,50.76240799688617,3,7,0,0
999,0,1,51.872270226330855,3,7,1,1
0,1,1,57.78178967942162,1,3,1,0
1,1,1,56.4328918908043,2,8,1,1
2,1,0,49.58373117742783,2,7,1,0
3,1,1,55.73520369419936,2,6,0,1
4,1,1,55.81166941212108,3,5,1,0
5,1,0,51.34025675542491,0,4,0,0
6,1,0,50.03253220733997,3,9,0,0
7,1,1,56.37732993084234,2,6,0,1
8,1,1,55.29463190314493,3,5,1,1
9,1,1,55.08962061599369,4,8,1,1
10,1,1,57.4465477096408,2,7,0,1
11,1,1,56.74502020905306,2,7,1,0
12,1,0,50.51014759223183,1,5,0,1
13,1,0,50.19894833948297,2,7,0,0
14,1,0,50.325324655514265,2,6,0,1
15,1,0,52.72677295276084,1,5,1,1
16,1,1,54.79028572788037,3,4,0,1
17,1,1,56.83789891078676,3,5,0,0
18,1,1,57.46017141246215,4,8,0,1
19,1,0,51.397910624414365,2,5,1,1
20,1,1,56.35765536001144,2,4,1,0
21,1,0,51.43135371372944,3,7,0,1
22,1,1,56.97402331062005,2,4,0,1
23,1,0,48.879728376056086,2,9,0,1
24,1,0,50.87452225026568,2,5,0,0
25,1,1,55.24351716101097,3,10,1,0
26,1,0,50.75280217861821,3,7,1,0
27,1,0,52.48336988066641,2,5,1,1
28,1,1,54.3556966181616,2,8,0,1
29,1,1,55.38838614648681,3,9,1,1
30,1,1,57.32225708894899,4,7,0,1
31,1,0,51.075678443311936,2,9,0,0
32,1,1,57.876930217530536,2,4,1,0
33,1,0,52.35930767794974,2,9,1,0
34,1,1,55.9854767499419,2,4,1,0
35,1,0,52.34274840014584,4,8,1,0
36,1,1,56.29026901836463,2,7,1,0
37,1,0,50.95352692811559,3,7,0,1
38,1,1,55.89249880797097,3,7,1,0
39,1,1,56.6127204875286,2,9,0,1
40,1,1,57.69793942408005,3,8,0,0
41,1,0,50.28564272900315,2,8,1,0
42,1,0,52.50548819428436,1,10,1,0
43,1,0,52.58032247133043,3,9,0,0
44,1,0,51.15192106826149,3,6,0,0
45,1,0,52.02230069731436,4,7,1,0
46,1,0,52.71066902055991,2,3,0,0
47,1,1,55.642037690356624,3,8,0,1
48,1,1,56.88625838268027,2,5,0,1
49,1,0,53.60427897553682,2,6,0,0
50,1,1,57.389794500456055,2,6,1,0
51,1,0,52.12842192025904,3,8,0,0
52,1,0,49.54490642263554,2,7,0,1
53,1,1,55.92443326812524,3,8,1,0
54,1,1,58.80668508983253,4,7,0,0
55,1,0,53.09882535083778,3,6,1,0
56,1,1,57.29372804106604,2,4,1,1
57,1,1,55.614355825813085,3,9,0,0
58,1,1,56.93733448314583,3,4,0,1
59,1,0,49.03709028938482,3,6,0,1
60,1,1,55.92853602280567,3,9,1,0
61,1,0,49.49207343806248,3,7,1,1
62,1,0,51.28400889609871,2,8,1,1
63,1,1,55.76036008939827,1,8,0,1
64,1,0,52.32493038396674,3,4,0,1
65,1,1,57.79079730315696,2,7,1,1
66,1,1,56.05749643760914,3,8,1,0
67,1,0,52.77327848997109,2,9,0,0
68,1,1,56.79535650692472,2,5,1,1
69,1,0,51.67731820370405,2,7,0,1
70,1,0,49.744360539279945,4,6,1,1
71,1,0,52.69859085768653,3,10,1,0
72,1,1,56.08787429933941,2,10,1,0
73,1,0,52.23589237958237,2,7,1,0
74,1,1,57.40519080113242,2,6,1,1
75,1,1,55.16482564916145,2,6,1,0
76,1,1,56.201137493339935,2,6,0,0
77,1,0,51.25395153577951,3,6,0,1
78,1,0,50.36822222723432,2,6,1,0
79,1,0,53.96901110159846,1,6,1,1
80,1,1,55.02528281214092,2,9,1,1
81,1,1,57.84487201238838,1,6,0,0
82,1,0,50.51495649318891,2,5,1,0
83,1,0,52.030736997277,0,4,0,0
84,1,0,52.170274550298096,3,5,0,0
85,1,1,56.23027581298257,4,5,1,0
86,1,0,51.81723088411008,4,8,1,0
87,1,0,51.56391179635,2,10,1,1
88,1,0,52.23778889134877,2,9,1,0
89,1,1,56.53545324345652,3,7,1,0
90,1,0,50.79867763776589,3,6,1,1
91,1,1,57.02211922503762,3,8,0,1
92,1,1,53.64878443463586,1,10,1,1
93,1,1,57.51695084504671,5,7,0,1
94,1,1,58.24274274216635,2,5,0,0
95,1,0,51.06142907505774,3,4,0,0
96,1,0,51.72957819639112,3,4,0,0
97,1,1,57.42960287950935,2,8,0,0
98,1,0,50.26495127015311,1,7,0,1
99,1,0,52.01137568583949,2,4,0,0
100,1,0,50.659195094226135,1,8,0,0
101,1,0,51.60139084908656,3,7,1,0
102,1,1,54.39202030169264,4,8,0,0
103,1,0,52.13457534119481,4,4,0,0
104,1,1,53.98111742783633,2,8,1,0
105,1,1,56.51749536947657,2,6,0,1
106,1,1,57.490463204509496,3,5,1,1
107,1,1,56.53181945536988,3,9,0,0
108,1,0,52.96405043986846,2,5,0,0
109,1,0,50.50773070743468,3,7,1,1
110,1,1,56.53641613022368,3,5,0,1
111,1,1,57.64841003627611,5,6,0,1
112,1,1,58.03460703142062,4,9,0,0
113,1,1,54.892964398967536,2,4,0,1
114,1,0,51.037617569427255,3,6,0,0
115,1,0,54.48015561130045,4,6,1,1
116,1,0,50.72414882366338,3,7,1,0
117,1,0,49.89610254696153,3,8,0,1
118,1,0,52.414621879580224,3,5,1,1
119,1,1,58.25474297184381,3,6,0,0
120,1,1,55.48747151359678,3,9,0,0
121,1,0,53.36611356368136,4,7,1,1
122,1,1,57.412414082063314,1,3,0,1
123,1,1,56.25144713504912,3,6,0,0
124,1,0,50.93166927563986,3,8,0,0
125,1,1,58.88488957354599,2,3,1,0
126,1,1,57.20871153445853,2,8,0,0
127,1,0,52.9894570878662,1,3,1,0
128,1,1,56.67484498740435,3,9,1,0
129,1,0,51.96566757942775,2,7,1,1
130,1,0,52.87926843508795,2,6,1,1
131,1,1,56.799352890678016,3,6,0,1
132,1,0,52.69246744553735,3,6,0,1
133,1,0,52.56915488974886,0,5,1,1
134,1,0,53.22414996020412,2,7,0,1
135,1,0,51.95352208686723,2,5,1,0
136,1,1,54.483923453334725,2,7,1,1
137,1,0,52.210240141079474,3,8,0,0
138,1,0,50.55278893286248,3,5,0,0
139,1,0,52.149836045731305,2,4,1,0
140,1,0,50.48112947223055,2,8,0,1
141,1,1,55.19935473401576,4,10,1,0
142,1,0,52.64493989872523,1,5,1,0
143,1,0,51.30821149544256,1,7,0,1
144,1,0,50.18138438918703,1,5,1,0
145,1,1,55.45269875207429,3,6,1,1
146,1,0,51.66940950242466,1,6,0,0
147,1,1,57.28462080540471,5,6,1,1
148,1,1,58.569965434106194,1,5,0,1
149,1,0,52.3182848811118,4,7,0,1
150,1,0,51.0382151614175,0,7,1,1
151,1,1,56.08749913949473,3,6,0,1
152,1,0,51.99044839961642,2,7,1,0
153,1,0,49.553981725674895,1,7,0,1
154,1,0,50.63634920014972,2,8,0,0
155,1,0,53.371231030719706,3,5,1,0
156,1,0,51.62585223693776,3,7,0,0
157,1,0,51.8392416167706,0,7,0,1
158,1,1,57.42729041932181,3,8,0,0
159,1,1,56.054299410256654,2,4,1,1
160,1,0,50.9821212524081,3,6,0,0
161,1,1,57.00422023788538,3,4,0,1
162,1,0,49.47263539019785,3,7,1,0
163,1,0,49.65748499839516,3,10,1,1
164,1,1,56.01758729744797,4,7,1,0
165,1,1,55.85379469717946,2,7,0,1
166,1,1,56.74030330674377,3,8,0,1
167,1,1,56.28619058476342,2,7,0,0
168,1,0,52.34238616613658,3,5,0,1
169,1,1,54.12414591811453,2,8,0,1
170,1,1,55.94792220772914,2,6,1,1
171,1,0,50.444531763286136,3,9,1,0
172,1,1,57.778753805834405,3,5,1,0
173,1,0,50.46222158339083,2,8,1,0
174,1,0,50.56159240880134,2,5,0,1
175,1,0,52.99975076952367,4,9,1,1
176,1,1,56.48305987439242,3,9,0,0
177,1,0,52.86370756014177,2,5,1,1
178,1,0,52.82120671306754,4,6,0,0
179,1,0,51.81368268928982,1,7,1,1
180,1,0,50.63827962774183,2,6,1,0
181,1,1,57.29393709907004,3,9,1,0
182,1,1,55.63286903350517,3,7,1,0
183,1,0,54.14442454667893,2,6,1,0
184,1,1,57.61951273136243,2,7,1,0
185,1,1,56.01724919839249,2,6,0,0
186,1,1,57.22007466472335,2,6,1,1
187,1,1,55.98023189442511,4,6,0,0
188,1,0,50.96604509029519,4,9,0,0
189,1,0,52.73209015541634,3,6,0,0
190,1,0,53.05743125663727,3,3,0,0
191,1,1,57.72526839491269,3,5,1,0
192,1,0,50.875790734363605,3,5,0,1
193,1,0,52.779404604471296,3,9,0,1
194,1,0,49.92487528988775,3,8,0,0
195,1,1,57.1152067679908,1,5,1,0
196,1,1,55.6724984707702,4,10,1,0
197,1,0,53.11467503568449,4,7,1,0
198,1,1,53.97277337053183,2,6,0,0
199,1,1,56.20740723990109,2,5,1,0
200,1,1,56.73764819486062,2,11,0,1
201,1,1,56.266287265488735,1,9,1,1
202,1,1,56.32580571144257,2,10,0,0
203,1,0,50.48806949039512,3,10,0,1
204,1,1,57.10612280847356,1,7,1,0
205,1,0,51.06966130914579,4,8,1,1
206,1,1,56.40835990964848,2,8,1,1
207,1,0,54.00610055434306,3,6,0,1
208,1,1,57.31595191525824,4,9,0,0
209,1,0,49.952963359034094,2,6,0,0
210,1,1,56.222499371569526,3,4,0,0
211,1,1,56.33340281542561,3,4,1,1
212,1,1,55.961059175170845,2,6,1,1
213,1,1,55.45282457148185,2,7,0,1
214,1,1,55.68005896696154,0,8,0,0
215,1,1,56.307527001232536,3,7,0,0
216,1,0,51.70334314283672,3,8,0,1
217,1,0,50.83914112670734,3,7,1,0
218,1,0,52.042383781584704,3,6,0,0
219,1,1,57.17871106563203,3,8,0,0
220,1,0,49.909300073479216,2,9,0,1
221,1,0,49.85667788029768,2,6,1,0
222,1,0,52.2378144192051,2,4,0,1
223,1,1,56.04224619803296,1,7,0,0
224,1,1,56.095538594815466,2,7,0,1
225,1,1,56.509164921660265,2,7,0,1
226,1,0,50.57195492535603,2,6,0,0
227,1,1,58.05972952026691,3,9,0,1
228,1,1,57.68675504813884,3,6,1,1
229,1,0,51.92827632749918,3,7,1,1
230,1,1,56.68106622983513,2,7,0,0
231,1,1,57.22497415467529,4,7,0,0
232,1,1,56.95393033253141,3,8,0,1
233,1,1,59.29999066083501,4,3,1,0
234,1,1,56.79196190773599,2,6,0,0
235,1,0,52.09744180301683,4,5,0,1
236,1,1,57.62571306185608,2,6,0,0
237,1,0,50.00795278031124,2,8,0,0
238,1,1,56.049511283713926,2,6,0,0
239,1,0,50.82913790502133,3,7,1,1
240,1,0,52.770697726505695,2,6,0,1
241,1,1,56.8371196601286,3,6,1,1
242,1,1,55.1083216101841,3,6,1,1
243,1,1,57.0233883470412,2,7,1,1
244,1,1,57.54272861418679,3,3,0,1
245,1,1,55.7048743943438,5,8,0,1
246,1,1,57.29377957191062,2,5,0,0
247,1,0,50.99023657272416,2,7,0,0
248,1,1,56.66889677147248,4,7,0,0
249,1,0,52.9213085220674,0,7,0,0
250,1,1,57.63036573300887,2,7,0,1
251,1,0,52.46662502783251,3,4,1,1
252,1,1,55.76231032804383,3,7,1,0
253,1,0,52.240808249169326,3,7,1,1
254,1,1,56.55652219601905,4,8,0,1
255,1,0,51.2360308797572,4,5,1,1
256,1,1,55.66050330836486,4,5,1,1
257,1,1,57.25253265240077,2,6,1,1
258,1,0,52.5029671906175,4,7,0,1
259,1,1,55.631000153935126,2,11,1,1
260,1,0,49.62689130959813,3,6,0,1
261,1,1,56.46665700271947,3,5,1,0
262,1,1,55.85569221210609,3,6,1,0
263,1,0,50.70385238317666,1,6,0,1
264,1,1,56.99665837740757,3,6,1,0
265,1,1,55.099258103674174,3,8,1,0
