age,income_level,gender,minority_status,credit_score,automatic_enrollment,saving_rate
10,7,1,1,12.874670993339832,0,9.05533613635442
9,4,1,1,12.506856520868432,0,8.455710634301054
4,7,1,1,13.508432036788186,1,18.00395755476709
10,4,1,1,11.51096535982382,0,5.610247727320427
6,5,1,0,14.17307884893797,1,16.940632150852686
10,8,1,0,13.682703809034937,1,16.094299230101388
7,7,1,1,10.068316348064728,0,4.733873892845049
7,4,1,1,13.58593857065484,1,15.73304991176615
8,5,1,1,11.010806880465964,0,6.436566106451757
8,5,1,1,14.461964469384307,1,17.988741975280487
8,6,1,0,10.22497064156032,0,5.737133635472146
8,7,1,1,14.09394673878709,1,16.067845742129244
8,6,1,0,15.269960940988582,1,18.0491634334339
9,4,0,0,12.34896162656774,0,7.288321529205136
2,5,1,1,12.727175921418874,0,9.95655101163451
8,8,1,1,10.284302341764723,0,5.5379874920591705
4,7,1,1,12.455438025514296,0,9.518041541667907
8,5,1,1,13.28996029458644,1,15.933835944825232
8,7,0,1,15.685670097283763,1,18.655915373944943
8,8,0,1,12.705082432208313,0,9.212407537110254
6,7,0,1,12.469186765522895,0,8.778545483863777
2,5,1,0,16.267218796667606,1,19.836714078741487
3,9,1,0,11.366901067947651,0,8.251456172115887
7,7,1,0,14.177704803070572,1,16.794086390898347
12,7,1,0,16.636706302923173,1,18.85015131031261
12,7,1,1,10.848490289035478,0,6.026161355703893
10,6,1,1,16.057577443778623,1,19.50053362471565
5,3,0,1,13.07823816571274,1,16.096653930041633
11,5,1,0,11.908281093887604,0,6.928247312737951
4,4,1,1,11.964875462327052,0,7.368986957614374
6,4,1,0,13.259725628102354,1,16.177017461891687
7,4,0,0,12.17780537931115,0,7.999267679286927
4,5,0,1,12.659791239882193,0,9.073719740038491
2,6,1,1,10.124100832189525,0,5.271802803618059
7,7,1,1,13.136932094978134,1,15.632326184574804
4,3,1,0,16.293036500950596,1,18.95713185486836
9,8,1,1,14.148821246849955,1,16.38104394882597
8,3,1,0,11.767966918535764,0,7.411097859436633
8,6,1,0,15.497081174827184,1,17.96010329903228
4,4,1,1,11.788819731477416,0,7.724617734272714
6,6,0,1,11.829899326585045,0,9.012100996926671
1,5,1,1,15.197884562090172,1,18.10573548927776
5,7,1,1,11.991102674811536,0,8.348966835017468
7,7,1,1,12.125935121223414,0,7.977852906071114
14,6,0,1,14.334881403310522,1,16.3310268895868
12,8,1,0,11.630900832754609,0,6.450097966582053
9,5,0,1,15.25188575820388,1,17.194363308533617
6,5,1,1,14.720407248472638,1,18.6390397393716
13,6,1,0,9.581829565345595,0,3.214793466721108
5,7,1,1,14.683356627947278,1,18.36853228377716
10,6,1,1,14.59170001125872,1,16.776828417960647
4,6,1,1,12.82517069122201,0,9.50943610820708
10,7,1,1,13.47643903808772,1,16.80025559903504
13,5,1,1,14.147446305991965,1,15.961653348871492
1,9,1,0,13.314524767306324,1,17.577013647871166
5,4,1,1,15.02528302694568,1,18.205040208150717
7,6,0,0,13.191521002702835,1,16.545321500906102
6,9,1,1,15.591211432012004,1,18.3523471923932
8,7,1,1,15.070714385060992,1,18.717383330975764
6,8,1,0,11.811474684125956,0,7.269018877903576
5,7,0,1,9.177983461275453,0,4.2342522431791805
5,5,0,1,12.46368231473682,0,8.00111295395551
3,7,1,0,13.493098077358333,1,17.485425612374847
10,8,0,1,14.786523176006936,1,16.8845223227041
6,6,0,0,13.047307418733258,1,16.18922899199109
13,7,1,0,11.313232832562948,0,6.004850095104231
7,6,0,1,14.028992135181204,1,16.98494491217736
9,4,1,1,17.13833665920675,1,18.39171841398676
7,5,1,0,11.491288072995651,0,6.21457349775433
4,8,1,1,12.135804550938271,0,8.435632612885605
8,11,0,1,14.048037753844962,1,16.775367347850384
7,6,1,1,16.84992176925143,1,19.57185443721169
15,5,1,0,9.588879264089128,0,2.128473870702768
12,3,1,1,12.062314441599128,0,7.799393641634708
10,6,1,1,14.693028894866092,1,17.21046463209835
11,5,1,1,11.634458878984894,0,6.805406277334689
9,5,1,0,12.824509902586373,0,9.109308154012842
5,3,1,0,16.43263025344996,1,20.26720765613057
14,5,0,1,9.472432820881885,0,2.444183003875773
7,6,0,0,10.47327952859094,0,4.58839239125058
10,4,1,0,13.245439201565985,1,16.031757239363085
10,5,1,0,13.590894947813918,1,16.76597630605344
5,6,1,1,13.16265489921192,1,15.74174471833922
8,7,1,0,15.63542024957778,1,17.180145551409836
7,2,1,1,13.219604867024689,1,15.697466090768993
6,4,0,0,10.185587896400571,0,4.445520272512776
11,6,1,1,13.224873576798151,1,15.559457593284172
12,7,0,1,9.81206245340128,0,3.1707087761919075
3,7,1,1,14.22227260924848,1,17.170903415519973
11,7,1,0,13.8737806325233,1,17.01914282838659
3,7,0,1,12.87018485344609,0,9.964607604558784
6,7,1,0,14.897022469593018,1,18.203879805687663
8,6,1,1,14.715939607142,1,17.223210929056552
7,5,1,1,16.408012869083713,1,18.510906294989248
5,9,0,1,13.355470369884102,1,16.751237084460243
9,3,1,0,14.072574284570132,1,17.60228174504539
11,6,1,0,9.916936975697755,0,4.161149232645171
7,7,1,1,14.206078467269396,1,16.87124830416641
9,5,1,1,13.751613654153909,1,15.968289621801208
2,7,0,1,15.74644013370002,1,19.611979450069843
3,7,1,1,15.56085869381178,1,20.116439827207923
11,9,0,1,13.092898244955798,1,15.943347116290438
7,5,1,0,13.27981188047198,1,16.435728202530893
6,6,0,1,13.281638330316325,1,16.72555004249852
5,7,1,1,9.684552557614406,0,5.153308582540252
1,6,0,1,15.375703163692323,1,18.27257311730481
12,7,1,1,11.200109955939611,0,5.693322276736657
5,7,1,0,14.326922092148372,1,17.954338495053683
4,7,0,0,13.071141179156609,1,17.417000670350365
2,3,1,1,10.63727410460093,0,7.269558560626224
7,6,1,1,14.765620159966996,1,16.962605365799444
5,5,1,1,12.428185276571934,0,8.953884956346938
10,6,1,1,10.30679874434226,0,4.735982741516756
7,6,1,1,12.504417552268654,0,8.702946551822427
7,5,1,0,11.463902852041407,0,6.566601622546391
0,8,1,1,10.04973016496982,0,5.292639525018575
12,7,1,1,14.937744325093629,1,16.856641927975836
6,5,1,1,13.058272233546964,1,16.335049991741624
6,4,1,1,12.664529658142564,0,9.652549013191155
9,6,0,0,12.428779785655305,0,8.498694031877715
7,6,1,0,14.647965928250224,1,17.779573390722764
11,5,1,0,13.915456277016602,1,17.545292054816045
6,4,1,1,11.682855998400472,0,7.399845269846561
12,5,1,1,15.658497578099968,1,17.57787160547083
8,5,1,0,12.79619009852848,0,8.298385079875723
6,6,0,1,14.122015276459992,1,17.07954925053807
11,6,1,1,15.412538234729368,1,16.86564199376342
9,3,1,1,13.972997820875552,1,16.888411303981368
7,4,0,1,10.728329602961804,0,5.628053795903526
6,8,1,0,10.518001806079123,0,6.13416480601798
4,3,0,0,12.042986885922904,0,9.0501447994006
6,5,1,1,8.995898098378067,0,3.427586266590982
13,7,0,1,9.8093252455998,0,3.817083256440924
2,5,1,0,9.556708010824154,0,6.100154838657192
10,7,0,1,8.937696161203448,0,2.626580065728676
5,6,1,1,14.325462769937918,1,16.90126843773068
9,5,0,1,13.027356335309664,1,15.833753076218349
2,5,0,1,11.959803237849846,0,8.622059920698389
12,5,1,1,14.150174974772495,1,16.681137697487628
6,6,0,1,14.299591979037125,1,17.086586022670126
10,5,0,0,9.162330659398396,0,2.6649606407455364
7,6,1,0,13.27205751175276,1,16.740409991166104
5,5,1,0,12.836036903824304,0,8.761759407142302
4,5,1,0,10.941839474677774,0,6.56847642394064
6,8,1,1,11.454652888461537,0,7.575619900064209
10,6,0,1,14.100426352315973,1,17.240164085389797
5,5,1,1,14.167428559539616,1,16.818521576501976
10,3,1,1,14.161910509598965,1,15.72744046491339
6,4,0,0,13.066726846584848,1,16.446478448886026
7,5,1,1,10.302684591648475,0,5.077956933948086
7,4,1,1,10.275460283626916,0,5.536950495932626
4,7,1,1,14.876027546541009,1,19.249700729354878
9,4,1,1,11.940725772988046,0,6.7007635714221125
12,5,1,0,12.888585017564845,0,8.702432672372405
4,7,1,1,10.483950290537871,0,6.628056476705359
4,3,0,1,11.1512629998932,0,6.815002392773205
8,8,1,1,14.274067705859975,1,17.64977700166684
6,4,0,0,13.195414859611107,1,17.17921942170985
14,3,1,0,15.011577420937387,1,16.025556875245684
16,2,1,1,13.55069476012705,1,15.132141095928487
13,6,1,0,10.5581338016555,0,4.814741601420694
7,6,0,0,12.76393970488535,0,8.791749458572946
7,8,1,1,12.248506529990475,0,7.444736410830106
0,7,0,1,14.138068362174756,1,18.76983826285752
9,5,0,0,10.011326121323991,0,5.88190778318676
8,6,0,0,12.372527549210698,0,8.85476832056657
7,6,1,1,12.611800616982585,0,8.664637996411715
4,6,1,1,11.947316902690517,0,8.730013585010457
7,4,0,1,15.508926763733678,1,18.524519528570835
7,7,1,0,12.058845948930555,0,7.519149171823401
11,5,1,1,14.734112000529109,1,16.75190182064165
4,7,1,1,14.681205184029812,1,18.97737543309236
6,7,1,1,15.31489915176494,1,19.41836351786623
8,3,0,1,12.231496492988718,0,6.971051846488765
5,6,0,1,13.40912743671526,1,17.165979689691863
7,5,1,1,15.615130448712671,1,17.621380691802337
12,7,0,0,9.659108990216463,0,3.9426067865235344
11,4,1,0,18.389917265122904,1,19.434383985373447
13,3,1,0,14.54166719318304,1,17.480775090910633
12,6,0,0,15.464675642273864,1,17.35582573308124
10,4,1,1,14.896804914643909,1,17.516605481983348
6,5,1,1,12.443344997201445,0,8.914279268682625
10,5,0,0,17.183138486675627,1,19.046397408652773
8,4,1,0,10.259664566810024,0,4.998012197563639
4,6,1,1,7.626393355385153,0,1.394468903319684
12,6,1,0,18.71605459837249,1,20.45933429561657
7,9,1,1,12.646497569946392,0,8.606074607689473
9,5,1,0,12.829807582572736,0,9.761365316451805
5,3,1,1,12.652143661698856,0,8.668656107261256
10,6,0,1,17.171346715665653,1,19.387124438289124
6,4,1,1,14.363732123528942,1,17.247886867972053
10,8,0,1,13.86128109675896,1,16.935124199859924
11,6,1,1,10.933775505187322,0,5.91624079352146
6,5,1,0,9.43747770295912,0,3.944720820179999
7,7,1,1,11.654864858380868,0,7.726431347245432
11,5,1,0,15.309193444119678,1,16.85226689424985
6,4,0,0,14.2744001191528,1,17.347736648974948
6,5,1,0,15.25489845667421,1,18.292897877365476
10,5,1,1,11.325838545693257,0,5.588944215955602
10,8,1,1,10.125307521623627,0,4.511548734996689
6,6,1,1,14.122067533621534,1,16.883342333933328
3,7,1,1,11.57197258728062,0,7.764222385343711
5,9,1,1,12.97033936814979,0,9.841092649435508
8,3,1,1,14.97196242579023,1,17.423412208417357
9,6,1,1,13.399940502886336,1,15.659219387594876
12,10,1,0,12.23983991947014,0,8.161995954006088
2,4,1,0,11.578780469442718,0,8.319741260692885
7,7,1,1,15.71951393785812,1,17.854036863681554
8,4,1,0,16.173680628109544,1,18.98545800165113
10,6,0,0,14.27974602702714,1,16.01362288274316
10,5,0,1,15.244241803533876,1,18.455584998588066
5,8,1,0,9.416136363896946,0,4.704234242083433
9,4,0,1,11.336796349936838,0,6.069279736776319
5,6,1,0,13.019124752754388,1,16.824427606657203
9,4,1,1,12.954825283721682,0,8.252977238885908
12,6,1,1,11.059365222137057,0,5.417854506447232
10,5,0,1,13.51732850176642,1,16.386009765684573
3,3,0,1,13.618980572657648,1,17.5800121604814
6,7,1,1,7.827670794895798,0,1.4336737602822036
8,6,1,1,15.786958060489082,1,18.499688172137517
7,6,0,1,10.92926899065356,0,6.540259858168374
9,6,1,1,12.484695408330769,0,7.894738969628828
5,6,1,1,14.092276254078111,1,17.50914092634818
10,6,0,1,16.261422514980435,1,18.668230023552656
5,5,1,1,13.150366074491126,1,16.021307709246223
9,3,1,0,14.878876834670374,1,16.78877251774469
10,6,1,1,16.660752220754617,1,18.1147212676879
5,8,1,0,11.899496126730565,0,8.238739182959785
5,5,1,0,14.293235165295483,1,16.996798727694177
10,8,0,1,10.472651548691516,0,4.080492212305304
12,2,0,1,12.951291954687282,0,7.596150103729666
8,5,1,1,9.892741513370524,0,4.650904840216135
7,5,1,1,10.720386332084226,0,6.287231350350116
8,6,1,1,11.91856570423243,0,7.059629016901899
10,7,1,1,14.156150825923673,1,16.04697710527048
12,6,1,1,15.18837527453891,1,16.8378522327015
9,4,0,1,10.20118474850843,0,4.366103235267487
10,4,1,1,12.374106696088274,0,7.866202622288713
9,4,1,1,13.786044105072278,1,17.075843928629254
8,5,1,1,11.02777824085648,0,6.004274598827339
8,5,1,1,13.380095889838085,1,16.475546313097077
4,6,1,0,14.044728153946156,1,16.547200500652455
7,6,0,1,10.937251375446142,0,6.114722817437306
4,6,1,1,14.210879887989584,1,17.558401764377717
5,6,0,1,13.928372254589211,1,17.416756583844677
6,5,1,0,12.167238674723984,0,7.9859254513622195
8,5,0,0,13.252257262135192,1,16.400888832094033
10,6,1,0,11.885446243667223,0,7.138266988453038
12,6,0,1,14.88232546368758,1,16.56034526571335
7,7,1,1,13.659285085837118,1,18.26111428686952
6,6,1,1,11.485106175062947,0,7.6773394481507875
3,4,1,1,7.288705936022525,0,1.497200449293032
6,4,1,0,11.841354236331508,0,7.600854602016668
8,5,1,1,14.398170752221247,1,16.610946033737093
8,7,0,1,13.228567285606522,1,16.421903249251113
10,6,1,1,13.593026264642544,1,16.878594670597316
8,6,1,1,12.123563743302622,0,7.780997210915293
1,6,1,1,14.92460951454226,1,18.24249893306159
9,5,1,1,12.308341051893482,0,8.889430207924539
0,6,1,1,10.239126137328014,0,5.354298199366769
2,6,0,1,14.853199080897271,1,17.75345625553043
4,5,1,0,12.77708061056292,0,9.440666288660552
4,7,0,1,14.75159630128404,1,18.45776789511447
8,5,1,0,12.16735033208275,0,8.07992462440136
6,4,0,1,10.973882289182743,0,6.343681308276166
13,4,0,1,14.778919848721706,1,15.528448310797357
5,6,1,1,14.626915953936363,1,18.4982205978311
12,5,1,1,11.7066644532457,0,6.788293623950695
8,5,1,1,10.996965552146772,0,7.07090897821858
5,5,0,1,11.875644583642414,0,8.325258222878805
12,7,1,0,14.741201948992366,1,17.700747716281946
5,7,1,1,14.37234243679884,1,18.122399463856866
6,5,0,1,15.856360325377254,1,18.586761356070284
12,7,1,0,11.985557722285234,0,6.150507640871035
8,6,1,0,13.979542463171509,1,16.888147855618385
8,6,1,1,11.780958563917926,0,7.561788243709677
6,5,1,1,12.237370939231164,0,8.371149619018956
13,8,1,1,15.59139834378676,1,16.872909010258873
7,5,1,1,11.664433554104486,0,7.1125288045272095
9,3,1,1,10.963687479687527,0,5.2621386405485815
11,6,1,1,14.989065924092513,1,17.357618850671514
3,5,1,1,9.517868616034145,0,5.345787584322744
11,5,1,1,9.593706800933685,0,3.424508653871729
7,5,1,1,13.344339403060452,1,16.251148303699964
3,5,1,0,11.700041508208958,0,8.13458504523612
15,5,0,0,14.023979737109538,1,15.614213415359853
9,4,0,1,13.328220750026256,1,16.398705550271757
11,6,1,0,13.804532691449516,1,16.20064413541109
11,6,0,1,10.327799342167474,0,4.738860879851293
5,8,1,1,13.216848367091831,1,16.082241423151213
6,5,0,1,16.123462377435906,1,18.65688628375533
5,2,1,1,12.71553545672337,0,7.692898518363029
11,6,1,0,14.303836140627991,1,17.303028606865936
5,5,0,1,14.028683222342886,1,17.429425094044717
9,5,1,1,13.272490643748815,1,15.57733062429716
10,4,1,1,17.7967909628074,1,19.6040475350411
12,7,1,1,14.200565828423615,1,16.846091649238804
13,6,1,0,14.016350823243355,1,16.24955237255175
14,7,0,1,15.369505474522049,1,16.50217038611965
8,5,1,1,14.897504316347964,1,17.55733043038641
8,6,0,1,15.174018335762971,1,17.670286571089523
9,6,0,1,13.958979199018623,1,17.345496966074467
9,5,1,0,13.022126208977056,1,15.426689883144132
6,6,1,0,14.584247178530411,1,18.096904741926
13,7,1,1,10.105709035563226,0,4.2542169320925645
6,6,1,0,13.81845082382332,1,16.733857067462285
5,9,1,0,12.215408619531848,0,8.671696866484686
5,6,0,1,13.43819449427425,1,17.077498509836
11,6,1,0,13.581241017714802,1,16.321296819543015
15,6,1,0,11.905130134119911,0,6.764543065355714
6,6,1,0,6.8885724090635385,0,0.5799091419298332
6,7,0,1,12.660925443740217,0,9.749448808821636
8,5,1,1,8.491932628056853,0,2.563460469026764
4,5,0,0,11.971000076934654,0,8.216961453089192
4,6,1,0,14.57138496583373,1,18.16574293805407
8,7,1,1,13.201288118960669,1,17.180970489625448
6,4,1,0,12.373616449192989,0,8.092441187096696
6,3,1,1,12.323182251899354,0,7.216702175797289
7,4,1,1,15.26699051248061,1,18.40041108121288
7,5,1,0,13.09317518446599,1,16.105047397493955
6,4,1,1,11.510877980435913,0,7.611985028549343
11,4,1,0,13.668299222014218,1,15.65366784104656
11,6,0,1,13.412588106758935,1,16.154408355314857
7,5,1,0,10.399773728364908,0,5.923476653909305
10,4,1,1,14.28210631917851,1,16.905851374117997
8,5,0,0,10.404703634660502,0,5.7987458783804335
9,6,1,1,17.53223479154164,1,19.822777019592785
5,5,1,1,13.46820494961728,1,17.68100983100902
5,5,1,1,14.80602811180811,1,18.749483500929703
7,8,1,0,12.804285790674475,0,9.2996196137147
3,5,1,1,12.388269710959118,0,8.357767981830547
10,7,1,0,12.379386180599615,0,7.799608085045087
8,6,1,0,15.909968528253764,1,19.384429908285725
13,3,1,0,10.735475713893388,0,4.727239261849916
11,6,1,1,12.10267864845628,0,7.3518753072822225
11,7,1,1,9.766037829684064,0,3.7056963298760617
8,6,1,1,13.754873658840028,1,17.323956647889304
7,4,1,0,8.78875906406483,0,3.3732070095486937
5,6,1,1,11.60192949209905,0,7.369483765453352
8,5,1,0,9.456775710319135,0,3.74552306906184
7,5,1,1,16.59967017984106,1,18.740525891101733
8,7,0,0,9.302652874650104,0,4.681918137155684
10,7,1,1,15.552912491961555,1,18.372714287265303
5,6,0,1,12.044670537433976,0,8.581849685464096
10,6,0,1,14.602792119441531,1,16.758498514567073
10,3,0,1,16.15564735176988,1,18.065342049689704
12,5,0,1,15.618018117806953,1,17.90111890198734
8,5,1,0,12.390721137050466,0,7.996568704974672
13,6,0,1,12.060528932399652,0,6.685413690037392
9,6,1,1,13.381956137935957,1,15.9082900993952
6,4,0,0,10.929529481980406,0,6.222904991587549
0,4,0,1,9.62088797335202,0,5.123834121890842
10,6,0,0,11.478043173465672,0,7.473976289154115
10,4,1,1,11.116219182220076,0,6.345311096123828
6,7,0,1,13.837662236065118,1,16.62480287295469
9,7,0,1,11.064081669500126,0,6.5702928822486
2,10,0,1,10.834975976305724,0,8.043969169410236
9,6,0,1,14.692759949346517,1,17.61442727077589
8,5,1,1,12.717399640797057,0,8.822478022435142
6,4,1,1,14.798433184974554,1,17.258645299954406
6,9,1,1,18.861805471354,1,21.874816879663094
8,7,0,1,12.602607066799727,0,9.05220694219384
14,2,0,1,17.22717521785091,1,18.09914763758893
9,5,0,1,18.22380750460086,1,20.46622357938029
11,3,1,1,11.79851476704706,0,7.257513114426572
3,5,0,1,14.296001808634754,1,17.851181305293505
4,7,0,1,14.816814176803971,1,17.66872036893115
9,5,1,0,15.45587348824615,1,16.955577464271798
10,6,1,0,11.08819473212866,0,7.023677110785769
13,6,1,1,14.9263226777468,1,17.342655111771403
1,5,1,0,13.114745086637567,1,17.529075112713688
10,6,0,1,12.719486175473888,0,8.620108932503015
4,5,1,1,14.240912965121463,1,17.895104472171386
14,6,1,0,12.88988774338693,0,8.47179982463993
8,5,0,1,14.159320269284503,1,16.387362018925952
11,8,1,0,16.701919020680915,1,18.780909218732024
8,5,1,1,11.616249441133386,0,7.120240243687444
8,7,1,1,10.703932969614822,0,4.912455643634528
6,6,1,1,13.680675303775695,1,16.86090730352309
12,8,0,1,11.103821518253676,0,5.426237152281893
2,3,1,1,16.006907444220005,1,18.529406382336077
9,6,0,1,12.137191920266696,0,8.443575353917048
10,5,1,1,9.515469723691576,0,3.738925592005746
7,5,0,1,15.90119592716912,1,18.552395907192388
3,4,0,1,12.574031055507795,0,9.182624635278094
12,5,1,0,12.520417640387349,0,7.649435762152455
10,7,1,0,11.850650019309567,0,7.412261174399158
5,3,0,0,15.854073142444996,1,19.007377919843428
6,5,1,0,14.397559378433044,1,16.260050051281844
8,8,1,1,13.65078559237022,1,17.321669484243397
9,6,1,0,12.881240358656504,0,8.205310398616813
7,5,1,1,11.148344906969804,0,6.274136798119379
13,5,1,0,11.67658890769116,0,6.434578481470315
11,8,0,1,10.862619968428149,0,5.571028876416418
3,5,0,1,10.784829976630316,0,5.784838446204627
8,5,0,1,12.909422249452833,0,8.872723550870738
1,4,1,1,11.850402525556182,0,8.259395194470166
0,7,0,1,10.906755187684308,0,7.738193221387653
5,4,0,1,13.600573397893164,1,17.12794140109018
4,5,0,1,13.234620254993668,1,16.161758286992214
4,5,0,0,11.269412540314375,0,7.339928059953806
8,7,1,1,9.162232769040251,0,3.479597296586142
5,4,0,1,11.068766487085698,0,7.634676427605411
15,5,1,1,11.327497839231553,0,4.785830500762401
8,6,0,1,11.445530158826063,0,7.287737746426589
11,7,1,1,9.96609475538557,0,4.963427480898751
8,4,1,1,11.949420622492786,0,8.450346752176904
2,5,1,0,10.156689281476286,0,6.521982055624735
13,6,0,0,14.26894879326496,1,16.200703376129717
8,6,1,1,9.811625201160927,0,4.437725892765338
6,5,0,0,11.884177948731889,0,7.51237280647593
7,6,1,1,12.61006134640934,0,9.039560249243578
11,5,0,1,11.83030961169215,0,7.397190026376382
5,4,1,0,14.087652804829224,1,17.01491295660087
10,5,1,0,14.46704622960002,1,16.135607590587817
7,7,1,0,12.783302442336424,0,8.34801475733391
6,6,1,1,12.75953841151859,0,8.332099570501638
5,3,0,0,11.93720514365829,0,8.032434050454212
12,6,1,0,12.894738818345088,0,8.422218295698068
-1,6,1,1,14.932434982274064,1,19.23980287959013
5,7,1,1,12.539950710026046,0,9.474564745595282
6,6,1,1,13.0986526329945,1,16.89923552593913
8,3,1,1,14.641735117576236,1,16.990525833507483
13,8,1,1,9.500279500741948,0,3.052336661183415
9,3,1,1,13.544865168773647,1,15.67723887193054
2,9,0,1,15.243659358504893,1,19.58524156961926
5,5,1,1,8.868024839821953,0,3.2050859211408484
6,7,1,1,13.597426403056785,1,16.210019597057837
8,6,1,0,10.145828286867037,0,4.3713469117812815
5,6,1,0,11.954941655847076,0,8.680761298873641
6,6,0,0,13.961694514254829,1,16.626155053653278
7,6,1,0,15.162974374093803,1,17.54879071680274
3,8,1,1,12.94236247305616,0,10.55500640928095
1,3,1,1,10.0670946518904,0,5.136905764352659
8,7,0,0,11.058215154652022,0,5.912494416565529
5,8,1,1,16.17089432383656,1,19.09567741137793
10,7,1,1,11.625960051795158,0,6.402340200901482
9,6,0,0,12.999096242472849,0,8.594262513587886
7,4,0,1,13.52931663673243,1,16.27013178738327
8,8,0,1,8.634913462121677,0,3.5073331340516365
12,8,1,1,9.185673825236394,0,3.098189165037556
8,8,1,0,10.247414280147671,0,6.558650875520728
4,4,0,1,11.874738963690168,0,7.330408706862076
0,7,0,0,9.966441434347267,0,6.221749137250933
10,5,0,0,12.318595083908669,0,7.115481356553326
11,6,1,0,14.92438807627988,1,17.33909140352159
6,5,1,0,10.15749589311408,0,4.73746476691368
13,7,1,1,11.17446902556409,0,5.130085494865524
6,7,1,0,13.891315621722816,1,16.951128280136892
5,7,1,1,11.712291330551228,0,7.901952150512757
7,6,1,1,13.8201307877849,1,16.683689168314046
6,4,0,0,8.665138619349094,0,3.162195858062243
7,6,1,1,14.896149032211149,1,17.89403461805472
8,6,1,1,12.1226661478965,0,8.921946212083823
6,4,1,1,11.679846273969575,0,7.357569052521998
4,4,0,0,15.817993191597887,1,18.88211928656108
9,4,1,0,12.896582547490926,0,8.389766089208287
11,5,1,1,10.516540444549848,0,5.332582080273152
9,5,1,1,14.544725723801369,1,17.703455728098564
12,5,1,1,15.03740174427299,1,16.521258233175992
10,6,0,1,16.13533935691176,1,18.662064076184866
5,7,1,1,12.152571158779974,0,7.8392241369368625
12,8,1,1,15.006382134379791,1,16.595116585337102
7,5,0,1,14.944864196868323,1,17.952640265002703
6,7,1,0,15.340291603009568,1,17.82877797682268
