student_age,parent_education_level,low_income_status,private_tutoring,online_program_enrollment,study_hours_per_week,student_performance_index
37,15,1,0,1,65.58982600454618,238.24275557329477
33,14,1,0,1,57.77424053584199,219.0273063793076
31,18,1,0,1,63.638316299843815,229.04468132430264
30,16,1,1,1,60.62376271728017,225.17681455714484
23,26,1,1,1,63.60086236268678,228.06664120338388
27,24,1,1,1,68.00198635306853,238.53672503713565
29,14,0,1,1,55.258550265157865,208.71716321415312
39,33,1,1,1,94.464866440274,317.1574100348294
26,24,1,1,1,65.79119985358248,236.72085987243216
30,21,0,0,1,65.36612457392907,235.9303588856395
37,18,1,0,1,68.06564695353136,249.0992702947016
27,27,1,1,1,71.82121755918526,249.7299681376484
17,27,1,1,1,61.004171639090686,218.7852585211392
30,17,1,1,1,60.45137050365781,223.48274946245812
28,16,1,1,1,57.93070254908075,215.3474801436968
23,15,1,0,1,49.96532881042784,191.16301835639197
41,11,1,0,1,63.32385903309315,237.86950382738013
23,6,1,0,1,37.17050364665511,159.8446129987403
24,13,1,1,1,48.20643961604103,189.9017475221648
26,20,1,1,1,58.592340420408014,215.13719541889995
34,18,1,1,1,68.10182003009534,243.3818780574653
40,22,0,1,1,78.63440019099424,272.81673897809185
12,16,1,1,1,37.980386357551765,154.71327813011678
34,18,0,1,1,65.41365443105394,240.0430971606396
39,17,1,0,1,70.27928834742713,252.9496168675321
31,10,1,1,1,53.72252828224568,204.34430658118217
31,25,1,1,1,72.56840436005653,256.2685287161692
38,19,0,1,1,72.16063654443562,256.9057855354368
8,29,1,1,1,52.78447448236452,189.14791514498805
31,17,0,1,1,59.05179078355594,219.49229708094785
31,24,0,0,1,70.83959277959534,248.13854238769505
49,8,0,1,1,70.29259255749966,256.76579768165107
33,29,1,1,1,81.55590236122343,277.8945529515516
41,23,1,0,1,81.64171222352402,281.4747905445146
35,25,1,1,1,78.31690036188968,272.522050816714
15,19,0,0,1,43.38612573542434,169.35038502745093
28,22,1,0,1,63.30907130824762,230.62622062401968
35,26,1,1,1,79.87464580974869,276.5262741797129
37,20,1,1,1,74.68147456332588,258.8872093253878
38,13,1,1,1,65.69858894340013,241.02894878404044
27,9,0,1,1,45.83279729157847,183.15746438329072
44,13,1,0,1,72.22962761752957,261.6232351107552
25,12,1,1,1,49.32875820424536,190.5877773870279
33,25,1,1,1,75.7236576261656,262.7876899357333
21,24,1,0,1,58.70548718246209,211.93887985632597
29,16,0,1,1,55.40577927969037,210.847914164545
36,21,1,1,1,73.06779856735848,260.74164952827084
25,25,0,1,1,64.88359936396289,231.2376409441713
30,28,1,0,1,75.27527855255337,261.1690205653104
29,19,1,1,1,62.58266892426533,227.8912234582352
34,26,1,1,1,77.61301587688985,268.2958945793206
18,24,1,0,1,55.01938260759312,203.7587944698693
17,24,1,1,1,55.64545024737935,203.3153649794604
33,16,1,1,1,64.37200154125458,233.6441856262348
17,19,1,0,1,49.16159639640385,185.6278272974208
33,24,1,0,1,72.22766390039202,255.1136115769008
43,18,0,1,1,75.64952275071613,269.4166740653314
15,22,0,0,1,46.6365172021104,177.31781878038143
28,25,0,0,1,65.22771148007082,235.96760696969488
42,24,1,1,1,85.04860732984604,292.53143564877206
26,14,1,1,1,52.09201224223653,201.06191258319487
41,14,1,1,1,68.47233866558369,250.04186202275537
31,23,0,1,1,69.17484892169486,244.67185379977067
43,22,1,1,1,80.89848856705717,283.3080513375843
18,33,1,1,1,69.17550250009101,239.53095394111065
20,25,1,1,1,59.517761703984405,213.7374575024194
36,24,0,1,1,77.06196368939524,267.9963416670132
40,15,1,1,1,69.30270838669857,252.54284791732096
36,12,0,0,1,58.735378716694655,221.67481585391977
40,17,1,1,1,74.05255360329424,262.8880013634932
30,17,1,1,1,62.63056260738257,227.5504024505738
37,20,0,1,1,72.6041156411727,257.92258405667286
21,25,1,0,1,61.36712256092257,219.8469866947306
31,27,1,0,1,75.23183201025272,263.22355865096046
33,20,0,0,1,66.25258555295544,237.2388820754448
36,22,1,1,1,74.04306746327472,261.9433907616373
43,9,1,1,1,65.4741995270363,241.3605188015284
28,17,1,1,1,58.82552290744079,218.70027475094156
24,16,0,1,1,52.39492508915752,197.5836365164008
35,26,0,1,1,77.94596797564867,270.9934859296355
36,14,1,0,1,65.30516255321206,236.9538388371027
17,14,1,1,1,40.0890681229638,165.35197999003702
34,17,1,1,1,67.0790736165169,242.4031761045818
34,21,0,0,1,70.57616445929902,250.89875522980745
24,19,1,1,1,56.22888946392901,207.7936200988554
28,20,1,0,1,60.96908104154462,221.07008012780383
8,13,0,1,1,29.42155521051471,130.38749998284203
22,16,1,0,1,50.94087200681582,194.08380795000284
33,17,1,1,1,64.32035160024051,235.6028940036589
32,11,0,1,1,52.59070147999662,204.8315686444117
33,17,1,0,1,63.589235499524975,232.4847035565079
32,10,1,0,1,53.38939235924089,202.9320121710291
30,17,1,1,1,61.7815630688133,228.71817316337345
29,13,1,1,1,55.62519061605078,208.6338428825186
31,18,1,1,1,64.9327603391766,232.42465271589427
24,20,1,1,1,57.04280569149457,211.1916552064304
21,15,1,1,1,48.75582731885718,185.87356464945884
23,15,1,1,1,51.2703527958252,197.0479139200149
27,33,0,1,1,77.1316027673632,263.43174892781366
41,20,1,1,1,77.5244581159901,273.9353367068816
11,24,1,0,1,44.86547539191823,173.49945258110608
16,19,1,1,1,46.08396613927822,178.39887391753643
26,35,1,0,1,79.60254782454176,270.4686059674765
36,15,0,0,1,64.17150072032564,233.3182023283052
28,23,1,0,1,65.68751755143485,234.4265826925247
35,13,1,1,1,61.14324182477187,228.9826718496454
21,19,1,1,1,53.18349349357172,201.65824264553527
30,28,1,0,1,75.7052332635923,263.73261837780103
31,14,1,1,1,58.00713516184179,217.333576658973
20,17,0,1,1,48.97573206734269,184.32037532881057
33,23,1,1,1,72.50407048511478,257.580555839781
33,14,1,1,1,61.22823386048735,228.63246658973668
33,10,1,1,1,55.99079893004436,211.44015337604893
15,16,0,0,1,40.81557594006156,161.40267894602886
36,8,1,0,1,54.73234700452706,210.8624370961453
39,12,0,1,1,60.78136004671919,230.63222750075383
37,13,1,1,1,63.92009788876935,233.6338920565592
46,10,1,1,1,69.21289242709804,254.87173266745597
27,22,0,0,1,60.399761495403176,220.6706479511417
27,21,0,0,1,59.349371620469306,216.22833010306616
37,22,1,1,1,76.3535160089401,266.8261843399926
26,20,0,0,1,57.909861186578496,214.0156352178329
23,16,1,1,1,50.76458989550906,197.78890885739392
31,27,1,0,1,75.29199058753512,261.2144053255352
31,12,0,1,1,52.68457111877155,204.5949407801328
31,5,1,1,1,46.68929557414977,188.90733063391963
41,21,1,1,1,78.86071872637736,277.4423455328797
23,13,1,1,1,46.74021721026066,184.15761139828595
23,23,1,1,1,59.45723057514943,218.8069799966785
30,20,0,1,1,63.53191806025205,227.45932454373732
36,20,1,1,1,72.16096367447045,258.2605914604942
28,24,0,1,1,65.6035417844352,236.3273534394564
29,18,0,1,1,60.27711004666803,221.3048529370191
20,17,1,1,1,49.36524902902901,186.67257779915428
38,22,1,1,1,77.35467047285698,274.78055641348266
26,17,0,1,1,57.35836859342837,210.85440440471496
14,29,1,0,1,57.26912503774101,205.20110681492667
38,20,0,1,1,74.25054061728558,263.2973096820673
30,6,1,1,1,47.09206959769812,189.46000127388453
41,22,1,0,1,80.45710247067619,280.84262139934657
32,13,0,1,1,56.80402410049992,213.6704889208984
29,23,1,1,1,68.31397349089691,244.70756120658703
29,23,1,0,1,69.24454904154747,245.0052563935596
26,18,1,1,1,59.236005780323104,216.7348998916658
11,18,1,1,1,42.8525561827012,165.89942083891162
16,18,0,0,1,44.26313203133214,170.87288783044124
21,12,1,0,1,43.93632085113797,174.77285225176914
35,14,1,0,1,63.60630823897605,232.59061512396164
29,10,1,1,1,49.768340040457495,195.21586505613232
33,22,1,1,1,71.21418210036302,251.11542379212773
22,27,0,0,1,61.40963516697633,224.2986251484305
29,17,0,0,1,57.89797420899106,216.26121949566243
38,20,0,1,1,74.20978773350245,262.0616905051666
19,20,1,0,1,52.27690303774222,192.36601475119215
41,16,1,1,1,72.17697386756339,261.0512776065651
38,15,0,1,1,65.3146391548498,238.72181830911848
46,28,0,1,1,92.84518325084198,316.6504655702789
30,26,1,0,1,72.18624508085429,252.35949544565435
31,23,1,0,1,69.56382840118845,248.8730040543878
31,15,0,0,1,56.37321390720969,211.6406312402688
43,16,0,1,1,74.90143739515393,267.6992088321212
16,18,1,1,1,48.18971189635121,182.0659183883361
27,21,1,1,1,61.92868650130112,224.56606539847348
46,25,0,1,1,89.71030669957148,304.85244526150484
32,11,1,1,1,55.59194326172331,211.6978629800757
23,11,1,1,1,45.50928745331689,179.2787454906509
22,27,1,1,1,64.51173983936704,229.2724479477727
24,18,0,0,1,52.26195018451567,197.05069771507576
29,18,1,0,1,60.08716783571747,221.8783930917212
39,9,1,0,1,58.59853895612879,222.27510763525683
30,13,1,1,1,56.43578160293213,211.3767113015881
24,21,1,1,1,59.27770846022482,216.76251518418613
34,21,1,0,1,70.20376531215128,250.6467826512068
30,16,1,1,1,61.168784263008426,224.23523072658617
23,14,0,1,1,46.18114423931339,181.3155913983132
28,20,0,1,1,61.52381817310879,224.6308393963384
25,15,1,1,1,53.18936583689349,201.9066295828501
29,19,1,1,1,61.02072258215708,224.5138296496152
28,19,1,0,1,60.208887912369306,219.48977765433224
29,15,1,1,1,57.85112600911868,216.1846701729488
32,26,0,1,1,73.74428879801295,258.3039164828286
32,18,0,1,1,64.5241766066504,231.9701466331592
34,12,0,0,1,55.66615536880825,211.42347553256812
31,19,1,1,1,67.6712691268203,243.5171278480697
32,16,0,1,1,62.85317267678002,229.0733720824381
32,23,1,1,1,72.9537020057653,253.3238571768531
24,25,1,0,1,65.64515915034409,232.65363677991297
24,14,1,1,1,49.68333381978688,193.3564527028037
13,21,1,1,1,46.933158100882665,179.85912398545793
15,20,1,1,1,49.75897110055536,189.29028728911075
27,12,1,1,1,49.88420730315341,192.13458565612623
37,18,1,0,1,67.26548046364263,245.27503838003423
36,14,1,0,1,61.519978254240144,227.70872120661
28,21,1,1,1,63.60495948924086,230.63019335050436
37,16,0,1,1,66.48310403028734,244.222448741268
38,21,0,1,1,73.2748222509264,261.8095550094147
26,22,1,0,1,62.94886676621073,227.5034884380397
30,27,1,1,1,75.86199135185907,264.18114088735734
32,11,1,0,1,54.34555472160147,207.99507537529547
24,28,1,1,1,69.64070272559489,242.12153519780503
14,24,1,1,1,51.258220165606375,190.53216389978869
18,23,0,1,1,56.27018023558676,203.15108360792388
21,11,0,0,1,42.45736143497025,169.8731268738178
31,17,1,0,1,60.67675517329052,223.0914460965776
31,24,0,0,1,69.63304071065515,243.5005516877979
44,12,1,1,1,71.50246003677009,259.96007687575496
32,23,1,1,1,71.98358890229792,254.80666255847856
21,20,0,1,1,54.812715879148,204.59613090776577
26,12,0,1,1,47.0734486235993,186.25795557983903
29,20,1,1,1,64.1328935638591,230.55971351858025
29,24,1,0,1,68.173972173245,239.2750019713977
29,9,1,1,1,49.20695981197103,194.72212405260944
27,12,1,1,1,52.874849895572346,201.97526437319144
18,20,1,1,1,53.78351715291439,195.7975482045731
12,34,0,1,1,61.875572957503216,214.6623178633979
40,25,1,1,1,83.84126596133659,288.14096463488187
33,21,0,1,1,68.31539656243639,246.00654000641853
27,24,1,1,1,67.50493823223142,239.57590718963667
24,14,1,1,1,49.70888792893553,189.7299262553866
42,16,1,1,1,74.4655349046862,266.0862485738183
25,17,1,0,1,55.96639704284341,205.8629478811864
38,27,1,1,1,83.6821144839314,288.04126611791406
34,21,1,1,1,72.40961911967143,255.64256351508357
29,18,1,1,1,60.344453606316286,224.59177614201016
32,17,1,1,1,63.20450388020224,231.95549727301352
24,10,1,0,1,42.21696731258899,172.74187274001528
19,15,0,1,1,45.643972234366,176.9442820793515
19,20,1,0,1,50.28046896658848,191.38182154640063
29,11,1,1,1,51.12777596796303,200.426783754256
33,24,1,1,1,74.98376678547332,263.17671520814474
33,25,1,1,1,75.07356217673046,262.8454821118059
35,18,0,1,1,65.58011001893334,240.27276546730897
32,16,0,1,1,62.01031583572132,225.84342215747432
38,15,0,0,1,65.20358563388115,237.8234641072976
41,23,0,0,1,78.51870811323568,275.1594650709428
32,26,1,1,1,75.77013221515034,263.7772763034135
32,18,1,1,1,64.38332103897754,233.22282231260752
24,7,0,1,1,39.21729270500696,166.10763849631564
37,27,1,0,1,81.76885860190217,283.8035014620752
38,14,0,1,1,67.43426084041451,242.1236398887985
16,28,1,0,1,58.470938845686135,210.0943151972557
24,27,0,0,1,64.53247495081366,232.34688785902253
30,14,0,1,1,56.100940790908616,213.249087646406
30,23,0,1,1,68.37970061067621,242.66364542976245
36,6,1,1,1,54.00177981248865,210.08474048105788
43,24,1,0,1,84.03422592470983,289.883380655168
18,29,1,1,1,65.12051926281967,228.83205686361677
29,18,1,1,1,60.521719754894505,223.54930304345424
32,28,0,1,1,78.20049797897926,271.15172413738253
20,31,0,0,1,66.55463761702573,232.50732679807493
34,7,1,1,1,54.154028403055314,209.50584525519736
29,15,0,1,1,57.12208367734126,211.78630947362893
37,26,1,1,1,81.81988444955755,284.2060103853446
28,29,1,0,1,73.82330977775678,257.42101711466324
33,19,0,1,1,65.05059015544414,238.7313352993361
20,19,1,0,1,51.84161279204113,196.43235987953847
31,26,1,1,1,76.30994388273528,264.25958148632566
25,20,0,0,1,56.57291719384627,209.97603242879643
39,17,1,0,1,71.31022528814376,253.83815984410177
34,14,1,1,1,62.51965003635922,228.55127002972003
22,25,0,1,1,60.35597821385103,220.41193637991023
24,9,1,1,1,43.83837278588789,176.31523745488454
35,14,1,1,1,64.11319583891563,234.17703335836637
31,23,0,0,1,66.85940999740457,237.37606426254368
28,23,1,0,1,66.59923053601885,238.0575865257705
15,16,1,1,1,42.34613265189939,168.30353587969734
39,14,1,1,1,67.55882296683615,247.82367998556188
28,18,1,1,1,60.245514298539526,223.31088933831384
35,21,1,1,1,71.66683171233245,257.51526995379453
32,24,0,1,1,70.30662867943575,251.6991218169023
37,18,0,0,1,68.2464134785663,245.9241068258181
17,29,1,1,1,62.35958525431278,221.74098017630288
19,26,0,0,1,58.54856041363201,210.11180058490712
42,30,1,1,1,92.18959903514433,314.8349635887788
25,21,0,1,1,59.71636731105514,218.4568974186352
31,26,1,0,1,73.68213620936933,257.08382082841047
18,21,0,1,1,51.82295615184027,192.0313476140179
14,25,1,1,1,54.19860136461508,198.46920122006225
29,15,0,1,1,56.98145628861074,212.02299218677604
42,35,1,1,1,100.40112862756568,332.8452832156234
21,22,0,1,1,55.11216152510284,204.80732168645432
31,7,1,0,1,48.64423481851591,192.04149365073363
19,25,1,1,1,59.27636651717718,215.7206911614919
32,19,1,1,1,66.82012300321124,240.85780167687616
45,25,1,1,1,90.26966591877414,306.29602813714826
39,19,0,1,1,72.82423741523158,258.9360892737027
22,7,1,1,1,38.49896810846162,163.71406243756485
28,18,0,1,1,56.76333094889176,212.5521089491753
24,18,1,0,1,54.83701857309035,204.1587906060634
22,13,0,0,1,43.6783650580314,175.79808814790616
24,18,1,1,1,55.20427476842801,207.6002122067028
21,31,1,1,1,68.00979013901302,240.6983712529633
43,21,0,1,1,79.28160222792239,281.14990848410787
25,18,1,1,1,58.32328310872685,214.55890504876209
30,25,0,0,1,70.67941262991914,250.42470274397127
28,22,0,1,1,63.83314873795527,229.4810124882075
29,31,0,1,1,78.01423607324854,269.7755622694887
38,13,1,1,1,64.62265333198368,240.28902006872687
19,25,1,0,1,57.80136464363152,209.1987515326449
33,16,0,1,1,62.12711677291446,228.52796010507225
32,20,0,0,1,64.06642359960841,231.6019743846109
38,12,1,1,1,63.34264425696311,236.0617871779124
22,19,1,0,1,54.09265338347242,200.9356396374439
20,16,1,1,1,48.86569670917567,189.1933109624266
23,22,1,1,1,61.04238977004843,223.7037526999797
32,18,0,0,1,63.00773839213848,227.609296306099
43,34,0,1,1,97.561358950784,326.38375810894445
36,17,1,1,1,68.29121353788288,246.29078871959337
45,13,1,1,1,72.8686198954367,263.6717265452805
12,25,0,1,1,49.66024506224716,183.60572184027464
30,26,1,1,1,73.51001120797842,256.04910366384604
25,18,1,1,1,57.58973312820095,211.189374814662
32,19,1,0,1,65.70811219573635,238.24838792129376
31,13,0,1,1,56.66888863050429,212.0204599462484
27,17,1,1,1,58.46936943589369,215.6136389437909
16,27,0,1,1,57.64922173040225,207.9315870635964
31,25,1,1,1,73.30172240569043,258.015763370593
32,21,1,1,1,69.08363263951988,245.31489540424087
20,17,1,1,1,49.34699999540789,191.7014268752553
15,19,0,1,1,46.93333207480293,179.2870226667481
32,25,1,0,1,73.10171653108459,255.4847118716644
38,22,0,1,1,74.49332656058559,263.2378138276141
28,7,1,1,1,44.353339600555344,181.76685960650696
25,14,1,0,1,48.76440936796188,193.0354314076015
29,18,1,1,1,60.60147163449776,223.73814742284952
20,21,1,0,1,53.63944614344985,200.36670598002345
25,17,1,0,1,55.038464755065576,205.22887845257176
31,23,1,1,1,70.69230270834719,249.35508781768652
44,7,0,1,1,62.57246723651176,237.49424882902025
33,12,1,1,1,56.5375211567811,212.7016508611031
35,2,0,1,1,46.392330860014766,185.29724575414144
38,15,1,0,1,67.82985902146929,244.15181564639
42,22,1,1,1,81.27541480803913,283.3011869138657
22,12,1,0,1,44.48825654400352,175.7830181234757
29,17,1,1,1,59.01526221518614,218.9064544828814
35,22,1,1,1,74.26650675600034,262.76756460881376
18,19,1,1,1,49.78584064870029,187.4302516665039
37,20,0,1,1,73.60971234886965,260.23708401955275
27,13,0,1,1,50.23069630764879,194.93140764673453
37,16,1,1,1,68.12928932073112,247.98676371246225
29,24,0,1,1,65.78025195106281,237.5134970220621
41,11,1,0,1,65.95220193646095,241.03674648101008
37,24,1,1,1,78.5456873748684,273.2737527517297
50,10,1,1,1,74.83703792268886,271.98618069109125
36,19,1,1,1,69.58332693806909,254.4497554338026
37,11,0,1,1,58.42625506674683,221.1208604501548
41,25,1,1,1,84.50109341527649,287.807142446424
19,22,1,1,1,54.93875639938843,201.09204546223944
28,9,1,1,1,48.79176788794828,193.02077555318573
29,24,0,1,1,67.9089933097602,241.0196758198383
47,19,1,0,1,83.25202952154004,288.2158673517791
37,25,1,1,1,78.35124752414346,275.06519753610706
34,20,0,1,1,69.1371004302097,248.9916567805878
29,15,1,0,1,57.45540810402809,213.5073194304106
30,18,0,1,1,61.16410448237199,227.4380858702567
22,27,1,1,1,65.26640886369205,229.62230498440292
30,18,1,1,1,63.88256713584234,228.467723491661
16,10,1,1,1,35.03899798195177,148.33930209678232
22,23,1,1,1,57.93503050020488,213.70635716656983
28,23,1,0,1,67.36979775091392,241.04359149763664
33,25,1,0,1,71.89027669615498,255.1888525841616
39,19,1,1,1,74.72730671079421,264.326914971194
22,28,1,0,1,66.29377716486789,234.25947496394429
27,16,1,1,1,55.69086923787879,209.84688576403656
41,19,1,1,1,74.97351068837482,267.2619342458992
23,12,1,0,1,45.180049596457046,181.4227167212234
22,15,0,0,1,46.95077908638901,183.1217558868577
44,19,1,1,1,78.89343190087985,278.9331841823297
25,25,1,1,1,66.48138114450963,236.2957920905298
26,25,0,1,1,65.11110682552045,234.50370979632203
31,23,1,1,1,71.48822465530208,251.8197773584008
30,22,1,0,1,68.57878336594578,241.32461453304305
27,16,1,1,1,57.067405635478536,211.12812620335475
30,13,1,1,1,55.77387325356662,210.52027123231025
18,30,1,0,1,62.63651096511072,222.854853934497
19,25,1,1,1,58.04519065899609,213.9232162979225
28,22,1,1,1,67.0140261455289,238.4758856592298
28,6,1,0,1,43.73421299827793,178.5948258132112
24,15,0,0,1,48.24288410992924,191.0243390981874
33,18,1,0,1,62.98418572661914,228.8913962288512
27,13,1,1,1,53.61312501197824,202.74211779195767
44,12,0,1,1,69.01869722888948,250.09277390534544
27,23,0,1,1,64.47194520085317,231.83537628083252
30,24,1,1,1,70.1262028999997,250.3054041817932
45,8,1,1,1,67.57020704652048,252.5586026687264
44,28,0,1,1,90.88739043943558,310.0133995677811
24,12,1,0,1,46.531779287709895,181.66625515064783
45,16,1,1,1,76.2180388746187,274.27389440099216
27,12,0,1,1,49.65009678424462,191.5865251719397
47,22,0,0,1,87.54496149204236,299.82983667246964
35,16,0,0,1,63.01086914515079,230.82768585092657
13,16,0,1,1,39.584621301144495,158.01960685620097
19,25,1,1,1,57.55211233045121,210.65534014440885
36,26,1,1,1,79.85824033247371,277.96122704042085
18,20,0,1,1,51.420780705631024,190.98456427801776
29,7,1,0,1,46.36095050722148,183.7469538524817
30,14,1,1,1,58.097642254516295,218.76058879647164
24,15,1,1,1,53.63429261255375,203.02248309118207
33,17,1,1,1,64.99756774236353,237.00552782286036
32,9,1,1,1,53.30853978838926,207.9627890739073
34,20,1,1,1,71.4845638215392,252.81434942180195
29,33,1,0,1,83.28166806156064,278.8303076965571
22,25,1,1,1,62.87809546785428,222.5331417874684
15,10,1,0,1,32.626047806284255,144.5544276330297
33,9,0,0,1,51.55387680032411,201.80216151994344
35,16,1,1,1,65.03483198802907,239.8643676125109
26,25,1,1,1,67.48999991232583,237.5671595209016
20,14,0,1,1,45.15625825878574,177.9634331411201
35,22,1,0,1,71.08879744116811,253.73766593350527
35,25,1,1,1,78.39516192691711,270.44186853329666
40,12,1,1,1,67.10151449304112,244.3422060247582
27,17,1,1,1,58.20117435888539,213.96605580146496
29,27,1,1,1,74.93740968515577,261.47872862430904
18,13,1,1,1,43.81872712931013,170.2622769231165
37,28,1,0,1,83.59062113135244,284.10585969946743
23,26,1,1,1,65.64449025530253,234.003440701824
37,14,1,1,1,67.0214502099035,243.33548416435175
16,19,0,1,1,48.90448845630051,181.3098268125426
32,20,0,1,1,66.18206125080184,239.1431035756726
28,26,1,1,1,70.22145618942159,249.02810315625248
33,20,1,1,1,70.3993610396147,249.27520964078337
28,21,0,1,1,63.43987628895534,229.10180782799912
29,23,1,1,1,69.23218780351715,243.7675468176604
37,15,0,0,1,64.10877778804218,236.76412540233625
38,15,1,0,1,68.38643285098058,248.33197658140924
37,14,0,1,1,64.43759972373695,233.63273981798352
24,10,1,1,1,44.85559704355137,181.536781382033
29,25,0,1,1,69.86102241084299,247.6787646363545
32,18,1,0,1,64.49042714000426,231.74730370928307
30,12,1,0,1,51.52333818045294,200.98137578583956
31,28,0,0,1,76.04868061040442,263.5464300818547
26,13,1,1,1,50.34865985906577,194.29941011188657
27,25,1,0,1,68.03986988624469,240.69487517220813
28,10,1,1,1,50.302384300424464,196.39926883786072
32,7,1,1,1,49.602269502340576,198.5117892272206
34,12,0,0,1,57.01074909273213,214.45438137249369
26,25,1,1,1,65.33306928576606,235.33460727885512
31,16,1,1,1,59.60808330573531,221.6668988188028
41,17,0,0,1,70.22305016358555,255.27033842686703
37,14,1,1,1,65.21600656083223,236.2867555487777
28,11,1,1,1,51.01001763800269,195.62324983227327
9,18,0,1,1,37.1070748825361,150.497556934876
3,19,0,1,1,31.70803361474884,133.17394056193035
33,19,1,0,1,63.39985424319594,232.25590201624004
37,20,1,1,1,72.50038801761067,257.19934258137
31,8,1,1,1,50.25546354546002,195.8862097172658
29,14,0,0,1,53.73879899566212,204.843067317558
26,24,1,0,1,66.40093285539642,234.31398392791704
19,12,0,1,1,40.53687618343172,163.7244924144174
27,19,1,1,1,61.97322221208712,224.86455229857395
40,9,0,1,1,61.34771996586456,229.40239983488516
29,21,1,1,1,66.5103869007267,236.98257023997257
36,15,1,0,1,63.70597415573884,234.69499880692612
36,21,0,0,1,72.90298936382716,255.66380775216157
37,15,1,1,1,64.9769186237066,238.5093936787162
39,31,1,1,1,91.04781236196185,305.9127075161186
37,24,0,1,1,77.23321661720837,268.2671795055649
44,19,1,1,1,80.7941345145589,285.03369208614845
34,20,1,1,1,69.17864284587424,249.886644036547
46,16,1,1,1,78.44472084479678,278.5652844036334
22,23,0,0,1,58.224382415304326,212.71952342833163
26,25,1,0,1,66.06799744401215,235.72044545947657
27,19,1,1,1,61.61365720197794,223.50096786057705
42,26,0,1,1,86.16117245150788,294.6979426237804
